Time,ChActive,ActPow,HwTOutlet,HwActive,PrimT,HwTSet,PrimTSet
2017-12-22T00:22:40.107Z,,,27.9,,,0,
2017-12-22T00:22:50.105Z,,,27.9,,,0,
2017-12-22T00:23:00.106Z,,,27.9,,,0,
2017-12-22T00:23:10.105Z,,,27.9,,45.7,0,
2017-12-22T00:23:20.105Z,,,27.8,,,0,
2017-12-22T00:23:30.105Z,,,27.8,,,0,
2017-12-22T00:23:40.109Z,,,27.8,,,0,
2017-12-22T00:23:50.106Z,,,27.7,,,0,
2017-12-22T00:24:00.106Z,,,27.7,,,0,
2017-12-22T00:24:10.108Z,,,27.7,,,0,
2017-12-22T00:24:20.105Z,,,27.5,,45.6,0,
2017-12-22T00:24:30.106Z,,,27.5,,,0,
2017-12-22T00:24:40.106Z,,,27.5,,,0,
2017-12-22T00:24:50.105Z,,,27.5,,,0,
2017-12-22T00:25:00.106Z,,,27.4,,,0,
2017-12-22T00:25:10.106Z,,,27.4,,,0,
2017-12-22T00:25:20.106Z,,,27.4,,45.5,0,
2017-12-22T00:25:30.340Z,,,27.3,,,0,
2017-12-22T00:25:40.106Z,,,27.3,,,0,
2017-12-22T00:25:55.195Z,,,27.3,,,0,
2017-12-22T00:26:00.106Z,,,27.3,,,0,
2017-12-22T00:26:10.106Z,,,27.2,,,0,
2017-12-22T00:26:20.295Z,,,27.2,,45.4,0,
2017-12-22T00:26:30.348Z,,,27.2,,,0,
2017-12-22T00:26:42.296Z,,,27.2,,,0,
2017-12-22T00:26:50.105Z,,,27.1,,,0,
2017-12-22T00:27:00.321Z,,,27.1,,,0,
2017-12-22T00:27:10.106Z,,,27.1,,,0,
2017-12-22T00:27:21.293Z,,,27.1,,45.3,0,
2017-12-22T00:27:30.106Z,,,26.9,,,0,
2017-12-22T00:27:40.106Z,,,26.9,,,0,
2017-12-22T00:27:50.106Z,,,26.9,,,0,
2017-12-22T00:28:00.106Z,,,26.9,,,0,
2017-12-22T00:28:10.108Z,,,26.8,,,0,
2017-12-22T00:28:20.124Z,,,26.8,,,0,
2017-12-22T00:28:30.502Z,,,26.8,,45.2,0,
2017-12-22T00:28:40.106Z,,,26.8,,,0,
2017-12-22T00:28:50.106Z,,,26.7,,,0,
2017-12-22T00:29:00.106Z,,,26.7,,,0,
2017-12-22T00:29:10.106Z,,,26.7,,,0,
2017-12-22T00:29:20.106Z,,,26.7,,45.1,0,
2017-12-22T00:29:30.107Z,,,26.6,,45.2,0,
2017-12-22T00:29:40.106Z,,,26.6,,45.1,0,
2017-12-22T00:29:50.106Z,,,26.6,,,0,
2017-12-22T00:30:00.107Z,,,26.6,,,0,
2017-12-22T00:30:10.106Z,,,26.6,,,0,
2017-12-22T00:30:20.107Z,,,26.5,,,0,
2017-12-22T00:30:30.106Z,,,26.5,,45,0,
2017-12-22T00:30:40.106Z,,,26.5,,,0,
2017-12-22T00:30:50.107Z,,,26.5,,,0,
2017-12-22T00:31:00.106Z,,,26.3,,,0,
2017-12-22T00:31:10.107Z,,,26.3,,,0,
2017-12-22T00:31:20.107Z,,,26.3,,,0,
2017-12-22T00:31:30.107Z,,,26.3,,44.9,0,
2017-12-22T00:31:40.106Z,,,26.3,,,0,
2017-12-22T00:31:50.107Z,,,26.2,,,0,
2017-12-22T00:32:00.107Z,,,26.2,,,0,
2017-12-22T00:32:10.107Z,,,26.2,,,0,
2017-12-22T00:32:20.107Z,,,26.2,,,0,
2017-12-22T00:32:30.107Z,,,26.2,,,0,
2017-12-22T00:32:40.107Z,,,26.1,,44.8,0,
2017-12-22T00:32:50.107Z,,,26.1,,,0,
2017-12-22T00:33:00.107Z,,,26.1,,,0,
2017-12-22T00:33:10.107Z,,,26.1,,,0,
2017-12-22T00:33:20.109Z,,,26.1,,,0,
2017-12-22T00:33:30.107Z,,,26,,,0,
2017-12-22T00:33:40.106Z,,,26,,,0,
2017-12-22T00:33:50.109Z,,,26,,44.7,0,
2017-12-22T00:34:00.107Z,0,,26,2,45.5,0,0
2017-12-22T00:34:10.120Z,0,,39.5,0,44.4,0,
2017-12-22T00:34:20.109Z,,,39.4,,,0,
2017-12-22T00:34:30.109Z,,,39.3,,44.3,0,
2017-12-22T00:34:40.107Z,,,39.1,,,0,
2017-12-22T00:34:50.107Z,,,38.8,,,0,
2017-12-22T00:35:00.107Z,,,38.7,,44.2,0,
2017-12-22T00:35:10.107Z,,,38.4,,,0,5
2017-12-22T00:35:20.107Z,,,38.3,,44.1,0,
2017-12-22T00:35:30.107Z,,,38.1,,,0,
2017-12-22T00:35:40.107Z,,,37.9,,44,0,
2017-12-22T00:35:50.107Z,,,37.7,,,0,
2017-12-22T00:36:00.107Z,,,37.6,,,0,
2017-12-22T00:36:10.108Z,,,37.4,,43.9,0,
2017-12-22T00:36:20.108Z,,,37.2,,,0,
2017-12-22T00:36:30.107Z,,,36.9,,,0,
2017-12-22T00:36:40.108Z,,,36.8,,,0,
2017-12-22T00:36:50.107Z,,,36.6,,43.8,0,
2017-12-22T00:37:00.108Z,,,36.5,,,0,
2017-12-22T00:37:10.107Z,,,36.3,,,0,
2017-12-22T00:37:20.111Z,,,36.2,,43.7,0,
2017-12-22T00:37:30.107Z,,,36.1,,,0,
2017-12-22T00:37:40.108Z,,,35.9,,,0,
2017-12-22T00:37:50.108Z,,,35.8,,,0,
2017-12-22T00:38:00.107Z,,,35.7,,,0,
2017-12-22T00:38:10.108Z,,,35.5,,43.6,0,
2017-12-22T00:38:20.107Z,,,35.4,,,0,
2017-12-22T00:38:30.115Z,,,35.3,,,0,
2017-12-22T00:38:40.186Z,,,35.2,,,0,
2017-12-22T00:38:50.121Z,,,35.1,,43.5,0,
2017-12-22T00:39:00.188Z,,,34.9,,,0,
2017-12-22T00:39:15.541Z,,,34.7,,,0,
2017-12-22T00:39:20.227Z,,,34.6,,,0,
2017-12-22T00:39:30.108Z,,,34.5,,,0,
2017-12-22T00:39:40.108Z,,,34.4,,43.4,0,
2017-12-22T00:39:50.108Z,,,34.3,,,0,
2017-12-22T00:40:00.108Z,,,34.2,,,0,
2017-12-22T00:40:10.108Z,,,34.1,,,0,
2017-12-22T00:40:20.108Z,,,34,,43.3,0,
2017-12-22T00:40:30.108Z,,,33.9,,,0,
2017-12-22T00:40:40.107Z,,,33.8,,,0,
2017-12-22T00:40:50.108Z,,,33.7,,,0,
2017-12-22T00:41:00.108Z,,,39.7,,,0,
2017-12-22T00:41:10.122Z,0,33,27.2,0,40.7,54,0
2017-12-22T00:41:20.108Z,0,0,42.1,0,40.6,0,
2017-12-22T00:41:30.108Z,,,41.9,,40.5,0,
2017-12-22T00:41:40.108Z,,,41.7,,,0,
2017-12-22T00:41:50.108Z,,,41.6,,40.4,0,
2017-12-22T00:42:00.109Z,,,41.4,,,0,
2017-12-22T00:42:10.108Z,,,41.1,,,0,
2017-12-22T00:42:20.108Z,,,40.8,,40.3,0,5
2017-12-22T00:42:30.108Z,,,40.6,,,0,
2017-12-22T00:42:40.108Z,,,40.4,,,0,
2017-12-22T00:42:50.109Z,,,40.2,,40.2,0,
2017-12-22T00:43:00.110Z,0,30,39.9,2,39.7,54,0
2017-12-22T00:43:10.109Z,,29,40.8,,40.5,54,
2017-12-22T00:43:20.108Z,,57,42.4,,44.3,54,
2017-12-22T00:43:30.109Z,,58,45.9,,47.2,54,
2017-12-22T00:43:40.109Z,0,0,48.7,0,49.6,0,
2017-12-22T00:43:50.109Z,,,48.4,,48.9,0,
2017-12-22T00:44:00.108Z,,,48.2,,,0,
2017-12-22T00:44:10.109Z,,,48,,48.8,0,
2017-12-22T00:44:20.109Z,,,47.8,,48.7,0,
2017-12-22T00:44:30.111Z,,,47.5,,,0,
2017-12-22T00:44:40.108Z,,,47.3,,48.6,0,5
2017-12-22T00:44:50.109Z,,,47.1,,,0,
2017-12-22T00:45:00.116Z,,,46.8,,48.5,0,
2017-12-22T00:45:10.109Z,,,46.6,,,0,
2017-12-22T00:45:20.109Z,,,46.3,,,0,
2017-12-22T00:45:30.108Z,,,46.1,,48.4,0,
2017-12-22T00:45:40.109Z,,,45.9,,,0,
2017-12-22T00:45:50.109Z,,,45.7,,,0,
2017-12-22T00:46:00.109Z,,,45.4,,,0,
2017-12-22T00:46:10.109Z,,,45.2,,48.3,0,
2017-12-22T00:46:20.113Z,,,45,,,0,
2017-12-22T00:46:30.109Z,,,44.8,,,0,
2017-12-22T00:46:40.109Z,,,44.6,,,0,
2017-12-22T00:46:50.109Z,,,44.2,,,0,
2017-12-22T00:47:00.109Z,,,44,,48.2,0,
2017-12-22T00:47:10.109Z,,,43.8,,,0,
2017-12-22T00:47:20.108Z,,,43.6,,,0,
2017-12-22T00:47:30.109Z,,,43.4,,,0,
2017-12-22T00:47:40.109Z,,,43.2,,,0,
2017-12-22T00:47:50.109Z,,,43,,,0,
2017-12-22T00:48:00.109Z,,,42.8,,,0,
2017-12-22T00:48:10.109Z,,,42.6,,48.1,0,
2017-12-22T00:48:20.109Z,,,42.4,,,0,
2017-12-22T00:48:30.111Z,,,42.2,,,0,
2017-12-22T00:48:40.109Z,,,42,,,0,
2017-12-22T00:48:50.109Z,,,41.9,,,0,
2017-12-22T00:49:00.109Z,,,41.7,,48,0,
2017-12-22T00:49:10.109Z,,,41.5,,,0,
2017-12-22T00:49:20.111Z,,,41.3,,,0,
2017-12-22T00:49:30.110Z,,,41.1,,,0,
2017-12-22T00:49:40.110Z,,,40.9,,47.9,0,
2017-12-22T00:49:50.110Z,,,40.7,,,0,
2017-12-22T00:50:00.109Z,,,40.5,,,0,
2017-12-22T00:50:10.109Z,,,40.4,,,0,
2017-12-22T00:50:20.112Z,,,40.2,,47.8,0,
2017-12-22T00:50:30.109Z,,,40.1,,,0,
2017-12-22T00:50:40.110Z,,,39.9,,47.7,0,
2017-12-22T00:50:50.109Z,,,39.7,,,0,
2017-12-22T00:51:00.110Z,,,39.6,,,0,
2017-12-22T00:51:10.110Z,,,39.4,,47.6,0,
2017-12-22T00:51:20.109Z,,,39.3,,,0,
2017-12-22T00:51:30.110Z,,,39.1,,,0,
2017-12-22T00:51:40.110Z,,,38.9,,47.4,0,
2017-12-22T00:51:50.110Z,,,38.7,,,0,
2017-12-22T00:52:00.110Z,,,38.6,,,0,
2017-12-22T00:52:10.109Z,,,38.5,,47.3,0,
2017-12-22T00:52:20.109Z,,,38.3,,,0,
2017-12-22T00:52:30.110Z,,,38.2,,,0,
2017-12-22T00:52:40.110Z,,,38,,47.2,0,
2017-12-22T00:52:50.110Z,,,37.9,,,0,
2017-12-22T00:53:00.110Z,,,37.8,,47.1,0,
2017-12-22T00:53:10.111Z,,,37.6,,,0,
2017-12-22T00:53:20.110Z,,,37.5,,,0,
2017-12-22T00:53:30.110Z,,,37.4,,47,0,
2017-12-22T00:53:40.110Z,,,37.2,,,0,
2017-12-22T00:53:50.110Z,,,37.1,,46.9,0,
2017-12-22T00:54:00.110Z,,,36.9,,,0,
2017-12-22T00:54:10.110Z,,,36.8,,,0,
2017-12-22T00:54:20.110Z,,,36.6,,46.8,0,
2017-12-22T00:54:30.111Z,,,36.5,,,0,
2017-12-22T00:54:40.110Z,,,36.4,,,0,
2017-12-22T00:54:50.110Z,,,36.3,,46.7,0,
2017-12-22T00:55:00.112Z,,,36.2,,,0,
2017-12-22T00:55:10.117Z,,,36.1,,,0,
2017-12-22T00:55:20.110Z,,,36,,46.6,0,
2017-12-22T00:55:30.110Z,,,35.9,,,0,
2017-12-22T00:55:40.111Z,,,35.7,,,0,
2017-12-22T00:55:50.111Z,,,35.6,,46.5,0,
2017-12-22T00:56:00.111Z,,,35.5,,,0,
2017-12-22T00:56:10.112Z,,,35.4,,,0,
2017-12-22T00:56:20.110Z,,,35.3,,46.4,0,
2017-12-22T00:56:30.111Z,,,35.2,,,0,
2017-12-22T00:56:40.111Z,,,35.1,,,0,
2017-12-22T00:56:50.110Z,,,34.9,,46.3,0,
2017-12-22T00:57:00.110Z,,,34.8,,,0,
2017-12-22T00:57:10.111Z,,,34.7,,,0,
2017-12-22T00:57:20.167Z,,,34.6,,46.2,0,
2017-12-22T00:57:30.110Z,,,34.5,,,0,
2017-12-22T00:57:40.111Z,,,34.4,,,0,
2017-12-22T00:57:50.110Z,,,34.3,,46.1,0,
2017-12-22T00:58:00.111Z,,,34.2,,,0,
2017-12-22T00:58:10.113Z,,,34.2,,,0,
2017-12-22T00:58:20.110Z,,,34.1,,,0,
2017-12-22T00:58:30.110Z,,,34,,46,0,
2017-12-22T00:58:40.111Z,,,33.9,,,0,
2017-12-22T00:58:50.111Z,,,33.8,,,0,
2017-12-22T00:59:00.111Z,,,33.7,,45.9,0,
2017-12-22T00:59:10.111Z,,,33.6,,,0,
2017-12-22T00:59:20.111Z,,,33.5,,,0,
2017-12-22T00:59:30.112Z,,,33.5,,,0,
2017-12-22T00:59:40.111Z,,,33.4,,45.8,0,
2017-12-22T00:59:50.111Z,,,33.3,,,0,
2017-12-22T01:00:00.111Z,,,33.2,,,0,
2017-12-22T01:00:10.111Z,,,33.1,,,0,
2017-12-22T01:00:20.111Z,,,32.9,,45.7,0,
2017-12-22T01:00:30.111Z,,,32.9,,,0,
2017-12-22T01:00:40.111Z,,,32.8,,,0,
2017-12-22T01:00:50.111Z,,,32.7,,,0,
2017-12-22T01:01:00.111Z,,,32.6,,45.6,0,
2017-12-22T01:01:10.113Z,,,32.6,,,0,
2017-12-22T01:01:20.111Z,,,32.5,,,0,
2017-12-22T01:01:30.112Z,,,32.4,,,0,
2017-12-22T01:01:40.111Z,,,32.3,,45.5,0,
2017-12-22T01:01:50.111Z,,,32.3,,,0,
2017-12-22T01:02:00.111Z,,,32.2,,,0,
2017-12-22T01:02:10.111Z,,,32.1,,,0,
2017-12-22T01:02:20.111Z,,,32.1,,,0,
2017-12-22T01:02:30.111Z,,,32,,45.4,0,
2017-12-22T01:02:40.112Z,,,31.9,,,0,
2017-12-22T01:02:55.131Z,,,31.9,,,0,
2017-12-22T01:03:00.111Z,,,31.8,,,0,
2017-12-22T01:03:10.112Z,,,31.6,,45.3,0,
2017-12-22T01:03:20.111Z,,,31.6,,,0,
2017-12-22T01:03:30.111Z,,,31.5,,,0,
2017-12-22T01:03:40.112Z,,,31.4,,,0,
2017-12-22T01:03:50.112Z,,,31.4,,,0,
2017-12-22T01:04:00.111Z,,,31.3,,,0,
2017-12-22T01:04:10.111Z,,,31.3,,45.2,0,
2017-12-22T01:04:20.112Z,,,31.2,,,0,
2017-12-22T01:04:30.111Z,,,31,,,0,
2017-12-22T01:04:40.111Z,,,31,,,0,
2017-12-22T01:04:50.112Z,,,30.9,,45.1,0,
2017-12-22T01:05:00.111Z,,,30.9,,,0,
2017-12-22T01:05:10.112Z,,,30.8,,,0,
2017-12-22T01:05:20.111Z,,,30.8,,,0,
2017-12-22T01:05:30.112Z,,,30.7,,,0,
2017-12-22T01:05:40.112Z,,,30.6,,45,0,
2017-12-22T01:05:50.112Z,,,30.6,,,0,
2017-12-22T01:06:00.112Z,,,30.4,,,0,
2017-12-22T01:06:10.112Z,,,30.4,,,0,
2017-12-22T01:06:20.112Z,,,30.3,,,0,
2017-12-22T01:06:30.112Z,,,30.3,,44.9,0,
2017-12-22T01:06:40.112Z,,,30.2,,,0,
2017-12-22T01:06:50.112Z,,,30.2,,,0,
2017-12-22T01:07:00.111Z,,,30.1,,,0,
2017-12-22T01:07:10.112Z,,,30,,,0,
2017-12-22T01:07:20.115Z,,,30,,,0,
2017-12-22T01:07:30.112Z,,,30,,44.8,0,
2017-12-22T01:07:40.111Z,,,29.8,,,0,
2017-12-22T01:07:50.224Z,,,29.8,,,0,
2017-12-22T01:08:00.134Z,,,29.7,,,0,
2017-12-22T01:08:10.262Z,,,29.7,,,0,
2017-12-22T01:08:20.587Z,,,29.6,,44.7,0,
2017-12-22T01:08:30.173Z,,,29.6,,,0,
2017-12-22T01:08:40.207Z,,,29.5,,,0,
2017-12-22T01:08:51.203Z,,,29.5,,,0,
2017-12-22T01:09:00.170Z,,,29.3,,,0,
2017-12-22T01:09:10.658Z,,,29.3,,,0,
2017-12-22T01:09:20.262Z,,,29.2,,44.6,0,
2017-12-22T01:09:30.374Z,,,29.2,,,0,
2017-12-22T01:09:42.687Z,,,29.1,,,0,
2017-12-22T01:09:50.251Z,,,29.1,,,0,
2017-12-22T01:10:00.173Z,,,29.1,,,0,
2017-12-22T01:10:10.193Z,,,29,,,0,
2017-12-22T01:10:20.236Z,,,29,,44.5,0,
2017-12-22T01:10:30.304Z,,,28.9,,,0,
2017-12-22T01:10:43.596Z,,,28.9,,,0,
2017-12-22T01:10:51.235Z,,,28.7,,,0,
2017-12-22T01:11:01.081Z,,,28.7,,,0,
2017-12-22T01:11:10.504Z,,,28.7,,44.4,0,
2017-12-22T01:11:20.641Z,,,28.6,,,0,
2017-12-22T01:11:32.852Z,,,28.6,,,0,
2017-12-22T01:11:40.575Z,,,28.5,,,0,
2017-12-22T01:11:50.472Z,,,28.5,,,0,
2017-12-22T01:12:00.610Z,,,28.5,,,0,
2017-12-22T01:12:10.113Z,,,28.4,,,0,
2017-12-22T01:12:20.114Z,,,28.4,,44.3,0,
2017-12-22T01:12:30.112Z,0,0,28.3,0,44.3,0,5
2017-12-22T01:12:40.114Z,,,28.3,,,0,
2017-12-22T01:12:50.114Z,,,28.3,,,0,
2017-12-22T01:13:00.113Z,,,28.1,,,0,
2017-12-22T01:13:10.113Z,,,28.1,,,0,
2017-12-22T01:13:20.113Z,,,28.1,,44.2,0,
2017-12-22T01:13:30.113Z,,,28,,,0,
2017-12-22T01:13:40.113Z,,,28,,,0,
2017-12-22T01:13:50.113Z,,,28,,,0,
2017-12-22T01:14:00.113Z,,,27.9,,,0,
2017-12-22T01:14:10.113Z,,,27.9,,,0,
2017-12-22T01:14:20.113Z,,,27.9,,44.1,0,
2017-12-22T01:14:30.113Z,,,27.8,,,0,
2017-12-22T01:14:40.112Z,,,27.8,,,0,
2017-12-22T01:14:50.113Z,,,27.8,,,0,
2017-12-22T01:15:00.113Z,,,27.7,,,0,
2017-12-22T01:15:10.113Z,,,27.7,,,0,
2017-12-22T01:15:20.113Z,,,27.7,,44,0,
2017-12-22T01:15:30.113Z,,,27.5,,,0,
2017-12-22T01:15:40.113Z,,,27.5,,,0,
2017-12-22T01:15:50.113Z,,,27.5,,,0,
2017-12-22T01:16:00.113Z,,,27.4,,,0,
2017-12-22T01:16:10.113Z,,,27.4,,,0,
2017-12-22T01:16:20.113Z,,,27.4,,43.9,0,
2017-12-22T01:16:30.114Z,,,27.3,,,0,
2017-12-22T01:16:40.114Z,,,27.3,,,0,
2017-12-22T01:16:50.113Z,,,27.3,,,0,
2017-12-22T01:17:00.113Z,,,27.2,,,0,
2017-12-22T01:17:10.114Z,,,27.2,,,0,
2017-12-22T01:17:20.113Z,,,27.2,,43.8,0,
2017-12-22T01:17:30.114Z,,,27.1,,,0,
2017-12-22T01:17:40.113Z,,,27.1,,,0,
2017-12-22T01:17:50.114Z,,,27.1,,,0,
2017-12-22T01:18:00.114Z,,,27.1,,,0,
2017-12-22T01:18:10.114Z,,,26.9,,,0,
2017-12-22T01:18:20.114Z,,,26.9,,,0,
2017-12-22T01:18:30.114Z,,,26.9,,43.7,0,
2017-12-22T01:18:40.115Z,,,26.9,,,0,
2017-12-22T01:18:50.114Z,,,26.8,,,0,
2017-12-22T01:19:00.113Z,,,26.8,,,0,
2017-12-22T01:19:10.121Z,,,26.8,,,0,
2017-12-22T01:19:20.114Z,,,26.8,,,0,
2017-12-22T01:19:30.114Z,,,26.7,,,0,
2017-12-22T01:19:40.114Z,,,26.7,,43.6,0,
2017-12-22T01:19:50.115Z,,,26.7,,,0,
2017-12-22T01:20:00.114Z,,,26.7,,,0,
2017-12-22T01:20:10.114Z,,,26.6,,,0,
2017-12-22T01:20:20.114Z,,,26.6,,,0,
2017-12-22T01:20:30.114Z,,,26.6,,,0,
2017-12-22T01:20:40.114Z,,,26.6,,,0,
2017-12-22T01:20:50.114Z,,,26.5,,43.5,0,
