Time,PrimT,HwActive,ChActive,ActPow,HwTOutlet,PrimTSet,HwTSet
2017-11-28T13:22:07.072Z,44,,,,29.7,,0
2017-11-28T13:22:17.204Z,43.9,,,,29.8,,0
2017-11-28T13:22:27.081Z,43.9,,,,29.8,,0
2017-11-28T13:22:37.080Z,,,,,29.8,,0
2017-11-28T13:22:47.074Z,43.7,,,,29.8,,0
2017-11-28T13:22:57.080Z,43.5,,,,29.8,,0
2017-11-28T13:23:07.093Z,,,,,29.8,,0
2017-11-28T13:23:17.307Z,43.4,,,,29.8,,0
2017-11-28T13:23:27.108Z,,,,,29.8,,0
2017-11-28T13:23:37.142Z,,,,,30,,0
2017-11-28T13:23:47.085Z,,,,,30,,0
2017-11-28T13:23:57.125Z,43.3,,,,30,,0
2017-11-28T13:24:07.098Z,,,,,30,,0
2017-11-28T13:24:17.171Z,,,,,30,,0
2017-11-28T13:24:27.092Z,43.2,,,,30,,0
2017-11-28T13:24:37.074Z,,,,,30,,0
2017-11-28T13:24:47.074Z,,,,,30,,0
2017-11-28T13:24:57.084Z,,,,,30,,0
2017-11-28T13:25:07.184Z,,,,,30,,0
2017-11-28T13:25:17.257Z,43.1,,,,30,,0
2017-11-28T13:25:27.195Z,,,,,30,,0
2017-11-28T13:25:37.179Z,,,,,30,,0
2017-11-28T13:25:47.258Z,,,,,30,,0
2017-11-28T13:25:57.153Z,43,,,,30,,0
2017-11-28T13:26:07.235Z,42.7,,,,30.1,,0
2017-11-28T13:26:17.228Z,42.3,,,,30.1,,0
2017-11-28T13:26:27.127Z,42.2,,,,30.1,,0
2017-11-28T13:26:37.113Z,41.9,,,,30.1,,0
2017-11-28T13:26:47.103Z,45.2,0,2,40,30.1,,0
2017-11-28T13:26:57.110Z,48.1,,,29,30.1,,0
2017-11-28T13:27:07.084Z,48.8,,,30,30.1,,0
2017-11-28T13:27:17.217Z,49.2,,,29,30.1,,0
2017-11-28T13:27:27.391Z,49.4,,,,30.1,,0
2017-11-28T13:27:37.108Z,,,,30,30.1,,0
2017-11-28T13:27:47.087Z,,,,,30.1,,0
2017-11-28T13:27:57.116Z,,,,,30.1,,0
2017-11-28T13:28:07.072Z,,,,29,30.1,,0
2017-11-28T13:28:17.166Z,,,,,30.1,,0
2017-11-28T13:28:27.074Z,49.5,,,30,30.1,,0
2017-11-28T13:28:37.073Z,50,,,30,30.1,,0
2017-11-28T13:28:47.119Z,50.3,,,,30.1,,0
2017-11-28T13:28:57.176Z,51,,,29,30.2,,0
2017-11-28T13:29:07.159Z,51.2,,,,30.2,,0
2017-11-28T13:29:17.309Z,51.4,,,30,30.2,,0
2017-11-28T13:29:27.102Z,51.6,,,29,30.2,,0
2017-11-28T13:29:37.074Z,51.8,,,30,30.2,,0
2017-11-28T13:29:47.098Z,51.9,,,29,30.2,,0
2017-11-28T13:29:57.090Z,50.5,0,2,0,30.2,,0
2017-11-28T13:30:07.074Z,47.7,,,,30.2,,0
2017-11-28T13:30:17.171Z,45.9,,,,30.2,,0
2017-11-28T13:30:27.077Z,45.4,,,,30.3,,0
2017-11-28T13:30:37.080Z,45.1,,,,30.3,,0
2017-11-28T13:30:47.605Z,45.2,,,,30.3,,0
2017-11-28T13:30:57.073Z,45.4,,,,30.3,,0
2017-11-28T13:31:07.076Z,45.6,,,,30.3,,0
2017-11-28T13:31:17.221Z,45.8,,,,30.3,,0
2017-11-28T13:31:27.073Z,46,,,,30.3,,0
2017-11-28T13:31:37.105Z,,,,,30.3,,0
2017-11-28T13:31:47.074Z,45.8,,,,30.3,,0
2017-11-28T13:31:57.089Z,45.4,,,,30.3,,0
2017-11-28T13:32:07.078Z,44.9,,,,30.3,,0
2017-11-28T13:32:17.167Z,44.7,,,,30.4,,0
2017-11-28T13:32:27.073Z,44.5,,,,30.4,,0
2017-11-28T13:32:37.080Z,44.3,,,,30.4,,0
2017-11-28T13:32:47.298Z,44.2,,,,30.4,,0
2017-11-28T13:32:57.091Z,,,,,30.4,,0
2017-11-28T13:33:07.123Z,,,,,30.4,,0
2017-11-28T13:33:17.216Z,,,,,30.4,,0
2017-11-28T13:33:27.146Z,44.1,,,,30.4,,0
2017-11-28T13:33:37.127Z,44,,,,30.4,,0
2017-11-28T13:33:47.101Z,43.9,,,,30.4,,0
2017-11-28T13:33:57.075Z,43.6,,,,30.4,,0
2017-11-28T13:34:07.085Z,43.4,,,,30.4,,0
2017-11-28T13:34:17.171Z,43.2,,,,30.4,,0
2017-11-28T13:34:27.086Z,43,,,,30.4,,0
2017-11-28T13:34:37.124Z,42.8,,,,30.4,,0
2017-11-28T13:34:47.105Z,42.7,,,,30.4,,0
2017-11-28T13:34:57.090Z,42.6,,,,30.4,,0
2017-11-28T13:35:07.090Z,42.4,,,,30.4,,0
2017-11-28T13:35:17.174Z,42.3,,,,30.4,,0
2017-11-28T13:35:27.151Z,42.2,,,,30.4,,0
2017-11-28T13:35:37.080Z,42.1,,,,30.4,,0
2017-11-28T13:35:47.092Z,41.9,0,2,0,30.4,48,0
2017-11-28T13:35:57.169Z,45.3,0,2,40,30.4,,0
2017-11-28T13:36:07.134Z,48.6,,,30,30.4,,0
2017-11-28T13:36:17.161Z,49.3,,,30,30.4,,0
2017-11-28T13:36:27.105Z,49.6,,,29,30.4,,0
2017-11-28T13:36:37.100Z,49.8,,,,30.4,,0
2017-11-28T13:36:49.485Z,,,,,30.4,,0
2017-11-28T13:36:57.295Z,,,,,30.4,,0
2017-11-28T13:37:07.127Z,,,,30,30.4,,0
2017-11-28T13:37:17.187Z,49.7,,,,30.4,,0
2017-11-28T13:37:27.081Z,,,,,30.4,,0
2017-11-28T13:37:37.085Z,49.8,,,,30.4,,0
2017-11-28T13:37:47.079Z,50.2,,,30,30.4,,0
2017-11-28T13:37:57.102Z,50.7,,,,30.4,,0
2017-11-28T13:38:07.104Z,51.2,,,30,30.4,,0
2017-11-28T13:38:17.207Z,51.5,,,29,30.4,,0
2017-11-28T13:38:27.186Z,51.7,,,,30.4,,0
2017-11-28T13:38:37.135Z,51.8,,,30,30.4,,0
2017-11-28T13:38:47.170Z,51.9,,,29,30.6,,0
2017-11-28T13:38:57.171Z,51.9,0,2,0,30.6,,0
2017-11-28T13:39:07.154Z,48.3,,,,30.6,,0
2017-11-28T13:39:17.145Z,46.4,,,,30.6,,0
2017-11-28T13:39:27.207Z,45.4,,,,30.6,,0
2017-11-28T13:39:37.077Z,45.1,,,,30.6,,0
2017-11-28T13:39:47.147Z,,,,,30.6,,0
2017-11-28T13:39:57.154Z,45.2,,,,30.6,,0
2017-11-28T13:40:07.099Z,45.4,,,,30.6,,0
2017-11-28T13:40:17.204Z,45.6,,,,30.6,,0
2017-11-28T13:40:27.099Z,45.7,,,,30.6,,0
2017-11-28T13:40:37.091Z,,,,,30.6,,0
2017-11-28T13:40:47.100Z,45.5,,,,30.6,,0
2017-11-28T13:40:57.140Z,45.1,,,,30.6,,0
2017-11-28T13:41:07.224Z,44.7,,,,30.6,,0
2017-11-28T13:41:17.190Z,44.3,,,,30.6,,0
2017-11-28T13:41:27.086Z,43.9,,,,30.6,,0
2017-11-28T13:41:37.089Z,43.8,,,,30.6,,0
2017-11-28T13:41:47.076Z,43.6,,,,30.6,,0
2017-11-28T13:41:57.079Z,43.5,,,,30.6,,0
2017-11-28T13:42:07.098Z,,,,,30.6,,0
2017-11-28T13:42:17.174Z,43.4,,,,30.6,,0
2017-11-28T13:42:27.092Z,,,,,30.7,,0
2017-11-28T13:42:37.144Z,43.2,,,,30.6,,0
2017-11-28T13:42:47.154Z,43,,,,30.6,,0
2017-11-28T13:42:57.095Z,42.8,,,,30.7,,0
2017-11-28T13:43:07.076Z,42.4,,,,30.7,,0
2017-11-28T13:43:17.155Z,42.2,,,,30.7,,0
2017-11-28T13:43:27.127Z,41.9,,,,30.6,,0
2017-11-28T13:43:37.097Z,45.6,0,2,40,30.7,,0
2017-11-28T13:43:47.082Z,48.6,,,30,30.7,,0
2017-11-28T13:43:57.078Z,49.2,,,29,30.7,,0
2017-11-28T13:44:07.075Z,49.4,,,,30.7,,0
2017-11-28T13:44:17.176Z,49.5,,,,30.7,,0
2017-11-28T13:44:27.084Z,49.6,,,30,30.7,,0
2017-11-28T13:44:37.141Z,49.5,,,29,30.7,,0
2017-11-28T13:44:47.090Z,,,,30,30.7,,0
2017-11-28T13:44:57.105Z,49.4,,,29,30.7,,0
2017-11-28T13:45:07.099Z,,,,30,30.7,,0
2017-11-28T13:45:17.222Z,47.6,0,2,0,30.7,45,0
2017-11-28T13:45:27.075Z,44.7,,,,30.7,,0
2017-11-28T13:45:37.085Z,43.6,,,,30.7,,0
2017-11-28T13:45:47.076Z,43.2,,,,30.7,,0
2017-11-28T13:45:57.077Z,,,,,30.7,,0
2017-11-28T13:46:07.105Z,43.3,,,,30.7,,0
2017-11-28T13:46:17.167Z,43.4,,,,30.7,,0
2017-11-28T13:46:27.076Z,,,,,30.7,,0
2017-11-28T13:46:37.108Z,43.5,,,,30.7,,0
2017-11-28T13:46:47.111Z,,,,,30.7,,0
2017-11-28T13:46:57.102Z,43.4,,,,30.7,,0
2017-11-28T13:47:14.018Z,43.2,,,,30.7,,0
2017-11-28T13:47:17.196Z,42.9,,,,30.7,,0
2017-11-28T13:47:27.080Z,42.6,,,,30.7,,0
2017-11-28T13:47:37.076Z,42.3,,,,30.7,,0
2017-11-28T13:47:47.101Z,,,,,30.7,,0
2017-11-28T13:47:57.084Z,42.2,,,,30.7,,0
2017-11-28T13:48:07.237Z,,,,,30.7,,0
2017-11-28T13:48:17.162Z,,,,,30.7,,0
2017-11-28T13:48:27.077Z,42.1,,,,30.7,,0
2017-11-28T13:48:37.076Z,,,,,30.7,,0
2017-11-28T13:48:47.127Z,42,,,,30.7,,0
2017-11-28T13:48:57.130Z,41.9,,,,30.7,,0
2017-11-28T13:49:07.086Z,41.7,,,,30.7,,0
2017-11-28T13:49:17.161Z,41.5,,,,30.7,,0
2017-11-28T13:49:27.110Z,41.3,,,,30.7,,0
2017-11-28T13:49:37.076Z,41.2,,,,30.7,,0
2017-11-28T13:49:47.105Z,41,,,,30.7,,0
2017-11-28T13:49:57.151Z,40.9,,,,30.7,,0
2017-11-28T13:50:07.079Z,40.8,,,,30.7,,0
2017-11-28T13:50:17.156Z,40.7,,,,30.7,,0
2017-11-28T13:50:27.075Z,40.6,,,,30.7,,0
2017-11-28T13:50:37.076Z,40.5,,,,30.6,,0
2017-11-28T13:50:47.091Z,40.4,,,,30.7,,0
2017-11-28T13:50:57.089Z,40.3,,,,30.6,,0
2017-11-28T13:51:07.076Z,40.2,,,,30.6,,0
2017-11-28T13:51:17.161Z,40.1,,,,30.6,,0
2017-11-28T13:51:27.324Z,39.9,,,,30.6,,0
2017-11-28T13:51:37.076Z,39.8,,,,30.6,,0
2017-11-28T13:51:47.085Z,39.7,,,,30.6,,0
2017-11-28T13:51:57.129Z,39.6,,,,30.6,,0
2017-11-28T13:52:07.106Z,39.5,,,,30.6,,0
2017-11-28T13:52:17.219Z,39.4,,,,30.6,,0
2017-11-28T13:52:27.108Z,39.3,,,,30.6,,0
2017-11-28T13:52:37.156Z,39.2,,,,30.6,,0
2017-11-28T13:52:47.125Z,39.1,,,,30.6,,0
2017-11-28T13:52:57.112Z,38.9,,,,30.6,,0
2017-11-28T13:53:07.079Z,44,0,2,38,30.6,,0
2017-11-28T13:53:17.159Z,46.1,,,30,30.4,,0
2017-11-28T13:53:27.135Z,46.5,,,,30.4,,0
2017-11-28T13:53:37.097Z,46.7,,,29,30.4,,0
2017-11-28T13:53:47.090Z,46.8,,,,30.4,,0
2017-11-28T13:53:57.078Z,46.9,,,30,30.4,,0
2017-11-28T13:54:07.087Z,,,,29,30.4,,0
2017-11-28T13:54:17.367Z,,,,,30.4,,0
2017-11-28T13:54:27.106Z,46.8,,,30,30.4,,0
2017-11-28T13:54:37.184Z,46.9,,,29,30.4,,0
2017-11-28T13:54:47.133Z,44.7,0,0,0,30.4,5,0
2017-11-28T13:54:57.092Z,41.8,,,,30.4,,0
2017-11-28T13:55:07.090Z,40.9,,,,30.4,,0
2017-11-28T13:55:17.163Z,40.6,,,,30.4,,0
2017-11-28T13:55:27.082Z,,,,,30.4,,0
2017-11-28T13:55:37.083Z,40.7,,,,30.4,,0
2017-11-28T13:55:47.092Z,,,,,30.4,,0
2017-11-28T13:55:57.284Z,40.9,,,,30.4,,0
2017-11-28T13:56:07.080Z,41,,,,30.4,,0
2017-11-28T13:56:17.209Z,,,,,30.4,,0
2017-11-28T13:56:27.091Z,,,,,30.4,,0
2017-11-28T13:56:37.107Z,40.9,,,,30.4,,0
2017-11-28T13:56:47.120Z,40.7,,,,30.4,,0
2017-11-28T13:56:57.106Z,40.4,,,,30.3,,0
2017-11-28T13:57:07.102Z,40.1,,,,30.3,,0
2017-11-28T13:57:17.195Z,40,,,,30.3,,0
2017-11-28T13:57:27.103Z,39.9,,,,30.3,,0
2017-11-28T13:57:37.109Z,39.8,,,,30.3,,0
2017-11-28T13:57:47.083Z,,0,2,,30.3,45,0
2017-11-28T13:57:57.102Z,42.6,0,2,40,30.3,,0
2017-11-28T13:58:07.111Z,48,,,30,30.3,,0
2017-11-28T13:58:17.181Z,48.3,,,,30.3,,0
2017-11-28T13:58:27.301Z,48.3,,,30,30.3,,0
2017-11-28T13:58:37.089Z,48,,,,30.3,,0
2017-11-28T13:58:47.093Z,48.2,,,,30.3,,0
2017-11-28T13:58:57.155Z,,,,,30.3,,0
2017-11-28T13:59:07.078Z,48.1,,,29,30.3,,0
2017-11-28T13:59:17.219Z,47.9,,,30,30.3,,0
2017-11-28T13:59:27.089Z,47.8,,,,30.3,,0
2017-11-28T13:59:37.079Z,,,,,30.3,,0
2017-11-28T13:59:47.093Z,48,,,29,30.3,,0
2017-11-28T13:59:57.122Z,48.3,,,,30.3,,0
2017-11-28T14:00:07.083Z,48.7,,,30,30.3,,0
2017-11-28T14:00:17.179Z,47.6,0,2,0,30.3,,0
2017-11-28T14:00:27.097Z,44.7,,,,30.3,,0
2017-11-28T14:00:37.088Z,43.2,,,,30.3,,0
2017-11-28T14:00:47.088Z,42.4,,,,30.3,,0
2017-11-28T14:00:57.079Z,42.1,,,,30.3,,0
2017-11-28T14:01:07.323Z,,,,,30.3,,0
2017-11-28T14:01:17.187Z,,,,,30.3,,0
2017-11-28T14:01:27.209Z,42.2,,,,30.3,,0
2017-11-28T14:01:37.125Z,42.3,,,,30.3,,0
2017-11-28T14:01:47.111Z,42.6,,,,30.3,,0
2017-11-28T14:01:57.129Z,42.7,,,,30.3,,0
2017-11-28T14:02:07.080Z,,,,,30.3,,0
2017-11-28T14:02:17.188Z,42.4,,,,30.3,,0
2017-11-28T14:02:27.147Z,42.1,,,,30.3,,0
2017-11-28T14:02:37.245Z,41.9,,,,30.3,,0
2017-11-28T14:02:47.142Z,41.7,,,,30.3,,0
2017-11-28T14:02:57.104Z,41.5,,,,30.3,,0
2017-11-28T14:03:07.084Z,41.4,,,,30.4,,0
2017-11-28T14:03:21.409Z,,,,,30.3,,0
2017-11-28T14:03:27.103Z,41.3,,,,30.4,,0
2017-11-28T14:03:37.107Z,,,,,30.4,,0
2017-11-28T14:03:47.088Z,,,,,30.4,,0
2017-11-28T14:03:57.094Z,41.2,,,,30.3,,0
2017-11-28T14:04:07.082Z,41.1,,,,30.4,,0
2017-11-28T14:04:17.167Z,40.9,,,,30.4,,0
2017-11-28T14:04:27.086Z,40.7,,,,30.3,,0
2017-11-28T14:04:37.106Z,40.5,,,,30.3,,0
2017-11-28T14:04:47.091Z,40.3,,,,30.3,,0
2017-11-28T14:04:57.113Z,40.2,,,,30.4,,0
2017-11-28T14:05:07.082Z,40.1,,,,30.3,,0
2017-11-28T14:05:17.178Z,40,,,,30.3,,0
2017-11-28T14:05:27.085Z,39.9,,,,30.3,,0
2017-11-28T14:05:37.144Z,39.8,,,,30.3,,0
2017-11-28T14:05:47.093Z,39.7,,,,30.3,,0
2017-11-28T14:05:57.108Z,39.6,,,,30.3,,0
2017-11-28T14:06:07.135Z,39.5,,,,30.3,,0
2017-11-28T14:06:17.178Z,39.4,,,,30.3,,0
2017-11-28T14:06:27.080Z,39.3,,,,30.3,,0
2017-11-28T14:06:37.095Z,39.2,,,,30.3,,0
2017-11-28T14:06:47.090Z,38.9,,,,30.3,,0
2017-11-28T14:06:57.095Z,43.3,0,2,38,30.3,,0
2017-11-28T14:07:07.092Z,46,,,29,30.3,,0
2017-11-28T14:07:17.160Z,46.3,,,30,30.3,,0
2017-11-28T14:07:27.082Z,46.6,,,,30.3,,0
2017-11-28T14:07:37.080Z,46.7,,,29,30.3,,0
2017-11-28T14:07:47.079Z,,,,30,30.3,,0
2017-11-28T14:07:57.082Z,,,,,30.3,,0
2017-11-28T14:08:07.100Z,,,,29,30.3,,0
2017-11-28T14:08:17.234Z,46.6,,,,30.3,,0
2017-11-28T14:08:27.129Z,,,,30,30.3,,0
2017-11-28T14:08:37.079Z,46.8,,,29,30.3,,0
2017-11-28T14:08:47.111Z,47.1,,,,30.3,,0
2017-11-28T14:08:57.080Z,47.6,,,30,30.3,,0
2017-11-28T14:09:07.103Z,47.9,,,29,30.3,,0
2017-11-28T14:09:17.162Z,48.1,,,30,30.3,,0
2017-11-28T14:09:27.094Z,48.3,,,29,30.3,,0
2017-11-28T14:09:37.082Z,48.4,,,30,30.3,,0
2017-11-28T14:09:47.107Z,48.5,,,29,30.3,,0
2017-11-28T14:09:57.081Z,48.7,,,,30.3,,0
2017-11-28T14:10:07.247Z,48.9,,,30,30.3,,0
2017-11-28T14:10:17.162Z,46.7,0,2,0,30.3,,0
2017-11-28T14:10:27.080Z,44.5,,,,30.3,,0
2017-11-28T14:10:37.087Z,43.4,,,,30.3,,0
2017-11-28T14:10:47.080Z,43,,,,30.3,,0
2017-11-28T14:10:57.083Z,42.9,,,,30.3,,0
2017-11-28T14:11:07.111Z,43,,,,30.3,,0
2017-11-28T14:11:17.170Z,43.1,,,,30.3,,0
2017-11-28T14:11:27.203Z,43.3,,,,30.3,,0
2017-11-28T14:11:37.108Z,43.4,,,,30.3,,0
2017-11-28T14:11:47.113Z,43.5,,,,30.3,,0
2017-11-28T14:11:57.089Z,43.4,,,,30.3,,0
2017-11-28T14:12:07.138Z,43.2,,,,30.3,,0
2017-11-28T14:12:17.175Z,42.9,,,,30.3,,0
2017-11-28T14:12:27.082Z,42.7,,,,30.3,,0
2017-11-28T14:12:37.114Z,42.4,,,,30.3,,0
2017-11-28T14:12:47.096Z,42.3,,,,30.3,,0
2017-11-28T14:12:57.081Z,42.2,,,,30.3,,0
2017-11-28T14:13:07.110Z,,,,,30.3,,0
2017-11-28T14:13:17.177Z,42.1,,,,30.3,,0
2017-11-28T14:13:27.086Z,,,,,30.3,,0
2017-11-28T14:13:37.125Z,41.9,,,,30.3,,0
2017-11-28T14:13:47.081Z,41.8,,,,30.3,,0
2017-11-28T14:13:57.086Z,41.6,,,,30.3,,0
2017-11-28T14:14:07.102Z,41.4,,,,30.3,,0
2017-11-28T14:14:17.218Z,41.2,,,,30.3,,0
2017-11-28T14:14:27.083Z,41.1,,,,30.3,,0
2017-11-28T14:14:37.090Z,40.9,,,,30.3,,0
2017-11-28T14:14:47.086Z,40.8,,,,30.3,,0
2017-11-28T14:14:57.081Z,40.7,,,,30.3,,0
2017-11-28T14:15:07.090Z,40.6,,,,30.3,,0
2017-11-28T14:15:17.162Z,40.5,,,,30.3,,0
2017-11-28T14:15:27.100Z,40.4,,,,30.3,,0
2017-11-28T14:15:37.111Z,40.3,,,,30.3,,0
2017-11-28T14:15:47.131Z,40.2,,,,30.3,,0
2017-11-28T14:15:57.085Z,40,,,,30.3,,0
2017-11-28T14:16:07.121Z,39.9,,,,30.3,,0
2017-11-28T14:16:17.172Z,39.8,,,,30.3,,0
2017-11-28T14:16:27.137Z,39.7,,,,30.3,,0
2017-11-28T14:16:37.180Z,39.6,,,,30.3,,0
2017-11-28T14:16:47.142Z,39.5,,,,30.3,,0
2017-11-28T14:16:57.101Z,39.4,,,,30.3,,0
2017-11-28T14:17:07.121Z,39.3,,,,30.3,,0
2017-11-28T14:17:17.166Z,39.2,,,,30.3,,0
2017-11-28T14:17:27.086Z,38.9,,,,30.3,,0
2017-11-28T14:17:37.142Z,41.8,0,2,42,30.3,,0
2017-11-28T14:17:47.083Z,45.6,,,30,30.3,,0
2017-11-28T14:17:57.082Z,46.2,,,29,30.3,,0
2017-11-28T14:18:07.107Z,46.5,,,30,30.3,,0
2017-11-28T14:18:17.201Z,46.6,,,29,30.3,,0
2017-11-28T14:18:27.089Z,,,,30,30.3,,0
2017-11-28T14:18:37.088Z,46.7,,,,30.3,,0
2017-11-28T14:18:47.083Z,46.6,,,,30.3,,0
2017-11-28T14:18:57.088Z,,,,,30.3,,0
2017-11-28T14:19:07.088Z,,,,,30.3,,0
2017-11-28T14:19:17.170Z,46.7,,,,30.3,,0
2017-11-28T14:19:27.089Z,47.1,,,29,30.2,,0
2017-11-28T14:19:37.108Z,47.7,,,30,30.3,,0
2017-11-28T14:19:47.335Z,48,,,,30.3,,0
2017-11-28T14:19:57.089Z,48.2,,,29,30.3,,0
2017-11-28T14:20:07.089Z,48.4,,,30,30.3,,0
2017-11-28T14:20:17.163Z,48.5,,,,30.3,,0
2017-11-28T14:20:27.083Z,48.6,,,,30.3,,0
2017-11-28T14:20:37.088Z,48.7,,,29,30.2,,0
2017-11-28T14:20:47.084Z,48.8,,,30,30.3,,0
2017-11-28T14:20:57.084Z,47.6,0,2,0,30.3,,0
2017-11-28T14:21:07.088Z,44.7,,,,30.3,,0
2017-11-28T14:21:17.173Z,43.6,,,,30.3,,0
2017-11-28T14:21:27.083Z,43.1,,,,30.3,,0
2017-11-28T14:21:37.092Z,43,,,,30.3,,0
2017-11-28T14:21:47.084Z,43.1,,,,30.3,,0
2017-11-28T14:21:57.094Z,43.2,,,,30.3,,0
2017-11-28T14:22:07.086Z,43.3,,,,30.3,,0
2017-11-28T14:22:17.187Z,43.5,,,,30.3,,0
2017-11-28T14:22:27.086Z,43.6,,,,30.3,,0
2017-11-28T14:22:37.084Z,43.5,,,,30.3,,0
2017-11-28T14:22:47.084Z,43.3,,,,30.3,,0
2017-11-28T14:22:57.083Z,43.1,,,,30.3,,0
2017-11-28T14:23:07.089Z,42.9,,,,30.3,,0
2017-11-28T14:23:17.164Z,42.7,,,,30.3,,0
2017-11-28T14:23:27.085Z,42.6,,,,30.3,,0
2017-11-28T14:23:37.099Z,42.4,,,,30.3,,0
2017-11-28T14:23:47.100Z,42.3,,,,30.3,,0
2017-11-28T14:23:57.115Z,,,,,30.3,,0
2017-11-28T14:24:07.135Z,42.2,,,,30.3,,0
2017-11-28T14:24:17.174Z,42,,,,30.3,,0
2017-11-28T14:24:27.099Z,41.8,,,,30.3,,0
2017-11-28T14:24:37.090Z,41.6,,,,30.3,,0
2017-11-28T14:24:47.124Z,41.4,,,,30.3,,0
2017-11-28T14:24:57.138Z,41.3,,,,30.3,,0
2017-11-28T14:25:07.084Z,41.1,,,,30.3,,0
2017-11-28T14:25:17.170Z,41,,,,30.3,,0
2017-11-28T14:25:27.101Z,40.9,,,,30.3,,0
2017-11-28T14:25:37.139Z,40.8,,,,30.3,,0
2017-11-28T14:25:47.099Z,40.7,,,,30.3,,0
2017-11-28T14:25:57.084Z,40.6,,,,30.3,,0
2017-11-28T14:26:07.085Z,40.5,,,,30.3,,0
2017-11-28T14:26:17.167Z,40.4,,,,30.3,,0
2017-11-28T14:26:27.084Z,40.2,,,,30.3,,0
2017-11-28T14:26:37.088Z,40.1,,,,30.3,,0
2017-11-28T14:26:47.086Z,40,,,,30.3,,0
2017-11-28T14:26:57.109Z,39.9,,,,30.3,,0
2017-11-28T14:27:07.206Z,39.8,,,,30.3,,0
2017-11-28T14:27:17.164Z,39.7,,,,30.3,,0
2017-11-28T14:27:27.105Z,39.5,,,,30.3,,0
2017-11-28T14:27:37.123Z,39.4,,,,30.3,,0
2017-11-28T14:27:47.090Z,39.3,,,,30.3,,0
2017-11-28T14:27:57.132Z,39.2,,,,30.3,,0
2017-11-28T14:28:07.122Z,39.1,,,,30.3,,0
2017-11-28T14:28:17.191Z,39.1,0,2,,30.3,,0
2017-11-28T14:28:27.087Z,44.4,,,36,30.3,,0
2017-11-28T14:28:37.092Z,46.1,,,30,30.3,,0
2017-11-28T14:28:47.089Z,46.4,,,29,30.3,,0
2017-11-28T14:28:57.092Z,46.6,,,30,30.2,,0
2017-11-28T14:29:07.085Z,,,,,30.3,,0
2017-11-28T14:29:17.166Z,46.7,,,,30.3,,0
2017-11-28T14:29:27.126Z,,,,29,30.3,,0
2017-11-28T14:29:37.148Z,46.6,,,30,30.3,,0
2017-11-28T14:29:47.090Z,46.7,,,,30.2,,0
2017-11-28T14:29:57.101Z,,,,29,30.3,,0
2017-11-28T14:30:07.152Z,47,,,29,30.3,,0
2017-11-28T14:30:17.166Z,47.4,,,30,30.3,48,0
2017-11-28T14:30:27.087Z,47.9,,,29,30.3,,0
2017-11-28T14:30:37.101Z,48.2,,,29,30.2,,0
2017-11-28T14:30:47.085Z,48.3,,,30,30.3,,0
2017-11-28T14:30:57.088Z,48.5,,,29,30.3,,0
2017-11-28T14:31:07.093Z,48.6,,,,30.2,,0
2017-11-28T14:31:17.166Z,48.7,,,30,30.2,,0
2017-11-28T14:31:27.099Z,48.9,,,29,30.3,,0
2017-11-28T14:31:37.086Z,49.1,,,29,30.3,,0
2017-11-28T14:31:47.103Z,49.4,,,,30.3,,0
2017-11-28T14:31:57.090Z,49.7,,,30,30.3,,0
2017-11-28T14:32:07.086Z,50,,,29,30.3,,0
2017-11-28T14:32:17.168Z,50.2,,,,30.3,,0
2017-11-28T14:32:27.097Z,50.4,,,30,30.3,,0
2017-11-28T14:32:37.152Z,50.6,,,,30.3,,0
2017-11-28T14:32:47.150Z,50.9,,,29,30.3,,0
2017-11-28T14:32:57.097Z,51,,,30,30.3,,0
2017-11-28T14:33:07.132Z,51.2,,,29,30.3,,0
2017-11-28T14:33:17.206Z,51.4,,,,30.3,,0
2017-11-28T14:33:27.101Z,51.6,,,,30.3,,0
2017-11-28T14:33:37.111Z,51.7,,,30,30.3,,0
2017-11-28T14:33:47.086Z,51.9,,,29,30.3,,0
2017-11-28T14:33:57.086Z,49.8,0,2,0,30.3,,0
2017-11-28T14:34:07.090Z,47.2,,,,30.3,,0
2017-11-28T14:34:17.166Z,46.2,,,,30.4,,0
2017-11-28T14:34:27.086Z,45.8,,,,30.4,,0
2017-11-28T14:34:37.097Z,45.7,,,,30.4,,0
2017-11-28T14:34:47.086Z,45.8,,,,30.4,,0
2017-11-28T14:34:57.089Z,45.9,,,,30.4,,0
2017-11-28T14:35:07.087Z,46,,,,30.4,,0
2017-11-28T14:35:17.210Z,46.1,,,,30.4,,0
2017-11-28T14:35:27.094Z,46.2,,,,30.4,,0
2017-11-28T14:35:37.088Z,46.1,,,,30.4,,0
2017-11-28T14:35:47.356Z,45.9,,,,30.4,,0
2017-11-28T14:35:57.117Z,45.6,0,2,0,30.4,48,0
2017-11-28T14:36:07.316Z,45.3,,,,30.4,,0
2017-11-28T14:36:17.143Z,45.1,,,,30.4,,0
2017-11-28T14:36:27.107Z,44.9,,,,30.4,,0
2017-11-28T14:36:37.118Z,44.8,,,,30.4,,0
2017-11-28T14:36:47.125Z,44.7,,,,30.6,,0
2017-11-28T14:36:57.167Z,44.6,,,,30.6,,0
2017-11-28T14:37:07.103Z,44.4,,,,30.6,,0
2017-11-28T14:37:17.237Z,44.2,,,,30.6,,0
2017-11-28T14:37:27.150Z,43.9,,,,30.6,,0
2017-11-28T14:37:37.144Z,43.8,,,,30.6,,0
