Time,PrimTSet,ChActive,HwTOutlet,HwActive,PrimT,HwTSet,ActPow
2017-11-19T07:04:27.930Z,,,31.9,,,0,
2017-11-19T07:04:37.931Z,,,31.9,,,0,
2017-11-19T07:04:47.930Z,,,31.9,,,0,
2017-11-19T07:04:57.934Z,,,31.9,,47.3,0,
2017-11-19T07:05:07.930Z,,,31.9,,,0,
2017-11-19T07:05:17.930Z,,,31.8,,,0,
2017-11-19T07:05:27.934Z,,,31.8,,,0,
2017-11-19T07:05:37.930Z,,,31.8,,,0,
2017-11-19T07:05:47.933Z,,,31.8,,47.2,0,
2017-11-19T07:05:57.934Z,,,31.8,,,0,
2017-11-19T07:06:07.933Z,,,31.6,,,0,
2017-11-19T07:06:17.931Z,57,1,31.6,0,48.2,0,45
2017-11-19T07:06:27.931Z,5,0,31.6,0,49.8,0,0
2017-11-19T07:06:37.931Z,,,31.6,,46.8,0,
2017-11-19T07:06:47.930Z,,,31.6,,45.9,0,
2017-11-19T07:06:57.931Z,,,31.5,,44.9,0,
2017-11-19T07:07:07.931Z,,,31.5,,43.9,0,
2017-11-19T07:07:17.930Z,57,1,31.5,0,44.4,0,43
2017-11-19T07:07:27.934Z,,,31.5,,50.2,0,31
2017-11-19T07:07:37.931Z,,,31.5,,50.9,0,30
2017-11-19T07:07:47.930Z,,,31.4,,50,0,29
2017-11-19T07:07:57.931Z,,,31.4,,49.9,0,30
2017-11-19T07:08:07.932Z,,,31.4,,50,0,30
2017-11-19T07:08:17.931Z,,,31.4,,50.1,0,29
2017-11-19T07:08:27.931Z,,,31.4,,50.2,0,30
2017-11-19T07:08:37.931Z,,,31.4,,50.4,0,29
2017-11-19T07:08:47.931Z,,,31.4,,50.7,0,30
2017-11-19T07:08:57.931Z,,,31.4,,51,0,29
2017-11-19T07:09:07.931Z,,,31.3,,51.1,0,30
2017-11-19T07:09:17.931Z,,,31.4,,52,0,33
2017-11-19T07:09:27.931Z,,,31.3,,52.2,0,
2017-11-19T07:09:37.931Z,,,31.3,,53.1,0,34
2017-11-19T07:09:47.930Z,,,31.3,,54,0,36
2017-11-19T07:09:57.932Z,,,31.3,,54.4,0,
2017-11-19T07:10:07.931Z,,,31.3,,55,0,37
2017-11-19T07:10:17.931Z,,,31.3,,55.2,0,
2017-11-19T07:10:27.931Z,,,31.3,,55.4,0,
2017-11-19T07:10:37.931Z,,,31.3,,56,0,37
2017-11-19T07:10:47.931Z,,,31.3,,56.2,0,38
2017-11-19T07:10:57.937Z,,,31.3,,56.6,0,
2017-11-19T07:11:07.931Z,,,31.3,,57,0,
2017-11-19T07:11:17.931Z,,,31.3,,57.1,0,
2017-11-19T07:11:27.931Z,,,31.3,,57.4,0,36
2017-11-19T07:11:37.935Z,,,31.3,,57.3,0,32
2017-11-19T07:11:47.931Z,,,31.3,,57.1,0,30
2017-11-19T07:11:57.931Z,,,31.3,,57,0,31
2017-11-19T07:12:07.934Z,,,31.3,,57.1,0,30
2017-11-19T07:12:17.931Z,,,31.3,,57.2,0,29
2017-11-19T07:12:27.931Z,,,31.3,,57.4,0,30
2017-11-19T07:12:37.931Z,,,31.3,,57.7,0,29
2017-11-19T07:12:47.931Z,,,31.3,,58,0,30
2017-11-19T07:12:57.932Z,,,31.3,,58.2,0,29
2017-11-19T07:13:07.937Z,,,31.3,,58.5,0,30
2017-11-19T07:13:17.931Z,,,31.3,,58.7,0,29
2017-11-19T07:13:27.936Z,,,31.3,,59,0,30
2017-11-19T07:13:37.931Z,,,31.3,,59.3,0,
2017-11-19T07:13:47.933Z,,,31.3,,59.5,0,
2017-11-19T07:13:57.932Z,,,31.4,,59.7,0,29
2017-11-19T07:14:07.931Z,,,31.4,,60,0,30
2017-11-19T07:14:17.932Z,,,31.4,,,0,29
2017-11-19T07:14:27.936Z,,,31.4,,60.2,0,
2017-11-19T07:14:37.932Z,,,31.4,,60.5,0,30
2017-11-19T07:14:47.932Z,,,31.4,,60.6,0,
2017-11-19T07:14:57.933Z,,,31.4,,60.8,0,29
2017-11-19T07:15:07.936Z,,1,31.4,0,59.9,0,0
2017-11-19T07:15:17.932Z,,,31.4,,56.9,0,
2017-11-19T07:15:27.937Z,,,31.4,,55.7,0,
2017-11-19T07:15:37.932Z,,,31.5,,54.8,0,
2017-11-19T07:15:47.933Z,,,31.5,,54.5,0,
2017-11-19T07:15:57.932Z,,,31.5,,54.3,0,
2017-11-19T07:16:07.932Z,,,31.5,,,0,
2017-11-19T07:16:17.932Z,,,31.5,,54.4,0,
2017-11-19T07:16:27.945Z,,,31.5,,54.5,0,
2017-11-19T07:16:37.932Z,,,31.5,,,0,
2017-11-19T07:16:47.932Z,,,31.6,,,0,
2017-11-19T07:16:57.938Z,,,31.6,,54.4,0,
2017-11-19T07:17:07.932Z,,,31.6,,54.3,0,
2017-11-19T07:17:17.935Z,,,31.6,,53.9,0,
2017-11-19T07:17:27.932Z,,,31.6,,53.6,0,
2017-11-19T07:17:37.932Z,,,31.8,,53.3,0,
2017-11-19T07:17:47.932Z,,,31.6,,53.2,0,
2017-11-19T07:17:57.932Z,,,31.8,,52.9,0,
2017-11-19T07:18:07.933Z,,,31.8,,,0,
2017-11-19T07:18:17.932Z,,,31.8,,52.7,0,
2017-11-19T07:18:27.933Z,,,31.8,,52.4,0,
2017-11-19T07:18:37.932Z,,,31.8,,52.2,0,
2017-11-19T07:18:47.933Z,,,31.8,,51.9,0,
2017-11-19T07:18:57.932Z,,,31.8,,51.6,0,
2017-11-19T07:19:07.933Z,,,31.8,,51.4,0,
2017-11-19T07:19:18.002Z,,,31.8,,51.2,0,
2017-11-19T07:19:27.932Z,,,31.8,,50.9,0,
2017-11-19T07:19:37.933Z,,1,31.9,0,54.7,0,39
2017-11-19T07:19:47.933Z,,,31.9,,57,0,33
2017-11-19T07:19:57.933Z,,,31.9,,58,0,30
2017-11-19T07:20:07.934Z,,,31.9,,58.3,0,
2017-11-19T07:20:17.934Z,,,31.9,,58.4,0,
2017-11-19T07:20:27.933Z,,,31.9,,,0,29
2017-11-19T07:20:37.932Z,,,31.9,,,0,
2017-11-19T07:20:47.933Z,,,31.9,,,0,
2017-11-19T07:20:57.933Z,,,31.9,,,0,30
2017-11-19T07:21:07.933Z,,,31.9,,,0,29
2017-11-19T07:21:17.933Z,,,31.9,,,0,30
2017-11-19T07:21:27.933Z,57,1,31.9,0,58.5,0,29
2017-11-19T07:21:37.932Z,,,32,,58.7,0,30
2017-11-19T07:21:47.933Z,,,32,,59,0,29
2017-11-19T07:21:57.933Z,,,32,,59.4,0,30
2017-11-19T07:22:07.933Z,,,32,,59.7,0,
2017-11-19T07:22:17.935Z,,,32,,60,0,30
2017-11-19T07:22:27.933Z,,,32,,,0,29
2017-11-19T07:22:37.933Z,,,32,,60.2,0,30
2017-11-19T07:22:47.933Z,,,32,,60.6,0,
2017-11-19T07:22:57.934Z,,1,32.1,0,60.8,0,0
2017-11-19T07:23:07.933Z,,,32.1,,56.8,0,
2017-11-19T07:23:17.934Z,,,32.1,,55.9,0,
2017-11-19T07:23:27.933Z,,,32.1,,54.6,0,
2017-11-19T07:23:37.933Z,,,32.1,,54.4,0,
2017-11-19T07:23:47.933Z,,,32.1,,54.1,0,
2017-11-19T07:23:57.933Z,,,32.1,,,0,
2017-11-19T07:24:07.933Z,,,32.2,,54.3,0,
2017-11-19T07:24:17.933Z,,,32.2,,54.4,0,
2017-11-19T07:24:27.933Z,,,32.2,,,0,
2017-11-19T07:24:37.939Z,,,32.2,,,0,
2017-11-19T07:24:47.933Z,,,32.2,,,0,
2017-11-19T07:24:57.933Z,,,32.2,,54.3,0,
2017-11-19T07:25:07.933Z,,,32.2,,53.9,0,
2017-11-19T07:25:17.937Z,,,32.2,,53.7,0,
2017-11-19T07:25:27.933Z,,,32.3,,53.4,0,
2017-11-19T07:25:37.933Z,,,32.3,,53.2,0,
2017-11-19T07:25:47.934Z,,,32.3,,53.1,0,
2017-11-19T07:25:57.937Z,,,32.3,,52.9,0,
2017-11-19T07:26:07.934Z,,,32.3,,,0,
2017-11-19T07:26:17.934Z,,,32.3,,52.7,0,
2017-11-19T07:26:27.935Z,,,32.3,,52.3,0,
2017-11-19T07:26:37.934Z,,,32.3,,51.9,0,
2017-11-19T07:26:48.112Z,,,32.3,,51.8,0,
2017-11-19T07:26:57.934Z,,,32.3,,51.6,0,
2017-11-19T07:27:07.935Z,,,32.3,,51.4,0,
2017-11-19T07:27:17.934Z,,,32.3,,51.3,0,
2017-11-19T07:27:27.934Z,,,32.4,,51.1,0,
2017-11-19T07:27:37.934Z,,1,32.4,0,53.3,0,42
2017-11-19T07:27:47.938Z,,,32.4,,57.1,0,33
2017-11-19T07:27:57.934Z,,,32.4,,58,0,29
2017-11-19T07:28:07.935Z,,,32.4,,58.2,0,
2017-11-19T07:28:17.934Z,,,32.4,,58.4,0,
2017-11-19T07:28:27.934Z,,,32.4,,,0,
2017-11-19T07:28:37.934Z,,,32.4,,58.3,0,30
2017-11-19T07:28:47.934Z,,,32.4,,,0,
2017-11-19T07:28:57.934Z,,,32.4,,,0,
2017-11-19T07:29:07.934Z,,,32.4,,,0,29
2017-11-19T07:29:17.938Z,,,32.4,,58.4,0,30
2017-11-19T07:29:27.934Z,,,32.4,,,0,29
2017-11-19T07:29:37.934Z,,,32.4,,58.6,0,
2017-11-19T07:29:47.934Z,,,32.4,,59,0,
2017-11-19T07:29:57.934Z,,,32.5,,59.3,0,
2017-11-19T07:30:07.934Z,,,32.5,,59.5,0,30
2017-11-19T07:30:17.934Z,,,32.5,,59.6,0,29
2017-11-19T07:30:27.936Z,,,32.5,,59.8,0,30
2017-11-19T07:30:37.935Z,,,32.5,,60,0,29
2017-11-19T07:30:47.935Z,,,32.5,,60.1,0,30
2017-11-19T07:30:57.934Z,,,32.5,,60.5,0,
2017-11-19T07:31:07.935Z,,,32.6,,61.1,0,0
2017-11-19T07:31:17.938Z,,1,32.6,0,57.9,0,
2017-11-19T07:31:27.935Z,,,32.6,,55.7,0,
2017-11-19T07:31:37.935Z,,,32.6,,54.5,0,
2017-11-19T07:31:47.935Z,,,32.6,,54.4,0,
2017-11-19T07:31:57.935Z,,,32.6,,53.9,0,
2017-11-19T07:32:07.938Z,,,32.6,,,0,
2017-11-19T07:32:17.934Z,,,32.6,,,0,
2017-11-19T07:32:27.936Z,,,32.6,,,0,
2017-11-19T07:32:37.935Z,,,32.6,,,0,
2017-11-19T07:32:47.934Z,,,32.7,,53.8,0,
2017-11-19T07:32:57.935Z,,,32.7,,,0,
2017-11-19T07:33:07.935Z,,,32.7,,53.7,0,
2017-11-19T07:33:17.934Z,,,32.7,,53.4,0,
2017-11-19T07:33:27.935Z,,,32.7,,52.9,0,
2017-11-19T07:33:37.935Z,,,32.7,,52.7,0,
2017-11-19T07:33:47.940Z,,,32.7,,52.3,0,
2017-11-19T07:33:57.935Z,,,32.7,,51.9,0,
2017-11-19T07:34:07.939Z,,,32.7,,51.8,0,
2017-11-19T07:34:17.934Z,,,32.7,,51.7,0,
2017-11-19T07:34:27.935Z,,,32.7,,51.4,0,
2017-11-19T07:34:37.935Z,,,32.7,,50.9,0,
2017-11-19T07:34:47.936Z,,1,32.8,0,53,0,42
2017-11-19T07:34:57.936Z,,,32.8,,57,0,32
2017-11-19T07:35:07.935Z,,,32.8,,57.6,0,30
2017-11-19T07:35:17.935Z,,,32.8,,57.7,0,29
2017-11-19T07:35:27.935Z,,,32.8,,,0,30
2017-11-19T07:35:37.935Z,,,32.8,,,0,
2017-11-19T07:35:47.937Z,,,32.8,,57.6,0,29
2017-11-19T07:35:57.936Z,,,32.8,,57.4,0,
2017-11-19T07:36:07.935Z,,,32.8,,57.6,0,
2017-11-19T07:36:17.935Z,,,32.8,,,0,
2017-11-19T07:36:27.940Z,,,32.8,,,0,30
2017-11-19T07:36:37.935Z,,,32.8,,57.4,0,29
2017-11-19T07:36:47.935Z,,,32.8,,58,0,30
2017-11-19T07:36:57.936Z,,,32.8,,58.1,0,29
2017-11-19T07:37:07.935Z,,,32.8,,58.4,0,
2017-11-19T07:37:17.938Z,,,32.9,,58.6,0,
2017-11-19T07:37:27.935Z,,,32.8,,58.8,0,30
2017-11-19T07:37:37.935Z,,,32.8,,59,0,
2017-11-19T07:37:47.935Z,,,32.9,,,0,
2017-11-19T07:37:57.937Z,,,32.9,,59.1,0,
2017-11-19T07:38:07.936Z,,,32.9,,59.5,0,
2017-11-19T07:38:17.936Z,,,32.9,,59.7,0,
2017-11-19T07:38:27.937Z,,,32.9,,60,0,29
2017-11-19T07:38:37.935Z,,,32.9,,60.1,0,30
2017-11-19T07:38:47.936Z,,,32.9,,60.4,0,29
2017-11-19T07:38:57.936Z,,,32.9,,60.5,0,
2017-11-19T07:39:07.936Z,,,32.9,,60.6,0,30
2017-11-19T07:39:17.936Z,,,32.9,,60.8,0,
2017-11-19T07:39:27.936Z,,1,32.9,0,60.9,0,0
2017-11-19T07:39:37.936Z,,,32.9,,56.7,0,
2017-11-19T07:39:47.941Z,,,33.1,,54.9,0,
2017-11-19T07:39:57.936Z,,,33.1,,54.5,0,
2017-11-19T07:40:07.936Z,,,33.1,,53.9,0,
2017-11-19T07:40:17.936Z,,,33.1,,,0,
2017-11-19T07:40:27.940Z,,,33.1,,,0,
2017-11-19T07:40:37.941Z,5,0,33.1,0,54,0,
2017-11-19T07:40:47.936Z,,,33.1,,,0,
2017-11-19T07:40:57.937Z,57,1,33.1,0,55.2,0,44
2017-11-19T07:41:07.941Z,,1,33.1,0,62.1,0,0
2017-11-19T07:41:17.936Z,,,33.1,,57.8,0,
2017-11-19T07:41:27.937Z,5,0,33.2,0,55.9,0,
2017-11-19T07:41:37.936Z,,,33.2,,54.4,0,
2017-11-19T07:41:47.936Z,,,33.2,,53.8,0,
2017-11-19T07:41:57.938Z,,,33.2,,52.9,0,
2017-11-19T07:42:07.936Z,,,33.2,,52.7,0,
2017-11-19T07:42:17.936Z,,,33.2,,52.4,0,
2017-11-19T07:42:27.937Z,,,33.2,,,0,
2017-11-19T07:42:37.941Z,,,33.2,,52.3,0,
2017-11-19T07:42:47.936Z,,,33.2,,,0,
2017-11-19T07:42:57.937Z,,,33.2,,,0,
2017-11-19T07:43:07.937Z,,,33.2,,52.4,0,
2017-11-19T07:43:17.941Z,,,33.2,,52.2,0,
2017-11-19T07:43:27.937Z,,,33.2,,51.9,0,
2017-11-19T07:43:37.936Z,,,33.2,,51.7,0,
2017-11-19T07:43:47.937Z,,,33.2,,51.3,0,
2017-11-19T07:43:57.937Z,,,33.2,,50.9,0,
2017-11-19T07:44:07.936Z,,,33.2,,50.6,0,
2017-11-19T07:44:17.938Z,,,33.2,,50.4,0,
2017-11-19T07:44:27.937Z,,,33.2,,50.3,0,
2017-11-19T07:44:37.937Z,,,33.2,,,0,
2017-11-19T07:44:47.957Z,,,33.2,,50.2,0,
2017-11-19T07:44:57.937Z,,,33.2,,,0,
2017-11-19T07:45:07.937Z,,,33.2,,50.1,0,
2017-11-19T07:45:17.937Z,,,33.2,,,0,
2017-11-19T07:45:27.936Z,,,33.2,,50,0,
2017-11-19T07:45:37.936Z,,,33.2,,,0,
2017-11-19T07:45:47.937Z,,,33.2,,,0,
2017-11-19T07:45:57.937Z,,,33.2,,50,0,
2017-11-19T07:46:07.937Z,,,33.2,,49.9,0,
2017-11-19T07:46:17.936Z,,,33.2,,,0,
2017-11-19T07:46:27.944Z,,,33.2,,,0,
2017-11-19T07:46:37.937Z,,,33.2,,49.9,0,
2017-11-19T07:46:47.937Z,,,33.2,,50,0,
2017-11-19T07:46:57.938Z,,,33.2,,,0,
2017-11-19T07:47:07.938Z,,,33.2,,,0,
2017-11-19T07:47:17.937Z,,,33.2,,,0,
2017-11-19T07:47:27.938Z,,,33.2,,,0,
2017-11-19T07:47:37.936Z,,,33.2,,,0,
2017-11-19T07:47:47.937Z,,,33.2,,,0,
2017-11-19T07:47:57.937Z,,,33.2,,,0,
2017-11-19T07:48:07.937Z,,,33.2,,,0,
2017-11-19T07:48:17.937Z,,,33.2,,,0,
2017-11-19T07:48:27.937Z,,,33.1,,,0,
2017-11-19T07:48:37.937Z,,,33.1,,,0,
2017-11-19T07:48:47.937Z,,,33.1,,,0,
2017-11-19T07:48:57.937Z,,,33.1,,,0,
2017-11-19T07:49:07.937Z,,,33.1,,,0,
2017-11-19T07:49:17.937Z,,,33.1,,,0,
2017-11-19T07:49:27.937Z,,,33.1,,,0,
2017-11-19T07:49:37.937Z,,,33.1,,,0,
2017-11-19T07:49:47.938Z,,,32.9,,,0,
2017-11-19T07:49:57.937Z,,,32.9,,49.9,0,
2017-11-19T07:50:07.941Z,,,32.9,,,0,
2017-11-19T07:50:17.938Z,,,32.9,,,0,
2017-11-19T07:50:27.938Z,,,32.9,,,0,
2017-11-19T07:50:37.938Z,,,32.9,,,0,
2017-11-19T07:50:47.939Z,,,32.9,,,0,
2017-11-19T07:50:57.938Z,,,32.9,,49.8,0,
2017-11-19T07:51:07.938Z,,,32.8,,,0,
2017-11-19T07:51:17.940Z,,,32.8,,,0,
2017-11-19T07:51:28.076Z,,,32.8,,,0,
2017-11-19T07:51:37.938Z,,,32.8,,,0,
2017-11-19T07:51:47.941Z,,,32.8,,49.7,0,
2017-11-19T07:51:57.938Z,,,32.8,,,0,
2017-11-19T07:52:07.938Z,,,32.7,,,0,
2017-11-19T07:52:17.939Z,,,32.8,,,0,
2017-11-19T07:52:27.938Z,,,32.7,,,0,
2017-11-19T07:52:37.938Z,,,32.7,,49.6,0,
2017-11-19T07:52:47.943Z,,,32.7,,,0,
2017-11-19T07:52:57.938Z,,,32.7,,,0,
2017-11-19T07:53:07.939Z,,,32.7,,,0,
2017-11-19T07:53:17.938Z,,,32.6,,49.5,0,
2017-11-19T07:53:27.938Z,,,32.6,,,0,
2017-11-19T07:53:37.939Z,,,32.6,,,0,
2017-11-19T07:53:47.938Z,,,32.6,,,0,
2017-11-19T07:53:57.938Z,,,32.6,,,0,
2017-11-19T07:54:07.938Z,,,32.6,,49.4,0,
2017-11-19T07:54:17.939Z,,,32.5,,,0,
2017-11-19T07:54:27.938Z,,,32.5,,,0,
2017-11-19T07:54:37.938Z,,,32.5,,,0,
2017-11-19T07:54:47.941Z,,,32.5,,,0,
2017-11-19T07:54:57.938Z,,,32.5,,49.3,0,
2017-11-19T07:55:07.938Z,,,32.5,,,0,
2017-11-19T07:55:17.939Z,,,32.4,,,0,
2017-11-19T07:55:27.938Z,,,32.4,,,0,
2017-11-19T07:55:37.940Z,,,32.4,,49.2,0,
2017-11-19T07:55:47.939Z,,,32.4,,,0,
2017-11-19T07:55:57.939Z,,,32.4,,,0,
2017-11-19T07:56:07.939Z,,,32.3,,,0,
2017-11-19T07:56:17.939Z,,,32.3,,49.1,0,
2017-11-19T07:56:27.938Z,,,32.3,,,0,
2017-11-19T07:56:37.938Z,,,32.3,,,0,
2017-11-19T07:56:47.939Z,,,32.3,,,0,
2017-11-19T07:56:57.939Z,,,32.3,,,0,
2017-11-19T07:57:07.939Z,,,32.3,,49,0,
2017-11-19T07:57:17.941Z,,,32.2,,,0,
2017-11-19T07:57:27.940Z,,,32.2,,,0,
2017-11-19T07:57:37.941Z,,,32.2,,,0,
2017-11-19T07:57:47.939Z,,,32.2,,,0,
2017-11-19T07:57:57.939Z,,,32.1,,49,0,
2017-11-19T07:58:07.939Z,,,32.1,,48.9,0,
2017-11-19T07:58:17.941Z,,,32.1,,,0,
2017-11-19T07:58:27.944Z,,,32.1,,,0,
2017-11-19T07:58:37.940Z,,,32.1,,,0,
2017-11-19T07:58:47.944Z,,,32,,48.8,0,
2017-11-19T07:58:57.940Z,,,32,,,0,
2017-11-19T07:59:07.940Z,,,32,,,0,
2017-11-19T07:59:17.940Z,,,32,,,0,
2017-11-19T07:59:27.945Z,,,32,,,0,
2017-11-19T07:59:37.939Z,,,32,,48.7,0,
2017-11-19T07:59:47.941Z,57,1,32,0,49.1,0,45
2017-11-19T07:59:57.957Z,,,31.9,,56.3,0,33
2017-11-19T08:00:07.940Z,,,31.9,,55.9,0,30
2017-11-19T08:00:17.945Z,5,0,31.9,0,51.8,0,0
2017-11-19T08:00:27.940Z,,,31.9,,48.8,0,
2017-11-19T08:00:37.942Z,57,1,31.8,0,47,0,44
2017-11-19T08:00:47.939Z,,,31.8,,53.1,0,31
2017-11-19T08:00:57.940Z,,,31.8,,52.9,0,29
2017-11-19T08:01:07.939Z,,,31.8,,51.9,0,
2017-11-19T08:01:17.939Z,,,31.8,,51.8,0,30
2017-11-19T08:01:27.939Z,,,31.8,,,0,
2017-11-19T08:01:37.941Z,,,31.8,,51.5,0,29
2017-11-19T08:01:47.939Z,,,31.6,,,0,
2017-11-19T08:01:57.940Z,,,31.6,,52,0,
2017-11-19T08:02:07.944Z,,,31.6,,52.3,0,
2017-11-19T08:02:17.940Z,,,31.6,,53,0,30
2017-11-19T08:02:27.942Z,,,31.6,,53.1,0,
2017-11-19T08:02:37.943Z,,,31.6,,53.5,0,31
2017-11-19T08:02:47.942Z,,,31.6,,54,0,
2017-11-19T08:02:57.942Z,,,31.6,,54.6,0,32
2017-11-19T08:03:07.942Z,,,31.5,,55,0,33
2017-11-19T08:03:17.942Z,,,31.5,,55.4,0,
2017-11-19T08:03:27.940Z,,,31.5,,56,0,
2017-11-19T08:03:37.942Z,,,31.5,,56.3,0,
2017-11-19T08:03:47.942Z,,,31.5,,56.6,0,
2017-11-19T08:03:57.940Z,,,31.5,,56.8,0,
2017-11-19T08:04:07.943Z,,,31.5,,57,0,
2017-11-19T08:04:17.940Z,,,31.5,,57.2,0,
2017-11-19T08:04:27.943Z,,,31.5,,57.3,0,31
2017-11-19T08:04:37.940Z,,,31.5,,57.2,0,29
2017-11-19T08:04:47.945Z,,,31.5,,57.1,0,
2017-11-19T08:04:57.941Z,,,31.5,,57.2,0,30
2017-11-19T08:05:07.940Z,,,31.5,,57.4,0,
2017-11-19T08:05:17.940Z,,,31.5,,57.7,0,29
2017-11-19T08:05:27.944Z,,,31.5,,58,0,30
2017-11-19T08:05:37.941Z,,,31.5,,58.1,0,
2017-11-19T08:05:47.944Z,,,31.5,,58.3,0,
2017-11-19T08:05:57.941Z,,,31.5,,58.6,0,29
2017-11-19T08:06:07.940Z,,,31.5,,59,0,
2017-11-19T08:06:17.940Z,,,31.5,,59.1,0,
2017-11-19T08:06:27.940Z,,,31.5,,59.4,0,30
2017-11-19T08:06:37.941Z,,,31.5,,59.6,0,29
2017-11-19T08:06:47.944Z,,,31.6,,59.7,0,30
2017-11-19T08:06:57.941Z,,,31.6,,60,0,30
2017-11-19T08:07:07.940Z,,,31.6,,60.1,0,29
2017-11-19T08:07:17.945Z,,,31.6,,60.2,0,
2017-11-19T08:07:27.945Z,,,31.6,,60.5,0,30
2017-11-19T08:07:37.941Z,,,31.6,,60.7,0,29
2017-11-19T08:07:47.941Z,,,31.6,,60.8,0,30
2017-11-19T08:07:57.953Z,,1,31.6,0,58.5,0,0
2017-11-19T08:08:07.941Z,,,31.6,,55.9,0,
2017-11-19T08:08:17.945Z,,,31.8,,54.9,0,
2017-11-19T08:08:27.941Z,,,31.8,,54.5,0,
2017-11-19T08:08:37.941Z,,,31.8,,54.1,0,
2017-11-19T08:08:47.947Z,,,31.8,,54,0,
2017-11-19T08:08:57.941Z,,,31.8,,54.1,0,
2017-11-19T08:09:07.941Z,,,31.8,,,0,
2017-11-19T08:09:17.941Z,,,31.9,,54.3,0,
2017-11-19T08:09:27.941Z,,,31.9,,,0,
2017-11-19T08:09:37.946Z,,,31.9,,,0,
2017-11-19T08:09:48.053Z,,,31.9,,53.9,0,
2017-11-19T08:09:57.945Z,,,31.9,,53.8,0,
2017-11-19T08:10:07.941Z,,,31.9,,53.5,0,
2017-11-19T08:10:17.941Z,,,31.9,,53.2,0,
2017-11-19T08:10:27.941Z,,,31.9,,52.9,0,
2017-11-19T08:10:37.941Z,,,31.9,,52.7,0,
2017-11-19T08:10:47.941Z,,,31.9,,52.6,0,
2017-11-19T08:10:57.941Z,,,32,,52.4,0,
2017-11-19T08:11:07.946Z,,,32,,52.3,0,
2017-11-19T08:11:17.941Z,,,32,,52.1,0,
2017-11-19T08:11:27.941Z,,,32,,51.9,0,
2017-11-19T08:11:37.942Z,,,32,,51.7,0,
2017-11-19T08:11:47.946Z,,,32,,51.4,0,
2017-11-19T08:11:57.941Z,,,32,,51.2,0,
2017-11-19T08:12:07.947Z,,1,32,0,51.1,0,45
2017-11-19T08:12:17.942Z,,,32,,57,0,34
2017-11-19T08:12:27.947Z,,,32,,58,0,29
2017-11-19T08:12:37.942Z,,,32,,58.2,0,
2017-11-19T08:12:47.941Z,,,32,,58.5,0,
2017-11-19T08:12:57.947Z,,,32,,58.6,0,
2017-11-19T08:13:07.949Z,,,32,,58.4,0,
2017-11-19T08:13:17.941Z,,,32.1,,58.5,0,
2017-11-19T08:13:27.948Z,,,32.1,,58.3,0,
2017-11-19T08:13:37.942Z,,,32.1,,,0,
2017-11-19T08:13:47.942Z,,,32.1,,,0,30
2017-11-19T08:13:57.942Z,,,32.1,,58.4,0,29
2017-11-19T08:14:07.943Z,,,32.1,,58.6,0,
2017-11-19T08:14:17.942Z,,,32.1,,59,0,30
2017-11-19T08:14:27.944Z,,,32.1,,59.4,0,
2017-11-19T08:14:37.942Z,,,32.1,,59.7,0,
2017-11-19T08:14:47.942Z,,,32.1,,60,0,29
2017-11-19T08:14:57.942Z,,,32.1,,60.1,0,30
2017-11-19T08:15:07.942Z,,,32.1,,60.2,0,29
2017-11-19T08:15:17.942Z,,,32.1,,60.5,0,30
2017-11-19T08:15:27.942Z,,,32.2,,60.7,0,
2017-11-19T08:15:37.942Z,,1,32.2,0,59.6,0,0
2017-11-19T08:15:47.942Z,,,32.2,,56.9,0,
2017-11-19T08:15:57.943Z,,,32.2,,54.9,0,
2017-11-19T08:16:07.942Z,,,32.2,,54.6,0,
2017-11-19T08:16:17.942Z,,,32.2,,54.3,0,
2017-11-19T08:16:27.943Z,,,32.2,,54.1,0,
2017-11-19T08:16:38.090Z,,,32.2,,54.3,0,
2017-11-19T08:16:47.942Z,,,32.3,,54.4,0,
2017-11-19T08:16:57.942Z,,,32.2,,,0,
2017-11-19T08:17:07.943Z,,,32.3,,,0,
2017-11-19T08:17:17.943Z,,,32.3,,,0,
2017-11-19T08:17:27.942Z,,,32.3,,,0,
2017-11-19T08:17:37.942Z,,,32.3,,53.9,0,
2017-11-19T08:17:47.942Z,,,32.3,,53.7,0,
2017-11-19T08:17:57.944Z,,,32.3,,53.4,0,
2017-11-19T08:18:07.942Z,,,32.3,,53.2,0,
2017-11-19T08:18:17.942Z,,,32.4,,52.9,0,
2017-11-19T08:18:27.942Z,,,32.4,,,0,
2017-11-19T08:18:37.948Z,,,32.4,,52.8,0,
2017-11-19T08:18:47.943Z,,,32.4,,52.7,0,
2017-11-19T08:18:57.952Z,,,32.4,,52.4,0,
2017-11-19T08:19:07.942Z,,,32.4,,52.2,0,
2017-11-19T08:19:17.942Z,,,32.4,,51.9,0,
2017-11-19T08:19:27.942Z,,,32.4,,51.7,0,
2017-11-19T08:19:37.942Z,,,32.4,,51.5,0,
2017-11-19T08:19:47.942Z,,,32.4,,51.3,0,
2017-11-19T08:19:57.943Z,,,32.4,,51.1,0,
2017-11-19T08:20:07.946Z,,1,32.4,0,53,0,42
2017-11-19T08:20:17.944Z,,,32.4,,57.2,0,33
2017-11-19T08:20:27.943Z,,,32.5,,58,0,30
2017-11-19T08:20:38.082Z,,,32.5,,58.2,0,29
2017-11-19T08:20:47.942Z,,,32.5,,58.4,0,30
2017-11-19T08:20:57.943Z,,,32.5,,,0,
2017-11-19T08:21:07.945Z,,,32.5,,,0,29
