Time,PrimTSet,ActPow,HwTSet,PrimT,HwTOutlet,HwActive,ChActive
2017-11-22T00:09:25.537Z,,,0,,27.1,,
2017-11-22T00:09:35.543Z,,,0,,27.1,,
2017-11-22T00:09:45.543Z,,,0,,26.9,,
2017-11-22T00:09:55.537Z,,,0,,26.9,,
2017-11-22T00:10:05.544Z,,,0,,26.9,,
2017-11-22T00:10:15.543Z,,,0,47,26.9,,
2017-11-22T00:10:25.552Z,,,0,,26.9,,
2017-11-22T00:10:35.620Z,,,0,,26.9,,
2017-11-22T00:10:45.538Z,,,0,,26.9,,
2017-11-22T00:10:55.541Z,,,0,,26.8,,
2017-11-22T00:11:05.538Z,,,0,,26.8,,
2017-11-22T00:11:15.537Z,,,0,,26.8,,
2017-11-22T00:11:25.546Z,,,0,46.9,26.8,,
2017-11-22T00:11:35.537Z,,,0,,26.7,,
2017-11-22T00:11:45.537Z,,,0,,26.7,,
2017-11-22T00:11:55.537Z,,,0,,26.7,,
2017-11-22T00:12:05.537Z,,,0,,26.7,,
2017-11-22T00:12:15.543Z,,,0,,26.7,,
2017-11-22T00:12:25.539Z,,,0,46.8,26.7,,
2017-11-22T00:12:35.538Z,,,0,,26.7,,
2017-11-22T00:12:45.542Z,,,0,,26.7,,
2017-11-22T00:12:55.539Z,,,0,,26.7,,
2017-11-22T00:13:05.641Z,,,0,,26.7,,
2017-11-22T00:13:15.537Z,,,0,,26.7,,
2017-11-22T00:13:25.552Z,,,0,,26.7,,
2017-11-22T00:13:35.537Z,,,0,46.7,26.7,,
2017-11-22T00:13:45.541Z,,,0,,26.7,,
2017-11-22T00:13:55.537Z,,,0,,26.7,,
2017-11-22T00:14:05.537Z,,,0,,26.6,,
2017-11-22T00:14:15.537Z,,,0,,26.6,,
2017-11-22T00:14:25.538Z,,,0,,26.6,,
2017-11-22T00:14:35.537Z,,,0,46.6,26.6,,
2017-11-22T00:14:45.540Z,,,0,,26.6,,
2017-11-22T00:14:55.539Z,,,0,,26.6,,
2017-11-22T00:15:05.537Z,,,0,,26.6,,
2017-11-22T00:15:15.538Z,,,0,,26.6,,
2017-11-22T00:15:25.538Z,,,0,,26.6,,
2017-11-22T00:15:35.538Z,,,,46.5,,,
2017-11-22T00:15:45.538Z,,,0,,26.6,,
2017-11-22T00:15:55.537Z,,,0,,26.5,,
2017-11-22T00:16:05.538Z,,,0,,26.5,,
2017-11-22T00:16:15.541Z,,,0,,26.5,,
2017-11-22T00:16:25.538Z,,,0,,26.5,,
2017-11-22T00:16:45.542Z,,,0,46.4,26.5,,
2017-11-22T00:16:55.538Z,,,0,,26.5,,
2017-11-22T00:17:05.538Z,,,0,,26.5,,
2017-11-22T00:17:15.538Z,,,0,,26.3,,
2017-11-22T00:17:25.537Z,,,0,,26.3,,
2017-11-22T00:17:35.544Z,,,0,,26.3,,
2017-11-22T00:17:45.539Z,,,0,,26.3,,
2017-11-22T00:17:55.538Z,,,0,46.3,26.3,,
2017-11-22T00:18:05.538Z,,,0,,26.3,,
2017-11-22T00:18:15.538Z,,,0,,26.3,,
2017-11-22T00:18:25.552Z,,,0,,26.3,,
2017-11-22T00:18:35.539Z,,,0,,26.3,,
2017-11-22T00:18:45.538Z,,,0,,26.2,,
2017-11-22T00:18:55.538Z,,,0,,26.2,,
2017-11-22T00:19:05.538Z,,,0,46.2,26.2,,
2017-11-22T00:19:15.544Z,,,0,,26.2,,
2017-11-22T00:19:25.538Z,,,0,,26.2,,
2017-11-22T00:19:35.546Z,,,0,,26.2,,
2017-11-22T00:19:45.538Z,,,0,,26.2,,
2017-11-22T00:19:55.538Z,,,0,,26.2,,
2017-11-22T00:20:05.538Z,,,0,,26.2,,
2017-11-22T00:20:15.539Z,,,0,46.1,26.1,,
2017-11-22T00:20:25.541Z,,,0,,26.1,,
2017-11-22T00:20:35.538Z,,,0,,26.1,,
2017-11-22T00:20:48.592Z,,,0,,26.1,,
2017-11-22T00:20:55.543Z,,,0,,26.1,,
2017-11-22T00:21:05.539Z,,,0,,26.1,,
2017-11-22T00:21:15.539Z,,,0,46,26.1,,
2017-11-22T00:21:25.539Z,,,0,,26.1,,
2017-11-22T00:21:35.541Z,,,0,,26.1,,
2017-11-22T00:21:45.541Z,,,0,,26,,
2017-11-22T00:21:55.539Z,,,0,,26,,
2017-11-22T00:22:05.548Z,,,0,,26,,
2017-11-22T00:22:15.539Z,,,0,,26,,
2017-11-22T00:22:25.545Z,,,0,45.9,26,,
2017-11-22T00:22:45.540Z,,,0,,26,,
2017-11-22T00:22:55.539Z,,,0,,25.9,,
2017-11-22T00:23:05.541Z,,,0,,25.9,,
2017-11-22T00:23:15.578Z,,,0,,25.9,,
2017-11-22T00:23:25.539Z,,,0,45.8,25.9,,
2017-11-22T00:23:45.542Z,,,0,,25.9,,
2017-11-22T00:23:55.539Z,,,0,,25.9,,
2017-11-22T00:24:05.539Z,,,0,,25.9,,
2017-11-22T00:24:15.543Z,,,0,,25.9,,
2017-11-22T00:24:25.539Z,,,0,,25.9,,
2017-11-22T00:24:35.543Z,,,0,45.7,25.7,,
2017-11-22T00:24:45.543Z,,,0,,25.7,,
2017-11-22T00:24:55.539Z,,,0,,25.7,,
2017-11-22T00:25:05.539Z,,,0,,25.7,,
2017-11-22T00:25:15.540Z,,,0,,25.7,,
2017-11-22T00:25:25.539Z,,,0,,25.7,,
2017-11-22T00:25:35.539Z,5,0,0,45.7,25.7,0,0
2017-11-22T00:25:45.544Z,,,,45.6,,,
2017-11-22T00:25:55.539Z,,,0,,25.7,,
2017-11-22T00:26:15.539Z,,,0,,25.6,,
2017-11-22T00:26:25.539Z,,,0,,25.6,,
2017-11-22T00:26:45.542Z,,,0,,25.6,,
2017-11-22T00:26:55.540Z,,,0,45.5,25.6,,
2017-11-22T00:27:05.545Z,,,0,,25.6,,
2017-11-22T00:27:15.602Z,,,0,,25.6,,
2017-11-22T00:27:25.540Z,,,0,,25.6,,
2017-11-22T00:27:35.544Z,,,0,,25.6,,
2017-11-22T00:27:45.541Z,,,0,,25.5,,
2017-11-22T00:27:55.543Z,,,0,45.4,25.5,,
2017-11-22T00:28:05.547Z,,,0,,25.5,,
2017-11-22T00:28:15.544Z,,,0,,25.5,,
2017-11-22T00:28:25.540Z,,,0,,25.5,,
2017-11-22T00:28:35.540Z,,,0,,25.5,,
2017-11-22T00:28:45.539Z,,,0,,25.5,,
2017-11-22T00:28:55.550Z,,,0,,25.5,,
2017-11-22T00:29:05.547Z,,,0,,25.5,,
2017-11-22T00:29:15.541Z,,,0,,25.5,,
2017-11-22T00:29:25.541Z,,,0,45.3,25.4,,
2017-11-22T00:29:35.550Z,,,0,,25.4,,
2017-11-22T00:29:45.698Z,,,0,,25.4,,
2017-11-22T00:30:05.540Z,,,0,,25.4,,
2017-11-22T00:30:15.540Z,,,0,,25.4,,
2017-11-22T00:30:25.540Z,,,,45.2,,,
2017-11-22T00:30:35.545Z,,,0,,25.4,,
2017-11-22T00:30:45.540Z,,,0,,25.4,,
2017-11-22T00:31:05.540Z,,,0,,25.3,,
2017-11-22T00:31:15.541Z,,,0,,25.3,,
2017-11-22T00:31:25.540Z,,,0,,25.3,,
2017-11-22T00:31:35.540Z,,,0,45.1,25.3,,
2017-11-22T00:31:45.545Z,,,0,,25.3,,
2017-11-22T00:31:55.707Z,,,0,,25.3,,
2017-11-22T00:32:05.541Z,,,0,,25.3,,
2017-11-22T00:32:15.541Z,,,0,,25.3,,
2017-11-22T00:32:25.540Z,,,0,,25.3,,
2017-11-22T00:32:35.541Z,0,,,46.5,,1,0
2017-11-22T00:32:45.556Z,,0,54,40.6,38.7,0,0
2017-11-22T00:32:55.540Z,,,0,40.3,36.8,,
2017-11-22T00:33:15.542Z,,,0,,36.7,,
2017-11-22T00:33:25.541Z,,,0,,36.5,,
2017-11-22T00:33:35.541Z,,,0,,36.4,,
2017-11-22T00:33:45.552Z,5,,0,40.2,36.3,,
2017-11-22T00:34:05.540Z,,,0,40.1,36.1,,
2017-11-22T00:34:15.541Z,,,0,,36,,
2017-11-22T00:34:25.541Z,,,0,,35.9,,
2017-11-22T00:34:35.540Z,,,0,,35.8,,
2017-11-22T00:34:45.541Z,,,0,,35.7,,
2017-11-22T00:34:55.543Z,,,0,40,35.6,,
2017-11-22T00:35:05.545Z,,,0,,35.5,,
2017-11-22T00:35:15.546Z,,,0,,35.4,,
2017-11-22T00:35:25.541Z,,,0,,35.3,,
2017-11-22T00:35:35.543Z,,,0,,35.1,,
2017-11-22T00:35:45.541Z,,,0,,34.9,,
2017-11-22T00:35:55.544Z,,,0,,34.8,,
2017-11-22T00:36:05.543Z,,,0,,34.7,,
2017-11-22T00:36:25.541Z,,,0,,34.6,,
2017-11-22T00:36:35.541Z,,,0,,34.4,,
2017-11-22T00:36:45.542Z,,,0,,34.3,,
2017-11-22T00:37:05.542Z,,,0,,34.1,,
2017-11-22T00:37:15.541Z,,,0,,34.1,,
2017-11-22T00:37:25.542Z,,,0,,34,,
2017-11-22T00:37:35.541Z,,,0,,33.9,,
2017-11-22T00:37:45.546Z,,,0,,33.8,,
2017-11-22T00:38:05.541Z,,,0,,33.6,,
2017-11-22T00:38:15.560Z,0,29,54,39.2,39.4,1,0
2017-11-22T00:38:25.545Z,,145,54,38.8,35.4,,
2017-11-22T00:38:35.545Z,,0,,41,,0,0
2017-11-22T00:38:45.551Z,,,0,41,34.7,,
2017-11-22T00:38:55.544Z,,,0,40.9,34.6,,
2017-11-22T00:39:05.542Z,,,0,40.9,34.5,,
2017-11-22T00:39:15.542Z,,,0,,34.3,,
2017-11-22T00:39:25.547Z,,,0,,34.3,,
2017-11-22T00:39:35.548Z,5,,,40.8,,,
2017-11-22T00:39:45.547Z,,,0,,34.2,,
2017-11-22T00:39:55.542Z,,,0,,34.2,,
2017-11-22T00:40:05.542Z,,,0,40.7,34.1,,
2017-11-22T00:40:15.548Z,0,,0,39.3,34,0,0
2017-11-22T00:40:25.547Z,,,0,38.7,38.5,,
2017-11-22T00:40:35.541Z,,,0,,38.3,,
2017-11-22T00:40:55.546Z,,,0,38.6,38,,
2017-11-22T00:41:15.545Z,5,,0,,37.9,,
2017-11-22T00:41:25.548Z,0,,0,38.7,37.8,1,0
2017-11-22T00:41:35.543Z,,0,54,35.8,31.4,0,0
2017-11-22T00:41:45.546Z,,,0,35.9,34.1,,
2017-11-22T00:41:55.550Z,,,0,,33.9,,
2017-11-22T00:42:15.541Z,,,0,,33.8,,
2017-11-22T00:42:35.545Z,5,,0,35.8,33.7,,
2017-11-22T00:42:45.547Z,,,0,,33.7,,
2017-11-22T00:42:55.542Z,,,0,,33.6,,
2017-11-22T00:43:15.549Z,,,0,,33.5,,
2017-11-22T00:43:25.550Z,,,0,,33.5,,
2017-11-22T00:43:35.542Z,,,0,,33.3,,
2017-11-22T00:43:55.542Z,,,0,,33.3,,
2017-11-22T00:44:05.779Z,,,0,35.7,33.1,,
2017-11-22T00:44:15.548Z,,,0,,33.1,,
2017-11-22T00:44:25.549Z,,,,35.8,,,
2017-11-22T00:44:35.543Z,,,0,,32.9,,
2017-11-22T00:44:45.543Z,,,0,,32.8,,
2017-11-22T00:45:05.564Z,,,0,,32.7,,
2017-11-22T00:45:15.542Z,,,0,,32.6,,
2017-11-22T00:45:35.545Z,,,0,,32.5,,
2017-11-22T00:45:45.543Z,,,0,,32.4,,
2017-11-22T00:45:55.542Z,,,,35.9,,,
2017-11-22T00:46:05.545Z,,,0,,32.3,,
2017-11-22T00:46:15.542Z,,,0,,32.2,,
2017-11-22T00:46:35.547Z,,,0,,32.2,,
2017-11-22T00:46:45.544Z,,,0,36,32.1,,
2017-11-22T00:46:55.543Z,,,0,,32,,
2017-11-22T00:47:05.587Z,,,0,,31.9,,
2017-11-22T00:47:15.552Z,,,0,,31.9,,
2017-11-22T00:47:25.545Z,,,0,,31.8,,
2017-11-22T00:47:35.552Z,,,0,,31.6,,
2017-11-22T00:47:55.568Z,,,0,,31.6,,
2017-11-22T00:48:05.548Z,,,0,,31.4,,
2017-11-22T00:48:25.547Z,,,0,,31.4,,
2017-11-22T00:48:35.543Z,,,0,,31.3,,
2017-11-22T00:48:45.544Z,,,0,,31.2,,
2017-11-22T00:48:55.543Z,,,0,,31.2,,
2017-11-22T00:49:05.545Z,,,0,,31,,
2017-11-22T00:49:15.543Z,,,,36,,,
2017-11-22T00:49:25.549Z,,,0,35.9,30.9,,
2017-11-22T00:49:35.544Z,,,0,35.9,30.9,,
2017-11-22T00:49:45.549Z,,,0,35.9,30.8,,
2017-11-22T00:49:55.543Z,,,0,,30.7,,
2017-11-22T00:50:15.547Z,,,0,,30.6,,
2017-11-22T00:50:25.547Z,,,0,,30.6,,
2017-11-22T00:50:35.544Z,,,0,,30.4,,
2017-11-22T00:50:45.544Z,,,0,,30.4,,
2017-11-22T00:50:55.543Z,,,0,,30.3,,
2017-11-22T00:51:05.578Z,,,0,,30.3,,
2017-11-22T00:51:15.543Z,,,0,,30.2,,
2017-11-22T00:51:25.544Z,,,0,35.8,30.2,,
2017-11-22T00:51:35.544Z,,,0,,30.1,,
2017-11-22T00:51:55.544Z,,,0,,30,,
2017-11-22T00:52:05.543Z,,,0,,30,,
2017-11-22T00:52:15.552Z,,,0,,29.8,,
2017-11-22T00:52:25.544Z,,,0,35.7,29.8,,
2017-11-22T00:52:35.544Z,,,0,,29.8,,
2017-11-22T00:52:45.547Z,,,0,,29.7,,
2017-11-22T00:52:55.543Z,,,0,,29.6,,
2017-11-22T00:53:05.544Z,,,0,,29.6,,
2017-11-22T00:53:15.544Z,,,0,,29.6,,
2017-11-22T00:53:25.544Z,,,0,,29.5,,
2017-11-22T00:53:35.544Z,,,0,,29.3,,
2017-11-22T00:53:55.544Z,,,0,35.6,29.3,,
2017-11-22T00:54:15.545Z,,,0,,29.2,,
2017-11-22T00:54:25.544Z,,,0,,29.2,,
2017-11-22T00:54:35.545Z,,,0,,29.1,,
2017-11-22T00:54:45.544Z,,,0,,29.1,,
2017-11-22T00:54:55.551Z,,,0,,29,,
2017-11-22T00:55:15.544Z,,,0,,29,,
2017-11-22T00:55:25.545Z,,,0,35.5,28.9,,
2017-11-22T00:55:35.544Z,,,0,,28.9,,
2017-11-22T00:55:45.548Z,,,0,,28.9,,
2017-11-22T00:55:55.544Z,,,0,,28.7,,
2017-11-22T00:56:05.549Z,,,0,,28.6,,
2017-11-22T00:56:25.548Z,,,0,,28.6,,
2017-11-22T00:56:35.549Z,,,0,35.4,28.6,,
2017-11-22T00:56:45.547Z,,,0,,28.5,,
2017-11-22T00:56:55.544Z,,,0,,28.5,,
2017-11-22T00:57:05.545Z,,,0,,28.5,,
2017-11-22T00:57:15.551Z,,,0,,28.4,,
2017-11-22T00:57:25.549Z,,,0,,28.4,,
2017-11-22T00:57:35.545Z,,,0,,28.4,,
2017-11-22T00:57:45.547Z,,,0,,28.3,,
2017-11-22T00:57:55.547Z,,,0,,28.3,,
2017-11-22T00:58:05.545Z,,,0,,28.3,,
2017-11-22T00:58:15.546Z,,,0,35.3,28.1,,
2017-11-22T00:58:25.546Z,,,0,,28.1,,
2017-11-22T00:58:35.546Z,,,0,,28.1,,
2017-11-22T00:58:45.545Z,,,0,,28,,
2017-11-22T00:58:55.545Z,,,0,,28,,
2017-11-22T00:59:05.545Z,,,0,,28,,
2017-11-22T00:59:15.548Z,,,0,,27.9,,
2017-11-22T00:59:25.550Z,,,0,,27.9,,
2017-11-22T00:59:35.544Z,,,0,35.2,27.9,,
2017-11-22T00:59:45.548Z,,,0,,27.8,,
2017-11-22T00:59:55.548Z,,,0,,27.8,,
2017-11-22T01:00:05.545Z,,,0,,27.8,,
2017-11-22T01:00:15.575Z,,,0,,27.8,,
2017-11-22T01:00:25.545Z,,,0,,27.7,,
2017-11-22T01:00:35.592Z,,,0,,27.7,,
2017-11-22T01:00:45.549Z,,,0,,27.7,,
2017-11-22T01:00:55.555Z,,,0,,27.5,,
2017-11-22T01:01:05.546Z,,,0,,27.5,,
2017-11-22T01:01:15.550Z,,,0,,27.5,,
2017-11-22T01:01:25.603Z,,,0,,27.5,,
2017-11-22T01:01:35.546Z,,,0,35.1,27.4,,
2017-11-22T01:01:45.549Z,,,0,,27.4,,
2017-11-22T01:01:55.545Z,,,0,,27.4,,
2017-11-22T01:02:05.552Z,,,0,,27.3,,
2017-11-22T01:02:15.545Z,,,0,,27.3,,
2017-11-22T01:02:25.546Z,,,0,,27.3,,
2017-11-22T01:02:35.545Z,,,0,,27.3,,
2017-11-22T01:02:45.545Z,,,0,,27.3,,
2017-11-22T01:02:55.545Z,,,0,,27.2,,
2017-11-22T01:03:05.546Z,,,0,,27.2,,
2017-11-22T01:03:15.546Z,,,0,34.9,27.2,,
2017-11-22T01:03:25.546Z,,,0,34.9,27.1,,
2017-11-22T01:03:35.546Z,,,0,,27.1,,
2017-11-22T01:03:45.546Z,,,0,,27.1,,
2017-11-22T01:03:55.547Z,,,0,,27.1,,
2017-11-22T01:04:05.545Z,,,0,,26.9,,
2017-11-22T01:04:15.546Z,,,0,,26.9,,
2017-11-22T01:04:25.551Z,,,0,,26.9,,
2017-11-22T01:04:35.545Z,,,0,,26.9,,
2017-11-22T01:04:45.546Z,,,0,,26.8,,
2017-11-22T01:04:55.546Z,,,0,,26.8,,
2017-11-22T01:05:05.547Z,,,0,,26.8,,
2017-11-22T01:05:15.546Z,,,0,,26.8,,
2017-11-22T01:05:25.546Z,,,0,34.8,26.8,,
2017-11-22T01:05:35.546Z,,,0,,26.7,,
2017-11-22T01:05:45.546Z,,,0,,26.7,,
2017-11-22T01:05:55.546Z,,,0,,26.7,,
2017-11-22T01:06:05.546Z,,,0,,26.7,,
2017-11-22T01:06:15.547Z,,,0,,26.6,,
2017-11-22T01:06:25.547Z,,,0,,26.6,,
2017-11-22T01:06:35.547Z,,,0,,26.6,,
2017-11-22T01:06:45.555Z,,,0,,26.6,,
2017-11-22T01:06:55.546Z,,,0,,26.6,,
2017-11-22T01:07:05.546Z,,,0,,26.5,,
2017-11-22T01:07:15.551Z,,,0,,26.5,,
2017-11-22T01:07:25.555Z,,,0,,26.5,,
2017-11-22T01:07:35.552Z,,,0,,26.5,,
2017-11-22T01:07:45.552Z,,,0,34.7,26.5,,
2017-11-22T01:07:55.547Z,,,0,,26.3,,
2017-11-22T01:08:06.256Z,,,0,,26.3,,
2017-11-22T01:08:15.549Z,,,0,,26.3,,
2017-11-22T01:08:25.590Z,,,0,,26.3,,
2017-11-22T01:08:35.552Z,,,0,,26.2,,
2017-11-22T01:08:45.547Z,,,0,,26.2,,
2017-11-22T01:08:55.547Z,,,0,,26.2,,
2017-11-22T01:09:05.546Z,,,0,,26.2,,
2017-11-22T01:09:15.547Z,,,0,,26.2,,
2017-11-22T01:09:25.546Z,,,0,,26.2,,
2017-11-22T01:09:35.549Z,,,0,,26.1,,
2017-11-22T01:09:45.550Z,,,0,34.6,26.1,,
2017-11-22T01:09:55.554Z,,,0,34.7,26.1,,
2017-11-22T01:10:05.549Z,,,0,34.6,26.1,,
2017-11-22T01:10:15.550Z,,,0,,26.1,,
2017-11-22T01:10:25.548Z,,,0,,26,,
2017-11-22T01:10:35.546Z,,,0,,26,,
2017-11-22T01:10:45.550Z,,,0,,26,,
2017-11-22T01:10:55.559Z,,,0,,26,,
2017-11-22T01:11:05.566Z,,,0,,26,,
2017-11-22T01:11:15.578Z,,,0,,26,,
2017-11-22T01:11:25.671Z,,,0,,26,,
2017-11-22T01:11:35.552Z,,,0,,25.9,,
2017-11-22T01:11:45.706Z,,,0,,25.9,,
2017-11-22T01:11:55.552Z,,,0,,25.9,,
2017-11-22T01:12:05.547Z,,,0,,25.9,,
2017-11-22T01:12:15.547Z,,,0,34.5,25.9,,
2017-11-22T01:12:25.547Z,,,0,,25.7,,
2017-11-22T01:12:35.547Z,,,0,,25.7,,
2017-11-22T01:12:45.553Z,,,0,,25.7,,
2017-11-22T01:12:55.547Z,,,0,,25.7,,
2017-11-22T01:13:05.551Z,,,0,,25.7,,
2017-11-22T01:13:15.548Z,,,0,,25.7,,
2017-11-22T01:13:25.547Z,31,,0,,25.7,0,2
2017-11-22T01:13:35.548Z,,,0,33.8,25.6,,
2017-11-22T01:13:45.562Z,,,0,27.5,25.6,,
2017-11-22T01:13:55.549Z,,,0,25.8,25.6,,
2017-11-22T01:14:05.548Z,,,0,24.2,25.6,0,2
2017-11-22T01:14:15.548Z,,39,0,28,25.6,,
2017-11-22T01:14:25.552Z,,30,0,29.2,25.6,,
2017-11-22T01:14:35.549Z,,29,0,,25.5,,
2017-11-22T01:14:45.549Z,,,0,29.4,25.5,,
2017-11-22T01:14:55.550Z,,,0,29.6,25.5,,
2017-11-22T01:15:05.547Z,,30,0,,25.5,,
2017-11-22T01:15:15.548Z,,29,0,30,25.5,,
2017-11-22T01:15:25.549Z,,30,0,30.3,25.5,,
2017-11-22T01:15:35.549Z,,29,0,31.1,25.5,,
2017-11-22T01:15:45.550Z,,30,0,31.2,25.5,,
2017-11-22T01:15:55.551Z,,29,0,32,25.5,,
2017-11-22T01:16:05.548Z,,,0,32.3,25.5,,
2017-11-22T01:16:15.589Z,,,0,33.1,25.5,,
2017-11-22T01:16:25.549Z,,,0,33.2,25.4,,
2017-11-22T01:16:35.551Z,,,0,33.4,25.4,,
2017-11-22T01:16:45.560Z,,30,0,33.5,25.4,,
2017-11-22T01:16:55.551Z,,,0,33.7,25.4,,
2017-11-22T01:17:05.549Z,,29,0,34,25.4,,
2017-11-22T01:17:15.548Z,,,0,34.3,25.4,,
2017-11-22T01:17:25.553Z,,30,0,34.5,25.4,,
2017-11-22T01:17:35.548Z,,0,0,34.8,25.4,0,2
2017-11-22T01:17:45.549Z,,,0,31.9,25.4,,
2017-11-22T01:17:55.550Z,,,0,30.9,25.4,,
2017-11-22T01:18:05.549Z,,,0,30.7,25.4,,
2017-11-22T01:18:15.548Z,,,0,30.6,25.4,,
2017-11-22T01:18:25.550Z,,,0,30.7,25.4,,
2017-11-22T01:18:35.559Z,,,0,31.1,25.4,,
2017-11-22T01:18:45.548Z,,,0,,25.4,,
2017-11-22T01:18:55.548Z,,,0,,25.4,,
2017-11-22T01:19:05.548Z,,,0,,25.4,,
2017-11-22T01:19:15.548Z,,,0,30.9,25.4,,
2017-11-22T01:19:25.548Z,,,0,,25.4,,
2017-11-22T01:19:35.553Z,,,0,,25.4,,
2017-11-22T01:19:45.548Z,,,0,30.8,25.4,,
2017-11-22T01:19:55.553Z,,,0,,25.4,,
2017-11-22T01:20:05.548Z,,,0,30.7,25.4,,
2017-11-22T01:20:15.553Z,,,0,30.6,25.4,,
2017-11-22T01:20:25.553Z,,,0,30.4,25.4,,
2017-11-22T01:20:35.548Z,,,0,30.3,25.4,,
2017-11-22T01:20:45.548Z,,,0,30.2,25.4,,
2017-11-22T01:20:55.553Z,,,0,30.1,25.4,,
2017-11-22T01:21:05.550Z,,,0,30,25.4,,
2017-11-22T01:21:15.554Z,,,0,29.9,25.4,,
2017-11-22T01:21:25.548Z,,,0,,25.4,,
2017-11-22T01:21:35.554Z,,,0,29.8,25.4,,
2017-11-22T01:21:45.558Z,,,0,,25.4,,
2017-11-22T01:21:55.548Z,,,0,,25.4,,
2017-11-22T01:22:05.554Z,,,0,,25.4,,
2017-11-22T01:22:25.548Z,,,0,,25.4,,
2017-11-22T01:22:35.548Z,,,0,,25.4,,
2017-11-22T01:22:45.551Z,,,0,,25.4,,
2017-11-22T01:22:55.551Z,,,0,,25.4,,
2017-11-22T01:23:05.549Z,,,0,,25.4,,
2017-11-22T01:23:15.548Z,,,0,,25.4,,
2017-11-22T01:23:25.550Z,,,0,,25.4,,
2017-11-22T01:23:35.548Z,,,0,,25.4,,
2017-11-22T01:23:45.552Z,,,0,,25.4,,
2017-11-22T01:23:55.550Z,,,0,,25.4,,
2017-11-22T01:24:05.549Z,,,0,,25.4,,
2017-11-22T01:24:15.549Z,,,0,,25.4,,
2017-11-22T01:24:25.553Z,,,0,,25.4,,
2017-11-22T01:24:35.549Z,,,0,,25.4,,
2017-11-22T01:24:45.550Z,,,0,,25.4,,
2017-11-22T01:24:55.550Z,,,0,,25.4,,
2017-11-22T01:25:05.554Z,,,0,,25.4,,
2017-11-22T01:25:15.549Z,,,0,,25.4,,
2017-11-22T01:25:25.549Z,,,0,,25.4,,
2017-11-22T01:25:35.550Z,,,0,,25.4,,
2017-11-22T01:25:45.549Z,31,0,0,29.8,25.4,0,2
2017-11-22T01:25:55.559Z,,,0,,25.4,,
