Time,HwTSet,ActPow,PrimT,ChActive,HwActive,HwTOutlet,PrimTSet
2017-11-11T00:18:05.394Z,0,,,,,30.6,
2017-11-11T00:18:15.406Z,0,,,,,30.6,
2017-11-11T00:18:25.188Z,0,,,,,30.4,
2017-11-11T00:18:35.056Z,0,,,,,30.4,
2017-11-11T00:18:45.516Z,0,,43.5,,,30.3,
2017-11-11T00:18:55.054Z,0,,,,,30.2,
2017-11-11T00:19:15.049Z,0,,,,,30.2,
2017-11-11T00:19:25.053Z,0,,,,,30.1,
2017-11-11T00:19:35.053Z,0,,43.4,,,30.1,
2017-11-11T00:19:45.645Z,0,,,,,30,
2017-11-11T00:19:55.050Z,0,,,,,30,
2017-11-11T00:20:05.068Z,0,,,,,29.8,
2017-11-11T00:20:15.051Z,0,,,,,29.8,
2017-11-11T00:20:25.237Z,0,,43.3,,,29.8,
2017-11-11T00:20:35.049Z,0,,,,,29.7,
2017-11-11T00:20:45.149Z,0,,,,,29.7,
2017-11-11T00:20:55.055Z,0,,,,,29.6,
2017-11-11T00:21:05.054Z,0,,,,,29.6,
2017-11-11T00:21:15.181Z,0,,,,,29.5,
2017-11-11T00:21:25.768Z,0,,43.2,,,29.5,
2017-11-11T00:21:40.379Z,0,,,,,29.5,
2017-11-11T00:21:45.134Z,0,,,,,29.3,
2017-11-11T00:21:55.090Z,0,,,,,29.3,
2017-11-11T00:22:05.050Z,0,,,,,29.2,
2017-11-11T00:22:15.054Z,0,,,,,29.2,
2017-11-11T00:22:25.049Z,0,,,,,29.1,
2017-11-11T00:22:35.050Z,0,,43.1,,,29.1,
2017-11-11T00:22:45.139Z,0,,,,,29.1,
2017-11-11T00:22:55.056Z,0,,,,,29,
2017-11-11T00:23:05.050Z,0,,,,,29,
2017-11-11T00:23:15.050Z,0,,,,,29,
2017-11-11T00:23:25.051Z,0,,43,,,28.9,
2017-11-11T00:23:35.054Z,0,,,,,28.9,
2017-11-11T00:23:45.142Z,0,,,,,28.7,
2017-11-11T00:23:55.050Z,0,,,,,28.7,
2017-11-11T00:24:05.049Z,0,,,,,28.7,
2017-11-11T00:24:15.050Z,0,,,,,28.6,
2017-11-11T00:24:25.062Z,0,,,,,28.6,
2017-11-11T00:24:35.051Z,0,,42.9,,,28.6,
2017-11-11T00:24:45.140Z,0,,43,,,28.5,
2017-11-11T00:24:55.050Z,0,,42.9,,,28.5,
2017-11-11T00:25:05.050Z,0,,,,,28.4,
2017-11-11T00:25:15.059Z,0,,,,,28.4,
2017-11-11T00:25:25.050Z,0,,,,,28.4,
2017-11-11T00:25:40.075Z,0,,,,,28.4,
2017-11-11T00:25:45.160Z,0,,,,,28.3,
2017-11-11T00:25:55.178Z,0,,42.8,,,28.3,
2017-11-11T00:26:05.050Z,0,,,,,28.1,
2017-11-11T00:26:25.098Z,0,,,,,28.1,
2017-11-11T00:26:25.196Z,0,,,,,28.1,
2017-11-11T00:26:35.052Z,0,,,,,28.1,
2017-11-11T00:26:50.248Z,0,,,,,28,
2017-11-11T00:27:00.085Z,0,,,,,28,
2017-11-11T00:27:05.052Z,0,,42.7,,,28,
2017-11-11T00:27:15.060Z,0,,,,,27.9,
2017-11-11T00:27:25.051Z,0,,,,,27.9,
2017-11-11T00:27:35.051Z,0,,,,,27.9,
2017-11-11T00:27:45.140Z,0,,,,,27.8,
2017-11-11T00:27:55.051Z,0,,,,,27.8,
2017-11-11T00:28:05.053Z,0,,,,,27.8,
2017-11-11T00:28:20.076Z,0,,42.6,,,27.7,
2017-11-11T00:28:25.050Z,0,,,,,27.7,
2017-11-11T00:28:40.086Z,0,,,,,27.7,
2017-11-11T00:28:45.149Z,0,,,,,27.7,
2017-11-11T00:28:55.051Z,0,,,,,27.5,
2017-11-11T00:29:05.056Z,0,,,,,27.5,
2017-11-11T00:29:15.870Z,0,,,,,27.5,
2017-11-11T00:29:25.051Z,0,,,,,27.5,
2017-11-11T00:29:35.552Z,0,,42.4,,,27.4,
2017-11-11T00:29:52.040Z,0,,,,,27.4,
2017-11-11T00:29:55.051Z,0,,,,,27.4,
2017-11-11T00:30:05.958Z,0,,,,,27.3,
2017-11-11T00:30:15.062Z,0,,,,,27.3,
2017-11-11T00:30:25.053Z,0,,,,,27.3,
2017-11-11T00:30:35.050Z,0,,,,,27.3,
2017-11-11T00:30:45.237Z,0,,,,,27.2,
2017-11-11T00:30:55.056Z,0,,42.3,,,27.2,
2017-11-11T00:31:05.050Z,0,,,,,27.2,
2017-11-11T00:31:15.053Z,0,,,,,27.2,
2017-11-11T00:31:25.051Z,0,,,,,27.1,
2017-11-11T00:31:35.051Z,0,,,,,27.1,
2017-11-11T00:31:45.146Z,0,,,,,27.1,
2017-11-11T00:31:55.061Z,0,,,,,27.1,
2017-11-11T00:32:10.280Z,0,,42.2,,,26.9,
2017-11-11T00:32:15.057Z,0,,,,,26.9,
2017-11-11T00:32:25.051Z,0,,,,,26.9,
2017-11-11T00:32:35.064Z,0,,,,,26.9,
2017-11-11T00:32:45.367Z,0,,,,,26.8,
2017-11-11T00:32:55.065Z,0,,,,,26.8,
2017-11-11T00:33:05.054Z,0,,,,,26.8,
2017-11-11T00:33:15.051Z,0,,,,,26.8,
2017-11-11T00:33:25.211Z,0,,42.1,,,26.7,
2017-11-11T00:33:35.053Z,0,,,,,26.7,
2017-11-11T00:33:45.306Z,0,,,,,26.7,
2017-11-11T00:33:55.306Z,0,,,,,26.7,
2017-11-11T00:34:05.053Z,0,,,,,26.6,
2017-11-11T00:34:15.330Z,0,,,,,26.6,
2017-11-11T00:34:25.058Z,0,,,,,26.6,
2017-11-11T00:34:35.051Z,0,,,,,26.6,
2017-11-11T00:34:45.192Z,0,,42,,,26.6,
2017-11-11T00:35:00.084Z,0,,,,,26.5,
2017-11-11T00:35:05.051Z,0,,,,,26.5,
2017-11-11T00:35:15.061Z,0,,,,,26.5,
2017-11-11T00:35:25.052Z,0,,,,,26.5,
2017-11-11T00:35:35.303Z,0,,,,,26.3,
2017-11-11T00:35:45.257Z,0,,,,,26.3,
2017-11-11T00:35:55.075Z,0,,42,,,26.3,
2017-11-11T00:36:05.051Z,0,,41.9,,,26.3,
2017-11-11T00:36:15.059Z,0,,,,,26.3,
2017-11-11T00:36:25.051Z,0,,,,,26.2,
2017-11-11T00:36:35.056Z,0,,,,,26.2,
2017-11-11T00:36:45.295Z,0,,,,,26.2,
2017-11-11T00:36:55.052Z,0,,,,,26.2,
2017-11-11T00:37:05.067Z,0,,,,,26.2,
2017-11-11T00:37:15.053Z,0,,,,,26.1,
2017-11-11T00:37:25.056Z,0,,41.8,,,26.1,
2017-11-11T00:37:35.056Z,0,,,,,26.1,
2017-11-11T00:37:45.767Z,0,,,,,26.1,
2017-11-11T00:38:06.337Z,0,,,,,26.1,
2017-11-11T00:38:07.655Z,0,,,,,26,
2017-11-11T00:38:30.147Z,0,,,,,26,
2017-11-11T00:38:35.052Z,0,,,,,26,
2017-11-11T00:38:45.132Z,0,,41.7,,,26,
2017-11-11T00:38:55.056Z,0,,,,,26,
2017-11-11T00:39:05.054Z,0,,,,,25.9,
2017-11-11T00:39:15.055Z,0,,,,,25.9,
2017-11-11T00:39:25.052Z,0,,,,,25.9,
2017-11-11T00:39:35.057Z,0,,,,,25.9,
2017-11-11T00:39:45.143Z,0,,,,,25.9,
2017-11-11T00:39:55.057Z,0,,,,,25.7,
2017-11-11T00:40:05.052Z,0,,41.6,,,25.7,
2017-11-11T00:40:15.057Z,0,,,,,25.7,
2017-11-11T00:40:25.055Z,0,,,,,25.7,
2017-11-11T00:40:35.053Z,0,,,,,25.7,
2017-11-11T00:40:45.144Z,0,,,,,25.7,
2017-11-11T00:40:55.057Z,0,,,,,25.6,
2017-11-11T00:41:05.053Z,0,,,,,25.6,
2017-11-11T00:41:15.054Z,0,,,,,25.6,
2017-11-11T00:41:25.053Z,0,,,,,25.6,
2017-11-11T00:41:35.054Z,0,,41.5,,,25.6,
2017-11-11T00:41:45.144Z,0,,,,,25.6,
2017-11-11T00:41:55.056Z,0,,,,,25.5,
2017-11-11T00:42:05.053Z,0,,,,,25.5,
2017-11-11T00:42:15.053Z,0,,,,,25.5,
2017-11-11T00:42:25.053Z,0,,,,,25.5,
2017-11-11T00:42:35.053Z,0,,,,,25.5,
2017-11-11T00:42:45.143Z,0,,,,,25.5,
2017-11-11T00:42:55.057Z,0,,41.4,,,25.5,
2017-11-11T00:43:05.099Z,0,,,,,25.4,
2017-11-11T00:43:15.054Z,0,,,,,25.4,
2017-11-11T00:43:25.054Z,0,,,,,25.4,
2017-11-11T00:43:35.059Z,0,,,,,25.4,
2017-11-11T00:43:45.148Z,0,,,,,25.4,
2017-11-11T00:43:55.058Z,0,,,,,25.3,
2017-11-11T00:44:05.053Z,0,,,,,25.3,
2017-11-11T00:44:15.054Z,0,,,,,25.3,
2017-11-11T00:44:25.054Z,0,,41.3,,,25.3,
2017-11-11T00:44:35.059Z,0,,,,,25.3,
2017-11-11T00:44:45.133Z,0,,,,,25.3,
2017-11-11T00:44:55.054Z,0,,,,,25.3,
2017-11-11T00:45:05.053Z,0,,,,,25.1,
2017-11-11T00:45:15.319Z,0,,,,,25.1,
2017-11-11T00:45:25.053Z,0,,,,,25.1,
2017-11-11T00:45:35.053Z,0,,,,,25.1,
2017-11-11T00:45:45.144Z,0,,41.2,,,25.1,
2017-11-11T00:45:55.067Z,0,,,,,25.1,
2017-11-11T00:46:05.053Z,0,,,,,25.1,
2017-11-11T00:46:15.054Z,0,,,,,25,
2017-11-11T00:46:25.054Z,0,,,,,25,
2017-11-11T00:46:35.055Z,0,,,,,25,
2017-11-11T00:46:45.194Z,0,,,,,25,
2017-11-11T00:46:55.055Z,0,,,,,25,
2017-11-11T00:47:10.148Z,0,,,,,25,
2017-11-11T00:47:15.054Z,0,,41.1,,,25,
2017-11-11T00:47:25.055Z,0,,,,,25,
2017-11-11T00:47:35.059Z,0,,,,,24.9,
2017-11-11T00:47:45.144Z,0,,,,,24.9,
2017-11-11T00:47:55.056Z,0,,,,,24.9,
2017-11-11T00:48:05.235Z,0,,,,,24.9,
2017-11-11T00:48:15.054Z,0,,,,,24.9,
2017-11-11T00:48:25.062Z,0,,,,,24.9,
2017-11-11T00:48:40.164Z,0,,,,,24.9,
2017-11-11T00:48:45.379Z,0,,41,,,24.8,
2017-11-11T00:48:55.055Z,0,,,,,24.8,
2017-11-11T00:49:05.054Z,0,,,,,24.8,
2017-11-11T00:49:15.056Z,0,,,,,24.8,
2017-11-11T00:49:25.055Z,0,,,,,24.8,
2017-11-11T00:49:35.056Z,0,,,,,24.8,
2017-11-11T00:49:45.144Z,0,,,,,24.8,
2017-11-11T00:49:55.054Z,0,,40.9,,,24.8,
2017-11-11T00:50:05.055Z,0,,,,,24.7,
2017-11-11T00:50:15.059Z,0,,,,,24.7,
2017-11-11T00:50:25.087Z,0,,,,,24.7,
2017-11-11T00:50:35.057Z,0,,,,,24.7,
2017-11-11T00:50:45.144Z,0,,,,,24.7,
2017-11-11T00:50:55.055Z,0,,,,,24.7,
2017-11-11T00:51:05.061Z,0,,,,,24.7,
2017-11-11T00:51:15.054Z,0,,,,,24.7,
2017-11-11T00:51:25.056Z,0,,40.8,,,24.7,
2017-11-11T00:51:35.060Z,0,,,,,24.5,
2017-11-11T00:51:45.134Z,0,,,,,24.5,
2017-11-11T00:51:55.290Z,0,,,,,24.5,
2017-11-11T00:52:05.058Z,0,,,,,24.5,
2017-11-11T00:52:15.054Z,0,,,,,24.5,
2017-11-11T00:52:25.057Z,0,,,,,24.5,
2017-11-11T00:52:35.054Z,0,,,,,24.5,
2017-11-11T00:52:45.151Z,0,,,,,24.5,
2017-11-11T00:52:55.055Z,0,,40.7,,,24.5,
2017-11-11T00:53:05.058Z,0,,,,,24.5,
2017-11-11T00:53:15.055Z,0,,,,,24.4,
2017-11-11T00:53:25.064Z,0,,,,,24.4,
2017-11-11T00:53:35.056Z,0,,,,,24.4,
2017-11-11T00:53:45.369Z,0,,,,,24.4,
2017-11-11T00:53:55.059Z,0,,,,,24.4,
2017-11-11T00:54:05.055Z,0,,,,,24.4,
2017-11-11T00:54:15.054Z,0,,,,,24.4,
2017-11-11T00:54:25.055Z,0,,40.6,,,24.4,
2017-11-11T00:54:35.055Z,0,,,,,24.3,
2017-11-11T00:54:45.205Z,0,,,,,24.3,
2017-11-11T00:54:55.059Z,0,,,,,24.3,
2017-11-11T00:55:05.055Z,0,,,,,24.3,
2017-11-11T00:55:15.055Z,0,,,,,24.3,
2017-11-11T00:55:25.056Z,0,,,,,24.3,
2017-11-11T00:55:35.056Z,0,,,,,24.3,
2017-11-11T00:55:45.134Z,0,,40.5,,,24.3,
2017-11-11T00:55:55.055Z,0,,,,,24.3,
2017-11-11T00:56:05.061Z,0,,,,,24.2,
2017-11-11T00:56:15.056Z,0,,,,,24.2,
2017-11-11T00:56:25.056Z,0,,,,,24.2,
2017-11-11T00:56:35.056Z,0,,,,,24.2,
2017-11-11T00:56:45.145Z,0,,,,,24.2,
2017-11-11T00:56:55.060Z,0,,,,,24.2,
2017-11-11T00:57:05.056Z,0,,,,,24.2,
2017-11-11T00:57:15.055Z,0,,40.4,,,24.2,
2017-11-11T00:57:25.055Z,0,,,,,24.2,
2017-11-11T00:57:35.058Z,0,,,,,24.2,
2017-11-11T00:57:45.202Z,0,,,,,24.2,
2017-11-11T00:57:55.056Z,0,,,,,24.2,
2017-11-11T00:58:05.061Z,0,,,,,24.2,
2017-11-11T00:58:20.080Z,0,,,,,24.2,
2017-11-11T00:58:25.055Z,0,,,,,24.2,
2017-11-11T00:58:35.060Z,0,,40.3,,,24.2,
2017-11-11T00:58:45.155Z,0,,,,,24.2,
2017-11-11T00:58:55.060Z,0,,,,,24.2,
2017-11-11T00:59:05.056Z,0,,,,,24,
2017-11-11T00:59:15.060Z,0,,,,,24,
2017-11-11T00:59:25.055Z,0,,,,,24,
2017-11-11T00:59:35.060Z,0,,,,,24,
2017-11-11T00:59:45.147Z,0,,,,,24,
2017-11-11T00:59:55.060Z,0,,,,,24,
2017-11-11T01:00:05.056Z,0,,,,,24,
2017-11-11T01:00:15.055Z,0,,40.2,,,24,
2017-11-11T01:00:25.060Z,0,,,,,24,
2017-11-11T01:00:35.060Z,0,,,,,24,
2017-11-11T01:00:45.146Z,0,,,,,24,
2017-11-11T01:00:55.056Z,0,,,,,24,
2017-11-11T01:01:05.060Z,0,,,,,23.9,
2017-11-11T01:01:15.060Z,0,,,,,23.9,
2017-11-11T01:01:25.060Z,0,,,,,23.9,
2017-11-11T01:01:35.056Z,0,,40.1,,,23.9,
2017-11-11T01:01:45.135Z,0,,,,,23.9,
2017-11-11T01:01:55.058Z,0,,,,,23.9,
2017-11-11T01:02:05.057Z,0,,,,,23.9,
2017-11-11T01:02:15.056Z,0,,,,,23.9,
2017-11-11T01:02:25.056Z,0,,,,,23.9,
2017-11-11T01:02:35.254Z,0,,,,,23.9,
2017-11-11T01:02:45.196Z,0,,,,,23.9,
2017-11-11T01:02:55.061Z,0,,,,,23.9,
2017-11-11T01:03:05.057Z,0,,,,,23.9,
2017-11-11T01:03:15.111Z,0,,40,,,23.8,
2017-11-11T01:03:25.066Z,0,,,,,23.8,
2017-11-11T01:03:35.108Z,0,,,,,23.8,
2017-11-11T01:03:45.367Z,0,,,,,23.8,
2017-11-11T01:03:55.078Z,0,,,,,23.8,
2017-11-11T01:04:05.063Z,0,,,,,23.8,
2017-11-11T01:04:15.062Z,0,,,,,23.8,
2017-11-11T01:04:25.073Z,0,,39.9,,,23.8,
2017-11-11T01:04:35.082Z,0,,39.9,,,23.8,
2017-11-11T01:04:45.332Z,0,,,,,23.8,
2017-11-11T01:04:55.117Z,0,,,,,23.8,
2017-11-11T01:05:05.063Z,0,,,,,23.7,
2017-11-11T01:05:15.056Z,0,,,,,23.7,
2017-11-11T01:05:25.133Z,0,,,,,23.7,
2017-11-11T01:05:35.111Z,0,,,,,23.7,
2017-11-11T01:05:45.444Z,0,,,,,23.7,
2017-11-11T01:05:55.430Z,0,,,,,23.7,
2017-11-11T01:06:05.061Z,0,,,,,23.7,
2017-11-11T01:06:15.096Z,0,,39.8,,,23.7,
2017-11-11T01:06:25.062Z,0,,,,,23.7,
2017-11-11T01:06:35.136Z,0,,,,,23.7,
2017-11-11T01:06:45.568Z,0,,,,,23.7,
2017-11-11T01:06:55.070Z,0,,,,,23.7,
2017-11-11T01:07:05.081Z,0,,,,,23.6,
2017-11-11T01:07:15.057Z,0,,,,,23.6,
2017-11-11T01:07:25.262Z,0,,,,,23.6,
2017-11-11T01:07:35.069Z,0,,,,,23.6,
2017-11-11T01:07:45.149Z,0,,39.7,,,23.6,
2017-11-11T01:07:55.147Z,0,,,,,23.6,
2017-11-11T01:08:05.061Z,0,,,,,23.6,
2017-11-11T01:08:15.083Z,0,,,,,23.6,
2017-11-11T01:08:25.074Z,0,,,,,23.6,
2017-11-11T01:08:35.067Z,0,0,39.7,0,0,23.6,5
2017-11-11T01:08:45.147Z,0,,,,,23.6,
2017-11-11T01:08:55.062Z,0,,,,,23.6,
2017-11-11T01:09:05.065Z,0,,,,,23.6,
2017-11-11T01:09:15.060Z,0,,39.6,,,23.4,
2017-11-11T01:09:25.057Z,0,,,,,23.6,
2017-11-11T01:09:35.065Z,0,,,,,23.4,
2017-11-11T01:09:45.137Z,0,,,,,23.4,
2017-11-11T01:09:55.170Z,0,,,,,23.4,
2017-11-11T01:10:05.242Z,0,,,,,23.4,
2017-11-11T01:10:15.057Z,0,,,,,23.4,
2017-11-11T01:10:25.057Z,0,,,,,23.4,
2017-11-11T01:10:35.057Z,0,,,,,23.4,
2017-11-11T01:10:45.196Z,0,,39.5,,,23.4,
2017-11-11T01:10:55.069Z,0,,,,,23.4,
2017-11-11T01:11:05.060Z,0,,,,,23.4,
2017-11-11T01:11:15.076Z,0,,,,,23.4,
2017-11-11T01:11:25.057Z,0,,,,,23.4,
2017-11-11T01:11:35.077Z,0,,,,,23.4,
2017-11-11T01:11:45.184Z,0,,,,,23.3,
2017-11-11T01:11:55.100Z,0,,,,,23.4,
2017-11-11T01:12:05.106Z,0,,,,,23.3,
2017-11-11T01:12:15.057Z,0,,39.4,,,23.3,
2017-11-11T01:12:25.086Z,0,,,,,23.3,
2017-11-11T01:12:40.078Z,0,,,,,23.3,
2017-11-11T01:12:45.387Z,0,,,,,23.3,
2017-11-11T01:12:55.138Z,0,,,,,23.3,
2017-11-11T01:13:05.066Z,0,,,,,23.3,
2017-11-11T01:13:15.354Z,0,,,,,23.3,
2017-11-11T01:13:25.058Z,0,,,,,23.3,
2017-11-11T01:13:35.079Z,0,,,,,23.3,
2017-11-11T01:13:45.629Z,0,,39.3,,,23.3,
2017-11-11T01:13:55.355Z,0,,,,,23.3,
2017-11-11T01:14:05.087Z,0,,,,,23.3,
2017-11-11T01:14:15.081Z,0,,,,,23.3,
2017-11-11T01:14:25.057Z,0,,,,,23.2,
2017-11-11T01:14:35.058Z,0,,,,,23.2,
2017-11-11T01:14:45.155Z,0,,,,,23.2,
2017-11-11T01:14:55.128Z,0,,,,,23.2,
2017-11-11T01:15:05.128Z,0,,,,,23.2,
2017-11-11T01:15:15.064Z,0,,39.2,,,23.2,
2017-11-11T01:15:25.091Z,0,,,,,23.2,
2017-11-11T01:15:35.061Z,0,,,,,23.2,
2017-11-11T01:15:45.156Z,0,,,,,23.2,
2017-11-11T01:15:55.109Z,0,,,,,23.2,
2017-11-11T01:16:05.075Z,0,,,,,23.2,
2017-11-11T01:16:15.081Z,0,,,,,23.2,
2017-11-11T01:16:25.204Z,0,,,,,23.2,
2017-11-11T01:16:35.078Z,0,,,,,23.2,
2017-11-11T01:16:45.212Z,0,,39.1,,,23.1,
2017-11-11T01:16:55.058Z,0,,,,,23.1,
2017-11-11T01:17:05.124Z,0,,,,,23.1,
2017-11-11T01:17:15.085Z,0,,,,,23.1,
2017-11-11T01:17:25.115Z,0,,,,,23.1,
2017-11-11T01:17:35.070Z,0,,,,,23.1,
2017-11-11T01:17:45.158Z,0,,,,,23.1,
2017-11-11T01:17:55.082Z,0,,,,,23.1,
2017-11-11T01:18:05.179Z,0,,,,,23.1,
2017-11-11T01:18:15.103Z,0,,38.9,,,23.1,
2017-11-11T01:18:25.095Z,0,,38.9,,,23.1,
2017-11-11T01:18:35.082Z,0,,,,,23.1,
2017-11-11T01:18:45.209Z,0,,,,,23.1,
2017-11-11T01:18:55.061Z,0,,,,,23.1,
2017-11-11T01:19:05.062Z,0,,,,,23.1,
2017-11-11T01:19:15.062Z,0,,,,,23.1,
2017-11-11T01:19:25.156Z,0,,,,,23.1,
2017-11-11T01:19:35.157Z,0,,,,,23,
2017-11-11T01:19:45.159Z,0,,38.8,,,23,
2017-11-11T01:19:55.137Z,0,,38.9,,,23,
2017-11-11T01:20:05.059Z,0,,38.8,,,23,
2017-11-11T01:20:15.063Z,0,,,,,23,
2017-11-11T01:20:25.061Z,0,,,,,23,
2017-11-11T01:20:35.062Z,0,,,,,23,
2017-11-11T01:20:45.169Z,0,,,,,23,
2017-11-11T01:20:55.063Z,0,,,,,23,
2017-11-11T01:21:05.064Z,0,,,,,23,
2017-11-11T01:21:15.084Z,0,,,,,23,
2017-11-11T01:21:25.070Z,0,,,,,23,
2017-11-11T01:21:35.073Z,0,,38.7,,,23,
2017-11-11T01:21:45.278Z,0,,,,,23,
2017-11-11T01:21:55.117Z,0,,,,,23,
2017-11-11T01:22:05.084Z,0,,,,,23,
2017-11-11T01:22:15.080Z,0,,,,,23,
2017-11-11T01:22:25.062Z,0,,,,,23,
2017-11-11T01:22:35.061Z,0,,,,,23,
2017-11-11T01:22:45.253Z,0,,,,,23,
2017-11-11T01:22:55.059Z,0,,,,,23,
2017-11-11T01:23:05.110Z,0,,38.6,,,22.8,
2017-11-11T01:23:15.075Z,0,,,,,22.8,
2017-11-11T01:23:25.059Z,0,,,,,22.8,
2017-11-11T01:23:35.059Z,0,,,,,22.8,
2017-11-11T01:23:45.215Z,0,,,,,22.8,
2017-11-11T01:23:55.143Z,0,,,,,22.8,
2017-11-11T01:24:05.059Z,0,,,,,22.8,
2017-11-11T01:24:15.077Z,0,,,,,22.8,
2017-11-11T01:24:25.066Z,0,,38.5,,,22.8,
2017-11-11T01:24:35.110Z,0,,,,,22.8,
