Time,PrimT,ActPow,ChActive,HwTOutlet,HwActive,HwTSet,PrimTSet
2018-01-08T10:11:14.630Z,60.5,30,,34.7,,0,
2018-01-08T10:11:24.660Z,60.6,,,34.7,,0,
2018-01-08T10:11:34.618Z,60.7,29,,34.7,,0,
2018-01-08T10:11:44.657Z,,,,34.7,,0,
2018-01-08T10:11:54.659Z,61.1,30,,34.7,,0,
2018-01-08T10:12:04.659Z,61.2,29,,34.7,,0,
2018-01-08T10:12:14.666Z,61.4,30,,34.7,,0,
2018-01-08T10:12:24.649Z,61.6,,,34.7,,0,
2018-01-08T10:12:34.632Z,61.8,,,34.7,,0,
2018-01-08T10:12:44.680Z,62,33,,34.7,,0,
2018-01-08T10:12:54.666Z,62.2,29,,34.7,,0,
2018-01-08T10:13:04.682Z,62.4,,,34.7,,0,
2018-01-08T10:13:14.645Z,62.5,,,34.7,,0,
2018-01-08T10:13:24.815Z,62.6,,,34.7,,0,
2018-01-08T10:13:34.894Z,62.7,30,,34.7,,0,
2018-01-08T10:13:44.645Z,62.8,29,,34.7,,0,
2018-01-08T10:13:54.670Z,63.1,,,34.7,,0,
2018-01-08T10:14:04.658Z,59.8,0,1,34.6,0,0,
2018-01-08T10:14:14.772Z,57.9,,,34.7,,0,
2018-01-08T10:14:24.658Z,56.9,,,34.6,,0,
2018-01-08T10:14:34.675Z,56.6,,,34.7,,0,
2018-01-08T10:14:44.801Z,56.4,,,34.7,,0,
2018-01-08T10:14:54.639Z,,,,34.6,,0,
2018-01-08T10:15:04.680Z,,,,34.7,,0,
2018-01-08T10:15:14.669Z,56.3,,,34.7,,0,
2018-01-08T10:15:24.637Z,,,,34.7,,0,
2018-01-08T10:15:34.657Z,,,,34.7,,0,
2018-01-08T10:15:44.660Z,56.1,,,34.7,,0,
2018-01-08T10:15:54.644Z,55.9,,,34.6,,0,
2018-01-08T10:16:04.660Z,55.4,,,34.6,,0,
2018-01-08T10:16:14.865Z,55.2,,,34.6,,0,
2018-01-08T10:16:24.647Z,54.9,,,34.6,,0,
2018-01-08T10:16:34.684Z,,,,34.6,,0,
2018-01-08T10:16:44.674Z,54.8,,,34.6,,0,
2018-01-08T10:16:54.630Z,54.7,,,34.6,,0,
2018-01-08T10:17:04.663Z,54.6,,,34.6,,0,
2018-01-08T10:17:14.666Z,54.4,,,34.6,,0,
2018-01-08T10:17:24.656Z,54,,,34.6,,0,
2018-01-08T10:17:34.677Z,53.8,,,34.6,,0,
2018-01-08T10:17:44.659Z,53.6,,,34.6,,0,
2018-01-08T10:17:54.638Z,53.4,,,34.6,,0,
2018-01-08T10:18:04.668Z,53.2,,,34.6,,0,
2018-01-08T10:18:14.675Z,53,,,34.6,,0,
2018-01-08T10:18:24.640Z,55.3,42,1,34.6,0,0,
2018-01-08T10:18:34.656Z,59,31,,34.6,,0,
2018-01-08T10:18:44.658Z,59.4,30,,34.6,,0,
2018-01-08T10:18:59.669Z,59.5,,,34.6,,0,
2018-01-08T10:19:04.677Z,59.6,,,34.5,,0,
2018-01-08T10:19:14.671Z,,29,,34.5,,0,
2018-01-08T10:19:24.666Z,59.5,30,,34.5,,0,
2018-01-08T10:19:34.661Z,,29,,34.5,,0,
2018-01-08T10:19:44.692Z,,30,,34.5,,0,
2018-01-08T10:19:54.695Z,,,,34.5,,0,
2018-01-08T10:20:04.639Z,59.6,,,34.5,,0,
2018-01-08T10:20:14.665Z,59.8,29,,34.5,,0,
2018-01-08T10:20:24.648Z,60,,,34.5,,0,
2018-01-08T10:20:34.648Z,60.4,30,,34.5,,0,
2018-01-08T10:20:44.676Z,60.5,29,,34.5,,0,
2018-01-08T10:20:54.678Z,60.6,30,,34.5,,0,
2018-01-08T10:21:04.678Z,60.7,29,,34.5,,0,
2018-01-08T10:21:14.646Z,60.8,,,34.5,,0,
2018-01-08T10:21:24.635Z,61.1,29,,34.5,,0,
2018-01-08T10:21:34.659Z,61.2,,,34.5,,0,
2018-01-08T10:21:44.624Z,61.4,,,34.5,,0,
2018-01-08T10:21:54.669Z,61.6,,,34.5,,0,
2018-01-08T10:22:04.673Z,61.8,,,34.5,,0,
2018-01-08T10:22:14.620Z,62,29,,34.4,,0,
2018-01-08T10:22:24.641Z,62.1,,,34.5,,0,
2018-01-08T10:22:34.635Z,62.2,30,,34.4,,0,
2018-01-08T10:22:44.674Z,62.4,,,34.5,,0,
2018-01-08T10:22:54.664Z,62.6,29,,34.4,,0,
2018-01-08T10:23:04.651Z,62.7,30,,34.4,,0,
2018-01-08T10:23:14.661Z,62.8,,,34.5,,0,
2018-01-08T10:23:24.693Z,62.9,0,,34.4,,0,
2018-01-08T10:23:34.613Z,59.7,,1,34.5,0,0,
2018-01-08T10:23:44.652Z,57.9,,,34.5,,0,
2018-01-08T10:23:54.636Z,56.8,,,34.5,,0,
2018-01-08T10:24:04.631Z,56.5,,,34.4,,0,
2018-01-08T10:24:14.587Z,56.3,,,34.4,,0,
2018-01-08T10:24:24.675Z,,,,34.4,,0,
2018-01-08T10:24:34.668Z,,,,34.4,,0,
2018-01-08T10:24:44.646Z,,,,34.4,,0,
2018-01-08T10:24:54.642Z,,,,34.5,,0,
2018-01-08T10:25:04.671Z,56.2,,,34.5,,0,
2018-01-08T10:25:14.627Z,56.1,,,34.5,,0,
2018-01-08T10:25:24.595Z,55.7,,,34.5,,0,
2018-01-08T10:25:34.635Z,55.3,,,34.5,,0,
2018-01-08T10:25:44.604Z,55.1,,,34.5,,0,
2018-01-08T10:25:54.610Z,54.9,,,34.5,,0,
2018-01-08T10:26:04.687Z,54.8,,,34.5,,0,
2018-01-08T10:26:14.620Z,54.7,,,34.5,,0,
2018-01-08T10:26:24.602Z,54.6,,,34.5,,0,
2018-01-08T10:26:34.627Z,54.5,,,34.5,,0,
2018-01-08T10:26:44.635Z,54.3,,,34.5,,0,
2018-01-08T10:26:54.659Z,53.9,,,34.4,,0,
2018-01-08T10:27:04.636Z,53.8,,,34.5,,0,
2018-01-08T10:27:14.657Z,53.5,,,34.4,,0,
2018-01-08T10:27:24.619Z,53.3,,,34.4,,0,
2018-01-08T10:27:34.636Z,53.1,,,34.4,,0,
2018-01-08T10:27:44.655Z,52.9,,1,34.4,0,0,
2018-01-08T10:27:54.681Z,57.1,38,,34.4,,0,
2018-01-08T10:28:04.690Z,59.3,29,,34.4,,0,
2018-01-08T10:28:14.674Z,59.5,30,,34.4,,0,
2018-01-08T10:28:24.624Z,59.6,29,,34.4,,0,
2018-01-08T10:28:34.644Z,,30,,34.4,,0,
2018-01-08T10:28:44.650Z,59.5,,,34.4,,0,
2018-01-08T10:28:54.629Z,,,,34.4,,0,
2018-01-08T10:29:04.678Z,,,,34.4,,0,
2018-01-08T10:29:14.639Z,,,,34.4,,0,
2018-01-08T10:29:34.589Z,59.6,29,,34.4,,0,
2018-01-08T10:29:44.592Z,60,30,,34.4,,0,
2018-01-08T10:29:54.641Z,60.2,,,34.3,,0,
2018-01-08T10:30:04.596Z,60.5,29,,34.4,,0,
2018-01-08T10:30:14.609Z,60.7,30,,34.3,,0,
2018-01-08T10:30:24.596Z,,29,,34.3,,0,
2018-01-08T10:30:34.580Z,60.8,31,,34.4,,0,
2018-01-08T10:30:44.592Z,61.1,30,,34.3,,0,
2018-01-08T10:30:54.675Z,61.2,29,,34.3,,0,
2018-01-08T10:31:04.588Z,61.3,,,34.3,,0,
2018-01-08T10:31:14.595Z,61.5,,,34.3,,0,
2018-01-08T10:31:24.591Z,61.8,,,34.3,,0,
2018-01-08T10:31:34.663Z,62,30,,34.4,,0,
2018-01-08T10:31:44.605Z,62.1,,,34.4,,0,
2018-01-08T10:31:54.566Z,62.2,29,,34.3,,0,
2018-01-08T10:32:04.574Z,62.4,,,34.3,,0,
2018-01-08T10:32:14.620Z,62.6,30,,34.3,,0,
2018-01-08T10:32:24.839Z,62.7,29,,34.3,,0,
2018-01-08T10:32:34.611Z,62.8,,,34.3,,0,
2018-01-08T10:32:44.598Z,62.9,0,1,34.4,0,0,
2018-01-08T10:32:54.579Z,59.6,,,34.4,,0,
2018-01-08T10:33:04.570Z,57.8,,,34.4,,0,
2018-01-08T10:33:14.579Z,56.8,,,34.4,,0,
2018-01-08T10:33:24.586Z,56.5,,,34.4,,0,
2018-01-08T10:33:34.609Z,56.3,,,34.4,,0,
2018-01-08T10:33:44.588Z,,,,34.4,,0,
2018-01-08T10:33:54.602Z,,,,34.4,,0,
2018-01-08T10:34:04.659Z,,,,34.4,,0,
2018-01-08T10:34:14.610Z,56.2,,,34.4,,0,
2018-01-08T10:34:24.664Z,56.1,,,34.4,,0,
2018-01-08T10:34:34.647Z,55.9,,,34.4,,0,
2018-01-08T10:34:44.642Z,55.5,,,34.4,,0,
2018-01-08T10:34:54.631Z,55.2,,,34.4,,0,
2018-01-08T10:35:04.659Z,55,,,34.4,,0,
2018-01-08T10:35:14.661Z,54.9,,,34.4,,0,
2018-01-08T10:35:24.570Z,54.8,,,34.4,,0,
2018-01-08T10:35:34.571Z,54.7,,,34.4,,0,
2018-01-08T10:35:44.606Z,54.6,,,34.4,,0,
2018-01-08T10:35:54.581Z,54.4,,,34.4,,0,
2018-01-08T10:36:04.605Z,54.1,,,34.4,,0,
2018-01-08T10:36:14.639Z,53.9,,,34.4,,0,
2018-01-08T10:36:24.587Z,53.7,,,34.4,,0,
2018-01-08T10:36:34.571Z,53.5,,,34.4,,0,
2018-01-08T10:36:44.574Z,53.2,,,34.4,,0,
2018-01-08T10:36:54.579Z,53.1,,,34.4,,0,
2018-01-08T10:37:04.633Z,53.1,44,1,34.4,0,0,
2018-01-08T10:37:14.583Z,58.2,36,,34.3,,0,
2018-01-08T10:37:24.583Z,59.4,29,,34.3,,0,
2018-01-08T10:37:34.597Z,59.5,,,34.4,,0,
2018-01-08T10:37:44.582Z,,,,34.3,,0,
2018-01-08T10:37:54.588Z,,,,34.3,,0,
2018-01-08T10:38:04.585Z,,30,,34.3,,0,
2018-01-08T10:38:14.581Z,,29,,34.3,,0,
2018-01-08T10:38:24.567Z,,,,34.3,,0,
2018-01-08T10:38:34.578Z,,30,,34.3,,0,
2018-01-08T10:38:44.605Z,,29,,34.3,,0,
2018-01-08T10:38:54.573Z,59.7,30,,34.3,,0,
2018-01-08T10:39:04.582Z,60,30,,34.3,,0,
2018-01-08T10:39:14.585Z,60.2,29,1,34.3,0,0,59
2018-01-08T10:39:24.596Z,60.5,,,34.3,,0,
2018-01-08T10:39:34.611Z,60.6,,,34.3,,0,
2018-01-08T10:39:44.586Z,60.7,30,,34.3,,0,
2018-01-08T10:39:54.584Z,60.8,29,,34.3,,0,
2018-01-08T10:40:04.610Z,60.9,,,34.3,,0,
2018-01-08T10:40:14.577Z,61.2,29,,34.3,,0,
2018-01-08T10:40:24.604Z,61.3,30,,34.3,,0,
2018-01-08T10:40:34.629Z,61.5,,,34.3,,0,
2018-01-08T10:40:44.610Z,61.8,,,34.3,,0,
2018-01-08T10:40:54.662Z,62,29,,34.3,,0,
2018-01-08T10:41:04.578Z,62.1,30,,34.3,,0,
2018-01-08T10:41:14.587Z,62.2,,,34.3,,0,
2018-01-08T10:41:24.614Z,62.4,,,34.3,,0,
2018-01-08T10:41:34.581Z,62.5,,,34.3,,0,
2018-01-08T10:41:44.645Z,62.7,,,34.3,,0,
2018-01-08T10:41:54.609Z,62.8,,,34.3,,0,
2018-01-08T10:42:04.583Z,62.9,29,,34.3,,0,
2018-01-08T10:42:14.596Z,59.6,0,1,34.3,0,0,
2018-01-08T10:42:24.617Z,57.9,,,34.3,,0,
2018-01-08T10:42:34.574Z,56.9,,,34.3,,0,
2018-01-08T10:42:44.610Z,56.5,,,34.3,,0,
2018-01-08T10:42:54.627Z,56.3,,,34.3,,0,
2018-01-08T10:43:04.607Z,,,,34.3,,0,
2018-01-08T10:43:14.596Z,,,,34.3,,0,
2018-01-08T10:43:24.606Z,,,,34.3,,0,
2018-01-08T10:43:34.598Z,56.2,,,34.3,,0,
2018-01-08T10:43:44.641Z,,,,34.3,,0,
2018-01-08T10:43:54.633Z,56,,,34.3,,0,
2018-01-08T10:44:04.665Z,55.6,,,34.3,,0,
2018-01-08T10:44:14.677Z,55.3,,,34.3,,0,
2018-01-08T10:44:24.684Z,55.1,,,34.3,,0,
2018-01-08T10:44:34.629Z,54.9,,,34.3,,0,
2018-01-08T10:44:44.653Z,54.8,,,34.3,,0,
2018-01-08T10:44:54.675Z,54.7,,,34.4,,0,
2018-01-08T10:45:04.669Z,54.6,,,34.3,,0,
2018-01-08T10:45:14.648Z,54.5,,,34.3,,0,
2018-01-08T10:45:24.632Z,54.3,,,34.3,,0,
2018-01-08T10:45:34.670Z,53.9,,,34.3,,0,
2018-01-08T10:45:44.776Z,53.7,,,34.3,,0,
2018-01-08T10:45:54.622Z,53.5,,,34.3,,0,
2018-01-08T10:46:04.611Z,53.3,,,34.3,,0,
2018-01-08T10:46:14.582Z,53.1,,,34.3,,0,
2018-01-08T10:46:24.617Z,52.9,,,34.3,,0,
2018-01-08T10:46:34.645Z,57,39,1,34.3,0,0,
2018-01-08T10:46:44.584Z,59.3,30,,34.3,,0,
2018-01-08T10:46:54.624Z,59.5,29,,34.3,,0,
2018-01-08T10:47:04.612Z,59.6,30,,34.3,,0,
2018-01-08T10:47:14.614Z,,,,34.3,,0,
2018-01-08T10:47:24.584Z,59.5,29,,34.3,,0,
2018-01-08T10:47:34.583Z,,,,34.3,,0,
2018-01-08T10:47:44.572Z,,30,,34.3,,0,
2018-01-08T10:47:54.575Z,,,,34.3,,0,
2018-01-08T10:48:04.602Z,,29,,34.3,,0,
2018-01-08T10:48:14.590Z,59.7,,,34.3,,0,
2018-01-08T10:48:24.619Z,60,30,,34.3,,0,
2018-01-08T10:48:34.669Z,60.2,29,,34.3,,0,
2018-01-08T10:48:44.598Z,60.5,,,34.3,,0,
2018-01-08T10:48:54.624Z,60.6,30,,34.3,,0,
2018-01-08T10:49:04.570Z,60.7,,,34.3,,0,
2018-01-08T10:49:14.592Z,60.8,29,,34.3,,0,
2018-01-08T10:49:24.591Z,60.9,30,,34.3,,0,
2018-01-08T10:49:34.591Z,61.1,30,,34.3,,0,
2018-01-08T10:49:44.581Z,61.3,,,34.3,,0,
2018-01-08T10:49:54.574Z,61.5,,,34.3,,0,
2018-01-08T10:50:04.578Z,61.8,29,,34.3,,0,
2018-01-08T10:50:14.571Z,62,30,,34.3,,0,
2018-01-08T10:50:24.571Z,62.1,29,,34.3,,0,
2018-01-08T10:50:34.569Z,62.2,,,34.3,,0,
2018-01-08T10:50:44.569Z,62.4,,,34.3,,0,
2018-01-08T10:50:54.651Z,62.6,,,34.3,,0,
2018-01-08T10:51:04.579Z,62.7,,,34.3,,0,
2018-01-08T10:51:14.569Z,62.8,30,,34.3,,0,
2018-01-08T10:51:24.570Z,62.9,,,34.3,,0,
2018-01-08T10:51:34.572Z,59.9,0,1,34.3,0,0,
2018-01-08T10:51:44.569Z,57.9,,,34.3,,0,
2018-01-08T10:51:54.569Z,56.9,,,34.3,,0,
2018-01-08T10:52:04.574Z,56.6,,,34.3,,0,
2018-01-08T10:52:14.601Z,56.4,,,34.3,,0,
2018-01-08T10:52:24.569Z,56.3,,,34.3,,0,
2018-01-08T10:52:34.598Z,,,,34.3,,0,
2018-01-08T10:52:44.605Z,,,,34.4,,0,
2018-01-08T10:52:54.595Z,56.2,,,34.3,,0,
2018-01-08T10:53:04.569Z,,,,34.3,,0,
2018-01-08T10:53:14.575Z,56,,,34.4,,0,
2018-01-08T10:53:24.623Z,55.7,,,34.3,,0,
2018-01-08T10:53:34.596Z,55.3,,,34.4,,0,
2018-01-08T10:53:44.615Z,55.1,,,34.3,,0,
2018-01-08T10:53:54.593Z,54.9,,,34.4,,0,
2018-01-08T10:54:04.607Z,54.8,,,34.4,,0,
2018-01-08T10:54:14.586Z,54.7,,,34.4,,0,
2018-01-08T10:54:24.602Z,54.6,,,34.4,,0,
2018-01-08T10:54:34.581Z,54.5,,,34.3,,0,
2018-01-08T10:54:44.571Z,54.3,,,34.4,,0,
2018-01-08T10:54:54.592Z,53.9,,,34.3,,0,
2018-01-08T10:55:04.570Z,53.8,,,34.4,,0,
2018-01-08T10:55:14.571Z,53.5,,,34.3,,0,
2018-01-08T10:55:24.578Z,53.3,,,34.4,,0,
2018-01-08T10:55:34.570Z,53.1,,,34.4,,0,
2018-01-08T10:55:44.579Z,52.9,,,34.4,,0,
2018-01-08T10:55:54.594Z,57.1,39,1,34.3,0,0,
2018-01-08T10:56:04.604Z,59.1,30,,34.3,,0,
2018-01-08T10:56:14.571Z,59.5,,,34.3,,0,
2018-01-08T10:56:24.571Z,59.6,29,,34.3,,0,
2018-01-08T10:56:34.571Z,,,,34.3,,0,58
2018-01-08T10:56:44.577Z,59.5,,,34.3,,0,59
2018-01-08T10:56:54.570Z,59.4,30,,34.3,,0,
2018-01-08T10:57:04.572Z,59.5,29,,34.3,,0,
2018-01-08T10:57:14.572Z,,,,34.3,,0,
2018-01-08T10:57:24.580Z,,,,34.3,,0,
2018-01-08T10:57:34.577Z,59.6,,,34.3,,0,
2018-01-08T10:57:44.582Z,59.8,,,34.3,,0,
2018-01-08T10:57:54.571Z,60,29,,34.3,,0,
2018-01-08T10:58:04.573Z,60.4,30,,34.3,,0,
2018-01-08T10:58:14.600Z,60.5,29,,34.3,,0,
2018-01-08T10:58:24.597Z,60.6,30,,34.3,,0,
2018-01-08T10:58:34.575Z,60.7,29,,34.3,,0,
2018-01-08T10:58:44.572Z,60.8,30,,34.3,,0,
2018-01-08T10:58:54.778Z,61.1,30,,34.3,,0,
2018-01-08T10:59:04.589Z,61.2,,,34.3,,0,
2018-01-08T10:59:14.603Z,61.4,29,,34.3,,0,
2018-01-08T10:59:24.584Z,61.6,30,,34.3,,0,
2018-01-08T10:59:34.583Z,61.9,29,,34.3,,0,
2018-01-08T10:59:44.574Z,62,29,,34.3,,0,
2018-01-08T10:59:54.571Z,62.1,30,,34.3,,0,
2018-01-08T11:00:04.576Z,62.4,29,,34.3,,0,
2018-01-08T11:00:14.572Z,62.5,,,34.3,,0,
2018-01-08T11:00:24.574Z,62.6,30,,34.3,,0,
2018-01-08T11:00:34.572Z,62.7,,,34.3,,0,
2018-01-08T11:00:44.573Z,62.8,,,34.4,,0,
2018-01-08T11:00:54.585Z,63.1,30,,34.4,,0,
2018-01-08T11:01:04.572Z,59.7,0,1,34.4,0,0,
2018-01-08T11:01:14.582Z,57.8,,,34.4,,0,
2018-01-08T11:01:24.577Z,56.9,,,34.4,,0,
2018-01-08T11:01:34.580Z,56.5,,,34.4,,0,
2018-01-08T11:01:44.575Z,56.4,,,34.4,,0,
2018-01-08T11:01:54.578Z,56.3,,,34.4,,0,
2018-01-08T11:02:04.573Z,,,,34.4,,0,
2018-01-08T11:02:14.584Z,,,,34.4,,0,
2018-01-08T11:02:24.572Z,,,,34.4,,0,
2018-01-08T11:02:34.574Z,56.2,,,34.4,,0,
2018-01-08T11:02:44.572Z,56,,,34.4,,0,
2018-01-08T11:02:54.576Z,55.7,,,34.4,,0,
2018-01-08T11:03:04.583Z,55.3,,,34.4,,0,
2018-01-08T11:03:14.578Z,55.1,,,34.4,,0,
2018-01-08T11:03:24.576Z,54.9,,,34.4,,0,
2018-01-08T11:03:34.586Z,54.8,,,34.4,,0,
2018-01-08T11:03:44.611Z,,,,34.4,,0,
2018-01-08T11:03:54.589Z,54.6,,,34.4,,0,
2018-01-08T11:04:04.620Z,54.5,,,34.4,,0,
2018-01-08T11:04:14.580Z,54.3,,,34.4,,0,
2018-01-08T11:04:24.577Z,53.9,,,34.4,,0,
2018-01-08T11:04:34.573Z,53.8,,,34.4,,0,
2018-01-08T11:04:44.573Z,53.5,,,34.4,,0,
2018-01-08T11:04:54.691Z,53.3,,,34.4,,0,
2018-01-08T11:05:04.627Z,53.1,,,34.4,,0,
2018-01-08T11:05:14.652Z,52.9,,,34.4,,0,
2018-01-08T11:05:24.670Z,55.6,42,1,34.4,0,0,
2018-01-08T11:05:34.651Z,59,31,,34.4,,0,
2018-01-08T11:05:44.689Z,59.5,30,,34.4,,0,
2018-01-08T11:05:54.640Z,,,,34.4,,0,
2018-01-08T11:06:04.648Z,59.6,29,,34.3,,0,
2018-01-08T11:06:14.629Z,59.5,30,,34.3,,0,
2018-01-08T11:06:24.627Z,,,,34.3,,0,
2018-01-08T11:06:34.646Z,,29,,34.3,,0,
2018-01-08T11:06:44.610Z,,30,,34.3,,0,
2018-01-08T11:06:54.638Z,,,,34.3,,0,
2018-01-08T11:07:04.577Z,59.6,29,,34.3,,0,
2018-01-08T11:07:14.588Z,59.9,,,34.3,,0,
2018-01-08T11:07:24.574Z,60.1,30,,34.3,,0,
2018-01-08T11:07:34.676Z,60.4,,,34.3,,0,
2018-01-08T11:07:44.579Z,60.6,29,,34.3,,0,
2018-01-08T11:07:54.593Z,60.7,30,,34.3,,0,
2018-01-08T11:08:04.613Z,60.8,,,34.3,,0,
2018-01-08T11:08:14.577Z,,,,34.3,,0,
2018-01-08T11:08:24.602Z,61.1,29,,34.3,,0,
2018-01-08T11:08:34.580Z,61.3,30,,34.3,,0,
2018-01-08T11:08:44.599Z,61.5,,,34.3,,0,
2018-01-08T11:08:59.675Z,61.6,,,34.3,,0,
2018-01-08T11:09:04.578Z,61.9,,,34.3,,0,
2018-01-08T11:09:14.579Z,62.1,,,34.3,,0,
2018-01-08T11:09:24.589Z,62.2,29,,34.3,,0,
2018-01-08T11:09:34.589Z,62.4,,,34.3,,0,
2018-01-08T11:09:44.587Z,62.5,30,,34.3,,0,
2018-01-08T11:09:54.578Z,62.7,,,34.3,,0,
2018-01-08T11:10:04.579Z,62.8,29,,34.3,,0,
2018-01-08T11:10:14.625Z,62.9,30,,34.3,,0,
2018-01-08T11:10:24.575Z,60.6,0,1,34.3,0,0,
2018-01-08T11:10:34.577Z,57.9,,,34.3,,0,
2018-01-08T11:10:44.578Z,56.9,,,34.3,,0,
2018-01-08T11:10:54.575Z,56.5,,,34.3,,0,
2018-01-08T11:11:04.575Z,56.4,,,34.3,,0,
2018-01-08T11:11:14.582Z,56.3,,,34.3,,0,
2018-01-08T11:11:24.586Z,,,,34.3,,0,
2018-01-08T11:11:34.575Z,,,,34.3,,0,
2018-01-08T11:11:44.576Z,56.2,,,34.3,,0,
2018-01-08T11:11:54.577Z,,,,34.3,,0,
2018-01-08T11:12:04.581Z,56,,,34.4,,0,
2018-01-08T11:12:14.584Z,55.6,,,34.4,,0,
2018-01-08T11:12:24.591Z,55.3,,,34.4,,0,
2018-01-08T11:12:34.576Z,55.1,,,34.3,,0,
2018-01-08T11:12:44.599Z,54.9,,,34.4,,0,
2018-01-08T11:12:54.692Z,54.8,,,34.4,,0,
2018-01-08T11:13:04.594Z,54.7,,,34.4,,0,
2018-01-08T11:13:14.588Z,54.6,,,34.3,,0,
2018-01-08T11:13:24.576Z,54.5,,,34.3,,0,
2018-01-08T11:13:34.577Z,54.3,,,34.3,,0,
2018-01-08T11:13:44.606Z,53.9,,,34.3,,0,
2018-01-08T11:13:54.596Z,53.7,,,34.3,,0,
2018-01-08T11:14:04.576Z,53.5,,,34.3,,0,
2018-01-08T11:14:14.583Z,53.3,,,34.3,,0,
2018-01-08T11:14:24.577Z,53.1,,,34.3,,0,
2018-01-08T11:14:34.580Z,52.9,,,34.3,,0,
2018-01-08T11:14:44.576Z,57.2,38,1,34.3,0,0,
2018-01-08T11:14:54.580Z,59.3,30,,34.3,,0,
2018-01-08T11:15:04.576Z,59.5,,,34.3,,0,
2018-01-08T11:15:14.589Z,59.6,29,,34.3,,0,
2018-01-08T11:15:24.595Z,,,,34.3,,0,
2018-01-08T11:15:34.577Z,59.5,,,34.3,,0,
2018-01-08T11:15:44.585Z,,,,34.3,,0,
2018-01-08T11:15:54.577Z,,,,34.3,,0,
2018-01-08T11:16:04.578Z,59.4,,,34.3,,0,
2018-01-08T11:16:14.577Z,59.5,30,,34.3,,0,
2018-01-08T11:16:24.581Z,59.6,29,,34.3,,0,
2018-01-08T11:16:34.577Z,59.8,,,34.3,,0,
2018-01-08T11:16:44.594Z,60.1,29,,34.3,,0,
2018-01-08T11:16:54.577Z,60.4,,,34.3,,0,
2018-01-08T11:17:04.587Z,60.6,30,,34.3,,0,
2018-01-08T11:17:14.577Z,60.7,,,34.3,,0,
2018-01-08T11:17:24.577Z,,29,,34.3,,0,
2018-01-08T11:17:34.578Z,60.8,30,,34.2,,0,
2018-01-08T11:17:44.579Z,61.1,,,34.3,,0,
2018-01-08T11:17:54.577Z,61.3,29,,34.3,,0,
2018-01-08T11:18:04.578Z,61.5,30,,34.3,,0,
2018-01-08T11:18:14.584Z,61.6,,,34.2,,0,
2018-01-08T11:18:24.601Z,61.9,,,34.3,,0,
2018-01-08T11:18:34.636Z,62.1,30,,34.3,,0,
2018-01-08T11:18:44.581Z,62.2,,,34.3,,0,
2018-01-08T11:18:54.578Z,62.4,,,34.3,,0,
2018-01-08T11:19:04.577Z,62.5,29,,34.3,,0,
2018-01-08T11:19:14.578Z,62.6,30,,34.3,,0,
2018-01-08T11:19:24.579Z,62.7,,,34.3,,0,
2018-01-08T11:19:34.578Z,62.9,,,34.3,,0,
2018-01-08T11:19:44.578Z,61.9,0,1,34.3,0,0,
2018-01-08T11:19:54.578Z,58.6,,,34.3,,0,
2018-01-08T11:20:04.578Z,57.3,,,34.3,,0,
2018-01-08T11:20:14.597Z,56.7,,,34.3,,0,
2018-01-08T11:20:24.578Z,56.4,,,34.3,,0,
2018-01-08T11:20:34.578Z,56.3,,,34.3,,0,
2018-01-08T11:20:44.585Z,,,,34.3,,0,
2018-01-08T11:20:54.579Z,,,,34.3,,0,
2018-01-08T11:21:04.583Z,,,,34.3,,0,
2018-01-08T11:21:14.589Z,56.2,,,34.3,,0,
2018-01-08T11:21:24.580Z,56.1,,,34.3,,0,
2018-01-08T11:21:34.578Z,55.9,,,34.3,,0,
2018-01-08T11:21:44.579Z,55.5,,,34.3,,0,
2018-01-08T11:21:54.585Z,55.2,,,34.3,,0,
2018-01-08T11:22:04.585Z,55,,,34.3,,0,
2018-01-08T11:22:14.581Z,54.9,,,34.3,,0,
2018-01-08T11:22:24.584Z,54.8,,,34.3,,0,
2018-01-08T11:22:39.600Z,54.7,,,34.3,,0,
2018-01-08T11:22:44.601Z,54.6,,,34.3,,0,
2018-01-08T11:22:54.586Z,54.4,,,34.3,,0,
2018-01-08T11:23:04.776Z,54.1,,,34.3,,0,
2018-01-08T11:23:14.579Z,53.9,,,34.3,,0,
2018-01-08T11:23:24.578Z,53.6,,,34.3,,0,
2018-01-08T11:23:34.582Z,53.4,,,34.3,,0,
2018-01-08T11:23:44.578Z,53.2,,,34.3,,0,
2018-01-08T11:23:54.578Z,53.1,,,34.3,,0,
2018-01-08T11:24:04.585Z,53.1,45,1,34.3,0,0,
2018-01-08T11:24:14.594Z,58.4,35,,34.3,,0,
2018-01-08T11:24:24.579Z,59.4,30,,34.2,,0,
2018-01-08T11:24:34.589Z,59.5,29,,34.3,,0,
2018-01-08T11:24:44.579Z,59.6,30,,34.2,,0,
2018-01-08T11:24:54.584Z,59.5,,,34.2,,0,
2018-01-08T11:25:04.622Z,,29,,34.2,,0,
2018-01-08T11:25:14.665Z,,30,,34.2,,0,
2018-01-08T11:25:24.579Z,,29,,34.2,,0,
2018-01-08T11:25:34.580Z,,,,34.2,,0,
2018-01-08T11:25:44.579Z,59.6,,,34.2,,0,
2018-01-08T11:25:54.603Z,59.7,,,34.2,,0,
2018-01-08T11:26:04.602Z,60,30,,34.2,,0,
2018-01-08T11:26:14.580Z,60.4,,,34.2,,0,
2018-01-08T11:26:24.599Z,60.6,,,34.2,,0,
2018-01-08T11:26:34.580Z,60.7,29,,34.2,,0,
