Time,HwTSet,PrimTSet,ChActive,HwActive,HwTOutlet,ActPow,PrimT
2017-11-18T12:42:47.753Z,0,,,,30.2,,43.1
2017-11-18T12:42:57.748Z,0,,,,30.2,29,43.3
2017-11-18T12:43:07.748Z,0,,,,30.2,30,43.5
2017-11-18T12:43:17.751Z,0,,,,30.2,29,43.7
2017-11-18T12:43:27.772Z,0,,,,30.2,,44
2017-11-18T12:43:37.748Z,0,,,,30.2,,44.2
2017-11-18T12:43:47.753Z,0,,,,30.2,,44.6
2017-11-18T12:43:57.749Z,0,,1,0,30.2,0,44.9
2017-11-18T12:44:07.753Z,0,,,,30.2,,41.8
2017-11-18T12:44:17.748Z,0,,,,30.2,,40.9
2017-11-18T12:44:35.493Z,0,,,,30.2,,39.5
2017-11-18T12:44:37.749Z,0,,,,30.2,,39.4
2017-11-18T12:44:47.754Z,0,,,,30.2,,39.3
2017-11-18T12:44:57.752Z,0,,,,30.2,,39.5
2017-11-18T12:45:07.753Z,0,,,,30.2,,39.6
2017-11-18T12:45:17.757Z,0,,,,30.2,,
2017-11-18T12:45:27.762Z,0,,,,30.2,,
2017-11-18T12:45:37.751Z,0,,,,30.1,,
2017-11-18T12:45:47.749Z,0,,,,30.1,,39.5
2017-11-18T12:45:57.749Z,0,,,,30.1,,39.3
2017-11-18T12:46:07.749Z,0,,,,30.1,,38.9
2017-11-18T12:46:17.754Z,0,,,,30.1,,38.6
2017-11-18T12:46:27.750Z,0,,,,30.1,,38.4
2017-11-18T12:46:37.749Z,0,,,,30.1,,38.2
2017-11-18T12:46:47.751Z,0,,,,30.1,,38.1
2017-11-18T12:46:57.753Z,0,,,,30.1,,37.9
2017-11-18T12:47:07.751Z,0,,,,30.1,,37.8
2017-11-18T12:47:17.749Z,0,,,,30.1,,37.7
2017-11-18T12:47:27.749Z,0,,,,30.1,,37.6
2017-11-18T12:47:37.749Z,0,,,,30.1,,37.5
2017-11-18T12:47:47.751Z,0,,,,30.1,,37.3
2017-11-18T12:47:57.751Z,0,,,,30.1,,37.2
2017-11-18T12:48:07.754Z,0,,,,30.1,,36.9
2017-11-18T12:48:17.749Z,0,,,,30,,36.8
2017-11-18T12:48:27.749Z,0,,,,30,,36.7
2017-11-18T12:48:37.749Z,0,,,,30,,36.6
2017-11-18T12:48:47.750Z,0,,,,30,,36.4
2017-11-18T12:48:57.750Z,0,,,,30,,36.3
2017-11-18T12:49:07.753Z,0,,,,30,,36.2
2017-11-18T12:49:17.750Z,0,,,,30,,36.1
2017-11-18T12:49:27.751Z,0,,,,30,,35.9
2017-11-18T12:49:37.750Z,0,,,,30,,
2017-11-18T12:49:47.756Z,0,,,,30,,35.8
2017-11-18T12:49:57.751Z,0,,,,30,,35.6
2017-11-18T12:50:07.749Z,0,,,,30,,35.5
2017-11-18T12:50:17.755Z,0,,,,30,,35.4
2017-11-18T12:50:27.749Z,0,,,,30,,35.3
2017-11-18T12:50:37.754Z,0,,,,29.8,,
2017-11-18T12:50:47.750Z,0,,,,29.8,,35.2
2017-11-18T12:50:57.755Z,0,,1,0,29.8,44,35.1
2017-11-18T12:51:07.757Z,0,,,,29.8,33,41.2
2017-11-18T12:51:17.750Z,0,,,,29.8,29,42
2017-11-18T12:51:27.751Z,0,,,,29.8,,42.4
2017-11-18T12:51:37.751Z,0,,,,29.8,,42.7
2017-11-18T12:51:47.750Z,0,,,,29.8,,42.9
2017-11-18T12:51:57.754Z,0,,,,29.8,,43
2017-11-18T12:52:07.758Z,0,,,,29.8,30,43.1
2017-11-18T12:52:17.764Z,0,,,,29.8,,43.2
2017-11-18T12:52:27.764Z,0,,,,29.8,29,43.4
2017-11-18T12:52:37.789Z,0,,,,29.7,30,43.5
2017-11-18T12:52:47.758Z,0,,,,29.7,29,43.7
2017-11-18T12:52:57.761Z,0,,,,29.7,,44
2017-11-18T12:53:07.764Z,0,,,,29.7,,44.2
2017-11-18T12:53:17.760Z,0,,,,29.7,,44.6
2017-11-18T12:53:27.756Z,0,,1,0,29.7,0,43.9
2017-11-18T12:53:37.763Z,0,,,,29.7,,40.8
2017-11-18T12:53:47.756Z,0,,,,29.7,,39.9
2017-11-18T12:53:57.752Z,0,,,,29.7,,39.6
2017-11-18T12:54:07.761Z,0,,,,29.7,,39.4
2017-11-18T12:54:17.753Z,0,,,,29.7,,39.5
2017-11-18T12:54:27.765Z,0,,,,29.7,,39.6
2017-11-18T12:54:37.760Z,0,,,,29.7,,
2017-11-18T12:54:47.750Z,0,,,,29.7,,
2017-11-18T12:54:57.759Z,0,0,0,2,29.7,,
2017-11-18T12:55:07.756Z,54,,0,2,29.8,118,42
2017-11-18T12:55:17.765Z,54,,,,37.7,114,47
2017-11-18T12:55:27.751Z,0,,0,0,42.2,0,48.9
2017-11-18T12:55:37.767Z,0,,,,42.3,,48.5
2017-11-18T12:55:47.753Z,0,,,,42.1,,48.2
2017-11-18T12:55:57.759Z,0,,,,42,,48.1
2017-11-18T12:56:07.751Z,0,,,,41.9,,
2017-11-18T12:56:17.750Z,0,,,,41.8,,48
2017-11-18T12:56:27.757Z,0,41,1,0,41.6,,
2017-11-18T12:56:42.841Z,0,,,,41.5,,47.9
2017-11-18T12:56:47.751Z,0,,,,41.3,,42.8
2017-11-18T12:56:57.752Z,0,,,,41.2,,40.9
2017-11-18T12:57:07.751Z,0,,,,40.9,,39.9
2017-11-18T12:57:17.753Z,0,0,0,0,41.2,,39.1
2017-11-18T12:57:27.751Z,0,,,,40.9,,38.9
2017-11-18T12:57:37.751Z,0,,,,40.7,,38.8
2017-11-18T12:57:47.751Z,0,,,,40.6,,
2017-11-18T12:57:57.751Z,0,,,,40.4,,
2017-11-18T12:58:07.756Z,0,,,,40.3,,38.7
2017-11-18T12:58:17.751Z,0,41,1,0,40.2,,
2017-11-18T12:58:27.763Z,0,,,,40.1,38,43
2017-11-18T12:58:37.752Z,0,,1,0,40,0,44.8
2017-11-18T12:58:47.751Z,0,,,,39.9,,39.9
2017-11-18T12:58:57.755Z,0,,,,39.8,,38.9
2017-11-18T12:59:07.909Z,0,,,,39.8,,37.9
2017-11-18T12:59:17.751Z,0,,,,39.7,,37.8
2017-11-18T12:59:27.752Z,0,,,,39.6,,37.6
2017-11-18T12:59:37.751Z,0,,,,39.5,,37.8
2017-11-18T12:59:47.931Z,0,,,,39.4,,38
2017-11-18T12:59:57.751Z,0,,,,39.3,,37.9
2017-11-18T13:00:07.751Z,0,,,,39.3,,
2017-11-18T13:00:17.752Z,0,,,,39.2,,37.8
2017-11-18T13:00:27.751Z,0,,,,39.1,,37.7
2017-11-18T13:00:37.753Z,0,,,,38.9,,37.6
2017-11-18T13:00:47.752Z,0,,,,38.8,,37.3
2017-11-18T13:00:57.751Z,0,,,,38.7,,36.9
2017-11-18T13:01:07.751Z,0,,,,38.6,,36.7
2017-11-18T13:01:17.751Z,0,,,,38.5,,36.5
2017-11-18T13:01:27.752Z,0,,,,38.4,,36.3
2017-11-18T13:01:37.758Z,0,,,,38.3,,36.2
2017-11-18T13:01:47.753Z,0,,,,38.3,,36.1
2017-11-18T13:01:57.753Z,0,,,,38.2,,35.9
2017-11-18T13:02:07.751Z,0,,,,38.1,,
2017-11-18T13:02:17.757Z,0,,,,38,,35.7
2017-11-18T13:02:27.756Z,0,,,,37.9,,35.6
2017-11-18T13:02:37.756Z,0,,,,37.8,,35.5
2017-11-18T13:02:47.751Z,0,,,,37.7,,35.4
2017-11-18T13:02:57.751Z,0,,,,37.7,,35.3
2017-11-18T13:03:07.756Z,0,,,,37.6,,35.2
2017-11-18T13:03:17.753Z,0,,1,0,37.5,,34.9
2017-11-18T13:03:27.763Z,0,,,,37.4,38,40
2017-11-18T13:03:37.752Z,0,,,,37.3,29,42
2017-11-18T13:03:47.755Z,0,,,,37.2,,42.2
2017-11-18T13:03:57.755Z,0,,,,37.2,30,42.6
2017-11-18T13:04:07.753Z,0,,,,37.1,,42.8
2017-11-18T13:04:17.752Z,0,,,,36.9,29,
2017-11-18T13:04:27.945Z,0,,,,36.8,30,43
2017-11-18T13:04:37.786Z,0,,,,36.7,29,43.1
2017-11-18T13:04:47.752Z,0,,,,36.7,,43.3
2017-11-18T13:04:57.752Z,0,,,,36.6,,43.5
2017-11-18T13:05:07.753Z,0,,,,36.5,29,44
2017-11-18T13:05:17.753Z,0,,,,36.4,30,44.1
2017-11-18T13:05:27.754Z,0,,,,36.4,29,44.5
2017-11-18T13:05:37.754Z,0,,,,36.3,30,44.8
2017-11-18T13:05:47.757Z,0,,1,0,36.2,0,44.9
2017-11-18T13:05:57.752Z,0,,,,36.2,,41.8
2017-11-18T13:06:07.755Z,0,,,,36.1,,39.9
2017-11-18T13:06:17.752Z,0,,,,36,,39.5
2017-11-18T13:06:27.755Z,0,,,,35.9,,39.3
2017-11-18T13:06:37.752Z,0,,,,35.9,,
2017-11-18T13:06:47.752Z,0,,,,35.8,,39.4
2017-11-18T13:06:57.753Z,0,0,0,0,37.9,,39.4
2017-11-18T13:07:07.757Z,0,,,,36.7,,39.5
2017-11-18T13:07:17.756Z,0,,,,36.6,,
2017-11-18T13:07:27.752Z,0,,,,36.5,,39.4
2017-11-18T13:07:37.758Z,0,,,,36.4,,
2017-11-18T13:07:47.757Z,0,,,,36.4,,
2017-11-18T13:07:57.752Z,0,41,1,0,36.3,,39.5
2017-11-18T13:08:07.767Z,0,,,,36.2,33,45.6
2017-11-18T13:08:17.753Z,0,,1,0,36.2,0,43.7
2017-11-18T13:08:27.753Z,0,,,,36.1,,40.9
2017-11-18T13:08:37.753Z,0,,,,36,,39.5
2017-11-18T13:08:47.752Z,0,,,,36,,38.9
2017-11-18T13:08:57.753Z,0,0,0,2,35.9,,38.3
2017-11-18T13:09:07.766Z,54,,0,0,22.5,0,42.1
2017-11-18T13:09:17.757Z,0,,,,19.6,,39.8
2017-11-18T13:09:27.752Z,0,,0,2,19.6,,39.8
2017-11-18T13:09:37.753Z,54,,0,2,34.9,30,36.7
2017-11-18T13:09:47.764Z,54,,,,32.6,152,41
2017-11-18T13:09:57.766Z,54,,,,36.7,153,50.2
2017-11-18T13:10:07.759Z,54,,,,44.2,147,56
2017-11-18T13:10:17.756Z,54,,,,49.2,144,60
2017-11-18T13:10:27.773Z,0,,0,0,51.8,0,59.1
2017-11-18T13:10:37.758Z,0,,,,51.5,,58.9
2017-11-18T13:10:47.753Z,0,,,,51.2,,58.7
2017-11-18T13:10:57.752Z,0,,,,51,,58.6
2017-11-18T13:11:07.755Z,0,,,,50.8,,58.5
2017-11-18T13:11:17.753Z,0,,,,50.6,,58.4
2017-11-18T13:11:27.755Z,0,41,1,0,50.3,,59
2017-11-18T13:11:37.760Z,0,42,,,50.2,,54.6
2017-11-18T13:11:47.756Z,0,41,,,49.9,,45.8
2017-11-18T13:11:57.754Z,0,,,,49.7,,41.9
2017-11-18T13:12:07.753Z,0,,,,49.4,,40.9
2017-11-18T13:12:17.757Z,0,,,,49.2,,38.9
2017-11-18T13:12:27.753Z,0,,,,49,,38.7
2017-11-18T13:12:37.753Z,0,,,,48.8,,38.3
2017-11-18T13:12:47.753Z,0,42,,,48.5,,38.4
2017-11-18T13:12:57.757Z,0,,,,48.3,,38.2
2017-11-18T13:13:07.753Z,0,,,,48.1,,38.1
2017-11-18T13:13:17.758Z,0,41,,,47.9,,
2017-11-18T13:13:27.753Z,0,42,,,47.7,,38.5
2017-11-18T13:13:37.753Z,0,,,,47.5,,38.8
2017-11-18T13:13:47.753Z,0,41,,,47.3,,38.6
2017-11-18T13:13:57.753Z,0,,,,47.1,,37.9
2017-11-18T13:14:07.753Z,0,,,,46.8,,37.8
2017-11-18T13:14:17.758Z,0,42,,,46.6,,37.5
2017-11-18T13:14:27.759Z,0,41,,,46.4,,37.2
2017-11-18T13:14:37.753Z,0,,,,46.1,,36.9
2017-11-18T13:14:47.754Z,0,,,,45.9,,36.8
2017-11-18T13:14:57.758Z,0,42,,,45.7,,36.7
2017-11-18T13:15:07.754Z,54,0,0,2,45.3,31,36.6
2017-11-18T13:15:17.766Z,54,,,,25.6,115,44.1
2017-11-18T13:15:27.767Z,54,,,,40.3,151,49.3
2017-11-18T13:15:37.755Z,54,,,,44.3,145,55.2
2017-11-18T13:15:47.758Z,54,,,,49.3,136,59
2017-11-18T13:15:57.754Z,54,,0,0,52.4,0,59.8
2017-11-18T13:16:07.753Z,0,,,,52.6,,59.7
2017-11-18T13:16:17.753Z,0,,,,52.3,,59.4
2017-11-18T13:16:27.754Z,0,,,,52.1,,59.3
2017-11-18T13:16:37.754Z,0,,,,51.9,,59.1
2017-11-18T13:16:47.756Z,0,,,,51.6,,59
2017-11-18T13:16:57.756Z,0,41,1,0,51.4,,58.9
2017-11-18T13:17:07.754Z,0,,,,51.2,,58.7
2017-11-18T13:17:17.754Z,0,,,,51,,49.4
2017-11-18T13:17:27.777Z,0,42,,,50.7,,42.9
2017-11-18T13:17:37.759Z,0,41,,,50.5,,40.7
2017-11-18T13:17:47.755Z,0,,,,50.3,,38.8
2017-11-18T13:17:57.754Z,0,,,,50.1,,37.8
2017-11-18T13:18:07.761Z,0,,,,49.9,,37.1
2017-11-18T13:18:17.754Z,0,,,,49.7,,36.9
2017-11-18T13:18:27.754Z,0,,,,49.3,,
2017-11-18T13:18:37.754Z,0,,,,49.1,,37.1
2017-11-18T13:18:47.754Z,0,,,,48.9,,37.2
2017-11-18T13:18:57.754Z,0,,,,48.7,,38
2017-11-18T13:19:07.755Z,0,,,,48.4,,38.1
2017-11-18T13:19:17.757Z,0,,,,48.1,,37.9
2017-11-18T13:19:27.755Z,0,,,,47.8,,37.7
2017-11-18T13:19:37.755Z,0,,,,47.6,,36.9
2017-11-18T13:19:47.759Z,0,,,,47.3,,36.8
2017-11-18T13:19:57.755Z,0,,,,47.1,,36.5
2017-11-18T13:20:07.755Z,0,41,1,0,46.9,0,36.3
2017-11-18T13:20:17.758Z,0,,,,46.6,,36.2
2017-11-18T13:20:27.754Z,0,,,,46.3,,
2017-11-18T13:20:37.755Z,0,,,,46.1,,36.1
2017-11-18T13:20:47.754Z,0,,,,45.8,,
2017-11-18T13:20:57.755Z,0,,,,45.6,,36
2017-11-18T13:21:07.760Z,0,,,,45.4,,35.9
2017-11-18T13:21:17.754Z,0,,,,45.1,,
2017-11-18T13:21:27.755Z,0,,,,44.9,,
2017-11-18T13:21:37.754Z,0,,,,44.7,,
2017-11-18T13:21:47.755Z,0,,,,44.4,,
2017-11-18T13:21:57.755Z,0,,,,44.2,,
2017-11-18T13:22:07.758Z,0,,,,43.9,,
2017-11-18T13:22:17.755Z,0,,,,43.7,,36
2017-11-18T13:22:27.760Z,0,,,,43.5,,36.1
2017-11-18T13:22:37.755Z,0,,,,43.4,,37.1
2017-11-18T13:22:47.755Z,0,,,,43.2,,38
2017-11-18T13:22:57.755Z,0,,,,43,,38.1
2017-11-18T13:23:07.761Z,0,0,0,2,42.9,46,36.9
2017-11-18T13:23:17.757Z,54,,0,0,34.1,0,41.9
2017-11-18T13:23:27.766Z,0,,0,0,38.1,,42.1
2017-11-18T13:23:37.758Z,0,,,,38,,
2017-11-18T13:23:47.760Z,0,,,,37.9,,42
2017-11-18T13:23:57.755Z,0,,,,37.8,,41.9
2017-11-18T13:24:07.768Z,0,,,,37.7,,
2017-11-18T13:24:17.755Z,0,41,1,0,37.6,,41.8
2017-11-18T13:24:27.758Z,0,,,,37.5,,42
2017-11-18T13:24:37.755Z,0,,,,37.4,,40.8
2017-11-18T13:24:47.756Z,0,,,,37.4,,37.8
2017-11-18T13:24:57.755Z,0,,,,37.3,,36.8
2017-11-18T13:25:07.755Z,0,,,,37.2,,35.9
2017-11-18T13:25:17.755Z,0,0,0,2,37.1,,34.9
2017-11-18T13:25:27.769Z,54,,0,2,22.7,115,39.2
2017-11-18T13:25:37.767Z,54,,0,0,35.9,0,41.5
2017-11-18T13:25:47.755Z,0,,,,36,,41.6
2017-11-18T13:25:57.760Z,0,,,,35.9,,41.4
2017-11-18T13:26:07.768Z,54,,0,2,38.4,30,38.8
2017-11-18T13:26:17.755Z,54,,,,35.2,73,36.9
2017-11-18T13:26:27.777Z,54,,,,34.8,153,46.2
2017-11-18T13:26:37.769Z,54,,0,0,42,0,53.6
2017-11-18T13:26:47.756Z,0,,,,45.2,,53.4
2017-11-18T13:26:57.756Z,0,,,,45,,53.2
2017-11-18T13:27:07.755Z,0,,,,44.8,,53
2017-11-18T13:27:17.756Z,0,,,,44.7,,52.9
2017-11-18T13:27:27.756Z,0,,,,44.4,,
2017-11-18T13:27:37.757Z,0,41,1,0,44.2,,52.8
2017-11-18T13:27:47.756Z,0,,,,44,,53.3
2017-11-18T13:27:58.006Z,0,,,,43.9,,45.6
2017-11-18T13:28:07.756Z,0,,,,43.7,,40.7
2017-11-18T13:28:17.756Z,0,,,,43.5,,37.7
2017-11-18T13:28:27.760Z,0,,,,43.3,,36.6
2017-11-18T13:28:37.764Z,0,,,,43.2,,35.8
2017-11-18T13:28:47.756Z,0,,,,43,,35.2
2017-11-18T13:28:57.771Z,0,,,,42.9,,
2017-11-18T13:29:07.756Z,0,,,,42.7,,
2017-11-18T13:29:17.766Z,0,42,1,0,42.5,43,37.4
2017-11-18T13:29:27.774Z,0,,,,42.3,29,42.1
2017-11-18T13:29:37.761Z,0,41,,,42.2,29,43
2017-11-18T13:29:47.757Z,0,42,,,42.1,30,43.3
2017-11-18T13:29:57.756Z,0,41,,,41.9,,43.5
2017-11-18T13:30:07.761Z,0,,,,41.7,,43.3
2017-11-18T13:30:17.757Z,0,42,,,41.6,,43.2
2017-11-18T13:30:27.759Z,0,,,,41.5,29,43.1
2017-11-18T13:30:37.756Z,0,,,,41.3,30,
2017-11-18T13:30:47.756Z,0,,,,41.2,,43.3
2017-11-18T13:30:57.756Z,0,,,,40.9,29,43.5
2017-11-18T13:31:07.761Z,0,,,,40.8,30,44
2017-11-18T13:31:17.756Z,0,,,,40.7,,44.1
2017-11-18T13:31:27.761Z,0,,,,40.5,,44.4
2017-11-18T13:31:37.757Z,0,,,,40.4,29,44.6
2017-11-18T13:31:47.758Z,0,,,,40.3,,44.8
2017-11-18T13:31:57.756Z,0,,,,40.2,,45
2017-11-18T13:32:07.760Z,0,,,,40,30,45.2
2017-11-18T13:32:17.759Z,0,,,,39.9,,45.5
2017-11-18T13:32:27.757Z,0,,,,39.8,29,45.7
2017-11-18T13:32:38.039Z,0,,1,0,39.7,0,45.9
2017-11-18T13:32:47.757Z,0,,,,39.5,,42.7
2017-11-18T13:32:57.762Z,0,,,,39.4,,40.9
2017-11-18T13:33:07.756Z,0,,,,39.3,,40.2
2017-11-18T13:33:17.761Z,0,,,,39.2,,39.9
2017-11-18T13:33:27.759Z,0,,,,39.1,,40
2017-11-18T13:33:37.761Z,0,,,,38.9,,
2017-11-18T13:33:47.757Z,0,,,,38.8,,
2017-11-18T13:33:57.757Z,0,,,,38.7,,
2017-11-18T13:34:07.756Z,0,,,,38.6,,
2017-11-18T13:34:17.756Z,0,,,,38.5,,39.9
2017-11-18T13:34:27.759Z,0,,,,38.4,,39.8
2017-11-18T13:34:37.962Z,0,,,,38.3,,39.6
2017-11-18T13:34:47.757Z,0,,,,38.2,,39.3
2017-11-18T13:34:57.783Z,0,,,,38.1,,38.9
2017-11-18T13:35:07.757Z,0,,,,38,,38.7
2017-11-18T13:35:17.757Z,0,,,,37.9,,38.6
2017-11-18T13:35:27.757Z,0,,,,37.8,,38.5
2017-11-18T13:35:37.757Z,0,,,,37.8,,38.4
2017-11-18T13:35:47.758Z,0,,,,37.7,,38.3
2017-11-18T13:35:57.757Z,0,,,,37.6,,38.2
2017-11-18T13:36:07.757Z,0,,,,37.5,,
2017-11-18T13:36:17.763Z,0,,,,37.4,,38.1
2017-11-18T13:36:27.757Z,0,,,,37.4,,37.9
2017-11-18T13:36:37.757Z,0,,,,37.2,,37.8
2017-11-18T13:36:47.757Z,0,,,,37.2,,
2017-11-18T13:36:57.760Z,0,,,,37.1,,
2017-11-18T13:37:07.757Z,0,,,,36.9,,
2017-11-18T13:37:18.468Z,0,,,,36.8,,
2017-11-18T13:37:27.757Z,0,,,,36.7,,
2017-11-18T13:37:37.757Z,0,,,,36.7,,
2017-11-18T13:37:47.757Z,0,,,,36.6,,
2017-11-18T13:37:57.762Z,0,,,,36.5,,37.7
2017-11-18T13:38:07.757Z,0,,,,36.4,,
2017-11-18T13:38:17.757Z,0,,,,36.4,,
2017-11-18T13:38:27.758Z,0,,,,36.3,,
2017-11-18T13:38:37.758Z,0,,,,36.2,,
2017-11-18T13:38:47.758Z,0,,,,36.1,,
2017-11-18T13:38:57.759Z,0,,,,36,,
2017-11-18T13:39:07.758Z,0,,,,36,,37.8
2017-11-18T13:39:17.757Z,0,,,,35.9,,37.9
2017-11-18T13:39:27.758Z,0,,,,35.8,,38
2017-11-18T13:39:37.758Z,0,,,,35.7,,
2017-11-18T13:39:47.758Z,0,,,,35.7,,38.2
2017-11-18T13:39:57.763Z,0,,,,35.6,,
2017-11-18T13:40:07.759Z,0,,,,35.5,,38.3
2017-11-18T13:40:17.758Z,0,,,,35.5,,38.4
2017-11-18T13:40:27.758Z,0,,,,35.4,,38.5
2017-11-18T13:40:37.758Z,0,,,,35.3,,37.8
2017-11-18T13:40:47.758Z,0,,,,35.3,,37.1
2017-11-18T13:40:57.758Z,0,,,,35.2,,36.9
2017-11-18T13:41:07.773Z,0,,,,35.1,,36.5
2017-11-18T13:41:17.758Z,0,,,,35.1,,35.9
2017-11-18T13:41:27.759Z,0,,1,0,34.9,43,38.1
2017-11-18T13:41:37.762Z,0,,,,34.8,32,42
2017-11-18T13:41:47.758Z,0,,,,34.8,30,42.6
2017-11-18T13:41:57.758Z,0,,,,34.7,,43
2017-11-18T13:42:07.758Z,0,,,,34.6,,
2017-11-18T13:42:17.758Z,0,,,,34.6,,43.1
2017-11-18T13:42:27.758Z,0,,,,34.5,29,43.2
2017-11-18T13:42:37.758Z,0,,,,34.4,,43.3
2017-11-18T13:42:47.758Z,0,,,,34.4,,43.4
2017-11-18T13:42:57.764Z,0,,,,34.3,30,43.5
2017-11-18T13:43:07.763Z,0,,,,34.3,29,43.7
2017-11-18T13:43:17.758Z,0,,,,34.2,30,44
2017-11-18T13:43:27.763Z,0,,,,34.2,29,44.4
2017-11-18T13:43:37.758Z,0,,,,34.1,,44.6
2017-11-18T13:43:47.758Z,0,,,,34,,44.7
2017-11-18T13:43:57.764Z,0,,,,34,29,45
2017-11-18T13:44:07.761Z,0,,,,33.9,,45.1
2017-11-18T13:44:17.762Z,0,,,,33.9,,45.3
2017-11-18T13:44:27.759Z,0,,,,33.8,30,45.5
2017-11-18T13:44:37.758Z,0,,,,33.8,29,45.7
2017-11-18T13:44:47.760Z,0,,1,0,33.7,0,45.9
2017-11-18T13:44:57.893Z,0,,,,33.7,,42.8
2017-11-18T13:45:07.763Z,0,,,,33.6,,40.9
2017-11-18T13:45:17.759Z,0,,,,33.6,,40.5
2017-11-18T13:45:27.758Z,0,,,,33.5,,40.3
2017-11-18T13:45:37.765Z,0,,,,33.5,,
2017-11-18T13:45:47.794Z,0,,,,33.5,,40.4
2017-11-18T13:45:57.771Z,0,,,,33.4,,
2017-11-18T13:46:07.758Z,0,,,,33.4,,
2017-11-18T13:46:17.761Z,0,,,,33.3,,
2017-11-18T13:46:27.766Z,0,,,,33.3,,40.3
2017-11-18T13:46:37.758Z,0,,,,33.3,,39.9
2017-11-18T13:46:47.759Z,0,,,,33.2,,
2017-11-18T13:46:57.761Z,0,,,,33.2,,39.6
2017-11-18T13:47:07.764Z,0,,,,33.1,,39.3
2017-11-18T13:47:17.760Z,0,,,,33.1,,39.2
2017-11-18T13:47:27.759Z,0,,,,32.9,,38.9
2017-11-18T13:47:37.775Z,0,,,,32.9,,38.8
2017-11-18T13:47:47.759Z,0,,,,32.9,,38.7
2017-11-18T13:47:57.759Z,0,,,,32.8,,
2017-11-18T13:48:07.769Z,0,,,,32.8,,38.6
2017-11-18T13:48:17.762Z,0,,,,32.8,,38.5
2017-11-18T13:48:27.762Z,0,,,,32.7,,38.4
2017-11-18T13:48:37.759Z,0,,,,32.7,,38.3
2017-11-18T13:48:47.761Z,0,,,,32.7,,38.1
2017-11-18T13:48:57.761Z,0,,,,32.6,,
2017-11-18T13:49:07.759Z,0,,,,32.6,,
2017-11-18T13:49:17.759Z,0,,,,32.6,,
2017-11-18T13:49:27.762Z,0,,,,32.5,,
2017-11-18T13:49:37.763Z,0,,,,32.5,,
2017-11-18T13:49:47.762Z,0,,,,32.5,,38
2017-11-18T13:49:57.761Z,0,,,,32.4,,
2017-11-18T13:50:07.766Z,0,,,,32.4,,
2017-11-18T13:50:17.762Z,0,,,,32.4,,
2017-11-18T13:50:27.759Z,0,,,,32.3,,
2017-11-18T13:50:37.760Z,0,,,,32.3,,
2017-11-18T13:50:47.761Z,0,,,,32.3,,37.9
2017-11-18T13:50:57.761Z,0,,,,32.2,,37.9
2017-11-18T13:51:07.761Z,0,,,,32.2,,
2017-11-18T13:51:17.760Z,0,43,,,32.2,,
2017-11-18T13:51:27.840Z,0,42,,,32.1,,
2017-11-18T13:51:37.759Z,0,,,,32.1,,
2017-11-18T13:51:47.761Z,0,,,,32,,
2017-11-18T13:51:57.765Z,0,,,,32,,
2017-11-18T13:52:07.761Z,0,,,,32,,37.8
2017-11-18T13:52:17.760Z,0,,,,32,,
2017-11-18T13:52:27.763Z,0,43,,,31.9,,
2017-11-18T13:52:37.760Z,0,,,,31.9,,
2017-11-18T13:52:47.761Z,0,,,,31.9,,
2017-11-18T13:52:57.764Z,0,,,,31.9,,
2017-11-18T13:53:07.764Z,0,,,,31.8,,
2017-11-18T13:53:17.761Z,0,42,,,31.8,,38
2017-11-18T13:53:27.762Z,0,43,,,31.8,,37.5
2017-11-18T13:53:37.762Z,0,,,,31.6,,37.3
2017-11-18T13:53:47.763Z,0,,1,0,31.6,43,38.1
2017-11-18T13:53:57.764Z,0,,,,31.6,29,43
2017-11-18T13:54:07.767Z,0,,,,31.5,30,43.2
2017-11-18T13:54:17.762Z,0,,,,31.5,29,43.3
2017-11-18T13:54:27.772Z,0,,,,31.5,30,43.5
2017-11-18T13:54:37.763Z,0,,,,31.5,,43.6
2017-11-18T13:54:47.763Z,0,5,0,0,31.4,0,43.7
2017-11-18T13:54:57.769Z,0,,,,31.4,,39.9
2017-11-18T13:55:07.762Z,0,,,,31.4,,37.9
2017-11-18T13:55:17.761Z,0,,,,31.4,,36.9
2017-11-18T13:55:27.792Z,0,,,,31.3,,36.6
2017-11-18T13:55:37.789Z,0,,,,31.3,,36.5
2017-11-18T13:55:47.778Z,0,,,,31.3,,36.7
2017-11-18T13:56:00.194Z,0,,,,31.3,,37.1
2017-11-18T13:56:07.762Z,0,,,,31.2,,37.2
2017-11-18T13:56:17.790Z,0,,,,31.2,,37.3
2017-11-18T13:56:31.234Z,0,,,,31.2,,37.4
2017-11-18T13:56:38.226Z,0,,,,31.2,,
2017-11-18T13:56:47.829Z,0,,,,31,,37.3
2017-11-18T13:57:00.982Z,0,,,,31,,36.9
2017-11-18T13:57:14.213Z,0,,,,31,,36.7
2017-11-18T13:57:28.915Z,0,,,,31,,36.4
2017-11-18T13:57:29.437Z,0,,,,30.9,,36.2
2017-11-18T13:57:42.849Z,0,,,,30.9,,36
2017-11-18T13:57:48.276Z,0,,,,30.9,,35.9
2017-11-18T13:57:59.078Z,0,43,1,0,30.9,45,36
2017-11-18T13:58:14.731Z,0,,,,30.9,35,42
2017-11-18T13:58:17.797Z,0,,,,30.8,29,44.3
2017-11-18T13:58:29.437Z,0,,,,30.8,,43.7
2017-11-18T13:58:37.822Z,0,,,,30.8,29,43.9
2017-11-18T13:58:47.827Z,0,,,,30.8,,43.8
