Time,HwActive,ChActive,HwTSet,PrimTSet,PrimT,ActPow,HwTOutlet
2018-02-15T06:53:16.816Z,,,55,,39.1,,33.8
2018-02-15T06:53:26.384Z,,,,,38.9,,
2018-02-15T06:53:36.384Z,,,55,,,,33.8
2018-02-15T06:53:46.408Z,,,55,,,,33.8
2018-02-15T06:53:56.409Z,,,,,38.8,,
2018-02-15T06:54:06.425Z,,,55,,38.9,,33.8
2018-02-15T06:54:16.386Z,,,,,39,,
2018-02-15T06:54:26.483Z,,,55,,,,33.8
2018-02-15T06:54:36.382Z,,,55,,39.1,,33.8
2018-02-15T06:54:46.384Z,,,55,,39.3,,33.8
2018-02-15T06:54:56.383Z,,,,,39.5,,
2018-02-15T06:55:06.420Z,,,55,,,,33.8
2018-02-15T06:55:16.415Z,,,55,,39.6,,33.8
2018-02-15T06:55:36.384Z,,,55,,39.8,,33.7
2018-02-15T06:55:56.444Z,,,55,,40,,33.7
2018-02-15T06:56:06.455Z,,,55,,,,33.7
2018-02-15T06:56:16.390Z,,,55,,40.1,,33.7
2018-02-15T06:56:36.382Z,,,55,,,,33.7
2018-02-15T06:56:46.382Z,,,55,,40.2,,33.6
2018-02-15T06:56:56.386Z,,,55,,,,33.6
2018-02-15T06:57:16.382Z,,,55,,40.3,,33.6
2018-02-15T06:57:26.387Z,,,55,,,,33.6
2018-02-15T06:57:46.394Z,,,55,,40.5,,33.6
2018-02-15T06:57:56.382Z,,,55,,,,33.5
2018-02-15T06:58:06.385Z,,,55,,,,33.5
2018-02-15T06:58:26.382Z,,,55,,40.6,,33.5
2018-02-15T06:58:36.461Z,,,55,,,,33.5
2018-02-15T06:58:46.425Z,,,55,,,,33.5
2018-02-15T06:58:56.382Z,,,55,,,,33.3
2018-02-15T06:59:06.383Z,,,55,,40.7,,33.3
2018-02-15T06:59:26.384Z,,,55,,,,33.3
2018-02-15T06:59:36.384Z,,,55,,,,33.2
2018-02-15T06:59:46.385Z,,,55,,,,33.2
2018-02-15T06:59:56.387Z,,,,,40.8,,
2018-02-15T07:00:06.387Z,,,55,,38.9,,33.2
2018-02-15T07:00:16.383Z,,,55,,36.5,,33.2
2018-02-15T07:00:26.418Z,,,55,,35.3,,33.2
2018-02-15T07:00:36.397Z,,,55,,34.8,,33.1
2018-02-15T07:00:46.393Z,,,55,,,,33.1
2018-02-15T07:01:10.168Z,,,55,,35.1,,33.1
2018-02-15T07:01:12.207Z,,,55,,34.9,,33.1
2018-02-15T07:01:28.418Z,,,55,,,,33.1
2018-02-15T07:01:38.160Z,,,55,,34.8,,33
2018-02-15T07:01:48.186Z,,,55,,34.7,,33
2018-02-15T07:01:58.197Z,,,55,,34.6,,33
2018-02-15T07:02:06.701Z,,,55,,,,33
2018-02-15T07:02:26.478Z,,,55,,34.4,,32.8
2018-02-15T07:02:36.405Z,,,55,,,,32.8
2018-02-15T07:02:47.065Z,,,55,,34.3,,32.8
2018-02-15T07:02:56.383Z,,,55,,34.2,,32.8
2018-02-15T07:03:06.414Z,,,55,,,,32.7
2018-02-15T07:03:16.451Z,,,,,34.1,,
2018-02-15T07:03:26.440Z,,,55,,34,,32.7
2018-02-15T07:03:36.401Z,,,55,,,,32.7
2018-02-15T07:03:46.467Z,0,2,,,33.8,,
2018-02-15T07:03:56.386Z,,,55,,39.2,79,32.6
2018-02-15T07:04:06.481Z,,,55,,43,52,32.6
2018-02-15T07:04:16.385Z,,,55,,43.6,40,32.6
2018-02-15T07:04:26.403Z,,,,,41.8,29,
2018-02-15T07:04:36.387Z,,,55,,40.1,,32.5
2018-02-15T07:04:46.382Z,,,55,,39.9,,32.5
2018-02-15T07:04:56.421Z,,,55,,38.9,,32.5
2018-02-15T07:05:06.460Z,,,55,,39,,32.5
2018-02-15T07:05:16.382Z,,,55,,39.1,,32.3
2018-02-15T07:05:26.388Z,,,,,39.2,,
2018-02-15T07:05:36.501Z,,,55,,39.4,,32.3
2018-02-15T07:05:46.384Z,,,55,,39.5,,32.3
2018-02-15T07:05:56.382Z,,,55,,39.7,,32.3
2018-02-15T07:06:06.390Z,,,55,,39.9,,32.3
2018-02-15T07:06:16.381Z,,,55,,40,,32.2
2018-02-15T07:06:26.381Z,,,55,,40.2,,32.2
2018-02-15T07:06:36.426Z,,,55,,40.3,,32.2
2018-02-15T07:06:46.382Z,,,55,,40.5,,32.2
2018-02-15T07:06:56.388Z,,,55,,40.6,,32.2
2018-02-15T07:07:06.387Z,,,,,40.8,,
2018-02-15T07:07:16.384Z,,,55,,41,,32.2
2018-02-15T07:07:26.381Z,,,55,,,,32.2
2018-02-15T07:07:36.390Z,,,,,41.1,,
2018-02-15T07:07:46.384Z,,,55,,41.2,,32.2
2018-02-15T07:07:56.381Z,,,55,,41.6,,32.2
2018-02-15T07:08:06.381Z,,,55,,,,32.2
2018-02-15T07:08:16.393Z,,,55,,41.7,,32.2
2018-02-15T07:08:26.381Z,,,55,,41.9,,32.2
2018-02-15T07:08:36.381Z,,,55,,42,,32.2
2018-02-15T07:08:46.389Z,,,55,,42.3,,32.2
2018-02-15T07:08:56.382Z,,,55,,,,32.3
2018-02-15T07:09:06.381Z,,,,,42.4,,
2018-02-15T07:09:16.389Z,,,55,,42.5,,32.3
2018-02-15T07:09:26.431Z,,,55,,42.6,,32.3
2018-02-15T07:09:36.396Z,,,55,,42.7,,32.5
2018-02-15T07:09:46.381Z,,,55,,43,,32.5
2018-02-15T07:09:56.413Z,,,55,,,,32.6
2018-02-15T07:10:06.381Z,,,55,,43.2,,32.6
2018-02-15T07:10:16.396Z,,,,,43.3,,
2018-02-15T07:10:26.402Z,,,55,,43.4,,32.7
2018-02-15T07:10:36.381Z,,,55,,43.5,,32.8
2018-02-15T07:10:46.383Z,,,,,43.6,,
2018-02-15T07:10:56.388Z,,,55,,43.7,,32.8
2018-02-15T07:11:06.381Z,0,2,55,,42.9,0,33
2018-02-15T07:11:16.396Z,,,55,,40.8,,33
2018-02-15T07:11:26.383Z,,,55,,39.8,,33.1
2018-02-15T07:11:36.394Z,,,55,,39.7,,33.1
2018-02-15T07:11:46.382Z,,,55,,,,33.2
2018-02-15T07:11:56.387Z,,,55,,40.1,,33.2
2018-02-15T07:12:06.381Z,,,55,,40.4,,33.3
2018-02-15T07:12:16.381Z,,,55,,40.9,,33.3
2018-02-15T07:12:26.382Z,,,55,,40.7,,33.5
2018-02-15T07:12:36.382Z,,,55,,40.5,,33.5
2018-02-15T07:12:46.411Z,,,55,,40.3,,33.6
2018-02-15T07:12:56.381Z,,,55,,40.1,,33.6
2018-02-15T07:13:06.386Z,,,55,,39.9,,33.6
2018-02-15T07:13:16.382Z,,,55,,,,33.7
2018-02-15T07:13:26.381Z,,,55,,39.8,,33.7
2018-02-15T07:13:36.385Z,,,55,,39.6,,33.7
2018-02-15T07:13:46.385Z,,,55,,39.5,,33.8
2018-02-15T07:13:56.406Z,,,55,,,,33.8
2018-02-15T07:14:06.388Z,,,55,,39.4,,33.8
2018-02-15T07:14:16.381Z,,,55,,39.3,,33.8
2018-02-15T07:14:26.381Z,,,55,,39.1,,33.8
2018-02-15T07:14:36.381Z,,,55,,39,,33.8
2018-02-15T07:14:46.384Z,,,55,,38.9,,33.8
2018-02-15T07:14:56.385Z,,,55,,,,33.8
2018-02-15T07:15:06.385Z,,,55,,38.8,,33.8
2018-02-15T07:15:16.381Z,,,55,,,,33.8
2018-02-15T07:15:26.381Z,,,55,,39,,33.8
2018-02-15T07:15:36.381Z,,,55,,39.1,,33.8
2018-02-15T07:15:46.382Z,,,55,,39.3,,33.8
2018-02-15T07:15:56.422Z,,,55,,39.4,,33.8
2018-02-15T07:16:06.465Z,,,55,,39.5,,33.8
2018-02-15T07:16:16.448Z,,,55,,,,33.8
2018-02-15T07:16:26.455Z,,,55,,39.6,,33.8
2018-02-15T07:16:36.388Z,,,55,,39.8,,33.8
2018-02-15T07:16:46.448Z,,,55,,,,33.8
2018-02-15T07:16:56.381Z,,,55,,39.9,,33.8
2018-02-15T07:17:06.389Z,,,55,,,,33.7
2018-02-15T07:17:16.430Z,,,55,,40,,33.7
2018-02-15T07:17:26.415Z,,,55,,,,33.7
2018-02-15T07:17:36.387Z,,,55,,40.1,,33.7
2018-02-15T07:17:46.381Z,,,55,,,,33.7
2018-02-15T07:17:56.383Z,,,55,,40.2,,33.7
2018-02-15T07:18:06.381Z,,,55,,,,33.7
2018-02-15T07:18:16.421Z,,,55,,40.3,,33.7
2018-02-15T07:18:26.387Z,,,55,,,,33.6
2018-02-15T07:18:36.382Z,,,55,,,,33.6
2018-02-15T07:18:46.381Z,,,55,,40.5,,33.6
2018-02-15T07:18:56.381Z,,,55,,,,33.6
2018-02-15T07:19:06.393Z,,,55,,,,33.6
2018-02-15T07:19:16.402Z,,,55,,40.6,,33.6
2018-02-15T07:19:26.394Z,,,55,,,,33.5
2018-02-15T07:19:36.454Z,,,55,,,,33.5
2018-02-15T07:19:46.411Z,,,55,,,,33.5
2018-02-15T07:19:56.381Z,,,55,,40.7,,33.5
2018-02-15T07:20:06.394Z,,,55,,,,33.5
2018-02-15T07:20:16.416Z,,,55,,,,33.3
2018-02-15T07:20:26.382Z,,,55,,,,33.3
2018-02-15T07:20:36.380Z,,,55,,40.8,,33.3
2018-02-15T07:20:46.383Z,,,55,,,,33.3
2018-02-15T07:20:56.381Z,,,55,,,,33.3
2018-02-15T07:21:06.412Z,,,55,,,,33.2
2018-02-15T07:21:16.384Z,,,55,,38.8,,33.2
2018-02-15T07:21:26.387Z,,,55,,36.9,,33.2
2018-02-15T07:21:36.384Z,,,55,,35.8,,33.2
2018-02-15T07:21:46.402Z,,,55,,34.9,,33.2
2018-02-15T07:21:56.417Z,,,55,,34.8,,33.2
2018-02-15T07:22:06.384Z,,,55,,35.1,,33.1
2018-02-15T07:22:16.394Z,,,55,,,,33.1
2018-02-15T07:22:26.381Z,,,55,,34.9,,33.1
2018-02-15T07:22:36.381Z,,,55,,,,33.1
2018-02-15T07:22:46.383Z,,,55,,34.8,,33.1
2018-02-15T07:22:56.438Z,,,55,,34.7,,33
2018-02-15T07:23:06.393Z,,,55,,,,33
2018-02-15T07:23:16.389Z,,,55,,34.6,,33
2018-02-15T07:23:26.384Z,,,55,,,,33
2018-02-15T07:23:36.414Z,,,55,,34.4,,32.8
2018-02-15T07:23:46.398Z,,,55,,,,32.8
2018-02-15T07:23:56.460Z,,,55,,34.3,,32.8
2018-02-15T07:24:06.385Z,,,55,,34.2,,32.8
2018-02-15T07:24:16.385Z,,,55,,,,32.8
2018-02-15T07:24:26.380Z,,,55,,,,32.7
2018-02-15T07:24:36.380Z,,,55,,34.1,,32.7
2018-02-15T07:24:46.380Z,0,2,55,40,34.1,0,32.7
2018-02-15T07:24:56.384Z,,,55,,34,,32.7
2018-02-15T07:25:06.382Z,0,2,55,,37.4,80,32.6
2018-02-15T07:25:16.383Z,,,55,,42.5,63,32.6
2018-02-15T07:25:26.383Z,,,55,,43.4,46,32.6
2018-02-15T07:25:36.393Z,,,55,,41.8,29,32.6
2018-02-15T07:25:46.383Z,,,55,,40.9,,32.6
2018-02-15T07:25:56.380Z,,,55,,39.9,,32.5
2018-02-15T07:26:06.444Z,,,55,,38.9,,32.5
2018-02-15T07:26:16.382Z,,,55,,39,,32.5
2018-02-15T07:26:26.383Z,,,55,,,,32.5
2018-02-15T07:26:36.380Z,,,55,,39.2,,32.5
2018-02-15T07:26:46.382Z,,,55,,39.3,,32.3
2018-02-15T07:26:56.386Z,,,55,,39.4,,32.3
2018-02-15T07:27:06.380Z,,,55,,39.5,,32.3
2018-02-15T07:27:16.387Z,,,55,,39.8,,32.3
2018-02-15T07:27:26.525Z,,,55,,40,,32.3
2018-02-15T07:27:36.384Z,,,55,,40.1,,32.2
2018-02-15T07:27:46.380Z,,,55,,40.3,,32.2
2018-02-15T07:27:56.386Z,,,55,,40.5,,32.2
2018-02-15T07:28:06.556Z,,,55,,40.6,,32.2
2018-02-15T07:28:16.399Z,,,55,,40.7,,32.2
2018-02-15T07:28:26.474Z,,,55,,40.8,,32.2
2018-02-15T07:28:36.459Z,,,55,,41,,32.2
2018-02-15T07:28:46.454Z,,,55,,41.1,,32.2
2018-02-15T07:28:56.421Z,,,55,,41.2,,32.2
2018-02-15T07:29:06.439Z,,,55,,41.4,,32.2
2018-02-15T07:29:16.493Z,,,55,,41.5,,32.2
2018-02-15T07:29:26.432Z,,,55,,41.6,,32.2
2018-02-15T07:29:36.384Z,,,55,,41.7,,32.2
2018-02-15T07:29:46.418Z,,,55,,42,,32.2
2018-02-15T07:29:56.379Z,,,55,,,,32.2
2018-02-15T07:30:06.380Z,,,55,,42.2,,32.3
2018-02-15T07:30:16.421Z,,,55,,42.3,,32.3
2018-02-15T07:30:26.380Z,,,55,,42.5,,32.3
2018-02-15T07:30:36.380Z,,,55,,42.6,,32.3
2018-02-15T07:30:46.396Z,,,55,,42.7,,32.5
2018-02-15T07:30:56.380Z,,,55,,43,,32.5
2018-02-15T07:31:06.393Z,,,55,,,,32.5
2018-02-15T07:31:16.405Z,,,55,,43.1,,32.6
2018-02-15T07:31:26.444Z,,,55,,43.3,,32.6
2018-02-15T07:31:36.393Z,,,55,,43.4,,32.7
2018-02-15T07:31:46.385Z,,,55,,43.5,,32.7
2018-02-15T07:31:56.409Z,,,55,,43.6,,32.8
2018-02-15T07:32:06.385Z,,,55,,43.7,,32.8
2018-02-15T07:32:16.403Z,0,2,55,,42.8,0,32.8
2018-02-15T07:32:26.382Z,,,55,,40.8,,33
2018-02-15T07:32:36.430Z,,,55,,39.8,,33
2018-02-15T07:32:46.379Z,,,55,,39.7,,33.1
2018-02-15T07:32:56.398Z,,,55,,40,,33.1
2018-02-15T07:33:06.379Z,,,55,,40,,33.2
2018-02-15T07:33:16.379Z,,,55,,40.5,,33.2
2018-02-15T07:33:26.380Z,,,55,,40.9,,33.3
2018-02-15T07:33:36.396Z,,,55,,40.7,,33.5
2018-02-15T07:33:46.419Z,,,55,,40.5,,33.5
2018-02-15T07:33:56.385Z,,,55,,40.2,,33.6
2018-02-15T07:34:06.394Z,,,55,,40.1,,33.6
2018-02-15T07:34:16.379Z,,,55,,39.9,,33.6
2018-02-15T07:34:26.388Z,,,55,,,,33.7
2018-02-15T07:34:36.418Z,,,55,,39.6,,33.7
2018-02-15T07:34:46.380Z,,,55,,,,33.7
2018-02-15T07:34:56.382Z,,,55,,39.5,,33.7
2018-02-15T07:35:06.386Z,,,55,,,,33.7
2018-02-15T07:35:16.380Z,,,55,,39.4,,33.8
2018-02-15T07:35:26.379Z,,,55,,39.3,,33.8
2018-02-15T07:35:36.379Z,,,55,,39.1,,33.8
2018-02-15T07:35:46.395Z,,,55,,38.9,,33.8
2018-02-15T07:35:56.445Z,,,55,,,,33.8
2018-02-15T07:36:06.385Z,,,55,,38.8,,33.8
2018-02-15T07:36:16.403Z,,,55,,,,33.8
2018-02-15T07:36:26.400Z,,,55,,,,33.8
2018-02-15T07:36:36.384Z,,,55,,39,,33.8
2018-02-15T07:36:46.387Z,,,55,,,,33.8
2018-02-15T07:36:56.381Z,,,55,,39.1,,33.8
2018-02-15T07:37:06.379Z,,,55,,39.3,,33.8
2018-02-15T07:37:16.445Z,,,55,,39.4,,33.8
2018-02-15T07:37:26.421Z,,,55,,39.5,,33.8
2018-02-15T07:37:36.402Z,,,55,,39.6,,33.8
2018-02-15T07:37:46.398Z,,,55,,39.8,,33.8
2018-02-15T07:37:56.439Z,,,55,,,,33.7
2018-02-15T07:38:06.382Z,,,55,,39.9,,33.7
2018-02-15T07:38:16.406Z,,,55,,39.9,,33.7
2018-02-15T07:38:26.381Z,,,55,,40,,33.7
2018-02-15T07:38:36.391Z,,,55,,,,33.7
2018-02-15T07:38:46.398Z,,,55,,40.1,,33.7
2018-02-15T07:38:56.710Z,,,55,,,,33.7
2018-02-15T07:39:06.385Z,,,55,,40.2,,33.6
2018-02-15T07:39:16.380Z,,,55,,,,33.6
2018-02-15T07:39:26.392Z,,,55,,,,33.6
2018-02-15T07:39:36.424Z,,,55,,40.3,,33.6
2018-02-15T07:39:46.484Z,,,55,,,,33.6
2018-02-15T07:39:56.406Z,,,55,,,,33.6
2018-02-15T07:40:06.479Z,,,55,,40.5,,33.6
2018-02-15T07:40:16.454Z,,,55,,,,33.5
2018-02-15T07:40:26.380Z,,,55,,,,33.5
2018-02-15T07:40:36.379Z,,,55,,40.6,,33.5
2018-02-15T07:40:46.446Z,,,55,,,,33.5
2018-02-15T07:40:56.398Z,,,55,,,,33.5
2018-02-15T07:41:06.407Z,,,55,,,,33.3
2018-02-15T07:41:16.401Z,,,55,,40.7,,33.3
2018-02-15T07:41:26.495Z,,,55,,,,33.3
2018-02-15T07:41:36.415Z,,,55,,,,33.3
2018-02-15T07:41:46.395Z,,,55,,,,33.3
2018-02-15T07:41:56.438Z,,,55,,40.8,,33.3
2018-02-15T07:42:06.393Z,,,55,,,,33.2
2018-02-15T07:42:16.406Z,,,55,,,,33.2
2018-02-15T07:42:26.406Z,,,55,,38.9,,33.2
2018-02-15T07:42:36.417Z,,,55,,36.9,,33.2
2018-02-15T07:42:46.441Z,,,55,,35.9,,33.2
2018-02-15T07:42:56.461Z,,,55,,34.9,,33.2
2018-02-15T07:43:06.404Z,,,55,,34.8,,33.1
2018-02-15T07:43:16.409Z,,,55,,35.1,,33.1
2018-02-15T07:43:26.430Z,,,55,,,,33.1
2018-02-15T07:43:36.414Z,,,55,,34.9,,33.1
2018-02-15T07:43:46.412Z,,,55,,,,33.1
2018-02-15T07:43:56.386Z,,,55,,34.8,,33
2018-02-15T07:44:06.424Z,,,55,,34.7,,33
2018-02-15T07:44:16.426Z,,,55,,,,33
2018-02-15T07:44:26.378Z,,,55,,34.6,,33
2018-02-15T07:44:36.380Z,,,55,,,,33
2018-02-15T07:44:46.421Z,,,55,,34.4,,32.8
2018-02-15T07:44:56.386Z,,,55,,,,32.8
2018-02-15T07:45:06.378Z,,,55,,34.3,,32.8
2018-02-15T07:45:16.379Z,,,55,,34.2,,32.8
2018-02-15T07:45:26.414Z,,,55,,,,32.7
2018-02-15T07:45:36.491Z,,,55,,,,32.7
2018-02-15T07:45:46.453Z,,,55,,34.1,,32.7
2018-02-15T07:45:56.398Z,,,55,,34,,32.7
2018-02-15T07:46:06.380Z,,,55,,33.8,,32.6
2018-02-15T07:46:16.382Z,0,2,55,,38.8,79,32.6
2018-02-15T07:46:26.399Z,,,55,,43.1,52,32.6
2018-02-15T07:46:36.383Z,,,55,,43.6,43,32.6
2018-02-15T07:46:46.398Z,,,55,,41.9,29,32.6
2018-02-15T07:46:56.393Z,,,55,,40.9,,32.5
2018-02-15T07:47:06.521Z,,,55,,39.9,,32.5
2018-02-15T07:47:16.379Z,,,55,,39.3,,32.5
2018-02-15T07:47:26.378Z,,,55,,39,,32.5
2018-02-15T07:47:36.379Z,,,55,,,,32.3
2018-02-15T07:47:46.378Z,,,55,,39.3,,32.3
2018-02-15T07:47:56.382Z,,,55,,39.4,,32.3
2018-02-15T07:48:06.385Z,,,55,,39.5,,32.3
2018-02-15T07:48:16.378Z,,,55,,39.7,,32.3
2018-02-15T07:48:26.389Z,,,55,,39.9,,32.3
2018-02-15T07:48:36.378Z,,,55,,40,,32.2
2018-02-15T07:48:46.379Z,,,55,,40.1,,32.2
2018-02-15T07:48:56.387Z,,,55,,40.3,,32.2
2018-02-15T07:49:06.377Z,,,55,,40.5,,32.2
2018-02-15T07:49:16.446Z,,,55,,40.6,,32.2
2018-02-15T07:49:26.408Z,,,55,,40.8,,32.2
2018-02-15T07:49:36.377Z,,,55,,41,,32.2
2018-02-15T07:49:46.392Z,,,55,,,,32.2
2018-02-15T07:49:56.391Z,,,55,,41.1,,32.1
2018-02-15T07:50:06.393Z,,,55,,41.2,,32.2
2018-02-15T07:50:16.378Z,,,55,,41.4,,32.2
2018-02-15T07:50:26.435Z,,,55,,41.6,,32.2
2018-02-15T07:50:36.395Z,,,55,,41.7,,32.2
2018-02-15T07:50:46.382Z,,,55,,41.8,,32.2
2018-02-15T07:50:56.379Z,,,55,,42,,32.2
2018-02-15T07:51:06.378Z,,,55,,,,32.2
2018-02-15T07:51:16.494Z,,,55,,42.3,,32.3
2018-02-15T07:51:26.383Z,,,55,,42.4,,32.3
2018-02-15T07:51:36.397Z,,,55,,42.5,,32.3
2018-02-15T07:51:46.398Z,,,55,,42.6,,32.3
2018-02-15T07:51:56.407Z,,,55,,42.8,,32.5
2018-02-15T07:52:06.376Z,,,55,,43,,32.5
2018-02-15T07:52:16.376Z,,,55,,43.1,,32.5
2018-02-15T07:52:26.376Z,,,55,,43.2,,32.6
2018-02-15T07:52:36.376Z,,,55,,43.3,,32.6
2018-02-15T07:52:46.431Z,,,55,,43.4,,32.7
2018-02-15T07:52:56.441Z,,,55,,43.6,,32.7
2018-02-15T07:53:06.477Z,,,55,,43.7,,32.8
2018-02-15T07:53:16.492Z,0,2,55,,44.2,0,32.8
2018-02-15T07:53:26.386Z,,,55,,41.8,,33
2018-02-15T07:53:36.415Z,,,55,,40.8,,33
2018-02-15T07:53:46.383Z,,,55,,39.7,,33.1
2018-02-15T07:53:56.462Z,,,55,,,,33.1
2018-02-15T07:54:06.488Z,,,55,,40,,33.2
2018-02-15T07:54:16.430Z,,,55,,40.1,,33.2
2018-02-15T07:54:26.375Z,,,55,,40.6,,33.3
2018-02-15T07:54:36.417Z,,,55,,40.8,,33.3
2018-02-15T07:54:46.376Z,,,55,,40.6,,33.5
2018-02-15T07:54:56.376Z,,,55,,40.3,,33.5
2018-02-15T07:55:06.379Z,,,55,,40.2,,33.6
2018-02-15T07:55:16.413Z,,,55,,39.9,,33.6
2018-02-15T07:55:26.375Z,,,55,,,,33.6
2018-02-15T07:55:36.381Z,,,55,,39.8,,33.7
2018-02-15T07:55:46.377Z,,,55,,39.6,,33.7
2018-02-15T07:55:56.415Z,,,55,,39.5,,33.7
2018-02-15T07:56:06.385Z,,,55,,,,33.7
2018-02-15T07:56:16.389Z,,,55,,39.4,,33.7
2018-02-15T07:56:26.385Z,,,55,,39.3,,33.8
2018-02-15T07:56:36.421Z,,,55,,39.1,,33.8
2018-02-15T07:56:46.378Z,,,55,,39,,33.8
2018-02-15T07:56:56.411Z,,,55,,,,33.8
2018-02-15T07:57:06.377Z,,,55,,38.9,,33.8
2018-02-15T07:57:16.390Z,,,55,,38.8,,33.8
2018-02-15T07:57:26.385Z,,,55,,,,33.8
2018-02-15T07:57:36.404Z,,,55,,,,33.8
2018-02-15T07:57:46.425Z,,,55,,39,,33.8
2018-02-15T07:57:56.407Z,,,55,,39.1,,33.8
2018-02-15T07:58:06.398Z,,,55,,39.3,,33.8
2018-02-15T07:58:16.405Z,,,55,,39.4,,33.8
2018-02-15T07:58:26.377Z,,,55,,39.5,,33.8
2018-02-15T07:58:36.392Z,,,55,,,,33.8
2018-02-15T07:58:46.377Z,,,55,,39.6,,33.8
2018-02-15T07:58:56.390Z,,,55,,39.8,,33.7
2018-02-15T07:59:06.390Z,,,55,,,,33.7
2018-02-15T07:59:16.398Z,,,55,,39.9,,33.7
2018-02-15T07:59:26.378Z,,,55,,,,33.7
2018-02-15T07:59:36.438Z,,,55,,40,,33.7
2018-02-15T07:59:46.385Z,,,55,,,,33.7
2018-02-15T07:59:56.377Z,,,55,,40.1,,33.7
2018-02-15T08:00:06.374Z,,,55,,,,33.7
2018-02-15T08:00:16.396Z,,,55,,40.2,,33.6
2018-02-15T08:00:26.392Z,,,55,,,,33.6
2018-02-15T08:00:36.773Z,,,55,,,,33.6
2018-02-15T08:00:46.392Z,,,55,,40.3,,33.6
2018-02-15T08:00:56.398Z,,,55,,,,33.6
2018-02-15T08:01:06.398Z,,,55,,,,33.6
2018-02-15T08:01:16.407Z,,,55,,40.5,,33.5
2018-02-15T08:01:26.420Z,,,55,,,,33.5
2018-02-15T08:01:36.402Z,,,55,,,,33.5
2018-02-15T08:01:46.443Z,,,55,,40.6,,33.5
2018-02-15T08:01:56.395Z,,,55,,,,33.5
2018-02-15T08:02:06.402Z,,,55,,,,33.5
2018-02-15T08:02:16.401Z,,,55,,,,33.3
2018-02-15T08:02:26.427Z,,,55,,40.7,,33.3
2018-02-15T08:02:36.385Z,,,55,,,,33.3
2018-02-15T08:02:46.385Z,,,55,,,,33.3
2018-02-15T08:02:56.389Z,,,55,,,,33.3
2018-02-15T08:03:06.378Z,,,55,,,,33.2
2018-02-15T08:03:16.387Z,,,55,,40.8,,33.2
2018-02-15T08:03:26.382Z,,,55,,39.8,,33.2
2018-02-15T08:03:36.404Z,,,55,,37.8,,33.2
2018-02-15T08:03:46.421Z,,,55,,36.8,,33.2
2018-02-15T08:03:56.433Z,,,55,,35.7,,33.2
2018-02-15T08:04:06.425Z,,,55,,34.9,,33.1
2018-02-15T08:04:16.447Z,,,55,,34.8,,33.1
2018-02-15T08:04:26.481Z,,,55,,35.1,,33.1
2018-02-15T08:04:36.378Z,,,55,,34.9,,33.1
2018-02-15T08:04:46.385Z,,,55,,,,33
2018-02-15T08:04:56.386Z,,,55,,34.8,,33
2018-02-15T08:05:06.378Z,,,55,,34.7,,33
2018-02-15T08:05:16.385Z,,,55,,,,33
2018-02-15T08:05:26.372Z,,,55,,34.6,,33
2018-02-15T08:05:36.376Z,,,55,,,,33
2018-02-15T08:05:46.390Z,,,55,,34.4,,32.8
2018-02-15T08:05:56.406Z,,,55,,,,32.8
2018-02-15T08:06:06.377Z,,,55,,34.3,,32.8
2018-02-15T08:06:16.372Z,,,55,,,,32.8
2018-02-15T08:06:26.386Z,,,55,,34.2,,32.8
2018-02-15T08:06:36.381Z,,,55,,,,32.7
2018-02-15T08:06:46.373Z,,,55,,34.1,,32.7
2018-02-15T08:06:56.384Z,,,55,,,,32.7
2018-02-15T08:07:06.376Z,,,55,,34,,32.7
2018-02-15T08:07:16.392Z,0,2,55,,34.2,79,32.6
2018-02-15T08:07:26.383Z,,,55,,41.1,75,32.6
2018-02-15T08:07:36.372Z,,,55,,43,54,32.6
2018-02-15T08:07:46.429Z,,,55,,42.8,29,32.6
2018-02-15T08:07:56.435Z,,,55,,41.8,,32.5
2018-02-15T08:08:06.451Z,,,55,,39.9,,32.5
2018-02-15T08:08:16.433Z,,,55,,39.7,,32.5
2018-02-15T08:08:26.374Z,,,55,,38.9,,32.5
2018-02-15T08:08:36.384Z,,,55,,39,,32.3
2018-02-15T08:08:46.376Z,,,55,,39.1,,32.3
2018-02-15T08:08:56.372Z,,,55,,39.3,,32.3
2018-02-15T08:09:06.437Z,,,55,,39.4,,32.3
2018-02-15T08:09:16.372Z,,,55,,39.7,,32.3
2018-02-15T08:09:26.376Z,,,55,,39.8,,32.3
2018-02-15T08:09:36.372Z,,,55,,40,,32.2
2018-02-15T08:09:46.394Z,1,0,55,0,46.8,124,32.5
2018-02-15T08:09:56.377Z,,,55,,50.1,,36.3
2018-02-15T08:10:06.372Z,0,0,55,59,52,0,45.1
2018-02-15T08:10:16.427Z,,,55,,55.4,,42.8
2018-02-15T08:10:26.389Z,,,55,,58,,41.5
2018-02-15T08:10:36.371Z,,,55,,59.1,,41.2
2018-02-15T08:10:46.372Z,,,55,,60.1,,41.5
2018-02-15T08:10:56.372Z,,,55,,61,,42.8
2018-02-15T08:11:06.372Z,0,2,55,40,62.1,,44.3
2018-02-15T08:11:16.378Z,,,55,,60.5,,45.6
2018-02-15T08:11:26.376Z,,,55,,48.4,,46.5
2018-02-15T08:11:36.372Z,,,55,,41.6,,47.2
2018-02-15T08:11:46.376Z,,,55,,38.8,,47.7
2018-02-15T08:11:56.379Z,,,55,,36.9,,48.1
2018-02-15T08:12:06.373Z,,,55,,36.7,,48.4
2018-02-15T08:12:16.371Z,,,55,,36.3,,48.6
