Time,HwTOutlet,PrimT,ActPow,PrimTSet,HwActive,ChActive,HwTSet
2018-01-26T00:17:33.021Z,33.1,35.9,,,,,55
2018-01-26T00:17:42.666Z,33.1,34.9,,,,,55
2018-01-26T00:17:52.666Z,33.1,,,,,,55
2018-01-26T00:18:02.666Z,33.1,,,,,,55
2018-01-26T00:18:12.665Z,33,35.1,,,,,55
2018-01-26T00:18:22.771Z,33,,,,,,55
2018-01-26T00:18:32.666Z,33,34.9,,,,,55
2018-01-26T00:18:42.666Z,33,,,,,,55
2018-01-26T00:18:52.666Z,33,34.8,,,,,55
2018-01-26T00:19:02.668Z,32.8,34.7,,,,,55
2018-01-26T00:19:12.665Z,32.8,,,,,,55
2018-01-26T00:19:22.750Z,32.8,34.6,,,,,55
2018-01-26T00:19:32.670Z,32.8,,,,,,55
2018-01-26T00:19:42.665Z,32.8,34.4,,,,,55
2018-01-26T00:19:52.667Z,32.7,,,,,,55
2018-01-26T00:20:02.669Z,32.7,34.3,,,,,55
2018-01-26T00:20:12.666Z,32.7,,,,,,55
2018-01-26T00:20:22.748Z,32.7,34.2,,,,,55
2018-01-26T00:20:32.666Z,32.7,,,,,,55
2018-01-26T00:20:42.666Z,32.6,34.1,,,,,55
2018-01-26T00:20:52.665Z,32.6,,,,,,55
2018-01-26T00:21:02.666Z,32.6,34,,,,,55
2018-01-26T00:21:12.671Z,32.6,34,79,,0,2,55
2018-01-26T00:21:23.045Z,32.5,40.1,79,,,,55
2018-01-26T00:21:32.666Z,32.5,43,56,,,,55
2018-01-26T00:21:42.665Z,32.5,42.8,0,,0,2,55
2018-01-26T00:21:52.665Z,32.5,39.8,,,,,55
2018-01-26T00:22:02.666Z,32.5,37.8,,,,,55
2018-01-26T00:22:12.667Z,32.3,35.9,,,,,55
2018-01-26T00:22:22.749Z,32.3,35.7,,,,,55
2018-01-26T00:22:32.667Z,32.3,35.4,,,,,55
2018-01-26T00:22:42.799Z,32.3,35.3,,,,,55
2018-01-26T00:22:52.666Z,32.2,34.9,,,,,55
2018-01-26T00:23:02.667Z,32.2,,,,,,55
2018-01-26T00:23:12.667Z,32.2,34.7,,,,,55
2018-01-26T00:23:22.746Z,32.2,34.6,,,,,55
2018-01-26T00:23:32.668Z,32.2,34.4,,,,,55
2018-01-26T00:23:42.671Z,32.2,,,,,,55
2018-01-26T00:23:52.667Z,32.1,34.3,,,,,55
2018-01-26T00:24:02.666Z,32.1,34.2,,,,,55
2018-01-26T00:24:12.665Z,32.1,,,,,,55
2018-01-26T00:24:22.746Z,32.1,34.1,,,,,55
2018-01-26T00:24:32.665Z,32.1,34,,,,,55
2018-01-26T00:24:42.668Z,32,,,,0,2,55
2018-01-26T00:24:52.674Z,32,33.8,,,,,55
2018-01-26T00:25:02.666Z,32,,,,,,55
2018-01-26T00:25:17.772Z,32,,,,,,55
2018-01-26T00:25:22.819Z,31.9,33.7,,,,,55
2018-01-26T00:25:32.665Z,31.9,33.6,,,,,55
2018-01-26T00:25:42.665Z,31.9,,,,,,55
2018-01-26T00:25:52.665Z,31.9,33.5,,,,,55
2018-01-26T00:26:02.665Z,31.9,,,,,,55
2018-01-26T00:26:12.667Z,31.9,33.5,79,,0,2,55
2018-01-26T00:26:22.756Z,31.7,39.2,79,,,,55
2018-01-26T00:26:32.666Z,31.7,43,47,,,,55
2018-01-26T00:26:42.665Z,31.7,42.9,29,,,,55
2018-01-26T00:26:52.666Z,31.7,40.8,,,,,55
2018-01-26T00:27:02.666Z,31.7,39.9,,,,,55
2018-01-26T00:27:12.665Z,31.6,38.9,,,,,55
2018-01-26T00:27:22.754Z,31.6,38.7,,,,,55
2018-01-26T00:27:32.667Z,31.6,38.4,,,,,55
2018-01-26T00:27:42.665Z,31.6,38.5,,,,,55
2018-01-26T00:27:52.665Z,31.6,38.7,,,,,55
2018-01-26T00:28:02.666Z,31.6,39,,,,,55
2018-01-26T00:28:12.963Z,31.5,39.1,,,,,55
2018-01-26T00:28:22.745Z,31.5,39.2,,,,,55
2018-01-26T00:28:32.666Z,31.5,39.4,,,,,55
2018-01-26T00:28:42.668Z,31.5,39.7,,,,,55
2018-01-26T00:28:52.665Z,31.5,39.8,,,,,55
2018-01-26T00:29:03.009Z,31.5,40,,,,,55
2018-01-26T00:29:12.678Z,31.5,40.1,,,,,55
2018-01-26T00:29:22.744Z,31.5,40.2,,,,,55
2018-01-26T00:29:32.665Z,31.4,40.3,,,,,55
2018-01-26T00:29:42.669Z,31.4,40.6,,,,,55
2018-01-26T00:29:52.665Z,31.4,40.7,,,,,55
2018-01-26T00:30:02.681Z,31.5,40.8,,,,,55
2018-01-26T00:30:12.665Z,31.5,41,,,,,55
2018-01-26T00:30:22.746Z,31.5,41.1,,,,,55
2018-01-26T00:30:32.665Z,31.5,41.2,,,,,55
2018-01-26T00:30:42.665Z,31.5,41.4,,,,,55
2018-01-26T00:30:52.665Z,31.5,41.5,,,,,55
2018-01-26T00:31:02.665Z,31.6,41.7,,,,,55
2018-01-26T00:31:12.665Z,31.6,41.8,,,,,55
2018-01-26T00:31:22.757Z,31.6,41.9,,,,,55
2018-01-26T00:31:32.665Z,31.6,42.2,,,,,55
2018-01-26T00:31:42.665Z,31.7,42.3,,,,,55
2018-01-26T00:31:52.664Z,31.7,42.4,,,,,55
2018-01-26T00:32:02.664Z,31.9,42.5,,,,,55
2018-01-26T00:32:12.664Z,31.9,42.6,,,,,55
2018-01-26T00:32:22.755Z,31.9,42.8,,,,,55
2018-01-26T00:32:32.665Z,32,43,,,,,55
2018-01-26T00:32:42.664Z,32,43.1,,,,,55
2018-01-26T00:32:52.668Z,32.1,43.2,,,,,55
2018-01-26T00:33:02.664Z,32.1,43.4,,,,,55
2018-01-26T00:33:12.667Z,32.2,43.5,,,,,55
2018-01-26T00:33:22.744Z,32.2,43.6,,,,,55
2018-01-26T00:33:32.666Z,32.3,43.7,,,,,55
2018-01-26T00:33:42.664Z,32.3,42.9,0,,0,2,55
2018-01-26T00:33:52.676Z,32.5,40.7,,,,,55
2018-01-26T00:34:07.754Z,32.6,39.8,,,,,55
2018-01-26T00:34:12.664Z,32.6,39.7,,,,,55
2018-01-26T00:34:22.744Z,32.7,39.6,,,,,55
2018-01-26T00:34:32.665Z,32.7,40,,,,,55
2018-01-26T00:34:42.675Z,32.8,40.3,,,,,55
2018-01-26T00:34:57.757Z,33,40.8,,,,,55
2018-01-26T00:35:02.672Z,33,40.6,,,,,55
2018-01-26T00:35:13.008Z,33.1,40.3,,,,,55
2018-01-26T00:35:22.746Z,33.1,40.2,,,,,55
2018-01-26T00:35:32.664Z,33.2,39.9,,,,,55
2018-01-26T00:35:42.664Z,33.2,,,,,,55
2018-01-26T00:35:52.664Z,33.2,39.8,,,,,55
2018-01-26T00:36:02.665Z,33.3,39.6,,,,,55
2018-01-26T00:36:12.665Z,33.3,39.5,,,,,55
2018-01-26T00:36:22.824Z,33.3,,,,,,55
2018-01-26T00:36:32.664Z,33.5,39.4,,,,,55
2018-01-26T00:36:42.664Z,33.5,39.3,,,,,55
2018-01-26T00:36:52.664Z,33.5,39.1,,,,,55
2018-01-26T00:37:02.664Z,33.5,39,,,,,55
2018-01-26T00:37:12.665Z,33.5,38.9,,,,,55
2018-01-26T00:37:22.774Z,33.5,,,,,,55
2018-01-26T00:37:32.666Z,33.5,38.8,,,,,55
2018-01-26T00:37:42.665Z,33.5,38.6,,,,,55
2018-01-26T00:37:52.664Z,33.5,,,,,,55
2018-01-26T00:38:02.664Z,33.5,39,,,,,55
2018-01-26T00:38:12.667Z,33.5,,,,,,55
2018-01-26T00:38:22.744Z,33.5,39.1,,,,,55
2018-01-26T00:38:32.664Z,33.5,39.3,,,,,55
2018-01-26T00:38:42.671Z,33.5,39.4,,,,,55
2018-01-26T00:38:52.665Z,33.5,,,,,,55
2018-01-26T00:39:02.664Z,33.5,39.5,,,,,55
2018-01-26T00:39:12.671Z,33.5,39.6,,,,,55
2018-01-26T00:39:22.746Z,33.5,,,,,,55
2018-01-26T00:39:32.664Z,33.5,39.8,,,,,55
2018-01-26T00:39:42.682Z,33.5,39.9,,,,,55
2018-01-26T00:39:52.672Z,33.5,,,,,,55
2018-01-26T00:40:02.664Z,33.3,40,,,,,55
2018-01-26T00:40:12.664Z,33.5,,,,,,55
2018-01-26T00:40:22.743Z,33.3,,,,,,55
2018-01-26T00:40:32.666Z,33.3,40.1,,,,,55
2018-01-26T00:40:42.664Z,33.3,,,,,,55
2018-01-26T00:40:52.664Z,33.3,40.2,,,,,55
2018-01-26T00:41:02.664Z,33.3,,,,,,55
2018-01-26T00:41:12.664Z,33.3,,,,,,55
2018-01-26T00:41:22.754Z,33.3,40.3,,,,,55
2018-01-26T00:41:32.664Z,33.2,,,,,,55
2018-01-26T00:41:42.666Z,33.2,,,,,,55
2018-01-26T00:41:52.664Z,33.2,,,,,,55
2018-01-26T00:42:02.664Z,33.2,40.5,,,,,55
2018-01-26T00:42:12.664Z,33.2,,,,,,55
2018-01-26T00:42:22.829Z,33.2,,,,,,55
2018-01-26T00:42:32.664Z,33.1,40.6,,,,,55
2018-01-26T00:42:42.664Z,33.1,40.6,0,40,0,2,55
2018-01-26T00:42:52.663Z,33.1,,,,,,55
2018-01-26T00:43:02.665Z,33.1,,,,,,55
2018-01-26T00:43:12.664Z,33.1,,,,,,55
2018-01-26T00:43:22.755Z,33.1,40.7,,,,,55
2018-01-26T00:43:32.670Z,33,,,,,,55
2018-01-26T00:43:42.665Z,33,,,,,,55
2018-01-26T00:43:52.664Z,33,38.9,,,,,55
2018-01-26T00:44:02.669Z,33,36.9,,,,,55
2018-01-26T00:44:12.665Z,33,35.9,,,,,55
2018-01-26T00:44:22.750Z,33,34.9,,,,,55
2018-01-26T00:44:32.673Z,32.8,34.8,,,,,55
2018-01-26T00:44:42.668Z,32.8,34.9,,,,,55
2018-01-26T00:44:52.664Z,32.8,35.1,,,,,55
2018-01-26T00:45:02.676Z,32.8,,,,,,55
2018-01-26T00:45:12.664Z,32.8,34.9,,,,,55
2018-01-26T00:45:23.056Z,32.7,34.8,,,,,55
2018-01-26T00:45:32.665Z,32.7,34.7,,,,,55
2018-01-26T00:45:42.666Z,32.7,,,,,,55
2018-01-26T00:45:52.664Z,32.7,34.6,,,,,55
2018-01-26T00:46:02.664Z,32.7,,,,,,55
2018-01-26T00:46:12.664Z,32.6,34.4,,,,,55
2018-01-26T00:46:22.783Z,32.6,,,,,,55
2018-01-26T00:46:32.664Z,32.6,34.3,,,,,55
2018-01-26T00:46:42.665Z,32.6,,,,,,55
2018-01-26T00:46:52.668Z,32.6,34.2,,,,,55
2018-01-26T00:47:02.663Z,32.5,,,,,,55
2018-01-26T00:47:12.663Z,32.5,34.1,,,,,55
2018-01-26T00:47:22.743Z,32.5,,,,,,55
2018-01-26T00:47:32.665Z,32.5,34,,,,,55
2018-01-26T00:47:42.664Z,32.5,34,,,0,2,55
2018-01-26T00:47:52.665Z,32.3,40.3,78,,,,55
2018-01-26T00:48:02.664Z,32.3,43.1,54,,,,55
2018-01-26T00:48:12.663Z,32.3,41.8,0,,0,2,55
2018-01-26T00:48:22.743Z,32.3,39.7,,,,,55
2018-01-26T00:48:32.665Z,32.3,36.8,,,,,55
2018-01-26T00:48:42.667Z,32.2,35.9,,,,,55
2018-01-26T00:48:52.665Z,32.2,35.7,,,,,55
2018-01-26T00:49:02.664Z,32.2,35.4,,,,,55
2018-01-26T00:49:12.663Z,32.2,35.3,,,,,55
2018-01-26T00:49:22.743Z,32.1,34.9,,,,,55
2018-01-26T00:49:32.667Z,32.1,34.8,,,,,55
2018-01-26T00:49:43.012Z,32.1,34.7,,,,,55
2018-01-26T00:49:52.674Z,32.1,34.6,,,,,55
2018-01-26T00:50:02.663Z,32.1,34.4,,,,,55
2018-01-26T00:50:12.663Z,32.1,,,,,,55
2018-01-26T00:50:22.743Z,32,34.3,,,,,55
2018-01-26T00:50:32.664Z,32,34.2,,,,,55
2018-01-26T00:50:42.663Z,32,,,,,,55
2018-01-26T00:50:52.664Z,32,34.1,,,,,55
2018-01-26T00:51:02.665Z,32,,,,,,55
2018-01-26T00:51:12.663Z,31.9,34,,,,,55
2018-01-26T00:51:22.774Z,31.9,33.8,,,,,55
2018-01-26T00:51:32.665Z,31.9,,,,,,55
2018-01-26T00:51:42.663Z,31.9,33.7,,,,,55
2018-01-26T00:51:52.664Z,31.9,,,,,,55
2018-01-26T00:52:02.663Z,31.9,33.6,,,,,55
2018-01-26T00:52:12.663Z,31.7,,,,,,55
2018-01-26T00:52:22.743Z,31.7,33.5,,,,,55
2018-01-26T00:52:32.663Z,31.7,,,,,,55
2018-01-26T00:52:47.685Z,31.7,33.5,79,,0,2,55
2018-01-26T00:52:52.675Z,31.7,39.3,79,,,,55
2018-01-26T00:53:02.663Z,31.6,43.1,45,,,,55
2018-01-26T00:53:12.665Z,31.6,42.9,29,,,,55
2018-01-26T00:53:22.743Z,31.6,40.9,,,,,55
2018-01-26T00:53:32.663Z,31.6,39.9,,,,,55
2018-01-26T00:53:42.665Z,31.6,38.9,,,,,55
2018-01-26T00:53:52.663Z,31.5,38.7,,,,,55
2018-01-26T00:54:02.663Z,31.5,38.4,,,,,55
2018-01-26T00:54:12.669Z,31.5,38.6,,,,,55
2018-01-26T00:54:22.745Z,31.5,38.7,,,,,55
2018-01-26T00:54:32.663Z,31.5,39,,,,,55
2018-01-26T00:54:42.673Z,31.5,39.1,,,,,55
2018-01-26T00:54:52.669Z,31.4,39.2,,,,,55
2018-01-26T00:55:02.666Z,31.4,39.4,,,,,55
2018-01-26T00:55:12.663Z,31.4,39.7,,,,,55
2018-01-26T00:55:22.763Z,31.4,39.9,,,,,55
2018-01-26T00:55:32.663Z,31.4,40,,,,,55
2018-01-26T00:55:42.663Z,31.4,40.1,,,,,55
2018-01-26T00:55:52.663Z,31.4,40.3,,,,,55
2018-01-26T00:56:02.663Z,31.4,40.5,,,,,55
2018-01-26T00:56:12.663Z,31.4,40.6,,,,,55
2018-01-26T00:56:22.753Z,31.4,,,,,,55
2018-01-26T00:56:32.664Z,31.4,40.8,,,,,55
2018-01-26T00:56:42.663Z,31.4,41,,,,,55
2018-01-26T00:56:52.662Z,31.4,41.1,,,,,55
2018-01-26T00:57:02.663Z,31.4,41.2,,,,,55
2018-01-26T00:57:12.663Z,31.4,41.4,,,,,55
2018-01-26T00:57:22.742Z,31.5,41.5,,,,,55
2018-01-26T00:57:32.665Z,31.5,41.7,,,,,55
2018-01-26T00:57:42.662Z,31.5,41.8,,,,,55
2018-01-26T00:57:52.662Z,31.5,42,,,,,55
2018-01-26T00:58:02.666Z,31.6,42.2,,,,,55
2018-01-26T00:58:12.662Z,31.6,42.3,,,,,55
2018-01-26T00:58:22.748Z,31.7,42.4,,,,,55
2018-01-26T00:58:32.667Z,31.7,42.5,,,,,55
2018-01-26T00:58:42.662Z,31.7,42.7,,,,,55
2018-01-26T00:58:52.666Z,31.9,42.8,,,,,55
2018-01-26T00:59:02.671Z,31.9,43,,,,,55
2018-01-26T00:59:12.664Z,32,43.1,,,,,55
2018-01-26T00:59:22.780Z,32,43.3,,,,,55
2018-01-26T00:59:32.663Z,32.1,43.4,,,,,55
2018-01-26T00:59:42.668Z,32.1,43.5,,,,,55
2018-01-26T00:59:52.668Z,32.2,43.6,,,,,55
2018-01-26T01:00:02.663Z,32.2,43.7,,,,,55
2018-01-26T01:00:12.663Z,32.3,44.2,0,,0,2,55
2018-01-26T01:00:22.748Z,32.5,41.8,,,,,55
2018-01-26T01:00:32.664Z,32.5,40.6,,,,,55
2018-01-26T01:00:42.666Z,32.6,39.7,,,,,55
2018-01-26T01:00:52.680Z,32.6,39.6,,,,,55
2018-01-26T01:01:02.662Z,32.7,40,,,,,55
2018-01-26T01:01:12.662Z,32.8,40.2,,,,,55
2018-01-26T01:01:22.754Z,32.8,40.7,,,,,55
2018-01-26T01:01:32.662Z,33,,,,,,55
2018-01-26T01:01:42.666Z,33,40.5,,,,,55
2018-01-26T01:01:52.662Z,33.1,40.3,,,,,55
2018-01-26T01:02:02.664Z,33.1,40.1,,,,,55
2018-01-26T01:02:12.662Z,33.2,39.9,,,,,55
2018-01-26T01:02:22.742Z,33.2,,,,,,55
2018-01-26T01:02:32.663Z,33.2,39.8,,,,,55
2018-01-26T01:02:42.662Z,33.3,39.6,,,,,55
2018-01-26T01:02:52.665Z,33.3,39.5,,,,,55
2018-01-26T01:03:02.662Z,33.3,39.4,,,,,55
2018-01-26T01:03:12.662Z,33.5,,,,,,55
2018-01-26T01:03:22.742Z,33.5,39.3,,,,,55
2018-01-26T01:03:32.664Z,33.5,39.1,,,,,55
2018-01-26T01:03:42.662Z,33.5,39,,,,,55
2018-01-26T01:03:52.669Z,33.5,38.9,,,,,55
2018-01-26T01:04:02.668Z,33.5,,,,,,55
2018-01-26T01:04:12.662Z,33.5,38.8,,,,,55
2018-01-26T01:04:22.742Z,33.5,,,,,,55
2018-01-26T01:04:32.669Z,33.5,38.9,,,,,55
2018-01-26T01:04:42.662Z,33.5,39,,,,,55
2018-01-26T01:04:52.667Z,33.5,39.1,,,,,55
2018-01-26T01:05:02.662Z,33.5,39.3,,,,,55
2018-01-26T01:05:12.662Z,33.5,39.4,,,,,55
2018-01-26T01:05:22.747Z,33.5,39.5,,,,,55
2018-01-26T01:05:32.666Z,33.5,,,,,,55
2018-01-26T01:05:42.663Z,33.5,39.6,,,,,55
2018-01-26T01:05:57.682Z,33.5,39.8,,,,,55
2018-01-26T01:06:02.669Z,33.5,,,,,,55
2018-01-26T01:06:12.663Z,33.5,39.9,,,,,55
2018-01-26T01:06:22.746Z,33.5,40,,,,,55
2018-01-26T01:06:32.662Z,33.3,,,,,,55
2018-01-26T01:06:42.665Z,33.3,,,,,,55
2018-01-26T01:06:57.685Z,33.3,40.1,,,,,55
2018-01-26T01:07:02.663Z,33.3,,,,,,55
2018-01-26T01:07:12.665Z,33.3,,,,,,55
2018-01-26T01:07:22.754Z,33.3,40.2,,,,,55
2018-01-26T01:07:32.662Z,33.3,,,,,,55
2018-01-26T01:07:42.663Z,33.3,40.3,,,,,55
2018-01-26T01:07:52.661Z,33.2,,,,,,55
2018-01-26T01:08:02.662Z,33.2,,,,,,55
2018-01-26T01:08:12.661Z,33.2,,,,,,55
2018-01-26T01:08:22.741Z,33.2,40.5,,,,,55
2018-01-26T01:08:32.664Z,33.2,,,,,,55
2018-01-26T01:08:42.667Z,33.2,,,,,,55
2018-01-26T01:08:52.662Z,33.2,40.6,,,,,55
2018-01-26T01:09:02.661Z,33.1,,,,,,55
2018-01-26T01:09:12.667Z,33.1,,,,,,55
2018-01-26T01:09:22.741Z,33.1,,,,,,55
2018-01-26T01:09:32.662Z,33.1,,,,,,55
2018-01-26T01:09:42.661Z,33.1,40.7,,,,,55
2018-01-26T01:09:52.681Z,33.1,,,,,,55
2018-01-26T01:10:07.686Z,33,,,,,,55
2018-01-26T01:10:12.662Z,33,,,,,,55
2018-01-26T01:10:22.742Z,33,39.6,,,,,55
2018-01-26T01:10:32.664Z,33,37.8,,,,,55
2018-01-26T01:10:42.662Z,33,35.9,,,,,55
2018-01-26T01:10:52.663Z,32.8,34.9,,,,,55
2018-01-26T01:11:02.663Z,32.8,,,,,,55
2018-01-26T01:11:12.668Z,32.8,34.8,,,,,55
2018-01-26T01:11:22.771Z,32.8,35.1,,,,,55
2018-01-26T01:11:32.661Z,32.8,34.9,,,,,55
2018-01-26T01:11:42.662Z,32.8,,,,,,55
2018-01-26T01:11:52.661Z,32.7,34.8,,,,,55
2018-01-26T01:12:02.663Z,32.7,,,,,,55
2018-01-26T01:12:12.673Z,32.7,34.7,,,,,55
2018-01-26T01:12:22.750Z,32.7,,,,,,55
2018-01-26T01:12:32.663Z,32.7,34.6,,,,,55
2018-01-26T01:12:42.661Z,32.6,,,,,,55
2018-01-26T01:12:57.752Z,32.6,34.4,,,,,55
2018-01-26T01:13:02.662Z,32.6,34.3,,,,,55
2018-01-26T01:13:12.662Z,32.6,,,,,,55
2018-01-26T01:13:22.747Z,32.5,34.2,,,,,55
2018-01-26T01:13:32.662Z,32.5,,,,,,55
2018-01-26T01:13:42.677Z,32.5,34.1,,,,,55
2018-01-26T01:13:52.663Z,32.5,,,,,,55
2018-01-26T01:14:02.675Z,32.5,34,,,,,55
2018-01-26T01:14:12.675Z,32.3,34,,,,,55
2018-01-26T01:14:22.741Z,32.3,38.6,80,,0,2,55
2018-01-26T01:14:32.662Z,32.3,43.1,56,,,,55
2018-01-26T01:14:42.673Z,32.3,43.9,0,,0,2,55
2018-01-26T01:14:52.661Z,32.3,40.5,,,,,55
2018-01-26T01:15:02.661Z,32.2,37.9,,,,,55
2018-01-26T01:15:12.661Z,32.2,36.7,,,,,55
2018-01-26T01:15:22.743Z,32.2,35.8,,,,,55
2018-01-26T01:15:32.663Z,32.2,35.4,,,,,55
2018-01-26T01:15:42.666Z,32.1,35.3,,,,,55
2018-01-26T01:15:52.662Z,32.1,34.9,,,,,55
2018-01-26T01:16:02.661Z,32.1,,,,,,55
2018-01-26T01:16:12.661Z,32.1,34.7,,,,,55
2018-01-26T01:16:22.754Z,32.1,34.6,,,,,55
2018-01-26T01:16:32.662Z,32,,,,,,55
2018-01-26T01:16:42.661Z,32,34.4,,,,,55
2018-01-26T01:16:52.661Z,32,34.3,,,,,55
2018-01-26T01:17:02.677Z,32,,,,,,55
