Time,ActPow,HwActive,ChActive,PrimT,HwTOutlet,HwTSet,PrimTSet
2018-02-11T00:13:43.878Z,,,,40.1,34,55,
2018-02-11T00:13:53.878Z,,,,,34,55,
2018-02-11T00:14:03.881Z,,,,40.2,33.8,55,
2018-02-11T00:14:13.877Z,,,,,33.8,55,
2018-02-11T00:14:23.882Z,,,,,33.8,55,
2018-02-11T00:14:33.877Z,,,,40.3,33.8,55,
2018-02-11T00:14:44.115Z,,,,,33.8,55,
2018-02-11T00:14:53.877Z,,,,,33.8,55,
2018-02-11T00:15:03.879Z,,,,40.5,33.7,55,
2018-02-11T00:15:13.879Z,,,,,33.7,55,
2018-02-11T00:15:23.877Z,,,,,33.7,55,
2018-02-11T00:15:33.877Z,,,,40.6,33.7,55,
2018-02-11T00:15:43.877Z,0,0,2,40.6,33.7,55,40
2018-02-11T00:15:53.877Z,,,,,33.6,55,
2018-02-11T00:16:03.879Z,,,,,33.6,55,
2018-02-11T00:16:13.877Z,,,,,33.6,55,
2018-02-11T00:16:23.877Z,,,,,33.6,55,
2018-02-11T00:16:33.877Z,,,,40.7,33.6,55,
2018-02-11T00:16:43.877Z,,,,,33.6,55,
2018-02-11T00:16:53.878Z,,,,,33.6,55,
2018-02-11T00:17:03.878Z,,,,,33.5,55,
2018-02-11T00:17:13.877Z,,,,,33.5,55,
2018-02-11T00:17:23.877Z,,,,,33.5,55,
2018-02-11T00:17:33.880Z,,,,38.8,33.5,55,
2018-02-11T00:17:43.877Z,,,,36.9,33.5,55,
2018-02-11T00:17:53.877Z,,,,35.8,33.3,55,
2018-02-11T00:18:03.879Z,,,,34.7,33.3,55,
2018-02-11T00:18:13.878Z,,,,34.6,33.3,55,
2018-02-11T00:18:23.877Z,,,,34.7,33.3,55,
2018-02-11T00:18:33.876Z,,,,34.8,33.3,55,
2018-02-11T00:18:43.883Z,,,,34.7,33.2,55,
2018-02-11T00:18:53.877Z,,,,34.6,33.2,55,
2018-02-11T00:19:03.879Z,,,,,33.2,55,
2018-02-11T00:19:13.881Z,,,,34.4,33.2,55,
2018-02-11T00:19:23.877Z,,,,,33.1,55,
2018-02-11T00:19:33.877Z,,,,34.3,33.1,55,
2018-02-11T00:19:43.878Z,,,,,33.1,55,
2018-02-11T00:19:53.877Z,,,,34.2,33.1,55,
2018-02-11T00:20:03.879Z,,,,34.1,33.1,55,
2018-02-11T00:20:13.877Z,,,,,33,55,
2018-02-11T00:20:23.876Z,,,,34,33,55,
2018-02-11T00:20:33.876Z,,,,,33,55,
2018-02-11T00:20:43.877Z,79,0,2,35,33,55,
2018-02-11T00:20:53.899Z,69,,,41.5,32.8,55,
2018-02-11T00:21:03.892Z,40,,,43.5,32.8,55,
2018-02-11T00:21:13.876Z,29,,,42.7,32.8,55,
2018-02-11T00:21:23.877Z,,,,40.7,32.8,55,
2018-02-11T00:21:33.876Z,,,,39.8,32.8,55,
2018-02-11T00:21:43.877Z,,,,39.2,32.7,55,
2018-02-11T00:21:53.876Z,,,,38.8,32.7,55,
2018-02-11T00:22:03.894Z,,,,39,32.7,55,
2018-02-11T00:22:13.894Z,,,,39.1,32.7,55,
2018-02-11T00:22:23.877Z,,,,39.2,32.6,55,
2018-02-11T00:22:33.876Z,,,,39.3,32.6,55,
2018-02-11T00:22:43.876Z,,,,39.4,32.6,55,
2018-02-11T00:22:53.877Z,,,,39.7,32.6,55,
2018-02-11T00:23:03.887Z,,,,39.9,32.6,55,
2018-02-11T00:23:13.878Z,,,,40.1,32.5,55,
2018-02-11T00:23:23.893Z,,,,40.2,32.5,55,
2018-02-11T00:23:33.876Z,,,,40.3,32.5,55,
2018-02-11T00:23:43.876Z,,,,40.5,32.5,55,
2018-02-11T00:23:54.248Z,,,,40.6,32.5,55,
2018-02-11T00:24:03.880Z,,,,40.7,32.5,55,
2018-02-11T00:24:13.876Z,,,,40.8,32.5,55,
2018-02-11T00:24:23.876Z,,,,41,32.5,55,
2018-02-11T00:24:33.895Z,,,,41.1,32.5,55,
2018-02-11T00:24:43.877Z,,,,41.2,32.5,55,
2018-02-11T00:24:53.877Z,,,,41.4,32.5,55,
2018-02-11T00:25:03.876Z,,,,41.5,32.5,55,
2018-02-11T00:25:13.876Z,,,,41.6,32.5,55,
2018-02-11T00:25:23.876Z,,,,41.7,32.5,55,
2018-02-11T00:25:33.876Z,,,,41.9,32.5,55,
2018-02-11T00:25:43.876Z,,,,42,32.5,55,
2018-02-11T00:25:53.876Z,,,,42.2,32.6,55,
2018-02-11T00:26:03.880Z,,,,42.3,32.6,55,
2018-02-11T00:26:13.876Z,,,,42.4,32.6,55,
2018-02-11T00:26:23.876Z,,,,42.6,32.6,55,
2018-02-11T00:26:33.876Z,,,,42.7,32.7,55,
2018-02-11T00:26:43.877Z,,,,42.8,32.7,55,
2018-02-11T00:26:53.876Z,,,,43,32.7,55,
2018-02-11T00:27:03.878Z,,,,43.1,32.8,55,
2018-02-11T00:27:13.884Z,,,,43.2,32.8,55,
2018-02-11T00:27:23.876Z,,,,43.3,32.8,55,
2018-02-11T00:27:33.876Z,,,,43.4,33,55,
2018-02-11T00:27:43.877Z,,,,43.5,33,55,
2018-02-11T00:27:53.881Z,,,,43.6,33.1,55,
2018-02-11T00:28:03.881Z,,,,43.7,33.1,55,
2018-02-11T00:28:13.876Z,,,,44.1,33.2,55,
2018-02-11T00:28:23.893Z,0,0,2,42.9,33.2,55,
2018-02-11T00:28:33.876Z,,,,40.8,33.3,55,
2018-02-11T00:28:43.876Z,,,,39.9,33.3,55,
2018-02-11T00:28:53.878Z,,,,39.6,33.5,55,
2018-02-11T00:29:03.878Z,,,,40,33.5,55,
2018-02-11T00:29:13.876Z,,,,40.3,33.5,55,
2018-02-11T00:29:24.040Z,,,,40.8,33.6,55,
2018-02-11T00:29:33.876Z,,,,,33.7,55,
2018-02-11T00:29:43.876Z,,,,40.6,33.7,55,
2018-02-11T00:29:53.876Z,,,,40.5,33.8,55,
2018-02-11T00:30:03.876Z,,,,40.2,33.8,55,
2018-02-11T00:30:13.876Z,,,,40.1,33.8,55,
2018-02-11T00:30:23.876Z,,,,39.9,34,55,
2018-02-11T00:30:33.876Z,,,,39.8,34,55,
2018-02-11T00:30:43.875Z,,,,,34,55,
2018-02-11T00:30:53.876Z,,,,39.6,34,55,
2018-02-11T00:31:03.877Z,,,,39.5,34.1,55,
2018-02-11T00:31:13.876Z,,,,39.4,34.1,55,
2018-02-11T00:31:23.876Z,,,,,34.1,55,
2018-02-11T00:31:33.876Z,,,,39.3,34.1,55,
2018-02-11T00:31:43.876Z,,,,39.1,34.1,55,
2018-02-11T00:31:53.880Z,,,,39,34.1,55,
2018-02-11T00:32:04.064Z,,,,38.9,34.1,55,
2018-02-11T00:32:13.876Z,,,,38.8,34.1,55,
2018-02-11T00:32:23.876Z,,,,,34.1,55,
2018-02-11T00:32:33.876Z,,,,39,34.1,55,
2018-02-11T00:32:43.876Z,,,,,34.1,55,
2018-02-11T00:32:53.878Z,,,,39.1,34.1,55,
2018-02-11T00:33:03.876Z,,,,39.4,34.1,55,
2018-02-11T00:33:13.877Z,,,,,34.1,55,
2018-02-11T00:33:23.877Z,,,,39.5,34.1,55,
2018-02-11T00:33:33.876Z,,,,39.6,34.1,55,
2018-02-11T00:33:43.878Z,,,,39.8,34,55,
2018-02-11T00:33:53.876Z,,,,,34,55,
2018-02-11T00:34:03.875Z,,,,39.9,34,55,
2018-02-11T00:34:13.881Z,,,,40,34,55,
2018-02-11T00:34:23.875Z,,,,,34,55,
2018-02-11T00:34:33.875Z,,,,40.1,34,55,
2018-02-11T00:34:43.876Z,,,,,34,55,
2018-02-11T00:34:53.875Z,,,,40.2,34,55,
2018-02-11T00:35:03.875Z,,,,,34,55,
2018-02-11T00:35:13.878Z,,,,,33.8,55,
2018-02-11T00:35:23.876Z,,,,40.3,33.8,55,
2018-02-11T00:35:33.875Z,,,,,33.8,55,
2018-02-11T00:35:43.875Z,,,,40.5,33.8,55,
2018-02-11T00:35:53.877Z,,,,,33.8,55,
2018-02-11T00:36:03.875Z,,,,,33.8,55,
2018-02-11T00:36:13.877Z,,,,,33.7,55,
2018-02-11T00:36:23.875Z,,,,40.6,33.7,55,
2018-02-11T00:36:33.875Z,,,,,33.7,55,
2018-02-11T00:36:43.875Z,,,,,33.7,55,
2018-02-11T00:36:53.876Z,,,,,33.7,55,
2018-02-11T00:37:03.879Z,,,,40.7,33.6,55,
2018-02-11T00:37:13.877Z,,,,,33.6,55,
2018-02-11T00:37:23.875Z,,,,,33.6,55,
2018-02-11T00:37:33.875Z,,,,,33.6,55,
2018-02-11T00:37:43.875Z,,,,,33.6,55,
2018-02-11T00:37:53.875Z,,,,40.8,33.6,55,
2018-02-11T00:38:03.875Z,,,,,33.5,55,
2018-02-11T00:38:13.875Z,,,,,33.5,55,
2018-02-11T00:38:23.875Z,,,,40.7,33.5,55,
2018-02-11T00:38:33.875Z,,,,38.5,33.5,55,
2018-02-11T00:38:43.876Z,,,,36.8,33.5,55,
2018-02-11T00:38:53.875Z,,,,35.4,33.3,55,
2018-02-11T00:39:03.878Z,,,,34.7,33.3,55,
2018-02-11T00:39:13.877Z,,,,34.6,33.3,55,
2018-02-11T00:39:23.875Z,,,,34.8,33.3,55,
2018-02-11T00:39:33.881Z,,,,,33.3,55,
2018-02-11T00:39:43.875Z,,,,34.7,33.2,55,
2018-02-11T00:39:53.875Z,,,,34.6,33.2,55,
2018-02-11T00:40:03.876Z,,,,,33.2,55,
2018-02-11T00:40:13.875Z,,,,34.4,33.2,55,
2018-02-11T00:40:23.876Z,,,,,33.1,55,
2018-02-11T00:40:33.875Z,,,,34.3,33.1,55,
2018-02-11T00:40:43.877Z,,,,,33.1,55,
2018-02-11T00:40:53.875Z,,,,34.2,33.1,55,
2018-02-11T00:41:03.877Z,,,,34.1,33.1,55,
2018-02-11T00:41:13.875Z,,,,,33,55,
2018-02-11T00:41:23.876Z,,,,34,33,55,
2018-02-11T00:41:33.877Z,,,,,33,55,
2018-02-11T00:41:43.875Z,79,0,2,36.2,33,55,
2018-02-11T00:41:53.885Z,61,,,42.3,32.8,55,
2018-02-11T00:42:03.875Z,31,,,43.6,32.8,55,
2018-02-11T00:42:13.875Z,29,,,41.8,32.8,55,
2018-02-11T00:42:23.875Z,,,,40.5,32.8,55,
2018-02-11T00:42:33.875Z,,,,39.7,32.8,55,
2018-02-11T00:42:43.875Z,,,,38.9,32.7,55,
2018-02-11T00:42:53.877Z,,,,38.7,32.7,55,
2018-02-11T00:43:03.875Z,,,,39,32.7,55,
2018-02-11T00:43:13.875Z,,,,39.1,32.7,55,
2018-02-11T00:43:23.875Z,,,,39.2,32.6,55,
2018-02-11T00:43:33.875Z,,,,39.3,32.6,55,
2018-02-11T00:43:43.875Z,,,,39.5,32.6,55,
2018-02-11T00:43:53.877Z,,,,39.8,32.6,55,
2018-02-11T00:44:03.875Z,,,,39.9,32.6,55,
2018-02-11T00:44:13.875Z,,,,40.1,32.6,55,
2018-02-11T00:44:23.880Z,,,,40.2,32.5,55,
2018-02-11T00:44:33.887Z,,,,40.3,32.5,55,
2018-02-11T00:44:43.875Z,,,,40.6,32.5,55,
2018-02-11T00:44:53.875Z,,,,,32.5,55,
2018-02-11T00:45:03.875Z,,,,40.8,32.5,55,
2018-02-11T00:45:13.875Z,,,,40.9,32.5,55,
2018-02-11T00:45:23.875Z,,,,41,32.5,55,
2018-02-11T00:45:33.875Z,,,,41.1,32.5,55,
2018-02-11T00:45:43.967Z,,,,41.2,32.5,55,
2018-02-11T00:45:53.875Z,,,,41.4,32.5,55,
2018-02-11T00:46:03.875Z,,,,41.5,32.5,55,
2018-02-11T00:46:13.875Z,,,,41.7,32.5,55,
2018-02-11T00:46:23.876Z,,,,41.8,32.5,55,
2018-02-11T00:46:33.875Z,,,,41.9,32.5,55,
2018-02-11T00:46:43.877Z,,,,42,32.5,55,
2018-02-11T00:46:53.877Z,,,,42.3,32.6,55,
2018-02-11T00:47:03.875Z,,,,,32.6,55,
2018-02-11T00:47:13.874Z,,,,42.4,32.6,55,
2018-02-11T00:47:23.875Z,,,,42.6,32.7,55,
2018-02-11T00:47:33.874Z,,,,42.7,32.7,55,
2018-02-11T00:47:43.877Z,,,,42.8,32.7,55,
2018-02-11T00:47:53.875Z,,,,43,32.7,55,
2018-02-11T00:48:03.874Z,,,,43.1,32.8,55,
2018-02-11T00:48:13.875Z,,,,43.2,32.8,55,
2018-02-11T00:48:23.874Z,,,,43.3,33,55,
2018-02-11T00:48:33.874Z,,,,43.4,33,55,
2018-02-11T00:48:43.877Z,,,,43.6,33,55,
2018-02-11T00:48:53.875Z,,,,43.7,33.1,55,
2018-02-11T00:49:03.874Z,,,,,33.1,55,
2018-02-11T00:49:13.879Z,0,0,2,44.1,33.2,55,
2018-02-11T00:49:23.875Z,,,,42.4,33.2,55,
2018-02-11T00:49:33.874Z,,,,40.7,33.3,55,
2018-02-11T00:49:43.874Z,,,,39.8,33.3,55,
2018-02-11T00:49:53.877Z,,,,39.7,33.5,55,
2018-02-11T00:50:03.874Z,,,,40,33.5,55,
2018-02-11T00:50:13.901Z,,,,40.4,33.5,55,
2018-02-11T00:50:23.875Z,,,,40.9,33.6,55,
2018-02-11T00:50:33.875Z,,,,40.8,33.7,55,
2018-02-11T00:50:43.874Z,,,,40.6,33.7,55,
2018-02-11T00:50:53.877Z,,,,40.3,33.7,55,
2018-02-11T00:51:03.874Z,,,,40.2,33.8,55,
2018-02-11T00:51:13.875Z,,,,40.1,33.8,55,
2018-02-11T00:51:23.875Z,,,,39.9,34,55,
2018-02-11T00:51:33.875Z,,,,39.8,34,55,
2018-02-11T00:51:43.874Z,,,,,34,55,
2018-02-11T00:51:53.874Z,,,,39.6,34,55,
2018-02-11T00:52:03.874Z,,,,39.5,34,55,
2018-02-11T00:52:13.874Z,,,,39.4,34.1,55,
2018-02-11T00:52:23.874Z,,,,39.3,34.1,55,
2018-02-11T00:52:33.874Z,,,,39.1,34.1,55,
2018-02-11T00:52:43.874Z,,,,,34.1,55,
2018-02-11T00:52:53.874Z,,,,39,34.1,55,
2018-02-11T00:53:03.910Z,,,,38.9,34.1,55,
2018-02-11T00:53:13.874Z,,,,38.8,34.1,55,
2018-02-11T00:53:23.874Z,,,,,34.1,55,
2018-02-11T00:53:33.875Z,,,,39,34.1,55,
2018-02-11T00:53:43.874Z,,,,39.1,34.1,55,
2018-02-11T00:53:53.875Z,,,,39.3,34.1,55,
2018-02-11T00:54:03.879Z,,,,39.4,34.1,55,
2018-02-11T00:54:13.874Z,,,,39.5,34.1,55,
2018-02-11T00:54:23.875Z,,,,39.6,34.1,55,
2018-02-11T00:54:33.880Z,,,,39.8,34,55,
2018-02-11T00:54:43.874Z,,,,,34,55,
2018-02-11T00:54:53.874Z,,,,39.9,34,55,
2018-02-11T00:55:03.874Z,,,,40,34,55,
2018-02-11T00:55:13.876Z,,,,,34,55,
2018-02-11T00:55:23.874Z,,,,,34,55,
2018-02-11T00:55:33.880Z,,,,40.1,34,55,
2018-02-11T00:55:43.874Z,,,,,34,55,
2018-02-11T00:55:53.874Z,,,,40.2,34,55,
2018-02-11T00:56:03.874Z,,,,,33.8,55,
2018-02-11T00:56:13.874Z,,,,,33.8,55,
2018-02-11T00:56:23.879Z,,,,40.3,33.8,55,
2018-02-11T00:56:33.873Z,,,,,33.8,55,
2018-02-11T00:56:43.883Z,,,,,33.8,55,
2018-02-11T00:56:53.876Z,,,,40.5,33.8,55,
2018-02-11T00:57:03.874Z,,,,,33.7,55,
2018-02-11T00:57:13.874Z,,,,,33.7,55,
2018-02-11T00:57:23.875Z,,,,,33.7,55,
2018-02-11T00:57:33.874Z,,,,,33.7,55,
2018-02-11T00:57:43.873Z,,,,40.6,33.7,55,
2018-02-11T00:57:53.887Z,,,,,33.7,55,
2018-02-11T00:58:03.873Z,,,,,33.6,55,
2018-02-11T00:58:13.874Z,,,,,33.6,55,
2018-02-11T00:58:23.873Z,,,,,33.6,55,
2018-02-11T00:58:33.874Z,,,,,33.6,55,
2018-02-11T00:58:43.874Z,,,,,33.6,55,
2018-02-11T00:58:53.877Z,,,,,33.5,55,
2018-02-11T00:59:03.890Z,,,,40.7,33.5,55,
2018-02-11T00:59:13.873Z,,,,,33.5,55,
2018-02-11T00:59:23.880Z,,,,39.8,33.5,55,
2018-02-11T00:59:33.874Z,,,,37.8,33.5,55,
2018-02-11T00:59:43.874Z,,,,35.9,33.3,55,
2018-02-11T00:59:53.874Z,,,,34.8,33.3,55,
2018-02-11T01:00:03.873Z,,,,34.6,33.3,55,
2018-02-11T01:00:13.890Z,,,,,33.3,55,
2018-02-11T01:00:23.878Z,,,,34.8,33.3,55,
2018-02-11T01:00:33.877Z,,,,,33.2,55,
2018-02-11T01:00:43.873Z,,,,34.7,33.2,55,
2018-02-11T01:00:53.874Z,,,,34.6,33.2,55,
2018-02-11T01:01:03.873Z,,,,34.4,33.2,55,
2018-02-11T01:01:13.874Z,,,,34.3,33.2,55,
2018-02-11T01:01:23.884Z,,,,,33.1,55,
2018-02-11T01:01:33.876Z,,,,,33.1,55,
2018-02-11T01:01:43.873Z,,,,34.2,33.1,55,
2018-02-11T01:01:53.948Z,,,,34.1,33.1,55,
2018-02-11T01:02:03.873Z,,,,,33.1,55,
2018-02-11T01:02:13.873Z,,,,34,33,55,
2018-02-11T01:02:23.874Z,,,,,33,55,
2018-02-11T01:02:33.908Z,79,0,2,35.1,33,55,
2018-02-11T01:02:43.874Z,70,,,41.4,33,55,
2018-02-11T01:02:53.876Z,36,,,43.7,32.8,55,
2018-02-11T01:03:03.874Z,29,,,42.6,32.8,55,
2018-02-11T01:03:13.873Z,,,,40.9,32.8,55,
2018-02-11T01:03:23.873Z,,,,39.8,32.8,55,
2018-02-11T01:03:33.875Z,,,,39.2,32.7,55,
2018-02-11T01:03:43.877Z,,,,38.7,32.7,55,
2018-02-11T01:03:53.873Z,,,,39,32.7,55,
2018-02-11T01:04:03.873Z,,,,39.1,32.7,55,
2018-02-11T01:04:13.878Z,,,,39.3,32.7,55,
2018-02-11T01:04:23.873Z,,,,39.4,32.6,55,
2018-02-11T01:04:33.873Z,,,,,32.6,55,
2018-02-11T01:04:43.873Z,,,,39.7,32.6,55,
2018-02-11T01:04:53.873Z,,,,39.9,32.6,55,
2018-02-11T01:05:03.873Z,,,,40,32.6,55,
2018-02-11T01:05:13.873Z,,,,40.2,32.6,55,
2018-02-11T01:05:24.053Z,,,,40.3,32.5,55,
2018-02-11T01:05:33.873Z,,,,40.5,32.5,55,
2018-02-11T01:05:43.876Z,,,,40.6,32.5,55,
2018-02-11T01:05:53.875Z,,,,40.8,32.5,55,
2018-02-11T01:06:03.875Z,,,,40.9,32.5,55,
2018-02-11T01:06:13.874Z,,,,41,32.5,55,
2018-02-11T01:06:24.051Z,,,,41.1,32.5,55,
2018-02-11T01:06:33.873Z,,,,41.2,32.5,55,
2018-02-11T01:06:43.874Z,,,,41.4,32.5,55,
2018-02-11T01:06:53.908Z,,,,41.6,32.5,55,
2018-02-11T01:07:03.873Z,,,,41.7,32.5,55,
2018-02-11T01:07:13.873Z,,,,41.8,32.5,55,
2018-02-11T01:07:23.873Z,,,,41.9,32.5,55,
2018-02-11T01:07:33.873Z,,,,42,32.6,55,
2018-02-11T01:07:43.873Z,,,,42.2,32.6,55,
2018-02-11T01:07:53.873Z,,,,42.4,32.6,55,
2018-02-11T01:08:03.888Z,,,,42.5,32.6,55,
2018-02-11T01:08:13.873Z,,,,42.6,32.7,55,
2018-02-11T01:08:23.872Z,,,,42.7,32.7,55,
2018-02-11T01:08:33.873Z,,,,42.8,32.7,55,
2018-02-11T01:08:43.874Z,,,,43,32.7,55,
2018-02-11T01:08:53.873Z,,,,43.1,32.8,55,
2018-02-11T01:09:03.878Z,,,,43.2,32.8,55,
2018-02-11T01:09:13.873Z,,,,43.3,33,55,
2018-02-11T01:09:23.873Z,,,,43.4,33,55,
2018-02-11T01:09:33.881Z,,,,43.5,33,55,
2018-02-11T01:09:43.874Z,,,,43.6,33.1,55,
2018-02-11T01:09:53.873Z,,,,43.7,33.1,55,
2018-02-11T01:10:03.875Z,0,,,44,33.2,55,
2018-02-11T01:10:13.873Z,,0,2,42.5,33.2,55,
2018-02-11T01:10:23.873Z,,,,40.7,33.3,55,
2018-02-11T01:10:33.874Z,,,,39.8,33.3,55,
2018-02-11T01:10:43.875Z,,,,39.7,33.5,55,
2018-02-11T01:10:53.880Z,,,,40.1,33.5,55,
2018-02-11T01:11:03.873Z,,,,40.3,33.6,55,
2018-02-11T01:11:13.873Z,,,,40.9,33.6,55,
2018-02-11T01:11:23.873Z,,,,40.8,33.7,55,
2018-02-11T01:11:33.873Z,,,,40.6,33.7,55,
2018-02-11T01:11:43.872Z,,,,40.3,33.8,55,
2018-02-11T01:11:53.873Z,,,,40.2,33.8,55,
2018-02-11T01:12:03.873Z,,,,40,33.8,55,
2018-02-11T01:12:13.872Z,,,,39.9,34,55,
2018-02-11T01:12:23.872Z,,,,39.8,34,55,
2018-02-11T01:12:33.872Z,,,,,34,55,
2018-02-11T01:12:43.876Z,,,,39.6,34,55,
2018-02-11T01:12:53.872Z,,,,39.5,34.1,55,
2018-02-11T01:13:03.874Z,,,,39.4,34.1,55,
2018-02-11T01:13:13.873Z,,,,39.3,34.1,55,
2018-02-11T01:13:23.873Z,,,,39.1,34.1,55,
2018-02-11T01:13:33.872Z,,,,39,34.1,55,
2018-02-11T01:13:43.875Z,,,,38.9,34.1,55,
2018-02-11T01:13:53.877Z,,,,,34.1,55,
2018-02-11T01:14:03.873Z,,,,38.8,34.1,55,
2018-02-11T01:14:13.873Z,,,,38.6,34.1,55,
2018-02-11T01:14:23.881Z,,,,38.8,34.1,55,
2018-02-11T01:14:33.873Z,,,,39,34.1,55,
2018-02-11T01:14:43.912Z,,,,39.1,34.1,55,
2018-02-11T01:14:53.874Z,,,,39.3,34.1,55,
2018-02-11T01:15:03.872Z,,,,39.4,34.1,55,
2018-02-11T01:15:13.873Z,,,,39.5,34.1,55,
2018-02-11T01:15:24.014Z,,,,,34.1,55,
2018-02-11T01:15:33.872Z,,,,39.6,34.1,55,
2018-02-11T01:15:43.872Z,,,,39.8,34,55,
2018-02-11T01:15:53.874Z,0,0,2,39.8,34,55,40
2018-02-11T01:16:03.872Z,,,,39.9,34,55,
2018-02-11T01:16:13.872Z,,,,,34,55,
2018-02-11T01:16:23.872Z,,,,40,34,55,
2018-02-11T01:16:33.872Z,,,,,34,55,
2018-02-11T01:16:43.872Z,,,,40.1,34,55,
2018-02-11T01:16:53.874Z,,,,,34,55,
2018-02-11T01:17:03.874Z,,,,,33.8,55,
2018-02-11T01:17:13.872Z,,,,40.2,33.8,55,
