Time,HwTSet,HwActive,ActPow,PrimTSet,HwTOutlet,ChActive,PrimT
2018-02-14T04:37:36.507Z,55,,,,32,,40.1
2018-02-14T04:37:46.613Z,55,,,,32,,40.2
2018-02-14T04:37:56.507Z,55,,,,31.9,,40.3
2018-02-14T04:38:06.510Z,55,,,,31.9,,40.5
2018-02-14T04:38:16.508Z,55,,,,31.9,,40.6
2018-02-14T04:38:26.507Z,55,,,,31.9,,40.8
2018-02-14T04:38:36.514Z,55,,,,31.9,,40.9
2018-02-14T04:38:46.507Z,55,,,,31.9,,41.1
2018-02-14T04:38:56.508Z,55,,,,31.9,,
2018-02-14T04:39:06.507Z,55,,,,31.9,,41.4
2018-02-14T04:39:16.507Z,55,,,,31.9,,41.5
2018-02-14T04:39:26.511Z,55,,,,31.9,,41.6
2018-02-14T04:39:36.507Z,55,,,,31.9,,41.7
2018-02-14T04:39:46.508Z,55,,,,32,,41.8
2018-02-14T04:39:56.508Z,55,,,,32,,42
2018-02-14T04:40:06.507Z,55,,,,32,,42.2
2018-02-14T04:40:16.509Z,55,,,,32,,42.3
2018-02-14T04:40:26.507Z,55,,,,32.1,,42.4
2018-02-14T04:40:36.507Z,55,,,,32.1,,42.5
2018-02-14T04:40:46.507Z,55,,,,32.1,,42.6
2018-02-14T04:40:56.507Z,55,,,,32.2,,42.7
2018-02-14T04:41:06.507Z,55,,,,32.2,,43
2018-02-14T04:41:16.508Z,55,,,,32.2,,
2018-02-14T04:41:26.507Z,55,,,,32.3,,43.2
2018-02-14T04:41:36.507Z,55,,,,32.3,,43.3
2018-02-14T04:41:46.509Z,55,,,,32.3,,43.4
2018-02-14T04:41:56.522Z,55,,,,32.5,,43.5
2018-02-14T04:42:06.506Z,55,,,,32.5,,43.6
2018-02-14T04:42:16.514Z,55,,,,32.6,,43.7
2018-02-14T04:42:26.507Z,55,0,0,,32.6,2,44.1
2018-02-14T04:42:36.509Z,55,,,,32.7,,41.8
2018-02-14T04:42:46.507Z,55,,,,32.7,,40.5
2018-02-14T04:42:56.510Z,55,,,,32.8,,39.6
2018-02-14T04:43:06.507Z,55,,,,32.8,,
2018-02-14T04:43:16.508Z,55,,,,33,,40
2018-02-14T04:43:26.507Z,55,,,,33,,40.4
2018-02-14T04:43:36.507Z,55,,,,33.1,,40.8
2018-02-14T04:43:46.510Z,55,,,,33.1,,40.6
2018-02-14T04:43:56.520Z,55,,,,33.2,,40.3
2018-02-14T04:44:06.507Z,55,,,,33.2,,40.2
2018-02-14T04:44:16.513Z,55,,,,33.3,,40
2018-02-14T04:44:26.507Z,55,,,,33.3,,39.9
2018-02-14T04:44:36.507Z,55,,,,33.3,,39.8
2018-02-14T04:44:46.506Z,55,,,,33.3,,39.6
2018-02-14T04:44:56.507Z,55,,,,33.5,,39.5
2018-02-14T04:45:06.508Z,55,,,,33.5,,39.4
2018-02-14T04:45:16.508Z,55,,,,33.5,,
2018-02-14T04:45:26.507Z,55,,,,33.5,,39.3
2018-02-14T04:45:36.506Z,55,,,,33.5,,39.1
2018-02-14T04:45:46.506Z,55,,,,33.5,,39
2018-02-14T04:45:56.506Z,55,,,,33.5,,38.9
2018-02-14T04:46:06.507Z,55,,,,33.5,,38.8
2018-02-14T04:46:16.508Z,55,,,,33.5,,
2018-02-14T04:46:26.506Z,55,,,,33.5,,38.6
2018-02-14T04:46:36.508Z,55,,,,33.5,,38.5
2018-02-14T04:46:46.506Z,55,,,,33.5,,38.8
2018-02-14T04:46:56.509Z,55,,,,33.5,,38.9
2018-02-14T04:47:06.512Z,55,,,,33.5,,39
2018-02-14T04:47:16.506Z,55,,,,33.5,,39.1
2018-02-14T04:47:26.508Z,55,,,,33.5,,39.3
2018-02-14T04:47:36.507Z,55,,,,33.5,,39.4
2018-02-14T04:47:46.508Z,55,,,,33.5,,
2018-02-14T04:47:56.507Z,55,,,,33.5,,39.5
2018-02-14T04:48:06.618Z,55,,,,33.5,,39.6
2018-02-14T04:48:16.506Z,55,,,,33.5,,
2018-02-14T04:48:26.508Z,55,,,,33.3,,39.8
2018-02-14T04:48:36.507Z,55,,,,33.3,,
2018-02-14T04:48:46.506Z,55,,,,33.3,,39.9
2018-02-14T04:48:56.507Z,55,,,,33.3,,
2018-02-14T04:49:06.507Z,55,,,,33.3,,39.9
2018-02-14T04:49:16.521Z,55,,,,33.3,,40
2018-02-14T04:49:26.506Z,55,,,,33.2,,
2018-02-14T04:49:36.508Z,55,,,,33.2,,40.1
2018-02-14T04:49:46.506Z,55,,,,33.2,,
2018-02-14T04:49:56.507Z,55,,,,33.2,,
2018-02-14T04:50:06.507Z,55,,,,33.2,,40.2
2018-02-14T04:50:16.506Z,55,,,,33.2,,
2018-02-14T04:50:26.506Z,55,,,,33.1,,
2018-02-14T04:50:36.506Z,55,,,,33.1,,40.3
2018-02-14T04:50:46.506Z,55,,,,33.1,,
2018-02-14T04:50:56.507Z,55,,,,33.1,,
2018-02-14T04:51:06.507Z,55,,,,33.1,,
2018-02-14T04:51:16.506Z,55,,,,33,,40.5
2018-02-14T04:51:26.507Z,55,,,,33,,
2018-02-14T04:51:36.508Z,55,,,,33,,
2018-02-14T04:51:46.506Z,55,,,,33,,
2018-02-14T04:51:56.510Z,55,,,,33,,
2018-02-14T04:52:06.506Z,55,,,,32.8,,40.6
2018-02-14T04:52:16.506Z,55,,,,32.8,,
2018-02-14T04:52:26.506Z,55,,,,32.8,,
2018-02-14T04:52:36.506Z,55,,,,32.8,,39.6
2018-02-14T04:52:46.506Z,55,,,,32.8,,37.7
2018-02-14T04:52:56.506Z,55,,,,32.7,,36.4
2018-02-14T04:53:06.506Z,55,,,,32.7,,34.9
2018-02-14T04:53:16.505Z,55,,,,32.7,,34.6
2018-02-14T04:53:26.508Z,55,,,,32.7,,
2018-02-14T04:53:36.506Z,55,,,,32.7,,34.7
2018-02-14T04:53:46.505Z,55,,,,32.6,,
2018-02-14T04:53:56.506Z,55,,,,32.6,,34.6
2018-02-14T04:54:06.506Z,55,,,,32.6,,34.4
2018-02-14T04:54:16.506Z,55,,,,32.6,,34.3
2018-02-14T04:54:26.506Z,55,,,,32.5,,
2018-02-14T04:54:36.506Z,55,,,,32.5,,
2018-02-14T04:54:46.507Z,55,,,,32.5,,34.2
2018-02-14T04:54:56.507Z,55,,,,32.5,,
2018-02-14T04:55:06.506Z,55,,,,32.3,,34.1
2018-02-14T04:55:16.505Z,55,,,,32.3,,34
2018-02-14T04:55:26.505Z,55,,,,32.3,,34
2018-02-14T04:55:36.506Z,55,0,80,,32.3,2,39.4
2018-02-14T04:55:46.507Z,55,,48,,32.2,,43.4
2018-02-14T04:55:56.507Z,55,,29,,32.2,,43.3
2018-02-14T04:56:06.506Z,55,,,,32.2,,41.7
2018-02-14T04:56:16.506Z,55,,,,32.2,,40.4
2018-02-14T04:56:26.508Z,55,,,,32.1,,39.5
2018-02-14T04:56:36.505Z,55,,,,32.1,,39
2018-02-14T04:56:46.510Z,55,,,,32.1,,39.1
2018-02-14T04:56:56.507Z,55,,,,32.1,,39.3
2018-02-14T04:57:06.505Z,55,,,,32,,39.4
2018-02-14T04:57:16.512Z,55,,,,32,,39.5
2018-02-14T04:57:26.505Z,55,,,,32,,39.8
2018-02-14T04:57:36.505Z,55,,,,32,,39.9
2018-02-14T04:57:46.506Z,55,,,,32,,40
2018-02-14T04:57:56.506Z,55,,,,32,,40.2
2018-02-14T04:58:06.505Z,55,,,,32,,40.3
2018-02-14T04:58:16.510Z,55,,,,31.9,,40.5
2018-02-14T04:58:26.505Z,55,,,,31.9,,40.7
2018-02-14T04:58:36.505Z,55,,,,31.9,,40.8
2018-02-14T04:58:46.511Z,55,,,,31.9,,40.9
2018-02-14T04:58:56.505Z,55,,,,31.9,,41
2018-02-14T04:59:06.505Z,55,,,,31.9,,41.2
2018-02-14T04:59:16.507Z,55,,,,31.9,,41.4
2018-02-14T04:59:26.505Z,55,,,,31.9,,41.5
2018-02-14T04:59:36.506Z,55,,,,31.9,,41.6
2018-02-14T04:59:46.506Z,55,,,,31.9,,41.7
2018-02-14T04:59:56.505Z,55,,,,31.9,,41.9
2018-02-14T05:00:06.505Z,55,,,,32,,42
2018-02-14T05:00:16.505Z,55,,,,32,,42.2
2018-02-14T05:00:26.531Z,55,,,,32,,42.3
2018-02-14T05:00:36.505Z,55,,,,32,,42.4
2018-02-14T05:00:46.508Z,55,,,,32.1,,42.5
2018-02-14T05:00:56.508Z,55,,,,32.1,,42.6
2018-02-14T05:01:06.505Z,55,,,,32.1,,42.7
2018-02-14T05:01:16.506Z,55,,,,32.2,,43
2018-02-14T05:01:26.507Z,55,,,,32.2,,43.1
2018-02-14T05:01:36.883Z,55,,,,32.2,,43.2
2018-02-14T05:01:46.505Z,55,,,,32.3,,43.3
2018-02-14T05:01:56.505Z,55,,,,32.3,,43.4
2018-02-14T05:02:06.511Z,55,,,,32.5,,43.5
2018-02-14T05:02:16.505Z,55,,,,32.5,,43.6
2018-02-14T05:02:26.536Z,55,,,,32.6,,43.7
2018-02-14T05:02:36.507Z,55,,,,32.6,,43.9
2018-02-14T05:02:46.505Z,55,0,0,,32.7,2,42.5
2018-02-14T05:02:56.505Z,55,,,,32.7,,40.8
2018-02-14T05:03:06.508Z,55,,,,32.8,,39.7
2018-02-14T05:03:16.507Z,55,,,,32.8,,39.6
2018-02-14T05:03:26.506Z,55,,,,33,,39.9
2018-02-14T05:03:36.504Z,55,,,,33,,40.3
2018-02-14T05:03:46.505Z,55,,,,33,,40.8
2018-02-14T05:03:56.505Z,55,,,,33.1,,40.6
2018-02-14T05:04:06.505Z,55,,,,33.2,,40.5
2018-02-14T05:04:16.505Z,55,,,,33.2,,40.2
2018-02-14T05:04:26.506Z,55,,,,33.2,,40.1
2018-02-14T05:04:36.504Z,55,,,,33.3,,39.9
2018-02-14T05:04:46.506Z,55,,,,33.3,,39.8
2018-02-14T05:04:56.505Z,55,,,,33.3,,39.6
2018-02-14T05:05:06.505Z,55,,,,33.3,,39.5
2018-02-14T05:05:16.509Z,55,,,,33.5,,39.4
2018-02-14T05:05:26.505Z,55,,,,33.5,,
2018-02-14T05:05:36.507Z,55,,,,33.5,,39.3
2018-02-14T05:05:46.505Z,55,,,,33.5,,39.1
2018-02-14T05:05:56.508Z,55,,,,33.5,,39
2018-02-14T05:06:06.507Z,55,,,,33.5,,38.9
2018-02-14T05:06:16.506Z,55,,,,33.5,,38.8
2018-02-14T05:06:26.508Z,55,,,,33.5,,38.6
2018-02-14T05:06:36.595Z,55,,,,33.5,,
2018-02-14T05:06:46.505Z,55,,,,33.5,,38.5
2018-02-14T05:06:56.512Z,55,,,,33.5,,38.4
2018-02-14T05:07:06.504Z,55,,,,33.5,,38.3
2018-02-14T05:07:16.506Z,55,,,,33.5,,
2018-02-14T05:07:26.504Z,55,,,,33.5,,38.4
2018-02-14T05:07:36.505Z,55,,,,33.5,,38.6
2018-02-14T05:07:46.504Z,55,,,,33.5,,38.8
2018-02-14T05:07:56.508Z,55,,,,33.5,,38.9
2018-02-14T05:08:06.504Z,55,,,,33.5,,
2018-02-14T05:08:16.505Z,55,,,,33.5,,39
2018-02-14T05:08:26.504Z,55,,,,33.3,,39.1
2018-02-14T05:08:36.504Z,55,,,,33.3,,
2018-02-14T05:08:46.511Z,55,,,,33.3,,39.3
2018-02-14T05:08:56.509Z,55,,,,33.3,,
2018-02-14T05:09:06.512Z,55,,,,33.3,,39.4
2018-02-14T05:09:16.520Z,55,,,,33.3,,
2018-02-14T05:09:26.504Z,55,,,,33.3,,39.5
2018-02-14T05:09:36.528Z,55,,,,33.2,,
2018-02-14T05:09:46.505Z,55,,,,33.2,,39.6
2018-02-14T05:09:56.508Z,55,,,,33.2,,
2018-02-14T05:10:06.504Z,55,,,,33.2,,
2018-02-14T05:10:16.504Z,55,,,,33.2,,39.8
2018-02-14T05:10:26.507Z,55,,,,33.1,,
2018-02-14T05:10:36.506Z,55,,,,33.1,,
2018-02-14T05:10:46.519Z,55,,,,33.1,,39.9
2018-02-14T05:10:56.507Z,55,,,,33.1,,
2018-02-14T05:11:06.504Z,55,,,,33.1,,
2018-02-14T05:11:16.553Z,55,,,,33.1,,40
2018-02-14T05:11:28.217Z,55,,,,33,,40
2018-02-14T05:11:36.835Z,55,,,,33,,
2018-02-14T05:11:46.692Z,55,,,,33,,
2018-02-14T05:11:57.405Z,55,,,,33,,
2018-02-14T05:12:08.079Z,55,,,,33,,40.1
2018-02-14T05:12:18.532Z,55,,,,32.8,,
2018-02-14T05:12:28.532Z,55,,,,32.8,,
2018-02-14T05:12:36.504Z,55,,,,32.8,,
2018-02-14T05:12:46.507Z,55,,,,32.8,,
2018-02-14T05:12:56.504Z,55,,,,32.8,,40.2
2018-02-14T05:13:06.505Z,55,,,,32.7,,
2018-02-14T05:13:16.504Z,55,,,,32.7,,39.5
2018-02-14T05:13:26.504Z,55,,,,32.7,,37.4
2018-02-14T05:13:36.504Z,55,,,,32.7,,35.8
2018-02-14T05:13:46.520Z,55,,,,32.6,,34.7
2018-02-14T05:13:56.504Z,55,,,,32.6,,34.3
2018-02-14T05:14:06.516Z,55,,,,32.6,,
2018-02-14T05:14:16.523Z,55,,,,32.6,,34.4
2018-02-14T05:14:26.504Z,55,,,,32.6,,
2018-02-14T05:14:36.506Z,55,,,,32.5,,34.3
2018-02-14T05:14:46.506Z,55,,,,32.5,,34.2
2018-02-14T05:14:56.504Z,55,,,,32.5,,
2018-02-14T05:15:06.504Z,55,,,,32.5,,34.1
2018-02-14T05:15:16.509Z,55,,,,32.5,,
2018-02-14T05:15:26.504Z,55,,,,32.3,,34
2018-02-14T05:15:36.505Z,55,,,,32.3,,33.8
2018-02-14T05:15:46.504Z,55,0,79,,32.3,2,38.6
2018-02-14T05:15:56.505Z,55,,55,,32.2,,42.9
2018-02-14T05:16:06.509Z,55,,29,,32.2,,43.3
2018-02-14T05:16:16.504Z,55,,,,32.2,,41.7
2018-02-14T05:16:26.504Z,55,,,,32.2,,40.3
2018-02-14T05:16:36.509Z,55,,,,32.1,,39.5
2018-02-14T05:16:46.507Z,55,,,,32.1,,38.9
2018-02-14T05:16:56.504Z,55,,,,32.1,,39
2018-02-14T05:17:06.514Z,55,,,,32.1,,39.2
2018-02-14T05:17:16.504Z,55,,,,32.1,,39.4
2018-02-14T05:17:26.504Z,55,,,,32.1,,39.5
2018-02-14T05:17:36.515Z,55,,,,32,,39.7
2018-02-14T05:17:46.504Z,55,,,,32,,39.8
2018-02-14T05:17:56.504Z,55,,,,32,,40
2018-02-14T05:18:06.504Z,55,,,,32,,40.1
2018-02-14T05:18:16.503Z,55,,,,31.9,,40.3
2018-02-14T05:18:26.504Z,55,,,,32,,40.5
2018-02-14T05:18:36.503Z,55,,,,31.9,,40.6
2018-02-14T05:18:46.504Z,55,,,,31.9,,40.8
2018-02-14T05:18:56.520Z,55,,,,31.9,,40.9
2018-02-14T05:19:06.504Z,55,,,,31.9,,41
2018-02-14T05:19:16.504Z,55,,,,31.9,,41.1
2018-02-14T05:19:26.506Z,55,,,,31.9,,41.2
2018-02-14T05:19:36.507Z,55,,,,31.9,,41.4
2018-02-14T05:19:46.504Z,55,,,,31.9,,41.5
2018-02-14T05:19:56.504Z,55,,,,31.9,,41.7
2018-02-14T05:20:06.509Z,55,,,,31.9,,
2018-02-14T05:20:16.503Z,55,,,,31.9,,41.9
2018-02-14T05:20:26.503Z,55,,,,32,,42
2018-02-14T05:20:36.503Z,55,,,,32,,42.2
2018-02-14T05:20:46.504Z,55,,,,32,,42.4
2018-02-14T05:20:56.506Z,55,,,,32.1,,42.5
2018-02-14T05:21:06.504Z,55,,,,32.1,,
2018-02-14T05:21:16.604Z,55,,,,32.1,,42.7
2018-02-14T05:21:26.506Z,55,,,,32.2,,42.8
2018-02-14T05:21:36.504Z,55,,,,32.2,,43
2018-02-14T05:21:46.583Z,55,,,,32.2,,43.1
2018-02-14T05:21:56.509Z,55,,,,32.3,,43.3
2018-02-14T05:22:06.568Z,55,,,,32.3,,
2018-02-14T05:22:16.504Z,55,,,,32.5,,43.5
2018-02-14T05:22:26.504Z,55,0,29,40,32.5,2,43.6
2018-02-14T05:22:36.503Z,55,,,,32.6,,43.7
2018-02-14T05:22:46.503Z,55,,,,32.6,,43.9
2018-02-14T05:22:56.505Z,,0,0,,,2,44
2018-02-14T05:23:06.503Z,55,,,,32.7,,41.7
2018-02-14T05:23:16.504Z,55,,,,32.8,,40.1
2018-02-14T05:23:26.532Z,55,,,,32.8,,39.6
2018-02-14T05:23:36.503Z,55,,,,33,,
2018-02-14T05:23:46.507Z,55,,,,33,,39.9
2018-02-14T05:23:56.504Z,55,,,,33.1,,40.5
2018-02-14T05:24:06.504Z,55,,,,33.1,,40.7
2018-02-14T05:24:16.507Z,55,,,,33.2,,40.6
2018-02-14T05:24:26.507Z,55,,,,33.2,,40.3
2018-02-14T05:24:36.503Z,55,,,,33.2,,40.1
2018-02-14T05:24:46.503Z,55,,,,33.3,,40
2018-02-14T05:24:56.503Z,55,,,,33.3,,39.8
2018-02-14T05:25:06.503Z,55,,,,33.3,,39.6
2018-02-14T05:25:16.503Z,55,,,,33.5,,39.5
2018-02-14T05:25:26.503Z,55,,,,33.5,,39.4
2018-02-14T05:25:36.503Z,55,,,,33.5,,
2018-02-14T05:25:46.504Z,55,,,,33.5,,39.3
2018-02-14T05:25:56.503Z,55,,,,33.5,,39.1
2018-02-14T05:26:06.504Z,55,,,,33.5,,39
2018-02-14T05:26:16.504Z,55,,,,33.6,,38.9
2018-02-14T05:26:26.503Z,55,,,,33.5,,
2018-02-14T05:26:36.503Z,55,,,,33.5,,38.8
2018-02-14T05:26:46.518Z,55,,,,33.6,,38.6
2018-02-14T05:26:56.503Z,,,,,,,38.5
2018-02-14T05:27:06.503Z,55,,,,33.5,,
2018-02-14T05:27:16.562Z,55,,,,33.5,,
2018-02-14T05:27:26.503Z,55,,,,33.5,,38.6
2018-02-14T05:27:36.504Z,55,,,,33.5,,38.8
2018-02-14T05:27:46.507Z,55,,,,33.5,,38.9
2018-02-14T05:27:56.503Z,,,,,,,39
2018-02-14T05:28:06.503Z,55,,,,33.5,,39.1
2018-02-14T05:28:16.503Z,55,,,,33.5,,39.3
2018-02-14T05:28:26.503Z,55,,,,33.5,,
2018-02-14T05:28:36.503Z,55,,,,33.5,,39.4
2018-02-14T05:28:46.504Z,55,,,,33.5,,
2018-02-14T05:28:56.503Z,55,,,,33.3,,39.5
2018-02-14T05:29:06.503Z,55,,,,33.3,,39.6
2018-02-14T05:29:16.507Z,55,,,,33.3,,
2018-02-14T05:29:26.503Z,55,,,,33.3,,
2018-02-14T05:29:36.503Z,55,,,,33.3,,39.8
2018-02-14T05:29:46.512Z,55,,,,33.3,,
2018-02-14T05:29:56.509Z,55,,,,33.2,,39.9
2018-02-14T05:30:06.505Z,55,,,,33.2,,
2018-02-14T05:30:16.503Z,55,,,,33.2,,
2018-02-14T05:30:26.503Z,55,,,,33.2,,40
2018-02-14T05:30:36.502Z,55,,,,33.2,,
2018-02-14T05:30:46.502Z,55,,,,33.1,,
2018-02-14T05:30:56.532Z,55,,,,33.1,,40.1
2018-02-14T05:31:06.503Z,55,,,,33.1,,
2018-02-14T05:31:16.503Z,55,,,,33.1,,
2018-02-14T05:31:26.503Z,55,,,,33.1,,
2018-02-14T05:31:36.507Z,55,,,,33,,40.2
2018-02-14T05:31:46.503Z,55,,,,33,,
2018-02-14T05:31:56.503Z,55,,,,33,,
2018-02-14T05:32:06.509Z,55,,,,33,,
2018-02-14T05:32:16.502Z,55,,,,33,,40.3
2018-02-14T05:32:26.502Z,55,,,,32.8,,
2018-02-14T05:32:36.504Z,55,,,,32.8,,
2018-02-14T05:32:46.505Z,55,,,,32.8,,
2018-02-14T05:32:56.504Z,55,,,,32.8,,
2018-02-14T05:33:06.507Z,55,,,,32.8,,
2018-02-14T05:33:16.504Z,55,,,,32.8,,39.5
2018-02-14T05:33:26.506Z,55,,,,32.7,,37.4
2018-02-14T05:33:36.505Z,55,,,,32.7,,35.8
2018-02-14T05:33:46.520Z,55,,,,32.7,,34.8
2018-02-14T05:33:56.525Z,55,,,,32.6,,34.3
2018-02-14T05:34:06.502Z,55,,,,32.6,,34.4
2018-02-14T05:34:16.503Z,55,,,,32.6,,34.6
2018-02-14T05:34:26.516Z,55,,,,32.6,,
2018-02-14T05:34:36.502Z,55,,,,32.6,,34.4
2018-02-14T05:34:46.502Z,55,,,,32.5,,34.3
2018-02-14T05:34:56.505Z,55,,,,32.5,,34.2
2018-02-14T05:35:06.502Z,55,,,,32.5,,
2018-02-14T05:35:16.502Z,55,,,,32.5,,34.1
2018-02-14T05:35:26.504Z,55,,,,32.5,,
2018-02-14T05:35:36.506Z,55,,,,32.3,,34
2018-02-14T05:35:46.502Z,55,,,,32.3,,
2018-02-14T05:35:56.609Z,,0,80,,,2,37.3
2018-02-14T05:36:06.503Z,55,,56,,32.3,,42.8
2018-02-14T05:36:16.502Z,55,,29,,32.2,,43.4
2018-02-14T05:36:26.514Z,55,,,,32.2,,41.7
2018-02-14T05:36:36.502Z,55,,,,32.2,,40.5
2018-02-14T05:36:46.529Z,55,,,,32.2,,39.5
2018-02-14T05:36:56.504Z,55,,,,32.1,,39
2018-02-14T05:37:06.502Z,55,,,,32.1,,39
2018-02-14T05:37:16.666Z,55,,,,32.1,,39.2
2018-02-14T05:37:26.502Z,55,,,,32.1,,39.4
2018-02-14T05:37:36.502Z,55,,,,32.1,,39.5
2018-02-14T05:37:46.502Z,55,,,,32,,39.7
2018-02-14T05:37:56.559Z,55,,,,32,,39.8
2018-02-14T05:38:06.502Z,55,,,,32,,40
2018-02-14T05:38:16.502Z,55,,,,32,,40.1
2018-02-14T05:38:26.506Z,55,,,,32,,40.3
2018-02-14T05:38:36.503Z,55,,,,31.9,,40.5
2018-02-14T05:38:46.508Z,55,,,,32,,40.6
2018-02-14T05:38:56.523Z,55,,,,31.9,,40.7
2018-02-14T05:39:06.505Z,55,,,,31.9,,40.8
2018-02-14T05:39:16.504Z,55,,,,31.9,,41
2018-02-14T05:39:26.502Z,55,,,,31.9,,41.1
2018-02-14T05:39:36.502Z,55,,,,31.9,,41.2
2018-02-14T05:39:46.502Z,55,,,,31.9,,41.4
2018-02-14T05:39:56.502Z,55,,,,31.9,,41.5
2018-02-14T05:40:06.505Z,55,,,,31.9,,41.7
2018-02-14T05:40:16.508Z,55,,,,31.9,,41.8
2018-02-14T05:40:26.502Z,55,,,,32,,41.9
2018-02-14T05:40:36.502Z,,,,,,,42
2018-02-14T05:40:46.518Z,55,,,,32,,42.2
2018-02-14T05:40:56.502Z,55,,,,32,,
2018-02-14T05:41:06.502Z,55,,,,32.1,,42.4
2018-02-14T05:41:16.505Z,55,,,,32.1,,42.6
2018-02-14T05:41:26.502Z,55,,,,32.1,,42.7
2018-02-14T05:41:36.504Z,55,,,,32.2,,42.8
2018-02-14T05:41:46.508Z,55,,,,32.2,,43
2018-02-14T05:41:56.502Z,55,,,,32.2,,43.1
2018-02-14T05:42:06.502Z,55,,,,32.3,,43.2
2018-02-14T05:42:16.503Z,55,,,,32.3,,43.3
2018-02-14T05:42:26.502Z,55,,,,32.5,,43.4
2018-02-14T05:42:36.502Z,55,,,,32.5,,43.5
2018-02-14T05:42:46.502Z,55,,,,32.5,,43.6
2018-02-14T05:42:56.501Z,55,,,,32.6,,43.9
2018-02-14T05:43:06.502Z,55,0,0,,32.6,2,43.9
2018-02-14T05:43:16.503Z,55,,,,32.7,,41.6
2018-02-14T05:43:26.700Z,55,,,,32.7,,40.2
2018-02-14T05:43:36.501Z,55,,,,32.8,,39.7
2018-02-14T05:43:46.506Z,55,,,,33,,
2018-02-14T05:43:56.507Z,55,,,,33,,40.1
2018-02-14T05:44:06.502Z,55,,,,33,,40.5
2018-02-14T05:44:16.508Z,55,,,,33.1,,40.7
2018-02-14T05:44:26.501Z,55,,,,33.2,,40.5
2018-02-14T05:44:36.501Z,55,,,,33.2,,40.3
2018-02-14T05:44:46.501Z,55,,,,33.2,,40.1
2018-02-14T05:44:56.502Z,55,,,,33.3,,40
2018-02-14T05:45:06.502Z,55,,,,33.3,,39.8
2018-02-14T05:45:16.501Z,55,,,,33.3,,39.6
2018-02-14T05:45:26.517Z,55,,,,33.5,,
2018-02-14T05:45:36.502Z,55,,,,33.5,,39.5
2018-02-14T05:45:46.501Z,55,,,,33.5,,39.4
2018-02-14T05:45:56.501Z,55,,,,33.5,,
2018-02-14T05:46:06.504Z,55,,,,33.5,,39.1
2018-02-14T05:46:16.501Z,55,,,,33.5,,39
2018-02-14T05:46:26.502Z,55,,,,33.5,,38.9
2018-02-14T05:46:36.517Z,55,,,,33.5,,
2018-02-14T05:46:46.501Z,,,,,,,38.8
2018-02-14T05:46:56.507Z,55,,,,33.5,,38.6
2018-02-14T05:47:06.502Z,55,,,,33.5,,38.5
2018-02-14T05:47:16.501Z,,,,,,,38.4
2018-02-14T05:47:26.502Z,55,,,,33.5,,38.5
2018-02-14T05:47:36.507Z,55,,,,33.5,,38.6
2018-02-14T05:47:46.501Z,55,,,,33.5,,38.8
2018-02-14T05:47:56.502Z,,,,,,,38.9
2018-02-14T05:48:06.502Z,55,,,,33.5,,39
2018-02-14T05:48:16.501Z,55,,,,33.5,,39.1
2018-02-14T05:48:26.515Z,55,,,,33.5,,39.3
2018-02-14T05:48:36.502Z,55,,,,33.5,,
2018-02-14T05:48:46.501Z,55,,,,33.5,,39.4
2018-02-14T05:48:56.501Z,55,,,,33.3,,
2018-02-14T05:49:06.501Z,55,,,,33.3,,39.5
2018-02-14T05:49:26.501Z,55,,,,33.3,,39.6
2018-02-14T05:49:36.691Z,55,,,,33.3,,
2018-02-14T05:49:46.501Z,,,,,,,39.8
2018-02-14T05:49:56.521Z,55,,,,33.3,,
2018-02-14T05:50:06.501Z,55,,,,33.2,,39.9
2018-02-14T05:50:16.510Z,55,,,,33.2,,
2018-02-14T05:50:26.503Z,55,,,,33.2,,
2018-02-14T05:50:36.514Z,55,,,,33.2,,40
2018-02-14T05:50:46.504Z,55,,,,33.2,,
2018-02-14T05:50:56.547Z,55,,,,33.1,,
2018-02-14T05:51:06.902Z,55,,,,33.1,,40.1
2018-02-14T05:51:26.557Z,55,,,,33.1,,
2018-02-14T05:51:36.566Z,55,,,,33.1,,
2018-02-14T05:51:46.536Z,55,,,,33,,40.2
2018-02-14T05:51:56.513Z,55,,,,33,,
2018-02-14T05:52:06.542Z,55,,,,33,,
2018-02-14T05:52:16.506Z,55,,,,33,,
2018-02-14T05:52:26.517Z,55,,,,33,,40.3
2018-02-14T05:52:36.736Z,55,,,,32.8,,
2018-02-14T05:52:56.501Z,55,,,,32.8,,
2018-02-14T05:53:06.501Z,55,,,,32.8,,
2018-02-14T05:53:16.507Z,55,,,,32.7,,
2018-02-14T05:53:26.501Z,,,,,,,39.4
2018-02-14T05:53:36.501Z,55,,,,32.7,,37.4
2018-02-14T05:53:46.501Z,,,,,,,35.9
2018-02-14T05:53:56.506Z,55,,,,32.7,,34.8
2018-02-14T05:54:06.501Z,55,,,,32.6,,34.4
2018-02-14T05:54:16.501Z,55,,,,32.6,,
2018-02-14T05:54:26.501Z,55,,,,32.6,,34.6
2018-02-14T05:54:46.501Z,55,,,,32.6,,34.4
2018-02-14T05:54:56.526Z,55,,,,32.5,,
2018-02-14T05:55:06.502Z,55,,,,32.5,,34.2
2018-02-14T05:55:26.500Z,55,,,,32.5,,34.1
2018-02-14T05:55:36.501Z,55,,,,32.3,,
2018-02-14T05:55:46.507Z,,,,,,,34
2018-02-14T05:55:56.524Z,55,,,,32.3,,
2018-02-14T05:56:06.517Z,,0,80,,,2,37.9
2018-02-14T05:56:16.507Z,55,,55,,32.3,,43
