Time,PrimT,PrimTSet,HwTSet,HwTOutlet,HwActive,ChActive,ActPow
2018-02-11T00:58:34.830Z,,,55,62.1,,,
2018-02-11T00:58:44.830Z,,,55,62.1,,,
2018-02-11T00:58:54.831Z,,,55,62.2,,,
2018-02-11T00:59:04.830Z,,,55,62.2,,,
2018-02-11T00:59:14.830Z,,,55,62.2,,,
2018-02-11T00:59:24.831Z,,,55,62.2,,,
2018-02-11T00:59:34.832Z,,,55,62.2,,,
2018-02-11T00:59:44.831Z,,,55,62.2,,,
2018-02-11T01:00:04.831Z,,,55,62.2,,,
2018-02-11T01:00:14.831Z,,,55,62.2,,,
2018-02-11T01:00:24.831Z,,,55,62.2,,,
2018-02-11T01:00:34.832Z,75.1,,55,62.2,,,
2018-02-11T01:00:44.831Z,75,,55,62.2,,,
2018-02-11T01:00:54.832Z,,,55,62.3,,,29
2018-02-11T01:01:05.821Z,,,55,62.3,,,30
2018-02-11T01:01:14.830Z,,,55,62.3,,,
2018-02-11T01:01:24.831Z,,,55,62.3,,,
2018-02-11T01:01:34.830Z,,,55,62.3,,,
2018-02-11T01:01:44.831Z,,,55,62.3,,,
2018-02-11T01:01:54.831Z,,,55,62.3,,,
2018-02-11T01:02:04.831Z,,,55,62.3,,,29
2018-02-11T01:02:14.830Z,,,55,62.3,,,30
2018-02-11T01:02:24.832Z,,,55,62.3,,,
2018-02-11T01:02:34.830Z,,,55,62.3,,,
2018-02-11T01:02:44.839Z,,,55,62.3,,,
2018-02-11T01:03:04.830Z,,,55,62.3,,,
2018-02-11T01:03:14.830Z,,,55,62.3,,,
2018-02-11T01:03:24.831Z,,,,,,,29
2018-02-11T01:03:34.831Z,,,55,62.3,,,
2018-02-11T01:03:44.831Z,,,55,62.3,,,30
2018-02-11T01:04:04.831Z,,,55,62.3,,,
2018-02-11T01:04:14.831Z,,,55,62.4,,,
2018-02-11T01:04:34.832Z,,,55,62.4,,,
2018-02-11T01:04:44.832Z,,,55,62.4,,,
2018-02-11T01:05:04.831Z,,,55,62.4,,,
2018-02-11T01:05:14.831Z,75,,,,,,30
2018-02-11T01:05:24.831Z,,,55,62.4,,,
2018-02-11T01:05:34.831Z,,,55,62.4,,,29
2018-02-11T01:05:44.833Z,,,55,62.4,,,30
2018-02-11T01:05:54.830Z,,,55,62.4,,,
2018-02-11T01:06:04.832Z,,,55,62.4,,,
2018-02-11T01:06:14.831Z,,,55,62.4,,,
2018-02-11T01:06:24.831Z,,,,,,,29
2018-02-11T01:06:34.831Z,,,55,62.4,,,
2018-02-11T01:06:49.851Z,,,55,62.4,,,30
2018-02-11T01:07:04.832Z,,,55,62.4,,,
2018-02-11T01:07:14.831Z,,,55,62.4,,,29
2018-02-11T01:07:24.831Z,,,55,62.4,,,30
2018-02-11T01:07:34.831Z,,,55,62.4,,,
2018-02-11T01:07:44.831Z,,,55,62.4,,,
2018-02-11T01:07:54.832Z,,,55,62.4,,,29
2018-02-11T01:08:04.831Z,,,55,62.4,,,30
2018-02-11T01:08:14.831Z,,,55,62.4,,,
2018-02-11T01:08:24.832Z,,,55,62.4,,,29
2018-02-11T01:08:34.831Z,,,55,62.4,,,30
2018-02-11T01:08:44.834Z,,,55,62.4,,,
2018-02-11T01:08:54.831Z,,,55,62.4,,,
2018-02-11T01:09:04.831Z,,,55,62.4,,,
2018-02-11T01:09:14.831Z,,,55,62.4,,,
2018-02-11T01:09:24.831Z,,,,,,,29
2018-02-11T01:09:39.851Z,,,55,62.4,,,30
2018-02-11T01:09:54.831Z,,,55,62.4,,,
2018-02-11T01:10:04.832Z,,,55,62.4,,,29
2018-02-11T01:10:14.831Z,,,,,,,30
2018-02-11T01:10:24.832Z,,,55,62.6,,,
2018-02-11T01:10:34.831Z,,,55,62.6,,,
2018-02-11T01:10:44.835Z,,,55,62.6,,,29
2018-02-11T01:10:54.831Z,,,,,,,30
2018-02-11T01:11:04.833Z,,,55,62.6,,,
2018-02-11T01:11:14.831Z,74.9,,,,,,
2018-02-11T01:11:24.832Z,75,,55,62.6,,,
2018-02-11T01:11:34.831Z,,,55,62.6,,,
2018-02-11T01:11:44.833Z,,,55,62.6,,,
2018-02-11T01:12:04.848Z,,,55,62.6,,,
2018-02-11T01:12:14.832Z,,,55,62.6,,,
2018-02-11T01:12:34.831Z,,,55,62.6,,,
2018-02-11T01:12:44.832Z,,,55,62.6,,,
2018-02-11T01:12:54.832Z,,,,,,,30
2018-02-11T01:13:04.832Z,,,55,62.6,,,29
2018-02-11T01:13:14.832Z,,,55,62.6,,,30
2018-02-11T01:13:24.832Z,75,,,,,,
2018-02-11T01:13:34.832Z,75,,55,62.6,,,30
2018-02-11T01:13:49.852Z,,,55,62.6,,,
2018-02-11T01:13:55.831Z,,,55,62.6,,,29
2018-02-11T01:14:04.832Z,,,55,62.6,,,30
2018-02-11T01:14:14.832Z,74.9,,,,,,
2018-02-11T01:14:24.833Z,75,,55,62.6,,,
2018-02-11T01:14:34.832Z,,,55,62.6,,,
2018-02-11T01:14:44.832Z,,,55,62.6,,,
2018-02-11T01:15:04.832Z,,,55,62.6,,,
2018-02-11T01:15:14.835Z,75,,,,,,29
2018-02-11T01:15:24.832Z,75,,55,62.6,,,29
2018-02-11T01:15:34.832Z,74.9,,55,62.6,,,30
2018-02-11T01:15:44.832Z,75,,55,62.6,,,
2018-02-11T01:15:54.834Z,74.9,,55,62.6,,,
2018-02-11T01:16:04.832Z,74.9,,55,62.6,,,
2018-02-11T01:16:14.832Z,74.9,,55,62.6,,,29
2018-02-11T01:16:24.832Z,,,55,62.6,,,30
2018-02-11T01:16:35.874Z,74.9,,55,62.6,,,30
2018-02-11T01:16:44.832Z,75,,55,62.6,,,30
2018-02-11T01:16:54.834Z,75,,55,62.6,,,29
2018-02-11T01:17:04.833Z,74.9,,55,62.6,,,29
2018-02-11T01:17:14.832Z,74.9,,55,62.6,,,30
2018-02-11T01:17:24.884Z,75,,55,62.6,,,30
2018-02-11T01:17:34.833Z,,,55,62.6,,,29
2018-02-11T01:17:44.833Z,,,55,62.6,,,30
2018-02-11T01:17:54.833Z,75,,,,,,
2018-02-11T01:18:04.833Z,75,,55,62.6,,,
2018-02-11T01:18:14.836Z,,,55,62.6,,,
2018-02-11T01:18:24.835Z,,,55,62.6,,,
2018-02-11T01:18:44.833Z,75,,55,62.6,,,
2018-02-11T01:18:54.833Z,74.9,,55,62.6,,,
2018-02-11T01:19:04.833Z,75,,55,62.6,,,29
2018-02-11T01:19:14.833Z,75,,55,62.6,,,30
2018-02-11T01:19:24.833Z,,,55,62.6,,,
2018-02-11T01:19:34.832Z,74.9,,,,,,30
2018-02-11T01:19:44.833Z,74.9,,55,62.6,,,30
2018-02-11T01:19:54.833Z,,,55,62.6,,,30
2018-02-11T01:20:09.923Z,74.9,,55,62.6,,,29
2018-02-11T01:20:14.833Z,74.9,,55,62.6,,,30
2018-02-11T01:20:24.833Z,,,55,62.6,,,
2018-02-11T01:20:34.838Z,74.9,,,,,,29
2018-02-11T01:20:44.838Z,,,55,62.6,,,30
2018-02-11T01:20:54.833Z,,,55,62.6,,,
2018-02-11T01:21:04.833Z,75,,,,,,30
2018-02-11T01:21:14.833Z,74.9,,55,62.6,,,
