Time,PrimTSet,HwActive,HwTOutlet,HwTSet,ChActive,ActPow,PrimT
2018-02-08T00:18:24.254Z,,,33.5,55,,,37.6
2018-02-08T00:18:34.254Z,,,33.5,55,,,38
2018-02-08T00:18:44.254Z,,,33.3,55,,,38.2
2018-02-08T00:18:54.254Z,,,33.3,55,,,38.4
2018-02-08T00:19:05.296Z,,,33.3,55,,,38.6
2018-02-08T00:19:14.255Z,,,33.2,55,,,39
2018-02-08T00:19:24.255Z,,,33.2,55,,,39.2
2018-02-08T00:19:34.254Z,,,33.2,55,,,39.4
2018-02-08T00:19:44.254Z,,,33.1,55,,,39.8
2018-02-08T00:19:54.255Z,,,33.1,55,,,40
2018-02-08T00:20:04.254Z,,,33.1,55,,,40.3
2018-02-08T00:20:14.254Z,,,33,55,,,40.6
2018-02-08T00:20:24.255Z,,,33,55,,,40.8
2018-02-08T00:20:34.255Z,,,33,55,,,41
2018-02-08T00:20:44.255Z,,,32.8,55,,,41.2
2018-02-08T00:20:54.255Z,,,32.8,55,,,41.5
2018-02-08T00:21:09.275Z,,,32.8,55,,,41.7
2018-02-08T00:21:14.254Z,,,32.8,55,,,42
2018-02-08T00:21:24.255Z,,,32.7,55,,,42.2
2018-02-08T00:21:34.256Z,,,32.7,55,,,42.4
2018-02-08T00:21:44.255Z,,,32.7,55,,,42.6
2018-02-08T00:21:54.255Z,,,32.7,55,,,42.8
2018-02-08T00:22:04.255Z,,,32.7,55,,,43.1
2018-02-08T00:22:14.254Z,,,32.6,55,,,43.3
2018-02-08T00:22:24.254Z,,,32.6,55,,,43.5
2018-02-08T00:22:34.254Z,,,32.6,55,,,44
2018-02-08T00:22:44.255Z,,,32.6,55,,,44.1
2018-02-08T00:22:54.255Z,,,32.6,55,,,44.2
2018-02-08T00:23:04.255Z,,0,32.6,55,2,0,44.7
2018-02-08T00:23:14.255Z,,,32.6,55,,,43.9
2018-02-08T00:23:24.254Z,,,32.6,55,,,42.9
2018-02-08T00:23:34.255Z,,,32.7,55,,,41.3
2018-02-08T00:23:44.254Z,,,32.7,55,,,40.9
2018-02-08T00:23:59.547Z,,,32.7,55,,,40.7
2018-02-08T00:24:04.255Z,,,32.7,55,,,41
2018-02-08T00:24:14.255Z,,,32.8,55,,,
2018-02-08T00:24:24.254Z,,,32.8,55,,,41.1
2018-02-08T00:24:34.255Z,,,33,55,,,40.9
2018-02-08T00:24:44.256Z,,,33,55,,,40.6
2018-02-08T00:24:54.254Z,,,33,55,,,40.2
2018-02-08T00:25:04.257Z,,,33.1,55,,,39.9
2018-02-08T00:25:14.255Z,,,33.1,55,,,39.8
2018-02-08T00:25:25.254Z,,,33.1,55,,,39.6
2018-02-08T00:25:34.264Z,,,33.1,55,,,39.5
2018-02-08T00:25:44.256Z,,,33.1,55,,,39.4
2018-02-08T00:25:54.258Z,,,33.1,55,,,39.3
2018-02-08T00:26:04.255Z,,,33.2,55,,,39
2018-02-08T00:26:14.265Z,,,33.2,55,,,
2018-02-08T00:26:24.255Z,,,33.2,55,,,39.1
2018-02-08T00:26:34.256Z,,,33.1,55,,,39.4
2018-02-08T00:26:44.256Z,,,33.1,55,,,39.5
2018-02-08T00:26:54.255Z,,,33.1,55,,,39.6
2018-02-08T00:27:04.255Z,,0,33.1,55,2,80,41.1
2018-02-08T00:27:14.256Z,,,33.1,55,,64,48.1
2018-02-08T00:27:24.255Z,,,33.1,55,,29,52
2018-02-08T00:27:34.255Z,,,33.1,55,,,49.9
2018-02-08T00:27:44.255Z,,,33.1,55,,,46.8
2018-02-08T00:27:54.275Z,,,33,55,,,44.9
2018-02-08T00:28:04.257Z,,,33,55,,,43.9
2018-02-08T00:28:15.746Z,,,33,55,,,43.4
2018-02-08T00:28:24.255Z,,,33,55,,,44.1
2018-02-08T00:28:34.255Z,,,33,55,,,45
2018-02-08T00:28:44.256Z,,,33,55,,,45.4
2018-02-08T00:28:54.255Z,,0,33,55,2,0,45.9
2018-02-08T00:29:04.255Z,,,33,55,,,45.8
2018-02-08T00:29:14.257Z,,,32.8,55,,,43.8
2018-02-08T00:29:24.257Z,,,33,55,,,42.5
2018-02-08T00:29:34.256Z,,,33,55,,,42.3
2018-02-08T00:29:44.255Z,,,33,55,,,42
2018-02-08T00:29:54.257Z,,,33.1,55,,,42.1
2018-02-08T00:30:04.256Z,,,33.1,55,,,42.5
2018-02-08T00:30:14.255Z,,,33.1,55,,,42.4
2018-02-08T00:30:24.255Z,,,33.2,55,,,42
2018-02-08T00:30:34.256Z,,,33.3,55,,,41.8
2018-02-08T00:30:44.255Z,,,33.3,55,,,41.5
2018-02-08T00:30:54.256Z,75,0,33.3,55,2,0,41.1
2018-02-08T00:31:04.256Z,,,33.5,55,,,40.9
2018-02-08T00:31:14.261Z,,,33.5,55,,,40.8
2018-02-08T00:31:24.256Z,,,33.5,55,,,40.7
2018-02-08T00:31:34.257Z,,,33.5,55,,,40.6
2018-02-08T00:31:44.257Z,,,33.5,55,,,40.5
2018-02-08T00:31:54.258Z,,,33.6,55,,,40.2
2018-02-08T00:32:04.257Z,,,33.6,55,,,
2018-02-08T00:32:14.256Z,,,33.6,55,,,40.3
2018-02-08T00:32:24.256Z,,,33.6,55,,,40.6
2018-02-08T00:32:34.256Z,,0,33.6,55,2,79,42.3
2018-02-08T00:32:44.256Z,,,33.6,55,,62,49.7
2018-02-08T00:32:54.256Z,,,33.5,55,,29,53
2018-02-08T00:33:04.261Z,,,33.5,55,,,50.7
2018-02-08T00:33:14.258Z,,,33.5,55,,0,48
2018-02-08T00:33:24.256Z,,0,33.5,55,2,,45.8
2018-02-08T00:33:34.256Z,,,33.5,55,,,43.9
2018-02-08T00:33:44.256Z,,,33.5,55,,,42.6
2018-02-08T00:33:59.278Z,,,33.5,55,,,
2018-02-08T00:34:04.256Z,,,33.5,55,,,42.8
2018-02-08T00:34:14.256Z,,,33.5,55,,,42.7
2018-02-08T00:34:24.257Z,,,33.5,55,,,42.5
2018-02-08T00:34:34.258Z,,,33.5,55,,,42.3
2018-02-08T00:34:44.256Z,,,33.5,55,,,41.9
2018-02-08T00:34:54.256Z,,,33.5,55,,,41.5
2018-02-08T00:35:04.256Z,,,33.5,55,,,41.2
2018-02-08T00:35:14.257Z,,,33.6,55,,,41
2018-02-08T00:35:24.256Z,,,33.6,55,,,40.9
2018-02-08T00:35:34.257Z,,,33.6,55,,,40.7
2018-02-08T00:35:44.271Z,,,33.6,55,,,40.6
2018-02-08T00:35:54.258Z,,,33.6,55,,,40.5
2018-02-08T00:36:04.256Z,,,33.6,55,,,40.2
2018-02-08T00:36:14.257Z,,,33.6,55,,,40.1
2018-02-08T00:36:24.257Z,,,33.6,55,,,40
2018-02-08T00:36:34.256Z,,,33.6,55,,,39.9
2018-02-08T00:36:49.277Z,,,33.6,55,,,
2018-02-08T00:36:54.257Z,,,33.6,55,,,39.8
2018-02-08T00:37:04.257Z,,,33.5,55,,,39.6
2018-02-08T00:37:14.257Z,,,33.6,55,,,39.5
2018-02-08T00:37:24.256Z,,,33.5,55,,,
2018-02-08T00:37:34.257Z,,,33.5,55,,,39.4
2018-02-08T00:37:44.256Z,,,33.5,55,,,39.3
2018-02-08T00:37:54.258Z,,,33.5,55,,,39.1
2018-02-08T00:38:04.256Z,,,33.5,55,,,
2018-02-08T00:38:15.357Z,,,33.5,55,,,39
2018-02-08T00:38:24.257Z,,,33.3,55,,,38.9
2018-02-08T00:38:34.258Z,,,33.3,55,,,38.8
2018-02-08T00:38:44.257Z,,,33.3,55,,,
2018-02-08T00:38:54.257Z,,,33.3,55,,,38.6
2018-02-08T00:39:04.256Z,,,33.2,55,,,38.5
2018-02-08T00:39:14.257Z,,,33.2,55,,,38.4
2018-02-08T00:39:24.257Z,,,33.2,55,,,
2018-02-08T00:39:39.276Z,,,33.2,55,,,38.3
2018-02-08T00:39:44.257Z,,,33.2,55,,,38.1
2018-02-08T00:39:54.257Z,,,33.1,55,,,
2018-02-08T00:40:04.258Z,,,33.1,55,,,38
2018-02-08T00:40:14.257Z,,0,33.1,55,2,79,37.9
2018-02-08T00:40:24.257Z,,,33,55,,74,45.2
2018-02-08T00:40:34.257Z,,,33,55,,32,51.1
2018-02-08T00:40:44.257Z,,,33,55,,29,49.8
2018-02-08T00:40:54.275Z,,,32.8,55,,,47.9
2018-02-08T00:41:05.286Z,,,32.8,55,,,45.8
2018-02-08T00:41:14.257Z,,,32.8,55,,,44.5
2018-02-08T00:41:24.257Z,,,32.8,55,,,43.6
2018-02-08T00:41:34.258Z,,,32.7,55,,,44
2018-02-08T00:41:44.258Z,,,32.7,55,,,44.5
2018-02-08T00:41:54.257Z,,,32.7,55,,,45
2018-02-08T00:42:04.258Z,,,32.7,55,,,45.2
2018-02-08T00:42:14.258Z,,,32.7,55,,,45.3
2018-02-08T00:42:24.258Z,,,32.7,55,,,45.4
2018-02-08T00:42:34.257Z,,,32.7,55,,,45.8
2018-02-08T00:42:44.257Z,,,32.7,55,,,46
2018-02-08T00:42:54.258Z,,,32.7,55,,,46.2
2018-02-08T00:43:04.257Z,,,32.8,55,,,46.3
2018-02-08T00:43:14.257Z,,,32.8,55,,,46.6
2018-02-08T00:43:24.258Z,,,32.8,55,,,46.8
2018-02-08T00:43:34.257Z,,,33,55,,,47
2018-02-08T00:43:44.258Z,,,33.1,55,,,47.1
2018-02-08T00:43:54.258Z,,,33.1,55,,,47.3
2018-02-08T00:44:04.257Z,,,33.2,55,,,47.4
2018-02-08T00:44:14.257Z,,,33.3,55,,,47.7
2018-02-08T00:44:24.257Z,,,33.3,55,,,47.8
2018-02-08T00:44:34.257Z,,,33.5,55,,,48
2018-02-08T00:44:44.258Z,,,33.6,55,,,48.2
2018-02-08T00:44:54.260Z,,,33.7,55,,,48.4
2018-02-08T00:45:04.258Z,,,33.7,55,,,48.6
2018-02-08T00:45:14.257Z,,,33.8,55,,,48.8
2018-02-08T00:45:24.257Z,,,34,55,,,49
2018-02-08T00:45:34.258Z,,,34.1,55,,,49.1
2018-02-08T00:45:44.257Z,,,34.2,55,,,49.3
2018-02-08T00:45:54.260Z,,,34.3,55,,,49.4
2018-02-08T00:46:04.257Z,,,34.4,55,,,49.7
2018-02-08T00:46:14.258Z,,,34.4,55,,,50
2018-02-08T00:46:24.257Z,,,34.6,55,,,50.1
2018-02-08T00:46:34.257Z,,,34.7,55,,,50.3
2018-02-08T00:46:45.256Z,,,34.8,55,,,50.5
2018-02-08T00:46:54.258Z,,,34.9,55,,,50.6
2018-02-08T00:47:04.258Z,,,35.1,55,,,50.8
2018-02-08T00:47:14.257Z,,,35.2,55,,,51
2018-02-08T00:47:24.259Z,,,35.3,55,,,51.1
2018-02-08T00:47:34.258Z,,,35.4,55,,,51.4
2018-02-08T00:47:44.258Z,,,35.6,55,,,51.5
2018-02-08T00:47:54.258Z,,,35.6,55,,,51.6
2018-02-08T00:48:04.258Z,,,35.8,55,,,51.8
2018-02-08T00:48:14.258Z,,,35.9,55,,,52
2018-02-08T00:48:24.260Z,,,36,55,,,52.2
2018-02-08T00:48:34.258Z,,,36.2,55,,,52.3
2018-02-08T00:48:44.261Z,,,36.3,55,,,52.5
2018-02-08T00:48:54.258Z,,,36.4,55,,,52.6
2018-02-08T00:49:04.261Z,,,36.5,55,,,52.7
2018-02-08T00:49:14.258Z,,,36.5,55,,,53
2018-02-08T00:49:24.258Z,,,36.8,55,,,53.1
2018-02-08T00:49:35.250Z,,,36.8,55,,,53.2
2018-02-08T00:49:44.260Z,,,36.9,55,,,53.4
2018-02-08T00:49:54.258Z,,,37,55,,,53.5
2018-02-08T00:50:04.260Z,,,37.2,55,,,53.6
2018-02-08T00:50:14.271Z,,0,37.3,55,2,0,54
2018-02-08T00:50:24.258Z,,,37.4,55,,,52.9
2018-02-08T00:50:34.258Z,,,37.5,55,,,51.8
2018-02-08T00:50:44.260Z,,,37.7,55,,,50.5
2018-02-08T00:50:54.258Z,,,37.8,55,,,50
2018-02-08T00:51:04.260Z,,,37.9,55,,,50
2018-02-08T00:51:14.258Z,,,38,55,,,50.2
2018-02-08T00:51:24.258Z,,,38.1,55,,,50.6
2018-02-08T00:51:34.258Z,,,38.1,55,,,50.3
2018-02-08T00:51:44.259Z,,,38.3,55,,,49.9
2018-02-08T00:51:54.259Z,,,38.4,55,,,49.7
2018-02-08T00:52:04.259Z,,,38.4,55,,,49.3
2018-02-08T00:52:14.281Z,,,38.5,55,,,49.1
2018-02-08T00:52:29.278Z,,,38.5,55,,,48.9
2018-02-08T00:52:34.260Z,,,38.6,55,,,48.6
2018-02-08T00:52:44.259Z,,,38.6,55,,,48.4
2018-02-08T00:52:54.259Z,,,38.6,55,,,48.3
2018-02-08T00:53:04.259Z,,,38.6,55,,,48.1
2018-02-08T00:53:14.259Z,,,38.6,55,,,47.8
2018-02-08T00:53:24.258Z,,,38.6,55,,,
2018-02-08T00:53:34.260Z,,,38.6,55,,,48
2018-02-08T00:53:44.259Z,,,38.6,55,,,48.2
2018-02-08T00:53:54.259Z,,,38.6,55,,,48.3
2018-02-08T00:54:04.259Z,,,38.5,55,,,48.4
2018-02-08T00:54:14.260Z,,,38.5,55,,,48.5
2018-02-08T00:54:24.259Z,,,38.5,55,,,48.6
2018-02-08T00:54:34.259Z,,,38.5,55,,,48.7
2018-02-08T00:54:44.260Z,,,38.5,55,,,48.9
2018-02-08T00:54:54.269Z,,,38.5,55,,,
2018-02-08T00:55:04.262Z,,,38.5,55,,,49
2018-02-08T00:55:19.279Z,,,38.4,55,,,
2018-02-08T00:55:24.259Z,,,38.4,55,,,49.1
2018-02-08T00:55:34.259Z,,,38.4,55,,,49.2
2018-02-08T00:55:44.259Z,,,38.4,55,,,
2018-02-08T00:55:54.258Z,,,38.4,55,,,49.3
2018-02-08T00:56:04.259Z,,,38.3,55,,,
2018-02-08T00:56:14.259Z,,,38.3,55,,,49.4
2018-02-08T00:56:24.260Z,,,38.3,55,,,
2018-02-08T00:56:34.259Z,,,38.3,55,,,49.5
2018-02-08T00:56:44.434Z,,,38.3,55,,,
2018-02-08T00:56:54.259Z,,,38.1,55,,,
2018-02-08T00:57:04.259Z,,,38.1,55,,,49.7
2018-02-08T00:57:14.285Z,,,38.1,55,,,
2018-02-08T00:57:24.261Z,,,38.1,55,,,
2018-02-08T00:57:34.259Z,,,38,55,,,49.8
2018-02-08T00:57:44.259Z,,,38,55,,,
2018-02-08T00:57:54.259Z,,,38,55,,,
2018-02-08T00:58:09.524Z,,,38,55,,,49.9
2018-02-08T00:58:14.259Z,,,37.9,55,,,
2018-02-08T00:58:24.259Z,,,37.9,55,,,
2018-02-08T00:58:34.260Z,,,37.9,55,,,
2018-02-08T00:58:44.263Z,,,37.8,55,,,
2018-02-08T00:58:54.259Z,,,37.8,55,,,
2018-02-08T00:59:04.259Z,,,37.8,55,,,
2018-02-08T00:59:14.260Z,,,37.8,55,,,50
2018-02-08T00:59:24.259Z,,,37.7,55,,,
2018-02-08T00:59:35.255Z,,,37.7,55,,,
2018-02-08T00:59:44.260Z,,,37.7,55,,,
2018-02-08T00:59:54.260Z,,,37.5,55,,,
2018-02-08T01:00:04.259Z,,,37.5,55,,,
2018-02-08T01:00:14.260Z,,,37.5,55,,,
2018-02-08T01:00:24.260Z,,,37.4,55,,,
2018-02-08T01:00:34.260Z,,,37.4,55,,,
2018-02-08T01:00:44.260Z,,,37.4,55,,,
2018-02-08T01:00:54.259Z,,,37.3,55,,,
2018-02-08T01:01:04.260Z,,,37.3,55,,,
2018-02-08T01:01:14.268Z,,,37.3,55,,,
2018-02-08T01:01:24.262Z,,,37.2,55,,,
2018-02-08T01:01:34.260Z,,,37.2,55,,,
2018-02-08T01:01:44.260Z,,,37.2,55,,,
2018-02-08T01:01:54.261Z,,,37,55,,,
2018-02-08T01:02:04.260Z,,0,37,55,2,80,52.4
2018-02-08T01:02:14.260Z,,,37,55,,53,57.2
2018-02-08T01:02:24.268Z,,,36.9,55,,29,57.6
2018-02-08T01:02:34.260Z,,,36.9,55,,,52.7
2018-02-08T01:02:44.262Z,,,36.9,55,,,48.9
2018-02-08T01:02:54.262Z,,,36.8,55,,,47.6
2018-02-08T01:03:04.260Z,,,36.8,55,,,46.8
2018-02-08T01:03:14.260Z,,,36.8,55,,,47.1
2018-02-08T01:03:24.266Z,,,36.8,55,,,48.1
2018-02-08T01:03:34.263Z,,,36.7,55,,,48.7
2018-02-08T01:03:44.260Z,,,36.7,55,,,48.8
2018-02-08T01:03:54.265Z,,,36.7,55,,,
2018-02-08T01:04:04.260Z,,,36.7,55,,,
2018-02-08T01:04:14.261Z,,,36.7,55,,,49
2018-02-08T01:04:24.260Z,,,36.7,55,,,49.3
2018-02-08T01:04:34.261Z,,,36.8,55,,,49.6
2018-02-08T01:04:44.260Z,,,36.8,55,,,49.7
2018-02-08T01:04:54.286Z,,,36.8,55,,,49.8
2018-02-08T01:05:04.261Z,,,36.9,55,,,49.9
2018-02-08T01:05:15.262Z,,,36.9,55,,,50.1
2018-02-08T01:05:24.264Z,,,37,55,,,50.2
2018-02-08T01:05:34.262Z,,,37,55,,,50.5
2018-02-08T01:05:44.260Z,,,37.2,55,,,50.6
2018-02-08T01:05:54.260Z,,,37.2,55,,,50.8
2018-02-08T01:06:04.260Z,,,37.3,55,,,51
2018-02-08T01:06:14.260Z,,,37.4,55,,,51.2
2018-02-08T01:06:24.265Z,,,37.4,55,,,51.4
2018-02-08T01:06:34.260Z,,,37.5,55,,,51.5
2018-02-08T01:06:44.260Z,,,37.7,55,,,51.7
2018-02-08T01:06:54.265Z,,,37.8,55,,,51.9
2018-02-08T01:07:04.260Z,,,37.8,55,,,52
2018-02-08T01:07:14.261Z,,,37.9,55,,,52.3
2018-02-08T01:07:24.260Z,,,38,55,,,52.4
2018-02-08T01:07:34.262Z,,,38.1,55,,,52.6
2018-02-08T01:07:44.260Z,,,38.1,55,,,52.7
2018-02-08T01:07:54.260Z,,,38.3,55,,,53
2018-02-08T01:08:09.282Z,,,38.4,55,,,53.1
2018-02-08T01:08:14.263Z,,,38.4,55,,,53.2
2018-02-08T01:08:24.261Z,,,38.5,55,,,53.4
2018-02-08T01:08:34.261Z,,,38.6,55,,,53.5
2018-02-08T01:08:44.261Z,,,38.8,55,,,53.6
2018-02-08T01:08:54.260Z,,,38.9,55,,,53.9
2018-02-08T01:09:04.261Z,,,38.9,55,,,54
2018-02-08T01:09:14.261Z,,,39,55,,,54.1
2018-02-08T01:09:24.260Z,,,39.1,55,,,54.3
2018-02-08T01:09:34.261Z,,,39.3,55,,,54.4
2018-02-08T01:09:44.263Z,,,39.3,55,,,54.5
2018-02-08T01:09:54.281Z,,,39.4,55,,,54.7
2018-02-08T01:10:04.263Z,,,39.5,55,,,54.8
2018-02-08T01:10:14.263Z,,,39.6,55,,,55
2018-02-08T01:10:24.261Z,,,39.8,55,,,
2018-02-08T01:10:34.262Z,,,39.9,55,,,55.2
2018-02-08T01:10:44.261Z,,,40,55,,,55.3
2018-02-08T01:10:55.295Z,,,40,55,,,55.5
2018-02-08T01:11:04.263Z,,,40.1,55,,,55.6
2018-02-08T01:11:14.261Z,,0,40.2,55,2,0,56
2018-02-08T01:11:24.261Z,,,40.3,55,,,54.9
2018-02-08T01:11:34.265Z,,,40.5,55,,,53.8
2018-02-08T01:11:44.264Z,,,40.6,55,,,52.5
2018-02-08T01:11:54.262Z,,,40.6,55,,,52
2018-02-08T01:12:04.265Z,,,40.7,55,,,51.9
2018-02-08T01:12:14.263Z,,,40.8,55,,,52.2
2018-02-08T01:12:25.257Z,,,40.9,55,,,52.6
2018-02-08T01:12:34.261Z,,,40.9,55,,,52.3
2018-02-08T01:12:44.261Z,,,41,55,,,51.9
2018-02-08T01:12:54.261Z,,,41.1,55,,,51.7
2018-02-08T01:13:04.261Z,,,41.1,55,,,51.3
2018-02-08T01:13:14.261Z,,,41.1,55,,,50.9
2018-02-08T01:13:24.263Z,,,41.2,55,,,50.8
2018-02-08T01:13:34.261Z,,,41.2,55,,,50.6
2018-02-08T01:13:50.008Z,,,41.2,55,,,50.4
2018-02-08T01:13:54.265Z,,,41.2,55,,,50.2
2018-02-08T01:14:04.263Z,,,41.1,55,,,50
2018-02-08T01:14:14.261Z,,,41.1,55,,,49.9
2018-02-08T01:14:24.261Z,,,41.1,55,,,49.8
2018-02-08T01:14:39.354Z,,,41.1,55,,,50
2018-02-08T01:14:44.268Z,,,41.1,55,,,50.1
2018-02-08T01:14:54.261Z,,,41.1,55,,,50.2
2018-02-08T01:15:04.261Z,,,41,55,,,50.3
2018-02-08T01:15:15.417Z,,,41,55,,,50.4
2018-02-08T01:15:24.264Z,,,41,55,,,50.6
2018-02-08T01:15:34.270Z,,,40.9,55,,,50.7
2018-02-08T01:15:44.262Z,,,40.9,55,,,50.8
2018-02-08T01:15:54.262Z,,,40.9,55,,,
2018-02-08T01:16:04.262Z,,,40.9,55,,,50.9
2018-02-08T01:16:14.262Z,,,40.8,55,,,51
2018-02-08T01:16:24.262Z,,,40.8,55,,,
2018-02-08T01:16:34.262Z,,,40.8,55,,,51.1
2018-02-08T01:16:44.264Z,,,40.8,55,,,
2018-02-08T01:16:54.265Z,,,40.7,55,,,51.2
2018-02-08T01:17:04.262Z,,,40.7,55,,,
2018-02-08T01:17:14.263Z,,,40.7,55,,,51.3
2018-02-08T01:17:24.262Z,,,40.6,55,,,
