Time,HwTSet,HwActive,HwTOutlet,ChActive,PrimT,ActPow,PrimTSet
2017-12-19T12:34:43.365Z,55,,24.2,,,,
2017-12-19T12:35:03.364Z,55,,24.2,,,,
2017-12-19T12:35:13.365Z,55,,24.2,,44.1,,
2017-12-19T12:35:33.367Z,55,,24.2,,,,
2017-12-19T12:35:43.391Z,55,,24.2,,,,
2017-12-19T12:36:03.440Z,55,,24.2,,44,,
2017-12-19T12:36:13.367Z,55,,24.1,,,,
2017-12-19T12:36:33.365Z,55,,24.1,,,,
2017-12-19T12:36:43.375Z,55,,24.1,,,,
2017-12-19T12:37:03.379Z,55,,24.1,,43.9,,
2017-12-19T12:37:13.367Z,55,,24.1,,,,
2017-12-19T12:37:33.380Z,55,,24.1,,,,
2017-12-19T12:37:43.366Z,55,,23.9,,,,
2017-12-19T12:37:53.369Z,55,,23.9,,,,
2017-12-19T12:38:03.421Z,55,,23.9,,,,
2017-12-19T12:38:13.398Z,,,,,43.7,,
2017-12-19T12:38:23.372Z,55,,23.9,,,,
2017-12-19T12:38:33.365Z,55,,23.9,,,,
2017-12-19T12:38:44.359Z,55,,23.9,,,,
2017-12-19T12:38:53.368Z,,,,,43.6,,
2017-12-19T12:39:03.365Z,55,,23.9,,,,
2017-12-19T12:39:13.366Z,55,,23.9,,,,
2017-12-19T12:39:33.365Z,55,,23.8,,,,
2017-12-19T12:39:43.366Z,55,,23.8,,,,
2017-12-19T12:40:03.365Z,55,,23.8,,,,
2017-12-19T12:40:13.366Z,55,,23.8,,43.5,,
2017-12-19T12:40:33.389Z,55,,23.8,,,,
2017-12-19T12:40:43.369Z,55,,23.8,,,,
2017-12-19T12:41:03.365Z,55,,23.7,,43.4,,
2017-12-19T12:41:13.387Z,55,,23.7,,,,
2017-12-19T12:41:38.388Z,55,,23.7,,,,
2017-12-19T12:41:43.395Z,55,,23.7,,,,
2017-12-19T12:41:53.366Z,,,,,43.3,,
2017-12-19T12:42:03.365Z,55,,23.7,,,,
2017-12-19T12:42:23.365Z,55,,23.7,,,,
2017-12-19T12:42:33.365Z,55,,23.5,,,,
2017-12-19T12:42:53.365Z,55,,23.5,,43.2,,
2017-12-19T12:43:03.368Z,55,,23.5,,,,
2017-12-19T12:43:23.366Z,55,,23.5,,,,
2017-12-19T12:43:33.379Z,55,,23.5,,,,
2017-12-19T12:43:53.367Z,55,,23.5,,43.1,,
2017-12-19T12:44:03.366Z,55,,23.5,,,,
2017-12-19T12:44:13.387Z,55,,23.4,,,,
2017-12-19T12:44:33.366Z,55,,23.4,,,,
2017-12-19T12:44:43.367Z,55,,23.4,,,,
2017-12-19T12:44:53.367Z,,,,,43,,
2017-12-19T12:45:03.366Z,55,,23.4,,,,
2017-12-19T12:45:23.369Z,55,,23.4,,,,
2017-12-19T12:45:33.366Z,55,,23.4,,,,
2017-12-19T12:45:43.368Z,55,,23.4,,,,
2017-12-19T12:45:53.366Z,,,,,42.8,,
2017-12-19T12:46:03.398Z,55,,23.2,,,,
2017-12-19T12:46:13.366Z,55,,23.2,,,,
2017-12-19T12:46:33.371Z,55,,23.2,,,,
2017-12-19T12:46:43.376Z,55,,23.2,,,,
2017-12-19T12:46:53.366Z,,,,,42.7,,
2017-12-19T12:47:03.366Z,55,0,23.2,0,42.7,0,5
2017-12-19T12:47:13.368Z,55,,23.2,,,,
2017-12-19T12:47:33.366Z,55,,23.2,,,,
2017-12-19T12:47:53.366Z,55,,23.1,,42.6,,
2017-12-19T12:48:03.373Z,55,,23.2,,,,
2017-12-19T12:48:13.370Z,55,,23.1,,,,
2017-12-19T12:48:33.371Z,55,,23.1,,,,
2017-12-19T12:48:53.369Z,55,,23.1,,42.5,,
2017-12-19T12:49:03.366Z,55,,23.1,,,,
2017-12-19T12:49:23.366Z,55,,23.1,,,,
2017-12-19T12:49:33.368Z,55,,23.1,,,,
2017-12-19T12:49:43.366Z,55,,23.1,,,,
2017-12-19T12:49:53.376Z,55,,23,,,,
2017-12-19T12:50:03.367Z,55,,23,,42.4,,
2017-12-19T12:50:13.366Z,55,,23,,,,
2017-12-19T12:50:33.366Z,55,,23,,,,
2017-12-19T12:50:43.366Z,55,,23,,,,
2017-12-19T12:51:03.366Z,55,,23,,,,
2017-12-19T12:51:13.371Z,55,,23,,42.3,,
2017-12-19T12:51:33.366Z,55,,23,,,,
2017-12-19T12:51:43.369Z,55,,23,,,,
2017-12-19T12:51:53.406Z,55,,22.8,,,,
2017-12-19T12:52:03.376Z,55,,22.8,,,,
2017-12-19T12:52:17.966Z,55,,22.8,,42.2,,
2017-12-19T12:52:33.366Z,55,,22.8,,,,
2017-12-19T12:52:53.366Z,55,,22.8,,42,,
2017-12-19T12:53:03.370Z,55,,22.8,,,,
2017-12-19T12:53:23.366Z,55,,22.7,,,,
2017-12-19T12:53:33.366Z,55,,22.7,,,,
2017-12-19T12:53:53.377Z,55,,22.7,,,,
2017-12-19T12:54:03.365Z,55,,22.7,,41.9,,
2017-12-19T12:54:13.365Z,55,,22.7,,,,
2017-12-19T12:54:33.365Z,55,,22.7,,,,
2017-12-19T12:54:43.365Z,55,,22.7,,,,
2017-12-19T12:54:53.366Z,55,,22.7,,,,
2017-12-19T12:55:03.372Z,55,,22.7,,,,
2017-12-19T12:55:13.369Z,,,,,41.8,,
2017-12-19T12:55:23.365Z,55,,22.7,,,,
2017-12-19T12:55:43.365Z,55,,22.5,,,,
2017-12-19T12:56:03.365Z,55,,22.5,,,,
2017-12-19T12:56:13.370Z,55,,22.5,,,,
2017-12-19T12:56:23.365Z,,,,,41.7,,
2017-12-19T12:56:33.366Z,55,,22.5,,,,
2017-12-19T12:56:53.365Z,55,,22.5,,,,
2017-12-19T12:57:03.366Z,55,,22.5,,,,
2017-12-19T12:57:23.367Z,55,,22.5,,41.6,,
2017-12-19T12:57:33.365Z,55,,22.4,,,,
2017-12-19T12:57:53.383Z,55,,22.4,,,,
2017-12-19T12:58:03.372Z,55,,22.4,,,,
2017-12-19T12:58:13.365Z,55,,22.4,,,,
2017-12-19T12:58:23.373Z,,,,,41.5,,
2017-12-19T12:58:33.373Z,55,,22.4,,,,
2017-12-19T12:58:53.365Z,55,,22.4,,,,
2017-12-19T12:59:03.365Z,55,,22.4,,,,
2017-12-19T12:59:13.382Z,55,,22.4,,,,
2017-12-19T12:59:23.366Z,55,,22.4,,41.4,,
2017-12-19T12:59:33.364Z,55,,22.4,,,,
2017-12-19T12:59:43.367Z,55,,22.3,,,,
2017-12-19T12:59:53.463Z,55,,22.3,,,,
2017-12-19T13:00:08.385Z,55,,22.3,,,,
2017-12-19T13:00:23.365Z,55,,22.3,,41.2,,
2017-12-19T13:00:33.367Z,55,,22.3,,,,
2017-12-19T13:00:53.365Z,55,,22.3,,,,
2017-12-19T13:01:03.456Z,55,,22.3,,,,
2017-12-19T13:01:23.364Z,55,,22.3,,,,
2017-12-19T13:01:33.364Z,55,,22.3,,41.1,,
2017-12-19T13:01:53.449Z,55,,22.1,,,,
2017-12-19T13:02:03.364Z,55,,22.1,,,,
2017-12-19T13:02:23.366Z,55,,22.1,,,,
2017-12-19T13:02:33.365Z,55,,22.1,,41,,
2017-12-19T13:02:58.615Z,55,,22.1,,,,
2017-12-19T13:03:03.365Z,55,,22.1,,,,
2017-12-19T13:03:13.386Z,55,,22.1,,,,
2017-12-19T13:03:23.364Z,55,,22.1,,,,
2017-12-19T13:03:33.364Z,55,,22.1,,40.9,,
2017-12-19T13:03:43.365Z,55,,22.1,,,,
2017-12-19T13:03:53.364Z,55,,22,,,,
2017-12-19T13:04:13.364Z,55,,22,,,,
2017-12-19T13:04:24.313Z,55,,22,,,,
2017-12-19T13:04:43.371Z,55,,22,,40.8,,
2017-12-19T13:04:53.364Z,55,,22,,,,
2017-12-19T13:05:03.367Z,55,,22,,,,
2017-12-19T13:05:13.364Z,55,,22,,,,
2017-12-19T13:05:23.369Z,55,,22,,,,
2017-12-19T13:05:33.364Z,55,,22,,,,
2017-12-19T13:05:48.665Z,55,,22,,,,
2017-12-19T13:05:53.367Z,55,,22,,40.7,,
2017-12-19T13:06:03.364Z,55,,22,,,,
2017-12-19T13:06:13.431Z,55,,22,,,,
2017-12-19T13:06:23.373Z,55,,21.8,,,,
2017-12-19T13:06:33.494Z,55,,21.8,,,,
2017-12-19T13:06:43.367Z,55,,21.8,,,,
2017-12-19T13:06:53.376Z,55,,21.8,,,,
2017-12-19T13:07:03.365Z,55,,21.8,,40.6,,
2017-12-19T13:07:13.365Z,55,,21.8,,,,
2017-12-19T13:07:23.364Z,55,,21.8,,,,
2017-12-19T13:07:33.366Z,55,,21.8,,,,
2017-12-19T13:07:53.365Z,55,,21.8,,40.5,,
2017-12-19T13:08:03.364Z,55,,21.8,,,,
2017-12-19T13:08:13.365Z,55,,21.8,,,,
2017-12-19T13:08:23.364Z,55,,21.8,,,,
2017-12-19T13:08:33.364Z,55,,21.7,,,,
2017-12-19T13:08:43.381Z,55,,21.7,,,,
2017-12-19T13:08:53.365Z,55,,21.7,,,,
2017-12-19T13:09:03.365Z,55,,21.7,,,,
2017-12-19T13:09:13.366Z,55,,21.7,,40.3,,
2017-12-19T13:09:23.364Z,55,,21.7,,,,
2017-12-19T13:09:33.373Z,55,,21.7,,,,
2017-12-19T13:09:43.365Z,55,,21.7,,,,
2017-12-19T13:09:53.368Z,55,,21.7,,,,
2017-12-19T13:10:03.365Z,55,,21.7,,,,
2017-12-19T13:10:13.365Z,55,,21.7,,40.2,,
2017-12-19T13:10:23.371Z,55,,21.7,,,,
2017-12-19T13:10:33.369Z,55,,21.7,,,,
2017-12-19T13:10:43.366Z,55,,21.7,,,,
2017-12-19T13:10:53.366Z,55,,21.7,,,,
2017-12-19T13:11:03.379Z,55,,21.5,,,,
2017-12-19T13:11:13.386Z,55,,21.7,,,,
2017-12-19T13:11:23.365Z,55,,21.5,,40.1,,
2017-12-19T13:11:33.387Z,55,,21.5,,,,
2017-12-19T13:11:43.365Z,55,,21.5,,,,
2017-12-19T13:11:53.365Z,55,,21.5,,,,
2017-12-19T13:12:03.366Z,55,,21.5,,,,
2017-12-19T13:12:13.366Z,55,,21.5,,,,
2017-12-19T13:12:23.365Z,55,,21.5,,,,
2017-12-19T13:12:33.366Z,55,,21.5,,40,,
2017-12-19T13:12:43.389Z,55,,21.5,,,,
2017-12-19T13:12:54.388Z,55,,21.5,,,,
2017-12-19T13:13:03.456Z,55,,21.5,,,,
2017-12-19T13:13:13.405Z,55,,21.5,,,,
2017-12-19T13:13:23.368Z,55,,21.5,,,,
2017-12-19T13:13:33.366Z,55,,21.5,,39.9,,
2017-12-19T13:13:43.370Z,55,,21.4,,,,
2017-12-19T13:13:53.366Z,55,,21.4,,,,
2017-12-19T13:14:03.365Z,55,,21.4,,,,
2017-12-19T13:14:13.365Z,55,,21.4,,,,
2017-12-19T13:14:23.370Z,55,,21.4,,,,
2017-12-19T13:14:33.366Z,55,,21.4,,,,
2017-12-19T13:14:43.374Z,55,,21.4,,,,
2017-12-19T13:14:53.366Z,55,,21.4,,39.8,,
2017-12-19T13:15:03.366Z,55,,21.4,,,,
2017-12-19T13:15:13.367Z,55,,21.4,,,,
2017-12-19T13:15:23.366Z,55,,21.4,,,,
2017-12-19T13:15:33.366Z,55,,21.4,,,,
2017-12-19T13:15:44.359Z,55,,21.4,,,,
2017-12-19T13:15:53.366Z,55,,21.3,,39.6,,
2017-12-19T13:16:03.415Z,55,,21.4,,,,
2017-12-19T13:16:13.374Z,55,,21.3,,,,
2017-12-19T13:16:23.365Z,55,,21.3,,,,
2017-12-19T13:16:33.366Z,55,,21.3,,,,
2017-12-19T13:16:43.366Z,55,,21.3,,,,
2017-12-19T13:16:53.383Z,55,,21.3,,,,
2017-12-19T13:17:03.374Z,55,,21.3,,,,
2017-12-19T13:17:13.366Z,55,,21.3,,39.5,,
2017-12-19T13:17:23.365Z,55,,21.3,,,,
2017-12-19T13:17:33.366Z,55,,21.3,,,,
2017-12-19T13:17:43.366Z,55,,21.3,,,,
2017-12-19T13:17:53.368Z,55,,21.3,,,,
2017-12-19T13:18:03.366Z,55,,21.3,,,,
2017-12-19T13:18:13.366Z,55,,21.3,,39.4,,
2017-12-19T13:18:23.366Z,55,,21.3,,,,
2017-12-19T13:18:34.363Z,55,,21.1,,,,
2017-12-19T13:18:43.365Z,55,,21.3,,,,
2017-12-19T13:18:53.367Z,55,,21.3,,,,
2017-12-19T13:19:03.366Z,55,,21.3,,,,
2017-12-19T13:19:13.368Z,55,,21.1,,,,
2017-12-19T13:19:23.368Z,55,,21.1,,39.3,,
2017-12-19T13:19:34.365Z,55,,21.1,,,,
2017-12-19T13:19:43.366Z,55,,21.1,,,,
2017-12-19T13:19:53.366Z,55,,21.1,,,,
2017-12-19T13:20:03.366Z,55,,21.1,,,,
2017-12-19T13:20:13.366Z,55,,21.1,,,,
2017-12-19T13:20:23.366Z,55,,21.1,,,,
2017-12-19T13:20:33.372Z,55,,21.1,,,,
2017-12-19T13:20:43.366Z,55,,21.1,,39.1,,
2017-12-19T13:20:53.366Z,55,,21.1,,,,
2017-12-19T13:21:03.370Z,55,,21.1,,,,
2017-12-19T13:21:13.371Z,55,,21,,,,
2017-12-19T13:21:28.390Z,55,,21.1,,,,
2017-12-19T13:21:33.394Z,55,,21,,,,
2017-12-19T13:21:43.368Z,55,,21.1,,39,,
2017-12-19T13:21:53.366Z,55,,21,,,,
2017-12-19T13:22:03.365Z,55,,21,,,,
2017-12-19T13:22:13.369Z,55,,21,,,,
2017-12-19T13:22:23.369Z,55,,21,,,,
2017-12-19T13:22:33.366Z,55,,21,,,,
2017-12-19T13:22:43.366Z,55,,21,,,,
2017-12-19T13:22:53.404Z,55,,21,,38.9,,
2017-12-19T13:23:03.380Z,55,,21,,,,
2017-12-19T13:23:13.369Z,55,,21,,,,
2017-12-19T13:23:23.393Z,55,,21,,,,
2017-12-19T13:23:33.368Z,55,,21,,,,
2017-12-19T13:23:43.366Z,55,,21,,,,
2017-12-19T13:23:53.386Z,55,,20.8,,,,
2017-12-19T13:24:03.367Z,55,,21,,,,
2017-12-19T13:24:13.366Z,55,,20.8,,38.8,,
2017-12-19T13:24:29.147Z,55,,21,,,,
2017-12-19T13:24:33.457Z,55,,21,,,,
2017-12-19T13:24:43.404Z,55,,20.8,,,,
2017-12-19T13:24:53.367Z,55,,20.8,,,,
2017-12-19T13:25:03.366Z,55,,20.8,,,,
2017-12-19T13:25:13.366Z,55,,20.8,,,,
2017-12-19T13:25:23.484Z,55,,20.8,,38.6,,
2017-12-19T13:25:33.367Z,55,,20.8,,,,
2017-12-19T13:25:43.367Z,55,,20.8,,,,
2017-12-19T13:25:53.366Z,55,,20.8,,,,
2017-12-19T13:26:03.366Z,55,,20.8,,,,
2017-12-19T13:26:13.367Z,55,,20.8,,,,
2017-12-19T13:26:23.367Z,55,,20.8,,,,
2017-12-19T13:26:33.366Z,55,,20.8,,38.5,,
2017-12-19T13:26:43.367Z,55,,20.8,,,,
2017-12-19T13:26:53.368Z,55,,20.8,,,,
2017-12-19T13:27:03.366Z,55,,20.8,,,,
2017-12-19T13:27:13.381Z,55,,20.8,,,,
2017-12-19T13:27:23.367Z,55,,20.7,,,,
2017-12-19T13:27:33.376Z,55,,20.7,,,,
2017-12-19T13:27:43.375Z,55,,20.7,,38.4,,
2017-12-19T13:27:53.370Z,55,,20.7,,,,
2017-12-19T13:28:03.414Z,55,,20.7,,,,
2017-12-19T13:28:13.374Z,55,,20.7,,,,
2017-12-19T13:28:23.369Z,55,,20.7,,,,
2017-12-19T13:28:34.359Z,55,,20.7,,,,
2017-12-19T13:28:43.367Z,55,,20.7,,,,
2017-12-19T13:28:53.367Z,55,,20.7,,,,
2017-12-19T13:29:03.367Z,55,,20.7,,38.3,,
2017-12-19T13:29:13.370Z,55,,20.7,,,,
2017-12-19T13:29:23.367Z,55,,20.7,,,,
2017-12-19T13:29:33.367Z,55,,20.7,,,,
2017-12-19T13:29:43.367Z,55,,20.7,,,,
2017-12-19T13:29:53.367Z,55,,20.6,,,,
2017-12-19T13:30:03.367Z,55,,20.7,,,,
2017-12-19T13:30:13.367Z,55,,20.6,,38.1,,
2017-12-19T13:30:23.367Z,55,,20.6,,,,
2017-12-19T13:30:33.367Z,55,,20.6,,,,
2017-12-19T13:30:43.367Z,55,,20.6,,,,
2017-12-19T13:30:53.367Z,55,,20.6,,,,
2017-12-19T13:31:03.367Z,55,,20.6,,,,
2017-12-19T13:31:13.367Z,55,,20.6,,,,
2017-12-19T13:31:24.362Z,55,,20.6,,,,
2017-12-19T13:31:33.378Z,55,,20.6,,38,,
2017-12-19T13:31:43.395Z,55,,20.6,,,,
2017-12-19T13:31:53.369Z,55,,20.6,,,,
2017-12-19T13:32:03.367Z,55,,20.6,,,,
2017-12-19T13:32:13.403Z,55,,20.6,,,,
2017-12-19T13:32:23.377Z,55,,20.6,,,,
2017-12-19T13:32:33.367Z,55,,20.6,,,,
2017-12-19T13:32:43.367Z,55,,20.6,,37.9,,
2017-12-19T13:32:53.371Z,55,,20.6,,,,
2017-12-19T13:33:03.367Z,55,,20.6,,,,
2017-12-19T13:33:13.367Z,55,,20.6,,,,
2017-12-19T13:33:23.371Z,55,,20.6,,,,
2017-12-19T13:33:33.367Z,55,,20.4,,,,
2017-12-19T13:33:43.370Z,55,,20.4,,,,
2017-12-19T13:33:53.367Z,55,,20.4,,,,
2017-12-19T13:34:03.367Z,55,,20.4,,,,
2017-12-19T13:34:14.366Z,55,,20.4,,37.8,,
2017-12-19T13:34:23.367Z,55,,20.4,,,,
2017-12-19T13:34:33.367Z,55,,20.4,,,,
2017-12-19T13:34:43.369Z,55,,20.4,,,,
2017-12-19T13:34:53.373Z,55,,20.4,,,,
2017-12-19T13:35:03.368Z,55,,20.4,,,,
2017-12-19T13:35:13.370Z,55,,20.4,,37.7,,
2017-12-19T13:35:23.368Z,55,,20.4,,,,
2017-12-19T13:35:33.367Z,55,,20.4,,,,
2017-12-19T13:35:43.367Z,55,,20.4,,,,
2017-12-19T13:35:53.368Z,55,,20.4,,,,
2017-12-19T13:36:03.369Z,55,,20.4,,,,
2017-12-19T13:36:13.368Z,55,,20.4,,,,
2017-12-19T13:36:23.367Z,55,,20.4,,,,
2017-12-19T13:36:33.375Z,55,,20.3,,37.5,,
2017-12-19T13:36:43.368Z,55,,20.3,,,,
2017-12-19T13:36:53.367Z,55,,20.3,,,,
2017-12-19T13:37:08.387Z,55,,20.3,,,,
2017-12-19T13:37:13.368Z,55,,20.3,,,,
2017-12-19T13:37:23.367Z,55,,20.3,,,,
2017-12-19T13:37:33.368Z,55,,20.3,,,,
2017-12-19T13:37:43.368Z,55,,20.3,,,,
2017-12-19T13:37:53.368Z,55,,20.3,,,,
2017-12-19T13:38:03.367Z,55,,20.3,,37.4,,
2017-12-19T13:38:13.368Z,55,,20.3,,,,
2017-12-19T13:38:23.372Z,55,,20.3,,,,
2017-12-19T13:38:33.367Z,55,,20.3,,,,
2017-12-19T13:38:43.380Z,55,,20.3,,,,
2017-12-19T13:38:53.367Z,55,,20.3,,,,
2017-12-19T13:39:03.371Z,55,,20.3,,37.3,,
2017-12-19T13:39:13.368Z,55,,20.3,,,,
2017-12-19T13:39:23.368Z,55,,20.3,,,,
2017-12-19T13:39:33.372Z,55,,20.3,,,,
2017-12-19T13:39:43.368Z,55,,20.3,,,,
2017-12-19T13:39:58.681Z,55,,20.1,,,,
2017-12-19T13:40:03.369Z,55,,20.1,,,,
2017-12-19T13:40:13.368Z,55,,20.1,,,,
2017-12-19T13:40:23.369Z,55,,20.1,,,,
2017-12-19T13:40:33.370Z,55,,20.1,,37.2,,
2017-12-19T13:40:43.369Z,55,,20.1,,,,
2017-12-19T13:40:53.373Z,55,,20.1,,,,
2017-12-19T13:41:03.369Z,55,,20.1,,,,
2017-12-19T13:41:13.368Z,55,,20.1,,,,
2017-12-19T13:41:23.369Z,55,,20.1,,,,
2017-12-19T13:41:33.368Z,55,,20.1,,,,
2017-12-19T13:41:43.368Z,55,,20.1,,37,,
2017-12-19T13:41:53.370Z,55,,20.1,,,,
2017-12-19T13:42:03.368Z,55,,20.1,,,,
2017-12-19T13:42:17.174Z,55,,20.1,,,,
2017-12-19T13:42:23.372Z,55,,20.1,,,,
2017-12-19T13:42:33.368Z,55,,20.1,,,,
2017-12-19T13:42:48.425Z,55,,20.1,,,,
2017-12-19T13:42:53.372Z,55,,20.1,,36.9,,
2017-12-19T13:43:03.369Z,55,,20.1,,,,
2017-12-19T13:43:13.368Z,55,,20.1,,,,
2017-12-19T13:43:23.368Z,55,,20,,,,
2017-12-19T13:43:33.368Z,55,,20,,,,
2017-12-19T13:43:43.368Z,55,,20,,,,
2017-12-19T13:43:53.369Z,55,,20,,,,
2017-12-19T13:44:03.370Z,55,,20,,,,
2017-12-19T13:44:13.368Z,55,,20,,36.8,,
2017-12-19T13:44:23.369Z,55,,20,,,,
2017-12-19T13:44:33.368Z,55,,20,,,,
2017-12-19T13:44:43.368Z,55,,20,,,,
2017-12-19T13:44:53.369Z,55,,20,,,,
2017-12-19T13:45:03.368Z,55,,20,,,,
2017-12-19T13:45:13.368Z,55,,20,,,,
2017-12-19T13:45:23.380Z,55,,20,,,,
2017-12-19T13:45:33.369Z,55,,20,,,,
2017-12-19T13:45:43.368Z,55,,20,,36.7,,
2017-12-19T13:45:53.368Z,55,,20,,,,
2017-12-19T13:46:03.367Z,55,,20,,,,
2017-12-19T13:46:13.369Z,55,,20,,,,
2017-12-19T13:46:23.368Z,55,,20,,,,
2017-12-19T13:46:33.368Z,55,,20,,,,
2017-12-19T13:46:43.369Z,55,,19.8,,,,
2017-12-19T13:46:53.369Z,55,,19.8,,36.5,,
2017-12-19T13:47:03.430Z,55,,19.8,,36.7,,
2017-12-19T13:47:13.368Z,55,0,19.8,0,36.5,0,5
2017-12-19T13:47:23.368Z,55,,19.8,,,,
2017-12-19T13:47:33.369Z,55,,19.8,,,,
2017-12-19T13:47:43.368Z,55,,19.8,,,,
2017-12-19T13:47:53.368Z,55,,19.8,,,,
2017-12-19T13:48:03.376Z,55,,19.8,,,,
2017-12-19T13:48:13.371Z,55,,19.8,,36.4,,
2017-12-19T13:48:23.368Z,55,,19.8,,,,
2017-12-19T13:48:33.371Z,55,,19.8,,,,
2017-12-19T13:48:43.371Z,55,,19.8,,,,
2017-12-19T13:48:53.368Z,55,,19.8,,,,
2017-12-19T13:49:03.368Z,55,,19.8,,,,
2017-12-19T13:49:13.368Z,55,,19.8,,,,
2017-12-19T13:49:23.368Z,55,,19.8,,,,
2017-12-19T13:49:33.368Z,55,,19.8,,,,
2017-12-19T13:49:43.369Z,55,,19.8,,36.3,,
2017-12-19T13:49:54.367Z,55,,19.8,,,,
2017-12-19T13:50:03.368Z,55,,19.6,,,,
2017-12-19T13:50:13.369Z,55,,19.8,,,,
2017-12-19T13:50:23.368Z,55,,19.8,,,,
2017-12-19T13:50:33.369Z,55,,19.8,,,,
2017-12-19T13:50:43.369Z,55,,19.6,,,,
2017-12-19T13:50:53.369Z,55,,19.6,,,,
2017-12-19T13:51:03.373Z,55,,19.6,,,,
2017-12-19T13:51:13.368Z,55,,19.6,,36.2,,
2017-12-19T13:51:23.368Z,55,,19.6,,,,
2017-12-19T13:51:33.379Z,55,,19.6,,,,
2017-12-19T13:51:43.374Z,55,,19.6,,,,
2017-12-19T13:51:53.368Z,55,,19.6,,,,
2017-12-19T13:52:03.372Z,55,,19.6,,,,
2017-12-19T13:52:13.368Z,55,,19.6,,,,
2017-12-19T13:52:23.368Z,55,,19.6,,36,,
2017-12-19T13:52:33.369Z,55,,19.6,,,,
2017-12-19T13:52:44.361Z,55,,19.6,,,,
2017-12-19T13:52:53.369Z,55,,19.6,,,,
2017-12-19T13:53:03.373Z,55,,19.6,,,,
2017-12-19T13:53:13.369Z,55,,19.6,,,,
2017-12-19T13:53:23.368Z,55,,19.6,,,,
2017-12-19T13:53:33.371Z,55,,19.6,,,,
2017-12-19T13:53:43.420Z,55,,19.6,,,,
2017-12-19T13:53:53.368Z,55,,19.6,,35.9,,
2017-12-19T13:54:03.370Z,55,,19.6,,,,
2017-12-19T13:54:13.369Z,55,,19.6,,,,
2017-12-19T13:54:23.384Z,55,,19.6,,,,
2017-12-19T13:54:33.384Z,55,,19.6,,,,
2017-12-19T13:54:43.370Z,55,,19.5,,,,
2017-12-19T13:54:53.368Z,55,,19.6,,,,
2017-12-19T13:55:03.368Z,55,,19.5,,,,
2017-12-19T13:55:13.369Z,55,,19.5,,35.8,,
2017-12-19T13:55:23.369Z,55,,19.5,,,,
2017-12-19T13:55:38.389Z,55,,19.5,,,,
2017-12-19T13:55:43.368Z,55,,19.5,,,,
2017-12-19T13:55:53.368Z,55,,19.5,,,,
2017-12-19T13:56:03.368Z,55,,19.5,,,,
2017-12-19T13:56:13.429Z,55,,19.5,,,,
2017-12-19T13:56:23.372Z,55,,19.5,,,,
2017-12-19T13:56:33.369Z,55,,19.5,,,,
2017-12-19T13:56:43.369Z,55,,19.5,,35.7,,
2017-12-19T13:56:53.369Z,55,,19.5,,,,
2017-12-19T13:57:03.504Z,55,,19.5,,,,
2017-12-19T13:57:13.384Z,55,,19.5,,,,
2017-12-19T13:57:23.406Z,55,,19.5,,,,
2017-12-19T13:57:33.390Z,55,,19.5,,,,
2017-12-19T13:57:43.383Z,55,,19.5,,,,
2017-12-19T13:57:53.376Z,55,,19.5,,,,
2017-12-19T13:58:03.380Z,55,,19.5,,,,
2017-12-19T13:58:13.368Z,55,,19.5,,35.6,,
2017-12-19T13:58:28.389Z,55,,19.5,,,,
2017-12-19T13:58:33.368Z,55,,19.5,,,,
2017-12-19T13:58:43.369Z,55,,19.3,,,,
2017-12-19T13:58:53.384Z,55,,19.3,,,,
2017-12-19T13:59:03.375Z,55,,19.3,,,,
2017-12-19T13:59:13.368Z,55,,19.3,,,,
2017-12-19T13:59:23.369Z,55,,19.3,,35.4,,
2017-12-19T13:59:33.379Z,55,,19.3,,,,
2017-12-19T13:59:43.369Z,55,,19.3,,,,
2017-12-19T13:59:53.369Z,55,,19.3,,,,
2017-12-19T14:00:03.368Z,55,,19.3,,,,
2017-12-19T14:00:13.369Z,55,,19.3,,,,
2017-12-19T14:00:23.369Z,55,,19.3,,,,
2017-12-19T14:00:33.409Z,55,,19.3,,,,
2017-12-19T14:00:43.377Z,55,,19.3,,,,
2017-12-19T14:00:53.370Z,55,,19.3,,,,
2017-12-19T14:01:03.369Z,55,,19.3,,35.3,,
2017-12-19T14:01:18.388Z,55,,19.3,,,,
2017-12-19T14:01:23.369Z,55,,19.3,,,,
2017-12-19T14:01:33.369Z,55,,19.3,,,,
2017-12-19T14:01:43.369Z,55,,19.3,,,,
2017-12-19T14:01:53.369Z,55,,19.3,,,,
2017-12-19T14:02:03.378Z,55,,19.3,,,,
2017-12-19T14:02:13.370Z,55,,19.3,,35.2,,
2017-12-19T14:02:23.371Z,55,,19.3,,,,
2017-12-19T14:02:33.369Z,55,,19.1,,,,
2017-12-19T14:02:43.369Z,55,,19.1,,,,
2017-12-19T14:02:53.369Z,55,,19.3,,,,
2017-12-19T14:03:03.371Z,55,,19.1,,,,
2017-12-19T14:03:13.369Z,55,,19.1,,,,
2017-12-19T14:03:23.393Z,55,,19.1,,,,
2017-12-19T14:03:33.418Z,55,,19.1,,,,
2017-12-19T14:03:43.432Z,55,,19.1,,35.1,,
2017-12-19T14:03:53.405Z,55,,19.1,,,,
2017-12-19T14:04:03.374Z,55,,19.1,,,,
2017-12-19T14:04:13.371Z,55,,19.1,,,,
2017-12-19T14:04:23.370Z,55,,19.1,,,,
2017-12-19T14:04:33.369Z,55,,19.1,,,,
2017-12-19T14:04:43.369Z,55,,19.1,,,,
