Time,HwTOutlet,HwTSet,PrimT,ActPow,HwActive,PrimTSet,ChActive
2018-01-26T00:44:29.755Z,40.5,55,,,,,
2018-01-26T00:44:39.832Z,40.3,55,,,,,
2018-01-26T00:44:49.753Z,40.3,55,,,,,
2018-01-26T00:44:59.752Z,40.3,55,55.4,79,0,,2
2018-01-26T00:45:09.752Z,40.2,55,60.1,51,,,
2018-01-26T00:45:19.752Z,40.2,55,59.8,29,,,
2018-01-26T00:45:29.752Z,40.1,55,55.9,,,,
2018-01-26T00:45:39.833Z,40.1,55,51.7,,,,
2018-01-26T00:45:49.754Z,40,55,49.9,,,,
2018-01-26T00:45:59.752Z,40,55,48.9,,,,
2018-01-26T00:46:09.752Z,40,55,49,,,,
2018-01-26T00:46:19.754Z,39.9,55,50,,,,
2018-01-26T00:46:29.753Z,39.9,55,50.5,,,,
2018-01-26T00:46:39.837Z,39.9,55,50.6,,,,
2018-01-26T00:46:49.753Z,39.9,55,,,,,
2018-01-26T00:46:59.753Z,39.9,55,,,,,
2018-01-26T00:47:10.745Z,39.9,55,50.7,,,,
2018-01-26T00:47:19.756Z,39.9,55,51,,,,
2018-01-26T00:47:29.753Z,39.9,55,51.1,,,,
2018-01-26T00:47:39.835Z,40,55,51.2,,,,
2018-01-26T00:47:49.753Z,40,55,51.5,,,,
2018-01-26T00:47:59.753Z,40,55,51.6,,,,
2018-01-26T00:48:09.755Z,40,55,51.8,,,,
2018-01-26T00:48:19.754Z,40.1,55,52,,,,
2018-01-26T00:48:29.755Z,40.1,55,,,,,
2018-01-26T00:48:39.832Z,40.2,55,52.3,,,,
2018-01-26T00:48:49.753Z,40.2,55,52.5,,,,
2018-01-26T00:48:59.753Z,40.2,55,52.6,,,,
2018-01-26T00:49:09.753Z,40.3,55,53,,,,
2018-01-26T00:49:19.797Z,40.3,55,,,,,
2018-01-26T00:49:29.757Z,40.5,55,53.2,,,,
2018-01-26T00:49:39.833Z,40.5,55,53.4,,,,
2018-01-26T00:49:49.753Z,40.6,55,53.5,,,,
2018-01-26T00:49:59.753Z,40.7,55,53.6,,,,
2018-01-26T00:50:09.752Z,40.7,55,54,,,,
2018-01-26T00:50:19.754Z,40.8,55,,,,,
2018-01-26T00:50:29.792Z,40.8,55,54.1,,,,
2018-01-26T00:50:39.844Z,40.9,55,54.3,,,,
2018-01-26T00:50:49.753Z,41,55,54.4,,,,
2018-01-26T00:50:59.754Z,41,55,54.5,,,,
2018-01-26T00:51:09.753Z,41.1,55,54.8,,,,
2018-01-26T00:51:19.753Z,41.2,55,54.9,,,,
2018-01-26T00:51:29.755Z,41.2,55,55,,,,
2018-01-26T00:51:39.833Z,41.4,55,55.1,,,,
2018-01-26T00:51:49.753Z,41.4,55,55.3,,,,
2018-01-26T00:51:59.754Z,41.5,55,55.5,,,,
2018-01-26T00:52:09.754Z,41.6,55,55.6,,,,
2018-01-26T00:52:19.755Z,41.7,55,56,0,0,,2
2018-01-26T00:52:29.754Z,41.8,55,54.8,,,,
2018-01-26T00:52:39.833Z,41.8,55,53.9,,,,
2018-01-26T00:52:49.753Z,41.9,55,52.7,,,,
2018-01-26T00:52:59.754Z,42,55,51.9,,,,
2018-01-26T00:53:09.754Z,42,55,52,,,,
2018-01-26T00:53:19.754Z,42.2,55,52.1,,,,
2018-01-26T00:53:29.756Z,42.2,55,52.6,,,,
2018-01-26T00:53:39.833Z,42.3,55,52.4,,,,
2018-01-26T00:53:49.754Z,42.4,55,51.9,,,,
2018-01-26T00:53:59.755Z,42.4,55,51.8,,,,
2018-01-26T00:54:09.755Z,42.4,55,51.6,,,,
2018-01-26T00:54:19.756Z,42.4,55,51.2,,,,
2018-01-26T00:54:29.754Z,42.5,55,50.9,,,,
2018-01-26T00:54:39.834Z,42.5,55,50.8,,,,
2018-01-26T00:54:49.754Z,42.5,55,50.6,,,,
2018-01-26T00:54:59.754Z,42.4,55,50.3,,,,
2018-01-26T00:55:09.754Z,42.4,55,50.2,,,,
2018-01-26T00:55:19.754Z,42.4,55,49.9,,,,
2018-01-26T00:55:29.755Z,42.4,55,50,,,,
2018-01-26T00:55:39.834Z,42.4,55,50.1,,,,
2018-01-26T00:55:49.754Z,42.3,55,50.2,,,,
2018-01-26T00:55:59.754Z,42.3,55,50.3,,,,
2018-01-26T00:56:09.754Z,42.3,55,50.4,,,,
2018-01-26T00:56:19.754Z,42.2,55,50.6,,,,
2018-01-26T00:56:29.754Z,42.2,55,50.7,,,,
2018-01-26T00:56:39.834Z,42.2,55,50.8,,,,
2018-01-26T00:56:49.756Z,42,55,50.9,,,,
2018-01-26T00:56:59.754Z,42,55,51,,,,
2018-01-26T00:57:09.755Z,41.9,55,,,,,
2018-01-26T00:57:19.755Z,41.9,55,51.1,,,,
2018-01-26T00:57:29.755Z,41.9,55,,,,,
2018-01-26T00:57:39.834Z,41.8,55,51.2,,,,
2018-01-26T00:57:49.755Z,41.8,55,51.3,,,,
2018-01-26T00:57:59.754Z,41.7,55,,,,,
2018-01-26T00:58:09.755Z,41.7,55,51.4,,,,
2018-01-26T00:58:19.754Z,41.7,55,,,,,
2018-01-26T00:58:34.776Z,41.6,55,51.6,,,,
2018-01-26T00:58:39.834Z,41.6,55,,,,,
2018-01-26T00:58:49.755Z,41.5,55,,,,,
2018-01-26T00:58:59.754Z,41.5,55,51.7,,,,
2018-01-26T00:59:09.754Z,41.4,55,,,,,
2018-01-26T00:59:19.754Z,41.4,55,,,,,
2018-01-26T00:59:29.755Z,41.2,55,51.8,,,,
2018-01-26T00:59:39.837Z,41.2,55,,,,,
2018-01-26T00:59:49.754Z,41.2,55,,,,,
2018-01-26T00:59:59.756Z,41.1,55,51.9,,,,
2018-01-26T01:00:09.756Z,41.1,55,,,,,
2018-01-26T01:00:19.755Z,41,55,,,,,
2018-01-26T01:00:29.754Z,41,55,,,,,
2018-01-26T01:00:39.834Z,40.9,55,,,,,
2018-01-26T01:00:49.755Z,40.9,55,,,,,
2018-01-26T01:00:59.754Z,40.9,55,52,,,,
2018-01-26T01:01:09.759Z,40.8,55,,,,,
2018-01-26T01:01:24.799Z,40.8,55,,,,,
2018-01-26T01:01:29.760Z,40.7,55,,,,,
2018-01-26T01:01:39.835Z,40.7,55,,,,,
2018-01-26T01:01:49.755Z,40.6,55,,,,,
2018-01-26T01:01:59.755Z,40.6,55,,,,,
2018-01-26T01:02:09.757Z,40.6,55,,,,,
2018-01-26T01:02:19.757Z,40.5,55,,,,,
2018-01-26T01:02:29.759Z,40.5,55,,,,,
2018-01-26T01:02:39.835Z,40.3,55,,,,,
2018-01-26T01:02:50.749Z,40.3,55,,,,,
2018-01-26T01:02:59.755Z,40.2,55,52.1,79,0,,2
2018-01-26T01:03:09.765Z,40.2,55,56,80,,,
2018-01-26T01:03:19.773Z,40.1,55,60.2,43,,,
2018-01-26T01:03:29.756Z,40.1,55,57.8,29,,,
2018-01-26T01:03:39.838Z,40.1,55,53.7,,,,
2018-01-26T01:03:49.756Z,40,55,50.7,29,0,75,2
2018-01-26T01:03:59.756Z,40,55,48.9,,,,
2018-01-26T01:04:09.761Z,39.9,55,48.5,,,,
2018-01-26T01:04:19.768Z,39.9,55,49,,,,
2018-01-26T01:04:29.756Z,39.9,55,49.1,,,,
2018-01-26T01:04:39.835Z,39.9,55,50,,,,
2018-01-26T01:04:49.756Z,39.8,55,,,,,
2018-01-26T01:04:59.755Z,39.8,55,,,,,
2018-01-26T01:05:09.845Z,39.8,55,,,,,
2018-01-26T01:05:19.755Z,39.8,55,,,,,
2018-01-26T01:05:29.757Z,39.8,55,50.2,,,,
2018-01-26T01:05:41.285Z,39.9,55,50.5,,,,
2018-01-26T01:05:49.757Z,39.9,55,50.6,,,,
2018-01-26T01:05:59.756Z,39.9,55,50.8,,,,
2018-01-26T01:06:09.756Z,39.9,55,51,,,,
2018-01-26T01:06:19.756Z,39.9,55,,,,,
2018-01-26T01:06:29.766Z,39.9,55,51.1,,,,
2018-01-26T01:06:39.835Z,40,55,51.2,,,,
2018-01-26T01:06:49.755Z,40,55,51.5,,,,
2018-01-26T01:06:59.756Z,40,55,51.6,,,,
2018-01-26T01:07:09.755Z,40.1,55,51.7,,,,
2018-01-26T01:07:19.757Z,40.1,55,51.9,,,,
2018-01-26T01:07:29.758Z,40.1,55,52,,,,
2018-01-26T01:07:39.836Z,40.2,55,52.3,,,,
2018-01-26T01:07:49.757Z,40.2,55,52.4,,,,
2018-01-26T01:07:59.757Z,40.3,55,52.5,,,,
2018-01-26T01:08:09.756Z,40.3,55,52.7,,,,
2018-01-26T01:08:19.755Z,40.5,55,53,,,,
2018-01-26T01:08:30.749Z,40.5,55,,,,,
2018-01-26T01:08:39.844Z,40.6,55,53.1,,,,
2018-01-26T01:08:49.757Z,40.6,55,53.3,,,,
2018-01-26T01:08:59.771Z,40.7,55,53.4,,,,
2018-01-26T01:09:09.759Z,40.7,55,53.5,,,,
2018-01-26T01:09:19.756Z,40.8,55,53.6,,,,
2018-01-26T01:09:29.778Z,40.8,55,53.7,,,,
2018-01-26T01:09:39.847Z,40.9,55,53.9,,,,
2018-01-26T01:09:49.755Z,40.9,55,54,,,,
2018-01-26T01:09:59.758Z,41,55,54.2,,,,
2018-01-26T01:10:09.756Z,41.1,55,54.3,,,,
2018-01-26T01:10:19.757Z,41.1,55,54.4,,,,
2018-01-26T01:10:29.762Z,41.2,55,54.7,0,0,,2
2018-01-26T01:10:39.836Z,41.2,55,53.8,,,,
2018-01-26T01:10:49.757Z,41.4,55,51.9,,,,
2018-01-26T01:10:59.761Z,41.5,55,51,,,,
2018-01-26T01:11:09.760Z,41.5,55,50.9,,,,
2018-01-26T01:11:19.856Z,41.6,55,51,,,,
2018-01-26T01:11:29.757Z,41.7,55,51.1,,,,
2018-01-26T01:11:39.836Z,41.7,55,51.4,,,,
2018-01-26T01:11:49.756Z,41.8,55,51.2,,,,
2018-01-26T01:11:59.759Z,41.8,55,50.9,,,,
2018-01-26T01:12:09.760Z,41.8,55,50.7,,,,
2018-01-26T01:12:19.757Z,41.9,55,50.3,,,,
2018-01-26T01:12:29.757Z,41.9,55,49.9,,,,
2018-01-26T01:12:39.861Z,41.9,55,,,,,
2018-01-26T01:12:49.756Z,41.9,55,49.7,,,,
2018-01-26T01:12:59.756Z,41.9,55,49.5,,,,
2018-01-26T01:13:09.756Z,41.8,55,49.3,,,,
2018-01-26T01:13:19.762Z,41.8,55,49.2,,,,
2018-01-26T01:13:29.759Z,41.8,55,49,,,,
2018-01-26T01:13:39.837Z,41.8,55,49.1,,,,
2018-01-26T01:13:49.757Z,41.8,55,49.2,,,,
2018-01-26T01:13:59.756Z,41.7,55,49.3,,,,
2018-01-26T01:14:14.776Z,41.7,55,49.5,,,,
2018-01-26T01:14:19.762Z,41.7,55,49.7,,,,
2018-01-26T01:14:29.757Z,41.6,55,49.8,,,,
2018-01-26T01:14:39.841Z,41.6,55,49.9,,,,
2018-01-26T01:14:49.757Z,41.6,55,50,,,,
2018-01-26T01:14:59.756Z,41.5,55,,,,,
2018-01-26T01:15:09.760Z,41.5,55,50.1,,,,
2018-01-26T01:15:19.768Z,41.4,55,50.2,,,,
2018-01-26T01:15:29.779Z,41.4,55,,,,,
2018-01-26T01:15:39.838Z,41.4,55,50.3,,,,
2018-01-26T01:15:49.757Z,41.2,55,,,,,
2018-01-26T01:15:59.757Z,41.2,55,50.4,,,,
2018-01-26T01:16:09.757Z,41.1,55,,,,,
2018-01-26T01:16:19.763Z,41.1,55,50.6,,,,
2018-01-26T01:16:29.757Z,41,55,50.7,,,,
2018-01-26T01:16:39.847Z,41,55,,,,,
2018-01-26T01:16:49.757Z,41,55,,,,,
2018-01-26T01:17:04.777Z,40.9,55,50.8,,,,
2018-01-26T01:17:09.757Z,40.9,55,,,,,
2018-01-26T01:17:19.761Z,40.8,55,50.9,,,,
2018-01-26T01:17:29.758Z,40.8,55,,,,,
2018-01-26T01:17:39.837Z,40.7,55,,,,,
2018-01-26T01:17:49.757Z,40.7,55,51,,,,
2018-01-26T01:17:59.757Z,40.7,55,,,,,
2018-01-26T01:18:09.761Z,40.6,55,,,,,
2018-01-26T01:18:19.757Z,40.6,55,,,,,
2018-01-26T01:18:29.763Z,40.5,55,51.1,,,,
2018-01-26T01:18:39.850Z,40.5,55,,,,,
2018-01-26T01:18:49.757Z,40.3,55,,,,,
2018-01-26T01:18:59.759Z,40.3,55,,,,,
2018-01-26T01:19:09.761Z,40.2,55,,,,,
2018-01-26T01:19:19.761Z,40.2,55,,,,,
2018-01-26T01:19:29.760Z,40.1,55,51.2,,,,
2018-01-26T01:19:39.847Z,40.1,55,,,,,
2018-01-26T01:19:49.759Z,40.1,55,,,,,
2018-01-26T01:19:59.757Z,40,55,,,,,
2018-01-26T01:20:09.757Z,40,55,,,,,
2018-01-26T01:20:19.761Z,39.9,55,,,,,
2018-01-26T01:20:29.757Z,39.9,55,,,,,
2018-01-26T01:20:39.847Z,39.8,55,,,,,
2018-01-26T01:20:49.758Z,39.8,55,,,,,
2018-01-26T01:20:59.757Z,39.8,55,,,,,
2018-01-26T01:21:09.758Z,39.6,55,51.3,79,0,,2
2018-01-26T01:21:20.757Z,39.6,55,56.4,72,,,
2018-01-26T01:21:29.758Z,39.5,55,59.3,47,,,
2018-01-26T01:21:39.848Z,39.5,55,56.5,29,,,
