Time,ChActive,PrimT,HwTSet,PrimTSet,HwTOutlet,HwActive,ActPow
2018-01-11T00:12:41.874Z,,,55,,39.3,,
2018-01-11T00:12:51.874Z,,,55,,39.1,,
2018-01-11T00:13:01.876Z,,,55,,39.1,,
2018-01-11T00:13:11.872Z,,50.2,55,,39.1,,
2018-01-11T00:13:21.873Z,,,55,,39,,
2018-01-11T00:13:31.872Z,,,55,,39,,
2018-01-11T00:13:41.872Z,,,55,,38.9,,
2018-01-11T00:13:51.872Z,,,55,,38.9,,
2018-01-11T00:14:01.872Z,,50.1,55,,38.8,,
2018-01-11T00:14:11.872Z,,,55,,38.8,,
2018-01-11T00:14:21.871Z,,,55,,38.6,,
2018-01-11T00:14:31.872Z,,,55,,38.6,,
2018-01-11T00:14:41.873Z,,,55,,38.5,,
2018-01-11T00:14:51.872Z,,,55,,38.5,,
2018-01-11T00:15:01.878Z,,50,55,,38.5,,
2018-01-11T00:15:11.872Z,,,55,,38.4,,
2018-01-11T00:15:21.872Z,,,55,,38.4,,
2018-01-11T00:15:31.875Z,,,55,,38.4,,
2018-01-11T00:15:41.877Z,,,55,,38.3,,
2018-01-11T00:15:51.872Z,,,55,,38.3,,
2018-01-11T00:16:01.872Z,,49.9,55,,38.1,,
2018-01-11T00:16:11.875Z,,,55,,38.1,,
2018-01-11T00:16:21.872Z,,,55,,38,,
2018-01-11T00:16:31.872Z,,,55,,38,,
2018-01-11T00:16:41.872Z,,,55,,38,,
2018-01-11T00:16:51.873Z,,,55,,37.9,,
2018-01-11T00:17:02.864Z,,49.8,55,,37.9,,
2018-01-11T00:17:11.883Z,,,55,,37.8,,
2018-01-11T00:17:21.873Z,,,55,,37.8,,
2018-01-11T00:17:31.884Z,,,55,,37.8,,
2018-01-11T00:17:41.873Z,,,55,,37.7,,
2018-01-11T00:17:51.872Z,,49.7,55,,37.7,,
2018-01-11T00:18:01.873Z,,,55,,37.5,,
2018-01-11T00:18:11.872Z,,,55,,37.5,,
2018-01-11T00:18:21.872Z,,,55,,37.4,,
2018-01-11T00:18:31.877Z,,,55,,37.4,,
2018-01-11T00:18:42.877Z,,,55,,37.4,,
2018-01-11T00:18:51.873Z,,49.5,55,,37.3,,
2018-01-11T00:19:01.872Z,,,55,,37.3,,
2018-01-11T00:19:11.872Z,,,55,,37.2,,
2018-01-11T00:19:21.873Z,,,55,,37.2,,
2018-01-11T00:19:31.872Z,,,55,,37.2,,
2018-01-11T00:19:41.876Z,,,55,,37,,
2018-01-11T00:19:51.873Z,,49.4,55,,37,,
2018-01-11T00:20:01.873Z,,,55,,36.9,,
2018-01-11T00:20:11.872Z,,,55,,36.9,,
2018-01-11T00:20:21.873Z,,,55,,36.9,,
2018-01-11T00:20:31.873Z,,,55,,36.8,,
2018-01-11T00:20:41.875Z,,,55,,36.8,,
2018-01-11T00:20:51.873Z,,49.3,55,,36.8,,
2018-01-11T00:21:01.875Z,,,55,,36.7,,
2018-01-11T00:21:11.873Z,,,55,,36.7,,
2018-01-11T00:21:21.873Z,,,55,,36.5,,
2018-01-11T00:21:32.875Z,,,55,,36.5,,
2018-01-11T00:21:41.872Z,,49.2,55,,36.5,,
2018-01-11T00:21:51.873Z,,,55,,36.4,,
2018-01-11T00:22:01.873Z,,,55,,36.4,,
2018-01-11T00:22:11.875Z,,,55,,36.3,,
2018-01-11T00:22:21.874Z,,,55,,36.3,,
2018-01-11T00:22:31.878Z,,,55,,36.3,,
2018-01-11T00:22:41.874Z,,49.1,55,,36.2,,
2018-01-11T00:22:51.873Z,,,55,,36.2,,
2018-01-11T00:23:01.876Z,,,55,,36.2,,
2018-01-11T00:23:11.873Z,,,55,,36,,
2018-01-11T00:23:21.874Z,,,55,,36,,
2018-01-11T00:23:31.873Z,,49,55,,36,,
2018-01-11T00:23:41.875Z,,,55,,35.9,,
2018-01-11T00:23:51.873Z,,,55,,35.9,,
2018-01-11T00:24:01.874Z,,,55,,35.8,,
2018-01-11T00:24:11.874Z,,,55,,35.8,,
2018-01-11T00:24:26.893Z,,48.9,55,,35.8,,
2018-01-11T00:24:31.873Z,,,55,,35.7,,
2018-01-11T00:24:41.877Z,,,55,,35.7,,
2018-01-11T00:24:51.873Z,,,55,,35.7,,
2018-01-11T00:25:01.874Z,,,55,,35.6,,
2018-01-11T00:25:11.873Z,,,55,,35.6,,
2018-01-11T00:25:21.877Z,,,55,,35.6,,
2018-01-11T00:25:31.873Z,,48.7,55,,35.4,,
2018-01-11T00:25:41.873Z,,,55,,35.4,,
2018-01-11T00:25:51.874Z,,,55,,35.4,,
2018-01-11T00:26:01.873Z,,,55,,35.3,,
2018-01-11T00:26:11.873Z,,,55,,35.3,,
2018-01-11T00:26:21.874Z,,48.6,55,,35.2,,
2018-01-11T00:26:31.874Z,,,55,,35.2,,
2018-01-11T00:26:41.873Z,,,55,,35.2,,
2018-01-11T00:26:51.874Z,,,55,,35.1,,
2018-01-11T00:27:01.873Z,,,55,,35.1,,
2018-01-11T00:27:11.876Z,,,55,,35.1,,
2018-01-11T00:27:21.876Z,,48.5,55,,34.9,,
2018-01-11T00:27:31.873Z,,,55,,34.9,,
2018-01-11T00:27:41.874Z,,,55,,34.9,,
2018-01-11T00:27:51.875Z,,,55,,34.8,,
2018-01-11T00:28:01.874Z,,,55,,34.8,,
2018-01-11T00:28:11.875Z,,48.4,55,,34.8,,
2018-01-11T00:28:21.873Z,,,55,,34.7,,
2018-01-11T00:28:31.874Z,,,55,,34.7,,
2018-01-11T00:28:42.872Z,,,55,,34.7,,
2018-01-11T00:28:51.874Z,,,55,,34.6,,
2018-01-11T00:29:01.874Z,,,55,,34.6,,
2018-01-11T00:29:11.874Z,,48.3,55,,34.4,,
2018-01-11T00:29:21.873Z,,,55,,34.4,,
2018-01-11T00:29:31.874Z,,,55,,34.4,,
2018-01-11T00:29:41.874Z,,,55,,34.4,,
2018-01-11T00:29:51.876Z,,,55,,34.3,,
2018-01-11T00:30:01.874Z,,48.2,55,,34.3,,
2018-01-11T00:30:11.874Z,,,55,,34.2,,
2018-01-11T00:30:21.875Z,,,55,,34.2,,
2018-01-11T00:30:31.874Z,,,55,,34.2,,
2018-01-11T00:30:41.874Z,,,55,,34.1,,
2018-01-11T00:30:51.875Z,,48.1,55,,34.1,,
2018-01-11T00:31:01.874Z,,,55,,34.1,,
2018-01-11T00:31:11.874Z,,,55,,34,,
2018-01-11T00:31:21.874Z,,,55,,34,,
2018-01-11T00:31:32.873Z,,,55,,34,,
2018-01-11T00:31:42.938Z,,,55,,34,,
2018-01-11T00:31:51.874Z,,,55,,33.8,,
2018-01-11T00:32:01.874Z,,48,55,,33.8,,
2018-01-11T00:32:11.874Z,,,55,,33.7,,
2018-01-11T00:32:21.875Z,,,55,,33.7,,
2018-01-11T00:32:31.874Z,,,55,,33.7,,
2018-01-11T00:32:41.875Z,,48,55,,33.6,,
2018-01-11T00:32:51.876Z,,47.8,55,,33.6,,
2018-01-11T00:33:01.874Z,0,47.8,55,5,33.6,0,0
2018-01-11T00:33:11.875Z,,,55,,33.6,,
2018-01-11T00:33:21.875Z,,,55,,33.5,,
2018-01-11T00:33:31.874Z,,,55,,33.5,,
2018-01-11T00:33:41.875Z,,47.7,55,,33.5,,
2018-01-11T00:33:51.875Z,,,55,,33.3,,
2018-01-11T00:34:01.874Z,,,55,,33.3,,
2018-01-11T00:34:11.875Z,,,55,,33.3,,
2018-01-11T00:34:22.869Z,,,55,,33.2,,
2018-01-11T00:34:31.876Z,,,55,,33.2,,
2018-01-11T00:34:41.875Z,,47.6,55,,33.2,,
2018-01-11T00:34:51.875Z,,,55,,33.1,,
2018-01-11T00:35:01.876Z,,,55,,33.1,,
2018-01-11T00:35:11.875Z,,,55,,33.1,,
2018-01-11T00:35:21.875Z,,,55,,33.1,,
2018-01-11T00:35:31.876Z,,47.5,55,,33,,
2018-01-11T00:35:41.874Z,,,55,,33,,
2018-01-11T00:35:51.876Z,,,55,,33,,
2018-01-11T00:36:01.877Z,,,55,,32.8,,
2018-01-11T00:36:11.875Z,,,55,,32.8,,
2018-01-11T00:36:21.875Z,,,55,,32.8,,
2018-01-11T00:36:32.927Z,,,55,,32.7,,
2018-01-11T00:36:41.875Z,,47.4,55,,32.7,,
2018-01-11T00:36:51.875Z,,,55,,32.7,,
2018-01-11T00:37:01.877Z,,,55,,32.6,,
2018-01-11T00:37:12.875Z,,,55,,32.6,,
2018-01-11T00:37:21.875Z,,,55,,32.6,,
2018-01-11T00:37:31.878Z,,47.3,55,,32.5,,
2018-01-11T00:37:41.875Z,,,55,,32.5,,
2018-01-11T00:37:52.921Z,,,55,,32.5,,
2018-01-11T00:38:01.875Z,,,55,,32.5,,
2018-01-11T00:38:11.876Z,,,55,,32.3,,
2018-01-11T00:38:21.875Z,,47.2,55,,32.3,,
2018-01-11T00:38:31.877Z,,,55,,32.3,,
2018-01-11T00:38:41.875Z,,,55,,32.2,,
2018-01-11T00:38:51.876Z,,,55,,32.2,,
2018-01-11T00:39:01.877Z,,,55,,32.2,,
2018-01-11T00:39:11.875Z,,47,55,,32.2,,
2018-01-11T00:39:21.875Z,,,55,,32.1,,
2018-01-11T00:39:31.875Z,,,55,,32.1,,
2018-01-11T00:39:41.875Z,,,55,,32.1,,
2018-01-11T00:39:51.875Z,,,55,,32,,
2018-01-11T00:40:06.896Z,,,55,,32,,
2018-01-11T00:40:11.876Z,,46.9,55,,32,,
2018-01-11T00:40:21.876Z,,,55,,32,,
2018-01-11T00:40:31.991Z,,,55,,31.9,,
2018-01-11T00:40:41.877Z,,,55,,31.9,,
2018-01-11T00:40:51.876Z,,,55,,31.9,,
2018-01-11T00:41:01.876Z,,46.8,55,,31.7,,
2018-01-11T00:41:11.876Z,,,55,,31.7,,
2018-01-11T00:41:21.876Z,,,55,,31.7,,
2018-01-11T00:41:31.876Z,,,55,,31.7,,
2018-01-11T00:41:41.876Z,,,55,,31.6,,
2018-01-11T00:41:51.876Z,,,55,,31.6,,
2018-01-11T00:42:01.877Z,,46.7,55,,31.6,,
2018-01-11T00:42:11.878Z,,,55,,31.5,,
2018-01-11T00:42:21.879Z,,,55,,31.5,,
2018-01-11T00:42:31.876Z,,,55,,31.5,,
2018-01-11T00:42:41.876Z,,,55,,31.5,,
2018-01-11T00:42:51.880Z,,46.6,55,,31.4,,
2018-01-11T00:43:01.876Z,,,55,,31.4,,
2018-01-11T00:43:11.877Z,,,55,,31.4,,
2018-01-11T00:43:21.876Z,,,55,,31.2,,
2018-01-11T00:43:31.876Z,,,55,,31.2,,
2018-01-11T00:43:41.876Z,,,55,,31.2,,
2018-01-11T00:43:51.876Z,,46.5,55,,31.2,,
2018-01-11T00:44:01.876Z,,,55,,31.1,,
2018-01-11T00:44:11.877Z,,,55,,31.1,,
2018-01-11T00:44:21.877Z,,,55,,31.1,,
2018-01-11T00:44:31.878Z,,,55,,31.1,,
2018-01-11T00:44:41.876Z,,,55,,31,,
2018-01-11T00:44:51.879Z,,46.4,55,,31,,
2018-01-11T00:45:01.877Z,,,55,,31,,
2018-01-11T00:45:11.876Z,,,55,,30.9,,
2018-01-11T00:45:21.876Z,,,55,,30.9,,
2018-01-11T00:45:31.878Z,,,55,,30.9,,
2018-01-11T00:45:47.254Z,,,55,,30.9,,
2018-01-11T00:45:51.876Z,,46.2,55,,30.9,,
2018-01-11T00:46:01.876Z,,,55,,30.7,,
2018-01-11T00:46:11.876Z,,,55,,30.7,,
2018-01-11T00:46:21.876Z,,,55,,30.7,,
2018-01-11T00:46:31.876Z,,,55,,30.6,,
2018-01-11T00:46:41.881Z,,46.1,55,,30.6,,
2018-01-11T00:46:51.876Z,,,55,,30.6,,
2018-01-11T00:47:01.878Z,,,55,,30.6,,
2018-01-11T00:47:14.006Z,,,55,,30.5,,
2018-01-11T00:47:21.877Z,,,55,,30.5,,
2018-01-11T00:47:31.877Z,,,55,,30.5,,
2018-01-11T00:47:41.880Z,,46,55,,30.5,,
2018-01-11T00:47:51.877Z,,,55,,30.4,,
2018-01-11T00:48:01.877Z,,,55,,30.4,,
2018-01-11T00:48:11.876Z,,,55,,30.4,,
2018-01-11T00:48:21.877Z,,,55,,30.4,,
2018-01-11T00:48:31.876Z,,45.9,55,,30.2,,
2018-01-11T00:48:41.876Z,,,55,,30.2,,
2018-01-11T00:48:51.876Z,,,55,,30.2,,
2018-01-11T00:49:01.877Z,,,55,,30.2,,
2018-01-11T00:49:11.879Z,,,55,,30.1,,
2018-01-11T00:49:21.877Z,,,55,,30.1,,
2018-01-11T00:49:31.877Z,,45.8,55,,30.1,,
2018-01-11T00:49:41.877Z,,,55,,30.1,,
2018-01-11T00:49:51.879Z,,,55,,30,,
2018-01-11T00:50:02.873Z,,,55,,30,,
2018-01-11T00:50:11.880Z,,,55,,30,,
2018-01-11T00:50:21.878Z,,,55,,30,,
2018-01-11T00:50:31.877Z,,45.7,55,,29.9,,
2018-01-11T00:50:41.877Z,,,55,,29.9,,
2018-01-11T00:50:52.920Z,,,55,,29.9,,
2018-01-11T00:51:01.877Z,,,55,,29.9,,
2018-01-11T00:51:11.877Z,,,55,,29.7,,
2018-01-11T00:51:21.877Z,,,55,,29.7,,
2018-01-11T00:51:32.918Z,,45.6,55,,29.7,,
2018-01-11T00:51:41.878Z,,,55,,29.7,,
2018-01-11T00:51:51.877Z,,,55,,29.7,,
2018-01-11T00:52:01.877Z,,,55,,29.6,,
2018-01-11T00:52:11.877Z,,,55,,29.6,,
2018-01-11T00:52:21.877Z,,45.5,55,,29.6,,
2018-01-11T00:52:31.879Z,,,55,,29.6,,
2018-01-11T00:52:41.881Z,,,55,,29.4,,
2018-01-11T00:52:52.880Z,,,55,,29.4,,
2018-01-11T00:53:02.932Z,,,55,,29.4,,
2018-01-11T00:53:11.888Z,,45.3,55,,29.4,,
2018-01-11T00:53:21.877Z,,,55,,29.3,,
2018-01-11T00:53:31.877Z,,,55,,29.3,,
2018-01-11T00:53:41.877Z,,,55,,29.3,,
2018-01-11T00:53:51.878Z,,,55,,29.3,,
2018-01-11T00:54:01.877Z,,,55,,29.2,,
2018-01-11T00:54:11.878Z,,,55,,29.2,,
2018-01-11T00:54:21.877Z,,45.2,55,,29.2,,
2018-01-11T00:54:31.877Z,,,55,,29.2,,
2018-01-11T00:54:41.878Z,,,55,,29,,
2018-01-11T00:54:51.877Z,,,55,,29,,
2018-01-11T00:55:01.877Z,,,55,,29,,
2018-01-11T00:55:11.878Z,,45.1,55,,29,,
2018-01-11T00:55:21.877Z,,,55,,29,,
2018-01-11T00:55:31.877Z,,,55,,29,,
2018-01-11T00:55:43.022Z,,,55,,28.9,,
2018-01-11T00:55:51.879Z,,,55,,28.9,,
2018-01-11T00:56:01.877Z,,45,55,,28.9,,
2018-01-11T00:56:11.879Z,,,55,,28.7,,
2018-01-11T00:56:21.878Z,,,55,,28.7,,
2018-01-11T00:56:31.877Z,,,55,,28.7,,
2018-01-11T00:56:41.878Z,,,55,,28.7,,
2018-01-11T00:56:52.940Z,,44.9,55,,28.7,,
2018-01-11T00:57:01.877Z,,44.9,55,,28.6,,
2018-01-11T00:57:11.886Z,,,55,,28.6,,
2018-01-11T00:57:21.878Z,,,55,,28.6,,
2018-01-11T00:57:31.877Z,,,55,,28.6,,
2018-01-11T00:57:41.878Z,,,55,,28.5,,
2018-01-11T00:57:51.879Z,,,55,,28.5,,
2018-01-11T00:58:01.884Z,,44.8,55,,28.5,,
2018-01-11T00:58:11.878Z,,,55,,28.5,,
2018-01-11T00:58:21.880Z,,,55,,28.5,,
2018-01-11T00:58:36.898Z,,,55,,28.3,,
2018-01-11T00:58:41.879Z,,,55,,28.3,,
2018-01-11T00:58:51.878Z,,,55,,28.3,,
2018-01-11T00:59:01.878Z,,,55,,28.3,,
2018-01-11T00:59:11.879Z,,44.7,55,,28.3,,
2018-01-11T00:59:21.885Z,,,55,,28.2,,
2018-01-11T00:59:31.878Z,,,55,,28.2,,
2018-01-11T00:59:41.879Z,,,55,,28.2,,
2018-01-11T00:59:51.878Z,,,55,,28.2,,
2018-01-11T01:00:01.878Z,,,55,,28.2,,
2018-01-11T01:00:11.878Z,,44.5,55,,28,,
2018-01-11T01:00:21.879Z,,,55,,28,,
2018-01-11T01:00:31.878Z,,,55,,28,,
2018-01-11T01:00:41.880Z,,,55,,28,,
2018-01-11T01:00:51.878Z,,,55,,27.9,,
2018-01-11T01:01:01.879Z,,44.4,55,,27.9,,
2018-01-11T01:01:11.878Z,,,55,,27.9,,
2018-01-11T01:01:23.299Z,,,55,,27.9,,
2018-01-11T01:01:31.878Z,,,55,,27.9,,
2018-01-11T01:01:41.879Z,,,55,,27.9,,
2018-01-11T01:01:51.878Z,,,55,,27.7,,
2018-01-11T01:02:01.878Z,,44.3,55,,27.7,,
2018-01-11T01:02:11.879Z,,,55,,27.7,,
2018-01-11T01:02:21.880Z,,,55,,27.7,,
2018-01-11T01:02:31.883Z,,,55,,27.6,,
2018-01-11T01:02:41.879Z,,,55,,27.6,,
2018-01-11T01:02:51.945Z,,44.2,55,,27.6,,
2018-01-11T01:03:01.878Z,,,55,,27.6,,
2018-01-11T01:03:11.881Z,,,55,,27.6,,
2018-01-11T01:03:22.920Z,,,55,,27.6,,
2018-01-11T01:03:31.878Z,,,55,,27.5,,
2018-01-11T01:03:41.883Z,,,55,,27.5,,
2018-01-11T01:03:51.878Z,,,55,,27.5,,
2018-01-11T01:04:01.878Z,,44.1,55,,27.5,,
2018-01-11T01:04:11.882Z,,,55,,27.3,,
2018-01-11T01:04:21.878Z,,,55,,27.3,,
2018-01-11T01:04:31.879Z,,,55,,27.3,,
2018-01-11T01:04:41.878Z,,,55,,27.3,,
2018-01-11T01:04:51.879Z,,,55,,27.3,,
2018-01-11T01:05:01.880Z,,44,55,,27.2,,
2018-01-11T01:05:11.879Z,,,55,,27.2,,
2018-01-11T01:05:21.882Z,,,55,,27.2,,
2018-01-11T01:05:31.882Z,,,55,,27.2,,
2018-01-11T01:05:42.876Z,,,55,,27.2,,
2018-01-11T01:05:51.880Z,,44,55,,27.2,,
2018-01-11T01:06:01.881Z,,43.9,55,,27,,
2018-01-11T01:06:11.879Z,,,55,,27,,
2018-01-11T01:06:21.878Z,,,55,,27,,
2018-01-11T01:06:31.881Z,,,55,,27,,
2018-01-11T01:06:41.879Z,,,55,,27,,
2018-01-11T01:06:51.882Z,,,55,,26.9,,
2018-01-11T01:07:01.884Z,,43.7,55,,26.9,,
2018-01-11T01:07:11.879Z,,,55,,26.9,,
2018-01-11T01:07:21.879Z,,,55,,26.9,,
2018-01-11T01:07:31.882Z,,,55,,26.9,,
2018-01-11T01:07:41.882Z,,,55,,26.8,,
2018-01-11T01:07:51.884Z,,,55,,26.8,,
2018-01-11T01:08:01.881Z,,43.6,55,,26.8,,
2018-01-11T01:08:11.882Z,,,55,,26.8,,
2018-01-11T01:08:21.883Z,,,55,,26.8,,
2018-01-11T01:08:31.882Z,,,55,,26.8,,
2018-01-11T01:08:41.879Z,,,55,,26.6,,
2018-01-11T01:08:51.884Z,,,55,,26.6,,
2018-01-11T01:09:01.884Z,,43.5,55,,26.6,,
2018-01-11T01:09:11.879Z,,,55,,26.6,,
2018-01-11T01:09:21.883Z,,,55,,26.6,,
2018-01-11T01:09:31.883Z,,,55,,26.6,,
2018-01-11T01:09:41.879Z,,,55,,26.5,,
2018-01-11T01:09:51.887Z,,,55,,26.5,,
2018-01-11T01:10:01.885Z,,43.4,55,,26.5,,
2018-01-11T01:10:11.880Z,,,55,,26.5,,
2018-01-11T01:10:21.879Z,,,55,,26.5,,
2018-01-11T01:10:31.884Z,,,55,,26.5,,
2018-01-11T01:10:41.880Z,,,55,,26.3,,
2018-01-11T01:10:51.880Z,,,55,,26.3,,
2018-01-11T01:11:01.879Z,,43.3,55,,26.3,,
2018-01-11T01:11:11.879Z,,,55,,26.3,,
2018-01-11T01:11:22.874Z,,,55,,26.3,,
2018-01-11T01:11:31.879Z,,,55,,26.2,,
2018-01-11T01:11:41.880Z,,,55,,26.2,,
2018-01-11T01:11:51.880Z,,,55,,26.2,,
2018-01-11T01:12:01.879Z,,43.2,55,,26.2,,
2018-01-11T01:12:11.879Z,,,55,,26.2,,
2018-01-11T01:12:21.883Z,,,55,,26.1,,
2018-01-11T01:12:31.883Z,,,55,,26.1,,
2018-01-11T01:12:41.880Z,,,55,,26.1,,
2018-01-11T01:12:51.880Z,,43.1,55,,26.1,,
2018-01-11T01:13:01.885Z,,,55,,26.1,,
2018-01-11T01:13:11.880Z,,,55,,26.1,,
2018-01-11T01:13:21.880Z,,,55,,26.1,,
2018-01-11T01:13:31.884Z,,,55,,25.9,,
2018-01-11T01:13:41.880Z,,,55,,25.9,,
2018-01-11T01:13:51.887Z,,43,55,,25.9,,
2018-01-11T01:14:01.884Z,,,55,,25.9,,
2018-01-11T01:14:17.003Z,,,55,,25.9,,
2018-01-11T01:14:21.880Z,,,55,,25.9,,
2018-01-11T01:14:31.880Z,,,55,,25.8,,
2018-01-11T01:14:41.880Z,,,55,,25.8,,
2018-01-11T01:14:51.881Z,,,55,,25.8,,
2018-01-11T01:15:01.883Z,,42.8,55,,25.8,,
2018-01-11T01:15:11.881Z,,,55,,25.8,,
2018-01-11T01:15:21.881Z,,,55,,25.8,,
2018-01-11T01:15:31.880Z,,,55,,25.6,,
2018-01-11T01:15:41.930Z,,,55,,25.6,,
2018-01-11T01:15:51.880Z,,,55,,25.6,,
2018-01-11T01:16:01.880Z,,42.7,55,,25.6,,
2018-01-11T01:16:11.880Z,,,55,,25.6,,
2018-01-11T01:16:21.883Z,,,55,,25.5,,
2018-01-11T01:16:31.883Z,,,55,,25.5,,
2018-01-11T01:16:41.880Z,,,55,,25.5,,
2018-01-11T01:16:51.880Z,,,55,,25.5,,
2018-01-11T01:17:06.906Z,,,55,,25.5,,
2018-01-11T01:17:11.881Z,,42.6,55,,25.5,,
2018-01-11T01:17:21.880Z,,,55,,25.5,,
2018-01-11T01:17:31.880Z,,,55,,25.5,,
2018-01-11T01:17:41.885Z,,,55,,25.4,,
2018-01-11T01:17:51.881Z,,,55,,25.4,,
2018-01-11T01:18:01.880Z,,,55,,25.4,,
2018-01-11T01:18:11.882Z,,,55,,25.4,,
2018-01-11T01:18:21.881Z,,42.5,55,,25.4,,
2018-01-11T01:18:31.880Z,,,55,,25.4,,
2018-01-11T01:18:41.883Z,,,55,,25.2,,
2018-01-11T01:18:51.880Z,,,55,,25.2,,
2018-01-11T01:19:01.881Z,,,55,,25.2,,
2018-01-11T01:19:11.884Z,,,55,,25.2,,
2018-01-11T01:19:21.881Z,,42.4,55,,25.2,,
2018-01-11T01:19:31.883Z,,,55,,25.2,,
2018-01-11T01:19:41.880Z,,,55,,25.1,,
2018-01-11T01:19:56.901Z,,,55,,25.1,,
2018-01-11T01:20:01.881Z,,42.3,55,,25.1,,
2018-01-11T01:20:11.881Z,,42.4,55,,25.1,,
2018-01-11T01:20:21.881Z,,42.3,55,,25.1,,
2018-01-11T01:20:31.883Z,,,55,,25.1,,
2018-01-11T01:20:41.881Z,,,55,,24.9,,
2018-01-11T01:20:51.881Z,,,55,,24.9,,
2018-01-11T01:21:01.881Z,,,55,,24.9,,
2018-01-11T01:21:11.881Z,,,55,,24.9,,
2018-01-11T01:21:21.881Z,,42.2,55,,24.9,,
2018-01-11T01:21:31.881Z,,,55,,24.9,,
2018-01-11T01:21:41.884Z,,,55,,24.9,,
