Time,HwActive,HwTSet,PrimTSet,ActPow,PrimT,HwTOutlet,ChActive
2018-02-13T05:04:45.254Z,,55,,,26.5,15.3,
2018-02-13T05:04:55.250Z,,55,,,,15.3,
2018-02-13T05:05:05.247Z,,55,,,,15.3,
2018-02-13T05:05:16.244Z,,55,,,,15.3,
2018-02-13T05:05:25.247Z,,55,,,,15.3,
2018-02-13T05:05:35.248Z,,55,,,,15.3,
2018-02-13T05:05:45.247Z,,55,,,,15.3,
2018-02-13T05:05:55.248Z,,55,,,,15.3,
2018-02-13T05:06:05.248Z,,55,,,,15.3,
2018-02-13T05:06:15.248Z,,55,,,,15.3,
2018-02-13T05:06:25.248Z,,55,,,,15.3,
2018-02-13T05:06:35.248Z,,55,,,,15.3,
2018-02-13T05:06:45.248Z,,55,,,,15.3,
2018-02-13T05:06:55.248Z,,55,,,,15.3,
2018-02-13T05:07:05.255Z,,55,,,,15.3,
2018-02-13T05:07:15.248Z,,55,,,,15.3,
2018-02-13T05:07:25.248Z,,55,,,26.3,15.3,
2018-02-13T05:07:35.248Z,,55,,,,15.3,
2018-02-13T05:07:45.248Z,,55,,,,15.3,
2018-02-13T05:07:55.249Z,,55,,,,15.3,
2018-02-13T05:08:06.310Z,,55,,,,15.3,
2018-02-13T05:08:15.248Z,,55,,,,15.3,
2018-02-13T05:08:25.248Z,,55,,,,15.3,
2018-02-13T05:08:35.248Z,,55,,,,15.3,
2018-02-13T05:08:45.248Z,,55,,,,15.3,
2018-02-13T05:08:55.248Z,,55,,,,15.3,
2018-02-13T05:09:05.248Z,,55,,,,15.3,
2018-02-13T05:09:15.249Z,,55,,,,15.3,
2018-02-13T05:09:25.248Z,,55,,,,15.3,
2018-02-13T05:09:35.248Z,,55,,,,15.3,
2018-02-13T05:09:45.249Z,,55,,,26.2,15.1,
2018-02-13T05:09:55.248Z,,55,,,,15.1,
2018-02-13T05:10:05.250Z,,55,,,,15.1,
2018-02-13T05:10:15.249Z,,55,,,,15.1,
2018-02-13T05:10:25.249Z,,55,,,,15.1,
2018-02-13T05:10:35.250Z,,55,,,,15.1,
2018-02-13T05:10:45.248Z,,55,,,,15.1,
2018-02-13T05:11:00.318Z,,55,,,,15.1,
2018-02-13T05:11:05.250Z,,55,,,,15.1,
2018-02-13T05:11:15.250Z,,55,,,,15.1,
2018-02-13T05:11:25.249Z,,55,,,,15.1,
2018-02-13T05:11:35.257Z,,55,,,,15.1,
2018-02-13T05:11:45.248Z,,55,,,,15.1,
2018-02-13T05:11:55.250Z,,55,,,,15.1,
2018-02-13T05:12:05.249Z,,55,,,,15.1,
2018-02-13T05:12:15.249Z,,55,,,,15.1,
2018-02-13T05:12:26.247Z,,55,,,,15.1,
2018-02-13T05:12:35.254Z,,55,,,,15.1,
2018-02-13T05:12:45.249Z,,55,,,26.1,15.1,
2018-02-13T05:12:55.249Z,,55,,,,15.1,
2018-02-13T05:13:05.249Z,,55,,,,15.1,
2018-02-13T05:13:15.251Z,,55,,,,15.1,
2018-02-13T05:13:25.249Z,,55,,,,15.1,
2018-02-13T05:13:35.249Z,,55,,,,15.1,
2018-02-13T05:13:50.269Z,,55,,,,15.1,
2018-02-13T05:13:55.249Z,,55,,,,15.1,
2018-02-13T05:14:05.251Z,,55,,,,15.1,
2018-02-13T05:14:15.249Z,,55,,,,15.1,
2018-02-13T05:14:25.249Z,,55,,,,15.1,
2018-02-13T05:14:35.249Z,,55,,,26.1,15.1,
2018-02-13T05:14:45.249Z,,55,,,,15.1,
2018-02-13T05:14:55.249Z,,55,,,,15.1,
2018-02-13T05:15:05.250Z,,55,,,26.1,15.1,
2018-02-13T05:15:16.789Z,,55,,,25.9,15.1,
2018-02-13T05:15:25.250Z,,55,,,,15.1,
2018-02-13T05:15:35.249Z,,55,,,,15.1,
2018-02-13T05:15:45.254Z,,55,,,,15.1,
2018-02-13T05:15:55.251Z,,55,,,,15.1,
2018-02-13T05:16:05.251Z,,55,,,,15.1,
2018-02-13T05:16:15.249Z,,55,,,,15.1,
2018-02-13T05:16:25.249Z,,55,,,,15.1,
2018-02-13T05:16:35.249Z,,55,,,,15.1,
2018-02-13T05:16:45.249Z,,55,,,,15.1,
2018-02-13T05:16:55.366Z,,55,,,,15.1,
2018-02-13T05:17:05.251Z,,55,,,,15.1,
2018-02-13T05:17:15.249Z,,55,,,,15.1,
2018-02-13T05:17:25.252Z,,55,,,,15.1,
2018-02-13T05:17:35.249Z,,55,,,25.8,15.1,
2018-02-13T05:17:45.249Z,,55,,,25.9,15.1,
2018-02-13T05:17:55.250Z,,55,,,25.8,15.1,
2018-02-13T05:18:05.251Z,,55,,,,14.9,
2018-02-13T05:18:15.249Z,,55,,,,15.1,
2018-02-13T05:18:25.249Z,,55,,,,15.1,
2018-02-13T05:18:35.249Z,,55,,,,14.9,
2018-02-13T05:18:45.249Z,,55,,,,14.9,
2018-02-13T05:18:55.250Z,,55,,,,15.1,
2018-02-13T05:19:05.250Z,,55,,,,14.9,
2018-02-13T05:19:15.249Z,,55,,,,14.9,
2018-02-13T05:19:25.306Z,,55,,,,14.9,
2018-02-13T05:19:35.250Z,,55,,,,14.9,
2018-02-13T05:19:45.249Z,,55,,,,15.1,
2018-02-13T05:19:55.250Z,,55,,,,14.9,
2018-02-13T05:20:05.250Z,,55,,,,14.9,
2018-02-13T05:20:15.250Z,,55,,,,14.9,
2018-02-13T05:20:25.250Z,,55,,,,14.9,
2018-02-13T05:20:35.249Z,,55,,,,14.9,
2018-02-13T05:20:45.251Z,,55,,,25.6,14.9,
2018-02-13T05:20:55.251Z,,55,,,,14.9,
2018-02-13T05:21:05.250Z,,55,,,,14.9,
2018-02-13T05:21:15.250Z,,55,,,,14.9,
2018-02-13T05:21:25.250Z,,55,,,,14.9,
2018-02-13T05:21:35.252Z,,55,,,,14.9,
2018-02-13T05:21:45.250Z,,55,,,,14.9,
2018-02-13T05:21:55.252Z,,55,,,,14.9,
2018-02-13T05:22:05.250Z,,55,,,,14.9,
2018-02-13T05:22:15.250Z,,55,,,,14.9,
2018-02-13T05:22:25.250Z,,55,,,,14.9,
2018-02-13T05:22:35.250Z,,55,,,,14.9,
2018-02-13T05:22:45.250Z,,55,,,,14.9,
2018-02-13T05:22:55.251Z,,55,,,25.5,14.9,
2018-02-13T05:23:05.250Z,,55,,,,14.9,
2018-02-13T05:23:15.250Z,,55,,,,14.9,
2018-02-13T05:23:25.250Z,,55,,,25.6,14.9,
2018-02-13T05:23:35.253Z,,55,,,,14.9,
2018-02-13T05:23:46.242Z,,55,,,25.5,14.9,
2018-02-13T05:23:55.269Z,,55,,,,14.9,
2018-02-13T05:24:05.251Z,,55,,,,14.9,
2018-02-13T05:24:15.250Z,,55,,,,14.9,
2018-02-13T05:24:25.250Z,,55,,,,14.9,
2018-02-13T05:24:35.250Z,,55,,,,14.9,
2018-02-13T05:24:45.251Z,,55,,,,14.9,
2018-02-13T05:24:55.250Z,,55,,,,14.9,
2018-02-13T05:25:05.251Z,,55,,,,14.9,
2018-02-13T05:25:15.250Z,,55,,,,14.9,
2018-02-13T05:25:25.251Z,,55,,,,14.9,
2018-02-13T05:25:35.261Z,,55,,,,14.9,
2018-02-13T05:25:45.251Z,,55,,,,14.9,
2018-02-13T05:25:55.250Z,,55,,,,14.9,
2018-02-13T05:26:05.251Z,,55,,,25.4,14.9,
2018-02-13T05:26:15.251Z,,55,,,25.5,14.9,
2018-02-13T05:26:25.251Z,,55,,,,14.9,
2018-02-13T05:26:40.273Z,,55,,,25.4,14.9,
2018-02-13T05:26:45.250Z,,55,,,,14.9,
2018-02-13T05:26:55.251Z,,55,,,,14.9,
2018-02-13T05:27:05.250Z,,55,,,,14.9,
2018-02-13T05:27:15.251Z,,55,,,,14.9,
2018-02-13T05:27:25.250Z,,55,,,,14.9,
2018-02-13T05:27:35.251Z,,55,,,,14.9,
2018-02-13T05:27:45.253Z,,55,,,,14.9,
2018-02-13T05:27:55.252Z,,55,,,,14.9,
2018-02-13T05:28:05.251Z,,55,,,,14.9,
2018-02-13T05:28:15.251Z,,55,,,,14.9,
2018-02-13T05:28:25.251Z,,55,,,,14.7,
2018-02-13T05:28:35.251Z,,55,,,,14.9,
2018-02-13T05:28:45.252Z,,55,,,,14.7,
2018-02-13T05:28:55.252Z,,55,,,,14.9,
2018-02-13T05:29:05.253Z,,55,,,25.2,14.9,
2018-02-13T05:29:15.251Z,,55,,,,14.7,
2018-02-13T05:29:30.271Z,,55,,,,14.9,
2018-02-13T05:29:35.251Z,,55,,,,14.7,
2018-02-13T05:29:45.251Z,,55,,,,14.7,
2018-02-13T05:29:55.269Z,,55,,,,14.9,
2018-02-13T05:30:05.251Z,,55,,,,14.7,
2018-02-13T05:30:15.251Z,,55,,,,14.7,
2018-02-13T05:30:25.251Z,,55,,,,14.9,
2018-02-13T05:30:35.267Z,,55,,,,14.7,
2018-02-13T05:30:45.251Z,,55,,,,14.7,
2018-02-13T05:30:55.251Z,,55,,,,14.7,
2018-02-13T05:31:05.251Z,,55,,,,14.7,
2018-02-13T05:31:15.251Z,,55,,,,14.7,
2018-02-13T05:31:25.253Z,,55,,,,14.7,
2018-02-13T05:31:35.251Z,,55,,,,14.7,
2018-02-13T05:31:45.252Z,,55,,,25.1,14.7,
2018-02-13T05:31:55.251Z,,55,,,25.2,14.7,
2018-02-13T05:32:05.253Z,,55,,,,14.7,
2018-02-13T05:32:21.266Z,,55,,,25.1,14.7,
2018-02-13T05:32:25.252Z,,55,,,,14.7,
2018-02-13T05:32:35.251Z,,55,,,,14.7,
2018-02-13T05:32:45.252Z,,55,,,,14.7,
2018-02-13T05:32:55.252Z,,55,,,,14.7,
2018-02-13T05:33:05.252Z,,55,,,,14.7,
2018-02-13T05:33:15.252Z,,55,,,,14.7,
2018-02-13T05:33:25.251Z,,55,,,,14.7,
2018-02-13T05:33:35.252Z,,55,,,,14.7,
2018-02-13T05:33:45.252Z,,55,,,,14.7,
2018-02-13T05:33:55.252Z,,55,,,,14.7,
2018-02-13T05:34:05.253Z,,55,,,,14.7,
2018-02-13T05:34:15.252Z,,55,,,,14.7,
2018-02-13T05:34:25.251Z,,55,,,,14.7,
2018-02-13T05:34:35.252Z,,55,,,,14.7,
2018-02-13T05:34:45.252Z,,55,,,25.1,14.7,
2018-02-13T05:34:55.254Z,,55,,,,14.7,
2018-02-13T05:35:05.253Z,,55,,,24.9,14.7,
2018-02-13T05:35:15.252Z,,55,,,,14.7,
2018-02-13T05:35:25.253Z,,55,,,,14.7,
2018-02-13T05:35:35.251Z,,55,,,,14.7,
2018-02-13T05:35:45.252Z,,55,,,,14.7,
2018-02-13T05:35:55.252Z,,55,,,,14.7,
2018-02-13T05:36:05.253Z,,55,,,,14.7,
2018-02-13T05:36:15.252Z,,55,,,,14.7,
2018-02-13T05:36:25.253Z,,55,,,,14.7,
2018-02-13T05:36:35.252Z,,55,,,,14.7,
2018-02-13T05:36:45.253Z,,55,,,,14.7,
2018-02-13T05:36:55.253Z,,55,,,,14.7,
2018-02-13T05:37:05.252Z,,55,,,,14.7,
2018-02-13T05:37:15.252Z,,55,,,,14.7,
2018-02-13T05:37:25.253Z,,55,,,,14.7,
2018-02-13T05:37:35.252Z,,55,,,,14.7,
2018-02-13T05:37:45.253Z,,55,,,24.8,14.7,
2018-02-13T05:37:55.252Z,,55,,,,14.7,
2018-02-13T05:38:05.254Z,,55,,,,14.7,
2018-02-13T05:38:15.252Z,,55,,,,14.7,
2018-02-13T05:38:25.252Z,,55,,,,14.7,
2018-02-13T05:38:35.252Z,,55,,,,14.7,
2018-02-13T05:38:45.253Z,,55,,,,14.7,
2018-02-13T05:38:55.253Z,,55,,,,14.7,
2018-02-13T05:39:05.271Z,,55,,,,14.7,
2018-02-13T05:39:15.252Z,,55,,,,14.7,
2018-02-13T05:39:26.244Z,,55,,,,14.7,
2018-02-13T05:39:35.252Z,,55,,,,14.7,
2018-02-13T05:39:45.252Z,,55,,,,14.7,
2018-02-13T05:39:55.367Z,,55,,,,14.7,
2018-02-13T05:40:05.253Z,,55,,,,14.6,
2018-02-13T05:40:15.252Z,,55,,,,14.6,
2018-02-13T05:40:25.252Z,,55,,,,14.7,
2018-02-13T05:40:35.256Z,,55,,,,14.6,
2018-02-13T05:40:45.253Z,,55,,,24.6,14.7,
2018-02-13T05:40:55.253Z,,55,,,24.8,14.6,
2018-02-13T05:41:05.254Z,,55,,,24.6,14.6,
2018-02-13T05:41:15.254Z,,55,,,24.8,14.6,
2018-02-13T05:41:25.253Z,,55,,,24.6,14.6,
2018-02-13T05:41:35.255Z,,55,,,,14.6,
2018-02-13T05:41:45.252Z,0,55,5,0,24.6,14.6,0
2018-02-13T05:41:55.253Z,,55,,,,14.6,
2018-02-13T05:42:05.253Z,,55,,,,14.6,
2018-02-13T05:42:20.273Z,,55,,,,14.6,
2018-02-13T05:42:25.277Z,,55,,,,14.6,
2018-02-13T05:42:35.253Z,,55,,,,14.6,
2018-02-13T05:42:45.253Z,,55,,,,14.6,
2018-02-13T05:42:55.253Z,,55,,,,14.6,
2018-02-13T05:43:05.254Z,,55,,,,14.6,
2018-02-13T05:43:15.253Z,,55,,,,14.6,
2018-02-13T05:43:25.253Z,,55,,,,14.6,
2018-02-13T05:43:35.253Z,,55,,,,14.6,
2018-02-13T05:43:45.265Z,,55,,,,14.6,
2018-02-13T05:43:55.253Z,,55,,,,14.6,
2018-02-13T05:44:05.254Z,,55,,,24.5,14.6,
2018-02-13T05:44:15.253Z,,55,,,,14.6,
2018-02-13T05:44:25.283Z,,55,,,,14.6,
2018-02-13T05:44:35.259Z,,55,,,,14.6,
2018-02-13T05:44:45.262Z,,55,,,,14.6,
2018-02-13T05:44:55.253Z,,55,,,,14.6,
2018-02-13T05:45:10.277Z,,55,,,,14.6,
2018-02-13T05:45:15.255Z,,55,,,,14.6,
2018-02-13T05:45:25.255Z,,55,,,,14.6,
2018-02-13T05:45:35.262Z,,55,,,,14.6,
2018-02-13T05:45:45.260Z,,55,,,,14.6,
2018-02-13T05:45:55.253Z,,55,,,,14.6,
2018-02-13T05:46:05.255Z,,55,,,,14.6,
2018-02-13T05:46:15.255Z,,55,,,,14.6,
2018-02-13T05:46:25.279Z,,55,,,,14.6,
2018-02-13T05:46:36.262Z,,55,,,,14.6,
2018-02-13T05:46:45.294Z,,55,,,,14.6,
2018-02-13T05:46:55.268Z,,55,,,,14.6,
2018-02-13T05:47:05.255Z,,55,,,,14.6,
2018-02-13T05:47:15.257Z,,55,,,24.4,14.6,
2018-02-13T05:47:25.257Z,,55,,,,14.6,
2018-02-13T05:47:35.256Z,,55,,,,14.6,
2018-02-13T05:47:45.261Z,,55,,,,14.6,
2018-02-13T05:48:00.274Z,,55,,,,14.6,
2018-02-13T05:48:05.256Z,,55,,,,14.6,
2018-02-13T05:48:15.254Z,,55,,,,14.6,
2018-02-13T05:48:25.256Z,,55,,,,14.6,
2018-02-13T05:48:35.254Z,,55,,,,14.6,
2018-02-13T05:48:45.254Z,,55,,,,14.6,
2018-02-13T05:48:55.254Z,,55,,,,14.6,
2018-02-13T05:49:05.254Z,,55,,,,14.6,
2018-02-13T05:49:15.253Z,,55,,,,14.6,
2018-02-13T05:49:26.249Z,,55,,,,14.6,
2018-02-13T05:49:35.254Z,,55,,,,14.6,
2018-02-13T05:49:45.254Z,,55,,,,14.6,
2018-02-13T05:49:55.254Z,,55,,,,14.6,
2018-02-13T05:50:05.255Z,,55,,,,14.4,
2018-02-13T05:50:15.254Z,,55,,,,14.6,
2018-02-13T05:50:25.254Z,,55,,,24.2,14.4,
2018-02-13T05:50:35.254Z,,55,,,,14.6,
2018-02-13T05:50:45.266Z,,55,,,,14.6,
2018-02-13T05:50:55.254Z,,55,,,,14.6,
2018-02-13T05:51:05.254Z,,55,,,,14.6,
2018-02-13T05:51:15.254Z,,55,,,,14.6,
2018-02-13T05:51:25.254Z,,55,,,,14.6,
2018-02-13T05:51:35.254Z,,55,,,,14.4,
2018-02-13T05:51:45.255Z,,55,,,,14.6,
2018-02-13T05:51:55.254Z,,55,,,,14.4,
2018-02-13T05:52:05.254Z,,55,,,,14.4,
2018-02-13T05:52:15.256Z,,55,,,,14.4,
2018-02-13T05:52:25.254Z,,55,,,,14.4,
2018-02-13T05:52:35.254Z,,55,,,,14.4,
2018-02-13T05:52:45.260Z,,55,,,,14.4,
2018-02-13T05:52:55.266Z,,55,,,,14.4,
2018-02-13T05:53:05.254Z,,55,,,,14.4,
2018-02-13T05:53:15.254Z,,55,,,,14.4,
2018-02-13T05:53:25.254Z,,55,,,24.1,14.4,
2018-02-13T05:53:35.254Z,,55,,,,14.4,
2018-02-13T05:53:45.258Z,,55,,,,14.4,
2018-02-13T05:53:55.255Z,,55,,,,14.4,
2018-02-13T05:54:05.254Z,,55,,,,14.4,
2018-02-13T05:54:15.254Z,,55,,,,14.4,
2018-02-13T05:54:25.254Z,,55,,,,14.4,
2018-02-13T05:54:35.254Z,,55,,,,14.4,
2018-02-13T05:54:45.255Z,,55,,,,14.4,
2018-02-13T05:54:55.255Z,,55,,,,14.4,
2018-02-13T05:55:06.248Z,,55,,,,14.4,
2018-02-13T05:55:15.255Z,,55,,,,14.4,
2018-02-13T05:55:25.255Z,,55,,,,14.4,
2018-02-13T05:55:35.254Z,,55,,,,14.4,
2018-02-13T05:55:45.266Z,,55,,,,14.4,
2018-02-13T05:55:55.255Z,,55,,,,14.4,
2018-02-13T05:56:05.255Z,,55,,,,14.4,
2018-02-13T05:56:15.255Z,,55,,,,14.4,
2018-02-13T05:56:25.255Z,,55,,,23.9,14.4,
2018-02-13T05:56:35.255Z,,55,,,,14.4,
2018-02-13T05:56:45.259Z,,55,,,,14.4,
2018-02-13T05:56:55.255Z,,55,,,,14.4,
2018-02-13T05:57:05.255Z,,55,,,,14.4,
2018-02-13T05:57:15.255Z,,55,,,,14.4,
2018-02-13T05:57:25.255Z,,55,,,,14.4,
2018-02-13T05:57:35.256Z,,55,,,,14.4,
2018-02-13T05:57:45.256Z,,55,,,,14.4,
2018-02-13T05:57:56.252Z,,55,,,,14.4,
2018-02-13T05:58:05.255Z,,55,,,,14.4,
2018-02-13T05:58:15.255Z,,55,,,,14.4,
2018-02-13T05:58:25.255Z,,55,,,,14.4,
2018-02-13T05:58:35.255Z,,55,,,,14.4,
2018-02-13T05:58:45.257Z,,55,,,,14.4,
2018-02-13T05:58:55.257Z,,55,,,,14.4,
2018-02-13T05:59:05.256Z,,55,,,,14.4,
2018-02-13T05:59:15.257Z,,55,,,,14.4,
2018-02-13T05:59:25.255Z,,55,,,,14.4,
2018-02-13T05:59:35.255Z,,55,,,,14.4,
2018-02-13T05:59:45.255Z,,55,,,,14.4,
2018-02-13T05:59:55.255Z,,55,,,,14.4,
2018-02-13T06:00:05.256Z,,55,,,,14.4,
2018-02-13T06:00:15.257Z,,55,,,23.8,14.4,
2018-02-13T06:00:25.255Z,,55,,,,14.4,
2018-02-13T06:00:35.255Z,,55,,,,14.4,
2018-02-13T06:00:50.279Z,,55,,,,14.4,
2018-02-13T06:00:55.256Z,,55,,,,14.4,
2018-02-13T06:01:05.262Z,,55,,,,14.4,
2018-02-13T06:01:15.255Z,,55,,,,14.4,
2018-02-13T06:01:25.255Z,,55,,,,14.4,
2018-02-13T06:01:35.255Z,,55,,,,14.4,
2018-02-13T06:01:45.256Z,,55,,,,14.4,
2018-02-13T06:01:55.255Z,,55,,,,14.4,
2018-02-13T06:02:05.256Z,,55,,,,14.4,
2018-02-13T06:02:15.564Z,,55,,,,14.4,
2018-02-13T06:02:25.266Z,,55,,,,14.4,
2018-02-13T06:02:35.255Z,,55,,,,14.4,
2018-02-13T06:02:45.256Z,,55,,,,14.4,
2018-02-13T06:02:55.305Z,,55,,,,14.2,
2018-02-13T06:03:05.256Z,,55,,,23.7,14.4,
2018-02-13T06:03:15.257Z,,55,,,23.8,14.2,
2018-02-13T06:03:25.256Z,,55,,,23.7,14.2,
2018-02-13T06:03:35.258Z,,55,,,,14.4,
2018-02-13T06:03:45.256Z,,55,,,,14.2,
2018-02-13T06:03:55.256Z,,55,,,,14.2,
2018-02-13T06:04:05.256Z,,55,,,,14.4,
2018-02-13T06:04:15.259Z,,55,,,,14.4,
2018-02-13T06:04:25.256Z,,55,,,,14.2,
2018-02-13T06:04:35.256Z,,55,,,,14.4,
2018-02-13T06:04:45.256Z,,55,,,,14.2,
2018-02-13T06:04:55.257Z,,55,,,,14.4,
2018-02-13T06:05:05.256Z,,55,,,,14.2,
2018-02-13T06:05:15.262Z,,55,,,,14.4,
2018-02-13T06:05:25.258Z,,55,,,,14.4,
2018-02-13T06:05:35.258Z,,55,,,,14.2,
2018-02-13T06:05:45.257Z,,55,,,,14.2,
2018-02-13T06:05:55.256Z,,55,,,,14.2,
2018-02-13T06:06:05.256Z,,55,,,,14.2,
2018-02-13T06:06:15.256Z,,55,,,,14.2,
2018-02-13T06:06:25.256Z,,55,,,,14.2,
2018-02-13T06:06:35.257Z,,55,,,23.5,14.2,
2018-02-13T06:06:45.256Z,,55,,,,14.2,
2018-02-13T06:06:55.260Z,,55,,,,14.2,
2018-02-13T06:07:05.256Z,,55,,,,14.2,
2018-02-13T06:07:15.256Z,,55,,,,14.2,
2018-02-13T06:07:25.258Z,,55,,,,14.2,
2018-02-13T06:07:35.256Z,,55,,,,14.2,
2018-02-13T06:07:45.256Z,,55,,,,14.2,
2018-02-13T06:07:56.247Z,,55,,,,14.2,
2018-02-13T06:08:05.256Z,,55,,,,14.2,
2018-02-13T06:08:15.256Z,,55,,,,14.2,
2018-02-13T06:08:25.259Z,,55,,,,14.2,
2018-02-13T06:08:35.256Z,,55,,,,14.2,
2018-02-13T06:08:45.257Z,,55,,,,14.2,
2018-02-13T06:08:55.263Z,,55,,,,14.2,
2018-02-13T06:09:05.256Z,,55,,,,14.2,
2018-02-13T06:09:15.269Z,,55,,,,14.2,
2018-02-13T06:09:25.259Z,,55,,,,14.2,
2018-02-13T06:09:35.256Z,,55,,,,14.2,
2018-02-13T06:09:45.256Z,,55,,,,14.2,
2018-02-13T06:09:55.257Z,,55,,,,14.2,
2018-02-13T06:10:05.258Z,,55,,,23.4,14.2,
2018-02-13T06:10:15.256Z,,55,,,23.5,14.2,
2018-02-13T06:10:25.259Z,,55,,,23.4,14.2,
2018-02-13T06:10:35.257Z,,55,,,,14.2,
2018-02-13T06:10:46.254Z,,55,,,,14.2,
2018-02-13T06:10:55.257Z,,55,,,,14.2,
2018-02-13T06:11:05.256Z,,55,,,,14.2,
2018-02-13T06:11:15.258Z,,55,,,,14.2,
2018-02-13T06:11:25.257Z,,55,,,,14.2,
2018-02-13T06:11:35.260Z,,55,,,,14.2,
2018-02-13T06:11:45.257Z,,55,,,,14.2,
2018-02-13T06:11:55.257Z,,55,,,,14.2,
2018-02-13T06:12:05.257Z,,55,,,,14.2,
2018-02-13T06:12:15.257Z,,55,,,,14.2,
2018-02-13T06:12:25.258Z,,55,,,,14.2,
2018-02-13T06:12:35.257Z,,55,,,,14.2,
2018-02-13T06:12:45.258Z,,55,,,,14.2,
2018-02-13T06:12:55.260Z,,55,,,,14.2,
2018-02-13T06:13:05.257Z,,55,,,,14.2,
2018-02-13T06:13:15.257Z,,55,,,,14.2,
2018-02-13T06:13:25.260Z,,55,,,,14.2,
2018-02-13T06:13:36.254Z,,55,,,,14.2,
2018-02-13T06:13:45.281Z,,55,,,23.2,14.2,
2018-02-13T06:13:55.257Z,,55,,,,14.2,
2018-02-13T06:14:05.257Z,,55,,,,14.2,
2018-02-13T06:14:15.257Z,,55,,,,14.2,
2018-02-13T06:14:25.258Z,,55,,,,14.2,
2018-02-13T06:14:35.259Z,,55,,,,14.2,
2018-02-13T06:14:45.257Z,,55,,,,14.2,
2018-02-13T06:14:55.257Z,,55,,,,14.2,
2018-02-13T06:15:05.258Z,,55,,,,14.2,
2018-02-13T06:15:15.258Z,,55,,,,14.2,
2018-02-13T06:15:25.257Z,,55,,,,14.2,
2018-02-13T06:15:35.259Z,,55,,,,14.2,
2018-02-13T06:15:45.258Z,,55,,,,14.2,
2018-02-13T06:15:55.257Z,,55,,,,14.2,
2018-02-13T06:16:05.258Z,,55,,,,14.2,
2018-02-13T06:16:15.257Z,,55,,,,14.2,
2018-02-13T06:16:30.277Z,,55,,,,14.2,
2018-02-13T06:16:35.260Z,,55,,,,14.2,
2018-02-13T06:16:45.258Z,,55,,,,14.2,
2018-02-13T06:16:55.258Z,,55,,,,14.2,
2018-02-13T06:17:05.258Z,,55,,,,14.2,
2018-02-13T06:17:15.258Z,,55,,,,14.2,
2018-02-13T06:17:25.261Z,,55,,,23.1,14.2,
2018-02-13T06:17:35.266Z,,55,,,,14.2,
2018-02-13T06:17:45.257Z,,55,,,,14,
2018-02-13T06:17:55.261Z,,55,,,,14.2,
2018-02-13T06:18:05.259Z,,55,,,,14,
2018-02-13T06:18:15.258Z,,55,,,,14,
2018-02-13T06:18:25.261Z,,55,,,,14,
2018-02-13T06:18:35.263Z,,55,,,,14.2,
2018-02-13T06:18:45.277Z,,55,,,,14.2,
2018-02-13T06:18:55.258Z,,55,,,,14,
2018-02-13T06:19:05.258Z,,55,,,,14,
2018-02-13T06:19:20.278Z,,55,,,,14,
2018-02-13T06:19:25.264Z,,55,,,,14,
2018-02-13T06:19:35.258Z,,55,,,,14,
2018-02-13T06:19:45.347Z,,55,,,,14,
2018-02-13T06:19:55.341Z,,55,,,,14,
2018-02-13T06:20:05.283Z,,55,,,,14,
2018-02-13T06:20:15.338Z,,55,,,,14,
2018-02-13T06:20:25.258Z,,55,,,,14,
2018-02-13T06:20:35.258Z,,55,,,,14,
2018-02-13T06:20:45.258Z,,55,,,,14,
2018-02-13T06:20:55.261Z,,55,,,23,14,
2018-02-13T06:21:05.259Z,,55,,,,14,
2018-02-13T06:21:15.258Z,,55,,,,14,
2018-02-13T06:21:25.259Z,,55,,,,14,
2018-02-13T06:21:35.262Z,,55,,,,14,
2018-02-13T06:21:45.258Z,,55,,,,14,
2018-02-13T06:21:55.263Z,,55,,,,14,
2018-02-13T06:22:05.259Z,,55,,,,14,
2018-02-13T06:22:15.259Z,,55,,,,14,
2018-02-13T06:22:25.262Z,,55,,,,14,
2018-02-13T06:22:35.259Z,,55,,,,14,
2018-02-13T06:22:45.258Z,,55,,,,14,
2018-02-13T06:22:55.260Z,,55,,,,14,
2018-02-13T06:23:05.315Z,,55,,,,14,
2018-02-13T06:23:15.259Z,,55,,,,14,
2018-02-13T06:23:25.258Z,,55,,,,14,
2018-02-13T06:23:35.259Z,,55,,,,14,
2018-02-13T06:23:45.260Z,,55,,,,14,
2018-02-13T06:23:55.278Z,,55,,,,14,
2018-02-13T06:24:05.263Z,,55,,,,14,
2018-02-13T06:24:15.261Z,,55,,,23,14,
2018-02-13T06:24:25.259Z,,55,,,22.8,14,
2018-02-13T06:24:35.259Z,,55,,,22.8,14,
2018-02-13T06:24:45.260Z,,55,,,,14,
2018-02-13T06:24:55.259Z,,55,,,,14,
2018-02-13T06:25:05.273Z,,55,,,22.8,14,
2018-02-13T06:25:15.266Z,,55,,,,14,
2018-02-13T06:25:25.258Z,,55,,,,14,
2018-02-13T06:25:35.258Z,,55,,,,14,
2018-02-13T06:25:45.258Z,,55,,,,14,
2018-02-13T06:25:55.277Z,,55,,,,14,
2018-02-13T06:26:05.260Z,,55,,,,14,
2018-02-13T06:26:15.262Z,,55,,,,14,
2018-02-13T06:26:25.285Z,,55,,,,14,
2018-02-13T06:26:35.276Z,,55,,,,14,
2018-02-13T06:26:45.262Z,,55,,,,14,
2018-02-13T06:26:55.262Z,,55,,,,14,
2018-02-13T06:27:05.269Z,,55,,,,14,
2018-02-13T06:27:15.282Z,,55,,,,14,
2018-02-13T06:27:25.275Z,,55,,,,14,
