Time,PrimT,HwTSet,PrimTSet,ActPow,HwTOutlet,ChActive,HwActive
2017-12-31T00:14:19.741Z,,55,,,28.9,,
2017-12-31T00:14:29.742Z,,55,,,28.9,,
2017-12-31T00:14:39.742Z,,55,,,28.7,,
2017-12-31T00:14:49.742Z,,55,,,28.7,,
2017-12-31T00:14:59.742Z,,55,,,28.7,,
2017-12-31T00:15:09.745Z,,55,,,28.7,,
2017-12-31T00:15:19.742Z,44.1,55,,,28.7,,
2017-12-31T00:15:29.741Z,,55,,,28.7,,
2017-12-31T00:15:39.742Z,,55,,,28.6,,
2017-12-31T00:15:49.742Z,,55,,,28.6,,
2017-12-31T00:15:59.742Z,,55,,,28.6,,
2017-12-31T00:16:09.742Z,,55,,,28.6,,
2017-12-31T00:16:19.742Z,,55,,,28.6,,
2017-12-31T00:16:29.826Z,44,55,,,28.6,,
2017-12-31T00:16:39.741Z,,55,,,28.5,,
2017-12-31T00:16:49.743Z,,55,,,28.5,,
2017-12-31T00:16:59.742Z,,55,,,28.5,,
2017-12-31T00:17:09.742Z,,55,,,28.5,,
2017-12-31T00:17:19.744Z,,55,,,28.5,,
2017-12-31T00:17:29.742Z,44,55,,,28.5,,
2017-12-31T00:17:39.742Z,43.9,55,,,28.5,,
2017-12-31T00:17:49.742Z,,55,,,28.3,,
2017-12-31T00:17:59.744Z,,55,,,28.3,,
2017-12-31T00:18:09.742Z,,55,,,28.3,,
2017-12-31T00:18:19.742Z,,55,,,28.3,,
2017-12-31T00:18:29.742Z,,55,,,28.3,,
2017-12-31T00:18:39.742Z,43.7,55,,,28.2,,
2017-12-31T00:18:49.742Z,,55,,,28.2,,
2017-12-31T00:18:59.745Z,,55,,,28.2,,
2017-12-31T00:19:09.742Z,,55,,,28.2,,
2017-12-31T00:19:20.737Z,,55,,,28.2,,
2017-12-31T00:19:29.742Z,,55,,,28.2,,
2017-12-31T00:19:39.742Z,43.6,55,,,28.2,,
2017-12-31T00:19:49.743Z,,55,,,28,,
2017-12-31T00:19:59.748Z,,55,,,28,,
2017-12-31T00:20:09.742Z,,55,,,28,,
2017-12-31T00:20:19.742Z,,55,,,28,,
2017-12-31T00:20:29.745Z,,55,,,28,,
2017-12-31T00:20:39.743Z,,55,,,28,,
2017-12-31T00:20:49.742Z,,55,,,28,,
2017-12-31T00:20:59.742Z,43.5,55,,,27.9,,
2017-12-31T00:21:09.742Z,,55,,,27.9,,
2017-12-31T00:21:19.743Z,,55,,,27.9,,
2017-12-31T00:21:29.743Z,,55,,,27.9,,
2017-12-31T00:21:39.742Z,,55,,,27.9,,
2017-12-31T00:21:49.743Z,,55,,,27.9,,
2017-12-31T00:21:59.743Z,,55,,,27.9,,
2017-12-31T00:22:10.739Z,43.4,55,,,27.7,,
2017-12-31T00:22:19.743Z,,55,,,27.7,,
2017-12-31T00:22:29.743Z,,55,,,27.7,,
2017-12-31T00:22:39.743Z,,55,,,27.7,,
2017-12-31T00:22:49.742Z,,55,,,27.7,,
2017-12-31T00:22:59.743Z,,55,,,27.7,,
2017-12-31T00:23:09.744Z,43.3,55,,,27.6,,
2017-12-31T00:23:19.743Z,,55,,,27.6,,
2017-12-31T00:23:29.745Z,,55,,,27.6,,
2017-12-31T00:23:39.743Z,,55,,,27.6,,
2017-12-31T00:23:49.743Z,,55,,,27.6,,
2017-12-31T00:23:59.758Z,,55,,,27.6,,
2017-12-31T00:24:09.743Z,43.2,55,,,27.6,,
2017-12-31T00:24:19.743Z,,55,,,27.5,,
2017-12-31T00:24:29.744Z,,55,,,27.5,,
2017-12-31T00:24:39.743Z,,55,,,27.5,,
2017-12-31T00:24:49.743Z,,55,,,27.5,,
2017-12-31T00:25:04.887Z,,55,,,27.5,,
2017-12-31T00:25:09.743Z,,55,,,27.5,,
2017-12-31T00:25:19.744Z,43.1,55,,,27.5,,
2017-12-31T00:25:29.743Z,,55,,,27.3,,
2017-12-31T00:25:39.743Z,,55,,,27.3,,
2017-12-31T00:25:49.745Z,,55,,,27.3,,
2017-12-31T00:25:59.746Z,,55,,,27.3,,
2017-12-31T00:26:09.743Z,,55,,,27.3,,
2017-12-31T00:26:19.743Z,43,55,,,27.3,,
2017-12-31T00:26:29.823Z,,55,,,27.2,,
2017-12-31T00:26:39.743Z,,55,,,27.2,,
2017-12-31T00:26:49.743Z,,55,,,27.2,,
2017-12-31T00:26:59.743Z,,55,,,27.2,,
2017-12-31T00:27:09.744Z,,55,,,27.2,,
2017-12-31T00:27:19.743Z,,55,,,27.2,,
2017-12-31T00:27:29.743Z,43,55,,,27.2,,
2017-12-31T00:27:39.744Z,42.8,55,,,27.2,,
2017-12-31T00:27:55.769Z,,55,,,27,,
2017-12-31T00:27:59.743Z,,55,,,27,,
2017-12-31T00:28:09.745Z,,55,,,27,,
2017-12-31T00:28:19.744Z,,55,,,27,,
2017-12-31T00:28:29.745Z,,55,,,27,,
2017-12-31T00:28:39.744Z,,55,,,27,,
2017-12-31T00:28:49.744Z,42.7,55,,,26.9,,
2017-12-31T00:28:59.743Z,,55,,,26.9,,
2017-12-31T00:29:09.744Z,,55,,,26.9,,
2017-12-31T00:29:20.198Z,,55,,,26.9,,
2017-12-31T00:29:29.744Z,,55,,,26.9,,
2017-12-31T00:29:39.744Z,,55,,,26.9,,
2017-12-31T00:29:49.745Z,,55,,,26.9,,
2017-12-31T00:29:59.744Z,42.6,55,,,26.9,,
2017-12-31T00:30:09.743Z,,55,,,26.9,,
2017-12-31T00:30:19.743Z,,55,,,26.8,,
2017-12-31T00:30:29.743Z,,55,,,26.8,,
2017-12-31T00:30:39.744Z,,55,,,26.8,,
2017-12-31T00:30:49.743Z,,55,,,26.8,,
2017-12-31T00:30:59.744Z,42.5,55,,,26.8,,
2017-12-31T00:31:09.745Z,,55,,,26.8,,
2017-12-31T00:31:19.745Z,,55,,,26.8,,
2017-12-31T00:31:29.744Z,,55,,,26.6,,
2017-12-31T00:31:39.746Z,,55,,,26.6,,
2017-12-31T00:31:49.744Z,,55,,,26.6,,
2017-12-31T00:31:59.744Z,,55,,,26.6,,
2017-12-31T00:32:10.743Z,,55,,,26.6,,
2017-12-31T00:32:19.744Z,42.4,55,,,26.6,,
2017-12-31T00:32:29.744Z,,55,,,26.6,,
2017-12-31T00:32:39.743Z,,55,,,26.5,,
2017-12-31T00:32:49.744Z,,55,,,26.5,,
2017-12-31T00:32:59.744Z,,55,,,26.5,,
2017-12-31T00:33:09.747Z,,55,,,26.5,,
2017-12-31T00:33:19.745Z,42.3,55,,,26.5,,
2017-12-31T00:33:29.744Z,,55,,,26.5,,
2017-12-31T00:33:39.744Z,,55,,,26.3,,
2017-12-31T00:33:49.744Z,,55,,,26.5,,
2017-12-31T00:33:59.744Z,,55,,,26.3,,
2017-12-31T00:34:09.744Z,,55,,,26.3,,
2017-12-31T00:34:19.744Z,,55,,,26.3,,
2017-12-31T00:34:29.744Z,42.2,55,,,26.3,,
2017-12-31T00:34:39.744Z,,55,,,26.3,,
2017-12-31T00:34:49.744Z,,55,,,26.3,,
2017-12-31T00:35:00.748Z,,55,,,26.3,,
2017-12-31T00:35:09.744Z,,55,,,26.3,,
2017-12-31T00:35:19.745Z,,55,,,26.2,,
2017-12-31T00:35:29.745Z,42,55,,,26.2,,
2017-12-31T00:35:39.745Z,42.2,55,,,26.2,,
2017-12-31T00:35:49.748Z,42,55,,,26.2,,
2017-12-31T00:35:59.744Z,,55,,,26.2,,
2017-12-31T00:36:09.744Z,,55,,,26.2,,
2017-12-31T00:36:19.746Z,,55,,,26.2,,
2017-12-31T00:36:29.745Z,,55,,,26.2,,
2017-12-31T00:36:39.744Z,,55,,,26.1,,
2017-12-31T00:36:49.745Z,41.9,55,,,26.1,,
2017-12-31T00:36:59.744Z,,55,,,26.1,,
2017-12-31T00:37:09.745Z,,55,,,26.1,,
2017-12-31T00:37:19.745Z,,55,,,26.1,,
2017-12-31T00:37:29.745Z,,55,,,26.1,,
2017-12-31T00:37:39.745Z,,55,,,26.1,,
2017-12-31T00:37:50.743Z,,55,,,25.9,,
2017-12-31T00:37:59.749Z,41.8,55,,,25.9,,
2017-12-31T00:38:09.745Z,,55,,,25.9,,
2017-12-31T00:38:19.745Z,,55,,,25.9,,
2017-12-31T00:38:29.745Z,,55,,,25.9,,
2017-12-31T00:38:39.745Z,,55,,,25.9,,
2017-12-31T00:38:49.750Z,,55,,,25.9,,
2017-12-31T00:38:59.745Z,,55,,,25.9,,
2017-12-31T00:39:09.745Z,41.7,55,,,25.8,,
2017-12-31T00:39:19.745Z,,55,,,25.8,,
2017-12-31T00:39:29.745Z,,55,,,25.8,,
2017-12-31T00:39:39.745Z,,55,,,25.8,,
2017-12-31T00:39:49.745Z,,55,,,25.8,,
2017-12-31T00:39:59.745Z,,55,,,25.8,,
2017-12-31T00:40:09.745Z,,55,,,25.8,,
2017-12-31T00:40:19.745Z,41.6,55,,,25.8,,
2017-12-31T00:40:29.745Z,,55,,,25.8,,
2017-12-31T00:40:44.768Z,,55,,,25.6,,
2017-12-31T00:40:49.745Z,,55,,,25.6,,
2017-12-31T00:40:59.745Z,,55,,,25.6,,
2017-12-31T00:41:09.745Z,,55,,,25.6,,
2017-12-31T00:41:19.746Z,,55,,,25.6,,
2017-12-31T00:41:29.745Z,,55,,,25.6,,
2017-12-31T00:41:39.745Z,41.5,55,,,25.6,,
2017-12-31T00:41:49.745Z,,55,,,25.6,,
2017-12-31T00:41:59.996Z,,55,,,25.6,,
2017-12-31T00:42:09.872Z,,55,,,25.5,,
2017-12-31T00:42:19.746Z,,55,,,25.5,,
2017-12-31T00:42:29.745Z,,55,,,25.5,,
2017-12-31T00:42:40.740Z,41.4,55,,,25.5,,
2017-12-31T00:42:49.745Z,,55,,,25.5,,
2017-12-31T00:42:59.745Z,,55,,,25.5,,
2017-12-31T00:43:09.745Z,,55,,,25.5,,
2017-12-31T00:43:19.745Z,,55,,,25.5,,
2017-12-31T00:43:34.795Z,,55,,,25.5,,
2017-12-31T00:43:39.745Z,,55,,,25.4,,
2017-12-31T00:43:49.746Z,,55,,,25.4,,
2017-12-31T00:43:59.746Z,41.2,55,,,25.4,,
2017-12-31T00:44:09.745Z,,55,,,25.4,,
2017-12-31T00:44:19.745Z,,55,,,25.4,,
2017-12-31T00:44:29.746Z,,55,,,25.4,,
2017-12-31T00:44:39.746Z,,55,,,25.4,,
2017-12-31T00:44:49.746Z,,55,,,25.4,,
2017-12-31T00:45:00.497Z,,55,,,25.2,,
2017-12-31T00:45:09.745Z,41.1,55,,,25.2,,
2017-12-31T00:45:19.748Z,,55,,,25.2,,
2017-12-31T00:45:29.745Z,,55,,,25.2,,
2017-12-31T00:45:39.747Z,,55,,,25.2,,
2017-12-31T00:45:49.745Z,,55,,,25.2,,
2017-12-31T00:45:59.746Z,,55,,,25.2,,
2017-12-31T00:46:09.745Z,,55,,,25.2,,
2017-12-31T00:46:25.765Z,41,55,,,25.1,,
2017-12-31T00:46:29.746Z,,55,,,25.1,,
2017-12-31T00:46:39.746Z,,55,,,25.1,,
2017-12-31T00:46:49.746Z,,55,,,25.1,,
2017-12-31T00:46:59.746Z,,55,,,25.1,,
2017-12-31T00:47:09.746Z,,55,,,25.1,,
2017-12-31T00:47:19.746Z,,55,,,25.1,,
2017-12-31T00:47:29.746Z,40.9,55,,,25.1,,
2017-12-31T00:47:39.748Z,40.9,55,,,25.1,,
2017-12-31T00:47:50.746Z,,55,,,25.1,,
2017-12-31T00:47:59.746Z,,55,,,24.9,,
2017-12-31T00:48:09.746Z,,55,,,24.9,,
2017-12-31T00:48:19.746Z,,55,,,24.9,,
2017-12-31T00:48:29.746Z,,55,,,24.9,,
2017-12-31T00:48:39.746Z,,55,,,24.9,,
2017-12-31T00:48:49.746Z,40.8,55,,,24.9,,
2017-12-31T00:48:59.746Z,,55,,,24.9,,
2017-12-31T00:49:09.746Z,,55,,,24.9,,
2017-12-31T00:49:19.748Z,,55,,,24.9,,
2017-12-31T00:49:29.746Z,,55,,,24.8,,
2017-12-31T00:49:39.747Z,,55,,,24.8,,
2017-12-31T00:49:49.747Z,,55,,,24.8,,
2017-12-31T00:49:59.747Z,40.7,55,,,24.8,,
2017-12-31T00:50:09.746Z,,55,,,24.8,,
2017-12-31T00:50:19.747Z,,55,,,24.8,,
2017-12-31T00:50:29.761Z,,55,,,24.8,,
2017-12-31T00:50:40.742Z,,55,,,24.6,,
2017-12-31T00:50:49.746Z,,55,,,24.8,,
2017-12-31T00:50:59.747Z,,55,,,24.8,,
2017-12-31T00:51:09.746Z,40.6,55,,,24.6,,
2017-12-31T00:51:19.747Z,,55,,,24.6,,
2017-12-31T00:51:29.747Z,,55,,,24.6,,
2017-12-31T00:51:39.746Z,,55,,,24.6,,
2017-12-31T00:51:49.748Z,,55,,,24.6,,
2017-12-31T00:51:59.748Z,,55,,,24.6,,
2017-12-31T00:52:09.747Z,,55,,,24.6,,
2017-12-31T00:52:19.748Z,40.5,55,,,24.6,,
2017-12-31T00:52:29.747Z,,55,,,24.6,,
2017-12-31T00:52:39.751Z,,55,,,24.5,,
2017-12-31T00:52:49.747Z,,55,,,24.5,,
2017-12-31T00:52:59.747Z,,55,,,24.5,,
2017-12-31T00:53:09.747Z,,55,,,24.5,,
2017-12-31T00:53:19.746Z,,55,,,24.5,,
2017-12-31T00:53:29.856Z,40.3,55,,,24.5,,
2017-12-31T00:53:39.747Z,,55,,,24.5,,
2017-12-31T00:53:49.747Z,,55,,,24.5,,
2017-12-31T00:53:59.747Z,,55,,,24.5,,
2017-12-31T00:54:09.747Z,,55,,,24.5,,
2017-12-31T00:54:19.746Z,,55,,,24.5,,
2017-12-31T00:54:29.747Z,,55,,,24.4,,
2017-12-31T00:54:39.750Z,,55,,,24.4,,
2017-12-31T00:54:49.748Z,40.2,55,,,24.4,,
2017-12-31T00:54:59.747Z,,55,,,24.4,,
2017-12-31T00:55:09.747Z,,55,,,24.4,,
2017-12-31T00:55:19.747Z,,55,,,24.4,,
2017-12-31T00:55:29.747Z,,55,,,24.4,,
2017-12-31T00:55:39.747Z,,55,,,24.4,,
2017-12-31T00:55:49.748Z,,55,,,24.4,,
2017-12-31T00:55:59.747Z,40.1,55,,,24.4,,
2017-12-31T00:56:09.747Z,,55,,,24.2,,
2017-12-31T00:56:24.767Z,,55,,,24.2,,
2017-12-31T00:56:29.747Z,,55,,,24.2,,
2017-12-31T00:56:39.747Z,,55,,,24.2,,
2017-12-31T00:56:49.748Z,,55,,,24.2,,
2017-12-31T00:56:59.747Z,40,55,,,24.2,,
2017-12-31T00:57:09.748Z,,55,,,24.2,,
2017-12-31T00:57:19.747Z,,55,,,24.2,,
2017-12-31T00:57:29.748Z,,55,,,24.2,,
2017-12-31T00:57:39.748Z,,55,,,24.1,,
2017-12-31T00:57:49.754Z,,55,,,24.2,,
2017-12-31T00:57:59.747Z,,55,,,24.1,,
2017-12-31T00:58:09.747Z,,55,,,24.1,,
2017-12-31T00:58:19.863Z,39.9,55,,,24.1,,
2017-12-31T00:58:29.748Z,,55,,,24.1,,
2017-12-31T00:58:39.748Z,,55,,,24.1,,
2017-12-31T00:58:49.748Z,,55,,,24.1,,
2017-12-31T00:58:59.811Z,,55,,,24.1,,
2017-12-31T00:59:14.795Z,,55,,,23.9,,
2017-12-31T00:59:19.747Z,,55,,,24.1,,
2017-12-31T00:59:29.748Z,,55,,,23.9,,
2017-12-31T00:59:39.749Z,39.8,55,,,23.9,,
2017-12-31T00:59:49.748Z,,55,,,23.9,,
2017-12-31T00:59:59.747Z,,55,,,23.9,,
2017-12-31T01:00:09.748Z,,55,,,23.9,,
2017-12-31T01:00:19.748Z,,55,,,23.9,,
2017-12-31T01:00:29.752Z,,55,,,23.9,,
2017-12-31T01:00:40.407Z,,55,,,23.9,,
2017-12-31T01:00:49.748Z,39.6,55,,,23.9,,
2017-12-31T01:00:59.748Z,,55,,,23.9,,
2017-12-31T01:01:09.748Z,,55,,,23.9,,
2017-12-31T01:01:19.748Z,,55,,,23.8,,
2017-12-31T01:01:29.747Z,,55,,,23.8,,
2017-12-31T01:01:39.749Z,,55,,,23.8,,
2017-12-31T01:01:49.749Z,,55,,,23.8,,
2017-12-31T01:02:05.534Z,,55,,,23.8,,
2017-12-31T01:02:09.748Z,39.5,55,,,23.8,,
2017-12-31T01:02:19.749Z,,55,,,23.8,,
2017-12-31T01:02:29.748Z,,55,,,23.8,,
2017-12-31T01:02:39.749Z,,55,,,23.8,,
2017-12-31T01:02:49.748Z,,55,,,23.7,,
2017-12-31T01:02:59.749Z,,55,,,23.7,,
2017-12-31T01:03:09.752Z,,55,,,23.7,,
2017-12-31T01:03:19.752Z,39.4,55,,,23.7,,
2017-12-31T01:03:29.989Z,,55,,,23.7,,
2017-12-31T01:03:39.748Z,,55,,,23.7,,
2017-12-31T01:03:49.749Z,,55,,,23.7,,
2017-12-31T01:03:59.748Z,,55,,,23.7,,
2017-12-31T01:04:09.751Z,,55,,,23.7,,
2017-12-31T01:04:19.749Z,39.3,55,,,23.7,,
2017-12-31T01:04:29.748Z,39.4,55,,,23.7,,
2017-12-31T01:04:39.748Z,39.3,55,,,23.5,,
2017-12-31T01:04:49.749Z,,55,,,23.7,,
2017-12-31T01:04:59.749Z,,55,,,23.5,,
2017-12-31T01:05:09.750Z,,55,,,23.5,,
2017-12-31T01:05:19.748Z,,55,,,23.5,,
2017-12-31T01:05:29.748Z,,55,,,23.5,,
2017-12-31T01:05:39.748Z,,55,,,23.5,,
2017-12-31T01:05:49.751Z,39.1,55,,,23.5,,
2017-12-31T01:05:59.750Z,,55,,,23.5,,
2017-12-31T01:06:09.753Z,,55,,,23.5,,
2017-12-31T01:06:20.745Z,,55,,,23.5,,
2017-12-31T01:06:29.749Z,,55,,,23.5,,
2017-12-31T01:06:39.748Z,,55,,,23.4,,
2017-12-31T01:06:49.760Z,,55,,,23.4,,
2017-12-31T01:06:59.794Z,,55,,,23.4,,
2017-12-31T01:07:09.762Z,39,55,,,23.4,,
2017-12-31T01:07:19.767Z,,55,,,23.4,,
2017-12-31T01:07:29.759Z,,55,,,23.4,,
2017-12-31T01:07:39.758Z,,55,,,23.4,,
2017-12-31T01:07:49.758Z,,55,,,23.4,,
2017-12-31T01:07:59.762Z,,55,,,23.4,,
2017-12-31T01:08:09.757Z,,55,,,23.4,,
2017-12-31T01:08:19.757Z,,55,,,23.4,,
2017-12-31T01:08:29.757Z,38.9,55,,,23.4,,
2017-12-31T01:08:39.757Z,,55,,,23.4,,
2017-12-31T01:08:49.757Z,,55,,,23.2,,
2017-12-31T01:08:59.756Z,,55,,,23.2,,
2017-12-31T01:09:10.752Z,,55,,,23.2,,
2017-12-31T01:09:19.755Z,,55,,,23.2,,
2017-12-31T01:09:29.756Z,,55,,,23.2,,
2017-12-31T01:09:39.755Z,38.8,55,,,23.2,,
2017-12-31T01:09:49.755Z,,55,,,23.2,,
2017-12-31T01:09:59.755Z,,55,,,23.2,,
2017-12-31T01:10:09.755Z,,55,,,23.2,,
2017-12-31T01:10:19.755Z,,55,,,23.2,,
2017-12-31T01:10:29.754Z,,55,,,23.2,,
2017-12-31T01:10:39.754Z,38.8,55,5,0,23.2,0,0
2017-12-31T01:10:49.754Z,,55,,,23.1,,
2017-12-31T01:10:59.754Z,38.6,55,,,23.1,,
2017-12-31T01:11:09.754Z,,55,,,23.1,,
2017-12-31T01:11:19.754Z,,55,,,23.1,,
2017-12-31T01:11:29.763Z,,55,,,23.1,,
2017-12-31T01:11:39.753Z,,55,,,23.1,,
2017-12-31T01:11:49.759Z,,55,,,23.1,,
2017-12-31T01:12:00.744Z,,55,,,23.1,,
2017-12-31T01:12:09.753Z,,55,,,23.1,,
2017-12-31T01:12:19.756Z,38.5,55,,,23.1,,
2017-12-31T01:12:29.751Z,,55,,,23.1,,
2017-12-31T01:12:39.751Z,,55,,,23.1,,
2017-12-31T01:12:49.751Z,,55,,,23,,
2017-12-31T01:12:59.752Z,,55,,,23,,
2017-12-31T01:13:09.749Z,,55,,,23,,
2017-12-31T01:13:19.750Z,,55,,,23,,
2017-12-31T01:13:29.849Z,,55,,,23,,
2017-12-31T01:13:39.756Z,38.4,55,,,23,,
2017-12-31T01:13:49.757Z,,55,,,23,,
2017-12-31T01:13:59.750Z,,55,,,23,,
2017-12-31T01:14:09.751Z,,55,,,23,,
2017-12-31T01:14:19.750Z,,55,,,23,,
2017-12-31T01:14:29.751Z,,55,,,23,,
2017-12-31T01:14:39.749Z,,55,,,22.8,,
2017-12-31T01:14:54.770Z,,55,,,22.8,,
2017-12-31T01:14:59.753Z,38.3,55,,,22.8,,
2017-12-31T01:15:09.752Z,,55,,,22.8,,
2017-12-31T01:15:19.750Z,,55,,,22.8,,
2017-12-31T01:15:29.749Z,,55,,,22.8,,
2017-12-31T01:15:39.749Z,,55,,,22.8,,
2017-12-31T01:15:49.750Z,,55,,,22.8,,
2017-12-31T01:15:59.749Z,,55,,,22.8,,
2017-12-31T01:16:09.750Z,38.1,55,,,22.8,,
2017-12-31T01:16:19.749Z,,55,,,22.8,,
2017-12-31T01:16:29.750Z,,55,,,22.8,,
2017-12-31T01:16:39.756Z,,55,,,22.7,,
2017-12-31T01:16:49.750Z,,55,,,22.7,,
2017-12-31T01:16:59.750Z,,55,,,22.7,,
2017-12-31T01:17:09.749Z,,55,,,22.7,,
2017-12-31T01:17:19.750Z,,55,,,22.7,,
2017-12-31T01:17:29.749Z,38,55,,,22.7,,
2017-12-31T01:17:45.510Z,,55,,,22.7,,
2017-12-31T01:17:49.749Z,,55,,,22.7,,
2017-12-31T01:17:59.750Z,,55,,,22.7,,
2017-12-31T01:18:09.750Z,,55,,,22.7,,
2017-12-31T01:18:19.753Z,,55,,,22.7,,
2017-12-31T01:18:29.750Z,,55,,,22.7,,
2017-12-31T01:18:39.750Z,37.9,55,,,22.7,,
2017-12-31T01:18:49.750Z,,55,,,22.7,,
2017-12-31T01:18:59.749Z,,55,,,22.5,,
2017-12-31T01:19:10.441Z,,55,,,22.5,,
2017-12-31T01:19:19.749Z,,55,,,22.5,,
2017-12-31T01:19:29.750Z,,55,,,22.5,,
2017-12-31T01:19:39.750Z,,55,,,22.5,,
2017-12-31T01:19:49.749Z,37.8,55,,,22.5,,
2017-12-31T01:19:59.750Z,,55,,,22.5,,
2017-12-31T01:20:09.750Z,,55,,,22.5,,
2017-12-31T01:20:19.750Z,,55,,,22.5,,
2017-12-31T01:20:35.776Z,,55,,,22.5,,
2017-12-31T01:20:39.750Z,,55,,,22.5,,
2017-12-31T01:20:49.750Z,,55,,,22.5,,
2017-12-31T01:20:59.751Z,,55,,,22.4,,
2017-12-31T01:21:09.750Z,37.7,55,,,22.5,,
2017-12-31T01:21:19.750Z,,55,,,22.4,,
2017-12-31T01:21:29.752Z,,55,,,22.4,,
2017-12-31T01:21:39.750Z,,55,,,22.4,,
2017-12-31T01:21:49.759Z,,55,,,22.4,,
