Time,PrimTSet,ActPow,HwTOutlet,HwActive,PrimT,HwTSet,ChActive
2017-11-16T19:35:15.457Z,,36,38,,57.4,54,
2017-11-16T19:35:25.920Z,,29,37.9,,57.8,54,
2017-11-16T19:35:35.454Z,,,37.9,,59,54,
2017-11-16T19:35:45.450Z,,,37.9,,60,54,
2017-11-16T19:35:55.451Z,,,38,,60.5,54,
2017-11-16T19:36:05.562Z,,,38,,61.3,54,
2017-11-16T19:36:15.451Z,,,38,,62,54,
2017-11-16T19:36:25.445Z,,,38.1,,62.5,54,
2017-11-16T19:36:35.451Z,,,38.2,,63.1,54,
2017-11-16T19:36:45.446Z,,,38.3,,63.5,54,
2017-11-16T19:36:55.449Z,,,38.3,,64,54,
2017-11-16T19:37:10.630Z,,,38.4,,64.2,54,
2017-11-16T19:37:15.451Z,,,38.5,,64.6,54,
2017-11-16T19:37:25.448Z,,,38.5,,65.1,54,
2017-11-16T19:37:35.454Z,,0,38.5,0,62.8,54,2
2017-11-16T19:37:45.453Z,,,38.5,,61.5,54,
2017-11-16T19:37:55.452Z,,,38.6,,60.7,54,
2017-11-16T19:38:05.553Z,,,38.6,,59.5,54,
2017-11-16T19:38:15.449Z,,,38.5,,58.6,54,
2017-11-16T19:38:25.447Z,,,38.5,,57.9,54,
2017-11-16T19:38:35.449Z,,,38.4,,56.9,54,
2017-11-16T19:38:45.449Z,,,38.3,,56.5,54,
2017-11-16T19:38:55.458Z,,,38.3,,55.7,54,
2017-11-16T19:39:05.551Z,,,38.1,,55.3,54,
2017-11-16T19:39:15.448Z,,,38.1,,54.9,54,
2017-11-16T19:39:25.457Z,,,38,,54.5,54,
2017-11-16T19:39:35.453Z,,,38,,53.9,54,
2017-11-16T19:39:45.454Z,,,37.9,,53.7,54,
2017-11-16T19:39:55.454Z,,,37.8,,53.4,54,
2017-11-16T19:40:05.539Z,,44,37.8,0,54,54,2
2017-11-16T19:40:15.448Z,,36,37.7,,57.2,54,
2017-11-16T19:40:25.454Z,,29,37.6,,57.7,54,
2017-11-16T19:40:35.455Z,,29,37.6,,59,54,
2017-11-16T19:40:45.924Z,,,37.6,,59.7,54,
2017-11-16T19:40:55.455Z,,30,37.6,,60.4,54,
2017-11-16T19:41:06.512Z,,29,37.7,,61.2,54,
2017-11-16T19:41:15.451Z,,29,37.8,,62,54,
2017-11-16T19:41:25.454Z,,30,37.9,,62.5,54,
2017-11-16T19:41:35.454Z,,30,37.9,,63.1,54,
2017-11-16T19:41:45.922Z,,29,38,,63.5,54,
2017-11-16T19:41:55.459Z,,29,38.1,,64,54,
2017-11-16T19:42:06.533Z,,,38.1,,64.2,54,
2017-11-16T19:42:15.450Z,,30,38.2,,64.6,54,
2017-11-16T19:42:30.568Z,,0,38.2,,65.1,54,
2017-11-16T19:42:35.452Z,,,38.2,0,62.9,54,2
2017-11-16T19:42:45.461Z,,,38.3,,61.5,54,
2017-11-16T19:42:55.449Z,,,38.3,,60,54,
2017-11-16T19:43:05.556Z,,,38.2,,59.4,54,
2017-11-16T19:43:15.455Z,,,38.2,,58.5,54,
2017-11-16T19:43:25.450Z,,,38.1,,57.8,54,
2017-11-16T19:43:35.459Z,,,38,,56.9,54,
2017-11-16T19:43:45.456Z,,,38,,56.4,54,
2017-11-16T19:43:55.921Z,,,37.9,,55.7,54,
2017-11-16T19:44:05.566Z,,,37.8,,55.2,54,
2017-11-16T19:44:15.452Z,,,37.8,,54.8,54,
2017-11-16T19:44:25.451Z,,,37.7,,54.4,54,
2017-11-16T19:44:35.451Z,,,37.6,,53.9,54,
2017-11-16T19:44:45.449Z,,,37.5,,53.6,54,
2017-11-16T19:45:00.572Z,,,37.4,,53.3,54,
2017-11-16T19:45:05.554Z,,,37.4,0,53,54,2
2017-11-16T19:45:20.660Z,,37,37.3,,57.1,54,
2017-11-16T19:45:30.655Z,,29,37.2,,57.6,54,
2017-11-16T19:45:35.450Z,,,37.2,,58.4,54,
2017-11-16T19:45:45.463Z,,,37.3,,59.6,54,
2017-11-16T19:46:00.561Z,,,37.4,,60.2,54,
2017-11-16T19:46:05.567Z,,,37.4,,61.1,54,
2017-11-16T19:46:15.464Z,,,37.5,,62,54,
2017-11-16T19:46:30.567Z,,,37.5,,62.4,54,
2017-11-16T19:46:40.665Z,,,37.6,,63.1,54,
2017-11-16T19:46:50.558Z,,,37.7,,63.4,54,
2017-11-16T19:46:55.468Z,,29,37.7,,64,54,
2017-11-16T19:47:10.644Z,,,37.8,,64.2,54,
2017-11-16T19:47:15.455Z,,,37.9,,64.6,54,
2017-11-16T19:47:25.452Z,,30,38,,64.8,54,
2017-11-16T19:47:45.687Z,,0,38,0,63.8,54,2
2017-11-16T19:47:45.777Z,,,38,,61.8,54,
2017-11-16T19:47:55.464Z,,,38,,60.9,54,
2017-11-16T19:48:05.554Z,,,38.1,,59.7,54,
2017-11-16T19:48:15.462Z,,,38,,58.8,54,
2017-11-16T19:48:25.459Z,,,38,,57.9,54,
2017-11-16T19:48:40.562Z,,,37.9,,57.2,54,
2017-11-16T19:48:45.461Z,,,37.9,,56.5,54,
2017-11-16T19:48:55.457Z,,,37.9,,55.9,54,
2017-11-16T19:49:05.554Z,,,37.8,,55.4,54,
2017-11-16T19:49:15.455Z,,,37.8,,54.9,54,
2017-11-16T19:49:25.455Z,,,37.7,,54.5,54,
2017-11-16T19:49:35.458Z,,,37.6,,53.9,54,
2017-11-16T19:49:45.464Z,,,37.5,,53.7,54,
2017-11-16T19:49:55.458Z,,,37.4,,53.4,54,
2017-11-16T19:50:05.561Z,,,37.4,0,53.1,54,2
2017-11-16T19:50:15.460Z,,37,37.4,,57.1,54,
2017-11-16T19:50:25.454Z,,29,37.3,,57.6,54,
2017-11-16T19:50:35.461Z,,29,37.3,,58.4,54,
2017-11-16T19:50:45.454Z,,29,37.3,,59.5,54,
2017-11-16T19:50:55.463Z,,,37.4,,60.2,54,
2017-11-16T19:51:05.557Z,,29,37.5,,61.2,54,
2017-11-16T19:51:15.460Z,,,37.5,,62,54,
2017-11-16T19:51:25.458Z,,,37.6,,62.4,54,
2017-11-16T19:51:35.459Z,,30,37.7,,63.1,54,
2017-11-16T19:51:50.663Z,,,37.7,,63.3,54,
2017-11-16T19:52:00.665Z,,29,37.7,,63.8,54,
2017-11-16T19:52:05.572Z,,,37.7,,64.1,54,
2017-11-16T19:52:15.465Z,,,37.8,,64.4,54,
2017-11-16T19:52:25.517Z,,,37.8,,64.7,54,
2017-11-16T19:52:35.456Z,,,37.8,,64.9,54,
2017-11-16T19:52:45.460Z,,0,37.8,0,62.8,54,2
2017-11-16T19:52:55.923Z,,,37.9,,61.4,54,
2017-11-16T19:53:05.548Z,,,37.9,,60.5,54,
2017-11-16T19:53:15.466Z,,,38,,58.9,54,
2017-11-16T19:53:25.461Z,,,37.9,,58.3,54,
2017-11-16T19:53:35.458Z,,,37.9,,57.4,54,
2017-11-16T19:53:45.458Z,,,37.8,,56.7,54,
2017-11-16T19:53:55.485Z,,,37.7,,55.9,54,
2017-11-16T19:54:05.547Z,,,37.6,,55.3,54,
2017-11-16T19:54:20.570Z,,,37.6,,54.8,54,
2017-11-16T19:54:25.459Z,,,37.5,,54.3,54,
2017-11-16T19:54:35.484Z,,,37.5,,53.8,54,
2017-11-16T19:54:45.464Z,,,37.4,,53.4,54,
2017-11-16T19:54:55.459Z,,,37.4,,52.9,54,
2017-11-16T19:55:05.567Z,,44,37.2,0,53,54,2
2017-11-16T19:55:15.456Z,,34,37.2,,57,54,
2017-11-16T19:55:25.458Z,,29,37.2,,,54,
2017-11-16T19:55:35.459Z,,,37.3,,58,54,
2017-11-16T19:55:45.464Z,0,,34.1,1,58.9,54,0
2017-11-16T19:55:55.480Z,,0,22.1,0,62.9,54,0
2017-11-16T19:56:05.593Z,,,39.7,,58.5,54,
2017-11-16T19:56:15.462Z,,,54,,58,54,
2017-11-16T19:56:25.474Z,,,57.3,,57.9,54,
2017-11-16T19:56:35.457Z,,,58,,57.8,54,
2017-11-16T19:56:50.599Z,,,57.6,,,54,
2017-11-16T19:56:55.470Z,61,45,54.9,0,56.7,54,2
2017-11-16T19:57:05.550Z,,34,50.4,,61.3,54,
2017-11-16T19:57:15.458Z,,29,47.7,,60.9,54,
2017-11-16T19:57:25.457Z,,,45.4,,60.5,54,
2017-11-16T19:57:35.462Z,,29,43.2,,61.4,54,
2017-11-16T19:57:45.460Z,,,41.5,,61.6,54,
2017-11-16T19:57:55.488Z,,,39.8,,61.8,54,
2017-11-16T19:58:05.580Z,,30,38.4,,61.9,54,
2017-11-16T19:58:15.923Z,,,37.3,,61.8,54,
2017-11-16T19:58:25.458Z,,29,36.1,,,54,
2017-11-16T19:58:35.463Z,,30,35.1,,,54,
2017-11-16T19:58:45.462Z,,29,34.1,,61.6,54,
2017-11-16T19:58:55.458Z,,30,33.4,,,54,
2017-11-16T19:59:10.624Z,,29,32.7,,,54,
2017-11-16T19:59:15.461Z,,,32.2,,,54,
2017-11-16T19:59:25.459Z,,,31.5,,61.8,54,
2017-11-16T19:59:35.459Z,,,31,,,54,
2017-11-16T19:59:45.466Z,,,30.6,,61.9,54,
2017-11-16T19:59:55.461Z,,,29.8,,,54,
2017-11-16T20:00:05.647Z,,,29.6,,61.9,54,
2017-11-16T20:00:15.459Z,,,29.5,,62,54,
2017-11-16T20:00:25.459Z,,,29.1,,,54,
2017-11-16T20:00:35.460Z,,,28.9,,62.1,54,
2017-11-16T20:00:50.622Z,,,28.9,,,54,
2017-11-16T20:00:55.479Z,,,28.6,,62.2,54,
2017-11-16T20:01:05.649Z,,,28.5,,,54,
2017-11-16T20:01:20.584Z,,,28.5,,,54,
2017-11-16T20:01:30.640Z,,,28.7,,62.4,54,
2017-11-16T20:01:40.559Z,,,28.4,,62.5,54,
2017-11-16T20:01:45.459Z,,,28,,,54,
2017-11-16T20:01:55.466Z,,,28.1,,62.6,54,
2017-11-16T20:02:05.595Z,,30,28.4,,62.7,54,
2017-11-16T20:02:15.460Z,,,28.3,,62.8,54,
2017-11-16T20:02:25.461Z,,29,28.3,,62.9,54,
2017-11-16T20:02:35.460Z,,29,28,,63.1,54,
2017-11-16T20:02:45.461Z,,,27.9,,63.2,54,
2017-11-16T20:02:55.461Z,,,27.9,,63.3,54,
2017-11-16T20:03:05.616Z,,,28,,63.4,54,
2017-11-16T20:03:15.465Z,,,27.9,,63.5,54,
2017-11-16T20:03:25.463Z,,,28,,63.6,54,
2017-11-16T20:03:35.955Z,,,28,,63.8,54,
2017-11-16T20:03:45.467Z,,,27.8,,64,54,
2017-11-16T20:03:55.461Z,,,27.9,,64.1,54,
2017-11-16T20:04:05.553Z,,,27.7,,64.2,54,
2017-11-16T20:04:15.464Z,,,27.7,,64.4,54,
2017-11-16T20:04:25.463Z,,,27.5,,64.5,54,
2017-11-16T20:04:35.462Z,,,27.8,,64.6,54,
2017-11-16T20:04:45.468Z,,,27.9,,64.7,54,
2017-11-16T20:04:55.464Z,,,27.8,,64.8,54,
2017-11-16T20:05:10.620Z,,0,27.7,0,64.9,54,2
2017-11-16T20:05:15.469Z,,,27.8,,61.9,54,
2017-11-16T20:05:25.468Z,,,27.8,,60.9,54,
2017-11-16T20:05:35.468Z,,,27.7,,59.7,54,
2017-11-16T20:05:45.463Z,,,27.8,,58.7,54,
2017-11-16T20:05:55.485Z,,,27.9,,57.9,54,
2017-11-16T20:06:05.595Z,,,27.5,,56.9,54,
2017-11-16T20:06:15.470Z,,,27.1,,56.4,54,
2017-11-16T20:06:25.507Z,,,26.9,,55.9,54,
2017-11-16T20:06:35.462Z,,,26.3,,55.2,54,
2017-11-16T20:06:45.610Z,,44,26.2,0,55.1,54,2
2017-11-16T20:06:55.466Z,,37,25.9,,58.4,54,
2017-11-16T20:07:05.556Z,,29,26.2,,58.8,54,
2017-11-16T20:07:15.475Z,,,26.1,,60,54,
2017-11-16T20:07:25.470Z,,,26.3,,60.6,54,
2017-11-16T20:07:35.470Z,,29,26.2,,61.2,54,
2017-11-16T20:07:45.465Z,,,26.3,,62,54,
2017-11-16T20:07:55.463Z,,30,26.5,,62.4,54,
2017-11-16T20:08:05.555Z,,29,26.3,,63.1,54,
2017-11-16T20:08:20.588Z,,30,26.5,,63.3,54,
2017-11-16T20:08:25.466Z,,,26.5,,63.6,54,
2017-11-16T20:08:35.464Z,,29,26.6,,64,54,
2017-11-16T20:08:45.471Z,,,26.3,,64.2,54,
2017-11-16T20:08:55.487Z,,,26.6,,64.6,54,
2017-11-16T20:09:05.567Z,,,26.8,,64.7,54,
2017-11-16T20:09:15.466Z,,,26.6,,64.9,54,
2017-11-16T20:09:25.473Z,,0,26.8,0,62.9,54,2
2017-11-16T20:09:35.473Z,,,26.7,,61.5,54,
2017-11-16T20:09:45.471Z,,,26.9,,60.6,54,
2017-11-16T20:09:55.464Z,,,26.9,,59.3,54,
2017-11-16T20:10:05.564Z,,,27.1,,58.4,54,
2017-11-16T20:10:15.467Z,,,27.1,,57.6,54,
2017-11-16T20:10:25.470Z,,,26.7,,56.8,54,
2017-11-16T20:10:40.568Z,,,26.6,,56.2,54,
2017-11-16T20:10:45.465Z,,,26.3,,55.6,54,
2017-11-16T20:10:55.480Z,,,26.5,,54.9,54,
2017-11-16T20:11:05.575Z,,,26.1,,54.6,54,
2017-11-16T20:11:15.473Z,,,25.7,,54.1,54,
2017-11-16T20:11:25.471Z,,,25.6,,53.8,54,
2017-11-16T20:11:35.468Z,,,25.4,,53.5,54,
2017-11-16T20:11:45.471Z,,44,25.6,0,53.2,54,2
2017-11-16T20:11:55.469Z,,36,25.3,,57.2,54,
2017-11-16T20:12:05.582Z,61,29,25.3,0,57.6,54,2
2017-11-16T20:12:15.473Z,,,25.3,,58.5,54,
2017-11-16T20:12:25.475Z,,,25.5,,59.6,54,
2017-11-16T20:12:35.472Z,,,25.7,,60.1,54,
2017-11-16T20:12:45.466Z,,,25.9,,61.1,54,
2017-11-16T20:12:55.472Z,,,25.9,,61.5,54,
2017-11-16T20:13:05.568Z,,,26,,62.1,54,
2017-11-16T20:13:15.467Z,,,26.1,,62.6,54,
2017-11-16T20:13:25.625Z,,,26.1,,63.1,54,
2017-11-16T20:13:35.467Z,,,26,,63.4,54,
2017-11-16T20:13:45.470Z,,,25.9,,63.8,54,
2017-11-16T20:13:55.470Z,,,26.1,,64,54,
2017-11-16T20:14:05.576Z,,,26.3,,64.2,54,
2017-11-16T20:14:15.478Z,,,26.6,,64.5,54,
2017-11-16T20:14:30.588Z,,,26.5,,64.7,54,
2017-11-16T20:14:40.589Z,,,26.6,,64.8,54,
2017-11-16T20:14:50.594Z,,0,26.7,0,63.9,54,2
2017-11-16T20:15:00.617Z,0,,27.4,1,61.6,54,0
2017-11-16T20:15:05.573Z,,48,18.5,1,65.9,54,0
2017-11-16T20:15:15.477Z,,48,56,,59.7,54,
2017-11-16T20:15:25.477Z,,53,55.8,,58.7,54,
2017-11-16T20:15:40.573Z,,0,55.6,1,58.1,54,0
2017-11-16T20:15:45.472Z,,30,53.9,1,57.1,54,0
2017-11-16T20:15:55.481Z,,42,52.6,,54.5,54,
2017-11-16T20:16:05.574Z,,53,52.7,,55,54,
2017-11-16T20:16:15.471Z,,64,53,,56.1,54,
2017-11-16T20:16:25.477Z,,62,54,,57.1,54,
2017-11-16T20:16:35.468Z,,53,54.9,,57.7,54,
2017-11-16T20:16:50.570Z,,49,54.7,,56.8,54,
2017-11-16T20:16:55.473Z,,50,54.1,,56.5,54,
2017-11-16T20:17:05.562Z,,49,54.1,,56.3,54,
2017-11-16T20:17:15.470Z,,48,54,,56.2,54,
2017-11-16T20:17:25.470Z,,49,54,,56.1,54,
2017-11-16T20:17:35.472Z,,50,53.8,,,54,
2017-11-16T20:17:45.472Z,,,53.8,,,54,
2017-11-16T20:17:55.474Z,,52,53.8,,,54,
2017-11-16T20:18:05.586Z,,51,53.8,,,54,
2017-11-16T20:18:15.471Z,,,53.9,,,54,
2017-11-16T20:18:25.473Z,,49,54,,,54,
2017-11-16T20:18:35.471Z,,51,53.9,,56.2,54,
2017-11-16T20:18:45.478Z,,53,53.9,,,54,
2017-11-16T20:18:55.498Z,,54,53.9,,,54,
2017-11-16T20:19:05.592Z,,52,54,,56.3,54,
2017-11-16T20:19:15.475Z,,51,54.1,,56.2,54,
2017-11-16T20:19:25.475Z,,50,54.2,,,54,
2017-11-16T20:19:35.483Z,,,54.1,,56.1,54,
2017-11-16T20:19:45.486Z,,49,54,,55.9,54,
2017-11-16T20:19:55.474Z,,50,53.9,,,54,
2017-11-16T20:20:06.576Z,,52,53.7,,55.7,54,
2017-11-16T20:20:15.475Z,,53,53.7,,,54,
2017-11-16T20:20:25.472Z,,54,53.7,,,54,
2017-11-16T20:20:35.472Z,,53,53.8,,55.9,54,
2017-11-16T20:20:45.470Z,,54,53.8,,,54,
2017-11-16T20:20:55.480Z,,52,53.8,,,54,
2017-11-16T20:21:05.575Z,,54,53.8,,,54,
2017-11-16T20:21:15.478Z,,53,53.9,,,54,
2017-11-16T20:21:30.586Z,,52,53.9,,,54,
2017-11-16T20:21:35.478Z,,,54,,,54,
2017-11-16T20:21:45.476Z,,53,53.9,,,54,
2017-11-16T20:21:55.472Z,,,53.9,,,54,
2017-11-16T20:22:05.588Z,,,53.9,,,54,
2017-11-16T20:22:15.474Z,,54,53.9,,,54,
2017-11-16T20:22:25.475Z,,56,53.8,,,54,
2017-11-16T20:22:35.472Z,,55,53.8,,,54,
2017-11-16T20:22:45.473Z,,,53.8,,,54,
2017-11-16T20:22:55.478Z,,,53.8,,,54,
2017-11-16T20:23:10.698Z,,53,54,,,54,
2017-11-16T20:23:15.473Z,,52,54,,,54,
2017-11-16T20:23:30.595Z,,53,53.9,,,54,
2017-11-16T20:23:35.479Z,,54,53.9,,,54,
2017-11-16T20:23:45.478Z,,,53.9,,,54,
2017-11-16T20:24:00.636Z,,53,53.9,,,54,
2017-11-16T20:24:10.656Z,,,53.9,,,54,
2017-11-16T20:24:15.475Z,,55,53.9,,56,54,
2017-11-16T20:24:25.477Z,,,53.9,,55.9,54,
2017-11-16T20:24:35.476Z,,0,53.9,0,54.8,54,0
2017-11-16T20:24:45.481Z,,74,49.9,1,52.7,54,0
2017-11-16T20:24:55.473Z,,73,49.3,,53.1,54,
2017-11-16T20:25:05.584Z,,65,50.2,,53.6,54,
2017-11-16T20:25:15.477Z,,69,50.5,,54,54,
2017-11-16T20:25:25.473Z,,71,51.1,,54.6,54,
2017-11-16T20:25:35.477Z,,73,51.6,,55.1,54,
2017-11-16T20:25:45.475Z,,74,52,,56,54,
2017-11-16T20:25:55.478Z,,0,52.5,0,55.7,54,0
2017-11-16T20:26:05.575Z,,,52.4,,55.1,54,
2017-11-16T20:26:15.478Z,,,53.2,,53.3,54,
2017-11-16T20:26:25.479Z,,,53.9,,52.7,54,
2017-11-16T20:26:35.479Z,,,54.1,,,54,
2017-11-16T20:26:45.476Z,,,54,,54,54,
2017-11-16T20:26:55.479Z,61,,54,0,55,54,2
2017-11-16T20:27:05.608Z,,38,53.9,,59.3,54,
2017-11-16T20:27:15.483Z,,29,53.8,,59.7,54,
2017-11-16T20:27:25.483Z,,,53.8,,57.8,54,
2017-11-16T20:27:35.481Z,,29,53.9,,59.3,54,
2017-11-16T20:27:45.478Z,,,53.6,,59.5,54,
2017-11-16T20:27:55.484Z,,,52.7,,58.8,54,
2017-11-16T20:28:05.566Z,,,51.8,,,54,
2017-11-16T20:28:15.476Z,,,50.6,,58.5,54,
2017-11-16T20:28:25.475Z,,,49.3,,58.3,54,
2017-11-16T20:28:35.475Z,,,48.3,,58,54,
2017-11-16T20:28:45.481Z,,29,47.3,,57.9,54,
2017-11-16T20:28:55.477Z,,30,46.5,,57.8,54,
2017-11-16T20:29:05.593Z,,31,45.7,,,54,
2017-11-16T20:29:15.500Z,,32,44.9,,57.9,54,
2017-11-16T20:29:25.478Z,,,44.1,,58,54,
2017-11-16T20:29:35.476Z,,33,43.6,,58.3,54,
2017-11-16T20:29:45.477Z,,34,43,,58.5,54,
2017-11-16T20:30:02.120Z,,,42.5,,58.7,54,
2017-11-16T20:30:05.533Z,,,42,,58.9,54,
2017-11-16T20:30:15.484Z,,35,41.5,,59.1,54,
2017-11-16T20:30:25.479Z,,,41.2,,59.5,54,
2017-11-16T20:30:35.488Z,,,40.7,,59.7,54,
2017-11-16T20:30:45.480Z,,,40.4,,60,54,
2017-11-16T20:30:55.491Z,,,40,,60.1,54,
2017-11-16T20:31:05.592Z,,,39.8,,60.5,54,
2017-11-16T20:31:26.558Z,,,39.5,,60.7,54,
2017-11-16T20:31:31.742Z,,,39.1,,60.9,54,
2017-11-16T20:31:35.485Z,,,38.9,,61.1,54,
2017-11-16T20:31:45.487Z,,34,38.8,,61.3,54,
2017-11-16T20:32:00.588Z,,32,38.5,,,54,
2017-11-16T20:32:05.571Z,,30,38.4,,61.2,54,
2017-11-16T20:32:15.479Z,,29,38.2,,61.1,54,
2017-11-16T20:32:25.480Z,,,38,,,54,
2017-11-16T20:32:35.480Z,,,37.9,,60.9,54,
2017-11-16T20:32:45.481Z,0,29,37.7,1,,54,0
2017-11-16T20:32:55.481Z,,32,27.1,,63.2,54,
2017-11-16T20:33:05.613Z,,0,59.9,0,57.9,54,0
2017-11-16T20:33:15.478Z,,,59.3,,58.3,54,
2017-11-16T20:33:25.482Z,,,58.2,,60.7,54,
2017-11-16T20:33:35.482Z,,,57.6,,61.3,54,
2017-11-16T20:33:45.483Z,,,57.6,,61.2,54,
2017-11-16T20:33:55.481Z,,,57.6,,60.8,54,
2017-11-16T20:34:05.590Z,61,,57.6,0,60.4,54,2
2017-11-16T20:34:15.478Z,,35,57.4,,63.1,54,
2017-11-16T20:34:25.481Z,,29,56.9,,62.7,54,
2017-11-16T20:34:35.480Z,,,56.3,,61.5,54,
2017-11-16T20:34:45.518Z,,,55.5,,62.1,54,
2017-11-16T20:34:55.521Z,,,54.6,,61.9,54,
2017-11-16T20:35:06.676Z,,,53.1,,61.8,54,
2017-11-16T20:35:15.479Z,,,51.9,,61.6,54,
2017-11-16T20:35:25.489Z,,,51,,61.3,54,
2017-11-16T20:35:35.488Z,,,49.8,,61.2,54,
2017-11-16T20:35:50.630Z,,,48.7,,61.1,54,
2017-11-16T20:35:55.483Z,,,47.9,,,54,
2017-11-16T20:36:05.575Z,,,47,,,54,
2017-11-16T20:36:15.482Z,,,46.1,,,54,
2017-11-16T20:36:25.484Z,,,45.3,,61.2,54,
2017-11-16T20:36:40.595Z,,,44.7,,61.3,54,
2017-11-16T20:36:45.489Z,,,43.9,,61.4,54,
2017-11-16T20:36:55.486Z,,30,43.4,,61.5,54,
2017-11-16T20:37:05.593Z,,29,42.9,,61.8,54,
2017-11-16T20:37:15.519Z,,30,42.3,,61.9,54,
2017-11-16T20:37:25.485Z,,30,41.8,,62,54,
2017-11-16T20:37:35.483Z,,29,41.6,,62.1,54,
2017-11-16T20:37:45.481Z,,,41.1,,62.4,54,
2017-11-16T20:37:55.482Z,,,40.7,,62.5,54,
2017-11-16T20:38:05.588Z,,,40.3,,62.6,54,
2017-11-16T20:38:15.484Z,,,40,,62.8,54,
2017-11-16T20:38:25.482Z,,,39.7,,,54,
2017-11-16T20:38:35.487Z,,,39.4,,63.1,54,
2017-11-16T20:38:45.490Z,,,39.2,,63.2,54,
2017-11-16T20:38:55.484Z,,,38.8,,63.3,54,
2017-11-16T20:39:05.573Z,,,38.6,,63.5,54,
2017-11-16T20:39:15.483Z,,,38.6,,63.6,54,
2017-11-16T20:39:25.483Z,,30,38.7,,63.8,54,
2017-11-16T20:39:35.481Z,,,38.6,,63.9,54,
2017-11-16T20:39:45.489Z,,29,37.9,,64.1,54,
2017-11-16T20:39:55.491Z,,,37.7,,64.2,54,
2017-11-16T20:40:05.573Z,,,37.9,,64.4,54,
2017-11-16T20:40:15.489Z,0,0,33.5,0,64.6,54,0
2017-11-16T20:40:25.485Z,,,30.6,,66.5,54,
2017-11-16T20:40:35.485Z,,,32.1,,65.3,54,
2017-11-16T20:40:45.486Z,,,44,,65.2,54,
2017-11-16T20:40:55.492Z,,,52.6,,64.9,54,
2017-11-16T20:41:05.578Z,,,56.9,,64.8,54,
2017-11-16T20:41:15.487Z,61,,58.6,0,64.7,54,2
2017-11-16T20:41:25.486Z,,,57.7,,60,54,
2017-11-16T20:41:35.485Z,,,56.3,,58.6,54,
2017-11-16T20:41:45.485Z,,,55.1,,59,54,
2017-11-16T20:41:55.491Z,,,53.8,,57.8,54,
2017-11-16T20:42:05.574Z,,,52.6,,56.9,54,
2017-11-16T20:42:15.488Z,,,51,,56.3,54,
2017-11-16T20:42:25.486Z,,,49.7,,55.3,54,
2017-11-16T20:42:35.491Z,,44,48.3,0,55.2,54,2
2017-11-16T20:42:45.493Z,,35,46.8,,58.3,54,
2017-11-16T20:42:55.489Z,,29,45.5,,58,54,
2017-11-16T20:43:05.577Z,,,44.3,,59,54,
2017-11-16T20:43:15.486Z,,,43.4,,59.5,54,
2017-11-16T20:43:25.486Z,,,42.6,,60,54,
2017-11-16T20:43:35.485Z,,30,41.6,,60.5,54,
2017-11-16T20:43:50.635Z,,,40.4,,61.1,54,
2017-11-16T20:43:55.485Z,,,39.8,,61.4,54,
2017-11-16T20:44:06.662Z,,29,39.3,,61.8,54,
2017-11-16T20:44:15.537Z,,30,38.5,,62.1,54,
2017-11-16T20:44:25.484Z,,29,37.5,,62.5,54,
2017-11-16T20:44:35.485Z,,,36.6,,62.7,54,
2017-11-16T20:44:45.493Z,,,36.2,,63.1,54,
2017-11-16T20:44:55.500Z,,,35.6,,63.2,54,
2017-11-16T20:45:05.580Z,,30,35.4,,63.4,54,
2017-11-16T20:45:16.980Z,,29,35.2,,63.5,54,
2017-11-16T20:45:25.484Z,,,35.2,,63.8,54,
2017-11-16T20:45:35.486Z,,,35.3,,63.9,54,
2017-11-16T20:45:45.495Z,,,35.6,,64,54,
2017-11-16T20:45:55.486Z,,,35.6,,64.1,54,
2017-11-16T20:46:05.606Z,,,35.1,,64.2,54,
2017-11-16T20:46:15.491Z,,30,35.2,,64.5,54,
2017-11-16T20:46:25.488Z,,29,35.5,,,54,
2017-11-16T20:46:35.486Z,,,35.7,,64.6,54,
2017-11-16T20:46:45.487Z,,,35.9,,64.7,54,
2017-11-16T20:46:55.487Z,,,36.1,,64.8,54,
2017-11-16T20:47:05.592Z,,30,36.1,,64.9,54,
2017-11-16T20:47:15.486Z,,0,36.2,0,63.5,54,2
2017-11-16T20:47:25.486Z,,,36.4,,61.6,54,
2017-11-16T20:47:35.496Z,,,36.8,,60.7,54,
2017-11-16T20:47:45.884Z,,,36.5,,59.4,54,
2017-11-16T20:47:55.491Z,,,36.2,,58.3,54,
2017-11-16T20:48:05.583Z,,,36.2,,57.4,54,
2017-11-16T20:48:15.503Z,,,36.2,,56.7,54,
2017-11-16T20:48:25.493Z,,,36.1,,56.1,54,
2017-11-16T20:48:35.489Z,,,36.1,,55.4,54,
2017-11-16T20:48:45.489Z,,,36.2,,54.8,54,
2017-11-16T20:48:55.496Z,,39,36.1,0,58.1,54,2
2017-11-16T20:49:05.582Z,,29,36,,58.8,54,
2017-11-16T20:49:15.492Z,,,36,,59.1,54,
2017-11-16T20:49:25.496Z,,29,36.4,,60.2,54,
2017-11-16T20:49:35.493Z,,,36,,60.8,54,
2017-11-16T20:49:45.491Z,,,35.8,,61.5,54,
2017-11-16T20:49:55.487Z,,,35.9,,62,54,
2017-11-16T20:50:05.577Z,,,36,,62.6,54,
2017-11-16T20:50:15.488Z,,30,36.1,,63.1,54,
2017-11-16T20:50:25.489Z,,29,36.2,,63.4,54,
2017-11-16T20:50:35.887Z,,,36.2,,63.8,54,
2017-11-16T20:50:45.494Z,,,36.3,,64,54,
