Time,ActPow,HwActive,PrimT,PrimTSet,HwTOutlet,ChActive,HwTSet
2018-02-05T04:09:54.606Z,,,,,22.5,,54
2018-02-05T04:10:04.608Z,,,46.8,,22.4,,54
2018-02-05T04:10:14.657Z,,,,,22.2,,54
2018-02-05T04:10:24.569Z,,,46.9,,22.1,,54
2018-02-05T04:10:34.658Z,,,,,22,,54
2018-02-05T04:10:44.548Z,,,,,21.9,,54
2018-02-05T04:10:54.548Z,,,,,21.7,,54
2018-02-05T04:11:04.609Z,,,,,21.6,,54
2018-02-05T04:11:14.694Z,,,,,21.5,,54
2018-02-05T04:11:24.661Z,,,,,21.3,,54
2018-02-05T04:11:34.554Z,,,46.9,,21.3,,54
2018-02-05T04:11:44.564Z,,,46.9,,21.2,,54
2018-02-05T04:11:54.565Z,,,46.9,,21.1,,54
2018-02-05T04:12:04.549Z,,,,,21.1,,54
2018-02-05T04:12:14.680Z,,,,,20.9,,54
2018-02-05T04:12:24.549Z,,,,,20.8,,54
2018-02-05T04:12:34.676Z,,,,,20.8,,54
2018-02-05T04:12:44.569Z,,,,,20.6,,54
2018-02-05T04:12:54.859Z,39,0,50.1,,20.6,2,54
2018-02-05T04:13:04.561Z,32,,51.5,,20.5,,54
2018-02-05T04:13:14.701Z,29,,49.9,,20.8,,54
2018-02-05T04:13:24.554Z,,,50.1,,21.7,,54
2018-02-05T04:13:34.552Z,,,51.2,,22.4,,54
2018-02-05T04:13:44.726Z,,,50.9,,23,,54
2018-02-05T04:13:54.571Z,,,,,23.6,,54
2018-02-05T04:14:04.551Z,,,50.6,,24,,54
2018-02-05T04:14:14.732Z,,,50.5,,24.4,,54
2018-02-05T04:14:24.552Z,,,50.4,,24.7,,54
2018-02-05T04:14:34.553Z,,,,,24.9,,54
2018-02-05T04:14:44.632Z,,,,,25.1,,54
2018-02-05T04:14:54.552Z,30,,50.5,,25.1,,54
2018-02-05T04:15:04.607Z,29,,,,25.3,,54
2018-02-05T04:15:14.659Z,,,50.6,,25.4,,54
2018-02-05T04:15:24.579Z,,,,,25.5,,54
2018-02-05T04:15:34.563Z,30,,50.7,,25.6,,54
2018-02-05T04:15:44.627Z,29,,,,25.6,,54
2018-02-05T04:15:54.554Z,,,50.9,,25.7,,54
2018-02-05T04:16:04.615Z,,,51,,25.9,,54
2018-02-05T04:16:14.693Z,,,,,26,,54
2018-02-05T04:16:24.579Z,,,51.1,,26.1,,54
2018-02-05T04:16:34.553Z,,,51.2,,26.1,,54
2018-02-05T04:16:44.635Z,,,51.3,,26.2,,54
2018-02-05T04:16:54.640Z,30,,51.4,,26.3,,54
2018-02-05T04:17:04.555Z,29,,51.5,,26.5,,54
2018-02-05T04:17:14.685Z,,,51.6,,26.6,,54
2018-02-05T04:17:24.585Z,,,51.7,,26.6,,54
2018-02-05T04:17:34.635Z,,,51.8,,26.6,,54
2018-02-05T04:17:44.555Z,,,51.9,,26.7,,54
2018-02-05T04:17:54.675Z,29,,52,,26.7,,54
2018-02-05T04:18:04.620Z,,,,,26.8,,54
2018-02-05T04:18:14.680Z,30,,52.1,,26.8,,54
2018-02-05T04:18:24.591Z,29,,52.2,,26.9,,54
2018-02-05T04:18:34.557Z,,,52.3,,27.1,,54
2018-02-05T04:18:44.557Z,30,,52.4,,27.1,,54
2018-02-05T04:18:54.677Z,,,52.6,,27.1,,54
2018-02-05T04:19:04.572Z,29,,,,27.2,,54
2018-02-05T04:19:14.657Z,,,52.7,,27.3,,54
2018-02-05T04:19:24.593Z,,,52.8,,27.3,,54
2018-02-05T04:19:34.557Z,30,,52.9,,27.3,,54
2018-02-05T04:19:44.558Z,29,,53,,27.4,,54
2018-02-05T04:19:54.557Z,,,,,27.4,,54
2018-02-05T04:20:04.618Z,,,53.1,,27.4,,54
2018-02-05T04:20:14.666Z,,,53.2,,27.4,,54
2018-02-05T04:20:24.560Z,,,53.3,,27.5,,54
2018-02-05T04:20:34.645Z,,,53.4,,27.4,,54
2018-02-05T04:20:44.569Z,,,,,27.4,,54
2018-02-05T04:20:54.553Z,,,53.5,,27.5,,54
2018-02-05T04:21:04.639Z,,,53.6,,27.5,,54
2018-02-05T04:21:14.773Z,,,,,27.5,,54
2018-02-05T04:21:24.620Z,30,,53.7,,27.5,,54
2018-02-05T04:21:34.560Z,29,,53.8,,27.5,,54
2018-02-05T04:21:44.614Z,,,,,27.5,,54
2018-02-05T04:21:54.585Z,,,53.9,,27.7,,54
2018-02-05T04:22:04.558Z,,,54,,27.7,,54
2018-02-05T04:22:14.705Z,,,,,27.8,,54
2018-02-05T04:22:24.620Z,30,,,,27.7,,54
2018-02-05T04:22:34.560Z,29,,54.1,,27.8,,54
2018-02-05T04:22:44.559Z,,,54.3,,27.8,,54
2018-02-05T04:22:54.621Z,,,,,27.8,,54
2018-02-05T04:23:04.561Z,,,54.4,,27.9,,54
2018-02-05T04:23:14.671Z,30,,,,27.8,,54
2018-02-05T04:23:24.558Z,29,,54.5,,27.9,,54
2018-02-05T04:23:34.603Z,,,,,27.9,,54
2018-02-05T04:23:44.596Z,,,54.6,,27.9,,54
2018-02-05T04:23:54.562Z,,,,,28,,54
2018-02-05T04:24:04.563Z,,,54.7,,28,,54
2018-02-05T04:24:14.696Z,,,54.8,,28,,54
2018-02-05T04:24:24.629Z,,,,,28,,54
2018-02-05T04:24:34.599Z,,,,,28,,54
2018-02-05T04:24:44.602Z,,,54.9,,28.1,,54
2018-02-05T04:24:54.631Z,,,55,,28,,54
2018-02-05T04:25:04.564Z,,,,,28.1,,54
2018-02-05T04:25:14.662Z,,,,,28.1,,54
2018-02-05T04:25:24.562Z,30,,55.1,,28.3,,54
2018-02-05T04:25:34.567Z,29,,,,28.3,,54
2018-02-05T04:25:44.614Z,,,55.2,,28.3,,54
2018-02-05T04:25:54.574Z,,,,,28.4,,54
2018-02-05T04:26:04.976Z,,,55.3,,28.4,,54
2018-02-05T04:26:14.716Z,30,,,,28.5,,54
2018-02-05T04:26:24.642Z,29,,55.4,,28.5,,54
2018-02-05T04:26:34.636Z,30,,,,28.5,,54
2018-02-05T04:26:44.608Z,29,,55.5,,28.6,,54
2018-02-05T04:26:54.558Z,,,,,28.6,,54
2018-02-05T04:27:04.578Z,,,,,28.6,,54
2018-02-05T04:27:14.740Z,,,55.6,,28.6,,54
2018-02-05T04:27:24.571Z,,,,,28.6,,54
2018-02-05T04:27:34.561Z,,,55.7,,28.6,,54
2018-02-05T04:27:44.567Z,,,,,28.7,,54
2018-02-05T04:27:54.763Z,,,,,28.7,,54
2018-02-05T04:28:04.680Z,,,55.9,,28.9,,54
2018-02-05T04:28:14.713Z,,,,,28.7,,54
2018-02-05T04:28:24.779Z,,,56,,28.9,,54
2018-02-05T04:28:34.587Z,,,,,29,,54
2018-02-05T04:28:44.650Z,,,,,28.9,,54
2018-02-05T04:28:54.667Z,,,56.1,,28.7,,54
2018-02-05T04:29:04.591Z,,,,,29.1,,54
2018-02-05T04:29:14.677Z,,,,,29,,54
2018-02-05T04:29:24.616Z,,,,,29,,54
2018-02-05T04:29:34.599Z,,,56.2,,29,,54
2018-02-05T04:29:44.573Z,,,,,29.1,,54
2018-02-05T04:29:54.563Z,30,,,,29.1,,54
2018-02-05T04:30:04.620Z,29,,56.3,,29.1,,54
2018-02-05T04:30:14.702Z,30,,,,29.5,,54
2018-02-05T04:30:24.584Z,29,,56.4,,29.3,,54
2018-02-05T04:30:34.563Z,,,,,29.2,,54
2018-02-05T04:30:44.640Z,,,,,29.2,,54
2018-02-05T04:30:54.585Z,,,,,29.2,,54
2018-02-05T04:31:04.570Z,,,56.5,,29.3,,54
2018-02-05T04:31:14.669Z,,,,,29.2,,54
2018-02-05T04:31:24.586Z,,,,,29.3,,54
2018-02-05T04:31:34.614Z,,,56.6,,29.3,,54
2018-02-05T04:31:44.642Z,,,,,29.5,,54
2018-02-05T04:31:54.582Z,,,,,29.5,,54
2018-02-05T04:32:04.561Z,,,,,29.5,,54
2018-02-05T04:32:14.678Z,,,56.7,,29.7,,54
2018-02-05T04:32:24.582Z,,,,,29.5,,54
2018-02-05T04:32:34.630Z,,,,,29.5,,54
2018-02-05T04:32:44.651Z,,,,,29.7,,54
2018-02-05T04:32:54.562Z,,,56.8,,29.8,,54
2018-02-05T04:33:04.622Z,30,,,,29.8,,54
2018-02-05T04:33:14.696Z,29,,,,29.6,,54
2018-02-05T04:33:24.603Z,,,56.9,,29.8,,54
2018-02-05T04:33:34.580Z,,,,,30,,54
2018-02-05T04:33:44.584Z,,,,,30,,54
2018-02-05T04:33:54.590Z,,,,,29.7,,54
2018-02-05T04:34:04.564Z,,,56.9,,29.7,,54
2018-02-05T04:34:14.707Z,29,,57,,29.7,,54
2018-02-05T04:34:24.693Z,,,,,29.7,,54
2018-02-05T04:34:34.565Z,,,,,30,,54
2018-02-05T04:34:44.566Z,,,,,30,,54
2018-02-05T04:34:54.565Z,30,,,,29.8,,54
2018-02-05T04:35:04.635Z,29,,57.1,,30,,54
2018-02-05T04:35:14.671Z,,,,,30.2,,54
2018-02-05T04:35:24.596Z,0,0,55.7,,30.3,2,54
2018-02-05T04:35:34.564Z,,,53.9,,30,,54
2018-02-05T04:35:44.574Z,,,52.9,,29.6,,54
2018-02-05T04:35:54.567Z,,,51.9,,29.2,,54
2018-02-05T04:36:04.615Z,,,51.5,,29,,54
2018-02-05T04:36:14.686Z,,,50.9,,28.7,,54
2018-02-05T04:36:24.597Z,,,50.3,,28.5,,54
2018-02-05T04:36:34.567Z,,,49.8,,28.3,,54
2018-02-05T04:36:44.562Z,,,49.3,,28,,54
2018-02-05T04:36:54.596Z,,,48.9,,27.9,,54
2018-02-05T04:37:04.570Z,,,48.6,,27.8,,54
2018-02-05T04:37:14.707Z,,,48.2,,27.7,,54
2018-02-05T04:37:24.587Z,,,47.9,,27.5,,54
2018-02-05T04:37:34.569Z,,,47.7,,27.4,,54
2018-02-05T04:37:44.591Z,,,47.3,,27.3,,54
2018-02-05T04:37:54.565Z,,,47.1,,27.2,,54
2018-02-05T04:38:04.652Z,,,46.8,,27.1,,54
2018-02-05T04:38:14.698Z,,,46.6,,27.1,,54
2018-02-05T04:38:24.586Z,,,46.5,,26.8,,54
2018-02-05T04:38:34.585Z,,,,,26.7,,54
2018-02-05T04:38:44.615Z,,,,,26.2,,54
2018-02-05T04:38:54.566Z,,,46.4,,26.3,,54
2018-02-05T04:39:04.600Z,,,,,26.2,,54
2018-02-05T04:39:14.722Z,,,,,25.9,,54
2018-02-05T04:39:24.576Z,,,,,25.5,,54
2018-02-05T04:39:34.649Z,,,,,25,,54
2018-02-05T04:39:44.590Z,,,,,24.7,,54
2018-02-05T04:39:54.579Z,,,,,24.3,,54
2018-02-05T04:40:04.571Z,,,,,23.9,,54
2018-02-05T04:40:14.691Z,,,46.5,,23.7,,54
2018-02-05T04:40:24.631Z,,,,,23.4,,54
2018-02-05T04:40:34.582Z,,,46.6,,23.2,,54
2018-02-05T04:40:44.601Z,,,,,23,,54
2018-02-05T04:40:54.567Z,,,46.7,,22.7,,54
2018-02-05T04:41:04.582Z,,,,,22.6,,54
2018-02-05T04:41:14.666Z,,,46.8,,22.4,,54
2018-02-05T04:41:24.591Z,,,,,22.2,,54
2018-02-05T04:41:34.565Z,,,46.9,,22.1,,54
2018-02-05T04:41:44.611Z,,,,,22,,54
2018-02-05T04:41:54.640Z,,,,,21.9,,54
2018-02-05T04:42:04.609Z,,,,,21.7,,54
2018-02-05T04:42:14.673Z,,,,,21.6,,54
2018-02-05T04:42:24.570Z,,,47,,21.5,,54
2018-02-05T04:42:34.781Z,,,,,21.5,,54
2018-02-05T04:42:44.613Z,,,,,21.3,,54
2018-02-05T04:42:54.572Z,,0,46.9,,21.2,2,54
2018-02-05T04:43:04.594Z,37,,51.1,,21.2,,54
2018-02-05T04:43:14.724Z,29,,51.8,,21.1,,54
2018-02-05T04:43:24.568Z,29,,50,,21.7,,54
2018-02-05T04:43:34.591Z,29,,51.2,,22.6,,54
2018-02-05T04:43:44.613Z,,,51.7,,23,,54
2018-02-05T04:43:54.567Z,,,51.3,,23.7,,54
2018-02-05T04:44:04.595Z,,,51.4,,24.2,,54
2018-02-05T04:44:14.676Z,30,,51.3,,24.7,,54
2018-02-05T04:44:24.608Z,29,,51.2,,25,,54
2018-02-05T04:44:34.595Z,,,,,25.3,,54
2018-02-05T04:44:44.596Z,,,,,25.4,,54
2018-02-05T04:44:54.571Z,,,,,25.5,,54
2018-02-05T04:45:04.570Z,,,51.3,,25.6,,54
2018-02-05T04:45:14.747Z,,,51.4,,25.7,,54
2018-02-05T04:45:24.568Z,,,,,26,,54
2018-02-05T04:45:34.577Z,,,51.5,,26,,54
2018-02-05T04:45:44.575Z,,,51.6,,26,,54
2018-02-05T04:45:54.584Z,,,,,26.1,,54
2018-02-05T04:46:04.571Z,,,51.7,,26.2,,54
2018-02-05T04:46:14.686Z,,,51.8,,26.3,,54
2018-02-05T04:46:24.571Z,30,,,,26.3,,54
2018-02-05T04:46:34.598Z,29,,51.9,,26.5,,54
2018-02-05T04:46:44.638Z,,,52,,26.5,,54
2018-02-05T04:46:54.568Z,,,,,26.6,,54
2018-02-05T04:47:04.604Z,,,52.1,,26.7,,54
2018-02-05T04:47:14.699Z,,,52.2,,26.7,,54
2018-02-05T04:47:24.573Z,,,52.3,,26.8,,54
2018-02-05T04:47:34.724Z,30,,,,26.9,,54
2018-02-05T04:47:44.570Z,,,52.4,,26.9,,54
2018-02-05T04:47:54.570Z,29,,52.6,,27.1,,54
2018-02-05T04:48:04.573Z,,,,,27.2,,54
2018-02-05T04:48:14.800Z,,,52.7,,27.2,,54
2018-02-05T04:48:24.588Z,,,52.8,,27.3,,54
2018-02-05T04:48:34.577Z,,,,,27.4,,54
2018-02-05T04:48:44.578Z,,,52.9,,27.4,,54
2018-02-05T04:48:54.571Z,,,53,,27.4,,54
2018-02-05T04:49:04.588Z,30,,,,27.4,,54
2018-02-05T04:49:14.688Z,29,,53.1,,27.5,,54
2018-02-05T04:49:24.579Z,,,53.2,,27.5,,54
2018-02-05T04:49:34.630Z,,,,,27.5,,54
2018-02-05T04:49:44.588Z,,,53.3,,27.5,,54
2018-02-05T04:49:54.601Z,,,53.4,,27.5,,54
2018-02-05T04:50:04.652Z,,,53.5,,27.7,,54
2018-02-05T04:50:14.972Z,,,,,27.4,,54
2018-02-05T04:50:24.583Z,,,53.6,,27.3,,54
2018-02-05T04:50:34.615Z,,,,,27.5,,54
2018-02-05T04:50:44.669Z,,,53.7,,27.5,,54
2018-02-05T04:50:54.598Z,,,53.8,,27.4,,54
2018-02-05T04:51:04.573Z,,,,,27.4,,54
2018-02-05T04:51:14.694Z,,,53.9,,27.4,,54
2018-02-05T04:51:24.705Z,29,,54,,27.4,,54
2018-02-05T04:51:34.638Z,,,,,28,,54
2018-02-05T04:51:44.573Z,,,54.1,,28.1,,54
2018-02-05T04:51:54.575Z,,,,,28.6,,54
2018-02-05T04:52:04.570Z,,,54.3,,29.1,,54
2018-02-05T04:52:14.677Z,,,,,29.3,,54
2018-02-05T04:52:24.629Z,30,,54.4,,29.7,,54
2018-02-05T04:52:34.652Z,29,,54.5,,29.5,,54
2018-02-05T04:52:44.683Z,,,,,29.6,,54
2018-02-05T04:52:54.574Z,,,54.6,,29.7,,54
2018-02-05T04:53:04.579Z,,,,,29.6,,54
2018-02-05T04:53:14.735Z,,,54.7,,29.8,,54
2018-02-05T04:53:24.570Z,,,,,29.3,,54
2018-02-05T04:53:34.577Z,,,54.8,,29.5,,54
2018-02-05T04:53:44.582Z,,,,,29.5,,54
2018-02-05T04:53:54.618Z,,,54.9,,29.5,,54
2018-02-05T04:54:04.686Z,29,,,,29.3,,54
2018-02-05T04:54:14.701Z,,,55,,29.5,,54
2018-02-05T04:54:24.717Z,,,,,29.5,,54
2018-02-05T04:54:34.577Z,,,55.1,,29.5,,54
2018-02-05T04:54:44.587Z,,,,,29.3,,54
2018-02-05T04:54:59.848Z,,,55.2,,29.5,,54
2018-02-05T04:55:04.592Z,,,,,29.6,,54
2018-02-05T04:55:14.679Z,,,55.3,,29.2,,54
2018-02-05T04:55:24.578Z,,,,,29,,54
2018-02-05T04:55:34.616Z,,,,,29,,54
2018-02-05T04:55:44.616Z,,,55.4,,29,,54
2018-02-05T04:55:54.593Z,,,,,29.1,,54
2018-02-05T04:56:04.577Z,,,55.5,,29.1,,54
2018-02-05T04:56:14.677Z,,,,,29.1,,54
2018-02-05T04:56:24.579Z,,,55.6,,29.2,,54
2018-02-05T04:56:34.574Z,,,,,29.3,,54
2018-02-05T04:56:44.699Z,,,,,29.3,,54
2018-02-05T04:56:54.579Z,,,55.7,,29.3,,54
2018-02-05T04:57:04.573Z,,,,,29.5,,54
2018-02-05T04:57:14.732Z,0,,55.9,,29.5,,54
2018-02-05T04:57:24.655Z,,0,53.9,,29.6,2,54
2018-02-05T04:57:34.579Z,,,52.7,,29.6,,54
2018-02-05T04:57:44.583Z,,,51.4,,29.5,,54
2018-02-05T04:57:54.595Z,,,50.9,,29.2,,54
2018-02-05T04:58:04.581Z,,,49.9,,29.1,,54
2018-02-05T04:58:14.719Z,,,49.5,,29.5,,54
2018-02-05T04:58:24.582Z,,,48.9,,28.6,,54
2018-02-05T04:58:34.588Z,,,48.5,,28.5,,54
2018-02-05T04:58:44.725Z,,,47.9,,28.7,,54
2018-02-05T04:58:54.652Z,,,47.6,,28.4,,54
2018-02-05T04:59:04.595Z,,,47.2,,28.4,,54
2018-02-05T04:59:14.845Z,,,46.7,,28.3,,54
2018-02-05T04:59:24.592Z,41,0,49.1,,28.1,2,54
2018-02-05T04:59:34.772Z,32,,53.1,,27.9,,54
2018-02-05T04:59:49.851Z,29,,51.9,,27.7,,54
2018-02-05T04:59:54.633Z,,,52,,27.5,,54
2018-02-05T05:00:04.639Z,,,53.5,,27.4,,54
2018-02-05T05:00:14.734Z,,,53.3,,27.5,,54
2018-02-05T05:00:24.664Z,,,53.7,,27.8,,54
2018-02-05T05:00:34.596Z,,,53.9,,27.9,,54
2018-02-05T05:00:44.600Z,,,54.1,,28.1,,54
2018-02-05T05:00:54.577Z,,,54.5,,28.3,,54
2018-02-05T05:01:04.611Z,,,54.7,,28.4,,54
2018-02-05T05:01:14.769Z,,,54.8,,28.5,,54
2018-02-05T05:01:24.661Z,,,55,,28.5,,54
2018-02-05T05:01:34.580Z,0,,55.2,,28.5,,54
2018-02-05T05:01:44.633Z,,0,52.9,,28.6,2,54
2018-02-05T05:01:54.678Z,,,51.7,,28.6,,54
2018-02-05T05:02:04.589Z,,,50.5,,28.3,,54
2018-02-05T05:02:14.676Z,,,49.9,,27.9,,54
2018-02-05T05:02:24.669Z,,,48.9,,27.7,,54
2018-02-05T05:02:34.579Z,,,48.6,,27.4,,54
2018-02-05T05:02:44.604Z,,,47.9,,27.3,,54
2018-02-05T05:02:54.578Z,,,47.6,,27.2,,54
2018-02-05T05:03:04.583Z,,,46.9,,26.9,,54
2018-02-05T05:03:14.753Z,,,46.8,,26.8,,54
2018-02-05T05:03:24.677Z,,,46.5,,26.7,,54
2018-02-05T05:03:34.617Z,0,0,45.9,61,26.5,2,54
2018-02-05T05:03:44.653Z,,,45.8,,26.3,,54
2018-02-05T05:03:54.583Z,,,45.5,,26.3,,54
2018-02-05T05:04:04.623Z,,,45.1,,26.3,,54
2018-02-05T05:04:14.758Z,,,44.8,,26.5,,54
2018-02-05T05:04:24.692Z,41,0,47.2,,26.5,2,54
2018-02-05T05:04:34.578Z,32,,49.1,,26.5,,54
2018-02-05T05:04:44.593Z,29,,49.2,,26.5,,54
2018-02-05T05:04:54.687Z,,,50.3,,26.6,,54
2018-02-05T05:05:04.596Z,,,51.1,,26.7,,54
2018-02-05T05:05:14.684Z,,,51.7,,26.8,,54
2018-02-05T05:05:24.590Z,30,,52.1,,26.9,,54
2018-02-05T05:05:34.580Z,,,52.6,,27.1,,54
2018-02-05T05:05:44.650Z,29,,53,,27.2,,54
2018-02-05T05:05:54.597Z,,,53.2,,27.3,,54
2018-02-05T05:06:04.626Z,,,53.4,,27.4,,54
2018-02-05T05:06:14.687Z,0,0,52.9,,27.5,2,54
2018-02-05T05:06:24.653Z,,,49.9,,27.5,,54
2018-02-05T05:06:34.649Z,,,49.4,,27.5,,54
2018-02-05T05:06:44.579Z,,,48.8,,27.2,,54
2018-02-05T05:06:54.602Z,,,47.9,,26.9,,54
2018-02-05T05:07:04.644Z,,,47.2,,26.8,,54
2018-02-05T05:07:14.732Z,,,46.7,,26.6,,54
2018-02-05T05:07:24.662Z,,,46.2,,26.5,,54
2018-02-05T05:07:34.581Z,,,45.9,,26.3,,54
2018-02-05T05:07:44.595Z,,,45.5,,26.1,,54
2018-02-05T05:07:54.613Z,,,44.9,,26,,54
2018-02-05T05:08:04.587Z,,,44.7,,25.9,,54
2018-02-05T05:08:14.696Z,,,44.4,,25.7,,54
2018-02-05T05:08:24.635Z,,,43.9,,25.9,,54
2018-02-05T05:08:34.598Z,,,43.8,,26.1,,54
2018-02-05T05:08:44.598Z,,,43.5,,26.1,,54
2018-02-05T05:08:54.670Z,,,43.3,,26.1,,54
2018-02-05T05:09:04.594Z,,,43.1,,26.1,,54
2018-02-05T05:09:14.727Z,,,42.9,,26.1,,54
2018-02-05T05:09:24.624Z,41,0,45.5,,26,2,54
2018-02-05T05:09:34.592Z,34,,47.3,,26,,54
2018-02-05T05:09:44.600Z,29,,48.1,,26,,54
2018-02-05T05:09:54.584Z,,,49,,26,,54
2018-02-05T05:10:04.607Z,,,49.5,,26.1,,54
2018-02-05T05:10:14.699Z,,,50.1,,26.2,,54
2018-02-05T05:10:24.646Z,,,50.6,,26.3,,54
2018-02-05T05:10:34.641Z,,,51,,26.3,,54
2018-02-05T05:10:44.586Z,,,51.4,,26.5,,54
2018-02-05T05:10:54.593Z,,,51.7,,26.6,,54
2018-02-05T05:11:04.628Z,,,52,,26.7,,54
2018-02-05T05:11:14.761Z,,,52.1,,26.8,,54
2018-02-05T05:11:24.586Z,,,52.2,,26.8,,54
2018-02-05T05:11:34.616Z,,,52.4,,26.9,,54
2018-02-05T05:11:44.707Z,,,52.6,,27.1,,54
2018-02-05T05:11:54.597Z,,,52.7,,27.1,,54
2018-02-05T05:12:04.587Z,,,52.8,,27.2,,54
2018-02-05T05:12:14.687Z,,,,,27.2,,54
2018-02-05T05:12:24.585Z,,,52.9,,27.3,,54
2018-02-05T05:12:34.587Z,,,53,,27.3,,54
2018-02-05T05:12:44.591Z,,,,,27.4,,54
2018-02-05T05:12:54.636Z,,,53.1,,27.4,,54
2018-02-05T05:13:04.617Z,,,,,27.5,,54
2018-02-05T05:13:14.689Z,,,,,27.5,,54
2018-02-05T05:13:24.638Z,,,53.2,,27.5,,54
2018-02-05T05:13:34.608Z,30,,,,27.7,,54
2018-02-05T05:13:44.587Z,29,,53.3,,27.7,,54
2018-02-05T05:13:54.750Z,,,,,27.9,,54
2018-02-05T05:14:04.592Z,,,53.4,,27.9,,54
2018-02-05T05:14:14.722Z,,,,,27.8,,54
2018-02-05T05:14:24.658Z,,,53.5,,27.8,,54
2018-02-05T05:14:34.589Z,,,,,27.9,,54
2018-02-05T05:14:44.624Z,,,53.6,,27.9,,54
2018-02-05T05:14:54.645Z,,,,,27.9,,54
2018-02-05T05:15:04.590Z,,,53.7,,28,,54
2018-02-05T05:15:14.730Z,,,,,28,,54
2018-02-05T05:15:24.672Z,,,53.8,,28,,54
2018-02-05T05:15:34.631Z,,,,,28.1,,54
2018-02-05T05:15:44.583Z,30,,53.9,,28.1,,54
2018-02-05T05:15:54.667Z,29,,54,,28.1,,54
2018-02-05T05:16:04.591Z,,,,,28.1,,54
2018-02-05T05:16:14.875Z,,,54.1,,28.3,,54
2018-02-05T05:16:24.631Z,30,,54.3,,28.3,,54
2018-02-05T05:16:34.612Z,,,,,28.3,,54
2018-02-05T05:16:44.592Z,29,,54.4,,28.4,,54
2018-02-05T05:16:54.732Z,,,54.5,,28.6,,54
2018-02-05T05:17:04.584Z,,,54.6,,28.5,,54
2018-02-05T05:17:14.803Z,,,,,28.6,,54
2018-02-05T05:17:24.643Z,,,54.7,,28.4,,54
2018-02-05T05:17:34.586Z,,,54.8,,28.3,,54
2018-02-05T05:17:44.594Z,,,54.9,,28.3,,54
2018-02-05T05:17:54.591Z,,,,,28.4,,54
2018-02-05T05:18:04.616Z,,,55,,28.6,,54
2018-02-05T05:18:14.714Z,,,,,28.7,,54
2018-02-05T05:18:24.619Z,,,55.1,,28.4,,54
2018-02-05T05:18:34.701Z,,,55.2,,28.5,,54
2018-02-05T05:18:44.606Z,30,,,,28.6,,54
2018-02-05T05:18:54.635Z,29,,55.3,,29.2,,54
2018-02-05T05:19:04.673Z,,,,,29.5,,54
2018-02-05T05:19:14.751Z,,,55.4,,29.8,,54
2018-02-05T05:19:24.724Z,,,55.5,,30,,54
2018-02-05T05:19:34.634Z,,,,,30.1,,54
2018-02-05T05:19:45.071Z,,,55.6,,30.3,,54
2018-02-05T05:19:54.595Z,,,,,30.1,,54
2018-02-05T05:20:04.596Z,,,55.7,,30.2,,54
2018-02-05T05:20:14.813Z,,,,,30.3,,54
2018-02-05T05:20:24.695Z,,,55.9,,30.3,,54
2018-02-05T05:20:34.625Z,30,,,,30.2,,54
2018-02-05T05:20:44.607Z,29,,56,,30.1,,54
2018-02-05T05:20:54.695Z,,,,,30,,54
2018-02-05T05:21:04.740Z,,,,,30.1,,54
2018-02-05T05:21:14.731Z,,,56.1,,30.2,,54
2018-02-05T05:21:24.701Z,30,,,,30.3,,54
2018-02-05T05:21:34.643Z,29,,56.2,,30.3,,54
2018-02-05T05:21:44.591Z,,,56.3,,30.2,,54
2018-02-05T05:21:54.588Z,,,,,30.1,,54
2018-02-05T05:22:04.588Z,,,,,30,,54
2018-02-05T05:22:14.808Z,,,56.4,,30.1,,54
2018-02-05T05:22:24.705Z,,,,,30.1,,54
2018-02-05T05:22:34.589Z,,,,,30.1,,54
2018-02-05T05:22:44.627Z,,,56.5,,30,,54
2018-02-05T05:22:54.624Z,,,,,30.1,,54
2018-02-05T05:23:04.645Z,,,56.6,,30.2,,54
2018-02-05T05:23:14.825Z,,,,,30,,54
2018-02-05T05:23:24.617Z,,,,,30.2,,54
2018-02-05T05:23:34.663Z,30,,56.7,,30.2,,54
2018-02-05T05:23:44.697Z,29,,,,30,,54
2018-02-05T05:23:54.653Z,,,,,30.1,,54
2018-02-05T05:24:04.589Z,,,56.8,,29.8,,54
2018-02-05T05:24:14.751Z,,,,,30.1,,54
2018-02-05T05:24:24.619Z,,,,,30.1,,54
2018-02-05T05:24:34.601Z,,,56.9,,30.1,,54
2018-02-05T05:24:44.675Z,,,,,30.3,,54
2018-02-05T05:24:54.622Z,30,,57,,30.3,,54
2018-02-05T05:25:04.637Z,29,,,,30.2,,54
2018-02-05T05:25:14.850Z,30,,,,30.3,,54
2018-02-05T05:25:24.594Z,29,,57.1,,30.3,,54
2018-02-05T05:25:34.602Z,,,,,30.1,,54
2018-02-05T05:25:44.596Z,,,,,30.4,,54
2018-02-05T05:25:54.630Z,,,,,30.2,,54
2018-02-05T05:26:04.668Z,,,57.2,,30.3,,54
2018-02-05T05:26:14.726Z,30,,,,30.4,,54
2018-02-05T05:26:24.632Z,29,,,,30.4,,54
2018-02-05T05:26:34.835Z,,,57.3,,30.4,,54
2018-02-05T05:26:44.614Z,0,0,55.7,,30.3,2,54
2018-02-05T05:26:54.594Z,,,53.8,,30.2,,54
2018-02-05T05:27:04.681Z,,,52.9,,30,,54
2018-02-05T05:27:14.766Z,,,51.9,,29.6,,54
2018-02-05T05:27:24.865Z,,,51.4,,29.2,,54
2018-02-05T05:27:34.607Z,,,50.7,,28.7,,54
