Time,ChActive,PrimT,ActPow,HwActive,HwTOutlet,PrimTSet,HwTSet
2018-02-11T00:32:36.388Z,,,,,17,,54
2018-02-11T00:32:46.378Z,,,,,17,,54
2018-02-11T00:32:56.383Z,,35.8,,,17,,54
2018-02-11T00:33:06.390Z,,,,,16.8,,54
2018-02-11T00:33:16.390Z,,,,,16.8,,54
2018-02-11T00:33:26.379Z,,,,,16.8,,54
2018-02-11T00:33:36.382Z,,,,,16.7,,54
2018-02-11T00:33:46.379Z,,,,,16.7,,54
2018-02-11T00:33:56.380Z,,,,,16.7,,54
2018-02-11T00:34:06.382Z,,,,,16.7,,54
2018-02-11T00:34:16.388Z,,35.7,,,16.5,,54
2018-02-11T00:34:26.384Z,,,,,16.5,,54
2018-02-11T00:34:36.419Z,,,,,16.5,,54
2018-02-11T00:34:46.446Z,,,,,16.5,,54
2018-02-11T00:34:56.379Z,,,,,16.4,,54
2018-02-11T00:35:06.382Z,,,,,16.4,,54
2018-02-11T00:35:16.381Z,,,,,16.4,,54
2018-02-11T00:35:26.402Z,,,,,16.4,,54
2018-02-11T00:35:36.432Z,,35.6,,,16.2,,54
2018-02-11T00:35:46.402Z,,,,,16.2,,54
2018-02-11T00:35:56.451Z,,,,,16.2,,54
2018-02-11T00:36:06.382Z,,,,,16.2,,54
2018-02-11T00:36:16.456Z,,,,,16.1,,54
2018-02-11T00:36:26.402Z,,,,,16.1,,54
2018-02-11T00:36:36.383Z,,,,,16.1,,54
2018-02-11T00:36:46.406Z,,,,,16.1,,54
2018-02-11T00:36:56.386Z,,,,,16.1,,54
2018-02-11T00:37:06.383Z,,,,,16.1,,54
2018-02-11T00:37:16.401Z,,35.5,,,15.9,,54
2018-02-11T00:37:26.477Z,,35.6,,,15.9,,54
2018-02-11T00:37:36.381Z,,35.5,,,15.9,,54
2018-02-11T00:37:46.413Z,,,,,15.9,,54
2018-02-11T00:37:56.402Z,,,,,15.9,,54
2018-02-11T00:38:06.414Z,,,,,15.7,,54
2018-02-11T00:38:16.636Z,,,,,15.7,,54
2018-02-11T00:38:26.483Z,,,,,15.7,,54
2018-02-11T00:38:36.412Z,,,,,15.7,,54
2018-02-11T00:38:46.503Z,,,,,15.7,,54
2018-02-11T00:38:56.456Z,,,,,15.6,,54
2018-02-11T00:39:06.402Z,,,,,15.7,,54
2018-02-11T00:39:16.406Z,1,35.4,,0,15.6,61,54
2018-02-11T00:39:26.386Z,0,35.4,,0,15.6,5,54
2018-02-11T00:39:36.414Z,,,,,15.6,,54
2018-02-11T00:39:46.382Z,,,,,15.6,,54
2018-02-11T00:39:56.380Z,1,,,0,15.6,61,54
2018-02-11T00:40:06.446Z,,,,,15.6,,54
2018-02-11T00:40:16.525Z,,,,,15.4,,54
2018-02-11T00:40:26.497Z,,,,,15.4,,54
2018-02-11T00:40:36.407Z,,,,,15.4,,54
2018-02-11T00:40:46.387Z,,,,,15.4,,54
2018-02-11T00:40:56.473Z,,,,,15.4,,54
2018-02-11T00:41:06.388Z,,,,,15.4,,54
2018-02-11T00:41:16.491Z,,,,,15.4,,54
2018-02-11T00:41:26.429Z,,,,,15.4,,54
2018-02-11T00:41:36.542Z,,35.3,,,15.3,,54
2018-02-11T00:41:46.479Z,,,,,15.3,,54
2018-02-11T00:41:56.406Z,,,,,15.3,,54
2018-02-11T00:42:06.462Z,,,,,15.3,,54
2018-02-11T00:42:16.459Z,,,,,15.3,,54
2018-02-11T00:42:26.405Z,,,,,15.3,,54
2018-02-11T00:42:36.480Z,,,,,15.1,,54
2018-02-11T00:42:46.387Z,,,,,15.1,,54
2018-02-11T00:42:56.412Z,,,,,15.1,,54
2018-02-11T00:43:06.398Z,,,,,15.1,,54
2018-02-11T00:43:16.504Z,,,,,15.1,,54
2018-02-11T00:43:31.742Z,,,,,15.1,,54
2018-02-11T00:43:36.460Z,,,,,15,,54
2018-02-11T00:43:46.434Z,,,,,15,,54
2018-02-11T00:43:56.398Z,,,,,15,,54
2018-02-11T00:44:06.459Z,,,,,15,,54
2018-02-11T00:44:16.441Z,,35.2,,,15,,54
2018-02-11T00:44:26.425Z,,,,,15,,54
2018-02-11T00:44:36.386Z,,,,,15,,54
2018-02-11T00:44:46.523Z,,,,,15,,54
2018-02-11T00:44:56.388Z,,,,,15,,54
2018-02-11T00:45:06.456Z,,,,,15,,54
2018-02-11T00:45:16.385Z,,,,,14.8,,54
2018-02-11T00:45:26.468Z,,,,,14.8,,54
2018-02-11T00:45:36.391Z,,,,,14.8,,54
2018-02-11T00:45:46.403Z,,,,,14.8,,54
2018-02-11T00:45:56.402Z,,,,,14.8,,54
2018-02-11T00:46:06.653Z,,,,,14.8,,54
2018-02-11T00:46:16.472Z,,,,,14.7,,54
2018-02-11T00:46:26.385Z,1,,,0,14.7,,54
2018-02-11T00:46:36.484Z,,39.3,38,,14.7,,54
2018-02-11T00:46:46.426Z,,38.9,29,,14.8,,54
2018-02-11T00:46:56.394Z,,38,29,,15.3,,54
2018-02-11T00:47:06.456Z,,38.6,,,16.4,,54
2018-02-11T00:47:16.413Z,,38.9,,,17,,54
2018-02-11T00:47:26.394Z,,38.8,,,17.7,,54
2018-02-11T00:47:36.386Z,,,,,18.2,,54
2018-02-11T00:47:46.402Z,,38.7,,,18.6,,54
2018-02-11T00:47:56.436Z,,38.6,,,18.9,,54
2018-02-11T00:48:06.395Z,,,,,19.3,,54
2018-02-11T00:48:16.416Z,,,,,19.6,,54
2018-02-11T00:48:26.436Z,,38.7,,,19.7,,54
2018-02-11T00:48:36.389Z,,,,,20,,54
2018-02-11T00:48:46.484Z,,38.8,30,,20,,54
2018-02-11T00:48:56.507Z,,38.9,29,,20.2,,54
2018-02-11T00:49:06.397Z,,39.1,,,20.4,,54
2018-02-11T00:49:16.393Z,,39.2,30,,20.5,,54
2018-02-11T00:49:26.414Z,,39.4,29,,20.6,,54
2018-02-11T00:49:36.418Z,,39.5,,,20.8,,54
2018-02-11T00:49:46.453Z,,39.7,,,20.8,,54
2018-02-11T00:49:56.390Z,,39.9,,,21.1,,54
2018-02-11T00:50:06.554Z,,40,,,21.2,,54
2018-02-11T00:50:16.481Z,,40.2,30,,21.3,,54
2018-02-11T00:50:26.388Z,,40.3,29,,21.3,,54
2018-02-11T00:50:36.391Z,,40.5,,,21.5,,54
2018-02-11T00:50:46.407Z,,40.6,,,21.7,,54
2018-02-11T00:50:56.449Z,,40.7,,,21.7,,54
2018-02-11T00:51:06.398Z,,41,,,21.9,,54
2018-02-11T00:51:16.489Z,,41.1,,,22,,54
2018-02-11T00:51:26.540Z,1,40.7,0,0,22.1,,54
2018-02-11T00:51:36.481Z,,37.9,,,22.2,,54
2018-02-11T00:51:46.702Z,,37.4,,,22.2,,54
2018-02-11T00:51:56.576Z,,36.7,,,22.1,,54
2018-02-11T00:52:06.531Z,,35.8,,,22,,54
2018-02-11T00:52:16.411Z,,35.4,,,21.9,,54
2018-02-11T00:52:26.511Z,,34.9,,,21.6,,54
2018-02-11T00:52:36.571Z,,34.5,,,21.5,,54
2018-02-11T00:52:46.545Z,,34.1,,,21.5,,54
2018-02-11T00:52:56.388Z,,33.8,,,21.3,,54
2018-02-11T00:53:06.485Z,,33.6,,,21.2,,54
2018-02-11T00:53:16.414Z,,33.3,,,21.2,,54
2018-02-11T00:53:36.421Z,,32.9,,,20.9,,54
2018-02-11T00:53:46.550Z,,32.7,,,20.8,,54
2018-02-11T00:53:56.395Z,,32.6,,,20.6,,54
2018-02-11T00:54:06.441Z,,32.5,,,20.6,,54
2018-02-11T00:54:16.441Z,,32.3,,,20.6,,54
2018-02-11T00:54:26.393Z,,32.3,,,20.5,,54
2018-02-11T00:54:36.652Z,,,,,20.4,,54
2018-02-11T00:54:46.395Z,,,,,20.2,,54
2018-02-11T00:54:56.454Z,,,,,20.2,,54
2018-02-11T00:55:06.405Z,,,,,20.2,,54
2018-02-11T00:55:16.414Z,,,,,20.2,,54
2018-02-11T00:55:26.564Z,,,,,20,,54
2018-02-11T00:55:36.465Z,,,,,19.7,,54
2018-02-11T00:55:46.400Z,,,,,19.4,,54
2018-02-11T00:55:56.512Z,,,,,19.2,,54
2018-02-11T00:56:06.793Z,,,,,19,,54
2018-02-11T00:56:16.468Z,,,,,18.8,,54
2018-02-11T00:56:26.426Z,,,,,18.6,,54
2018-02-11T00:56:36.611Z,,,,,18.4,,54
2018-02-11T00:56:46.597Z,,,,,18.2,,54
2018-02-11T00:56:56.476Z,,32.4,,,18.1,,54
2018-02-11T00:57:06.439Z,,,,,17.9,,54
2018-02-11T00:57:16.438Z,,,,,17.8,,54
2018-02-11T00:57:26.447Z,,32.5,,,17.7,,54
2018-02-11T00:57:36.482Z,,,,,17.5,,54
2018-02-11T00:57:46.522Z,,32.6,,,17.4,,54
2018-02-11T00:57:56.446Z,,,,,17.3,,54
2018-02-11T00:58:06.528Z,,32.7,,,17.1,,54
2018-02-11T00:58:16.481Z,,,,,17,,54
2018-02-11T00:58:26.495Z,,,,,16.8,,54
2018-02-11T00:58:36.408Z,,32.8,,,16.8,,54
2018-02-11T00:58:46.485Z,,,,,16.7,,54
2018-02-11T00:58:56.418Z,,,,,16.7,,54
2018-02-11T00:59:06.457Z,,32.9,,,16.5,,54
2018-02-11T00:59:16.399Z,,,,,16.5,,54
2018-02-11T00:59:26.423Z,,,,,16.4,,54
2018-02-11T00:59:36.559Z,,32.9,,,16.4,,54
2018-02-11T00:59:46.493Z,,33.1,,,16.2,,54
2018-02-11T00:59:56.438Z,,,,,16.2,,54
2018-02-11T01:00:06.449Z,,,,,16.1,,54
2018-02-11T01:00:16.398Z,,,,,16.1,,54
2018-02-11T01:00:26.430Z,,,,,16.1,,54
2018-02-11T01:00:36.395Z,,,,,15.9,,54
2018-02-11T01:00:46.395Z,,,,,15.9,,54
2018-02-11T01:00:56.401Z,,,,,15.9,,54
2018-02-11T01:01:06.480Z,,,,,15.7,,54
2018-02-11T01:01:16.572Z,,,,,15.7,,54
2018-02-11T01:01:26.392Z,,,,,15.7,,54
2018-02-11T01:01:36.400Z,,,,,15.7,,54
2018-02-11T01:01:46.446Z,1,32.8,45,0,15.6,,54
2018-02-11T01:01:56.542Z,,38.2,32,,15.6,,54
2018-02-11T01:02:06.409Z,,37.9,29,,15.7,,54
2018-02-11T01:02:16.395Z,,37.2,,,16.2,,54
2018-02-11T01:02:26.424Z,,38.2,,,17.1,,54
2018-02-11T01:02:36.400Z,,38.6,,,17.4,,54
2018-02-11T01:02:46.416Z,,39.1,,,17.7,,54
2018-02-11T01:02:56.441Z,,39.3,,,18.4,,54
2018-02-11T01:03:06.486Z,,39.5,,,19.2,,54
2018-02-11T01:03:16.403Z,,39.8,,,19.6,,54
2018-02-11T01:03:26.619Z,,40,,,19.8,,54
2018-02-11T01:03:36.399Z,,40.1,,,20.4,,54
2018-02-11T01:03:46.630Z,,40.3,,,20.4,,54
2018-02-11T01:03:56.645Z,,40.5,,,20.6,,54
2018-02-11T01:04:06.397Z,,40.6,,,20.8,,54
2018-02-11T01:04:16.434Z,,40.8,,,20.9,,54
2018-02-11T01:04:26.454Z,,41,,,21.1,,54
2018-02-11T01:04:36.409Z,,41.1,,,21.3,,54
2018-02-11T01:04:46.438Z,,41.3,,,21.5,,54
2018-02-11T01:04:56.409Z,,41.4,,,21.5,,54
2018-02-11T01:05:06.407Z,,41.6,,,21.6,,54
2018-02-11T01:05:16.406Z,,41.8,,,21.7,,54
2018-02-11T01:05:26.402Z,,42,,,21.9,,54
2018-02-11T01:05:36.440Z,,,,,22,,54
2018-02-11T01:05:46.516Z,,42.2,,,22.1,,54
2018-02-11T01:05:56.442Z,,42.3,,,22.2,,54
2018-02-11T01:06:06.404Z,,42.6,,,22.2,,54
2018-02-11T01:06:16.414Z,,42.7,30,,22.4,,54
2018-02-11T01:06:26.566Z,,42.9,29,,22.5,,54
2018-02-11T01:06:36.446Z,,43.1,,,22.5,,54
2018-02-11T01:06:46.417Z,,43.2,,,22.5,,54
2018-02-11T01:06:56.407Z,,43.3,,,22.6,,54
2018-02-11T01:07:06.488Z,,43.5,,,22.6,,54
2018-02-11T01:07:16.410Z,,43.6,,,22.6,,54
2018-02-11T01:07:26.398Z,1,41.7,0,0,22.6,,54
2018-02-11T01:07:36.400Z,,40.4,,,22.7,,54
2018-02-11T01:07:46.401Z,,39.6,,,22.6,,54
2018-02-11T01:07:56.419Z,,38.7,,,22.5,,54
2018-02-11T01:08:06.399Z,,37.9,,,22.2,,54
2018-02-11T01:08:16.502Z,,37.6,,,22.1,,54
2018-02-11T01:08:26.463Z,,36.9,,,21.9,,54
2018-02-11T01:08:36.397Z,,36.6,,,21.7,,54
2018-02-11T01:08:46.491Z,,36.3,,,21.6,,54
2018-02-11T01:08:56.495Z,,35.9,,,21.5,,54
2018-02-11T01:09:06.407Z,,35.7,,,21.3,,54
2018-02-11T01:09:16.427Z,,35.4,,,21.2,,54
2018-02-11T01:09:26.399Z,,35.2,,,21.1,,54
2018-02-11T01:09:36.428Z,,34.9,,,20.9,,54
2018-02-11T01:09:46.401Z,,34.8,,,20.8,,54
2018-02-11T01:09:56.408Z,,34.6,,,20.6,,54
2018-02-11T01:10:06.420Z,,34.5,,,20.5,,54
2018-02-11T01:10:16.471Z,,34.4,,,20.4,,54
2018-02-11T01:10:26.411Z,,34.3,,,20.4,,54
2018-02-11T01:10:36.426Z,,,,,20.2,,54
2018-02-11T01:10:46.453Z,,,,,20,,54
2018-02-11T01:10:56.420Z,,,,,20.1,,54
2018-02-11T01:11:06.456Z,,,,,20.1,,54
2018-02-11T01:11:16.619Z,,34.2,,,19.8,,54
2018-02-11T01:11:26.446Z,1,34.5,45,0,19.6,,54
2018-02-11T01:11:36.643Z,,40.3,34,,19.3,,54
2018-02-11T01:11:46.468Z,,40.6,29,,19.3,,54
2018-02-11T01:11:56.618Z,,40.1,29,,19.6,,54
2018-02-11T01:12:06.441Z,,41,,,20.2,,54
2018-02-11T01:12:16.478Z,,41.3,,,20.5,,54
2018-02-11T01:12:26.410Z,,41.8,,,20.8,,54
2018-02-11T01:12:36.554Z,,42.1,,,21.1,,54
2018-02-11T01:12:46.483Z,,42.4,,,21.3,,54
2018-02-11T01:12:56.483Z,,42.8,,,21.3,,54
2018-02-11T01:13:06.512Z,,43.1,,,21.5,,54
2018-02-11T01:13:16.413Z,1,42.6,0,0,21.6,,54
2018-02-11T01:13:26.545Z,,39.9,,,21.7,,54
2018-02-11T01:13:36.656Z,,39.4,,,21.6,,54
2018-02-11T01:13:46.407Z,,38.7,,,21.5,,54
2018-02-11T01:13:56.416Z,,37.9,,,21.2,,54
2018-02-11T01:14:06.613Z,,37.5,,,21.1,,54
2018-02-11T01:14:16.522Z,,36.9,,,20.9,,54
2018-02-11T01:14:26.414Z,,36.6,,,20.8,,54
2018-02-11T01:14:36.478Z,,36.3,,,20.6,,54
2018-02-11T01:14:46.479Z,,35.9,,,20.5,,54
2018-02-11T01:14:56.476Z,,35.8,,,20.5,,54
2018-02-11T01:15:06.474Z,,35.5,,,20.5,,54
2018-02-11T01:15:16.445Z,,35.3,,,20.4,,54
2018-02-11T01:15:26.410Z,1,35.1,0,0,20.4,61,54
2018-02-11T01:15:36.487Z,,34.9,,,20.2,,54
2018-02-11T01:15:46.401Z,,34.7,,,20.2,,54
2018-02-11T01:15:56.405Z,,34.6,,,20.2,,54
2018-02-11T01:16:06.465Z,,34.5,,,20.1,,54
2018-02-11T01:16:16.406Z,,34.4,,,20.1,,54
2018-02-11T01:16:26.537Z,,,,,20.1,,54
2018-02-11T01:16:36.457Z,,,,,19.8,,54
2018-02-11T01:16:46.405Z,,,,,20,,54
2018-02-11T01:16:56.436Z,,,,,20.1,,54
2018-02-11T01:17:06.509Z,,,,,20,,54
2018-02-11T01:17:16.421Z,,34.3,,,19.7,,54
2018-02-11T01:17:26.710Z,,,,,19.6,,54
2018-02-11T01:17:36.403Z,,,,,19.3,,54
2018-02-11T01:17:46.407Z,,34.4,,,19,,54
2018-02-11T01:17:56.411Z,,,,,18.9,,54
2018-02-11T01:18:06.469Z,,,,,18.6,,54
2018-02-11T01:18:16.432Z,,,,,18.5,,54
2018-02-11T01:18:26.404Z,,,,,18.4,,54
2018-02-11T01:18:36.470Z,1,36.2,43,0,18.2,,54
