Time,HwTOutlet,ChActive,ActPow,PrimTSet,PrimT,HwTSet,HwActive
2017-12-07T09:58:03.583Z,25.4,,,,54.5,54,
2017-12-07T09:58:13.493Z,41.5,,,,54.3,54,
2017-12-07T09:58:23.474Z,50.8,,,,54.1,54,
2017-12-07T09:58:33.478Z,51.7,,,,54,54,
2017-12-07T09:58:43.495Z,49.8,,,,53.9,54,
2017-12-07T09:58:58.588Z,44.7,1,,61,,54,0
2017-12-07T09:59:03.582Z,40.3,,,,53.8,54,
2017-12-07T09:59:13.471Z,36.1,,,,53.6,54,
2017-12-07T09:59:23.474Z,32.6,,,,53.4,54,
2017-12-07T09:59:33.479Z,30.2,,,,53,54,
2017-12-07T09:59:43.525Z,28,,,,52.7,54,
2017-12-07T09:59:53.488Z,26.1,,,,52.2,54,
2017-12-07T10:00:03.574Z,24.5,,,,51.8,54,
2017-12-07T10:00:13.476Z,23.7,,,,51.5,54,
2017-12-07T10:00:23.482Z,22.6,,,,51.3,54,
2017-12-07T10:00:33.500Z,21.9,,,,51.2,54,
2017-12-07T10:00:43.485Z,21.2,,,,51,54,
2017-12-07T10:00:53.491Z,20.6,,,,50.9,54,
2017-12-07T10:01:03.613Z,20.1,,,,,54,
2017-12-07T10:01:13.498Z,19.6,,,,50.7,54,
2017-12-07T10:01:23.517Z,19.2,1,39,,52.6,54,0
2017-12-07T10:01:33.472Z,19.6,,29,,54.9,54,
2017-12-07T10:01:43.488Z,20.2,,,,53.5,54,
2017-12-07T10:01:53.487Z,21.1,,30,,53.6,54,
2017-12-07T10:02:04.569Z,21.6,,29,,53.8,54,
2017-12-07T10:02:13.509Z,22.1,,,,53.4,54,
2017-12-07T10:02:23.494Z,22.5,,,,53.3,54,
2017-12-07T10:02:33.482Z,22.6,,,,53.1,54,
2017-12-07T10:02:43.515Z,22.6,,29,,52.9,54,
2017-12-07T10:02:53.500Z,22.7,,30,,52.8,54,
2017-12-07T10:03:03.591Z,22.6,,29,,,54,
2017-12-07T10:03:13.534Z,22.6,,,,,54,
2017-12-07T10:03:23.480Z,22.5,,,,52.9,54,
2017-12-07T10:03:33.486Z,22.6,,,,,54,
2017-12-07T10:03:44.194Z,22.5,,,,53,54,
2017-12-07T10:03:53.497Z,22.4,,,,53.1,54,
2017-12-07T10:04:03.613Z,22.4,,,,53.2,54,
2017-12-07T10:04:13.554Z,22.4,,,,53.3,54,
2017-12-07T10:04:23.533Z,22.5,,30,,53.4,54,
2017-12-07T10:04:33.525Z,22.2,,29,,53.5,54,
2017-12-07T10:04:43.485Z,22,,,,,54,
2017-12-07T10:04:53.479Z,22.7,,,,53.6,54,
2017-12-07T10:05:03.601Z,23.1,,,,,54,
2017-12-07T10:05:13.492Z,23,,,,53.7,54,
2017-12-07T10:05:23.501Z,23.3,,,,53.8,54,
2017-12-07T10:05:33.477Z,23.3,,,,,54,
2017-12-07T10:05:43.485Z,23.4,,,,53.9,54,
2017-12-07T10:05:53.471Z,23.4,,30,,54,54,
2017-12-07T10:06:03.584Z,23.9,,29,,54.1,54,
2017-12-07T10:06:13.483Z,23.3,,,,,54,
2017-12-07T10:06:23.473Z,22.7,,,,54.3,54,
2017-12-07T10:06:33.511Z,22.5,,,,54.4,54,
2017-12-07T10:06:43.490Z,22.5,,,,54.5,54,
2017-12-07T10:06:58.572Z,22.6,,,,54.6,54,
2017-12-07T10:07:03.643Z,22.8,,,,54.7,54,
2017-12-07T10:07:13.473Z,23.1,,,,,54,
2017-12-07T10:07:23.506Z,23.3,,,,54.8,54,
2017-12-07T10:07:33.487Z,23.6,,,,54.9,54,
2017-12-07T10:07:43.481Z,23.8,,,,55,54,
2017-12-07T10:07:53.503Z,24,,,,55.1,54,
2017-12-07T10:08:03.606Z,24.4,,,,,54,
2017-12-07T10:08:13.475Z,24.7,,,,55.2,54,
2017-12-07T10:08:23.522Z,24.9,1,0,,55.3,54,0
2017-12-07T10:08:33.494Z,25.3,,,,52.8,54,
2017-12-07T10:08:43.483Z,25.5,,,,51.5,54,
2017-12-07T10:08:53.500Z,25.7,,,,50.9,54,
2017-12-07T10:09:03.574Z,26,,,,49.9,54,
2017-12-07T10:09:13.475Z,26.1,,,,49.2,54,
2017-12-07T10:09:23.554Z,26.2,,,,48.7,54,
2017-12-07T10:09:33.506Z,26.3,,,,48.2,54,
2017-12-07T10:09:43.505Z,26.5,,,,47.7,54,
2017-12-07T10:09:53.483Z,26.6,,,,47.2,54,
2017-12-07T10:10:03.592Z,26.7,,,,46.8,54,
2017-12-07T10:10:13.521Z,26.8,,,,46.5,54,
2017-12-07T10:10:23.483Z,26.9,,,,46.2,54,
2017-12-07T10:10:33.481Z,26.9,,,,45.9,54,
2017-12-07T10:10:43.499Z,27.1,,,,45.6,54,
2017-12-07T10:10:53.493Z,27.2,,,,45.4,54,
2017-12-07T10:11:03.612Z,27.3,,,,45.1,54,
2017-12-07T10:11:13.544Z,27.4,,,,44.9,54,
2017-12-07T10:11:23.480Z,27.5,,,,44.7,54,
2017-12-07T10:11:33.477Z,27.7,,,,,54,
2017-12-07T10:11:43.484Z,27.8,,,,,54,
2017-12-07T10:11:53.497Z,27.9,,,,,54,
2017-12-07T10:12:03.619Z,28,,,,,54,
2017-12-07T10:12:13.494Z,28.1,,,,,54,
2017-12-07T10:12:23.480Z,28.3,,,,,54,
2017-12-07T10:12:33.536Z,28.3,,,,,54,
2017-12-07T10:12:43.492Z,28.1,,,,,54,
2017-12-07T10:12:53.765Z,28,,,,,54,
2017-12-07T10:13:08.649Z,27.9,,,,,54,
2017-12-07T10:13:13.478Z,27.8,,,,,54,
2017-12-07T10:13:23.482Z,27.7,,,,,54,
2017-12-07T10:13:33.480Z,27.4,,,,44.8,54,
2017-12-07T10:13:43.480Z,27.3,,,,,54,
2017-12-07T10:13:53.491Z,27.2,,,,,54,
2017-12-07T10:14:03.595Z,27.1,,,,44.9,54,
2017-12-07T10:14:13.498Z,26.9,,,,45,54,
2017-12-07T10:14:23.489Z,26.9,,,,,54,
2017-12-07T10:14:33.482Z,26.8,,,,45.1,54,
2017-12-07T10:14:43.503Z,26.7,,,,,54,
2017-12-07T10:14:53.492Z,27.7,0,,0,44.5,54,0
2017-12-07T10:15:03.598Z,28.4,,,,42.7,54,
2017-12-07T10:15:13.541Z,29.1,,,,43.2,54,
2017-12-07T10:15:23.535Z,32,,,,43.3,54,
2017-12-07T10:15:33.504Z,34.9,,,,,54,
2017-12-07T10:15:43.495Z,36.7,,,,,54,
2017-12-07T10:15:53.540Z,38.3,1,,61,,54,0
2017-12-07T10:16:03.585Z,39.4,,,,43.2,54,
2017-12-07T10:16:13.478Z,40.5,,,,,54,
2017-12-07T10:16:23.480Z,41.1,,,,,54,
2017-12-07T10:16:33.505Z,41.4,,,,,54,
2017-12-07T10:16:43.486Z,41.6,,,,,54,
2017-12-07T10:16:58.608Z,41.7,,,,43.1,54,
2017-12-07T10:17:03.599Z,41.7,,,,,54,
2017-12-07T10:17:13.481Z,41.6,,,,,54,
2017-12-07T10:17:23.499Z,41.3,,,,,54,
2017-12-07T10:17:33.540Z,40.7,,,,43,54,
2017-12-07T10:17:43.564Z,40.1,,,,,54,
2017-12-07T10:17:53.566Z,39.5,,,,,54,
2017-12-07T10:18:03.593Z,38.7,,,,42.9,54,
2017-12-07T10:18:13.507Z,38,,,,,54,
2017-12-07T10:18:23.499Z,37.4,,,,,54,
2017-12-07T10:18:33.532Z,36.7,,,,42.8,54,
2017-12-07T10:18:43.564Z,36.2,,,,,54,
2017-12-07T10:18:53.499Z,35.7,,,,,54,
2017-12-07T10:19:03.609Z,35.1,,,,,54,
2017-12-07T10:19:13.492Z,34.5,,,,,54,
2017-12-07T10:19:23.517Z,34.1,,,,42.7,54,
2017-12-07T10:19:33.522Z,33.6,,,,,54,
2017-12-07T10:19:43.489Z,33.1,,,,,54,
2017-12-07T10:19:53.496Z,32.6,,,,,54,
2017-12-07T10:20:03.585Z,32.2,,,,,54,
2017-12-07T10:20:13.493Z,31.9,,,,,54,
2017-12-07T10:20:23.491Z,31.5,,,,,54,
2017-12-07T10:20:33.497Z,31.2,,,,,54,
2017-12-07T10:20:43.488Z,30.8,,,,,54,
2017-12-07T10:20:53.494Z,30.4,,,,,54,
2017-12-07T10:21:03.598Z,30.2,,,,,54,
2017-12-07T10:21:13.487Z,29.8,,,,,54,
2017-12-07T10:21:23.488Z,29.6,,,,,54,
2017-12-07T10:21:34.181Z,29.3,,,,42.6,54,
2017-12-07T10:21:43.505Z,29,1,45,,42.8,54,0
2017-12-07T10:21:53.491Z,28.7,,33,,48.2,54,
2017-12-07T10:22:03.600Z,28.6,,29,,47.6,54,
2017-12-07T10:22:13.487Z,28.7,,,,47,54,
2017-12-07T10:22:23.489Z,29.1,,,,48.1,54,
2017-12-07T10:22:33.495Z,29.3,,,,48.4,54,
2017-12-07T10:22:43.486Z,29.7,,,,48.3,54,
2017-12-07T10:22:53.482Z,30.1,,,,,54,
2017-12-07T10:23:03.604Z,30.3,,,,48.2,54,
2017-12-07T10:23:13.514Z,30.6,,,,48.1,54,
2017-12-07T10:23:23.488Z,30.7,,,,,54,
2017-12-07T10:23:33.489Z,30.8,,,,48,54,
2017-12-07T10:23:43.486Z,30.9,,30,,48.1,54,
2017-12-07T10:23:53.491Z,30.9,,29,,,54,
2017-12-07T10:24:03.623Z,31,,30,,48.2,54,
2017-12-07T10:24:13.506Z,31,,29,,48.3,54,
2017-12-07T10:24:23.541Z,31,,,,48.4,54,
2017-12-07T10:24:33.520Z,31,,30,,,54,
2017-12-07T10:24:43.504Z,31,,,,48.5,54,
2017-12-07T10:24:53.512Z,31,,29,,48.6,54,
2017-12-07T10:25:03.606Z,31,,,,48.7,54,
2017-12-07T10:25:13.489Z,31.2,,,,48.8,54,
2017-12-07T10:25:23.491Z,31.2,,,,48.9,54,
2017-12-07T10:25:33.492Z,31.2,,29,,49,54,
2017-12-07T10:25:43.489Z,31.3,,,,49.1,54,
2017-12-07T10:25:53.493Z,31.4,,30,,49.2,54,
2017-12-07T10:26:03.600Z,31.4,,29,,49.3,54,
2017-12-07T10:26:13.496Z,31.4,,,,49.5,54,
2017-12-07T10:26:23.485Z,31.4,,,,49.6,54,
2017-12-07T10:26:33.496Z,31.5,,,,49.7,54,
2017-12-07T10:26:43.490Z,31.5,,,,49.8,54,
2017-12-07T10:26:53.526Z,31.6,,,,49.9,54,
2017-12-07T10:27:03.638Z,31.6,,,,50.1,54,
2017-12-07T10:27:13.489Z,31.8,,,,50.2,54,
2017-12-07T10:27:23.487Z,31.8,,,,50.3,54,
2017-12-07T10:27:33.526Z,31.9,,,,50.4,54,
2017-12-07T10:27:43.508Z,31.9,,,,50.5,54,
2017-12-07T10:27:53.529Z,32,,,,50.6,54,
2017-12-07T10:28:03.605Z,32.1,,,,50.9,54,
2017-12-07T10:28:13.501Z,32.1,,,,51,54,
2017-12-07T10:28:28.619Z,32.2,,,,51.1,54,
2017-12-07T10:28:33.517Z,32.2,,,,51.2,54,
2017-12-07T10:28:43.513Z,32.3,,,,51.4,54,
2017-12-07T10:28:53.533Z,32.4,,,,51.5,54,
2017-12-07T10:29:03.596Z,32.4,,,,51.6,54,
2017-12-07T10:29:13.502Z,32.4,,,,51.7,54,
2017-12-07T10:29:23.487Z,,,,,51.8,,
2017-12-07T10:29:33.499Z,32.4,,30,,51.9,54,
2017-12-07T10:29:43.493Z,32.5,,29,,52,54,
2017-12-07T10:29:53.494Z,32.5,,,,52.1,54,
2017-12-07T10:30:21.053Z,32.6,,29,,52.3,54,
2017-12-07T10:30:23.517Z,,1,0,,51.4,,0
2017-12-07T10:30:33.514Z,32.6,,,,49.2,54,
2017-12-07T10:30:43.500Z,32.6,,,,48.3,54,
2017-12-07T10:30:54.242Z,32.5,,,,47.6,54,
2017-12-07T10:31:03.567Z,32.3,,,,46.7,54,
2017-12-07T10:31:13.493Z,32.2,,,,46.1,54,
2017-12-07T10:31:23.521Z,32.1,,,,45.7,54,
2017-12-07T10:31:33.492Z,32,,,,45.2,54,
2017-12-07T10:31:43.495Z,32,,,,44.8,54,
2017-12-07T10:31:53.512Z,31.9,,,,44.4,54,
2017-12-07T10:32:03.679Z,31.8,1,39,,48.3,54,0
2017-12-07T10:32:13.501Z,,,29,,51,,
2017-12-07T10:32:23.503Z,31.6,,,,49.2,54,
2017-12-07T10:32:33.515Z,31.4,,,,50.4,54,
2017-12-07T10:32:43.506Z,31.4,,,,50.9,54,
2017-12-07T10:32:53.613Z,31.5,,,,51.2,54,
2017-12-07T10:33:03.601Z,31.8,,,,51.5,54,
2017-12-07T10:33:13.496Z,31.9,,,,51.8,54,
2017-12-07T10:33:23.504Z,,,,,52,,
2017-12-07T10:33:33.502Z,32.3,,,,52.3,54,
2017-12-07T10:33:43.499Z,32.4,,,,52.6,54,
2017-12-07T10:33:53.489Z,32.5,,,,52.8,54,
2017-12-07T10:34:08.678Z,32.6,,,,53,54,
2017-12-07T10:34:13.496Z,32.6,,,,53.1,54,
2017-12-07T10:34:23.500Z,32.7,,,,53.3,54,
2017-12-07T10:34:33.503Z,32.7,,,,53.4,54,
2017-12-07T10:34:43.499Z,32.8,,,,,54,
2017-12-07T10:34:53.520Z,32.9,,,,53.5,54,
2017-12-07T10:35:03.645Z,33.1,,,,53.6,54,
2017-12-07T10:35:18.628Z,33.2,,30,,53.7,54,
2017-12-07T10:35:28.628Z,33.3,,29,,53.8,54,
2017-12-07T10:35:38.724Z,33.4,,,,,54,
2017-12-07T10:35:43.529Z,33.4,,,,53.9,54,
2017-12-07T10:35:53.499Z,33.5,,,,54,54,
2017-12-07T10:36:08.692Z,33.6,,,,,54,
2017-12-07T10:36:13.499Z,33.6,,,,54.1,54,
2017-12-07T10:36:23.496Z,33.8,,,,,54,
2017-12-07T10:36:33.545Z,19,0,62,0,56,54,2
2017-12-07T10:36:43.495Z,49.1,,60,,53.5,54,
2017-12-07T10:36:53.499Z,49.1,,77,,53.2,54,
2017-12-07T10:37:03.598Z,51.4,,72,,54.8,54,
2017-12-07T10:37:13.518Z,53.3,,64,,56,54,
2017-12-07T10:37:23.493Z,,,58,,56.5,,
2017-12-07T10:37:38.603Z,54.8,,48,,56.6,54,
2017-12-07T10:37:43.497Z,54.3,,51,,56.1,54,
2017-12-07T10:37:53.500Z,54,,52,,56,54,
2017-12-07T10:38:03.621Z,53.8,,47,,55.9,54,
2017-12-07T10:38:18.594Z,54.3,,46,,55.7,54,
2017-12-07T10:38:23.498Z,54.1,,,,,54,
2017-12-07T10:38:33.532Z,54,,46,,55.4,54,
2017-12-07T10:38:43.505Z,54,,45,,55.2,54,
2017-12-07T10:38:53.503Z,53.9,,47,,,54,
2017-12-07T10:39:03.607Z,53.8,,46,,,54,
2017-12-07T10:39:13.499Z,53.7,,47,,55.1,54,
2017-12-07T10:39:23.612Z,53.8,,,,55.2,54,
2017-12-07T10:39:33.501Z,53.9,,48,,55.3,54,
2017-12-07T10:39:43.509Z,53.9,,49,,,54,
2017-12-07T10:39:53.500Z,53.5,,58,,55.6,54,
2017-12-07T10:40:03.597Z,53.9,,58,,56,54,
2017-12-07T10:40:13.524Z,54.1,,59,,56.3,54,
2017-12-07T10:40:23.504Z,54.3,,,,,54,
2017-12-07T10:40:33.559Z,54.4,,56,,56.5,54,
2017-12-07T10:40:43.520Z,54.2,,55,,56.3,54,
2017-12-07T10:40:53.512Z,54.1,,56,,56.2,54,
2017-12-07T10:41:08.700Z,54,,55,,56.1,54,
2017-12-07T10:41:13.527Z,54,,,,56,54,
2017-12-07T10:41:23.531Z,,,54,,55.9,,
2017-12-07T10:41:33.515Z,53.8,,57,,,54,
2017-12-07T10:41:43.528Z,53.8,,,,,54,
2017-12-07T10:41:53.517Z,53.8,,,,,54,
2017-12-07T10:42:03.638Z,53.9,,56,,,54,
2017-12-07T10:42:13.535Z,54,,56,,56,54,
2017-12-07T10:42:23.512Z,54,,,,,54,
2017-12-07T10:42:33.555Z,54.1,,55,,,54,
2017-12-07T10:42:43.554Z,,,54,,,,
2017-12-07T10:42:53.615Z,54,,,,,54,
2017-12-07T10:43:03.649Z,,,56,,55.9,,
2017-12-07T10:43:13.529Z,54,,56,,55.9,54,
2017-12-07T10:43:23.525Z,53.9,,58,,55.9,54,
2017-12-07T10:43:38.724Z,53.8,0,0,,56,54,0
2017-12-07T10:43:48.635Z,53.5,0,,,54.5,54,0
2017-12-07T10:43:53.626Z,,,,,53.5,,
2017-12-07T10:44:08.781Z,53.4,,,,52.9,54,
2017-12-07T10:44:18.709Z,53.6,,,,52.8,54,
2017-12-07T10:44:28.734Z,,,,,53,,
2017-12-07T10:44:33.606Z,53.6,0,,,54.1,54,0
2017-12-07T10:44:43.529Z,53.7,,,,51.7,54,
2017-12-07T10:44:58.675Z,53,,,,,54,
2017-12-07T10:45:04.713Z,52.5,0,0,0,51.6,54,0
2017-12-07T10:45:13.553Z,52,,,,,54,
2017-12-07T10:45:23.541Z,49.7,,,,,54,
2017-12-07T10:45:38.743Z,,1,,61,51.5,,0
2017-12-07T10:45:48.653Z,41.8,,,,51.4,54,
2017-12-07T10:45:58.711Z,38.2,,,,51.3,54,
2017-12-07T10:46:18.641Z,35.1,,,,51.2,54,
2017-12-07T10:46:28.694Z,31.4,,,,,54,
2017-12-07T10:46:38.703Z,30,,,,,54,
2017-12-07T10:46:43.596Z,28.6,,,,51.1,54,
2017-12-07T10:46:53.566Z,27.4,,,,,54,
2017-12-07T10:47:03.698Z,26.6,,,,,54,
2017-12-07T10:47:18.637Z,25.6,,,,,54,
2017-12-07T10:47:23.651Z,24.9,,,,,54,
2017-12-07T10:47:38.616Z,24.4,,,,,54,
2017-12-07T10:47:48.584Z,24,,,,,54,
2017-12-07T10:47:54.106Z,23.7,,,,51.2,54,
2017-12-07T10:48:08.739Z,23.3,,,,,54,
2017-12-07T10:48:18.745Z,23.1,,,,51.3,54,
2017-12-07T10:48:28.823Z,22.8,,,,,54,
2017-12-07T10:48:33.644Z,22.6,,,,51.5,54,
2017-12-07T10:48:43.602Z,,,,,51.6,,
2017-12-07T10:48:53.584Z,22.1,,,,51.7,54,
2017-12-07T10:49:03.719Z,21.9,,,,51.8,54,
2017-12-07T10:49:23.542Z,21.1,,,,,54,
2017-12-07T10:49:33.541Z,,,,,51.9,,
2017-12-07T10:49:48.691Z,20.8,,,,,54,
2017-12-07T10:49:58.642Z,20.5,,,,,54,
2017-12-07T10:50:08.758Z,,1,45,,51.9,,0
2017-12-07T10:50:13.519Z,20.6,,32,,54.8,54,
2017-12-07T10:50:23.522Z,,,29,,51.7,,
2017-12-07T10:50:33.529Z,21.1,,,,51.6,54,
2017-12-07T10:50:48.641Z,22.5,,,,51.5,54,
2017-12-07T10:50:53.509Z,23.1,,,,50.5,54,
2017-12-07T10:51:08.899Z,23.4,,,,50.1,54,
2017-12-07T10:51:18.871Z,23.4,,,,49.6,54,
2017-12-07T10:51:28.670Z,23.6,,,,,54,
2017-12-07T10:51:38.706Z,23.7,,30,,48.9,54,
2017-12-07T10:51:44.642Z,23.8,,29,,48.7,54,
2017-12-07T10:52:08.656Z,23.8,,,,48.5,54,
2017-12-07T10:52:13.548Z,23.6,,,,,54,
2017-12-07T10:52:23.501Z,23.4,,,,,54,
2017-12-07T10:52:33.552Z,23.3,,30,,48.4,54,
2017-12-07T10:52:48.643Z,,,29,,48.5,,
2017-12-07T10:52:58.676Z,23.3,,,,,54,
2017-12-07T10:53:03.619Z,,,,,48.6,,
2017-12-07T10:53:13.752Z,23.1,,,,48.7,54,
2017-12-07T10:53:28.581Z,23.1,,,,,54,
2017-12-07T10:53:33.507Z,,,,,48.8,,
2017-12-07T10:53:43.503Z,23,,,,49,54,
2017-12-07T10:53:58.685Z,23,,,,,54,
2017-12-07T10:54:08.745Z,23,,,,49.3,54,
2017-12-07T10:54:13.561Z,,,,,49.4,,
2017-12-07T10:54:28.688Z,23.1,,,,,54,
2017-12-07T10:54:33.577Z,23.2,,,,49.5,54,
2017-12-07T10:54:48.814Z,,,,,49.8,,
2017-12-07T10:54:53.631Z,23.1,,,,50,54,
2017-12-07T10:55:03.646Z,,,,,50.1,,
2017-12-07T10:55:13.544Z,23.1,,,,,54,
2017-12-07T10:55:23.559Z,,,,,50.2,,
2017-12-07T10:55:33.533Z,23.1,,,,50.4,54,
2017-12-07T10:55:43.531Z,,,,,50.6,,
2017-12-07T10:55:53.557Z,23.1,,,,,54,
2017-12-07T10:56:03.632Z,,,29,,51,,
2017-12-07T10:56:13.517Z,23.2,,,,51.1,54,
2017-12-07T10:56:33.507Z,23.2,,,,51.2,54,
2017-12-07T10:56:43.515Z,,,29,,51.5,,
2017-12-07T10:56:58.626Z,23.4,,,,,54,
2017-12-07T10:57:03.637Z,23.4,,,,51.6,54,
2017-12-07T10:57:13.539Z,,,,,51.8,,
2017-12-07T10:57:23.516Z,23.4,1,0,,51,54,0
2017-12-07T10:57:33.549Z,23.4,,,,48.8,54,
2017-12-07T10:57:43.530Z,23.2,,,,47.8,54,
2017-12-07T10:57:53.522Z,22.5,,,,47,54,
2017-12-07T10:58:03.649Z,22,,,,46.2,54,
2017-12-07T10:58:13.589Z,21.7,,,,45.6,54,
2017-12-07T10:58:23.567Z,21.3,,,,,54,
2017-12-07T10:58:33.537Z,21.3,,,,44.7,54,
2017-12-07T10:58:43.509Z,21.1,,,,44.3,54,
2017-12-07T10:59:03.637Z,20.9,,,,43.7,54,
2017-12-07T10:59:13.515Z,20.5,,,,43.4,54,
2017-12-07T10:59:23.508Z,20.6,,,,,54,
2017-12-07T10:59:33.513Z,,,,,42.9,,
2017-12-07T10:59:43.515Z,20.5,,,,42.7,54,
2017-12-07T11:00:11.160Z,20.2,,,,42.4,54,
2017-12-07T11:00:13.512Z,20.2,,,,42.1,54,
2017-12-07T11:00:23.520Z,20.1,,,,42,54,
2017-12-07T11:00:33.556Z,20.1,,,,,54,
2017-12-07T11:00:43.539Z,20.6,,,,,54,
2017-12-07T11:01:03.614Z,21.1,1,39,,45.8,54,0
2017-12-07T11:01:13.510Z,20.5,,29,,48.6,54,
2017-12-07T11:01:23.514Z,20.2,,,,47.2,54,
2017-12-07T11:01:33.507Z,20.6,,,,48.6,54,
2017-12-07T11:01:43.506Z,20.8,0,,0,49.2,54,2
2017-12-07T11:01:53.526Z,17.5,,37,,50.7,54,
2017-12-07T11:02:03.647Z,42.2,,37,,48.3,54,
2017-12-07T11:02:13.514Z,46.6,0,0,,48.7,54,0
2017-12-07T11:02:23.514Z,48.1,,,,47.2,54,
2017-12-07T11:02:33.508Z,47.9,,,,49,54,
2017-12-07T11:02:43.536Z,47.7,,,,49.5,54,
2017-12-07T11:02:53.527Z,48,,,,49.7,54,
2017-12-07T11:03:03.621Z,47,,,,,54,
2017-12-07T11:03:18.643Z,,1,,61,49.6,,0
2017-12-07T11:03:23.511Z,40.5,,,,,54,
2017-12-07T11:03:33.538Z,,,,,49.4,,
2017-12-07T11:03:43.538Z,36.9,,,,49.2,54,
2017-12-07T11:03:53.511Z,34,,,,48.9,54,
2017-12-07T11:04:03.641Z,31.4,,,,,54,
2017-12-07T11:04:13.516Z,29.1,,,,48.7,54,
2017-12-07T11:04:23.554Z,27.3,,,,48.6,54,
2017-12-07T11:04:33.644Z,26,,,,48.4,54,
2017-12-07T11:04:43.535Z,24.8,,,,48.2,54,
2017-12-07T11:04:53.527Z,23.7,1,39,,50.5,54,0
2017-12-07T11:05:03.682Z,23.1,,29,,51.7,54,
2017-12-07T11:05:13.580Z,23,,,,50.1,54,
2017-12-07T11:05:23.526Z,23.3,,,,,54,
2017-12-07T11:05:33.547Z,23.9,,,,50.6,54,
2017-12-07T11:05:43.528Z,24.4,,,,50.3,54,
2017-12-07T11:05:53.525Z,24.5,,,,,54,
2017-12-07T11:06:03.676Z,24.5,,,,,54,
2017-12-07T11:06:18.664Z,24.9,,,,50.1,54,
2017-12-07T11:06:23.529Z,25,,,,,54,
2017-12-07T11:06:33.524Z,24.8,,,,,54,
2017-12-07T11:06:43.510Z,24.9,,,,50.2,54,
2017-12-07T11:06:53.511Z,24.5,,,,,54,
2017-12-07T11:07:03.626Z,,,,,50.3,,
2017-12-07T11:07:13.512Z,24.2,,,,,54,
2017-12-07T11:07:23.512Z,24.3,,,,50.4,54,
2017-12-07T11:07:38.635Z,23.8,,,,50.5,54,
2017-12-07T11:07:43.516Z,23.9,,,,50.6,54,
2017-12-07T11:07:53.517Z,23.6,1,0,,50.7,54,0
2017-12-07T11:08:03.629Z,24,,,,48.1,54,
2017-12-07T11:08:13.694Z,24.4,,,,46.8,54,
2017-12-07T11:08:23.512Z,23.9,,,,46.3,54,
2017-12-07T11:08:33.515Z,23.2,,,,45.2,54,
2017-12-07T11:08:43.515Z,23.1,,,,44.6,54,
2017-12-07T11:08:53.564Z,22.6,,,,,54,
2017-12-07T11:09:03.632Z,22.4,,,,43.7,54,
2017-12-07T11:09:13.512Z,21.9,,,,,54,
2017-12-07T11:09:23.555Z,,,,,43.3,,
2017-12-07T11:09:33.525Z,21.6,,,,42.9,54,
2017-12-07T11:09:43.544Z,21.5,,,,42.6,54,
2017-12-07T11:09:53.540Z,20.9,,,,42.3,54,
2017-12-07T11:10:03.676Z,,,,,41.9,,
2017-12-07T11:10:13.557Z,20.9,,,,41.8,54,
2017-12-07T11:10:23.543Z,20.8,,,,41.6,54,
2017-12-07T11:10:33.548Z,20.6,,,,41.3,54,
2017-12-07T11:10:43.556Z,20.5,1,40,,44.6,54,0
2017-12-07T11:10:53.551Z,20.2,,31,,48,54,
2017-12-07T11:11:08.845Z,20,,29,,46.8,54,
2017-12-07T11:11:13.579Z,20,0,29,0,47.4,54,2
2017-12-07T11:11:23.546Z,14.8,,58,,46.9,54,
2017-12-07T11:11:33.536Z,43.1,,58,,48.5,54,
2017-12-07T11:11:43.529Z,44.9,,92,,51.2,54,
2017-12-07T11:11:53.595Z,47.6,,90,,54,54,
2017-12-07T11:12:03.655Z,50.9,,82,,57.1,54,
2017-12-07T11:12:13.542Z,53.1,,68,,58,54,
2017-12-07T11:12:23.530Z,55.6,,46,,56.9,54,
2017-12-07T11:12:33.564Z,54.6,,47,,56.7,54,
2017-12-07T11:12:43.550Z,53.9,,49,,55.9,54,
2017-12-07T11:12:53.570Z,53.7,0,0,,54.8,54,0
2017-12-07T11:13:08.829Z,53.4,,,,53.9,54,
2017-12-07T11:13:18.742Z,53.9,,,,51.8,54,
2017-12-07T11:13:28.747Z,53.3,,,,51.4,54,
2017-12-07T11:13:33.599Z,52.7,,,,51.3,54,
2017-12-07T11:13:43.559Z,52.6,,,,53,54,
2017-12-07T11:13:53.535Z,52.4,1,,61,54.4,54,0
2017-12-07T11:14:08.940Z,51.7,,40,,57,54,
2017-12-07T11:14:13.587Z,49.9,,29,,53.6,54,
2017-12-07T11:14:28.698Z,47.5,,,,51.8,54,
2017-12-07T11:14:33.567Z,44.9,,,,53,54,
2017-12-07T11:14:43.562Z,42.8,,,,52.8,54,
2017-12-07T11:14:53.592Z,40.6,,29,,51.9,54,
2017-12-07T11:15:03.796Z,39.2,,,,,54,
2017-12-07T11:15:18.776Z,38,,,,51.6,54,
2017-12-07T11:15:28.710Z,36.5,,,,51.5,54,
2017-12-07T11:15:33.566Z,35.5,,29,,51.3,54,
2017-12-07T11:15:43.572Z,34.5,1,0,,48.9,54,0
2017-12-07T11:15:58.641Z,33.8,,,,47.8,54,
2017-12-07T11:16:03.628Z,32.6,,,,46.3,54,
2017-12-07T11:16:18.694Z,31.8,,,,45.9,54,
2017-12-07T11:16:23.572Z,31,,,,44.9,54,
2017-12-07T11:16:33.525Z,30.1,,,,44.5,54,
2017-12-07T11:16:43.526Z,29.5,,,,43.9,54,
2017-12-07T11:16:53.567Z,28.3,,,,43.4,54,
