Time,ChActive,HwTOutlet,HwTSet,HwActive,PrimTSet,ActPow,PrimT
2017-11-05T01:03:19.694Z,,46.6,54,,,,61.9
2017-11-05T01:03:29.763Z,,46.6,54,,,,60.9
2017-11-05T01:03:39.672Z,,46.6,54,,,,59.9
2017-11-05T01:03:49.673Z,,46.6,54,,,,58.9
2017-11-05T01:03:59.674Z,,46.6,54,,,,58.6
2017-11-05T01:04:09.672Z,,46.6,54,,,,57.8
2017-11-05T01:04:19.674Z,,46.6,54,,,,56.9
2017-11-05T01:04:29.764Z,,46.6,54,,,,56.5
2017-11-05T01:04:39.672Z,,46.6,54,,,,55.9
2017-11-05T01:04:49.672Z,,46.6,54,,,,55.3
2017-11-05T01:04:59.672Z,,46.6,54,,,,54.8
2017-11-05T01:05:09.670Z,,46.6,54,,,,54.3
2017-11-05T01:05:19.672Z,,46.6,54,,,,53.8
2017-11-05T01:05:29.761Z,,46.6,54,,,,53.4
2017-11-05T01:05:39.674Z,,46.6,54,,,,52.9
2017-11-05T01:05:49.674Z,,46.6,54,,,,52.4
2017-11-05T01:05:59.676Z,1,46.6,54,0,,39,56
2017-11-05T01:06:09.671Z,,46.6,54,,,33,56.8
2017-11-05T01:06:19.678Z,,46.6,54,,,30,57
2017-11-05T01:06:29.781Z,,46.6,54,,,29,58.3
2017-11-05T01:06:39.686Z,,46.6,54,,,,59.1
2017-11-05T01:06:49.676Z,,46.6,54,,,,60
2017-11-05T01:06:59.677Z,,46.6,54,,,,61.1
2017-11-05T01:07:09.673Z,,46.6,54,,,,62
2017-11-05T01:07:19.675Z,,46.6,54,,,,62.2
2017-11-05T01:07:29.765Z,,46.6,54,,,29,63.1
2017-11-05T01:07:39.671Z,,46.6,54,,,,63.5
2017-11-05T01:07:49.679Z,,46.6,54,,,,64
2017-11-05T01:07:59.676Z,,46.6,54,,,,64.5
2017-11-05T01:08:09.673Z,1,46.6,54,0,,0,64.9
2017-11-05T01:08:19.678Z,,46.6,54,,,,62.5
2017-11-05T01:08:29.769Z,,46.6,54,,,,61.8
2017-11-05T01:08:39.679Z,,46.6,54,,,,60.5
2017-11-05T01:08:49.679Z,,46.6,54,,,,59.7
2017-11-05T01:08:59.676Z,,46.6,54,,,,58.8
2017-11-05T01:09:09.675Z,,46.6,54,,,,57.9
2017-11-05T01:09:19.679Z,,46.6,54,,,,56.9
2017-11-05T01:09:29.767Z,,46.6,54,,,,56.6
2017-11-05T01:09:39.675Z,,46.6,54,,,,55.9
2017-11-05T01:09:49.673Z,,46.6,54,,,,54.9
2017-11-05T01:09:59.675Z,,46.6,54,,,,54.7
2017-11-05T01:10:09.676Z,,46.6,54,,,,53.9
2017-11-05T01:10:19.678Z,,46.6,54,,,,53.6
2017-11-05T01:10:29.771Z,,46.6,54,,,,52.9
2017-11-05T01:10:44.773Z,,46.6,54,,,,52.7
2017-11-05T01:10:49.679Z,,46.6,54,,,,52
2017-11-05T01:11:04.780Z,1,46.6,54,0,,40,55.2
2017-11-05T01:11:09.680Z,,46.6,54,,,33,56.4
2017-11-05T01:11:19.681Z,,46.6,54,,,29,57
2017-11-05T01:11:29.767Z,,46.6,54,,,,58
2017-11-05T01:11:39.682Z,,46.6,54,,,,58.5
2017-11-05T01:11:49.682Z,,46.6,54,,,,59.3
2017-11-05T01:11:59.677Z,,46.6,54,,,,60
2017-11-05T01:12:09.673Z,,46.6,54,,,,61.1
2017-11-05T01:12:19.675Z,,46.6,54,,,,61.4
2017-11-05T01:12:29.770Z,,46.6,54,,,,62
2017-11-05T01:12:39.676Z,,46.6,54,,,,62.6
2017-11-05T01:12:49.677Z,,46.6,54,,,30,63.1
2017-11-05T01:12:59.676Z,,46.6,54,,,29,63.5
2017-11-05T01:13:09.739Z,,46.6,54,,,,64
2017-11-05T01:13:19.675Z,,46.6,54,,,30,64.4
2017-11-05T01:13:29.765Z,,46.6,54,,,29,64.7
