Time,HwTOutlet,ChActive,PrimT,HwTSet,ActPow,HwActive,PrimTSet
2017-12-27T00:42:33.578Z,27.2,,,54,,,
2017-12-27T00:42:43.579Z,27.2,,,54,,,
2017-12-27T00:42:53.585Z,27.1,,,54,,,
2017-12-27T00:43:03.580Z,27.1,,,54,,,
2017-12-27T00:43:13.581Z,26.9,,,54,,,
2017-12-27T00:43:23.582Z,26.9,,33.1,54,,,
2017-12-27T00:43:33.582Z,26.8,,32.9,54,,,
2017-12-27T00:43:43.583Z,26.8,,,54,,,
2017-12-27T00:43:53.584Z,26.7,,,54,,,
2017-12-27T00:44:03.588Z,26.7,1,33.1,54,45,0,
2017-12-27T00:44:13.586Z,26.6,,38.1,54,34,,
2017-12-27T00:44:23.579Z,26.6,,37.9,54,29,,
2017-12-27T00:44:33.584Z,26.6,,36.4,54,29,,
2017-12-27T00:44:43.587Z,26.5,,37.3,54,29,,
2017-12-27T00:44:53.584Z,26.5,,37.5,54,,,
2017-12-27T00:45:03.590Z,26.6,,37.7,54,,,
2017-12-27T00:45:13.589Z,26.6,,,54,30,,
2017-12-27T00:45:23.586Z,26.7,,37.8,54,,,
2017-12-27T00:45:33.580Z,26.9,,38,54,29,,
2017-12-27T00:45:43.580Z,27.1,,38.1,54,,,
2017-12-27T00:45:53.589Z,27.2,,38.2,54,,,
2017-12-27T00:46:03.582Z,27.4,,38.3,54,,,
2017-12-27T00:46:13.579Z,27.5,,38.4,54,,,
2017-12-27T00:46:23.580Z,27.7,,38.5,54,,,
2017-12-27T00:46:33.584Z,27.8,,,54,,,
2017-12-27T00:46:43.589Z,27.9,,38.4,54,,,
2017-12-27T00:46:53.581Z,28,,38.5,54,,,
2017-12-27T00:47:03.580Z,28.1,,,54,,,
2017-12-27T00:47:13.583Z,28.1,,38.6,54,30,,
2017-12-27T00:47:23.586Z,28.1,,38.7,54,,,
2017-12-27T00:47:33.590Z,28.3,,38.8,54,29,,
2017-12-27T00:47:43.582Z,28.3,,39.1,54,,,
2017-12-27T00:47:53.587Z,28.3,,,54,,,
2017-12-27T00:48:03.582Z,28.4,,39.3,54,,,
2017-12-27T00:48:13.588Z,28.4,,39.4,54,,,
2017-12-27T00:48:23.581Z,28.5,,39.5,54,,,
2017-12-27T00:48:33.580Z,28.5,,39.6,54,,,
2017-12-27T00:48:43.582Z,28.6,,39.8,54,30,,
2017-12-27T00:48:53.583Z,28.6,,39.9,54,29,,
2017-12-27T00:49:08.682Z,28.6,,40,54,30,,
2017-12-27T00:49:13.582Z,28.7,,40.1,54,29,,
2017-12-27T00:49:23.583Z,28.7,,40.3,54,30,,
2017-12-27T00:49:33.585Z,28.9,,40.4,54,,,
2017-12-27T00:49:43.583Z,29,,40.5,54,29,,
2017-12-27T00:49:53.588Z,29.1,,40.6,54,,,
2017-12-27T00:50:03.584Z,29.2,,40.7,54,,,
2017-12-27T00:50:13.585Z,29.2,,40.8,54,,,
2017-12-27T00:50:23.590Z,29.3,,41,54,29,,
2017-12-27T00:50:33.582Z,29.5,1,41,54,0,0,
2017-12-27T00:50:43.589Z,29.6,,38.8,54,,,
2017-12-27T00:50:53.589Z,29.7,,37.8,54,,,
2017-12-27T00:51:03.583Z,29.7,,37.2,54,,,
2017-12-27T00:51:13.583Z,29.8,,36.6,54,,,
2017-12-27T00:51:23.585Z,30,,35.9,54,,,
2017-12-27T00:51:33.590Z,30,,35.6,54,,,
2017-12-27T00:51:43.585Z,30.1,,35.2,54,,,
2017-12-27T00:51:53.589Z,30.1,,34.7,54,,,
2017-12-27T00:52:03.586Z,30.1,,34.5,54,,,
2017-12-27T00:52:13.585Z,30.1,,34.2,54,,,
2017-12-27T00:52:23.590Z,30.1,,33.9,54,,,
2017-12-27T00:52:33.586Z,30.1,,33.7,54,,,
2017-12-27T00:52:43.586Z,30.1,,33.5,54,,,
2017-12-27T00:52:53.587Z,30.1,,33.3,54,,,
2017-12-27T00:53:03.587Z,30.1,,33.2,54,,,
2017-12-27T00:53:13.587Z,30.1,,32.9,54,,,
2017-12-27T00:53:23.725Z,30.1,,32.8,54,,,
2017-12-27T00:53:33.587Z,30,,32.6,54,,,
2017-12-27T00:53:43.585Z,30,,,54,,,
2017-12-27T00:53:53.585Z,30,,,54,,,
2017-12-27T00:54:03.584Z,30,,,54,,,
2017-12-27T00:54:13.586Z,29.8,,,54,,,
2017-12-27T00:54:23.587Z,29.8,,,54,,,
2017-12-27T00:54:33.588Z,29.8,,,54,,,
2017-12-27T00:54:43.593Z,29.8,,,54,,,
2017-12-27T00:54:53.589Z,29.8,,,54,,,
2017-12-27T00:55:03.591Z,29.8,,,54,,,
2017-12-27T00:55:13.589Z,29.8,,32.5,54,,,
2017-12-27T00:55:23.585Z,29.8,,,54,,,
2017-12-27T00:55:33.586Z,29.7,,,54,,,
2017-12-27T00:55:43.589Z,29.7,,,54,,,
2017-12-27T00:55:53.591Z,29.7,,,54,,,
2017-12-27T00:56:03.587Z,29.7,,32.6,54,,,
2017-12-27T00:56:13.590Z,29.6,,,54,,,
2017-12-27T00:56:23.590Z,29.6,,32.5,54,,,
2017-12-27T00:56:33.586Z,29.5,,32.6,54,,,
2017-12-27T00:56:43.589Z,29.5,,,54,,,
2017-12-27T00:56:53.591Z,29.3,,,54,,,
2017-12-27T00:57:03.591Z,29.3,,,54,,,
2017-12-27T00:57:13.588Z,29.2,,,54,,,
2017-12-27T00:57:23.589Z,29.2,,32.7,54,,,
2017-12-27T00:57:33.589Z,29.1,,,54,,,
2017-12-27T00:57:43.593Z,29.1,,,54,,,
2017-12-27T00:57:53.591Z,29,,32.8,54,,,
2017-12-27T00:58:03.590Z,28.9,,,54,,,
2017-12-27T00:58:13.588Z,28.9,,,54,,,
2017-12-27T00:58:23.592Z,28.7,,,54,,,
2017-12-27T00:58:33.589Z,28.7,,32.9,54,,,
2017-12-27T01:01:45.642Z,27.8,,33.1,54,,,
2017-12-27T01:02:15.593Z,27.2,,,54,,,
2017-12-27T01:02:25.591Z,27.2,,,54,,,
2017-12-27T01:02:35.596Z,27.1,,33.1,54,,,
2017-12-27T01:02:45.599Z,27.1,,32.9,54,,,
2017-12-27T01:02:55.606Z,26.9,,32.9,54,,,
2017-12-27T01:03:05.592Z,26.9,,32.9,54,,,
2017-12-27T01:03:15.591Z,26.8,,,54,,,
2017-12-27T01:03:25.592Z,26.8,,,54,,,
2017-12-27T01:03:35.594Z,26.7,,,54,,,
2017-12-27T01:03:45.613Z,26.7,,,54,,,
2017-12-27T01:03:55.624Z,26.7,1,37.2,54,38,0,
2017-12-27T01:04:05.611Z,26.6,,37.9,54,29,,
2017-12-27T01:04:15.599Z,26.6,,36.6,54,,,
2017-12-27T01:04:25.608Z,26.5,,37.3,54,,,
2017-12-27T01:04:35.600Z,26.5,,37.8,54,,,
2017-12-27T01:04:45.605Z,26.6,,37.6,54,,,
2017-12-27T01:04:55.612Z,26.6,,37.8,54,,,
2017-12-27T01:05:05.604Z,26.7,,,54,,,
2017-12-27T01:05:15.606Z,26.8,,37.9,54,,,
2017-12-27T01:05:25.601Z,27.1,,38,54,,,
2017-12-27T01:05:35.600Z,27.2,,,54,,,
2017-12-27T01:05:45.601Z,27.3,,38.1,54,30,,
2017-12-27T01:05:55.610Z,27.4,,38.2,54,29,,
2017-12-27T01:06:05.602Z,27.5,,38.3,54,30,,
2017-12-27T01:06:15.602Z,27.7,,,54,29,,
2017-12-27T01:06:25.625Z,27.8,,,54,30,,
2017-12-27T01:06:35.601Z,27.9,,38.4,54,,,
2017-12-27T01:06:45.596Z,27.9,,,54,29,,
2017-12-27T01:06:55.602Z,28,,38.5,54,,,
2017-12-27T01:07:05.594Z,28,,38.6,54,,,
2017-12-27T01:07:15.599Z,28.1,,38.8,54,30,,
2017-12-27T01:07:25.600Z,28.1,,38.9,54,29,,
2017-12-27T01:07:35.600Z,28.3,,39.1,54,30,,
2017-12-27T01:07:45.598Z,28.3,,39.2,54,29,,
2017-12-27T01:07:55.601Z,28.4,,39.4,54,,,
2017-12-27T01:08:05.596Z,28.4,,39.5,54,,,
2017-12-27T01:08:15.602Z,28.5,,39.6,54,30,,
2017-12-27T01:08:25.600Z,28.5,,39.8,54,,,
2017-12-27T01:08:35.602Z,28.6,,40,54,29,,
2017-12-27T01:08:45.603Z,28.6,,,54,,,
2017-12-27T01:08:55.602Z,28.7,,40.2,54,30,,
2017-12-27T01:09:05.597Z,28.9,,40.3,54,29,,
2017-12-27T01:09:15.601Z,28.9,,40.4,54,,,
2017-12-27T01:09:25.600Z,29,,40.5,54,,,
2017-12-27T01:09:35.599Z,29.1,,40.6,54,,,
2017-12-27T01:09:45.598Z,29.2,,40.7,54,,,
2017-12-27T01:09:55.602Z,29.2,,40.8,54,,,
2017-12-27T01:10:05.596Z,29.3,,41,54,,,
2017-12-27T01:10:15.601Z,29.5,,41.1,54,,,
2017-12-27T01:10:25.602Z,29.6,1,39.9,54,0,0,
2017-12-27T01:10:35.602Z,29.6,,37.9,54,,,
2017-12-27T01:10:45.603Z,29.7,,37.6,54,,,
2017-12-27T01:10:55.602Z,29.8,,36.9,54,,,
2017-12-27T01:11:05.597Z,29.8,,36.2,54,,,
2017-12-27T01:11:15.599Z,30,,35.8,54,,,
2017-12-27T01:11:25.606Z,30,,35.4,54,,,
2017-12-27T01:11:35.605Z,30,,34.9,54,,,
2017-12-27T01:11:45.606Z,30,,34.6,54,,,
2017-12-27T01:11:55.609Z,30.1,,34.3,54,,,
2017-12-27T01:12:05.599Z,30.1,,33.9,54,,,
2017-12-27T01:12:15.599Z,30.1,,33.8,54,,,
2017-12-27T01:12:25.600Z,30.1,,33.6,54,,,
2017-12-27T01:12:35.609Z,30,,33.4,54,,,
2017-12-27T01:12:45.601Z,30,,33.3,54,,,
2017-12-27T01:12:55.605Z,30,,32.9,54,,,
2017-12-27T01:13:05.602Z,30,,,54,,,
2017-12-27T01:13:15.601Z,30,,32.7,54,,,
2017-12-27T01:13:25.600Z,29.8,,32.6,54,,,
2017-12-27T01:13:35.608Z,29.8,,,54,,,
2017-12-27T01:13:45.602Z,29.8,,,54,,,
2017-12-27T01:13:55.605Z,29.8,,,54,,,
2017-12-27T01:14:05.606Z,29.8,,,54,,,
2017-12-27T01:14:15.611Z,29.7,1,36.4,54,39,0,
2017-12-27T01:14:25.600Z,29.8,,39.2,54,31,,
2017-12-27T01:14:35.605Z,29.8,,38.4,54,29,,
2017-12-27T01:14:45.609Z,29.8,,,54,,,
2017-12-27T01:14:55.603Z,29.8,,39.3,54,,,
2017-12-27T01:15:05.602Z,29.8,,39.5,54,,,
2017-12-27T01:15:15.600Z,30,,40,54,,,
2017-12-27T01:15:25.601Z,30.1,,40.2,54,,,
2017-12-27T01:15:35.599Z,30.1,,40.5,54,30,,
2017-12-27T01:15:45.602Z,30.3,,40.8,54,29,,
2017-12-27T01:15:55.605Z,30.4,,41,54,,,
2017-12-27T01:16:05.600Z,30.6,,41.2,54,,,
2017-12-27T01:16:15.602Z,30.6,,41.3,54,,,
2017-12-27T01:16:25.604Z,30.7,,41.4,54,,,
2017-12-27T01:16:40.707Z,30.8,,,54,,,
2017-12-27T01:16:45.605Z,30.9,,41.5,54,30,,
2017-12-27T01:16:55.604Z,31,1,40.9,54,0,0,
2017-12-27T01:17:05.602Z,31,,38.9,54,,,
2017-12-27T01:17:15.609Z,31.2,,37.9,54,,,
2017-12-27T01:17:25.602Z,31.2,,37.6,54,,,
2017-12-27T01:17:35.601Z,31.2,,36.7,54,,,
2017-12-27T01:17:45.605Z,31.2,,36.2,54,,,
2017-12-27T01:17:55.608Z,31.2,,35.8,54,,,
2017-12-27T01:18:05.604Z,31,1,35.5,54,0,0,61
2017-12-27T01:18:15.613Z,31,,34.9,54,,,
2017-12-27T01:18:25.605Z,31,,34.8,54,,,
2017-12-27T01:18:35.604Z,30.9,,34.5,54,,,
2017-12-27T01:18:45.606Z,30.9,,34.2,54,,,
2017-12-27T01:18:55.608Z,30.8,,33.9,54,,,
2017-12-27T01:19:05.603Z,30.8,,33.8,54,,,
2017-12-27T01:19:15.604Z,30.7,,33.7,54,,,
2017-12-27T01:19:25.604Z,30.7,,33.5,54,,,
2017-12-27T01:19:35.606Z,30.6,,33.4,54,,,
2017-12-27T01:19:45.605Z,30.6,,33.2,54,,,
2017-12-27T01:19:55.609Z,30.4,,33.1,54,,,
2017-12-27T01:20:05.603Z,30.4,,,54,,,
2017-12-27T01:20:15.604Z,30.4,,,54,,,
2017-12-27T01:20:25.609Z,30.3,,,54,,,
2017-12-27T01:20:35.605Z,30.3,,32.9,54,,,
2017-12-27T01:20:45.603Z,30.3,,32.9,54,,,
2017-12-27T01:20:55.603Z,30.3,,,54,,,
2017-12-27T01:21:05.606Z,30.3,,,54,,,
2017-12-27T01:21:15.606Z,30.2,,,54,,,
