Time,ActPow,HwTOutlet,PrimT,ChActive,HwTSet,PrimTSet,HwActive
2017-12-24T01:04:41.129Z,,25,28.3,,54,,
2017-12-24T01:04:51.145Z,,25,28.1,,54,,
2017-12-24T01:05:01.135Z,,25,27.8,,54,,
2017-12-24T01:05:11.131Z,,25,27.7,,54,,
2017-12-24T01:05:21.130Z,,24.9,27.5,,54,,
2017-12-24T01:05:31.128Z,,24.9,27.3,,54,,
2017-12-24T01:05:41.124Z,,24.9,27.2,,54,,
2017-12-24T01:05:51.129Z,,24.8,27.1,,54,,
2017-12-24T01:06:01.130Z,,24.8,27,,54,,
2017-12-24T01:06:11.132Z,,24.8,,,54,,
2017-12-24T01:06:21.127Z,,24.7,,,54,,
2017-12-24T01:06:31.126Z,,24.7,,,54,,
2017-12-24T01:06:41.128Z,,24.7,,,54,,
2017-12-24T01:06:51.136Z,,24.5,,,54,,
2017-12-24T01:07:01.129Z,,24.5,,,54,,
2017-12-24T01:07:11.127Z,,24.5,27,,54,,
2017-12-24T01:07:21.134Z,,24.5,26.9,,54,,
2017-12-24T01:07:31.131Z,,24.5,27,,54,,
2017-12-24T01:07:41.130Z,,24.5,26.9,,54,,
2017-12-24T01:07:51.137Z,,24.5,26.9,,54,,
2017-12-24T01:08:01.130Z,,24.5,26.9,,54,,
2017-12-24T01:08:11.127Z,,24.4,26.9,,54,,
2017-12-24T01:08:21.125Z,,24.4,26.9,,54,,
2017-12-24T01:08:31.125Z,,24.4,27,,54,,
2017-12-24T01:08:41.126Z,,24.4,26.9,,54,,
2017-12-24T01:08:51.126Z,,24.3,26.9,,54,,
2017-12-24T01:09:01.131Z,,24.3,27,,54,,
2017-12-24T01:09:11.128Z,,24.3,26.9,,54,,
2017-12-24T01:09:21.129Z,,24.2,27,,54,,
2017-12-24T01:09:31.126Z,,24.2,27,,54,,
2017-12-24T01:09:41.126Z,,24.2,26.9,,54,,
2017-12-24T01:09:51.126Z,,24.2,27,,54,,
2017-12-24T01:10:01.125Z,,24,,,54,,
2017-12-24T01:10:11.132Z,,24,,,54,,
2017-12-24T01:10:21.125Z,,24,,,54,,
2017-12-24T01:10:31.126Z,,24,,,54,,
2017-12-24T01:10:41.130Z,,23.9,,,54,,
2017-12-24T01:10:51.126Z,,23.9,,,54,,
2017-12-24T01:11:01.128Z,,23.9,,,54,,
2017-12-24T01:11:11.127Z,,23.9,,,54,,
2017-12-24T01:11:21.126Z,,23.8,,,54,,
2017-12-24T01:11:31.127Z,,23.8,,,54,,
2017-12-24T01:11:41.128Z,,23.8,,,54,,
2017-12-24T01:11:51.128Z,,23.7,27.1,,54,,
2017-12-24T01:12:01.128Z,,23.7,,,54,,
2017-12-24T01:12:11.144Z,,23.7,,,54,,
2017-12-24T01:12:21.129Z,,23.7,,,54,,
2017-12-24T01:12:31.129Z,,23.6,,,54,,
2017-12-24T01:12:41.130Z,,23.6,,,54,,
2017-12-24T01:12:51.129Z,,23.6,,,54,,
2017-12-24T01:13:01.136Z,0,23.4,27.1,1,54,61,0
2017-12-24T01:13:11.131Z,,23.4,,,54,,
2017-12-24T01:13:21.129Z,,23.4,,,54,,
2017-12-24T01:13:31.135Z,,23.3,,,54,,
2017-12-24T01:13:41.128Z,,23.3,,,54,,
2017-12-24T01:13:51.130Z,,23.3,,,54,,
2017-12-24T01:14:01.130Z,,23.3,,,54,,
2017-12-24T01:14:11.130Z,,23.2,,,54,,
2017-12-24T01:14:21.130Z,,23.2,,,54,,
2017-12-24T01:14:31.129Z,,23.2,,,54,,
2017-12-24T01:14:41.129Z,,23.2,,,54,,
2017-12-24T01:14:51.129Z,,23.1,,,54,,
2017-12-24T01:15:01.129Z,,23.1,,,54,,
2017-12-24T01:15:11.132Z,,23.1,,,54,,
2017-12-24T01:15:21.132Z,,23.1,,,54,,
2017-12-24T01:15:31.136Z,,23,,,54,,
2017-12-24T01:15:41.131Z,,23,,,54,,
