Time,HwTOutlet,HwTSet,PrimT,HwActive,PrimTSet,ChActive,ActPow
2018-02-06T10:53:32.668Z,23.9,54,,,,,
2018-02-06T10:53:42.653Z,23.9,54,,,,,
2018-02-06T10:53:52.640Z,23.9,54,,,,,30
2018-02-06T10:54:02.632Z,24,54,,,,,29
2018-02-06T10:54:12.655Z,24.2,54,63.8,,,,30
2018-02-06T10:54:22.618Z,24.2,54,,,,,29
2018-02-06T10:54:32.603Z,24,54,,,,,
2018-02-06T10:54:42.603Z,23.9,54,,,,,
2018-02-06T10:54:52.637Z,24,54,,,,,
2018-02-06T10:55:02.603Z,24,54,,,,,30
2018-02-06T10:55:12.646Z,23.8,54,63.9,,,,29
2018-02-06T10:55:22.641Z,23.8,54,,,,,30
2018-02-06T10:55:32.693Z,23.8,54,,,,,
2018-02-06T10:55:42.631Z,24,54,,,,,
2018-02-06T10:55:52.699Z,23.9,54,,,,,29
2018-02-06T10:56:02.672Z,23.8,54,64,,,,
2018-02-06T10:56:12.666Z,23.8,54,,,,,30
2018-02-06T10:56:22.636Z,23.9,54,,,,,29
2018-02-06T10:56:32.651Z,24,54,,,,,
2018-02-06T10:56:42.666Z,24,54,,,,,
2018-02-06T10:56:52.614Z,24,54,64.1,,,,
2018-02-06T10:57:02.727Z,24.2,54,,,,,
2018-02-06T10:57:12.607Z,24,54,,,,,
2018-02-06T10:57:22.683Z,24,54,,,,,
2018-02-06T10:57:32.666Z,23.9,54,64.2,,,,
2018-02-06T10:57:42.694Z,24.2,54,,,,,30
2018-02-06T10:57:52.625Z,24,54,,,,,29
2018-02-06T10:58:02.603Z,24.2,54,,,,,
2018-02-06T10:58:12.601Z,24.3,54,,,,,
2018-02-06T10:58:22.602Z,24.2,54,64.4,,,,
2018-02-06T10:58:32.678Z,24.2,54,,,,,
2018-02-06T10:58:42.606Z,24,54,,,,,
2018-02-06T10:58:52.609Z,24,54,,,,,
2018-02-06T10:59:02.673Z,23.9,54,,,,,
2018-02-06T10:59:12.606Z,24,54,64.5,,,,
2018-02-06T10:59:22.611Z,24,54,,,,,
2018-02-06T10:59:32.627Z,24.2,54,,,,,
2018-02-06T10:59:42.608Z,24.3,54,,,,,30
2018-02-06T10:59:52.605Z,24,54,,,,,29
2018-02-06T11:00:02.665Z,24.3,54,64.6,,,,
2018-02-06T11:00:12.628Z,23.9,54,,,,,
2018-02-06T11:00:22.626Z,23.9,54,,,,,
2018-02-06T11:00:32.615Z,24.2,54,,,,,
2018-02-06T11:00:42.617Z,24.2,54,,,,,
2018-02-06T11:00:52.614Z,24.3,54,,,,,
2018-02-06T11:01:02.608Z,24.3,54,,,,,
2018-02-06T11:01:12.614Z,24.4,54,64.7,,,,
2018-02-06T11:01:22.611Z,24.2,54,,,,,
2018-02-06T11:01:32.611Z,24.2,54,,,,,
2018-02-06T11:01:42.699Z,24.2,54,,,,,
2018-02-06T11:01:52.607Z,24.3,54,,,,,30
2018-02-06T11:02:02.608Z,24.3,54,,,,,29
2018-02-06T11:02:12.699Z,24,54,,,,,
2018-02-06T11:02:22.623Z,24.2,54,64.8,,,,
2018-02-06T11:02:32.619Z,24.2,54,,,,,
2018-02-06T11:02:42.609Z,24.2,54,,,,,
2018-02-06T11:02:52.677Z,24.2,54,,,,,
2018-02-06T11:03:02.639Z,24.2,54,,,,,
2018-02-06T11:03:12.632Z,24.3,54,,,,,30
2018-02-06T11:03:22.653Z,24,54,,,,,29
2018-02-06T11:03:32.615Z,24.2,54,,,,,
2018-02-06T11:03:42.638Z,24.2,54,64.9,,,,
2018-02-06T11:03:52.606Z,24,54,,,,,
2018-02-06T11:04:02.611Z,24.2,54,,,,,
2018-02-06T11:04:12.624Z,24.2,54,,,,,
2018-02-06T11:04:22.670Z,24.3,54,,,,,
2018-02-06T11:04:32.699Z,24.2,54,,,,,
2018-02-06T11:04:42.609Z,24.3,54,62.9,0,,2,0
2018-02-06T11:04:52.644Z,24.3,54,61.6,,,,
2018-02-06T11:05:02.609Z,24,54,60.7,,,,
2018-02-06T11:05:12.618Z,23.9,54,58.9,,,,
2018-02-06T11:05:22.631Z,23.9,54,58.5,,,,
2018-02-06T11:05:32.662Z,23.8,54,57.7,,,,
2018-02-06T11:05:42.626Z,23.7,54,56.9,,,,
2018-02-06T11:05:52.615Z,23.6,54,56.4,,,,
2018-02-06T11:06:02.614Z,23.6,54,55.9,0,61,2,0
2018-02-06T11:06:12.625Z,23.3,54,55.4,,,,
2018-02-06T11:06:22.618Z,23.2,54,54.9,,,,
2018-02-06T11:06:32.642Z,23.2,54,58.3,0,,2,38
2018-02-06T11:06:42.697Z,23,54,58.9,,,,30
2018-02-06T11:06:52.636Z,23,54,59,,,,29
2018-02-06T11:07:02.621Z,23,54,60,,,,
2018-02-06T11:07:12.625Z,23.1,54,60.5,,,,
2018-02-06T11:07:22.611Z,23.2,54,61.1,,,,29
2018-02-06T11:07:32.620Z,23.3,54,61.5,,,,30
2018-02-06T11:07:42.667Z,23.4,54,62,,,,30
2018-02-06T11:07:52.613Z,23.4,54,62.1,,,,29
2018-02-06T11:08:02.631Z,23.2,54,62.4,,,,
2018-02-06T11:08:12.624Z,23.4,54,62.6,,,,
2018-02-06T11:08:22.623Z,23.6,54,62.7,,,,30
2018-02-06T11:08:32.611Z,23.7,54,62.9,,,,
2018-02-06T11:08:42.632Z,23.7,54,63.1,,,,30
2018-02-06T11:08:52.611Z,23.8,54,,,,,29
2018-02-06T11:09:02.629Z,23.8,54,63.2,,,,
2018-02-06T11:09:12.627Z,23.7,54,63.3,,,,
2018-02-06T11:09:22.621Z,23.7,54,,,,,
2018-02-06T11:09:32.639Z,23.6,54,63.4,,,,
2018-02-06T11:09:42.671Z,23.7,54,,,,,30
2018-02-06T11:09:52.638Z,23.8,54,63.5,,,,29
2018-02-06T11:10:02.616Z,23.9,54,,,,,
2018-02-06T11:10:12.643Z,23.9,54,,,,,
2018-02-06T11:10:22.618Z,23.8,54,,,,,
2018-02-06T11:10:32.639Z,23.9,54,,,,,
2018-02-06T11:10:42.616Z,24,54,63.6,,,,
2018-02-06T11:10:52.627Z,23.8,54,,,,,
2018-02-06T11:11:02.618Z,23.9,54,,,,,
2018-02-06T11:11:12.658Z,24,54,,,,,
2018-02-06T11:11:22.616Z,24,54,,,,,
2018-02-06T11:11:32.648Z,24,54,,,,,30
2018-02-06T11:11:42.623Z,23.9,54,,,,,29
2018-02-06T11:11:52.707Z,23.9,54,,,,,30
2018-02-06T11:12:02.632Z,23.9,54,,,,,29
2018-02-06T11:12:12.613Z,23.9,54,63.8,,,,
2018-02-06T11:12:22.634Z,23.8,54,,,,,
2018-02-06T11:12:32.643Z,23.9,54,,,,,
2018-02-06T11:12:42.780Z,24,54,,,,,
2018-02-06T11:12:52.628Z,23.9,54,,,,,
2018-02-06T11:13:02.620Z,24,54,,,,,
2018-02-06T11:13:12.615Z,23.9,54,,,,,
2018-02-06T11:13:22.613Z,23.8,54,63.9,,,,30
2018-02-06T11:13:32.665Z,24,54,,,,,
2018-02-06T11:13:42.628Z,23.9,54,,,,,29
2018-02-06T11:13:52.651Z,24.2,54,,,,,
2018-02-06T11:14:02.610Z,24,54,63.9,,,,29
2018-02-06T11:14:12.611Z,24,54,64,,,,
2018-02-06T11:14:22.659Z,24,54,,,,,30
2018-02-06T11:14:32.613Z,23.8,54,,,,,
2018-02-06T11:14:42.618Z,23.9,54,,,,,
2018-02-06T11:14:52.623Z,24,54,64.1,,,,
2018-02-06T11:15:02.612Z,24.2,54,64,,,,29
2018-02-06T11:15:12.615Z,24.3,54,64.1,,,,
2018-02-06T11:15:22.624Z,24,54,,,,,
2018-02-06T11:15:32.639Z,24.2,54,,,,,
2018-02-06T11:15:42.616Z,24.2,54,64.2,,,,
2018-02-06T11:15:52.617Z,24,54,,,,,
2018-02-06T11:16:02.648Z,24,54,,,,,
2018-02-06T11:16:12.654Z,24.2,54,,,,,
2018-02-06T11:16:22.636Z,24.2,54,,,,,
2018-02-06T11:16:32.619Z,24.2,54,64.4,,,,
2018-02-06T11:16:42.642Z,24.2,54,,,,,30
2018-02-06T11:16:52.631Z,24.2,54,,,,,29
2018-02-06T11:17:02.627Z,24.3,54,,,,,
2018-02-06T11:17:12.617Z,24.2,54,,,,,
2018-02-06T11:17:22.632Z,24,54,64.5,,,,
2018-02-06T11:17:32.619Z,24.2,54,,,,,
2018-02-06T11:17:42.620Z,24,54,,,,,30
2018-02-06T11:17:52.614Z,24,54,,,,,29
2018-02-06T11:18:02.616Z,24.3,54,,,,,30
2018-02-06T11:18:12.716Z,24.2,54,,,,,
2018-02-06T11:18:22.638Z,24.3,54,,,,,29
2018-02-06T11:18:32.632Z,14.8,54,64.8,1,0,0,
2018-02-06T11:18:42.658Z,57.7,54,61.2,,,,57
2018-02-06T11:18:52.619Z,54.3,54,58.9,,,,62
2018-02-06T11:19:02.618Z,54.4,54,57.6,,,,46
2018-02-06T11:19:12.615Z,54.4,54,56.6,,,,36
2018-02-06T11:19:22.650Z,53.5,54,55.6,,,,39
2018-02-06T11:19:32.614Z,53.1,54,55.3,,,,51
2018-02-06T11:19:42.641Z,53,54,56,,,,59
2018-02-06T11:19:52.730Z,53.5,54,56.4,,,,60
2018-02-06T11:20:02.623Z,53.9,54,57,,,,61
2018-02-06T11:20:12.650Z,54.4,54,57.3,,,,58
2018-02-06T11:20:22.620Z,54.7,54,57.2,,,,52
2018-02-06T11:20:32.623Z,54.1,54,56.8,,,,54
2018-02-06T11:20:42.651Z,54.1,54,56.6,,,,55
2018-02-06T11:20:52.627Z,54,54,56.5,,,,54
2018-02-06T11:21:02.644Z,53.8,54,,,,,55
2018-02-06T11:21:12.648Z,53.9,54,56.4,,,,54
2018-02-06T11:21:22.631Z,53.8,54,,,,,
2018-02-06T11:21:32.618Z,53.8,54,55.6,0,,0,0
2018-02-06T11:21:42.643Z,54.1,54,55.2,,,,
2018-02-06T11:21:52.623Z,55,54,60,,,,
2018-02-06T11:22:02.664Z,55.8,54,60.6,,,,
2018-02-06T11:22:12.636Z,56.1,54,59.9,,,,
2018-02-06T11:22:22.630Z,55.8,54,59.5,,,,
2018-02-06T11:22:32.663Z,54.3,54,58.8,0,61,2,
2018-02-06T11:22:42.624Z,51.7,54,60.1,,,,36
2018-02-06T11:22:52.688Z,49.3,54,62.4,,,,29
2018-02-06T11:23:02.663Z,47.6,54,61.6,,,,
2018-02-06T11:23:12.633Z,45.8,54,61.3,,,,
2018-02-06T11:23:22.632Z,44.3,54,61.4,,,,
2018-02-06T11:23:32.742Z,43.1,54,61.2,,,,
2018-02-06T11:23:42.648Z,41.9,54,60.8,,,,
2018-02-06T11:23:52.630Z,40.6,54,60.5,,,,
2018-02-06T11:24:02.664Z,39.2,54,60.1,,,,
2018-02-06T11:24:12.618Z,38.1,54,59.9,,,,
2018-02-06T11:24:22.618Z,36.3,54,59.8,,,,
2018-02-06T11:24:32.645Z,34.9,54,59.7,,,,
2018-02-06T11:24:42.659Z,34.9,54,59.6,,,,
2018-02-06T11:24:52.646Z,34.7,54,,,,,30
2018-02-06T11:25:02.687Z,34.1,54,59.7,,,,
2018-02-06T11:25:12.654Z,33.5,54,,,,,
2018-02-06T11:25:22.662Z,32.7,54,59.8,,,,
2018-02-06T11:25:32.626Z,32.3,54,,,,,
2018-02-06T11:25:42.746Z,31.8,54,59.9,,,,
2018-02-06T11:25:52.666Z,31,54,60,,,,
2018-02-06T11:26:02.644Z,30.8,54,,,,,
2018-02-06T11:26:12.669Z,30.2,54,60.1,,,,
2018-02-06T11:26:22.629Z,17.9,54,60.5,1,0,0,29
2018-02-06T11:26:32.650Z,54.7,54,57.1,,,,46
2018-02-06T11:26:42.633Z,51.7,54,55.6,,,,59
2018-02-06T11:26:52.623Z,52.5,54,56.3,,,,70
2018-02-06T11:27:02.642Z,54.7,54,56.9,,,,44
2018-02-06T11:27:12.630Z,54.2,54,56.3,,,,
2018-02-06T11:27:22.622Z,53.8,54,55.7,,,,45
2018-02-06T11:27:32.654Z,53.6,54,55.4,,,,46
2018-02-06T11:27:42.673Z,53.5,54,,,,,49
2018-02-06T11:27:52.623Z,53.5,54,55.5,,,,50
2018-02-06T11:28:02.634Z,53.6,54,55.6,,,,51
2018-02-06T11:28:12.690Z,53.8,54,55.9,,,,
2018-02-06T11:28:22.623Z,54,54,56,,,,
2018-02-06T11:28:32.703Z,54.1,54,56.2,,,,
2018-02-06T11:28:42.642Z,54.3,54,,,,,50
2018-02-06T11:28:52.709Z,54.2,54,56.1,,,,49
2018-02-06T11:29:02.710Z,54.2,54,55.9,,,,49
2018-02-06T11:29:12.642Z,54,54,,,,,
2018-02-06T11:29:22.645Z,53.9,54,55.7,,,,
2018-02-06T11:29:32.634Z,53.9,54,55.6,,,,50
2018-02-06T11:29:42.620Z,53.6,54,55.7,,,,
2018-02-06T11:29:52.624Z,53.8,54,,,,,52
2018-02-06T11:30:02.645Z,54,54,56,,,,53
2018-02-06T11:30:12.644Z,53.5,54,56.1,,,,56
2018-02-06T11:30:22.718Z,54.2,54,56.3,,,,54
2018-02-06T11:30:32.730Z,54.6,54,,,,,49
2018-02-06T11:30:42.773Z,54.2,54,56,,,,50
2018-02-06T11:30:52.676Z,54.1,54,55.6,0,,0,0
2018-02-06T11:31:02.750Z,54,54,54.4,,,,
2018-02-06T11:31:12.640Z,54.4,54,56,,,,
2018-02-06T11:31:22.840Z,54.8,54,56.8,,,,
2018-02-06T11:31:32.708Z,55,54,,,,,
2018-02-06T11:31:42.641Z,55,54,56.6,,,,
2018-02-06T11:31:52.693Z,54.4,54,56.4,0,61,2,
2018-02-06T11:32:02.685Z,52.9,54,57.2,0,,2,40
2018-02-06T11:32:12.635Z,50.3,54,59.7,,,,31
2018-02-06T11:32:22.629Z,47.9,54,58.6,,,,29
2018-02-06T11:32:32.633Z,46.4,54,58.2,,,,
2018-02-06T11:32:42.662Z,44.8,54,58.3,,,,
2018-02-06T11:32:52.628Z,43.6,54,57.9,,,,
2018-02-06T11:33:02.637Z,41.1,54,57.4,,,,
2018-02-06T11:33:12.655Z,40.2,54,56.9,,,,
2018-02-06T11:33:22.676Z,39.3,54,56.6,,,,
2018-02-06T11:33:32.633Z,38.2,54,56.3,,,,
2018-02-06T11:33:42.678Z,36.5,54,56.1,,,,
2018-02-06T11:33:52.692Z,36.3,54,56,,,,30
2018-02-06T11:34:02.650Z,35.8,54,56.1,,,,31
2018-02-06T11:34:12.739Z,34.4,54,56.2,,,,33
2018-02-06T11:34:22.660Z,34.1,54,56.3,,,,
2018-02-06T11:34:32.644Z,33.7,54,56.6,,,,35
2018-02-06T11:34:42.631Z,33.5,54,57,,,,36
2018-02-06T11:34:52.724Z,32.6,54,57.2,,,,37
2018-02-06T11:35:02.625Z,32.3,54,57.6,,,,
2018-02-06T11:35:12.654Z,31.9,54,58,,,,38
2018-02-06T11:35:22.678Z,31,54,58.2,,,,39
2018-02-06T11:35:32.687Z,30.6,54,58.6,,,,
2018-02-06T11:35:42.645Z,30.3,54,59,,,,40
2018-02-06T11:35:52.726Z,29.8,54,59.1,,,,
2018-02-06T11:36:02.660Z,29.8,54,59.5,,,,41
2018-02-06T11:36:12.650Z,29.6,54,59.7,,,,
2018-02-06T11:36:22.632Z,28.7,54,60,,,,
2018-02-06T11:36:32.637Z,28.7,54,60.1,,,,
2018-02-06T11:36:42.646Z,28.4,54,60.4,,,,
2018-02-06T11:36:52.635Z,28,54,60.6,,,,
2018-02-06T11:37:02.658Z,28,54,60.7,,,,
2018-02-06T11:37:12.654Z,27.9,54,60.8,,,,
2018-02-06T11:37:22.626Z,27.7,54,61.1,,,,
2018-02-06T11:37:32.631Z,27.4,54,61.2,,,,40
2018-02-06T11:37:42.644Z,27.1,54,,,,,39
2018-02-06T11:37:52.625Z,26.8,54,,,,,38
2018-02-06T11:38:02.705Z,26.7,54,61.1,,,,37
2018-02-06T11:38:12.740Z,26.2,54,60.9,,,,36
2018-02-06T11:38:22.724Z,26,54,,,,,
2018-02-06T11:38:32.716Z,26,54,60.8,,,,
2018-02-06T11:38:42.625Z,25.6,54,,,,,
2018-02-06T11:38:52.625Z,26,54,,,,,
2018-02-06T11:39:02.638Z,25.9,54,,,,,
2018-02-06T11:39:12.666Z,25.6,54,60.9,,,,
2018-02-06T11:39:22.626Z,25.7,54,,,,,
2018-02-06T11:39:32.636Z,25.4,54,,,,,
2018-02-06T11:39:42.653Z,25.4,54,61.1,,,,
2018-02-06T11:39:52.636Z,25.3,54,61.1,,,,
2018-02-06T11:40:02.627Z,25.1,54,60.9,,,,35
2018-02-06T11:40:12.667Z,25,54,60.9,,,,
2018-02-06T11:40:22.651Z,24.9,54,61.1,,,,35
2018-02-06T11:40:32.642Z,25,54,60.9,,,,35
2018-02-06T11:40:42.629Z,24.7,54,,,,,
2018-02-06T11:40:52.635Z,24.7,54,,,,,
2018-02-06T11:41:02.628Z,23.8,54,,,,,
2018-02-06T11:41:12.634Z,24.7,54,61.1,,,,34
2018-02-06T11:41:22.642Z,24.5,54,60.9,,,,
2018-02-06T11:41:32.650Z,24.5,54,,,,,
2018-02-06T11:41:42.626Z,24.4,54,,,,,33
2018-02-06T11:41:52.643Z,24.4,54,61.1,,,,33
2018-02-06T11:42:02.634Z,24.3,54,60.9,,,,
2018-02-06T11:42:12.634Z,24.2,54,61.1,,,,
2018-02-06T11:42:22.681Z,24.3,54,60.9,,,,33
2018-02-06T11:42:32.705Z,24,54,,,,,32
2018-02-06T11:42:42.657Z,23.8,54,60.9,,,,32
2018-02-06T11:42:52.629Z,23.9,54,60.9,,,,
2018-02-06T11:43:02.639Z,23.9,54,61.1,,,,
2018-02-06T11:43:12.636Z,23.9,54,60.9,,,,
2018-02-06T11:43:22.634Z,23.8,54,61.1,,,,31
2018-02-06T11:43:32.637Z,23.8,54,60.9,,,,
2018-02-06T11:43:42.736Z,23.7,54,,,,,
2018-02-06T11:43:52.628Z,23.7,54,,,,,
2018-02-06T11:44:02.637Z,23.8,54,60.9,,,,31
2018-02-06T11:44:12.630Z,23.7,54,61.1,,,,31
2018-02-06T11:44:22.636Z,23.8,54,60.9,,,,30
2018-02-06T11:44:32.746Z,23.8,54,,,,,
2018-02-06T11:44:42.630Z,23.6,54,,,,,
2018-02-06T11:44:52.634Z,23.6,54,61.1,,,,
2018-02-06T11:45:02.743Z,23.6,54,60.9,,,,30
2018-02-06T11:45:12.759Z,23.6,54,,,,,
2018-02-06T11:45:22.724Z,23.6,54,,,,,29
2018-02-06T11:45:32.909Z,23.6,54,60.9,,,,
2018-02-06T11:45:42.770Z,23.7,54,60.9,,,,
2018-02-06T11:45:52.629Z,23.4,54,61.1,,,,
2018-02-06T11:46:02.636Z,23.6,54,,,,,
2018-02-06T11:46:12.712Z,23.4,54,,,,,
2018-02-06T11:46:22.649Z,23.6,54,,,,,
2018-02-06T11:46:32.646Z,23.4,54,,,,,
2018-02-06T11:46:42.647Z,23.6,54,61.2,,,,
2018-02-06T11:46:52.633Z,23.4,54,,,,,
2018-02-06T11:47:02.630Z,23.7,54,,,,,
2018-02-06T11:47:12.655Z,23.6,54,61.3,,,,30
2018-02-06T11:47:22.636Z,23.6,54,,,,,29
2018-02-06T11:47:32.633Z,23.6,54,,,,,
2018-02-06T11:47:42.696Z,23.6,54,,,,,
2018-02-06T11:47:52.631Z,23.3,54,61.4,,,,
2018-02-06T11:48:02.660Z,23.3,54,,,,,
2018-02-06T11:48:12.633Z,23.6,54,,,,,
2018-02-06T11:48:22.634Z,23.6,54,,,,,
2018-02-06T11:48:32.645Z,23.4,54,61.5,,,,
2018-02-06T11:48:42.706Z,23.6,54,,,,,
2018-02-06T11:48:52.635Z,23.6,54,,,,,
2018-02-06T11:49:02.637Z,23.3,54,61.6,,,,
2018-02-06T11:49:12.646Z,23.3,54,,,,,
2018-02-06T11:49:22.643Z,23.3,54,,,,,
2018-02-06T11:49:32.647Z,23.6,54,,,,,30
2018-02-06T11:49:42.638Z,23.4,54,61.8,,,,29
2018-02-06T11:49:52.668Z,23.4,54,,,,,
2018-02-06T11:50:02.682Z,23.6,54,,,,,
2018-02-06T11:50:12.643Z,23.7,54,,,,,
2018-02-06T11:50:22.662Z,23.6,54,,,,,
2018-02-06T11:50:32.642Z,23.7,54,61.9,,,,
2018-02-06T11:50:42.634Z,23.6,54,,,,,
2018-02-06T11:50:52.635Z,23.6,54,,,,,
2018-02-06T11:51:02.679Z,23.4,54,,,,,
2018-02-06T11:51:12.676Z,23.6,54,62,,,,29
2018-02-06T11:51:22.650Z,23.6,54,,,,,
2018-02-06T11:51:32.698Z,23.7,54,,,,,
2018-02-06T11:51:42.655Z,23.6,54,,,,,30
2018-02-06T11:51:52.635Z,23.7,54,,,,,29
2018-02-06T11:52:02.633Z,23.8,54,62.1,,,,
2018-02-06T11:52:12.659Z,23.7,54,,,,,
2018-02-06T11:52:22.676Z,23.6,54,,,,,
2018-02-06T11:52:32.652Z,23.7,54,,,,,
2018-02-06T11:52:42.639Z,23.7,54,,,,,
2018-02-06T11:52:52.672Z,23.7,54,62.2,,,,
2018-02-06T11:53:02.642Z,23.7,54,,,,,30
2018-02-06T11:53:12.644Z,23.6,54,,,,,29
2018-02-06T11:53:22.643Z,23.6,54,,,,,
2018-02-06T11:53:32.681Z,23.7,54,62.4,,,,
2018-02-06T11:53:42.638Z,23.7,54,,,,,
2018-02-06T11:53:52.637Z,23.7,54,,,,,
2018-02-06T11:54:02.653Z,23.7,54,,,,,
2018-02-06T11:54:12.716Z,23.8,54,62.5,,,,
2018-02-06T11:54:22.660Z,23.6,54,,,,,
2018-02-06T11:54:32.646Z,23.7,54,,,,,
2018-02-06T11:54:42.641Z,23.7,54,,,,,
2018-02-06T11:54:52.635Z,23.6,54,62.6,,,,30
2018-02-06T11:55:02.636Z,23.7,54,,,,,
2018-02-06T11:55:12.640Z,23.7,54,,,,,29
2018-02-06T11:55:22.653Z,23.8,54,,,,,
2018-02-06T11:55:32.675Z,23.8,54,,,,,
2018-02-06T11:55:42.640Z,23.7,54,62.7,,,,
2018-02-06T11:55:52.638Z,23.8,54,,,,,
2018-02-06T11:56:02.674Z,23.8,54,,,,,
2018-02-06T11:56:12.647Z,23.7,54,,,,,
2018-02-06T11:56:22.636Z,23.7,54,62.8,,,,
2018-02-06T11:56:32.636Z,23.7,54,,,,,30
2018-02-06T11:56:42.653Z,23.7,54,,,,,29
2018-02-06T11:56:52.710Z,23.6,54,,,,,
2018-02-06T11:57:02.671Z,23.7,54,62.9,,,,
2018-02-06T11:57:12.643Z,23.7,54,,,,,30
2018-02-06T11:57:22.641Z,23.9,54,,,,,29
2018-02-06T11:57:32.648Z,23.8,54,63.1,,,,
2018-02-06T11:57:42.639Z,23.9,54,,,,,
2018-02-06T11:57:52.640Z,23.8,54,,,,,30
2018-02-06T11:58:02.674Z,23.9,54,,,,,29
2018-02-06T11:58:12.709Z,23.7,54,,,,,
2018-02-06T11:58:22.654Z,23.9,54,63.2,,,,
2018-02-06T11:58:32.639Z,24,54,,,,,
2018-02-06T11:58:42.676Z,23.9,54,,,,,
2018-02-06T11:58:52.646Z,23.8,54,,,,,
2018-02-06T11:59:02.662Z,23.9,54,63.3,,,,
2018-02-06T11:59:12.659Z,24,54,,,,,30
2018-02-06T11:59:22.668Z,23.9,54,,,,,29
2018-02-06T11:59:32.662Z,24,54,,,,,
2018-02-06T11:59:42.681Z,24.2,54,63.4,,,,30
2018-02-06T11:59:52.654Z,23.9,54,,,,,29
2018-02-06T12:00:02.681Z,24,54,,,,,30
2018-02-06T12:00:12.671Z,23.9,54,,,,,29
2018-02-06T12:00:22.739Z,24,54,,,,,
2018-02-06T12:00:32.646Z,24,54,63.5,,,,30
2018-02-06T12:00:42.653Z,24,54,,,,,29
2018-02-06T12:00:52.665Z,24.2,54,,,,,
2018-02-06T12:01:02.643Z,24.2,54,,,,,
2018-02-06T12:01:12.642Z,24,54,,,,,
2018-02-06T12:01:22.666Z,23.9,54,63.6,,,,
2018-02-06T12:01:32.643Z,24,54,,,,,
2018-02-06T12:01:42.639Z,24,54,,,,,30
2018-02-06T12:01:52.644Z,23.8,54,,,,,29
2018-02-06T12:02:02.655Z,23.8,54,63.8,,,,
2018-02-06T12:02:12.659Z,24,54,,,,,
2018-02-06T12:02:22.671Z,24,54,,,,,
2018-02-06T12:02:32.674Z,24.2,54,,,,,
2018-02-06T12:02:42.724Z,23.9,54,,,,,
2018-02-06T12:02:52.655Z,24,54,63.9,,,,
2018-02-06T12:03:02.666Z,24,54,,,,,
2018-02-06T12:03:12.674Z,23.9,54,,,,,
2018-02-06T12:03:22.657Z,24.2,54,,,,,
2018-02-06T12:03:32.682Z,24,54,64,,,,29
2018-02-06T12:03:42.671Z,24,54,64,,,,30
2018-02-06T12:03:52.656Z,24,54,,,,,29
2018-02-06T12:04:02.688Z,24.2,54,,,,,
2018-02-06T12:04:12.659Z,24.2,54,,,,,
2018-02-06T12:04:22.650Z,23.9,54,64.1,,,,
2018-02-06T12:04:32.645Z,24,54,,,,,
2018-02-06T12:04:42.657Z,24,54,,,,,
2018-02-06T12:04:52.652Z,24.2,54,,,,,
2018-02-06T12:05:02.743Z,24.2,54,,,,,
2018-02-06T12:05:12.661Z,24.2,54,,,,,
2018-02-06T12:05:22.651Z,24,54,,,,,
2018-02-06T12:05:32.648Z,24.2,54,64.2,,,,
2018-02-06T12:05:42.644Z,24,54,,,,,
2018-02-06T12:05:52.667Z,24.2,54,,,,,
2018-02-06T12:06:02.698Z,24.2,54,,,,,30
2018-02-06T12:06:12.750Z,24.2,54,64.4,0,61,2,30
2018-02-06T12:06:22.701Z,24.2,54,,,,,
2018-02-06T12:06:32.656Z,24.2,54,,,,,29
2018-02-06T12:06:42.647Z,24.3,54,,,,,
2018-02-06T12:06:52.655Z,24.2,54,,,,,
2018-02-06T12:07:02.648Z,24.2,54,,,,,
2018-02-06T12:07:12.646Z,24,54,64.5,,,,
2018-02-06T12:07:22.648Z,23.9,54,,,,,30
2018-02-06T12:07:32.670Z,24.2,54,,,,,29
2018-02-06T12:07:42.727Z,24.2,54,,,,,
2018-02-06T12:07:52.764Z,24.2,54,,,,,
2018-02-06T12:08:02.693Z,24.2,54,,,,,
2018-02-06T12:08:12.677Z,24.2,54,64.6,,,,
2018-02-06T12:08:22.721Z,24,54,,,,,
2018-02-06T12:08:32.749Z,23.9,54,,,,,
2018-02-06T12:08:42.647Z,24.2,54,,,,,
2018-02-06T12:08:52.649Z,24,54,,,,,
2018-02-06T12:09:02.657Z,24.2,54,64.7,,,,
2018-02-06T12:09:12.754Z,24.3,54,,1,0,0,
2018-02-06T12:09:22.653Z,11.6,54,69.6,,,,84
2018-02-06T12:09:32.661Z,53,54,60.8,,,,83
2018-02-06T12:09:42.676Z,51.5,54,59.6,,,,98
2018-02-06T12:09:52.700Z,52,54,60.2,,,,109
2018-02-06T12:10:02.706Z,52.6,54,61.1,,,,104
2018-02-06T12:10:12.680Z,53,54,61.3,,,,108
2018-02-06T12:10:22.665Z,53.5,54,61.5,,,,105
2018-02-06T12:10:32.694Z,53.7,54,61.8,,,,108
2018-02-06T12:10:42.991Z,53.9,54,62,,,,105
2018-02-06T12:10:52.649Z,54.1,54,61.6,0,,0,0
2018-02-06T12:11:02.751Z,56.3,54,59.9,,,,
2018-02-06T12:11:12.669Z,59.1,54,62.5,,,,
2018-02-06T12:11:22.646Z,60.2,54,63.3,,,,
2018-02-06T12:11:32.656Z,59.8,54,63.2,,,,
2018-02-06T12:11:42.680Z,57.1,54,62.8,,,,
2018-02-06T12:11:52.654Z,51.8,54,62.2,0,61,2,
2018-02-06T12:12:02.749Z,46.6,54,59.7,,,,
2018-02-06T12:12:12.673Z,43.2,54,58.4,,,,
