Time,PrimTSet,HwTOutlet,HwActive,ChActive,PrimT,ActPow,HwTSet
2017-12-12T11:09:06.646Z,,37.1,,,,,54
2017-12-12T11:09:16.654Z,,36.9,,,,,54
2017-12-12T11:09:26.652Z,,37.1,,,,,54
2017-12-12T11:09:36.667Z,,37.1,,,,,54
2017-12-12T11:09:46.649Z,,36.9,,,,,54
2017-12-12T11:09:56.648Z,,36.9,,,,,54
2017-12-12T11:10:06.647Z,,36.9,,,,,54
2017-12-12T11:10:16.650Z,,36.9,,,,,54
2017-12-12T11:10:26.649Z,,36.9,,,,,54
2017-12-12T11:10:36.682Z,,37.1,,,,,54
2017-12-12T11:10:46.651Z,,36.9,,,,,54
2017-12-12T11:10:56.645Z,,36.9,,,,30,54
2017-12-12T11:11:06.645Z,,37.1,,,,29,54
2017-12-12T11:11:16.645Z,,37.1,,,,,54
2017-12-12T11:11:26.645Z,,37.1,,,,,54
2017-12-12T11:11:36.650Z,,37.1,,,,,54
2017-12-12T11:11:46.647Z,,37.1,,,,,54
2017-12-12T11:11:56.647Z,,37.1,,,,,54
2017-12-12T11:12:06.649Z,,37.1,,,,,54
2017-12-12T11:12:16.649Z,,37.1,,,62.1,,54
2017-12-12T11:12:26.646Z,,37.1,,,62,30,54
2017-12-12T11:12:36.655Z,,37.1,,,,29,54
2017-12-12T11:12:46.651Z,,37.1,,,,,54
2017-12-12T11:12:56.648Z,,37.1,,,,,54
2017-12-12T11:13:06.653Z,,37.1,,,,,54
2017-12-12T11:13:16.653Z,,37.1,,,62.1,,54
2017-12-12T11:13:26.660Z,,37.1,,,62,,54
2017-12-12T11:13:36.647Z,,37.1,,,,,54
2017-12-12T11:13:46.653Z,,37.1,,,,,54
2017-12-12T11:13:56.669Z,,37.1,,,62.1,,54
2017-12-12T11:14:06.648Z,,37.1,,,62,,54
2017-12-12T11:14:16.651Z,,37.1,,,62.1,,54
2017-12-12T11:14:26.739Z,,37.1,,,62,,54
2017-12-12T11:14:36.655Z,,37.1,,,62.1,,54
2017-12-12T11:14:46.648Z,,37.1,,,62,,54
2017-12-12T11:14:56.660Z,,37.1,,,62.1,,54
2017-12-12T11:15:06.650Z,,37.1,,,,,54
2017-12-12T11:15:16.658Z,,37.1,,,62,,54
2017-12-12T11:15:26.654Z,,37.1,,,62.1,,54
2017-12-12T11:15:36.655Z,,,,,,30,
2017-12-12T11:15:46.657Z,,37.1,,,62,29,54
2017-12-12T11:15:56.654Z,,37.1,,,,30,54
2017-12-12T11:16:06.647Z,,37.1,,,62.1,29,54
2017-12-12T11:16:16.657Z,,37.1,,,,,54
2017-12-12T11:16:26.699Z,,37.1,,,,,54
2017-12-12T11:16:36.662Z,,37.1,,,,,54
2017-12-12T11:16:46.649Z,,37.1,,,,,54
2017-12-12T11:16:56.685Z,,37.1,,,,30,54
2017-12-12T11:17:06.649Z,,37.1,,,,29,54
2017-12-12T11:17:16.650Z,,37.1,,,,30,54
2017-12-12T11:17:26.651Z,,37.1,,,,29,54
2017-12-12T11:17:36.654Z,,37.1,,,,,54
2017-12-12T11:17:46.650Z,,37.1,,,62,,54
2017-12-12T11:17:56.653Z,,37.1,,,62.1,,54
2017-12-12T11:18:06.653Z,,37.1,,,,30,54
2017-12-12T11:18:16.655Z,,37.1,,,,29,54
2017-12-12T11:18:26.662Z,,37.1,,,,,54
2017-12-12T11:18:36.658Z,,37.1,,,,,54
2017-12-12T11:18:46.743Z,,37.1,,,62,,54
2017-12-12T11:18:56.702Z,,37.1,,,62.1,30,54
2017-12-12T11:19:06.743Z,,37.1,,,,29,54
2017-12-12T11:19:16.667Z,,37.1,,,,,54
2017-12-12T11:19:26.659Z,,37.1,,,,,54
2017-12-12T11:19:36.654Z,,37.1,,,,,54
2017-12-12T11:19:46.660Z,,37.1,,,,,54
2017-12-12T11:19:57.036Z,,37.1,,,,,54
2017-12-12T11:20:06.651Z,,37.1,,,,30,54
2017-12-12T11:20:16.650Z,,37.1,,,,29,54
2017-12-12T11:20:26.652Z,,37.1,,,,,54
2017-12-12T11:20:36.654Z,,37.1,,,,,54
2017-12-12T11:20:46.658Z,,37.1,,,,,54
2017-12-12T11:20:56.654Z,,37.2,,,,,54
2017-12-12T11:21:06.661Z,,37.1,,,,,54
2017-12-12T11:21:16.668Z,,37.1,,,,30,54
2017-12-12T11:21:26.651Z,,37.1,,,,29,54
2017-12-12T11:21:36.652Z,,37.1,,,,30,54
2017-12-12T11:21:46.652Z,,37.1,,,,29,54
2017-12-12T11:21:56.678Z,,37.2,,,,,54
2017-12-12T11:22:06.653Z,,37.1,,,,,54
2017-12-12T11:22:16.653Z,,37.2,,,62,,54
2017-12-12T11:22:26.653Z,,37.2,,,,,54
2017-12-12T11:22:36.656Z,,37.2,,,,,54
2017-12-12T11:22:46.669Z,,37.2,,,,,54
2017-12-12T11:22:56.654Z,,37.2,,,61.9,,54
2017-12-12T11:23:06.753Z,,37.2,,,61.9,29,54
2017-12-12T11:23:16.654Z,,37.2,,,,,54
2017-12-12T11:23:26.655Z,,37.2,,,,,54
2017-12-12T11:23:36.655Z,,37.2,,,,30,54
2017-12-12T11:23:46.652Z,,37.1,,,61.8,29,54
2017-12-12T11:23:56.656Z,,37.2,,,,,54
2017-12-12T11:24:06.653Z,,37.2,,,61.6,,54
2017-12-12T11:24:16.661Z,,37.2,,,,,54
2017-12-12T11:24:26.654Z,,37.2,,,61.5,30,54
2017-12-12T11:24:36.655Z,,37.1,,,,29,54
2017-12-12T11:24:46.675Z,,37.1,,,,,54
2017-12-12T11:24:56.656Z,,37.1,,,61.4,30,54
2017-12-12T11:25:06.691Z,,37.1,,,61.3,29,54
2017-12-12T11:25:16.683Z,,37.1,,,,,54
2017-12-12T11:25:26.653Z,,37.2,,,61.2,,54
2017-12-12T11:25:36.682Z,,37.2,,,,,54
2017-12-12T11:25:46.655Z,,37.1,,,,,54
2017-12-12T11:25:56.687Z,,37.2,,,60.9,,54
2017-12-12T11:26:06.662Z,,37.1,,,60.8,,54
2017-12-12T11:26:16.701Z,,37.1,,,60.7,,54
2017-12-12T11:26:26.678Z,,37.1,,,,,54
2017-12-12T11:26:36.694Z,,37.2,,,60.6,,54
2017-12-12T11:26:46.689Z,,37.1,,,60.5,,54
2017-12-12T11:26:56.717Z,,37.2,,,,,54
2017-12-12T11:27:06.712Z,,37.1,,,,30,54
2017-12-12T11:27:16.695Z,,37.1,,,60.4,29,54
2017-12-12T11:27:26.675Z,,37.2,,,,30,54
2017-12-12T11:27:36.656Z,,37.1,,,,29,54
2017-12-12T11:27:46.659Z,,37.1,,,,,54
2017-12-12T11:27:56.656Z,,37.1,,,,,54
2017-12-12T11:28:06.655Z,,37.2,,,60.5,,54
2017-12-12T11:28:16.677Z,,37.1,,,,,54
2017-12-12T11:28:26.663Z,,37.1,,,60.6,30,54
2017-12-12T11:28:36.657Z,,37.1,,,,29,54
2017-12-12T11:28:46.684Z,,37.1,,,60.7,,54
2017-12-12T11:28:56.658Z,,37.1,,,,,54
2017-12-12T11:29:06.682Z,,37.1,,,60.8,,54
2017-12-12T11:29:16.659Z,,37.1,,,,30,54
2017-12-12T11:29:26.660Z,,37.1,,,,29,54
2017-12-12T11:29:36.661Z,,,,,60.9,,
2017-12-12T11:29:46.676Z,,37.1,,,,,54
2017-12-12T11:29:56.665Z,,37.1,,,61.1,,54
2017-12-12T11:30:06.657Z,,37.1,,,,30,54
2017-12-12T11:30:16.661Z,,37.1,,,,,54
2017-12-12T11:30:26.659Z,,37.1,,,,29,54
2017-12-12T11:30:36.656Z,,37.1,,,,,54
2017-12-12T11:30:46.664Z,,37.1,,,61.2,,54
2017-12-12T11:30:56.663Z,,37.1,,,,,54
2017-12-12T11:31:06.657Z,,37.1,,,,,54
2017-12-12T11:31:16.657Z,,37.1,,,,,54
2017-12-12T11:31:26.662Z,,37.1,,,,,54
2017-12-12T11:31:36.659Z,,37.1,,,,,54
2017-12-12T11:31:46.660Z,,37.1,,,,30,54
2017-12-12T11:31:56.659Z,,37.1,,,,29,54
2017-12-12T11:32:06.662Z,,37.1,,,,,54
2017-12-12T11:32:16.667Z,,37.1,,,,,54
2017-12-12T11:32:26.666Z,,37.1,,,,30,54
2017-12-12T11:32:36.667Z,,37.1,,,,29,54
2017-12-12T11:32:46.664Z,,37.1,,,,,54
2017-12-12T11:32:56.658Z,,37.1,,,,,54
2017-12-12T11:33:06.669Z,,37.1,,,,,54
2017-12-12T11:33:16.665Z,,37.1,,,,,54
2017-12-12T11:33:26.662Z,,37.1,,,,,54
2017-12-12T11:33:36.665Z,,37.1,,,,,54
2017-12-12T11:33:46.665Z,,37.1,,,,,54
2017-12-12T11:33:56.666Z,,37.1,,,,,54
2017-12-12T11:34:06.666Z,,37.1,,,,,54
2017-12-12T11:34:16.665Z,,37.1,,,,,54
2017-12-12T11:34:26.661Z,,37.1,,,,,54
2017-12-12T11:34:36.666Z,,37.1,,,,,54
2017-12-12T11:34:46.663Z,,37.1,,,,,54
2017-12-12T11:34:56.663Z,,37.1,,,61.1,30,54
2017-12-12T11:35:06.660Z,,37.1,,,,29,54
2017-12-12T11:35:16.665Z,,37.1,,,,,54
2017-12-12T11:35:26.659Z,,37.1,,,,,54
2017-12-12T11:35:36.667Z,,37.1,,,,,54
2017-12-12T11:35:46.668Z,,37.1,,,61.2,,54
2017-12-12T11:35:56.662Z,,37.1,,,,,54
2017-12-12T11:36:06.660Z,,37.1,,,,,54
2017-12-12T11:36:16.662Z,,37.1,,,,,54
2017-12-12T11:36:26.666Z,,37.1,,,,,54
2017-12-12T11:36:36.664Z,,,,,,30,
2017-12-12T11:36:46.666Z,,37.1,,,,29,54
2017-12-12T11:36:56.659Z,,37.1,,,,,54
2017-12-12T11:37:06.661Z,,37.1,,,,,54
2017-12-12T11:37:16.663Z,,37.1,,,,,54
2017-12-12T11:37:26.663Z,,37.1,,,,,54
2017-12-12T11:37:36.682Z,,,,,,29,
2017-12-12T11:37:46.668Z,,37.1,,,,,54
2017-12-12T11:37:56.663Z,,37.1,,,,,54
2017-12-12T11:38:06.661Z,,37.1,,,,30,54
2017-12-12T11:38:16.682Z,,37.1,,,,29,54
2017-12-12T11:38:26.667Z,,37.1,,,,,54
2017-12-12T11:38:36.668Z,,37.1,,,,,54
2017-12-12T11:38:46.676Z,,37.1,,,61.3,,54
2017-12-12T11:38:56.668Z,,37.1,,,,,54
2017-12-12T11:39:06.664Z,,37.1,,,,,54
2017-12-12T11:39:16.669Z,,37.1,,,61.2,,54
2017-12-12T11:39:26.663Z,,37.1,,,61.3,,54
2017-12-12T11:39:36.664Z,,37.1,,,,30,54
2017-12-12T11:39:46.669Z,,37.1,,,,29,54
2017-12-12T11:39:56.668Z,,37.1,,,61.2,,54
2017-12-12T11:40:06.663Z,,37.1,,,,30,54
2017-12-12T11:40:16.664Z,,37.1,,,,29,54
2017-12-12T11:40:26.663Z,,37.1,,,,,54
2017-12-12T11:40:36.661Z,,37.1,,,,,54
2017-12-12T11:40:46.665Z,,37.1,,,,,54
2017-12-12T11:40:56.670Z,,37.1,,,61.3,,54
2017-12-12T11:41:06.669Z,,37.1,,,61.2,,54
2017-12-12T11:41:16.667Z,,37.1,,,,,54
2017-12-12T11:41:26.669Z,,37.1,,,,,54
2017-12-12T11:41:36.672Z,,37.1,,,,,54
2017-12-12T11:41:46.667Z,,37.1,,,,,54
2017-12-12T11:41:56.677Z,,37.1,,,,,54
2017-12-12T11:42:06.666Z,,37.1,,,,,54
2017-12-12T11:42:16.668Z,,37.1,,,,,54
2017-12-12T11:42:26.707Z,,37.1,,,,30,54
2017-12-12T11:42:36.668Z,,37.1,,,,,54
2017-12-12T11:42:51.775Z,,37.1,,,,29,54
2017-12-12T11:42:56.677Z,,36.9,,,,,54
2017-12-12T11:43:06.671Z,,37.1,,,,,54
2017-12-12T11:43:16.670Z,,37.1,,,,,54
2017-12-12T11:43:26.776Z,,37.1,,,,,54
2017-12-12T11:43:46.674Z,,37.1,,,,,54
2017-12-12T11:43:56.691Z,,37.1,,,,,54
2017-12-12T11:44:06.674Z,,36.9,,,,,54
2017-12-12T11:44:16.670Z,,37.1,,,,,54
2017-12-12T11:44:26.667Z,,37.1,,,,,54
2017-12-12T11:44:46.670Z,,37.1,,,61.3,,54
2017-12-12T11:44:56.763Z,,37.1,,,,,54
2017-12-12T11:45:06.714Z,,37.1,,,,,54
2017-12-12T11:45:21.950Z,,37.1,,,,30,54
2017-12-12T11:45:26.668Z,,37.1,,,,29,54
2017-12-12T11:45:36.786Z,,37.1,,,,,54
2017-12-12T11:45:46.761Z,,36.9,,,,30,54
2017-12-12T11:45:56.778Z,,37.1,,,,29,54
2017-12-12T11:46:06.666Z,,36.9,,,,,54
2017-12-12T11:46:16.692Z,,36.9,,,,,54
2017-12-12T11:46:26.669Z,,36.9,,,,,54
2017-12-12T11:46:36.684Z,,37.1,,,,30,54
2017-12-12T11:46:46.669Z,,36.9,,,,29,54
2017-12-12T11:46:56.696Z,,37.1,,,,30,54
2017-12-12T11:47:06.669Z,,36.9,,,,29,54
2017-12-12T11:47:16.681Z,,37.1,,,,,54
2017-12-12T11:47:26.676Z,,36.9,,,,30,54
2017-12-12T11:47:36.681Z,,,,,61.4,29,
2017-12-12T11:47:46.688Z,,36.9,,,,30,54
2017-12-12T11:47:56.688Z,,36.9,,,,29,54
2017-12-12T11:48:06.668Z,,36.9,,,,,54
2017-12-12T11:48:16.674Z,,36.9,,,,,54
2017-12-12T11:48:26.669Z,,36.9,,,,,54
2017-12-12T11:48:36.679Z,,36.9,,,,,54
2017-12-12T11:48:46.792Z,,37.1,,,,,54
2017-12-12T11:48:56.685Z,,36.9,,,,,54
2017-12-12T11:49:06.685Z,,36.9,,,,30,54
2017-12-12T11:49:16.699Z,,36.9,,,,29,54
2017-12-12T11:49:26.671Z,,36.9,,,,,54
2017-12-12T11:49:36.668Z,,36.9,,,,,54
2017-12-12T11:49:46.687Z,,36.9,,,,,54
2017-12-12T11:49:56.670Z,,36.9,,,,,54
2017-12-12T11:50:06.668Z,,36.9,,,,,54
2017-12-12T11:50:16.669Z,,37.1,,,,,54
2017-12-12T11:50:26.670Z,,36.9,,,,30,54
2017-12-12T11:50:36.682Z,,36.9,,,61.5,29,54
2017-12-12T11:50:46.677Z,,36.9,,,,30,54
2017-12-12T11:50:56.669Z,,36.9,,,,29,54
2017-12-12T11:51:06.672Z,,37.1,,,,,54
2017-12-12T11:51:16.675Z,,36.9,,,,,54
2017-12-12T11:51:26.669Z,,37.1,,,,,54
2017-12-12T11:51:36.675Z,,36.9,,,,,54
2017-12-12T11:51:46.694Z,,36.9,,,,,54
2017-12-12T11:52:06.671Z,,36.9,,,,,54
2017-12-12T11:52:16.687Z,,36.9,,,,,54
2017-12-12T11:52:26.702Z,,36.9,,,,,54
2017-12-12T11:52:36.670Z,,36.9,,,,,54
2017-12-12T11:52:46.696Z,,36.9,,,,,54
2017-12-12T11:52:56.683Z,,,,,,30,
2017-12-12T11:53:06.774Z,,36.9,,,61.6,29,54
2017-12-12T11:53:16.676Z,,36.9,,,61.5,,54
2017-12-12T11:53:26.670Z,,36.9,,,61.6,,54
2017-12-12T11:53:36.672Z,61,36.9,0,2,61.6,29,54
2017-12-12T11:53:46.671Z,,36.9,,,,29,54
2017-12-12T11:53:56.670Z,,,,,61.5,,
2017-12-12T11:54:06.669Z,,36.9,,,,30,54
2017-12-12T11:54:16.675Z,,36.9,,,61.6,,54
2017-12-12T11:54:26.671Z,,36.9,,,,,54
2017-12-12T11:54:36.676Z,,,,,,29,
2017-12-12T11:54:46.674Z,,36.9,,,61.5,,54
2017-12-12T11:54:56.683Z,,36.9,,,61.6,,54
2017-12-12T11:55:06.676Z,,36.9,,,,,54
2017-12-12T11:55:26.674Z,,36.9,,,,30,54
2017-12-12T11:55:36.671Z,,36.9,,,,,54
2017-12-12T11:55:46.675Z,,36.9,,,,29,54
2017-12-12T11:55:56.674Z,,36.9,,,,,54
2017-12-12T11:56:06.671Z,,36.9,,,,,54
2017-12-12T11:56:16.678Z,,36.9,,,,,54
2017-12-12T11:56:31.177Z,,36.9,,,,29,54
2017-12-12T11:56:36.671Z,,36.9,,,,,54
2017-12-12T11:56:46.728Z,,36.9,,,,,54
2017-12-12T11:56:56.671Z,,,,,,30,
2017-12-12T11:57:06.671Z,,36.9,,,,29,54
2017-12-12T11:57:16.673Z,,,,,,30,
2017-12-12T11:57:26.672Z,,36.9,,,,,54
2017-12-12T11:57:36.673Z,,36.9,,,,29,54
2017-12-12T11:57:46.702Z,,36.9,,,,30,54
2017-12-12T11:57:56.673Z,,36.9,,,,,54
2017-12-12T11:58:06.674Z,,36.9,,,61.6,30,54
2017-12-12T11:58:16.772Z,,37.1,,,61.8,,54
2017-12-12T11:58:26.680Z,,36.9,,,61.6,29,54
2017-12-12T11:58:46.873Z,,36.9,,,,,54
2017-12-12T11:58:56.745Z,,36.9,,,,30,54
2017-12-12T11:59:06.768Z,,36.9,,,,,54
2017-12-12T11:59:16.729Z,,,,,,29,
2017-12-12T11:59:26.744Z,,36.9,,,61.8,,54
2017-12-12T11:59:36.673Z,,36.9,,,,,54
2017-12-12T11:59:46.679Z,,36.9,,,,,54
2017-12-12T11:59:56.677Z,,,,,,30,
2017-12-12T12:00:06.673Z,,36.9,,,,,54
2017-12-12T12:00:16.676Z,,36.9,,,,29,54
2017-12-12T12:00:36.676Z,,36.9,,,,,54
2017-12-12T12:00:46.673Z,,36.9,,,,30,54
2017-12-12T12:00:56.674Z,,,,,,29,
2017-12-12T12:01:06.676Z,,36.9,,,,,54
2017-12-12T12:01:16.679Z,,36.9,,,,,54
2017-12-12T12:01:26.675Z,,36.9,,,,,54
2017-12-12T12:01:46.715Z,,36.9,,,,,54
2017-12-12T12:01:56.678Z,,36.9,,,,30,54
2017-12-12T12:02:06.725Z,,36.9,,,,,54
2017-12-12T12:02:16.674Z,,,,,,29,
2017-12-12T12:02:26.675Z,,36.9,,,,,54
2017-12-12T12:02:36.676Z,,36.9,,,,,54
2017-12-12T12:02:46.685Z,,36.9,,,,,54
2017-12-12T12:03:06.674Z,,36.9,,,,30,54
2017-12-12T12:03:26.677Z,,36.9,,,,29,54
2017-12-12T12:03:36.678Z,,36.9,,,,,54
2017-12-12T12:03:56.679Z,,36.9,,,,,54
2017-12-12T12:04:06.679Z,,36.9,,,,30,54
2017-12-12T12:04:16.680Z,,36.9,,,,,54
2017-12-12T12:04:26.678Z,,,,,,29,
2017-12-12T12:04:36.677Z,,36.9,,,,30,54
2017-12-12T12:04:46.687Z,,36.9,,,,29,54
2017-12-12T12:05:06.680Z,,36.9,,,,30,54
2017-12-12T12:05:16.681Z,,36.9,,,,29,54
2017-12-12T12:05:36.677Z,,36.9,,,,,54
2017-12-12T12:05:46.682Z,,36.9,,,61.9,,54
2017-12-12T12:05:56.691Z,,36.9,,,,,54
2017-12-12T12:06:06.681Z,,36.9,,,,,54
2017-12-12T12:06:26.682Z,,36.9,,,,,54
2017-12-12T12:06:46.683Z,,36.9,,,,,54
2017-12-12T12:06:56.690Z,,36.9,,,,29,54
2017-12-12T12:07:06.683Z,,36.9,,,,,54
2017-12-12T12:07:26.684Z,,36.9,,,,,54
2017-12-12T12:07:36.677Z,,36.9,,,,,54
2017-12-12T12:07:56.678Z,,36.9,,,,,54
2017-12-12T12:08:06.680Z,,36.9,,,,,54
2017-12-12T12:08:26.681Z,,36.9,,,,,54
2017-12-12T12:08:36.681Z,,36.9,,,,,54
2017-12-12T12:08:46.709Z,,36.9,,,,,54
2017-12-12T12:09:06.688Z,,36.9,,,,,54
2017-12-12T12:09:26.715Z,,36.9,,,,30,54
2017-12-12T12:09:36.686Z,,36.9,,,,29,54
2017-12-12T12:09:56.686Z,,36.9,,,,30,54
2017-12-12T12:10:06.687Z,,36.9,,,,29,54
2017-12-12T12:10:26.679Z,,36.9,,,,,54
2017-12-12T12:10:36.678Z,,36.9,,,,,54
2017-12-12T12:10:46.684Z,,36.9,,,,,54
2017-12-12T12:11:06.680Z,,36.9,,,,,54
2017-12-12T12:11:16.698Z,,36.9,,,,,54
2017-12-12T12:11:26.682Z,,,,,,29,
2017-12-12T12:11:36.698Z,,36.9,,,,,54
2017-12-12T12:11:46.686Z,,36.9,,,,,54
2017-12-12T12:11:56.686Z,,36.9,,,,,54
2017-12-12T12:12:06.702Z,,36.9,,,,,54
2017-12-12T12:12:26.693Z,,36.9,,,,,54
2017-12-12T12:12:36.686Z,,36.9,,,,,54
2017-12-12T12:12:56.689Z,,36.9,,,,30,54
2017-12-12T12:13:06.682Z,,36.9,,,,,54
2017-12-12T12:13:16.699Z,,36.9,,,,29,54
2017-12-12T12:13:26.681Z,,36.9,,,,29,54
2017-12-12T12:13:36.681Z,,36.9,,,,,54
2017-12-12T12:13:46.682Z,,,,,,30,
2017-12-12T12:13:56.688Z,,36.9,,,,29,54
2017-12-12T12:14:06.686Z,,36.9,,,,,54
2017-12-12T12:14:16.683Z,,36.9,,,,,54
2017-12-12T12:14:26.682Z,,36.9,,,,30,54
2017-12-12T12:14:36.682Z,,36.9,,,61.9,29,54
2017-12-12T12:14:46.700Z,,36.9,,,62,30,54
2017-12-12T12:14:56.686Z,,36.9,,,61.9,30,54
2017-12-12T12:15:06.692Z,,36.9,,,62,30,54
2017-12-12T12:15:16.684Z,,36.9,,,,29,54
2017-12-12T12:15:26.691Z,,36.9,,,62,29,54
2017-12-12T12:15:36.683Z,,36.9,,,62,29,54
2017-12-12T12:15:46.683Z,,36.9,,,,,54
2017-12-12T12:15:56.703Z,,36.9,,,62,,54
2017-12-12T12:16:06.682Z,,36.9,,,62,,54
2017-12-12T12:16:16.690Z,,36.9,,,,,54
2017-12-12T12:16:26.683Z,,,,,62,,
2017-12-12T12:16:36.684Z,,36.9,,,,,54
2017-12-12T12:16:46.684Z,,36.9,,,,,54
2017-12-12T12:16:56.684Z,,36.9,,,,,54
2017-12-12T12:17:06.685Z,,36.9,,,,,54
2017-12-12T12:17:16.688Z,,36.9,,,,,54
2017-12-12T12:17:26.705Z,,36.9,,,62,30,54
2017-12-12T12:17:36.692Z,,36.9,,,62,29,54
2017-12-12T12:17:46.691Z,,37.1,,,,,54
2017-12-12T12:17:56.691Z,,36.9,,,62,,54
2017-12-12T12:18:06.688Z,,36.9,,,,,54
2017-12-12T12:18:26.694Z,,36.9,,,,,54
2017-12-12T12:18:36.684Z,,36.9,,,,,54
2017-12-12T12:18:46.685Z,,36.9,,,,,54
2017-12-12T12:18:56.688Z,,36.9,,,,,54
2017-12-12T12:19:06.686Z,,36.9,,,,,54
2017-12-12T12:19:26.684Z,,36.9,,,,,54
2017-12-12T12:19:36.686Z,,36.9,,,,,54
2017-12-12T12:19:56.686Z,,36.9,,,,,54
2017-12-12T12:20:06.693Z,,36.9,,,,,54
2017-12-12T12:20:26.698Z,,36.9,,,,,54
2017-12-12T12:20:36.719Z,,36.9,,,,,54
2017-12-12T12:20:46.687Z,,36.9,,,,,54
2017-12-12T12:20:56.736Z,,36.9,,,,,54
2017-12-12T12:21:06.690Z,,36.9,,,,,54
2017-12-12T12:21:26.689Z,,37.1,,,,,54
2017-12-12T12:21:36.688Z,,36.9,,,,,54
2017-12-12T12:21:56.695Z,,36.9,,,,,54
2017-12-12T12:22:06.689Z,,36.9,,,,,54
2017-12-12T12:22:16.687Z,,36.9,,,,,54
2017-12-12T12:22:26.688Z,,36.9,,,,30,54
2017-12-12T12:22:36.685Z,,36.9,,,,29,54
2017-12-12T12:22:46.689Z,,36.9,,,,,54
2017-12-12T12:22:56.690Z,,36.9,,,,,54
2017-12-12T12:23:06.689Z,,36.9,,,,,54
2017-12-12T12:23:16.737Z,,36.9,,,,30,54
2017-12-12T12:23:26.687Z,,36.9,,,,29,54
2017-12-12T12:23:36.688Z,,36.9,,,,,54
2017-12-12T12:23:46.691Z,,36.9,,,,,54
2017-12-12T12:23:56.695Z,,36.9,,,,,54
2017-12-12T12:24:06.702Z,,36.9,,,61.9,29,54
2017-12-12T12:24:16.715Z,,36.9,,,62,,54
2017-12-12T12:24:26.727Z,,36.9,,,61.9,,54
2017-12-12T12:24:36.701Z,,36.9,,,,,54
2017-12-12T12:24:46.703Z,,36.9,,,,,54
2017-12-12T12:24:56.763Z,,36.9,,,,,54
2017-12-12T12:25:06.695Z,,36.9,,,,30,54
2017-12-12T12:25:16.690Z,,36.9,,,,29,54
2017-12-12T12:25:26.724Z,,36.9,,,,,54
2017-12-12T12:25:36.692Z,,36.9,,,61.8,,54
2017-12-12T12:25:46.740Z,,36.9,,,,,54
2017-12-12T12:25:56.691Z,,36.9,,,,,54
2017-12-12T12:26:06.722Z,,36.9,,,,,54
2017-12-12T12:26:16.787Z,,37.1,,,,30,54
2017-12-12T12:26:26.706Z,,36.9,,,,29,54
2017-12-12T12:26:36.703Z,,36.9,,,61.6,,54
2017-12-12T12:26:46.694Z,,36.9,,,,,54
2017-12-12T12:26:56.755Z,,36.9,,,,,54
2017-12-12T12:27:06.691Z,,36.9,,,,,54
2017-12-12T12:27:16.697Z,,36.9,,,61.5,,54
2017-12-12T12:27:26.696Z,,36.9,,,,,54
2017-12-12T12:27:36.716Z,,36.9,,,,,54
2017-12-12T12:27:46.763Z,,36.9,,,61.4,,54
2017-12-12T12:27:56.698Z,,36.9,,,,,54
2017-12-12T12:28:06.714Z,,36.9,,,,,54
2017-12-12T12:28:16.706Z,,36.9,,,61.3,,54
2017-12-12T12:28:26.693Z,,36.9,,,,,54
2017-12-12T12:28:36.728Z,,36.9,,,61.2,,54
2017-12-12T12:28:46.695Z,,36.9,,,,,54
2017-12-12T12:28:56.714Z,,37.1,,,,,54
2017-12-12T12:29:06.718Z,,36.9,,,61.1,,54
2017-12-12T12:29:16.696Z,,37.1,,,,,54
2017-12-12T12:29:26.728Z,,37.1,,,,,54
2017-12-12T12:29:36.690Z,,37.1,,,,,54
2017-12-12T12:29:46.716Z,,37.1,,,60.9,,54
2017-12-12T12:29:56.751Z,,37.1,,,,30,54
2017-12-12T12:30:06.690Z,,37.1,,,,29,54
2017-12-12T12:30:16.698Z,,37.1,,,,,54
2017-12-12T12:30:26.691Z,,36.9,,,,30,54
2017-12-12T12:30:36.729Z,,36.9,,,,29,54
2017-12-12T12:30:46.724Z,,37.1,,,,,54
2017-12-12T12:30:56.775Z,,36.9,,,,,54
2017-12-12T12:31:06.706Z,,37.1,,,,,54
2017-12-12T12:31:16.695Z,,36.9,,,,30,54
2017-12-12T12:31:26.695Z,,37.1,,,,29,54
2017-12-12T12:31:36.695Z,,37.1,,,,,54
2017-12-12T12:31:46.707Z,,36.9,,,,,54
2017-12-12T12:31:56.764Z,,37.1,,,,,54
2017-12-12T12:32:06.719Z,,37.1,,,,,54
2017-12-12T12:32:16.788Z,,37.1,,,,,54
2017-12-12T12:32:26.707Z,,37.1,,,61.1,,54
2017-12-12T12:32:36.723Z,,37.1,,,,,54
2017-12-12T12:32:46.726Z,,37.1,,,,,54
2017-12-12T12:32:56.772Z,,37.1,,,,,54
2017-12-12T12:33:06.706Z,,36.9,,,,,54
2017-12-12T12:33:16.710Z,,36.9,,,,30,54
2017-12-12T12:33:26.727Z,,36.9,,,,29,54
2017-12-12T12:33:36.695Z,,36.9,,,,,54
2017-12-12T12:33:46.695Z,,36.9,,,,,54
2017-12-12T12:33:56.691Z,,37.1,,,61.2,,54
2017-12-12T12:34:06.736Z,,36.9,,,,,54
2017-12-12T12:34:16.699Z,,36.9,,,,,54
2017-12-12T12:34:26.692Z,,36.9,,,,,54
2017-12-12T12:34:36.708Z,,36.9,,,,30,54
2017-12-12T12:34:46.706Z,,36.9,,,,29,54
2017-12-12T12:34:56.696Z,,36.9,,,,,54
2017-12-12T12:35:06.695Z,,36.9,,,,,54
