Time,ChActive,HwTSet,HwActive,ActPow,HwTOutlet,PrimT,PrimTSet
2017-11-13T12:44:27.722Z,,54,,,51.7,55.9,
2017-11-13T12:44:37.722Z,,54,,,51.7,55.5,
2017-11-13T12:44:47.714Z,,54,,,51.7,54.9,
2017-11-13T12:44:57.723Z,,54,,,51.7,54.5,
2017-11-13T12:45:07.757Z,1,54,0,44,51.7,54.1,
2017-11-13T12:45:17.716Z,,54,,35,51.7,58.1,
2017-11-13T12:45:27.715Z,,54,,29,51.7,58.3,
2017-11-13T12:45:37.721Z,,54,,,51.7,59,
2017-11-13T12:45:47.721Z,,54,,29,51.7,60,
2017-11-13T12:45:57.718Z,,54,,,51.7,60.4,
2017-11-13T12:46:07.766Z,,54,,29,51.7,61.2,
2017-11-13T12:46:17.719Z,,54,,,51.7,62,
2017-11-13T12:46:27.720Z,,54,,,51.7,62.2,
2017-11-13T12:46:37.720Z,,54,,,51.6,63.1,
2017-11-13T12:46:47.726Z,,54,,,51.6,63.2,
2017-11-13T12:46:57.720Z,,54,,,51.6,63.5,
2017-11-13T12:47:07.717Z,,54,,,51.5,64,
2017-11-13T12:47:17.720Z,,54,,,51.5,64.1,
2017-11-13T12:47:27.715Z,,54,,,51.5,64.5,
2017-11-13T12:47:37.734Z,,54,,,51.5,64.6,
2017-11-13T12:47:47.720Z,,54,,,51.5,64.8,
2017-11-13T12:47:57.720Z,1,54,0,0,51.5,63.8,
2017-11-13T12:48:07.720Z,,54,,,51.5,61.9,
2017-11-13T12:48:17.715Z,,54,,,51.5,60.9,
2017-11-13T12:48:27.723Z,,54,,,51.5,59.7,
2017-11-13T12:48:37.723Z,,54,,,51.5,58.8,
2017-11-13T12:48:47.723Z,,54,,,51.5,57.9,
2017-11-13T12:48:57.729Z,,54,,,51.6,56.9,
2017-11-13T12:49:07.742Z,,54,,,51.6,56.5,
2017-11-13T12:49:17.722Z,,54,,,51.6,55.9,
2017-11-13T12:49:27.739Z,,54,,,51.6,55.3,
2017-11-13T12:49:37.718Z,,54,,,51.6,54.8,
2017-11-13T12:49:47.721Z,,54,,,51.6,54.4,
2017-11-13T12:49:57.777Z,,54,,,51.6,53.9,
2017-11-13T12:50:07.719Z,1,54,0,44,51.6,53.5,
2017-11-13T12:50:17.949Z,,54,,39,51.6,57,
2017-11-13T12:50:27.720Z,,54,,29,51.6,57.9,
2017-11-13T12:50:37.733Z,,54,,29,51.6,59,
2017-11-13T12:50:47.725Z,,54,,,51.6,59.5,
2017-11-13T12:50:58.007Z,,54,,29,51.6,60,
2017-11-13T12:51:07.723Z,,54,,30,51.6,61.1,
2017-11-13T12:51:17.721Z,,54,,29,51.6,61.5,
2017-11-13T12:51:27.725Z,,54,,,51.5,62,
2017-11-13T12:51:42.810Z,,54,,,51.5,62.6,
2017-11-13T12:51:47.716Z,,54,,,51.5,63.1,
2017-11-13T12:51:57.722Z,,54,,,51.5,63.4,
2017-11-13T12:52:07.726Z,,54,,,51.4,63.6,
2017-11-13T12:52:17.725Z,,54,,,51.4,64,
2017-11-13T12:52:32.848Z,,54,,,51.4,64.2,
2017-11-13T12:52:37.717Z,,54,,,51.4,64.5,
2017-11-13T12:52:47.757Z,,54,,30,51.4,64.6,
2017-11-13T12:52:57.734Z,,54,,29,51.4,64.8,
2017-11-13T12:53:07.721Z,1,54,0,0,51.4,64.9,
2017-11-13T12:53:17.716Z,,54,,,51.4,61.9,
2017-11-13T12:53:27.733Z,,54,,,51.4,60.9,
2017-11-13T12:53:42.819Z,,54,,,51.4,59.7,
2017-11-13T12:53:47.727Z,,54,,,51.4,58.9,
2017-11-13T12:53:57.727Z,,54,,,51.4,57.9,
2017-11-13T12:54:07.720Z,,54,,,51.4,56.9,
2017-11-13T12:54:17.718Z,,54,,,51.5,56.6,
2017-11-13T12:54:27.719Z,,54,,,51.5,55.9,
2017-11-13T12:54:37.739Z,,54,,,51.6,55.3,
2017-11-13T12:54:47.774Z,,54,,,51.6,54.9,
2017-11-13T12:54:57.767Z,,54,,,51.6,54.4,
2017-11-13T12:55:07.727Z,1,54,0,44,51.6,54,
2017-11-13T12:55:17.720Z,,54,,35,51.6,58,
2017-11-13T12:55:27.985Z,,54,,29,51.6,58.2,
2017-11-13T12:55:37.729Z,,54,,29,51.6,59.1,
2017-11-13T12:55:47.726Z,,54,,29,51.6,60,
2017-11-13T12:55:57.729Z,,54,,,51.6,60.2,
2017-11-13T12:56:07.722Z,,54,,,51.6,61.1,
2017-11-13T12:56:17.737Z,,54,,,51.5,62,
2017-11-13T12:56:32.896Z,,54,,,51.5,62.1,
2017-11-13T12:56:37.786Z,,54,,,51.5,62.7,
2017-11-13T12:56:47.784Z,,54,,,51.4,63.1,
2017-11-13T12:56:57.816Z,,54,,,51.4,63.5,
2017-11-13T12:57:07.790Z,,54,,,51.4,63.8,
2017-11-13T12:57:17.807Z,,54,,,51.4,64,
2017-11-13T12:57:27.723Z,,54,,,51.4,64.4,
2017-11-13T12:57:37.756Z,,54,,30,51.4,64.5,
2017-11-13T12:57:47.741Z,,54,,29,51.4,64.7,
2017-11-13T12:57:57.747Z,,54,,,51.4,64.9,
2017-11-13T12:58:08.011Z,1,54,0,0,51.4,62.8,
2017-11-13T12:58:17.726Z,,54,,,51.4,61.6,
2017-11-13T12:58:27.736Z,,54,,,51.4,60.8,
2017-11-13T12:58:37.720Z,,54,,,51.4,58.9,
2017-11-13T12:58:47.722Z,,54,,,51.4,58.5,
2017-11-13T12:58:57.726Z,,54,,,51.4,57.7,
2017-11-13T12:59:07.735Z,,54,,,51.5,56.9,
2017-11-13T12:59:17.741Z,,54,,,51.5,55.9,
2017-11-13T12:59:27.737Z,,54,,,51.5,55.6,
2017-11-13T12:59:37.738Z,,54,,,51.6,54.9,
2017-11-13T12:59:47.728Z,,54,,,51.5,54.6,
2017-11-13T12:59:57.992Z,,54,,,51.6,53.9,
2017-11-13T13:00:07.724Z,1,54,0,,51.6,53.7,
2017-11-13T13:00:17.729Z,,54,,39,51.6,57.1,
2017-11-13T13:00:27.744Z,,54,,29,51.6,57.9,
2017-11-13T13:00:37.725Z,,54,,29,51.6,59.1,
2017-11-13T13:00:47.731Z,,54,,,51.6,59.5,
2017-11-13T13:00:57.739Z,,54,,,51.5,60.1,
2017-11-13T13:01:07.730Z,,54,,,51.5,61.1,
2017-11-13T13:01:17.757Z,,54,,,51.5,61.4,
2017-11-13T13:01:27.729Z,,54,,,51.5,62,
2017-11-13T13:01:37.733Z,,54,,,51.5,62.5,
2017-11-13T13:01:47.757Z,,54,,,51.4,63.1,
2017-11-13T13:01:57.730Z,,54,,30,51.4,63.3,
2017-11-13T13:02:07.750Z,,54,,29,51.4,63.5,
2017-11-13T13:02:17.750Z,,54,,,51.4,63.8,
2017-11-13T13:02:27.732Z,,54,,,51.3,64,
2017-11-13T13:02:37.741Z,,54,,,51.3,64.2,
2017-11-13T13:02:47.747Z,,54,,,51.3,64.4,
2017-11-13T13:02:57.760Z,,54,,,51.3,64.5,
2017-11-13T13:03:07.735Z,,54,,30,51.3,64.6,
2017-11-13T13:03:17.732Z,,54,,,51.3,64.7,
2017-11-13T13:03:27.743Z,,54,,29,51.3,,
2017-11-13T13:03:37.747Z,,54,,,51.3,64.8,
2017-11-13T13:03:47.727Z,,54,,32,51.4,,
2017-11-13T13:03:57.758Z,,54,,30,51.4,64.9,
2017-11-13T13:04:07.735Z,1,54,0,0,51.4,62.9,
2017-11-13T13:04:17.746Z,,54,,,51.4,61.8,
2017-11-13T13:04:27.834Z,,54,,,51.4,60.8,
2017-11-13T13:04:37.725Z,,54,,,51.4,58.9,
2017-11-13T13:04:47.732Z,,54,,,51.5,57.9,
2017-11-13T13:04:57.736Z,,54,,,51.5,56.9,
2017-11-13T13:05:07.747Z,,54,,,51.6,56.5,
2017-11-13T13:05:17.752Z,,54,,,51.6,55.7,
2017-11-13T13:05:27.737Z,1,54,0,,51.6,54.7,
2017-11-13T13:05:37.730Z,,54,,39,51.7,58,
2017-11-13T13:05:48.010Z,,54,,30,51.7,58.6,
2017-11-13T13:05:57.733Z,,54,,29,51.7,59.1,
2017-11-13T13:06:07.726Z,,54,,,51.7,59.5,
2017-11-13T13:06:17.740Z,,54,,29,51.7,60,
2017-11-13T13:06:27.729Z,,54,,,51.7,60.4,
2017-11-13T13:06:38.013Z,,54,,,51.7,60.8,
2017-11-13T13:06:47.731Z,1,54,0,29,51.7,61.1,61
2017-11-13T13:06:58.006Z,,54,,,51.7,61.4,
2017-11-13T13:07:07.739Z,,54,,,51.7,61.6,
2017-11-13T13:07:17.750Z,,54,,,51.7,62,
2017-11-13T13:07:27.729Z,,54,,30,51.7,62.1,
2017-11-13T13:07:37.733Z,,54,,29,51.6,62.2,
2017-11-13T13:07:47.734Z,,54,,,51.6,62.4,
2017-11-13T13:07:57.746Z,,54,,,51.6,62.5,
2017-11-13T13:08:12.777Z,,54,,,51.6,62.6,
2017-11-13T13:08:17.734Z,,54,,,51.6,,
2017-11-13T13:08:27.735Z,,54,,,51.6,62.7,
2017-11-13T13:08:37.735Z,,54,,,51.6,,
2017-11-13T13:08:47.732Z,,54,,,51.6,62.8,
2017-11-13T13:08:57.733Z,,54,,,51.6,,
2017-11-13T13:09:07.737Z,,54,,,51.6,62.9,
2017-11-13T13:09:17.734Z,,54,,,51.6,,
2017-11-13T13:09:27.731Z,,54,,,51.7,63.1,
2017-11-13T13:09:37.731Z,,54,,,51.7,,
2017-11-13T13:09:47.736Z,,54,,30,51.7,,
2017-11-13T13:09:57.814Z,,54,,29,51.7,63.2,
2017-11-13T13:10:07.743Z,,54,,,51.8,,
2017-11-13T13:10:17.756Z,,54,,,51.8,63.3,
2017-11-13T13:10:27.736Z,,54,,,51.8,,
2017-11-13T13:10:37.736Z,,54,,,51.8,63.4,
2017-11-13T13:10:47.730Z,,54,,,51.8,,
2017-11-13T13:10:57.759Z,,54,,,51.9,63.5,
2017-11-13T13:11:08.017Z,,54,,,51.9,,
2017-11-13T13:11:17.790Z,0,54,2,0,57.3,64,0
2017-11-13T13:11:27.734Z,0,54,0,,40.9,65.9,
2017-11-13T13:11:37.825Z,,54,,,53.4,61.9,
2017-11-13T13:11:47.737Z,,54,,,53.8,61.4,
2017-11-13T13:11:57.759Z,,54,,,53.7,61.2,
2017-11-13T13:12:07.733Z,,54,,,53.6,,
2017-11-13T13:12:17.736Z,,54,,,53.5,60.9,
2017-11-13T13:12:27.738Z,1,54,0,44,53.5,60.7,61
2017-11-13T13:12:37.740Z,,54,,32,53.4,65.3,
2017-11-13T13:12:52.840Z,1,54,0,0,53.4,60.7,
2017-11-13T13:12:57.751Z,,54,,,53.5,58.9,
2017-11-13T13:13:07.737Z,,54,,,53.5,58.5,
2017-11-13T13:13:17.739Z,,54,,,53.6,57.8,
2017-11-13T13:13:27.732Z,,54,,,53.7,56.6,
2017-11-13T13:13:37.735Z,,54,,,53.8,55.6,
2017-11-13T13:13:47.751Z,,54,,,53.9,54.6,
2017-11-13T13:13:57.736Z,,54,,,54,53.7,
2017-11-13T13:14:07.750Z,,54,,,54.1,52.9,
2017-11-13T13:14:17.738Z,,54,,,54.2,52.4,
2017-11-13T13:14:27.785Z,,54,,,54.2,51.9,
2017-11-13T13:14:37.733Z,,54,,,54.3,51.5,
2017-11-13T13:14:47.735Z,,54,,,54.3,51.2,
2017-11-13T13:14:57.756Z,,54,,,54.3,50.9,
2017-11-13T13:15:07.744Z,,54,,,54.2,50.6,
2017-11-13T13:15:17.747Z,,54,,,54.2,50.4,
2017-11-13T13:15:27.741Z,,54,,,54.1,50.3,
2017-11-13T13:15:37.734Z,,54,,,54,50.1,
2017-11-13T13:15:47.732Z,,54,,,53.8,50,
2017-11-13T13:15:57.756Z,,54,,,53.6,49.9,
2017-11-13T13:16:07.738Z,,54,,,53.5,49.8,
2017-11-13T13:16:22.833Z,,54,,,53.3,49.7,
2017-11-13T13:16:27.740Z,,54,,,53.1,49.6,
2017-11-13T13:16:37.746Z,,54,,,53,49.5,
2017-11-13T13:16:47.742Z,,54,,,52.7,49.3,
2017-11-13T13:16:57.751Z,,54,,,52.4,49.2,
2017-11-13T13:17:07.734Z,,54,,,52.3,49.1,
2017-11-13T13:17:17.759Z,,54,,,52.1,48.9,
2017-11-13T13:17:27.739Z,1,54,0,44,51.9,50.5,
2017-11-13T13:17:37.741Z,,54,,37,51.7,53.1,
2017-11-13T13:17:47.746Z,,54,,29,51.5,53.5,
2017-11-13T13:17:57.737Z,,54,,30,51.3,55,
2017-11-13T13:18:07.745Z,0,54,0,0,51.1,55.7,0
2017-11-13T13:18:22.832Z,,54,,,45,57.6,
2017-11-13T13:18:27.735Z,,54,,,44.6,56.6,
2017-11-13T13:18:37.736Z,,54,,,44.3,56.4,
2017-11-13T13:18:47.752Z,,54,,,44.2,,
2017-11-13T13:18:57.739Z,,54,,,44.1,56.3,
2017-11-13T13:19:07.739Z,1,54,0,,44.1,56.1,61
2017-11-13T13:19:17.741Z,1,54,0,44,44.1,56.5,
2017-11-13T13:19:27.767Z,,54,,34,44.1,58.2,
2017-11-13T13:19:37.748Z,,54,,29,44.2,57.9,
2017-11-13T13:19:47.734Z,,54,,,44.3,58.1,
2017-11-13T13:19:57.780Z,,54,,,44.6,58.4,
2017-11-13T13:20:07.738Z,,54,,,44.7,58.5,
2017-11-13T13:20:17.744Z,,54,,,45,58.7,
2017-11-13T13:20:27.739Z,,54,,30,45.2,,
2017-11-13T13:20:37.745Z,,54,,29,45.4,,
2017-11-13T13:20:47.742Z,,54,,30,45.7,,
2017-11-13T13:20:57.733Z,,54,,29,45.9,,
2017-11-13T13:21:12.785Z,,54,,,46.1,58.8,
2017-11-13T13:21:17.734Z,,54,,30,46.3,,
2017-11-13T13:21:27.770Z,,54,,,46.6,59,
2017-11-13T13:21:37.739Z,,54,,,46.7,59.1,
2017-11-13T13:21:47.740Z,,54,,31,46.9,59.3,
2017-11-13T13:21:57.740Z,,54,,,47.1,59.5,
2017-11-13T13:22:07.740Z,,54,,32,47.3,59.6,
2017-11-13T13:22:18.009Z,,54,,,47.5,59.8,
2017-11-13T13:22:27.740Z,,54,,,47.6,60,
2017-11-13T13:22:37.740Z,,54,,,47.8,60.1,
2017-11-13T13:22:47.740Z,,54,,,47.9,60.2,
2017-11-13T13:22:57.741Z,,54,,,48.1,60.4,
2017-11-13T13:23:07.748Z,,54,,,48.2,60.6,
2017-11-13T13:23:17.743Z,,54,,,48.3,60.7,
2017-11-13T13:23:27.742Z,,54,,,48.3,60.8,
2017-11-13T13:23:37.742Z,,54,,,48.4,61.1,
2017-11-13T13:23:47.739Z,,54,,31,48.5,61.2,
2017-11-13T13:23:57.768Z,0,54,0,0,48.6,,5
2017-11-13T13:24:07.740Z,0,54,0,,48.6,58.8,
2017-11-13T13:24:17.741Z,,54,,,48.7,57.9,
2017-11-13T13:24:27.801Z,,54,,,48.7,56.9,
2017-11-13T13:24:37.795Z,,54,,,48.8,55.9,
2017-11-13T13:24:47.762Z,,54,,,48.8,54.9,
2017-11-13T13:24:57.826Z,,54,,,48.8,54.5,
2017-11-13T13:25:07.742Z,,54,,,48.9,53.8,
2017-11-13T13:25:17.741Z,,54,,,48.9,52.9,
2017-11-13T13:25:27.738Z,,54,,,48.9,52.4,
2017-11-13T13:25:38.179Z,,54,,,49,51.9,
2017-11-13T13:25:47.749Z,,54,,,49,51.4,
2017-11-13T13:26:02.839Z,,54,,,49,50.9,
2017-11-13T13:26:07.747Z,,54,,,49,50.5,
2017-11-13T13:26:17.746Z,,54,,,49,49.9,
2017-11-13T13:26:27.745Z,,54,,,49,49.8,
2017-11-13T13:26:37.755Z,,54,,,49,49.5,
2017-11-13T13:26:47.737Z,,54,,,49,49.2,
2017-11-13T13:26:57.761Z,,54,,,49,48.9,
2017-11-13T13:27:07.768Z,1,54,0,,48.9,48.8,61
2017-11-13T13:27:17.749Z,1,54,0,40,48.9,52,
2017-11-13T13:27:32.845Z,,54,,32,48.9,55.5,
2017-11-13T13:27:37.757Z,,54,,29,48.8,54.7,
2017-11-13T13:27:47.747Z,,54,,,48.7,55,
2017-11-13T13:27:57.744Z,,54,,,48.7,56.2,
2017-11-13T13:28:07.773Z,,54,,30,48.6,56.5,
2017-11-13T13:28:17.760Z,,54,,29,48.6,57,
2017-11-13T13:28:27.747Z,,54,,,48.5,57.7,
2017-11-13T13:28:37.750Z,,54,,,48.4,58,
2017-11-13T13:28:47.748Z,,54,,,48.4,58.4,
2017-11-13T13:28:57.745Z,,54,,,48.3,58.7,
2017-11-13T13:29:07.748Z,,54,,30,48.3,59,
2017-11-13T13:29:17.748Z,,54,,,48.2,59.3,
2017-11-13T13:29:27.746Z,,54,,,48.2,59.6,
2017-11-13T13:29:37.741Z,,54,,,48.2,60,
2017-11-13T13:29:47.742Z,,54,,,48.1,60.1,
2017-11-13T13:29:57.747Z,,54,,31,48.1,60.4,
2017-11-13T13:30:07.846Z,,54,,30,48.1,60.6,
2017-11-13T13:30:17.765Z,,54,,31,48.1,60.8,
2017-11-13T13:30:27.743Z,,54,,30,48.1,61.1,
2017-11-13T13:30:37.740Z,,54,,,48.1,61.2,
2017-11-13T13:30:52.926Z,,54,,29,48.1,,
2017-11-13T13:30:57.771Z,,54,,,48.1,61.3,
2017-11-13T13:31:07.755Z,,54,,,48.2,61.4,
2017-11-13T13:31:17.776Z,,54,,,48.2,,
2017-11-13T13:31:27.783Z,,54,,,48.2,61.5,
2017-11-13T13:31:37.881Z,,54,,,48.2,61.6,
2017-11-13T13:31:47.781Z,,54,,,48.2,61.8,
2017-11-13T13:31:57.742Z,,54,,,48.2,61.9,
2017-11-13T13:32:07.781Z,,54,,,48.2,62,
2017-11-13T13:32:17.740Z,,54,,,48.3,62.1,
2017-11-13T13:32:27.749Z,,54,,,48.3,62.2,
2017-11-13T13:32:37.750Z,,54,,,48.3,62.4,
2017-11-13T13:32:47.744Z,,54,,,48.4,62.5,
2017-11-13T13:32:57.744Z,,54,,,48.4,62.6,
2017-11-13T13:33:07.749Z,,54,,,48.4,62.7,
2017-11-13T13:33:22.851Z,,54,,,48.5,62.8,
2017-11-13T13:33:27.748Z,,54,,,48.5,62.9,
2017-11-13T13:33:37.744Z,,54,,,48.5,63.1,
2017-11-13T13:33:47.747Z,,54,,,48.5,63.2,
2017-11-13T13:33:57.752Z,,54,,,48.5,63.3,
2017-11-13T13:34:07.749Z,,54,,,48.5,63.4,
2017-11-13T13:34:17.742Z,,54,,,48.6,63.5,
2017-11-13T13:34:27.765Z,,54,,,48.5,63.6,
2017-11-13T13:34:37.748Z,,54,,,48.6,63.8,
2017-11-13T13:34:47.746Z,,54,,,48.6,64,
2017-11-13T13:34:57.772Z,,54,,30,48.6,,
2017-11-13T13:35:07.742Z,,54,,29,48.7,64.1,
2017-11-13T13:35:17.745Z,,54,,,48.7,64.2,
2017-11-13T13:35:27.751Z,,54,,,48.8,64.4,
2017-11-13T13:35:37.760Z,,54,,,48.9,64.6,
2017-11-13T13:35:47.743Z,,54,,,48.9,64.7,
2017-11-13T13:35:57.746Z,,54,,,49,64.8,
2017-11-13T13:36:07.747Z,,54,,,49,64.9,
2017-11-13T13:36:17.747Z,1,54,0,0,49.1,63.5,
2017-11-13T13:36:27.752Z,,54,,,49.2,61.8,
2017-11-13T13:36:37.799Z,,54,,,49.3,60.9,
2017-11-13T13:36:47.747Z,,54,,,49.3,59.6,
2017-11-13T13:36:57.756Z,,54,,,49.4,58.6,
2017-11-13T13:37:07.760Z,,54,,,49.6,57.8,
2017-11-13T13:37:17.747Z,,54,,,49.6,56.9,
2017-11-13T13:37:27.746Z,,54,,,49.7,56.4,
2017-11-13T13:37:42.854Z,,54,,,49.7,55.7,
2017-11-13T13:37:47.751Z,,54,,,49.8,55.2,
2017-11-13T13:37:57.759Z,1,54,0,44,49.8,56.2,
2017-11-13T13:38:07.761Z,,54,,31,49.9,59,
2017-11-13T13:38:17.746Z,,54,,29,49.9,59,
2017-11-13T13:38:27.751Z,,54,,29,50,60,
2017-11-13T13:38:37.746Z,,54,,,50,60.6,
2017-11-13T13:38:47.823Z,,54,,,50,61.3,
2017-11-13T13:38:57.750Z,,54,,,50,62,
2017-11-13T13:39:07.750Z,,54,,,50.1,62.5,
2017-11-13T13:39:17.756Z,,54,,,50.1,63.1,
2017-11-13T13:39:27.750Z,,54,,,50.1,63.4,
2017-11-13T13:39:37.748Z,,54,,,50.1,64,
2017-11-13T13:39:47.756Z,,54,,30,50.1,64.1,
2017-11-13T13:39:57.751Z,,54,,29,50.1,64.5,
2017-11-13T13:40:07.751Z,,54,,,50.2,64.7,
2017-11-13T13:40:17.749Z,,54,,,50.2,65.1,
2017-11-13T13:40:27.764Z,1,54,0,0,50.2,62.8,
2017-11-13T13:40:37.756Z,,54,,,50.3,61.5,
2017-11-13T13:40:47.751Z,,54,,,50.3,60.7,
2017-11-13T13:40:57.763Z,,54,,,50.4,58.9,
2017-11-13T13:41:12.807Z,,54,,,50.4,58.5,
2017-11-13T13:41:17.773Z,,54,,,50.4,57.7,
2017-11-13T13:41:27.811Z,,54,,,50.4,56.9,
2017-11-13T13:41:37.762Z,,54,,,50.5,56.3,
2017-11-13T13:41:47.783Z,,54,,,50.5,55.7,
2017-11-13T13:41:57.768Z,,54,,,50.6,55.2,
2017-11-13T13:42:07.760Z,,54,,,50.6,54.7,
2017-11-13T13:42:17.798Z,,54,,,50.7,54.4,
2017-11-13T13:42:32.868Z,,54,,,50.7,53.9,
2017-11-13T13:42:37.808Z,,54,,,50.7,53.6,
2017-11-13T13:42:47.764Z,,54,,,50.7,53.3,
2017-11-13T13:42:57.786Z,1,54,0,43,50.8,55.1,
2017-11-13T13:43:07.858Z,,54,,35,50.8,57.2,
2017-11-13T13:43:17.807Z,,54,,30,50.8,57.4,
2017-11-13T13:43:27.784Z,,54,,29,50.8,59,
2017-11-13T13:43:37.782Z,,54,,,50.8,59.5,
2017-11-13T13:43:47.815Z,,54,,,50.8,60.1,
2017-11-13T13:43:57.802Z,,54,,,50.8,61.1,
2017-11-13T13:44:07.819Z,,54,,,50.8,61.4,
2017-11-13T13:44:17.835Z,,54,,,50.8,62.1,
2017-11-13T13:44:27.846Z,,54,,,50.7,62.5,
2017-11-13T13:44:37.814Z,,54,,,50.7,63.1,
2017-11-13T13:44:47.823Z,,54,,30,50.7,63.2,
2017-11-13T13:44:57.811Z,,54,,,50.7,63.5,
2017-11-13T13:45:07.838Z,,54,,29,50.7,63.8,
2017-11-13T13:45:17.824Z,,54,,,50.7,64,
2017-11-13T13:45:27.802Z,,54,,,50.7,64.2,
2017-11-13T13:45:37.775Z,,54,,,50.6,64.4,
2017-11-13T13:45:47.792Z,,54,,,50.6,64.5,
2017-11-13T13:45:57.800Z,,54,,,50.7,64.7,
2017-11-13T13:46:07.813Z,,54,,,50.7,64.8,
2017-11-13T13:46:17.807Z,,54,,,50.7,,
2017-11-13T13:46:27.754Z,1,54,0,0,50.7,64.8,
2017-11-13T13:46:37.757Z,,54,,,50.7,61.9,
2017-11-13T13:46:47.764Z,,54,,,50.8,60.9,
2017-11-13T13:46:57.759Z,,54,,,50.8,59.7,
2017-11-13T13:47:07.788Z,,54,,,50.8,58.8,
2017-11-13T13:47:17.749Z,,54,,,50.9,57.9,
2017-11-13T13:47:27.758Z,,54,,,50.9,56.9,
2017-11-13T13:47:37.871Z,,54,,,50.9,56.5,
2017-11-13T13:47:47.838Z,,54,,,51,55.7,
2017-11-13T13:47:57.838Z,,54,,,51,55.2,
2017-11-13T13:48:08.108Z,1,54,0,42,51,57.2,
2017-11-13T13:48:17.817Z,,54,,36,51.1,58.7,
2017-11-13T13:48:27.832Z,,54,,29,51.1,59,
2017-11-13T13:48:37.860Z,,54,,,51.1,60,
2017-11-13T13:48:47.846Z,0,54,2,,51.7,60.7,0
2017-11-13T13:48:57.855Z,,54,,84,21.1,61.8,
2017-11-13T13:49:07.816Z,,54,,83,53.4,59.7,
2017-11-13T13:49:17.853Z,,54,,90,52.6,58.9,
2017-11-13T13:49:27.756Z,,54,,99,52.6,59.1,
2017-11-13T13:49:37.753Z,,54,,99,53.1,60,
2017-11-13T13:49:47.825Z,0,54,0,0,53.5,58.6,
2017-11-13T13:49:57.766Z,,54,,,53.3,58.3,
2017-11-13T13:50:12.825Z,,54,,,53.1,60,
2017-11-13T13:50:17.752Z,,54,,,53,60.2,
2017-11-13T13:50:27.754Z,,54,,,52.7,60.4,
2017-11-13T13:50:37.752Z,,54,,,52.5,60.1,
2017-11-13T13:50:52.863Z,1,54,0,44,52.3,60.2,61
2017-11-13T13:50:57.760Z,,54,,37,52.2,63.1,
2017-11-13T13:51:07.762Z,,54,,30,52.1,62.9,
2017-11-13T13:51:17.778Z,,54,,29,52,62,
2017-11-13T13:51:27.755Z,,54,,30,51.9,63.1,
2017-11-13T13:51:37.766Z,,54,,29,51.9,63.2,
2017-11-13T13:51:47.753Z,,54,,,51.9,,
2017-11-13T13:52:02.894Z,,54,,,52,63.3,
2017-11-13T13:52:07.753Z,,54,,,52,63.2,
2017-11-13T13:52:17.759Z,,54,,30,52.1,,
2017-11-13T13:52:27.754Z,,54,,29,52.1,63.1,
2017-11-13T13:52:37.828Z,,54,,,52.2,,
2017-11-13T13:52:47.757Z,,54,,,52.3,,
2017-11-13T13:52:57.791Z,,54,,,52.4,63.2,
2017-11-13T13:53:07.829Z,,54,,,52.5,,
2017-11-13T13:53:17.834Z,,54,,,52.5,63.3,
2017-11-13T13:53:27.764Z,,54,,,52.6,63.4,
2017-11-13T13:53:37.788Z,,54,,,52.7,63.5,
2017-11-13T13:53:47.766Z,,54,,,52.9,63.6,
2017-11-13T13:53:57.759Z,,54,,,52.9,63.8,
2017-11-13T13:54:07.754Z,,54,,,53,64,
2017-11-13T13:54:17.783Z,,54,,,53.1,,
2017-11-13T13:54:27.832Z,,54,,,53.1,64.1,
2017-11-13T13:54:37.813Z,,54,,,53.2,64.2,
2017-11-13T13:54:47.808Z,,54,,30,53.2,64.4,
2017-11-13T13:54:57.797Z,,54,,29,53.2,64.5,
2017-11-13T13:55:07.805Z,,54,,,53.3,64.6,
2017-11-13T13:55:17.819Z,,54,,30,53.3,64.7,
2017-11-13T13:55:28.135Z,,54,,29,53.3,64.8,
2017-11-13T13:55:37.825Z,1,54,0,0,53.3,64.9,
2017-11-13T13:55:47.801Z,,54,,,53.3,61.8,
2017-11-13T13:56:02.885Z,,54,,,53.3,60.9,
2017-11-13T13:56:12.824Z,,54,,,53.3,59.8,
2017-11-13T13:56:17.833Z,,54,,,53.3,58.8,
2017-11-13T13:56:27.763Z,,54,,,53.3,57.9,
2017-11-13T13:56:37.787Z,,54,,,53.3,56.9,
2017-11-13T13:56:47.784Z,,54,,,53.3,56.6,
2017-11-13T13:56:57.761Z,,54,,,53.2,55.9,
2017-11-13T13:57:07.759Z,,54,,,53.2,55.4,
2017-11-13T13:57:17.761Z,1,54,0,,53.2,54.8,
2017-11-13T13:57:27.759Z,,54,,41,53.2,58,
2017-11-13T13:57:37.760Z,,54,,29,53.2,58.9,
2017-11-13T13:57:47.757Z,,54,,30,53.1,59.1,
2017-11-13T13:57:57.762Z,,54,,29,53.1,60.5,
2017-11-13T13:58:07.763Z,,54,,29,53,61.1,
2017-11-13T13:58:17.759Z,,54,,30,53,62,
2017-11-13T13:58:27.759Z,,54,,,53,62.4,
2017-11-13T13:58:37.770Z,,54,,29,52.9,63.1,
2017-11-13T13:58:47.789Z,,54,,,52.7,63.4,
2017-11-13T13:58:57.757Z,,54,,,52.7,64,
2017-11-13T13:59:07.774Z,,54,,,52.6,64.1,
2017-11-13T13:59:17.769Z,,54,,30,52.6,64.5,
2017-11-13T13:59:27.772Z,,54,,,52.5,64.7,
