Time,HwTOutlet,PrimTSet,HwActive,HwTSet,ActPow,PrimT,ChActive
2018-02-05T17:28:18.752Z,40.3,,,50,,43.7,
2018-02-05T17:28:28.752Z,40.2,,,50,,,
2018-02-05T17:28:38.752Z,,,,,,43.6,
2018-02-05T17:28:48.753Z,40.1,,,50,,43.5,
2018-02-05T17:28:58.753Z,40.1,,,50,,43.4,
2018-02-05T17:29:18.752Z,40,,,50,,,
2018-02-05T17:29:28.752Z,40,,,50,,,
2018-02-05T17:29:48.752Z,39.9,,,50,,,
2018-02-05T17:29:58.753Z,39.8,,,50,,,
2018-02-05T17:30:08.752Z,39.8,,,50,,,
2018-02-05T17:30:18.752Z,,,,,,43.4,
2018-02-05T17:30:28.754Z,39.7,,,50,,,
2018-02-05T17:30:38.752Z,39.7,,,50,,,
2018-02-05T17:30:58.752Z,39.6,,,50,,,
2018-02-05T17:31:08.752Z,39.5,,0,50,44,44.4,2
2018-02-05T17:31:18.752Z,39.5,,,50,32,50,
2018-02-05T17:31:28.752Z,39.4,,,50,30,49.3,
2018-02-05T17:31:38.752Z,,,,,30,48.7,
2018-02-05T17:31:48.756Z,39.4,,,50,29,47.6,
2018-02-05T17:31:58.752Z,39.3,,,50,30,47.2,
2018-02-05T17:32:08.752Z,39.3,,,50,,,
2018-02-05T17:32:18.752Z,,,,,29,47.2,
2018-02-05T17:32:28.780Z,39.2,,,50,,47.4,
2018-02-05T17:32:38.752Z,39.2,,,50,,47.9,
2018-02-05T17:32:48.752Z,39.1,,,50,0,48.1,
2018-02-05T17:32:58.754Z,39.1,,0,50,,46.1,2
2018-02-05T17:33:08.752Z,38.9,,,50,,44.1,
2018-02-05T17:33:18.752Z,38.9,,,50,,43.2,
2018-02-05T17:33:28.752Z,38.9,,,50,,43,
2018-02-05T17:33:38.791Z,,,,,,42.9,
2018-02-05T17:33:48.752Z,38.8,,,50,,,
2018-02-05T17:33:58.753Z,38.8,,,50,,,
2018-02-05T17:34:08.752Z,38.7,,,50,,,
2018-02-05T17:34:28.752Z,38.7,,,50,,42.8,
2018-02-05T17:34:38.752Z,42.8,0,1,50,,42.7,0
2018-02-05T17:34:48.752Z,38,,0,50,0,44.9,0
2018-02-05T17:34:58.754Z,37.8,,,50,,44,
2018-02-05T17:35:08.752Z,37.8,,,50,,43.9,
2018-02-05T17:35:28.751Z,37.7,,,50,,,
2018-02-05T17:35:38.752Z,37.7,,,50,,43.8,
2018-02-05T17:35:48.753Z,37.7,59,0,50,45,43.5,2
2018-02-05T17:35:58.789Z,37.7,,,50,33,48.7,
2018-02-05T17:36:08.752Z,,,,,29,48.6,
2018-02-05T17:36:18.824Z,37.7,,,50,,48.1,
2018-02-05T17:36:28.796Z,,,,,,47.7,
2018-02-05T17:36:38.752Z,37.7,,,50,,47.3,
2018-02-05T17:36:48.783Z,37.6,,,50,,,
2018-02-05T17:36:58.752Z,37.6,,,50,,47.1,
2018-02-05T17:37:08.761Z,,,,,,47.4,
2018-02-05T17:37:18.752Z,37.6,,,50,,47.8,
2018-02-05T17:37:28.752Z,,,,,30,48,
2018-02-05T17:37:38.752Z,37.5,,,50,29,48.1,
2018-02-05T17:37:48.754Z,37.5,,,50,,,
2018-02-05T17:37:58.753Z,37.5,,,50,29,48.3,
2018-02-05T17:38:08.883Z,,,,,30,48.4,
2018-02-05T17:38:18.758Z,37.5,,,50,29,48.5,
2018-02-05T17:38:28.753Z,37.5,,,50,,,
2018-02-05T17:38:38.752Z,,,,,30,48.7,
2018-02-05T17:38:48.752Z,37.4,,,50,29,48.8,
2018-02-05T17:38:58.752Z,37.4,,,50,,48.9,
2018-02-05T17:39:08.754Z,,,,,30,49,
2018-02-05T17:39:18.754Z,37.4,,,50,29,49.1,
2018-02-05T17:39:28.752Z,37.4,,,50,,,
2018-02-05T17:39:38.752Z,,,,,30,49.2,
2018-02-05T17:39:48.752Z,37.3,,,50,,49.3,
2018-02-05T17:39:58.753Z,37.3,,,50,29,49.4,
2018-02-05T17:40:08.751Z,37.3,,,50,,,
2018-02-05T17:40:18.752Z,37.3,,0,50,0,48.5,2
2018-02-05T17:40:28.752Z,37.3,,,50,,46.1,
2018-02-05T17:40:38.752Z,37.3,,,50,,45,
2018-02-05T17:40:48.752Z,,,,,,44.7,
2018-02-05T17:40:58.751Z,37.2,,,50,,44.6,
2018-02-05T17:41:08.752Z,37.2,,,50,,,
2018-02-05T17:41:18.752Z,,5,0,,,,0
2018-02-05T17:41:28.753Z,37.2,,,50,,,
2018-02-05T17:41:38.752Z,37.2,,,50,,,
2018-02-05T17:41:48.754Z,,,,,,44.4,
2018-02-05T17:41:58.756Z,37.1,,,50,,44.3,
2018-02-05T17:42:08.752Z,37.1,,,50,,,
2018-02-05T17:42:18.751Z,,,,,,44,
2018-02-05T17:42:28.752Z,37.1,,,50,,,
2018-02-05T17:42:38.752Z,,,,,,43.9,
2018-02-05T17:42:48.752Z,37.1,,,50,,,
2018-02-05T17:42:58.752Z,37.1,,,50,,43.8,
2018-02-05T17:43:08.752Z,37.1,,,50,,,
2018-02-05T17:43:18.752Z,,,,,,43.7,
2018-02-05T17:43:28.752Z,36.9,59,0,50,,,2
2018-02-05T17:43:38.753Z,36.9,,,50,,,
2018-02-05T17:43:48.752Z,36.9,,,50,,,
2018-02-05T17:43:58.752Z,36.9,,,50,,,
2018-02-05T17:44:08.752Z,,,,,,43.6,
2018-02-05T17:44:18.752Z,36.8,,,50,,,
2018-02-05T17:44:28.752Z,36.8,,,50,,,
2018-02-05T17:44:48.752Z,36.8,,,50,,,
2018-02-05T17:44:58.752Z,36.7,,,50,,,
2018-02-05T17:45:08.752Z,36.7,,,50,,,
2018-02-05T17:45:28.752Z,36.7,,,50,,,
2018-02-05T17:45:38.752Z,36.7,,,50,,,
2018-02-05T17:45:48.752Z,,,,,,43.7,
2018-02-05T17:45:58.752Z,36.7,,,50,,,
2018-02-05T17:46:08.752Z,36.7,,,50,,,
2018-02-05T17:46:28.752Z,36.6,,,50,,43.8,
2018-02-05T17:46:38.752Z,36.6,,,50,,,
2018-02-05T17:46:58.753Z,36.6,,,50,,43.9,
2018-02-05T17:47:08.752Z,36.5,,,50,,,
2018-02-05T17:47:28.751Z,36.5,,,50,,,
2018-02-05T17:47:38.752Z,,,,,,44,
2018-02-05T17:47:48.751Z,36.5,,,50,,,
2018-02-05T17:47:58.752Z,36.5,,,50,,,
2018-02-05T17:48:08.752Z,36.4,59,0,50,0,44,2
2018-02-05T17:48:28.752Z,36.4,,,50,,,
2018-02-05T17:48:38.752Z,36.4,,,50,,,
2018-02-05T17:48:58.752Z,36.4,,,50,,,
2018-02-05T17:49:08.752Z,36.3,,,50,,,
2018-02-05T17:49:28.752Z,36.3,,,50,,,
2018-02-05T17:49:38.752Z,36.3,,,50,,,
2018-02-05T17:49:58.752Z,36.2,,,50,,,
2018-02-05T17:50:08.752Z,36.2,,,50,,,
2018-02-05T17:50:28.752Z,36.2,,,50,,,
2018-02-05T17:50:38.752Z,40.5,0,1,50,,43.9,0
2018-02-05T17:50:48.752Z,,,0,,,43.7,0
2018-02-05T17:50:58.752Z,43.4,,,50,,43.6,
2018-02-05T17:51:08.752Z,,,,,,43.5,
2018-02-05T17:51:18.752Z,43.3,,,50,,,
2018-02-05T17:51:28.752Z,43.1,,,50,,,
2018-02-05T17:51:38.752Z,43,,,50,,,
2018-02-05T17:51:48.751Z,,59,0,,,,2
2018-02-05T17:51:58.752Z,42.8,,,50,,,
2018-02-05T17:52:08.752Z,42.7,,,50,,,
2018-02-05T17:52:18.753Z,,,,,,43.4,
2018-02-05T17:52:28.778Z,42.5,,,50,,,
2018-02-05T17:52:38.768Z,42.4,,,50,,,
2018-02-05T17:52:58.752Z,42.1,,,50,,,
2018-02-05T17:53:08.754Z,42.1,,,50,,,
2018-02-05T17:53:18.751Z,42,,0,50,42,45.4,2
2018-02-05T17:53:28.756Z,,,,,30,49.7,
2018-02-05T17:53:38.761Z,41.8,,,50,29,46.9,
2018-02-05T17:53:48.752Z,,,,,30,45.5,
2018-02-05T17:53:58.752Z,41.6,,,50,29,43.8,
2018-02-05T17:54:08.751Z,,,,,30,43,
2018-02-05T17:54:18.752Z,41.4,,,50,29,43,
2018-02-05T17:54:28.752Z,,,,,,43.4,
2018-02-05T17:54:38.752Z,41.3,,,50,,43.9,
2018-02-05T17:54:48.752Z,,,,,30,44.2,
2018-02-05T17:54:58.751Z,41.1,,,50,,44.3,
2018-02-05T17:55:08.751Z,40.9,,,50,,,
2018-02-05T17:55:18.752Z,,,,,29,44.5,
2018-02-05T17:55:28.751Z,40.8,,,50,,44.7,
2018-02-05T17:55:38.752Z,40.7,,,50,,44.9,
2018-02-05T17:55:48.751Z,,,,,,45.1,
2018-02-05T17:55:58.752Z,40.6,,,50,,45.4,
2018-02-05T17:56:08.752Z,40.5,,,50,,,
2018-02-05T17:56:18.751Z,,,,,,45.7,
2018-02-05T17:56:28.751Z,40.3,,,50,,45.9,
2018-02-05T17:56:38.755Z,,,,,,46.1,
2018-02-05T17:56:48.752Z,40.2,,,50,,46.2,
2018-02-05T17:56:58.752Z,40.1,,,50,30,46.4,
2018-02-05T17:57:08.752Z,40.1,,,50,,,
2018-02-05T17:57:18.752Z,,,,,30,46.7,
2018-02-05T17:57:28.751Z,40,,,50,29,46.8,
2018-02-05T17:57:38.895Z,39.9,,,50,,,
2018-02-05T17:57:48.752Z,,,,,,47,
2018-02-05T17:57:58.752Z,39.8,,,50,,47.1,
2018-02-05T17:58:08.751Z,39.7,,,50,,,
2018-02-05T17:58:18.752Z,,,,,30,47.3,
2018-02-05T17:58:28.751Z,39.6,,,50,29,47.4,
2018-02-05T17:58:38.751Z,39.6,,,50,,,
2018-02-05T17:58:48.751Z,,,,,,47.7,
2018-02-05T17:58:58.752Z,39.5,,,50,,47.8,
2018-02-05T17:59:08.752Z,39.4,,,50,,47.9,
2018-02-05T17:59:18.751Z,,,,,29,48,
2018-02-05T17:59:28.751Z,39.3,,,50,,48.1,
2018-02-05T17:59:38.752Z,39.3,,,50,,,
2018-02-05T17:59:48.751Z,,,,,29,48.4,
2018-02-05T17:59:58.752Z,39.2,,,50,,48.5,
2018-02-05T18:00:08.751Z,39.1,,,50,0,48.6,
2018-02-05T18:00:18.751Z,,,0,,,46.6,2
2018-02-05T18:00:28.752Z,39.1,,,50,,44.7,
2018-02-05T18:00:38.752Z,38.9,,,50,,44,
2018-02-05T18:00:48.752Z,,,,,,43.8,
2018-02-05T18:00:58.751Z,38.8,,,50,,43.7,
2018-02-05T18:01:08.752Z,38.8,,,50,,,
2018-02-05T18:01:28.752Z,38.7,,,50,,,
2018-02-05T18:01:38.752Z,38.6,,,50,,43.6,
2018-02-05T18:01:48.751Z,38.6,,0,50,39,47.6,2
2018-02-05T18:01:58.752Z,38.6,,,50,30,51.1,
2018-02-05T18:02:08.753Z,,,,,29,49.4,
2018-02-05T18:02:18.752Z,38.5,,,50,,49.1,
2018-02-05T18:02:28.752Z,,,,,29,48.8,
2018-02-05T18:02:38.751Z,38.4,,,50,30,48.6,
2018-02-05T18:02:48.751Z,38.4,,,50,,,
2018-02-05T18:02:58.752Z,38.3,,,50,29,48.9,
2018-02-05T18:03:08.751Z,,,,,29,49.2,
2018-02-05T18:03:18.752Z,38.3,,0,50,0,49.1,2
2018-02-05T18:03:28.751Z,,,,,,46.4,
2018-02-05T18:03:38.757Z,38.2,,,50,,45,
2018-02-05T18:03:48.752Z,,,,,,44.5,
2018-02-05T18:03:58.751Z,38.1,,,50,,44.4,
2018-02-05T18:04:08.755Z,38.1,,,50,,,
2018-02-05T18:04:18.751Z,,,,,,44.3,
2018-02-05T18:04:28.752Z,38.1,,,50,,,
2018-02-05T18:04:38.752Z,43.2,0,0,50,0,,0
2018-02-05T18:04:48.751Z,,,,,,45.7,
2018-02-05T18:04:58.751Z,43,,,50,,45.6,
2018-02-05T18:05:08.751Z,,,,,,45.5,
2018-02-05T18:05:18.751Z,42.9,,,50,,,
2018-02-05T18:05:28.752Z,42.8,,,50,,,
2018-02-05T18:05:38.751Z,,59,0,,,45.4,2
2018-02-05T18:05:48.751Z,42.6,,,50,,,
2018-02-05T18:05:58.751Z,42.5,,,50,,45.3,
2018-02-05T18:06:08.751Z,42.4,,,50,,,
2018-02-05T18:06:28.751Z,42.3,,,50,,45.2,
2018-02-05T18:06:38.751Z,42.2,,,50,,,
2018-02-05T18:06:58.751Z,42,,,50,,45.1,
2018-02-05T18:07:08.751Z,42,,,50,,,
2018-02-05T18:07:28.751Z,41.8,,,50,,45,
2018-02-05T18:07:38.808Z,41.7,,,50,,,
2018-02-05T18:07:58.752Z,41.6,,,50,,44.9,
2018-02-05T18:08:18.769Z,41.4,,,50,,,
2018-02-05T18:08:28.765Z,41.4,,,50,,,
2018-02-05T18:08:38.754Z,,,,,,44.8,
2018-02-05T18:08:48.752Z,41.2,,,50,,,
2018-02-05T18:08:58.752Z,41.1,,,50,,44.7,
2018-02-05T18:09:08.751Z,41.1,,,50,,,
2018-02-05T18:09:28.751Z,40.8,,,50,,44.6,
2018-02-05T18:09:38.752Z,40.8,,,50,,,
2018-02-05T18:09:58.751Z,40.6,,,50,,44.5,
2018-02-05T18:10:08.751Z,40.6,,,50,,,
2018-02-05T18:10:28.751Z,40.4,,,50,,44.4,
2018-02-05T18:10:38.752Z,40.4,,,50,,,
2018-02-05T18:10:48.751Z,,,,,,44.3,
2018-02-05T18:10:58.752Z,40.3,,,50,,,
2018-02-05T18:11:08.751Z,40.2,,,50,,,
2018-02-05T18:11:18.751Z,,,,,,44.2,
2018-02-05T18:11:28.753Z,40.1,0,1,50,53,43.2,0
2018-02-05T18:11:38.752Z,42.7,,0,50,0,43.8,0
2018-02-05T18:11:48.751Z,,,,,,43.4,
2018-02-05T18:11:58.752Z,42.6,,,50,,,
2018-02-05T18:12:08.752Z,,,,,,43.4,
2018-02-05T18:12:18.751Z,42.4,,,50,,43.3,
2018-02-05T18:12:28.751Z,42.3,,,50,,,
2018-02-05T18:12:38.751Z,,59,0,,,,2
2018-02-05T18:12:48.751Z,42.2,,,50,,,
2018-02-05T18:12:58.752Z,42.1,,,50,,,
2018-02-05T18:13:08.752Z,42,,,50,,,
2018-02-05T18:13:28.751Z,41.8,,,50,,,
2018-02-05T18:13:38.751Z,41.7,,,50,,,
2018-02-05T18:13:48.904Z,,,,,,43.2,
2018-02-05T18:13:58.751Z,41.6,,,50,,,
2018-02-05T18:14:08.752Z,41.5,,,50,,,
2018-02-05T18:14:28.766Z,41.4,,,50,,,
2018-02-05T18:14:38.751Z,41.3,5,0,50,,,0
2018-02-05T18:14:58.751Z,41.2,59,0,50,,,2
2018-02-05T18:15:08.751Z,41.1,5,0,50,,,0
2018-02-05T18:15:28.751Z,40.8,59,0,50,,,2
2018-02-05T18:15:48.751Z,40.7,5,0,50,,,0
2018-02-05T18:15:58.751Z,40.6,59,0,50,,,2
2018-02-05T18:16:18.754Z,40.5,,,50,,,
2018-02-05T18:16:28.751Z,40.4,,,50,,,
2018-02-05T18:16:48.751Z,40.3,,,50,,,
2018-02-05T18:16:58.751Z,40.2,,,50,,,
2018-02-05T18:17:08.751Z,40.1,,,50,,,
2018-02-05T18:17:28.751Z,40,,,50,,,
2018-02-05T18:17:38.751Z,40,,,50,,,
2018-02-05T18:17:58.752Z,39.8,,,50,,,
2018-02-05T18:18:08.751Z,39.8,,,50,,,
2018-02-05T18:18:28.751Z,39.6,,,50,,,
2018-02-05T18:18:38.751Z,39.6,,,50,,,
2018-02-05T18:18:58.752Z,39.5,,,50,,,
2018-02-05T18:19:08.751Z,39.4,,,50,,,
2018-02-05T18:19:28.778Z,39.3,,,50,,,
2018-02-05T18:19:38.751Z,39.2,,,50,,,
2018-02-05T18:19:48.751Z,,,,,,43.1,
2018-02-05T18:19:58.752Z,39.1,,,50,,,
2018-02-05T18:20:08.751Z,39.1,,,50,,,
2018-02-05T18:20:28.752Z,38.8,,,50,,,
2018-02-05T18:20:38.751Z,38.8,,,50,,,
2018-02-05T18:20:48.751Z,,,,,,43,
2018-02-05T18:20:58.751Z,38.7,,,50,,,
2018-02-05T18:21:08.751Z,38.6,,,50,,,
2018-02-05T18:21:28.751Z,38.5,,,50,,,
2018-02-05T18:21:38.751Z,38.5,,,50,,,
2018-02-05T18:21:48.751Z,38.4,,,50,,43,
2018-02-05T18:21:58.751Z,38.3,,,50,,42.9,
2018-02-05T18:22:18.751Z,38.3,5,0,50,,,0
2018-02-05T18:22:38.751Z,38.2,,,50,,,
2018-02-05T18:22:48.751Z,38.1,,,50,,,
2018-02-05T18:22:58.751Z,38.1,,,50,,42.8,
2018-02-05T18:23:18.751Z,38,,,50,,,
2018-02-05T18:23:28.804Z,37.9,,,50,,,
2018-02-05T18:23:48.751Z,37.8,,,50,,,
2018-02-05T18:23:58.773Z,37.8,,,50,,42.7,
2018-02-05T18:24:08.761Z,37.7,59,0,50,,,2
2018-02-05T18:24:28.753Z,37.6,5,0,50,,,0
2018-02-05T18:24:48.751Z,37.5,59,0,50,,,2
2018-02-05T18:24:58.751Z,37.5,,,50,,42.6,
2018-02-05T18:25:18.751Z,37.4,,,50,,,
2018-02-05T18:25:28.753Z,37.3,,,50,,,
2018-02-05T18:25:48.751Z,37.3,,,50,,,
2018-02-05T18:25:58.751Z,37.2,,,50,,,
2018-02-05T18:26:08.751Z,37.2,,,50,,,
2018-02-05T18:26:18.752Z,,,,,,42.4,
2018-02-05T18:26:28.751Z,37.1,,,50,,,
2018-02-05T18:26:38.752Z,36.9,,,50,,,
2018-02-05T18:26:58.751Z,36.9,,,50,,,
2018-02-05T18:27:08.751Z,36.8,,,50,,,
2018-02-05T18:27:18.751Z,,,,,,42.3,
2018-02-05T18:27:28.751Z,36.7,,,50,,,
2018-02-05T18:27:38.751Z,36.7,,,50,,,
2018-02-05T18:27:58.751Z,36.6,,,50,,,
2018-02-05T18:28:08.751Z,36.6,,,50,,,
2018-02-05T18:28:28.751Z,36.5,,,50,,42.2,
2018-02-05T18:28:38.751Z,36.5,,,50,,,
2018-02-05T18:28:58.751Z,36.4,,,50,,,
2018-02-05T18:29:08.751Z,36.3,,,50,,,
2018-02-05T18:29:28.751Z,36.3,,,50,,,
2018-02-05T18:29:38.751Z,36.2,,,50,,,
2018-02-05T18:29:48.751Z,,,,,,42.1,
2018-02-05T18:29:58.751Z,36.2,,,50,,,
2018-02-05T18:30:08.751Z,36.1,,,50,,,
2018-02-05T18:30:28.751Z,36.1,,,50,,,
2018-02-05T18:30:38.751Z,36,,,50,,,
2018-02-05T18:30:48.751Z,36,,0,50,42,44.4,2
2018-02-05T18:30:58.751Z,35.9,,,50,29,47.8,
2018-02-05T18:31:08.751Z,,,,,,43.3,
2018-02-05T18:31:18.751Z,35.9,,,50,30,40.9,
2018-02-05T18:31:28.751Z,,,,,29,38.2,
2018-02-05T18:31:38.751Z,35.8,,,50,,37.3,
2018-02-05T18:31:48.751Z,35.8,,,50,,37.4,
2018-02-05T18:31:58.753Z,35.8,,,50,30,38,
2018-02-05T18:32:08.751Z,35.7,,,50,,,
2018-02-05T18:32:18.751Z,,,,,30,38.7,
2018-02-05T18:32:28.751Z,35.7,,,50,29,38.9,
2018-02-05T18:32:38.751Z,,,,,29,39.1,
2018-02-05T18:32:48.751Z,35.6,,,50,30,39.3,
2018-02-05T18:32:58.751Z,35.6,,,50,29,39.6,
2018-02-05T18:33:08.751Z,35.5,,,50,,,
2018-02-05T18:33:18.751Z,,,,,,40.1,
2018-02-05T18:33:28.751Z,35.5,,,50,,40.4,
2018-02-05T18:33:38.751Z,35.4,,,50,,,
2018-02-05T18:33:48.750Z,,,,,,40.9,
2018-02-05T18:33:58.752Z,35.4,,,50,,41.1,
2018-02-05T18:34:08.769Z,35.3,,,50,0,41.3,
2018-02-05T18:34:18.751Z,35.3,,0,50,,39.1,2
2018-02-05T18:34:28.751Z,,,,,,37.4,
2018-02-05T18:34:38.751Z,35.3,,,50,,36.7,
2018-02-05T18:34:48.751Z,,,,,,36.5,
2018-02-05T18:34:58.751Z,35.2,,,50,,,
2018-02-05T18:35:08.752Z,35.2,,,50,,,
2018-02-05T18:35:18.751Z,,,,,,36.6,
2018-02-05T18:35:28.750Z,35.1,,,50,,,
2018-02-05T18:35:38.751Z,,5,0,,,36.5,0
2018-02-05T18:35:48.751Z,35.1,,,50,,36.3,
2018-02-05T18:35:58.753Z,35.1,,,50,,36.2,
2018-02-05T18:36:08.751Z,34.9,,,50,,,
2018-02-05T18:36:18.751Z,,59,0,,,36.1,2
2018-02-05T18:36:28.751Z,34.9,,,50,,,
2018-02-05T18:36:38.751Z,34.9,,,50,,,
2018-02-05T18:36:58.751Z,34.8,,,50,,36,
2018-02-05T18:37:08.751Z,34.8,,,50,,,
2018-02-05T18:37:28.750Z,34.7,,,50,,,
2018-02-05T18:37:38.751Z,34.7,,,50,,,
2018-02-05T18:37:58.751Z,34.7,,,50,,,
2018-02-05T18:38:08.751Z,34.6,,,50,,,
2018-02-05T18:38:28.751Z,34.6,,,50,,,
2018-02-05T18:38:38.750Z,34.6,,,50,,,
2018-02-05T18:38:58.751Z,34.5,,,50,,,
2018-02-05T18:39:08.751Z,34.5,,,50,,,
2018-02-05T18:39:28.783Z,34.4,,,50,,,
2018-02-05T18:39:38.775Z,34.4,,,50,,,
2018-02-05T18:39:58.757Z,34.4,,,50,,,
2018-02-05T18:40:08.751Z,34.3,,,50,,,
2018-02-05T18:40:28.751Z,34.3,,,50,,36.1,
2018-02-05T18:40:38.751Z,34.2,,,50,,,
2018-02-05T18:40:58.751Z,34.2,,,50,,,
2018-02-05T18:41:08.751Z,,5,0,,,,0
2018-02-05T18:41:18.752Z,34.2,,,50,,,
2018-02-05T18:41:28.751Z,,59,0,,,36.2,2
2018-02-05T18:41:38.751Z,34.1,,,50,,,
2018-02-05T18:41:48.750Z,,5,0,,,,0
2018-02-05T18:41:58.751Z,34.1,,,50,,36.3,
2018-02-05T18:42:08.751Z,34,,,50,,,
2018-02-05T18:42:28.751Z,34,,,50,,36.4,
2018-02-05T18:42:38.750Z,34,,,50,,,
2018-02-05T18:42:48.751Z,,,,,,36.5,
2018-02-05T18:42:58.751Z,33.9,,,50,,,
2018-02-05T18:43:08.750Z,33.9,,,50,,,
2018-02-05T18:43:18.751Z,,,,,,36.6,
2018-02-05T18:43:28.751Z,33.9,,,50,,,
2018-02-05T18:43:38.751Z,33.8,,,50,,,
2018-02-05T18:43:48.750Z,,,,,,36.8,
2018-02-05T18:43:58.751Z,33.8,,,50,,,
2018-02-05T18:44:08.751Z,33.8,,,50,,,
2018-02-05T18:44:18.751Z,,,,,,37.1,
2018-02-05T18:44:28.751Z,33.7,,,50,,,
2018-02-05T18:44:38.751Z,33.7,,,50,,,
2018-02-05T18:44:48.750Z,,,,,,37.2,
2018-02-05T18:44:58.750Z,33.7,,,50,,37.3,
2018-02-05T18:45:08.751Z,33.6,,,50,,,
2018-02-05T18:45:18.751Z,,,,,,37.4,
2018-02-05T18:45:28.750Z,33.6,,,50,,,
2018-02-05T18:45:38.751Z,33.6,,,50,,,
2018-02-05T18:45:48.751Z,,,,,,37.6,
2018-02-05T18:45:58.751Z,33.5,,,50,,,
2018-02-05T18:46:08.751Z,33.5,,,50,,,
2018-02-05T18:46:18.751Z,,,,,,37.7,
2018-02-05T18:46:28.751Z,33.5,,,50,,37.8,
2018-02-05T18:46:38.751Z,33.4,,,50,,,
2018-02-05T18:46:48.750Z,,,,,,37.9,
2018-02-05T18:46:58.752Z,33.4,,,50,,,
2018-02-05T18:47:08.751Z,33.4,,,50,,38,
2018-02-05T18:47:18.750Z,,,,,,38,
2018-02-05T18:47:28.752Z,33.3,,,50,,,
2018-02-05T18:47:38.751Z,33.3,,,50,,,
2018-02-05T18:47:48.751Z,,,,,,38.1,
2018-02-05T18:47:58.751Z,33.3,,,50,,,
2018-02-05T18:48:08.750Z,33.2,5,0,50,0,38.1,0
2018-02-05T18:48:28.751Z,33.2,,,50,,38.2,
2018-02-05T18:48:38.753Z,33.2,,,50,,,
2018-02-05T18:48:58.751Z,33.2,,,50,,,
2018-02-05T18:49:08.751Z,33.1,,,50,,,
2018-02-05T18:49:28.751Z,33.1,,,50,,38.1,
2018-02-05T18:49:38.751Z,33.1,,,50,,,
2018-02-05T18:49:58.751Z,32.9,,,50,,,
2018-02-05T18:50:08.751Z,32.9,,,50,,,
2018-02-05T18:50:28.750Z,32.9,,,50,,,
2018-02-05T18:50:38.751Z,32.9,,,50,,,
2018-02-05T18:50:48.750Z,,,,,,38,
2018-02-05T18:50:58.750Z,32.8,,,50,,,
2018-02-05T18:51:08.751Z,32.8,,,50,,,
2018-02-05T18:51:18.751Z,,,,,,38,
2018-02-05T18:51:28.751Z,32.8,,,50,,37.9,
2018-02-05T18:51:38.750Z,32.8,,,50,,,
2018-02-05T18:51:48.750Z,32.7,,,50,,,
2018-02-05T18:51:58.750Z,32.7,,,50,,,
2018-02-05T18:52:08.751Z,32.7,,,50,,,
2018-02-05T18:52:18.750Z,,,,,,37.8,
2018-02-05T18:52:28.751Z,32.6,,,50,,,
2018-02-05T18:52:38.751Z,32.6,,,50,,,
2018-02-05T18:52:48.750Z,,,,,,37.7,
2018-02-05T18:52:58.750Z,32.6,,,50,,,
2018-02-05T18:53:08.751Z,32.6,,,50,,,
2018-02-05T18:53:28.753Z,32.5,,,50,,37.6,
2018-02-05T18:53:38.751Z,32.5,,,50,,,
2018-02-05T18:53:58.752Z,32.5,,,50,,,
2018-02-05T18:54:08.750Z,32.5,,,50,,,
2018-02-05T18:54:18.750Z,,,,,,37.5,
2018-02-05T18:54:28.750Z,32.4,,,50,,,
2018-02-05T18:54:38.750Z,32.4,,,50,,,
2018-02-05T18:54:58.751Z,32.4,,,50,,,
2018-02-05T18:55:08.789Z,32.4,,,50,,37.4,
2018-02-05T18:55:28.750Z,32.3,,,50,,37.3,
2018-02-05T18:55:38.751Z,32.3,,,50,,,
2018-02-05T18:55:58.751Z,32.3,,,50,,,
2018-02-05T18:56:08.751Z,32.3,,,50,,,
2018-02-05T18:56:18.750Z,,,,,,37.2,
2018-02-05T18:56:28.751Z,32.2,,,50,,,
2018-02-05T18:56:38.750Z,32.2,,,50,,,
2018-02-05T18:56:48.752Z,,,,,,37.1,
2018-02-05T18:56:58.750Z,32.2,,,50,,,
2018-02-05T18:57:08.750Z,32.2,,,50,,,
2018-02-05T18:57:28.751Z,32.1,,,50,,,
2018-02-05T18:57:38.751Z,,,,,,36.9,
2018-02-05T18:57:48.750Z,32.1,,,50,,,
2018-02-05T18:57:58.751Z,32.1,,,50,,,
2018-02-05T18:58:08.750Z,32.1,,,50,,,
2018-02-05T18:58:28.750Z,32.1,,,50,,36.8,
2018-02-05T18:58:38.750Z,32,,,50,,,
2018-02-05T18:58:58.751Z,32,,,50,,,
2018-02-05T18:59:08.761Z,,0,1,,36,36.6,0
2018-02-05T18:59:18.750Z,36.5,,0,50,0,38.2,0
2018-02-05T18:59:28.750Z,37.9,,,50,,37.7,
2018-02-05T18:59:38.750Z,37.8,,,50,,,
2018-02-05T18:59:48.750Z,,,,,,37.6,
2018-02-05T18:59:58.751Z,37.6,,,50,,,
2018-02-05T19:00:08.750Z,37.6,,,50,,,
2018-02-05T19:00:18.751Z,,,0,,,,0
2018-02-05T19:00:28.754Z,37.4,,,50,,,
2018-02-05T19:00:38.751Z,37.4,,,50,,,
2018-02-05T19:00:58.750Z,37.2,,,50,,,
2018-02-05T19:01:08.750Z,37.2,,,50,,,
2018-02-05T19:01:18.752Z,,,,,,37.5,
2018-02-05T19:01:28.750Z,36.9,,,50,,,
2018-02-05T19:01:38.751Z,36.9,,,50,,,
2018-02-05T19:01:58.751Z,36.8,,,50,,,
