Time,PrimTSet,ActPow,HwActive,HwTSet,HwTOutlet,ChActive,PrimT
2018-02-07T00:08:48.718Z,,,,50,29.8,,
2018-02-07T00:08:58.718Z,,,,50,29.8,,
2018-02-07T00:09:18.717Z,,,,50,29.8,,
2018-02-07T00:09:28.718Z,,,,50,29.7,,
2018-02-07T00:09:48.718Z,,,,50,29.7,,
2018-02-07T00:09:58.718Z,,,,50,29.7,,
2018-02-07T00:10:18.717Z,,,,50,29.6,,
2018-02-07T00:10:28.718Z,,,,50,29.6,,
2018-02-07T00:10:48.718Z,,,,50,29.6,,
2018-02-07T00:10:58.718Z,5,,0,,,0,
2018-02-07T00:11:08.720Z,,,,50,29.5,,
2018-02-07T00:11:18.718Z,,,,50,29.5,,
2018-02-07T00:11:38.718Z,,,,50,29.5,,
2018-02-07T00:11:48.718Z,,,,50,29.5,,
2018-02-07T00:11:58.718Z,,,,50,29.5,,
2018-02-07T00:12:18.717Z,,,,50,29.3,,
2018-02-07T00:12:28.717Z,59,,0,,,2,
2018-02-07T00:12:38.717Z,,,,50,29.3,,
2018-02-07T00:12:48.718Z,,,,50,29.3,,
2018-02-07T00:12:58.717Z,,,,50,29.3,,
2018-02-07T00:13:18.740Z,,,,50,29.2,,
2018-02-07T00:13:28.717Z,,,,50,29.2,,
2018-02-07T00:13:48.718Z,,,,50,29.2,,
2018-02-07T00:13:58.717Z,,,,50,29.2,,
2018-02-07T00:14:18.738Z,,,,50,29.1,,
2018-02-07T00:14:28.718Z,,,,50,29.1,,
2018-02-07T00:14:48.717Z,,,,50,29.1,,
2018-02-07T00:14:58.717Z,,,,50,29.1,,
2018-02-07T00:15:08.719Z,,,,,,,31.4
2018-02-07T00:15:18.717Z,,,,50,29.1,,
2018-02-07T00:15:28.717Z,,,,50,29,,
2018-02-07T00:15:48.718Z,,,,50,29,,
2018-02-07T00:15:58.718Z,,,,50,29,,
2018-02-07T00:16:18.719Z,,,,50,29,,
2018-02-07T00:16:28.779Z,,,,50,29,,
2018-02-07T00:16:48.718Z,,,,50,28.9,,31.3
2018-02-07T00:16:58.742Z,,,,50,28.9,,
2018-02-07T00:17:18.718Z,,,,50,28.9,,
2018-02-07T00:17:28.718Z,,,,50,28.9,,
2018-02-07T00:17:48.717Z,,,,50,28.7,,
2018-02-07T00:17:58.718Z,,,,50,28.7,,
2018-02-07T00:18:18.718Z,,,,50,28.7,,
2018-02-07T00:18:28.717Z,,,,50,28.7,,
2018-02-07T00:18:38.717Z,,,,,,,31.2
2018-02-07T00:18:48.717Z,,,,50,28.7,,
2018-02-07T00:18:58.718Z,,,,50,28.7,,
2018-02-07T00:19:18.717Z,,,,50,28.6,,
2018-02-07T00:19:28.717Z,,,,50,28.6,,
2018-02-07T00:19:48.717Z,,,,50,28.6,,
2018-02-07T00:19:58.717Z,,,,50,28.6,,
2018-02-07T00:20:18.717Z,,,,50,28.6,,
2018-02-07T00:20:28.718Z,,,,50,28.6,,
2018-02-07T00:20:38.718Z,,,,,,,31.1
2018-02-07T00:20:48.717Z,,,,50,28.5,,
2018-02-07T00:20:58.718Z,,,,50,28.5,,
2018-02-07T00:21:18.717Z,,,,50,28.5,,
2018-02-07T00:21:28.717Z,,,,50,28.5,,
2018-02-07T00:21:48.717Z,,,,50,28.5,,
2018-02-07T00:21:58.723Z,,,,50,28.5,,
2018-02-07T00:22:08.718Z,,,,50,28.5,,30.9
2018-02-07T00:22:18.718Z,,,,50,28.4,,30.9
2018-02-07T00:22:38.717Z,,,,50,28.4,,
2018-02-07T00:22:48.717Z,,,,50,28.4,,
2018-02-07T00:22:58.726Z,,,,50,28.4,,
2018-02-07T00:23:18.719Z,,,,50,28.4,,
2018-02-07T00:23:28.717Z,,,,50,28.4,,
2018-02-07T00:23:48.717Z,,,,50,28.4,,
2018-02-07T00:23:58.717Z,,,,50,28.3,,
2018-02-07T00:24:18.717Z,,,,50,28.3,,
2018-02-07T00:24:28.717Z,,,,50,28.3,,
2018-02-07T00:24:38.722Z,,,,,,,30.8
2018-02-07T00:24:48.719Z,,,,50,28.3,,
2018-02-07T00:24:58.717Z,,,,50,28.3,,
2018-02-07T00:25:18.717Z,,,,50,28.3,,
2018-02-07T00:25:28.719Z,,,,50,28.3,,
2018-02-07T00:25:48.717Z,,,,50,28.1,,
2018-02-07T00:25:58.717Z,,,,50,28.1,,
2018-02-07T00:26:18.750Z,,,,50,28.1,,
2018-02-07T00:26:28.717Z,,,,50,28.1,,
2018-02-07T00:26:48.717Z,,,,50,28.1,,
2018-02-07T00:26:58.717Z,,,,50,28.1,,
2018-02-07T00:27:18.717Z,,,,50,28,,30.7
2018-02-07T00:27:28.717Z,,,,50,28,,
2018-02-07T00:27:48.717Z,,,,50,28,,
2018-02-07T00:27:58.717Z,,,,50,28,,
2018-02-07T00:28:18.717Z,,,,50,28,,
2018-02-07T00:28:28.717Z,,,,50,28,,
2018-02-07T00:28:38.718Z,,,,50,28,,
2018-02-07T00:28:48.734Z,,42,0,50,28,2,33.4
2018-02-07T00:28:58.717Z,,30,,,,,37.7
2018-02-07T00:29:08.717Z,,29,,50,28,,34.7
2018-02-07T00:29:18.721Z,,,,50,27.9,,33.6
2018-02-07T00:29:28.717Z,,,,,,,31.7
2018-02-07T00:29:38.717Z,,,,50,27.9,,31.4
2018-02-07T00:29:48.717Z,,30,,50,27.9,,31.6
2018-02-07T00:29:58.717Z,,,,,,,32.1
2018-02-07T00:30:08.717Z,,29,,50,27.9,,32.6
2018-02-07T00:30:18.717Z,,,,50,27.9,,
2018-02-07T00:30:28.717Z,,30,,50,27.9,,32.9
2018-02-07T00:30:38.717Z,,29,,,,,33.2
2018-02-07T00:30:48.717Z,,30,,50,27.9,,33.3
2018-02-07T00:30:58.736Z,,,,50,27.9,,
2018-02-07T00:31:08.728Z,,29,,,,,33.7
2018-02-07T00:31:18.724Z,,,,50,27.9,,33.9
2018-02-07T00:31:28.717Z,,,,,,,34.1
2018-02-07T00:31:38.717Z,,,,50,27.9,,34.3
2018-02-07T00:31:48.717Z,,,,50,27.9,,34.5
2018-02-07T00:31:58.717Z,,,,50,27.9,,
2018-02-07T00:32:08.784Z,,29,,,,,34.8
2018-02-07T00:32:18.887Z,,,,50,27.9,,35.1
2018-02-07T00:32:28.783Z,,30,,,,,35.2
2018-02-07T00:32:38.717Z,,29,,50,27.9,,35.4
2018-02-07T00:32:48.718Z,,,,50,27.9,,35.6
2018-02-07T00:32:58.718Z,,,,50,27.9,,
2018-02-07T00:33:08.717Z,,,,,,,35.9
2018-02-07T00:33:18.717Z,,29,,50,27.8,,36.1
2018-02-07T00:33:28.824Z,,30,,50,27.9,,36.3
2018-02-07T00:33:38.717Z,,,,50,27.9,,
2018-02-07T00:33:48.719Z,,29,,50,27.9,,36.6
2018-02-07T00:33:58.717Z,,,,,,,36.8
2018-02-07T00:34:08.717Z,,0,0,50,27.9,2,36.9
2018-02-07T00:34:18.717Z,,,,50,27.9,,34.2
2018-02-07T00:34:28.717Z,,,,,,,32.7
2018-02-07T00:34:38.718Z,,,,50,27.9,,32.2
2018-02-07T00:34:48.717Z,,,,50,27.9,,32.1
2018-02-07T00:34:58.721Z,,,,50,27.9,,
2018-02-07T00:35:08.718Z,,,,,,,32
2018-02-07T00:35:18.716Z,,,,50,27.9,,32.1
2018-02-07T00:35:28.718Z,,,,50,27.9,,
2018-02-07T00:35:38.717Z,,,,50,27.9,,32
2018-02-07T00:35:48.717Z,,,,50,27.9,,31.9
2018-02-07T00:35:58.718Z,,,,,,,31.8
2018-02-07T00:36:08.717Z,,,,50,27.9,,
2018-02-07T00:36:18.717Z,,,,50,27.9,,
2018-02-07T00:36:38.717Z,,,,50,27.9,,
2018-02-07T00:36:48.717Z,,,,50,27.9,,
2018-02-07T00:36:58.717Z,,,,50,27.9,,
2018-02-07T00:37:08.717Z,,,,,,,31.7
2018-02-07T00:37:18.717Z,,,,50,27.9,,
2018-02-07T00:37:28.717Z,,,,50,27.9,,
2018-02-07T00:37:38.717Z,,,,50,27.9,,
2018-02-07T00:37:48.717Z,,,,50,27.9,,
2018-02-07T00:38:08.717Z,,,,50,27.9,,
2018-02-07T00:38:18.717Z,,,,50,27.9,,
2018-02-07T00:38:38.717Z,,,,50,27.9,,
2018-02-07T00:38:48.729Z,,,,50,27.9,,
2018-02-07T00:38:58.716Z,,,,50,27.9,,
2018-02-07T00:39:18.723Z,,,,50,27.9,,
2018-02-07T00:39:28.717Z,,,,50,27.9,,
2018-02-07T00:39:48.717Z,,,,50,27.9,,
2018-02-07T00:39:58.716Z,,,,50,27.9,,
2018-02-07T00:40:18.716Z,,,,50,27.9,,
2018-02-07T00:40:28.717Z,,,,50,27.9,,
2018-02-07T00:40:38.717Z,,,,,,,31.8
2018-02-07T00:40:48.717Z,,,,50,27.9,,
2018-02-07T00:40:58.717Z,,,,50,27.9,,
2018-02-07T00:41:18.717Z,,,,50,27.9,,31.9
2018-02-07T00:41:28.717Z,,,,50,27.9,,
2018-02-07T00:41:48.717Z,5,,0,50,27.9,0,
2018-02-07T00:42:08.717Z,,,,50,27.9,,32
2018-02-07T00:42:18.787Z,59,,0,50,27.9,2,32
2018-02-07T00:42:38.766Z,,,,50,27.9,,
2018-02-07T00:42:48.766Z,,,,50,27.9,,
2018-02-07T00:42:58.717Z,,,,50,27.9,,
2018-02-07T00:43:18.717Z,,,,50,27.9,,32.1
2018-02-07T00:43:28.717Z,,,,50,27.9,,
2018-02-07T00:43:38.717Z,,,,,,,32.1
2018-02-07T00:43:48.716Z,,,,50,27.9,,
2018-02-07T00:43:58.716Z,,,,50,27.9,,
2018-02-07T00:44:18.717Z,,,,50,27.9,,
2018-02-07T00:44:28.717Z,,,,50,27.9,,
2018-02-07T00:44:48.717Z,,,,50,27.9,,
2018-02-07T00:44:58.717Z,,,,50,27.9,,
2018-02-07T00:45:18.717Z,,,,50,27.9,,
2018-02-07T00:45:28.724Z,,,,50,27.9,,
2018-02-07T00:45:48.717Z,,,,50,27.9,,
2018-02-07T00:45:58.717Z,,,,50,27.9,,
2018-02-07T00:46:18.717Z,,,,50,27.9,,
2018-02-07T00:46:28.720Z,,,,50,27.9,,
2018-02-07T00:46:38.716Z,,,,,,,32
2018-02-07T00:46:48.717Z,,,,50,27.9,,
2018-02-07T00:46:58.717Z,,,,50,27.9,,
2018-02-07T00:47:18.719Z,,,,50,27.9,,
2018-02-07T00:47:28.717Z,,,,50,27.9,,
2018-02-07T00:47:48.786Z,,,,50,27.8,,
2018-02-07T00:47:58.717Z,,,,50,27.8,,
2018-02-07T00:48:18.717Z,,,,50,27.8,,
2018-02-07T00:48:28.741Z,,,,50,27.8,,
2018-02-07T00:48:48.717Z,,,,50,27.8,,
2018-02-07T00:48:58.717Z,,,,50,27.8,,31.9
2018-02-07T00:49:08.716Z,,,,50,27.8,,31.9
2018-02-07T00:49:28.719Z,,,,50,27.8,,
2018-02-07T00:49:38.716Z,,,,50,27.8,,
2018-02-07T00:49:48.717Z,,,,50,27.8,,
2018-02-07T00:50:08.716Z,,,,50,27.8,,
2018-02-07T00:50:18.717Z,,,,50,27.8,,
2018-02-07T00:50:38.723Z,59,0,0,50,27.8,2,31.9
2018-02-07T00:50:48.717Z,,,,50,27.8,,31.8
2018-02-07T00:50:58.716Z,,,,50,27.8,,
2018-02-07T00:51:18.731Z,,,,50,27.8,,
2018-02-07T00:51:28.741Z,,,,50,27.8,,
2018-02-07T00:51:48.721Z,,,,50,27.8,,
2018-02-07T00:51:58.717Z,,,,50,27.8,,
2018-02-07T00:52:18.725Z,,,,50,27.8,,
2018-02-07T00:52:28.717Z,,,,50,27.8,,
2018-02-07T00:52:48.725Z,,,,50,27.7,,31.7
2018-02-07T00:52:58.717Z,,,,50,27.7,,
2018-02-07T00:53:18.716Z,,,,50,27.7,,
2018-02-07T00:53:28.738Z,,,,50,27.7,,
2018-02-07T00:53:48.717Z,,,,50,27.7,,
2018-02-07T00:53:58.716Z,,,,50,27.7,,
2018-02-07T00:54:18.717Z,,,,50,27.7,,
2018-02-07T00:54:28.717Z,,,,50,27.7,,
2018-02-07T00:54:38.717Z,,,,,,,31.6
2018-02-07T00:54:48.716Z,,,,50,27.7,,
2018-02-07T00:54:58.717Z,,,,50,27.7,,
2018-02-07T00:55:18.717Z,,,,50,27.7,,
2018-02-07T00:55:28.716Z,,,,50,27.7,,
2018-02-07T00:55:48.717Z,,,,50,27.7,,
2018-02-07T00:55:58.717Z,,,,50,27.7,,
2018-02-07T00:56:18.726Z,,,,50,27.7,,
2018-02-07T00:56:28.716Z,,,,50,27.7,,
2018-02-07T00:56:48.717Z,,,,50,27.7,,
2018-02-07T00:56:58.717Z,,,,50,27.5,,
2018-02-07T00:57:08.718Z,,,,,,,31.5
2018-02-07T00:57:18.717Z,,,,50,27.5,,
2018-02-07T00:57:28.717Z,,,,50,27.5,,
2018-02-07T00:57:48.716Z,,,,50,27.5,,
2018-02-07T00:57:58.716Z,,,,50,27.5,,
2018-02-07T00:58:18.717Z,,,,50,27.5,,
2018-02-07T00:58:28.717Z,,,,50,27.5,,
2018-02-07T00:58:48.716Z,,,,50,27.5,,
2018-02-07T00:58:58.718Z,,,,50,27.5,,
2018-02-07T00:59:08.716Z,,,,50,27.5,,
2018-02-07T00:59:18.717Z,,43,0,50,27.5,2,33.4
2018-02-07T00:59:28.717Z,,30,,50,27.5,,38.2
2018-02-07T00:59:38.717Z,,29,,50,27.5,,35.1
2018-02-07T00:59:48.717Z,,30,,50,27.5,,34
2018-02-07T00:59:58.721Z,,29,,,,,32.3
2018-02-07T01:00:08.717Z,,30,,50,27.5,,31.8
2018-02-07T01:00:18.717Z,,30,,50,27.5,,32
2018-02-07T01:00:28.716Z,,29,,50,27.5,,32.5
2018-02-07T01:00:38.717Z,,30,,50,27.5,,32.9
2018-02-07T01:00:48.718Z,,29,,50,27.5,,33.3
2018-02-07T01:00:58.717Z,,30,,,,,33.4
2018-02-07T01:01:08.718Z,,,,50,27.5,,33.6
2018-02-07T01:01:18.720Z,,,,50,27.4,,
2018-02-07T01:01:28.717Z,,29,,,,,34
2018-02-07T01:01:38.716Z,,,,50,27.5,,34.2
2018-02-07T01:01:48.717Z,,,,50,27.5,,34.4
2018-02-07T01:01:58.717Z,,,,50,27.5,,
2018-02-07T01:02:08.716Z,,30,,,,,34.8
2018-02-07T01:02:18.716Z,,30,,50,27.5,,35.1
2018-02-07T01:02:28.718Z,,29,,50,27.5,,35.3
2018-02-07T01:02:38.722Z,,,,50,27.5,,
2018-02-07T01:02:48.736Z,,,,50,27.5,,35.5
2018-02-07T01:02:58.716Z,,30,,,,,35.7
2018-02-07T01:03:08.717Z,,,,50,27.5,,35.9
2018-02-07T01:03:18.720Z,,30,,,,,36.1
2018-02-07T01:03:28.716Z,,29,,50,27.5,,36.2
2018-02-07T01:03:38.717Z,,,,50,27.5,,
2018-02-07T01:03:48.728Z,,29,,50,27.5,,36.5
2018-02-07T01:03:58.747Z,,,,,,,36.6
2018-02-07T01:04:08.756Z,,,,50,27.5,,36.9
2018-02-07T01:04:18.726Z,,29,,,,,37.1
2018-02-07T01:04:28.716Z,,,,50,27.5,,37.3
2018-02-07T01:04:38.719Z,,,,50,27.5,,
2018-02-07T01:04:48.719Z,,,,50,27.5,,37.6
2018-02-07T01:04:58.769Z,,30,,,,,37.8
2018-02-07T01:05:08.720Z,,29,,50,27.5,,38
2018-02-07T01:05:18.823Z,,30,,50,27.5,,38.2
2018-02-07T01:05:28.734Z,,,,50,27.7,,
2018-02-07T01:05:38.719Z,,0,0,,,2,36.6
2018-02-07T01:05:48.718Z,,,,50,27.7,,34.4
2018-02-07T01:05:58.717Z,,,,,,,33.7
2018-02-07T01:06:08.716Z,,,,50,27.7,,33.5
2018-02-07T01:06:18.718Z,,,,50,27.7,,
2018-02-07T01:06:28.721Z,,,,50,27.7,,
2018-02-07T01:06:38.717Z,,,,,,,33.5
2018-02-07T01:06:48.721Z,,,,50,27.7,,33.4
2018-02-07T01:06:58.716Z,,,,50,27.7,,
2018-02-07T01:07:08.720Z,,,,,,,33.3
2018-02-07T01:07:18.719Z,,,,50,27.7,,33.2
2018-02-07T01:07:28.719Z,,,,50,27.7,,
2018-02-07T01:07:38.757Z,,,,,,,33.1
2018-02-07T01:07:48.756Z,,,,50,27.8,,
2018-02-07T01:07:58.719Z,,,,50,27.8,,
2018-02-07T01:08:18.719Z,,,,50,27.8,,
2018-02-07T01:08:28.716Z,,,,50,27.8,,
2018-02-07T01:08:38.717Z,,,,,,,32.9
2018-02-07T01:08:48.755Z,,,,50,27.8,,
2018-02-07T01:08:58.719Z,,,,50,27.8,,
2018-02-07T01:09:18.718Z,,,,50,27.8,,
2018-02-07T01:09:28.759Z,,,,50,27.8,,
2018-02-07T01:09:48.719Z,,,,50,27.8,,
2018-02-07T01:09:58.719Z,,,,50,27.8,,
2018-02-07T01:10:18.735Z,,,,50,27.9,,
2018-02-07T01:10:28.717Z,,,,50,27.9,,
2018-02-07T01:10:48.718Z,,,,50,27.9,,
2018-02-07T01:10:58.728Z,,,,50,27.9,,
2018-02-07T01:11:18.720Z,0,41,1,50,27.9,0,33.4
2018-02-07T01:11:28.718Z,,53,,50,33.4,,36.3
2018-02-07T01:11:38.718Z,,72,,50,37.9,,40.2
2018-02-07T01:11:48.728Z,,0,0,50,40.7,0,42.7
2018-02-07T01:11:58.721Z,,,,50,40.6,,41.9
2018-02-07T01:12:08.720Z,,,,,,,41.8
2018-02-07T01:12:18.720Z,,,,50,40.5,,41.7
2018-02-07T01:12:28.720Z,,,,50,40.3,,
2018-02-07T01:12:38.719Z,,,,50,40.2,,
2018-02-07T01:12:48.717Z,59,,0,50,40.1,2,
2018-02-07T01:13:08.716Z,,,,50,39.9,,
2018-02-07T01:13:18.720Z,,,,50,39.8,,
2018-02-07T01:13:38.720Z,,,,50,39.5,,41.6
2018-02-07T01:13:48.726Z,,,,50,39.4,,
2018-02-07T01:13:58.725Z,0,29,1,,,0,40.9
2018-02-07T01:14:08.723Z,,60,,50,40.6,,40.1
2018-02-07T01:14:18.720Z,,63,,50,41.3,,43.1
2018-02-07T01:14:28.721Z,,60,,50,44.1,,45.9
2018-02-07T01:14:38.720Z,,0,0,50,46.4,0,48
2018-02-07T01:14:48.726Z,,,0,50,46.3,0,46.9
2018-02-07T01:14:58.722Z,,57,1,,,0,45.1
2018-02-07T01:15:08.720Z,,0,0,50,43.5,0,45.6
2018-02-07T01:15:18.718Z,,,,,,,44.3
2018-02-07T01:15:28.719Z,,,,50,43.2,,44.2
2018-02-07T01:15:48.720Z,,,,50,42.9,,44.1
2018-02-07T01:15:58.721Z,,,1,50,44.1,0,
2018-02-07T01:16:08.720Z,,37,1,,,0,43.9
2018-02-07T01:16:18.724Z,,0,0,50,43.5,0,43.4
2018-02-07T01:16:28.720Z,,,,50,43.9,,43.3
2018-02-07T01:16:38.719Z,,,,50,43.6,,43.2
2018-02-07T01:16:48.723Z,,,,50,43.5,,
2018-02-07T01:17:08.723Z,,,,50,43.3,,
2018-02-07T01:17:18.722Z,59,,0,,,2,
2018-02-07T01:17:28.720Z,,,,50,43,,43.1
2018-02-07T01:17:38.719Z,,,,50,42.9,,
2018-02-07T01:17:48.717Z,,,,50,42.8,,
2018-02-07T01:18:08.719Z,,,,50,42.6,,
2018-02-07T01:18:18.720Z,,,,50,42.4,,
2018-02-07T01:18:38.720Z,,,,50,42.2,,
2018-02-07T01:18:48.721Z,,,,50,42.1,,
2018-02-07T01:18:58.720Z,,,,50,42,,
2018-02-07T01:19:08.722Z,,,,,,,43
2018-02-07T01:19:18.779Z,,,,50,41.8,,
2018-02-07T01:19:28.722Z,,,,50,41.7,,
2018-02-07T01:19:38.761Z,,,,,,,43
2018-02-07T01:19:48.741Z,,,,50,41.4,,
2018-02-07T01:19:58.725Z,,,,50,41.3,,
2018-02-07T01:20:08.727Z,,,,,,,43.1
2018-02-07T01:20:18.720Z,,,,50,41.1,,
2018-02-07T01:20:28.725Z,,,,50,40.9,,
2018-02-07T01:20:38.724Z,,,,,,,43
2018-02-07T01:20:48.724Z,,,,50,40.7,,
2018-02-07T01:20:58.721Z,,,,50,40.6,,
2018-02-07T01:21:18.721Z,,,,50,40.4,,
2018-02-07T01:21:28.724Z,,,,50,40.3,,
2018-02-07T01:21:48.723Z,,,,50,40.1,,
2018-02-07T01:21:58.722Z,,,,50,40,,
2018-02-07T01:22:18.716Z,,,,50,39.9,,43
2018-02-07T01:22:28.723Z,,,,50,39.8,,42.9
2018-02-07T01:22:38.726Z,,,,50,39.6,,
2018-02-07T01:22:48.721Z,,,,50,39.5,,
2018-02-07T01:22:58.722Z,,,,50,39.4,,
2018-02-07T01:23:18.721Z,,,,50,39.2,,
2018-02-07T01:23:28.722Z,,,,50,39.1,,
2018-02-07T01:23:38.728Z,,,,,,,42.8
2018-02-07T01:23:48.726Z,,,,50,38.8,,
2018-02-07T01:23:58.726Z,,,,50,38.7,,
2018-02-07T01:24:08.724Z,,,,,,,42.7
2018-02-07T01:24:18.729Z,,,,50,38.6,,
2018-02-07T01:24:28.716Z,,,,50,38.5,,
2018-02-07T01:24:48.716Z,,,,50,38.3,,42.6
2018-02-07T01:24:58.724Z,,,,50,38.2,,
2018-02-07T01:25:18.725Z,,,,50,38.1,,
2018-02-07T01:25:28.722Z,,,,50,38,,
2018-02-07T01:25:38.724Z,,,,,,,42.4
2018-02-07T01:25:48.724Z,,,,50,37.8,,
2018-02-07T01:25:58.723Z,,,,50,37.7,,
2018-02-07T01:26:18.716Z,,,,50,37.6,,42.3
2018-02-07T01:26:28.725Z,,,,50,37.5,,
2018-02-07T01:26:48.727Z,,,,50,37.3,,
2018-02-07T01:26:58.724Z,,,,50,37.3,,
2018-02-07T01:27:08.723Z,,,,,,,42.2
2018-02-07T01:27:18.726Z,,,,50,37.1,,
2018-02-07T01:27:28.723Z,,,,50,37.1,,
2018-02-07T01:27:38.723Z,,,,,,,42.1
2018-02-07T01:27:48.726Z,,,,50,36.8,,
2018-02-07T01:27:58.724Z,,,,50,36.7,,
2018-02-07T01:28:18.723Z,,,,50,36.6,,42
2018-02-07T01:28:28.716Z,,,,50,36.5,,
2018-02-07T01:28:48.726Z,,,,50,36.4,,
2018-02-07T01:28:58.725Z,,,,,,,41.9
2018-02-07T01:29:08.724Z,,,,50,36.3,,
2018-02-07T01:29:18.724Z,,,,50,36.2,,
2018-02-07T01:29:38.724Z,,,,50,36.1,,41.8
2018-02-07T01:29:48.723Z,,,,50,36,,
2018-02-07T01:29:58.724Z,,,,50,35.9,,
2018-02-07T01:30:18.735Z,,,,50,35.8,,
2018-02-07T01:30:28.726Z,,,,50,35.8,,
2018-02-07T01:30:38.726Z,,,,,,,41.7
2018-02-07T01:30:48.724Z,,,,50,35.6,,
2018-02-07T01:30:58.724Z,,,,50,35.6,,
2018-02-07T01:31:08.725Z,,,,,,,41.6
2018-02-07T01:31:18.750Z,,,,50,35.5,,
2018-02-07T01:31:28.725Z,,,,50,35.4,,
2018-02-07T01:31:48.741Z,,,,50,35.3,,
2018-02-07T01:31:58.725Z,,,,50,35.2,,
2018-02-07T01:32:08.725Z,,,,,,,41.5
2018-02-07T01:32:18.725Z,,,,50,35.1,,
2018-02-07T01:32:28.727Z,,,,50,35.1,,
2018-02-07T01:32:48.725Z,,,,50,34.9,,41.4
2018-02-07T01:32:58.725Z,,,,50,34.8,,
2018-02-07T01:33:18.757Z,,,,50,34.7,,
2018-02-07T01:33:28.725Z,,,,50,34.7,,
2018-02-07T01:33:48.726Z,,,,50,34.6,,
2018-02-07T01:33:58.726Z,,,,50,34.5,,
2018-02-07T01:34:08.725Z,,,,,,,41.3
2018-02-07T01:34:18.726Z,,,,50,34.4,,
2018-02-07T01:34:28.725Z,,,,50,34.4,,
2018-02-07T01:34:48.726Z,,,,50,34.3,,41.2
2018-02-07T01:34:58.772Z,,,,50,34.2,,
2018-02-07T01:35:18.726Z,,,,50,34.1,,
2018-02-07T01:35:28.752Z,,,,50,34.1,,
2018-02-07T01:35:48.727Z,,,,50,34,,41.1
2018-02-07T01:35:58.728Z,,,,50,33.9,,
2018-02-07T01:36:18.727Z,,,,50,33.9,,
2018-02-07T01:36:28.715Z,,,,50,33.8,,
2018-02-07T01:36:38.726Z,,40,0,50,33.8,2,45.1
2018-02-07T01:36:48.727Z,,30,,,,,43.3
2018-02-07T01:36:58.727Z,,29,,50,33.7,,37.1
2018-02-07T01:37:08.716Z,,29,,,,,34.3
2018-02-07T01:37:18.757Z,,,,50,33.6,,32.5
2018-02-07T01:37:28.716Z,,30,,50,33.6,,32.1
2018-02-07T01:37:38.737Z,,,,50,33.5,,
2018-02-07T01:37:48.716Z,,29,,,,,32.9
2018-02-07T01:37:58.726Z,,30,,50,33.5,,33.3
2018-02-07T01:38:08.727Z,,29,,50,33.4,,33.5
2018-02-07T01:38:18.716Z,,,,50,33.4,,
2018-02-07T01:38:28.719Z,,,,,,,33.7
2018-02-07T01:38:38.716Z,,,,50,33.3,,33.9
2018-02-07T01:38:48.716Z,,,,,,,34.1
2018-02-07T01:38:58.716Z,,30,,50,33.2,,34.3
2018-02-07T01:39:08.716Z,,29,,50,33.2,,34.6
2018-02-07T01:39:18.716Z,,,,50,33.2,,
2018-02-07T01:39:28.727Z,,29,,,,,35.1
