Time,HwActive,ActPow,HwTSet,PrimTSet,ChActive,PrimT,HwTOutlet
2018-01-05T00:44:12.614Z,,,50,,,,29.2
2018-01-05T00:44:22.614Z,,,50,,,,29.2
2018-01-05T00:44:32.614Z,,,50,,,,29.2
2018-01-05T00:44:42.614Z,,,50,,,36.5,29.2
2018-01-05T00:44:52.774Z,,,50,,,,29.2
2018-01-05T00:45:02.614Z,,,50,,,,29.2
2018-01-05T00:45:12.614Z,,,50,,,,29.2
2018-01-05T00:45:22.614Z,,,50,,,,29.2
2018-01-05T00:45:32.614Z,,,50,,,,29.2
2018-01-05T00:45:42.614Z,,,50,,,,29.2
2018-01-05T00:45:52.614Z,,,50,,,,29.2
2018-01-05T00:46:02.614Z,,,50,,,,29.2
2018-01-05T00:46:12.615Z,,,50,,,36.4,29.2
2018-01-05T00:46:22.614Z,,,50,,,,29.2
2018-01-05T00:46:32.614Z,,,50,,,,29.2
2018-01-05T00:46:42.614Z,,,50,,,,29.2
2018-01-05T00:46:52.614Z,,,50,,,,29.2
2018-01-05T00:47:02.614Z,,,50,,,,29.2
2018-01-05T00:47:12.614Z,,,50,,,,29.2
2018-01-05T00:47:22.614Z,,,50,,,,29.2
2018-01-05T00:47:32.614Z,,,50,,,,29.2
2018-01-05T00:47:42.614Z,,,50,,,36.3,29.2
2018-01-05T00:47:52.614Z,,,50,,,,29.1
2018-01-05T00:48:02.614Z,,,50,,,,29.1
2018-01-05T00:48:12.614Z,,,50,,,,29.1
2018-01-05T00:48:22.614Z,0,44,50,,2,37.2,29.1
2018-01-05T00:48:32.625Z,,33,50,,,42.1,29.1
2018-01-05T00:48:42.614Z,,29,50,,,39.7,29.1
2018-01-05T00:48:52.614Z,,30,50,,,37.8,29.1
2018-01-05T00:49:02.614Z,,29,50,,,35.9,29.1
2018-01-05T00:49:12.614Z,,30,50,,,34.9,29.1
2018-01-05T00:49:22.614Z,,29,50,,,34.8,29.1
2018-01-05T00:49:32.614Z,,30,50,,,35.2,29.1
2018-01-05T00:49:42.615Z,,29,50,,,36,29.1
2018-01-05T00:49:52.614Z,,30,50,,,36.2,29.1
2018-01-05T00:50:02.614Z,,,50,,,36.5,29.1
2018-01-05T00:50:12.614Z,,29,50,,,36.6,29.1
2018-01-05T00:50:22.614Z,,,50,,,36.8,29.1
2018-01-05T00:50:32.614Z,,,50,,,37.1,29.1
2018-01-05T00:50:42.614Z,,,50,,,37.2,29.1
2018-01-05T00:50:52.614Z,,,50,,,37.4,29.1
2018-01-05T00:51:02.614Z,,,50,,,37.7,29.1
2018-01-05T00:51:12.614Z,,30,50,,,38,29.1
2018-01-05T00:51:22.626Z,,29,50,,,,29.1
2018-01-05T00:51:32.614Z,,,50,,,38.2,29.1
2018-01-05T00:51:42.614Z,,30,50,,,38.4,29.1
2018-01-05T00:51:52.613Z,,,50,,,38.5,29.1
2018-01-05T00:52:02.614Z,,29,50,,,38.7,29.1
2018-01-05T00:52:12.614Z,,,50,,,38.8,29.1
2018-01-05T00:52:22.614Z,,,50,,,39.1,29.1
2018-01-05T00:52:32.614Z,,,50,,,39.2,29.1
2018-01-05T00:52:42.614Z,,,50,,,39.4,29.1
2018-01-05T00:52:52.614Z,,30,50,,,39.5,29.1
2018-01-05T00:53:02.614Z,,,50,,,39.7,29.1
2018-01-05T00:53:12.614Z,,29,50,,,39.8,29.1
2018-01-05T00:53:22.614Z,,,50,,,40,29.1
2018-01-05T00:53:32.614Z,,,50,,,40.1,29.1
2018-01-05T00:53:42.614Z,0,0,50,,2,38.9,29.2
2018-01-05T00:53:52.613Z,,,50,,,36.8,29.2
2018-01-05T00:54:02.614Z,,,50,,,35.9,29.2
2018-01-05T00:54:12.614Z,,,50,,,35.5,29.2
2018-01-05T00:54:22.613Z,,,50,,,35.4,29.2
2018-01-05T00:54:32.614Z,,,50,,,,29.2
2018-01-05T00:54:42.616Z,,,50,,,,29.2
2018-01-05T00:54:52.613Z,,,50,,,,29.2
2018-01-05T00:55:02.614Z,,,50,,,35.3,29.2
2018-01-05T00:55:12.613Z,,,50,,,35.2,29.2
2018-01-05T00:55:22.614Z,,,50,,,34.9,29.2
2018-01-05T00:55:32.614Z,,,50,,,,29.2
2018-01-05T00:55:42.613Z,,,50,,,,29.2
2018-01-05T00:55:52.614Z,,,50,,,,29.2
2018-01-05T00:56:02.614Z,,,50,,,,29.2
2018-01-05T00:56:12.614Z,,,50,,,,29.2
2018-01-05T00:56:22.614Z,,,50,,,34.8,29.2
2018-01-05T00:56:32.614Z,,,50,,,,29.2
2018-01-05T00:56:42.614Z,,,50,,,34.7,29.2
2018-01-05T00:56:52.614Z,,,50,,,,29.2
2018-01-05T00:57:02.613Z,,,50,,,,29.3
2018-01-05T00:57:12.616Z,,,50,,,,29.2
2018-01-05T00:57:22.614Z,,,50,,,,29.2
2018-01-05T00:57:32.614Z,,,50,,,,29.2
2018-01-05T00:57:42.614Z,,,50,,,,29.2
2018-01-05T00:57:52.613Z,,,50,,,,29.3
2018-01-05T00:58:02.614Z,,,50,,,,29.3
2018-01-05T00:58:12.613Z,,,50,,,,29.2
2018-01-05T00:58:22.614Z,,,50,,,,29.3
2018-01-05T00:58:32.615Z,,,50,,,,29.3
2018-01-05T00:58:42.614Z,,,50,,,,29.3
2018-01-05T00:58:52.614Z,,,50,,,,29.3
2018-01-05T00:59:02.639Z,,,50,,,,29.3
2018-01-05T00:59:12.614Z,,,50,,,,29.3
2018-01-05T00:59:22.632Z,,,50,,,,29.3
2018-01-05T00:59:32.614Z,,,50,,,,29.2
2018-01-05T00:59:42.614Z,,,50,,,34.8,29.3
2018-01-05T00:59:52.614Z,0,,50,5,0,,29.3
2018-01-05T01:00:02.614Z,,,50,,,,29.3
2018-01-05T01:00:12.614Z,0,,50,59,2,,29.3
2018-01-05T01:00:22.614Z,0,,50,5,0,,29.3
2018-01-05T01:00:32.614Z,0,,50,59,2,34.9,29.3
2018-01-05T01:00:42.614Z,,,50,,,,29.3
2018-01-05T01:00:52.614Z,0,,50,5,0,,29.3
2018-01-05T01:01:02.614Z,,,50,,,,29.3
2018-01-05T01:01:12.614Z,,,50,,,35.1,29.3
2018-01-05T01:01:22.614Z,,,50,,,,29.3
2018-01-05T01:01:32.619Z,,,50,,,,29.3
2018-01-05T01:01:42.617Z,0,,50,59,2,,29.2
2018-01-05T01:01:52.616Z,,,50,,,,29.3
2018-01-05T01:02:02.614Z,,,50,,,,29.2
2018-01-05T01:02:12.614Z,,,50,,,,29.2
2018-01-05T01:02:22.614Z,,,50,,,35.2,29.3
2018-01-05T01:02:32.630Z,,,50,,,,29.2
2018-01-05T01:02:42.613Z,,,50,,,,29.2
2018-01-05T01:02:52.614Z,,,50,,,,29.2
2018-01-05T01:03:02.615Z,,,50,,,,29.2
2018-01-05T01:03:12.618Z,,,50,,,,29.2
2018-01-05T01:03:22.613Z,,,50,,,,29.2
2018-01-05T01:03:32.614Z,,,50,,,,29.2
2018-01-05T01:03:42.613Z,,,50,,,,29.2
2018-01-05T01:03:52.614Z,,,50,,,,29.2
2018-01-05T01:04:02.613Z,,,50,,,,29.2
2018-01-05T01:04:12.613Z,,,50,,,,29.2
2018-01-05T01:04:22.614Z,,,50,,,,29.2
2018-01-05T01:04:32.614Z,,,50,,,,29.2
2018-01-05T01:04:42.613Z,,,50,,,,29.2
2018-01-05T01:04:52.619Z,,,50,,,,29.2
2018-01-05T01:05:02.613Z,,,50,,,,29.2
2018-01-05T01:05:12.619Z,,,50,,,,29.2
2018-01-05T01:05:22.613Z,,,50,,,,29.2
2018-01-05T01:05:32.614Z,,,50,,,,29.2
2018-01-05T01:05:42.613Z,,,50,,,,29.2
2018-01-05T01:05:52.634Z,,,50,,,,29.2
2018-01-05T01:06:02.614Z,,,50,,,,29.2
2018-01-05T01:06:12.618Z,,,50,,,35.1,29.2
2018-01-05T01:06:22.614Z,,,50,,,35.2,29.2
2018-01-05T01:06:32.614Z,,,50,,,35.1,29.2
2018-01-05T01:06:42.614Z,,,50,,,,29.2
2018-01-05T01:06:52.613Z,,,50,,,,29.2
2018-01-05T01:07:02.614Z,,,50,,,,29.1
2018-01-05T01:07:12.613Z,,,50,,,,29.1
2018-01-05T01:07:22.614Z,,,50,,,,29.1
2018-01-05T01:07:32.613Z,,,50,,,,29.1
2018-01-05T01:07:42.614Z,,,50,,,,29.1
2018-01-05T01:07:52.614Z,,,50,,,,29.1
2018-01-05T01:08:02.613Z,,,50,,,,29.1
2018-01-05T01:08:12.613Z,,,50,,,,29.1
2018-01-05T01:08:22.614Z,,,50,,,34.9,29.1
2018-01-05T01:08:32.614Z,,,50,,,,29.1
2018-01-05T01:08:42.613Z,,,50,,,,29.1
2018-01-05T01:08:52.614Z,,,50,,,,29.1
2018-01-05T01:09:02.614Z,0,45,50,,2,35.3,29.1
2018-01-05T01:09:12.614Z,,31,50,,,41.1,29.1
2018-01-05T01:09:22.613Z,,30,50,,,38.8,29.1
2018-01-05T01:09:32.614Z,,29,50,,,37.9,29.1
2018-01-05T01:09:42.614Z,,30,50,,,36.9,29.1
2018-01-05T01:09:52.613Z,,29,50,,,35.7,29.1
2018-01-05T01:10:02.614Z,,30,50,,,35.6,29.1
2018-01-05T01:10:12.615Z,,30,50,,,36,29
2018-01-05T01:10:22.613Z,,,50,,,36.3,29.1
2018-01-05T01:10:32.613Z,,29,50,,,36.7,29.1
2018-01-05T01:10:42.614Z,,,50,,,37.1,29.1
2018-01-05T01:10:52.614Z,,,50,,,37.2,29.1
2018-01-05T01:11:02.613Z,,,50,,,37.4,29.1
2018-01-05T01:11:12.613Z,,,50,,,37.5,29.1
2018-01-05T01:11:22.614Z,,,50,,,37.7,29.1
2018-01-05T01:11:32.618Z,,29,50,,,38,29.1
2018-01-05T01:11:42.613Z,,,50,,,38.1,29.1
2018-01-05T01:11:52.613Z,,,50,,,38.3,29.1
2018-01-05T01:12:02.614Z,,30,50,,,38.4,29.1
2018-01-05T01:12:12.614Z,,29,50,,,38.6,29.1
2018-01-05T01:12:22.613Z,,30,50,,,38.7,29.1
2018-01-05T01:12:32.615Z,,,50,,,38.9,29.1
2018-01-05T01:12:42.635Z,,29,50,,,39.1,29.1
2018-01-05T01:12:52.614Z,,,50,,,39.2,29.1
2018-01-05T01:13:02.613Z,,30,50,,,39.4,29.1
2018-01-05T01:13:12.614Z,0,0,50,,2,37.9,29.1
2018-01-05T01:13:22.613Z,,,50,,,35.9,29.1
2018-01-05T01:13:32.614Z,,,50,,,34.9,29.1
2018-01-05T01:13:42.613Z,,,50,,,34.7,29.1
2018-01-05T01:13:52.614Z,,,50,,,34.6,29.1
2018-01-05T01:14:02.613Z,,,50,,,,29.1
2018-01-05T01:14:12.615Z,,,50,,,,29.1
2018-01-05T01:14:22.613Z,,,50,,,,29.1
2018-01-05T01:14:32.614Z,,,50,,,34.5,29.1
2018-01-05T01:14:42.613Z,,,50,,,34.4,29.1
2018-01-05T01:14:52.613Z,,,50,,,34.3,29.1
2018-01-05T01:15:02.627Z,,,50,,,34.2,29.1
2018-01-05T01:15:12.616Z,,,50,,,,29.1
2018-01-05T01:15:22.616Z,,,50,,,,29.1
2018-01-05T01:15:32.617Z,,,50,,,,29.1
2018-01-05T01:15:42.613Z,,,50,,,,29.1
2018-01-05T01:15:52.613Z,,,50,,,,29.1
2018-01-05T01:16:02.617Z,,,50,,,34.1,29.2
2018-01-05T01:16:12.614Z,,,50,,,,29.1
2018-01-05T01:16:22.614Z,0,,50,59,2,,29.2
2018-01-05T01:16:32.613Z,,,50,,,,29.1
2018-01-05T01:16:42.613Z,,,50,,,,29.2
2018-01-05T01:16:52.613Z,,,50,,,,29.2
2018-01-05T01:17:02.615Z,,,50,,,,29.1
2018-01-05T01:17:12.613Z,,,50,,,34,29.2
2018-01-05T01:17:22.614Z,,,50,,,,29.2
2018-01-05T01:17:32.614Z,,,50,,,,29.2
2018-01-05T01:17:42.613Z,,,50,,,,29.2
2018-01-05T01:17:52.613Z,,,50,,,,29.2
2018-01-05T01:18:02.614Z,,,50,,,,29.1
2018-01-05T01:18:12.613Z,0,,50,5,0,,29.2
2018-01-05T01:18:22.614Z,0,,50,59,2,,29.2
2018-01-05T01:18:32.617Z,,,50,,,,29.2
2018-01-05T01:18:42.613Z,,,50,,,,29.2
2018-01-05T01:18:52.615Z,,,50,,,34.1,29.2
2018-01-05T01:19:02.613Z,,,50,,,,29.2
2018-01-05T01:19:12.613Z,0,,50,5,0,,29.2
2018-01-05T01:19:22.613Z,0,,50,59,2,,29.2
2018-01-05T01:19:32.613Z,0,,50,5,0,,29.2
2018-01-05T01:19:42.613Z,,,50,,,,29.2
